school,playerstatsurl,matchstatsurl
Coastal Carolina,https://stats.ncaa.org/team/149/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=149&game_sport_year_ctl_id=15840&stats_player_seq=-100
Colgate,https://stats.ncaa.org/team/153/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=153&game_sport_year_ctl_id=15840&stats_player_seq=-100
Colorado,https://stats.ncaa.org/team/157/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=157&game_sport_year_ctl_id=15840&stats_player_seq=-100
Columbia,https://stats.ncaa.org/team/158/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=158&game_sport_year_ctl_id=15840&stats_player_seq=-100
Cornell,https://stats.ncaa.org/team/167/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=167&game_sport_year_ctl_id=15840&stats_player_seq=-100
Dartmouth,https://stats.ncaa.org/team/172/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=172&game_sport_year_ctl_id=15840&stats_player_seq=-100
Davidson,https://stats.ncaa.org/team/173/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=173&game_sport_year_ctl_id=15840&stats_player_seq=-100
Delaware,https://stats.ncaa.org/team/180/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=180&game_sport_year_ctl_id=15840&stats_player_seq=-100
Delaware St.,https://stats.ncaa.org/team/178/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=178&game_sport_year_ctl_id=15840&stats_player_seq=-100
Denver,https://stats.ncaa.org/team/183/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=183&game_sport_year_ctl_id=15840&stats_player_seq=-100
Detroit Mercy,https://stats.ncaa.org/team/184/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=184&game_sport_year_ctl_id=15840&stats_player_seq=-100
Drexel,https://stats.ncaa.org/team/191/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=191&game_sport_year_ctl_id=15840&stats_player_seq=-100
Duke,https://stats.ncaa.org/team/193/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=193&game_sport_year_ctl_id=15840&stats_player_seq=-100
Duquesne,https://stats.ncaa.org/team/194/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=194&game_sport_year_ctl_id=15840&stats_player_seq=-100
East Carolina,https://stats.ncaa.org/team/196/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=196&game_sport_year_ctl_id=15840&stats_player_seq=-100
Elon,https://stats.ncaa.org/team/1068/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=1068&game_sport_year_ctl_id=15840&stats_player_seq=-100
Fairfield,https://stats.ncaa.org/team/220/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=220&game_sport_year_ctl_id=15840&stats_player_seq=-100
Florida,https://stats.ncaa.org/team/235/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=235&game_sport_year_ctl_id=15840&stats_player_seq=-100
Furman,https://stats.ncaa.org/team/244/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=244&game_sport_year_ctl_id=15840&stats_player_seq=-100
Gardner-Webb,https://stats.ncaa.org/team/1092/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=1092&game_sport_year_ctl_id=15840&stats_player_seq=-100
George Mason,https://stats.ncaa.org/team/248/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=248&game_sport_year_ctl_id=15840&stats_player_seq=-100
George Washington,https://stats.ncaa.org/team/249/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=249&game_sport_year_ctl_id=15840&stats_player_seq=-100
Georgetown,https://stats.ncaa.org/team/251/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=251&game_sport_year_ctl_id=15840&stats_player_seq=-100
Harvard,https://stats.ncaa.org/team/275/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=275&game_sport_year_ctl_id=15840&stats_player_seq=-100
High Point,https://stats.ncaa.org/team/19651/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=19651&game_sport_year_ctl_id=15840&stats_player_seq=-100
Hofstra,https://stats.ncaa.org/team/283/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=283&game_sport_year_ctl_id=15840&stats_player_seq=-100
Holy Cross,https://stats.ncaa.org/team/285/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=285&game_sport_year_ctl_id=15840&stats_player_seq=-100
Howard,https://stats.ncaa.org/team/290/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=290&game_sport_year_ctl_id=15840&stats_player_seq=-100
Iona,https://stats.ncaa.org/team/310/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=310&game_sport_year_ctl_id=15840&stats_player_seq=-100
Jacksonville,https://stats.ncaa.org/team/316/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=316&game_sport_year_ctl_id=15840&stats_player_seq=-100
James Madison,https://stats.ncaa.org/team/317/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=317&game_sport_year_ctl_id=15840&stats_player_seq=-100
Johns Hopkins,https://stats.ncaa.org/team/322/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=322&game_sport_year_ctl_id=15840&stats_player_seq=-100
Kennesaw St.,https://stats.ncaa.org/team/1157/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=1157&game_sport_year_ctl_id=15840&stats_player_seq=-100
Kent St.,https://stats.ncaa.org/team/331/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=331&game_sport_year_ctl_id=15840&stats_player_seq=-100
LIU,https://stats.ncaa.org/team/361/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=361&game_sport_year_ctl_id=15840&stats_player_seq=-100
La Salle,https://stats.ncaa.org/team/340/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=340&game_sport_year_ctl_id=15840&stats_player_seq=-100
Lafayette,https://stats.ncaa.org/team/342/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=342&game_sport_year_ctl_id=15840&stats_player_seq=-100
Lehigh,https://stats.ncaa.org/team/352/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=352&game_sport_year_ctl_id=15840&stats_player_seq=-100
Liberty,https://stats.ncaa.org/team/355/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=355&game_sport_year_ctl_id=15840&stats_player_seq=-100
Longwood,https://stats.ncaa.org/team/363/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=363&game_sport_year_ctl_id=15840&stats_player_seq=-100
Louisville,https://stats.ncaa.org/team/367/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=367&game_sport_year_ctl_id=15840&stats_player_seq=-100
Loyola Maryland,https://stats.ncaa.org/team/369/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=369&game_sport_year_ctl_id=15840&stats_player_seq=-100
Manhattan,https://stats.ncaa.org/team/381/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=381&game_sport_year_ctl_id=15840&stats_player_seq=-100
Marist,https://stats.ncaa.org/team/386/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=386&game_sport_year_ctl_id=15840&stats_player_seq=-100
Marquette,https://stats.ncaa.org/team/387/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=387&game_sport_year_ctl_id=15840&stats_player_seq=-100
Maryland,https://stats.ncaa.org/team/392/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=392&game_sport_year_ctl_id=15840&stats_player_seq=-100
Massachusetts,https://stats.ncaa.org/team/400/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=400&game_sport_year_ctl_id=15840&stats_player_seq=-100
Mercer,https://stats.ncaa.org/team/406/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=406&game_sport_year_ctl_id=15840&stats_player_seq=-100
Merrimack,https://stats.ncaa.org/team/410/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=410&game_sport_year_ctl_id=15840&stats_player_seq=-100
Michigan,https://stats.ncaa.org/team/418/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=418&game_sport_year_ctl_id=15840&stats_player_seq=-100
Monmouth,https://stats.ncaa.org/team/439/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=439&game_sport_year_ctl_id=15840&stats_player_seq=-100
Mount St. Mary's,https://stats.ncaa.org/team/450/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=450&game_sport_year_ctl_id=15840&stats_player_seq=-100
Navy,https://stats.ncaa.org/team/726/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=726&game_sport_year_ctl_id=15840&stats_player_seq=-100
New Hampshire,https://stats.ncaa.org/team/469/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=469&game_sport_year_ctl_id=15840&stats_player_seq=-100
Niagara,https://stats.ncaa.org/team/482/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=482&game_sport_year_ctl_id=15840&stats_player_seq=-100
North Carolina,https://stats.ncaa.org/team/457/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=457&game_sport_year_ctl_id=15840&stats_player_seq=-100
Northwestern,https://stats.ncaa.org/team/509/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=509&game_sport_year_ctl_id=15840&stats_player_seq=-100
Notre Dame,https://stats.ncaa.org/team/513/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=513&game_sport_year_ctl_id=15840&stats_player_seq=-100
Ohio St.,https://stats.ncaa.org/team/518/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=518&game_sport_year_ctl_id=15840&stats_player_seq=-100
Old Dominion,https://stats.ncaa.org/team/523/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=523&game_sport_year_ctl_id=15840&stats_player_seq=-100
Oregon,https://stats.ncaa.org/team/529/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=529&game_sport_year_ctl_id=15840&stats_player_seq=-100
Penn,https://stats.ncaa.org/team/540/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=540&game_sport_year_ctl_id=15840&stats_player_seq=-100
Penn St.,https://stats.ncaa.org/team/539/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=539&game_sport_year_ctl_id=15840&stats_player_seq=-100
Pittsburgh,https://stats.ncaa.org/team/545/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=545&game_sport_year_ctl_id=15840&stats_player_seq=-100
Presbyterian,https://stats.ncaa.org/team/1320/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=1320&game_sport_year_ctl_id=15840&stats_player_seq=-100
Princeton,https://stats.ncaa.org/team/554/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=554&game_sport_year_ctl_id=15840&stats_player_seq=-100
Quinnipiac,https://stats.ncaa.org/team/562/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=562&game_sport_year_ctl_id=15840&stats_player_seq=-100
Radford,https://stats.ncaa.org/team/563/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=563&game_sport_year_ctl_id=15840&stats_player_seq=-100
Richmond,https://stats.ncaa.org/team/575/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=575&game_sport_year_ctl_id=15840&stats_player_seq=-100
Robert Morris,https://stats.ncaa.org/team/579/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=579&game_sport_year_ctl_id=15840&stats_player_seq=-100
Rutgers,https://stats.ncaa.org/team/587/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=587&game_sport_year_ctl_id=15840&stats_player_seq=-100
Sacred Heart,https://stats.ncaa.org/team/590/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=590&game_sport_year_ctl_id=15840&stats_player_seq=-100
Saint Francis (PA),https://stats.ncaa.org/team/600/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=600&game_sport_year_ctl_id=15840&stats_player_seq=-100
Saint Joseph's,https://stats.ncaa.org/team/606/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=606&game_sport_year_ctl_id=15840&stats_player_seq=-100
San Diego St.,https://stats.ncaa.org/team/626/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=626&game_sport_year_ctl_id=15840&stats_player_seq=-100
Siena,https://stats.ncaa.org/team/639/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=639&game_sport_year_ctl_id=15840&stats_player_seq=-100
Southern California,https://stats.ncaa.org/team/657/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=657&game_sport_year_ctl_id=15840&stats_player_seq=-100
St. Bonaventure,https://stats.ncaa.org/team/596/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=596&game_sport_year_ctl_id=15840&stats_player_seq=-100
Stanford,https://stats.ncaa.org/team/674/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=674&game_sport_year_ctl_id=15840&stats_player_seq=-100
Stetson,https://stats.ncaa.org/team/678/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=678&game_sport_year_ctl_id=15840&stats_player_seq=-100
Stony Brook,https://stats.ncaa.org/team/683/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=683&game_sport_year_ctl_id=15840&stats_player_seq=-100
Syracuse,https://stats.ncaa.org/team/688/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=688&game_sport_year_ctl_id=15840&stats_player_seq=-100
Temple,https://stats.ncaa.org/team/690/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=690&game_sport_year_ctl_id=15840&stats_player_seq=-100
Towson,https://stats.ncaa.org/team/711/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=711&game_sport_year_ctl_id=15840&stats_player_seq=-100
UAlbany,https://stats.ncaa.org/team/14/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=14&game_sport_year_ctl_id=15840&stats_player_seq=-100
UC Davis,https://stats.ncaa.org/team/108/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=108&game_sport_year_ctl_id=15840&stats_player_seq=-100
UConn,https://stats.ncaa.org/team/164/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=164&game_sport_year_ctl_id=15840&stats_player_seq=-100
UMBC,https://stats.ncaa.org/team/391/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=391&game_sport_year_ctl_id=15840&stats_player_seq=-100
UMass Lowell,https://stats.ncaa.org/team/368/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=368&game_sport_year_ctl_id=15840&stats_player_seq=-100
VCU,https://stats.ncaa.org/team/740/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=740&game_sport_year_ctl_id=15840&stats_player_seq=-100
Vanderbilt,https://stats.ncaa.org/team/736/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=736&game_sport_year_ctl_id=15840&stats_player_seq=-100
Vermont,https://stats.ncaa.org/team/738/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=738&game_sport_year_ctl_id=15840&stats_player_seq=-100
Villanova,https://stats.ncaa.org/team/739/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=739&game_sport_year_ctl_id=15840&stats_player_seq=-100
Virginia,https://stats.ncaa.org/team/746/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=746&game_sport_year_ctl_id=15840&stats_player_seq=-100
Virginia Tech,https://stats.ncaa.org/team/742/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=742&game_sport_year_ctl_id=15840&stats_player_seq=-100
Wagner,https://stats.ncaa.org/team/748/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=748&game_sport_year_ctl_id=15840&stats_player_seq=-100
William & Mary,https://stats.ncaa.org/team/786/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=786&game_sport_year_ctl_id=15840&stats_player_seq=-100
Winthrop,https://stats.ncaa.org/team/792/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=792&game_sport_year_ctl_id=15840&stats_player_seq=-100
Wofford,https://stats.ncaa.org/team/2915/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=2915&game_sport_year_ctl_id=15840&stats_player_seq=-100
Yale,https://stats.ncaa.org/team/813/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=813&game_sport_year_ctl_id=15840&stats_player_seq=-100
Youngstown St.,https://stats.ncaa.org/team/817/stats/15840,https://stats.ncaa.org/player/game_by_game?org_id=817&game_sport_year_ctl_id=15840&stats_player_seq=-100
