URL,Institution,Conference,Goals,Assists,ShAtt,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,Saves,Shutouts,G Wins,G Loss,DSaves,Corners,PK,PK Att
http://stats.ncaa.org/team/539/12640,Penn St.,Big Ten,44,42,360,185,1,3,,,,2282:38:00,19,63,13,,,,138,3,3
http://stats.ncaa.org/team/541/12640,Pepperdine,WCC,46,36,331,157,,5,,,,1953:39:00,9,67,14,,,1,88,8,8
http://stats.ncaa.org/team/545/12640,Pittsburgh,ACC,14,14,172,204,,24,,,,1701:21:00,37,112,2,,,,44,,
http://stats.ncaa.org/team/551/12640,Portland,WCC,11,6,165,184,1,13,,,,1760:00:00,27,105,3,,,,74,2,2
http://stats.ncaa.org/team/550/12640,Portland St.,Big Sky,26,21,249,245,2,24,,,,1836:05:00,26,89,6,,,,65,2,3
http://stats.ncaa.org/team/553/12640,Prairie View,SWAC,23,11,236,132,1,12,,,,1679:29:00,35,110,5,,,,70,1,3
http://stats.ncaa.org/team/1320/12640,Presbyterian,Big South,15,9,168,160,1,10,,,,1442:08:00,37,83,1,,,,48,,1
http://stats.ncaa.org/team/554/12640,Princeton,Ivy League,44,40,322,197,,5,,,,1828:18:00,11,68,12,,,,102,1,1
http://stats.ncaa.org/team/556/12640,Providence,Big East,23,20,242,169,,7,,,,1878:00:00,23,89,7,,,,90,2,2
http://stats.ncaa.org/team/559/12640,Purdue,Big Ten,36,34,262,177,,8,,,,1756:19:00,22,69,7,,,,90,2,3
http://stats.ncaa.org/team/308/12640,Purdue Fort Wayne,Summit League,16,14,212,200,,9,,,,1633:08:00,47,110,,,,,41,,1
http://stats.ncaa.org/team/562/12640,Quinnipiac,MAAC,41,53,223,216,1,26,,,,1796:10:00,28,101,5,,,,91,2,4
http://stats.ncaa.org/team/563/12640,Radford,Big South,36,35,273,160,,7,,,,1655:52:00,26,106,4,,,,72,,1
http://stats.ncaa.org/team/572/12640,Rhode Island,Atlantic 10,17,10,184,129,,11,,,,1668:12:00,40,112,1,,,,63,2,2
http://stats.ncaa.org/team/574/12640,Rice,C-USA,46,40,305,173,,8,,,,1660:00:00,19,68,8,,,,107,1,1
http://stats.ncaa.org/team/575/12640,Richmond,Atlantic 10,9,10,164,154,1,14,,,,1625:32:00,32,113,2,,,,53,,
http://stats.ncaa.org/team/576/12640,Rider,MAAC,24,22,251,153,,11,,,,1684:54:00,25,77,3,,,,86,,
http://stats.ncaa.org/team/579/12640,Robert Morris,NEC,21,21,186,143,,8,,,,1552:07:00,28,88,3,,,,37,1,2
http://stats.ncaa.org/team/587/12640,Rutgers,Big Ten,33,29,230,166,,5,,,,2019:45:00,6,73,16,,,,73,1,1
http://stats.ncaa.org/team/102/12640,Sacramento St.,Big Sky,28,23,287,222,,22,,,,1915:01:00,21,67,6,,,,78,1,2
http://stats.ncaa.org/team/590/12640,Sacred Heart,NEC,19,17,211,153,2,5,,,,1634:43:00,29,84,5,,,,77,,
http://stats.ncaa.org/team/600/12640,Saint Francis (PA),NEC,34,33,272,187,,10,,,,1968:42:00,32,112,8,,,,59,1,2
http://stats.ncaa.org/team/606/12640,Saint Joseph's,Atlantic 10,32,30,303,158,,5,,,,1884:58:00,28,99,5,,,,99,,
http://stats.ncaa.org/team/609/12640,Saint Louis,Atlantic 10,42,35,354,144,,5,,,,1840:00:00,10,68,13,,,,149,3,3
http://stats.ncaa.org/team/610/12640,Saint Mary's (CA),WCC,17,11,154,163,,11,,,,1760:22:00,34,75,6,,,,65,2,2
http://stats.ncaa.org/team/617/12640,Saint Peter's,MAAC,12,7,155,149,1,4,,,,1558:03:00,48,149,3,,,1,33,,2
http://stats.ncaa.org/team/624/12640,Sam Houston,Southland,31,21,257,207,1,14,,,,1675:37:00,32,100,4,,,1,90,,
http://stats.ncaa.org/team/625/12640,Samford,SoCon,39,35,372,184,,11,,,,1949:01:00,19,70,11,,,,135,2,2
http://stats.ncaa.org/team/627/12640,San Diego,WCC,20,14,120,148,,9,,,,1728:14:00,31,98,3,,,1,72,2,2
http://stats.ncaa.org/team/626/12640,San Diego St.,Mountain West,36,25,275,178,,12,,,,2069:29:00,26,82,8,,,,95,2,4
http://stats.ncaa.org/team/629/12640,San Francisco,WCC,25,10,259,189,1,14,,,,1907:59:00,41,132,3,,,,78,2,2
http://stats.ncaa.org/team/630/12640,San Jose St.,Mountain West,28,20,297,215,1,21,,,,1855:37:00,22,73,7,,,,111,1,2
http://stats.ncaa.org/team/631/12640,Santa Clara,WCC,51,37,311,211,,21,,,,2090:00:00,33,87,5,,,,121,2,2
http://stats.ncaa.org/team/1356/12640,Seattle U,WAC,33,35,266,169,,7,,,,1981:23:00,27,54,9,,,,98,1,2
http://stats.ncaa.org/team/635/12640,Seton Hall,Big East,9,4,167,180,,10,,,,1633:54:00,30,78,1,,,,51,1,1
http://stats.ncaa.org/team/676/12640,SFA,Southland,33,29,274,169,,6,,,,1935:37:00,23,107,8,,,,100,2,2
http://stats.ncaa.org/team/639/12640,Siena,MAAC,29,36,268,127,,3,,,,1767:09:00,23,111,7,,,,88,1,2
http://stats.ncaa.org/team/660/12640,SIUE,OVC,26,19,211,171,,9,,,,1773:44:00,33,98,6,,,,78,2,2
http://stats.ncaa.org/team/663/12640,SMU,AAC,26,28,313,190,,6,,,,1876:58:00,25,73,8,,,3,109,1,1
http://stats.ncaa.org/team/646/12640,South Alabama,Sun Belt,40,28,345,199,1,16,,,,1945:46:00,20,66,8,,,,87,5,6
http://stats.ncaa.org/team/648/12640,South Carolina,SEC,37,26,330,204,,13,,,,2110:42:00,11,57,16,,,,119,3,3
http://stats.ncaa.org/team/647/12640,South Carolina St.,DI Independent,8,5,75,69,,2,,,,1108:16:00,46,95,,,,1,19,,
http://stats.ncaa.org/team/650/12640,South Dakota,Summit League,13,10,191,193,,10,,,,1542:01:00,31,101,3,,,,48,,1
http://stats.ncaa.org/team/649/12640,South Dakota St.,Summit League,29,23,295,116,,3,,,,1770:23:00,17,89,8,,,,106,,1
http://stats.ncaa.org/team/651/12640,South Fla.,AAC,36,33,305,219,1,17,,,,1765:46:00,21,89,8,,,,85,5,5
http://stats.ncaa.org/team/654/12640,Southeast Mo. St.,OVC,24,16,251,178,,8,,,,1882:26:00,19,82,7,,,,70,1,1
http://stats.ncaa.org/team/655/12640,Southeastern La.,Southland,17,14,240,143,,3,,,,1709:29:00,25,114,5,,,,79,1,2
http://stats.ncaa.org/team/657/12640,Southern California,Pac-12,36,35,370,195,1,10,,,,1870:04:00,17,58,8,,,,119,2,4
http://stats.ncaa.org/team/664/12640,Southern Miss.,C-USA,35,29,320,128,1,9,,,,1680:58:00,35,86,3,,,,88,1,1
http://stats.ncaa.org/team/665/12640,Southern U.,SWAC,10,3,127,156,,32,,,,1449:22:00,54,99,,,,,36,,
http://stats.ncaa.org/team/667/12640,Southern Utah,Big Sky,17,15,160,137,1,7,,,,1627:47:00,50,113,1,,,,66,,
http://stats.ncaa.org/team/596/12640,St. Bonaventure,Atlantic 10,7,7,153,141,,11,,,,1770:00:00,36,124,4,,,,53,,1
http://stats.ncaa.org/team/603/12640,St. John's (NY),Big East,17,15,223,150,,11,,,,1687:11:00,17,77,5,,,,61,,2
http://stats.ncaa.org/team/674/12640,Stanford,Pac-12,91,90,610,211,,11,,,,2250:00:00,9,47,19,,,,166,2,2
http://stats.ncaa.org/team/678/12640,Stetson,ASUN,28,28,251,123,1,6,,,,1500:00:00,13,79,6,,,,79,,1
http://stats.ncaa.org/team/683/12640,Stony Brook,America East,33,30,289,177,,8,,,,1995:31:00,25,94,8,,,,107,2,3
http://stats.ncaa.org/team/688/12640,Syracuse,ACC,18,12,170,192,,10,,,,1680:00:00,24,102,8,,,,54,1,1
http://stats.ncaa.org/team/698/12640,TCU,Big 12,34,35,339,220,,9,,,,2094:14:00,19,77,8,,,,165,4,6
http://stats.ncaa.org/team/690/12640,Temple,AAC,25,19,250,215,,7,,,,1679:11:00,29,94,5,,,,94,,
http://stats.ncaa.org/team/694/12640,Tennessee,SEC,47,45,332,173,,10,,,,1937:53:00,19,74,10,,,,98,,
http://stats.ncaa.org/team/692/12640,Tennessee Tech,OVC,12,17,206,158,,8,,,,1612:25:00,8,66,10,,,,87,,
http://stats.ncaa.org/team/703/12640,Texas,Big 12,29,30,327,166,,8,,,,2004:20:00,16,77,11,,,,142,1,1
http://stats.ncaa.org/team/697/12640,Texas A&M,SEC,46,29,402,220,3,21,,,,2050:23:00,17,72,8,,,,149,5,5
http://stats.ncaa.org/team/699/12640,Texas Southern,SWAC,28,23,194,167,,11,,,,1679:31:00,21,92,6,,,,66,1,1
http://stats.ncaa.org/team/670/12640,Texas St.,Sun Belt,33,32,239,167,,10,,,,1599:17:00,19,73,6,,,,69,2,2
http://stats.ncaa.org/team/700/12640,Texas Tech,Big 12,25,16,275,176,1,15,,,,1797:30:00,20,65,7,,,,105,1,3
http://stats.ncaa.org/team/141/12640,The Citadel,SoCon,20,13,236,182,1,17,,,,1630:29:00,38,101,2,,,8,72,,
http://stats.ncaa.org/team/709/12640,Toledo,MAC,31,22,230,224,,15,,,,2174:01:00,33,108,5,,,,78,1,1
http://stats.ncaa.org/team/711/12640,Towson,CAA,14,14,156,155,1,13,,,,1808:42:00,24,127,6,,,,63,,
http://stats.ncaa.org/team/716/12640,Troy,Sun Belt,35,30,215,145,1,8,,,,1870:13:00,32,74,8,,,,93,1,1
http://stats.ncaa.org/team/719/12640,Tulsa,AAC,19,14,192,160,2,13,,,,1813:45:00,46,160,2,,,,49,1,2
http://stats.ncaa.org/team/9/12640,UAB,C-USA,39,37,255,178,,18,,,,1894:07:00,16,96,7,,,,92,1,1
http://stats.ncaa.org/team/14/12640,UAlbany,America East,19,14,220,175,,11,,,,1652:26:00,32,82,3,,,2,54,2,2
http://stats.ncaa.org/team/108/12640,UC Davis,Big West,10,6,131,197,1,25,,,,1679:52:00,22,93,3,,,,78,,2
http://stats.ncaa.org/team/109/12640,UC Irvine,Big West,28,32,257,177,,19,,,,1892:23:00,17,78,10,,,,99,1,3
http://stats.ncaa.org/team/111/12640,UC Riverside,Big West,23,20,211,240,,18,,,,1946:12:00,29,83,5,,,,78,1,1
http://stats.ncaa.org/team/104/12640,UC Santa Barbara,Big West,24,23,238,224,1,19,,,,1810:00:00,25,55,6,,,,91,3,4
http://stats.ncaa.org/team/128/12640,UCF,AAC,45,41,317,178,2,10,,,,1649:32:00,9,56,10,,,,96,2,2
http://stats.ncaa.org/team/110/12640,UCLA,Pac-12,56,61,392,171,,12,,,,2313:41:00,21,63,9,,,,154,4,8
http://stats.ncaa.org/team/164/12640,UConn,AAC,26,20,270,182,,10,,,,1796:44:00,29,83,2,,,,91,,
http://stats.ncaa.org/team/302/12640,UIC,Horizon,22,16,272,167,1,7,,,,1814:28:00,32,91,5,,,,108,3,3
http://stats.ncaa.org/team/2743/12640,UIW,Southland,12,4,154,123,,9,,,,1465:10:00,41,80,1,,,,48,1,2
http://stats.ncaa.org/team/498/12640,ULM,Sun Belt,9,4,106,138,,3,,,,1660:00:00,32,126,2,,,,36,1,1
http://stats.ncaa.org/team/368/12640,UMass Lowell,America East,14,9,186,167,1,10,,,,1624:59:00,17,110,6,,,,54,2,2
http://stats.ncaa.org/team/391/12640,UMBC,America East,16,10,185,175,1,15,,,,1609:25:00,30,82,3,,,,77,1,1
http://stats.ncaa.org/team/456/12640,UNC Asheville,Big South,22,16,257,104,,8,,,,1679:14:00,35,70,3,,,,93,,
http://stats.ncaa.org/team/459/12640,UNC Greensboro,SoCon,24,20,231,173,,9,,,,2065:12:00,24,123,9,,,,104,1,1
http://stats.ncaa.org/team/460/12640,UNCW,CAA,15,16,221,171,1,9,,,,1758:13:00,22,65,4,,,,111,1,1
http://stats.ncaa.org/team/504/12640,UNI,MVC,34,29,309,140,,5,,,,1828:01:00,14,68,11,,,,113,,
http://stats.ncaa.org/team/465/12640,UNLV,Mountain West,41,35,360,175,,11,,,,1844:34:00,28,81,4,,,,140,2,5
http://stats.ncaa.org/team/10411/12640,USC Upstate,ASUN,27,16,216,142,,10,,,,1553:58:00,32,81,4,,,,75,2,2
http://stats.ncaa.org/team/695/12640,UT Martin,OVC,28,21,333,212,,21,,,,1883:01:00,35,96,2,,,,114,2,5
http://stats.ncaa.org/team/732/12640,Utah,Pac-12,27,35,265,153,,10,,,,1782:17:00,31,71,3,,,,102,1,1
http://stats.ncaa.org/team/731/12640,Utah St.,Mountain West,26,22,223,152,1,9,,,,1806:32:00,22,92,7,,,,87,,
http://stats.ncaa.org/team/30024/12640,Utah Valley,WAC,35,40,346,234,,16,,,,2134:11:00,40,76,5,,,,158,3,3
http://stats.ncaa.org/team/704/12640,UTEP,C-USA,27,14,241,222,,17,,,,1778:52:00,24,116,5,,,,79,2,2
http://stats.ncaa.org/team/536/12640,UTRGV,WAC,31,30,289,185,,11,,,,1890:11:00,20,80,8,,,,87,1,2
http://stats.ncaa.org/team/706/12640,UTSA,C-USA,14,9,161,137,2,9,,,,1548:20:00,45,89,1,,,,48,,
http://stats.ncaa.org/team/735/12640,Valparaiso,MVC,28,29,288,192,,9,,,,1717:33:00,25,74,4,,,,84,,1
http://stats.ncaa.org/team/736/12640,Vanderbilt,SEC,29,25,223,180,,12,,,,2021:55:00,26,99,7,,,,105,3,3
http://stats.ncaa.org/team/740/12640,VCU,Atlantic 10,29,24,347,179,,8,,,,1900:19:00,15,76,8,,,7,114,3,3
http://stats.ncaa.org/team/738/12640,Vermont,America East,22,16,287,149,,8,,,,1880:07:00,25,117,6,,,,81,2,2
http://stats.ncaa.org/team/739/12640,Villanova,Big East,22,15,193,200,1,20,,,,1621:42:00,30,59,3,,,,84,3,4
http://stats.ncaa.org/team/746/12640,Virginia,ACC,36,26,361,159,2,7,,,,2174:15:00,17,43,10,,,,144,3,4
http://stats.ncaa.org/team/742/12640,Virginia Tech,ACC,16,12,242,222,1,21,,,,1768:14:00,20,74,8,,,,136,,2
http://stats.ncaa.org/team/741/12640,VMI,SoCon,16,8,201,163,,6,,,,1733:28:00,26,133,5,,,,70,1,1
http://stats.ncaa.org/team/748/12640,Wagner,NEC,10,8,163,180,1,8,,,,1666:02:00,51,126,2,,,,45,,
http://stats.ncaa.org/team/749/12640,Wake Forest,ACC,31,26,248,182,,13,,,,1970:00:00,16,64,11,,,,114,1,3
http://stats.ncaa.org/team/756/12640,Washington,Pac-12,19,15,225,253,1,16,,,,1873:57:00,15,75,11,,,2,82,2,2
http://stats.ncaa.org/team/754/12640,Washington St.,Pac-12,26,21,270,289,,15,,,,2095:09:00,18,69,11,,,3,103,3,4
http://stats.ncaa.org/team/758/12640,Weber St.,Big Sky,14,10,206,169,1,17,,,,1698:31:00,27,89,2,,,,47,1,1
http://stats.ncaa.org/team/768/12640,West Virginia,Big 12,40,38,473,204,,11,,,,2150:49:00,16,48,13,,,,177,3,5
http://stats.ncaa.org/team/769/12640,Western Caro.,SoCon,33,25,247,195,,11,,,,1957:30:00,29,117,4,,,,80,2,3
http://stats.ncaa.org/team/771/12640,Western Ill.,Summit League,13,10,207,130,,1,,,,1530:57:00,36,93,1,,,,35,,3
http://stats.ncaa.org/team/772/12640,Western Ky.,C-USA,16,16,201,101,1,5,,,,1568:23:00,16,72,5,,,,66,1,3
http://stats.ncaa.org/team/774/12640,Western Mich.,MAC,19,14,289,168,,12,,,,1750:04:00,20,89,8,,,,97,1,1
http://stats.ncaa.org/team/786/12640,William & Mary,CAA,28,22,235,116,,11,,,,1851:19:00,34,79,2,,,,84,1,3
http://stats.ncaa.org/team/792/12640,Winthrop,Big South,19,16,182,160,,8,,,,1591:43:00,26,61,3,,,,87,1,1
http://stats.ncaa.org/team/796/12640,Wisconsin,Big Ten,33,27,303,243,,12,,,,2043:46:00,18,61,12,,,,139,2,4
http://stats.ncaa.org/team/2915/12640,Wofford,SoCon,39,26,287,137,,7,,,,1753:21:00,41,100,6,,,2,85,1,1
http://stats.ncaa.org/team/810/12640,Wright St.,Horizon,33,31,210,195,,10,,,,1830:04:00,22,90,9,,,,79,1,1
http://stats.ncaa.org/team/811/12640,Wyoming,Mountain West,29,20,217,152,1,11,,,,1779:16:00,27,82,5,,,,67,1,2
http://stats.ncaa.org/team/812/12640,Xavier,Big East,19,14,208,203,,21,,,,1920:46:00,23,113,4,,,,86,,
http://stats.ncaa.org/team/813/12640,Yale,Ivy League,25,29,251,131,,7,,,,1594:07:00,20,71,8,,,,96,2,2
http://stats.ncaa.org/team/817/12640,Youngstown St.,Horizon,15,10,186,204,,18,,,,1626:00:00,39,95,4,,,,55,1,2
