URL,Institution,Conference,Goals,Assists,ShAtt,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,Saves,Shutouts,G Wins,G Loss,DSaves,Corners,PK,PK Att
http://stats.ncaa.org/team/725/12640,Army West Point,Patriot,8,6,173,162,1,6,,,,1597:19:00,19,71,6,,,,83,1,1
http://stats.ncaa.org/team/37/12640,Auburn,SEC,25,30,276,159,,9,,,,1911:49:00,24,80,8,,,,87,,
http://stats.ncaa.org/team/43/12640,Austin Peay,OVC,30,16,224,148,,10,,,,1690:49:00,24,62,5,,,,83,5,5
http://stats.ncaa.org/team/47/12640,Ball St.,MAC,27,25,284,252,,22,,,,1970:02:00,20,82,8,,,,105,,
http://stats.ncaa.org/team/51/12640,Baylor,Big 12,36,30,441,325,1,29,,,,2282:12:00,20,76,11,,,,131,1,1
http://stats.ncaa.org/team/14927/12640,Belmont,OVC,35,24,318,133,1,6,,,,1664:00:00,23,49,5,,,,78,1,2
http://stats.ncaa.org/team/62/12640,Binghamton,America East,28,23,322,211,1,14,,,,1838:31:00,16,88,8,,,,123,,
http://stats.ncaa.org/team/66/12640,Boise St.,Mountain West,38,25,313,279,,16,,,,2040:00:00,21,94,6,,,,75,2,2
http://stats.ncaa.org/team/67/12640,Boston College,ACC,32,27,299,157,,10,,,,1850:16:00,28,64,6,,,,149,2,3
http://stats.ncaa.org/team/68/12640,Boston U.,Patriot,27,27,333,185,,1,,,,1950:00:00,18,71,10,,,,110,1,1
http://stats.ncaa.org/team/71/12640,Bowling Green,MAC,43,49,342,237,,16,,,,1937:01:00,26,73,3,,,,87,1,2
http://stats.ncaa.org/team/80/12640,Brown,Ivy League,24,32,265,151,,10,,,,1474:47:00,15,68,6,,,,123,2,2
http://stats.ncaa.org/team/81/12640,Bryant,NEC,25,19,233,119,,2,,,,1686:06:00,15,56,7,,,,89,1,1
http://stats.ncaa.org/team/83/12640,Bucknell,Patriot,35,32,225,191,,4,,,,1894:54:00,28,117,8,,,1,99,1,2
http://stats.ncaa.org/team/86/12640,Buffalo,MAC,25,24,260,175,,6,,,,1750:55:00,25,94,6,,,,73,1,1
http://stats.ncaa.org/team/87/12640,Butler,Big East,33,32,263,219,1,11,,,,2038:51:00,7,82,16,,,,90,2,2
http://stats.ncaa.org/team/77/12640,BYU,WCC,32,21,340,172,,13,,,,1792:00:00,27,74,6,,,,94,2,3
http://stats.ncaa.org/team/90/12640,Cal Poly,Big West,23,15,248,234,,27,,,,1795:30:00,25,96,5,,,,87,3,3
http://stats.ncaa.org/team/97/12640,Cal St. Fullerton,Big West,37,31,279,218,2,16,,,,2072:17:00,17,56,9,,,,160,1,2
http://stats.ncaa.org/team/107/12640,California,Pac-12,26,24,257,138,1,8,,,,1833:22:00,11,85,10,,,,55,2,2
http://stats.ncaa.org/team/115/12640,Campbell,Big South,40,28,253,131,,6,,,,1750:00:00,18,75,9,,,,108,3,3
http://stats.ncaa.org/team/116/12640,Canisius,MAAC,11,13,155,174,,9,,,,1694:44:00,20,73,9,,,1,54,1,1
http://stats.ncaa.org/team/1004/12640,Central Ark.,Southland,32,28,318,172,,9,,,,1899:00:00,23,95,7,,,,86,,
http://stats.ncaa.org/team/127/12640,Central Conn. St.,NEC,22,25,243,156,,5,,,,1638:42:00,15,68,10,,,,100,,1
http://stats.ncaa.org/team/129/12640,Central Mich.,MAC,31,27,291,196,,10,,,,1786:21:00,25,83,5,,,2,108,1,1
http://stats.ncaa.org/team/48/12640,Charleston So.,Big South,15,9,246,169,,9,,,,1690:51:00,25,106,3,,,,67,2,2
http://stats.ncaa.org/team/458/12640,Charlotte,C-USA,36,31,326,170,,4,,,,1942:16:00,24,104,8,,,,103,1,1
http://stats.ncaa.org/team/693/12640,Chattanooga,SoCon,14,8,184,156,,7,,,,1812:55:00,30,101,6,,,1,58,1,1
http://stats.ncaa.org/team/136/12640,Chicago St.,WAC,9,9,142,142,1,10,,,,1800:00:00,127,195,1,,,,31,,
http://stats.ncaa.org/team/140/12640,Cincinnati,AAC,25,18,344,181,2,10,,,,1770:00:00,11,63,11,,,,108,1,2
http://stats.ncaa.org/team/147/12640,Clemson,ACC,28,30,215,205,,12,,,,1801:49:00,15,68,9,,,,90,2,3
http://stats.ncaa.org/team/148/12640,Cleveland St.,Horizon,28,21,228,158,,5,,,,1756:37:00,24,71,4,,,,79,2,4
http://stats.ncaa.org/team/149/12640,Coastal Carolina,Sun Belt,29,19,240,124,2,3,,,,1857:50:00,32,85,6,,,,66,1,2
http://stats.ncaa.org/team/1014/12640,Col. of Charleston,CAA,22,15,217,161,,4,,,,1675:58:00,24,87,8,,,,85,,
http://stats.ncaa.org/team/153/12640,Colgate,Patriot,27,16,296,156,1,6,,,,1758:14:00,30,70,7,,,,88,3,3
http://stats.ncaa.org/team/157/12640,Colorado,Pac-12,31,35,292,169,1,8,,,,2071:13:00,14,94,14,,,1,86,,
http://stats.ncaa.org/team/154/12640,Colorado Col.,Mountain West,25,21,227,140,,12,,,,1810:29:00,30,82,3,,,2,84,,
http://stats.ncaa.org/team/156/12640,Colorado St.,Mountain West,26,21,224,201,,15,,,,1824:32:00,30,96,5,,,,56,2,2
http://stats.ncaa.org/team/158/12640,Columbia,Ivy League,34,23,281,130,,8,,,,1501:55:00,13,70,9,,,,81,,
http://stats.ncaa.org/team/167/12640,Cornell,Ivy League,5,3,113,95,,4,,,,1322:38:00,19,106,4,,,,48,1,2
http://stats.ncaa.org/team/169/12640,Creighton,Big East,16,10,183,185,1,10,,,,1698:24:00,33,118,1,,,,49,2,3
http://stats.ncaa.org/team/94/12640,CSU Bakersfield,WAC,26,17,275,195,,11,,,,1772:24:00,33,85,2,,,,73,3,4
http://stats.ncaa.org/team/101/12640,CSUN,Big West,24,19,270,202,,25,,,,2051:30:00,22,73,8,,,,96,2,6
http://stats.ncaa.org/team/172/12640,Dartmouth,Ivy League,19,20,179,98,,5,,,,1516:18:00,24,64,4,,,,79,1,1
http://stats.ncaa.org/team/173/12640,Davidson,Atlantic 10,12,8,157,116,1,4,,,,1770:00:00,37,76,5,,,,63,,
http://stats.ncaa.org/team/175/12640,Dayton,Atlantic 10,33,35,225,150,1,8,,,,1850:05:00,28,100,7,,,1,78,1,2
http://stats.ncaa.org/team/180/12640,Delaware,CAA,16,9,154,168,,6,,,,1698:55:00,24,64,4,,,,72,1,1
http://stats.ncaa.org/team/178/12640,Delaware St.,DI Independent,5,2,89,141,1,14,,,,1302:47:00,36,67,1,,,,34,,
http://stats.ncaa.org/team/183/12640,Denver,Summit League,37,32,286,136,1,14,,,,1937:02:00,33,73,6,,,,95,1,1
http://stats.ncaa.org/team/176/12640,DePaul,Big East,27,19,213,198,,11,,,,1810:00:00,22,73,7,,,,92,2,2
http://stats.ncaa.org/team/184/12640,Detroit Mercy,Horizon,18,14,191,165,1,14,,,,1653:38:00,24,89,5,,,,56,1,1
http://stats.ncaa.org/team/189/12640,Drake,MVC,31,32,293,158,1,15,,,,1784:47:00,22,103,7,,,,75,1,1
http://stats.ncaa.org/team/191/12640,Drexel,CAA,24,21,237,144,,4,,,,1736:34:00,18,93,9,,,,94,1,1
http://stats.ncaa.org/team/193/12640,Duke,ACC,60,51,396,207,,9,,,,2375:23:00,10,53,18,,,,121,4,7
http://stats.ncaa.org/team/194/12640,Duquesne,Atlantic 10,24,22,239,231,,8,,,,1894:39:00,19,102,8,,,,87,2,4
http://stats.ncaa.org/team/196/12640,East Carolina,AAC,17,18,187,140,,10,,,,1663:04:00,25,82,5,,,,57,,
http://stats.ncaa.org/team/201/12640,Eastern Ill.,OVC,18,15,180,195,1,5,,,,1763:47:00,30,93,3,,,,49,1,1
http://stats.ncaa.org/team/202/12640,Eastern Ky.,OVC,26,22,217,183,,14,,,,1933:17:00,21,85,7,,,,100,,1
http://stats.ncaa.org/team/204/12640,Eastern Mich.,MAC,21,19,245,215,,8,,,,1859:14:00,37,107,4,,,,101,1,1
http://stats.ncaa.org/team/207/12640,Eastern Wash.,Big Sky,48,34,398,279,3,23,,,,2105:28:00,26,65,9,,,,148,4,4
http://stats.ncaa.org/team/1068/12640,Elon,CAA,34,29,245,175,,13,,,,1802:58:00,32,71,1,,,,95,1,1
http://stats.ncaa.org/team/198/12640,ETSU,SoCon,30,20,236,143,,12,,,,1718:42:00,42,103,5,,,,62,2,2
http://stats.ncaa.org/team/219/12640,Evansville,MVC,21,13,138,116,,4,,,,1533:47:00,35,85,1,,,,37,,
http://stats.ncaa.org/team/220/12640,Fairfield,MAAC,18,14,204,215,1,13,,,,1608:42:00,27,77,3,,,,59,1,1
http://stats.ncaa.org/team/222/12640,Fairleigh Dickinson,NEC,34,30,294,206,2,12,,,,1998:50:00,28,112,6,,,,85,,
http://stats.ncaa.org/team/28755/12640,FGCU,ASUN,50,54,309,155,,10,,,,1745:37:00,14,61,11,,,,104,2,3
http://stats.ncaa.org/team/231/12640,FIU,C-USA,5,3,134,164,2,13,,,,1365:20:00,31,89,1,,,,44,,
http://stats.ncaa.org/team/229/12640,Fla. Atlantic,C-USA,28,16,229,155,,11,,,,1939:34:00,22,97,8,,,,100,4,5
http://stats.ncaa.org/team/235/12640,Florida,SEC,38,34,317,199,,11,,,,2191:43:00,18,66,11,,,,128,4,5
http://stats.ncaa.org/team/234/12640,Florida St.,ACC,43,39,297,164,,8,,,,1910:00:00,21,65,8,,,1,111,5,6
http://stats.ncaa.org/team/236/12640,Fordham,Atlantic 10,18,18,196,136,,1,,,,1857:01:00,17,66,7,,,,67,1,2
http://stats.ncaa.org/team/96/12640,Fresno St.,Mountain West,32,31,230,201,1,16,,,,1900:11:00,19,77,5,,,,80,1,1
http://stats.ncaa.org/team/244/12640,Furman,SoCon,45,46,345,206,,9,,,,1679:37:00,11,47,11,,,,114,1,1
http://stats.ncaa.org/team/253/12640,Ga. Southern,Sun Belt,24,16,220,134,,4,,,,1750:00:00,36,74,5,,,,77,1,1
http://stats.ncaa.org/team/1092/12640,Gardner-Webb,Big South,15,10,170,174,,4,,,,1826:04:00,32,116,3,,,3,60,,
http://stats.ncaa.org/team/248/12640,George Mason,Atlantic 10,32,29,308,157,,12,,,,1879:57:00,33,67,4,,,,140,5,5
http://stats.ncaa.org/team/249/12640,George Washington,Atlantic 10,21,20,197,127,,3,,,,1814:28:00,16,91,10,,,,64,2,6
http://stats.ncaa.org/team/251/12640,Georgetown,Big East,47,37,390,187,,5,,,,1970:00:00,7,37,17,,,1,173,,1
http://stats.ncaa.org/team/257/12640,Georgia,SEC,21,22,233,199,,13,,,,1680:00:00,33,93,3,,,,97,2,4
http://stats.ncaa.org/team/254/12640,Georgia St.,Sun Belt,16,9,214,135,,2,,,,1590:00:00,27,78,5,,,,79,2,2
http://stats.ncaa.org/team/260/12640,Gonzaga,WCC,39,30,312,192,1,6,,,,1741:23:00,30,70,3,,,,112,3,4
http://stats.ncaa.org/team/261/12640,Grambling,SWAC,30,17,231,255,,28,,,,1878:01:00,21,63,8,,,,63,4,4
http://stats.ncaa.org/team/1104/12640,Grand Canyon,WAC,21,16,313,220,1,20,,,,1951:59:00,23,87,5,,,,70,,
http://stats.ncaa.org/team/794/12640,Green Bay,Horizon,15,12,187,164,1,8,,,,1460:00:00,26,66,4,,,,39,,
http://stats.ncaa.org/team/270/12640,Hampton,DI Independent,28,9,148,95,1,8,,,,1099:36:00,40,80,1,,,4,42,4,4
http://stats.ncaa.org/team/272/12640,Hartford,America East,30,22,284,127,,2,,,,1782:22:00,28,77,3,,,,71,1,2
http://stats.ncaa.org/team/275/12640,Harvard,Ivy League,16,15,169,121,,5,,,,1582:38:00,20,95,6,,,,72,,
http://stats.ncaa.org/team/277/12640,Hawaii,Big West,15,17,215,183,,13,,,,1573:30:00,28,97,2,,,,64,,1
http://stats.ncaa.org/team/19651/12640,High Point,Big South,22,15,231,221,,10,,,,2027:31:00,26,104,11,,,,71,4,5
http://stats.ncaa.org/team/283/12640,Hofstra,CAA,34,26,304,181,,8,,,,1946:48:00,14,83,11,,,,116,3,3
http://stats.ncaa.org/team/285/12640,Holy Cross,Patriot,14,8,181,150,1,5,,,,1629:12:00,21,79,7,,,,74,1,1
http://stats.ncaa.org/team/288/12640,Houston,AAC,29,22,228,191,1,11,,,,1553:45:00,31,111,2,,,1,73,,1
http://stats.ncaa.org/team/287/12640,Houston Baptist,Southland,24,18,240,168,,12,,,,1627:36:00,21,123,6,,,,77,2,3
http://stats.ncaa.org/team/290/12640,Howard,SWAC,28,15,285,162,,14,,,,1878:00:00,37,122,4,,,,109,1,4
http://stats.ncaa.org/team/295/12640,Idaho,Big Sky,29,20,284,247,1,28,,,,1760:54:00,29,74,4,,,,97,2,2
http://stats.ncaa.org/team/294/12640,Idaho St.,Big Sky,16,11,248,225,2,18,,,,1672:04:00,42,107,2,,,,81,1,1
http://stats.ncaa.org/team/301/12640,Illinois,Big Ten,13,12,159,211,2,12,,,,1735:00:00,35,107,2,,,,60,1,1
http://stats.ncaa.org/team/299/12640,Illinois St.,MVC,23,16,334,182,1,6,,,,1855:24:00,22,87,8,,,,81,,
http://stats.ncaa.org/team/306/12640,Indiana,Big Ten,23,21,260,164,,9,,,,1795:24:00,25,99,5,,,,109,1,1
http://stats.ncaa.org/team/305/12640,Indiana St.,MVC,23,22,176,134,,5,,,,1547:03:00,31,75,2,,,,49,,
http://stats.ncaa.org/team/310/12640,Iona,MAAC,9,6,242,228,,8,,,,1869:04:00,46,126,2,,,,70,,
http://stats.ncaa.org/team/312/12640,Iowa,Big Ten,31,31,238,191,,11,,,,1769:15:00,23,78,7,,,1,84,1,1
http://stats.ncaa.org/team/311/12640,Iowa St.,Big 12,13,9,213,90,,4,,,,1712:11:00,28,89,4,,,,98,1,1
http://stats.ncaa.org/team/2699/12640,IUPUI,Horizon,32,35,317,228,,13,,,,2153:10:00,30,123,10,,,,107,1,1
http://stats.ncaa.org/team/314/12640,Jackson St.,SWAC,13,4,154,140,1,23,,,,1789:30:00,61,194,2,,,10,36,2,4
http://stats.ncaa.org/team/316/12640,Jacksonville,ASUN,17,14,185,111,,10,,,,1487:25:00,28,94,3,,,,66,2,2
http://stats.ncaa.org/team/315/12640,Jacksonville St.,OVC,18,11,201,219,,19,,,,1665:08:00,28,64,4,,,,62,1,2
http://stats.ncaa.org/team/317/12640,James Madison,CAA,32,25,257,193,,16,,,,1760:17:00,30,56,4,,,,92,1,1
http://stats.ncaa.org/team/328/12640,Kansas,Big 12,26,20,288,196,2,18,,,,1875:16:00,28,67,4,,,,100,2,2
http://stats.ncaa.org/team/2707/12640,Kansas City,WAC,35,29,283,208,,11,,,,1820:30:00,16,93,11,,,,92,1,1
http://stats.ncaa.org/team/327/12640,Kansas St.,Big 12,18,19,221,188,,12,,,,1647:16:00,23,105,5,,,,83,1,2
http://stats.ncaa.org/team/1157/12640,Kennesaw St.,ASUN,19,14,196,143,,16,,,,1790:00:00,21,79,8,,,,108,1,1
http://stats.ncaa.org/team/331/12640,Kent St.,MAC,26,33,289,188,1,14,,,,1930:00:00,16,84,11,,,,99,,
http://stats.ncaa.org/team/334/12640,Kentucky,SEC,23,19,224,163,1,18,,,,1812:14:00,32,85,6,,,,105,1,2
http://stats.ncaa.org/team/340/12640,La Salle,Atlantic 10,48,49,295,233,,20,,,,2139:26:00,18,107,13,,,,91,3,3
http://stats.ncaa.org/team/342/12640,Lafayette,Patriot,15,15,122,116,,1,,,,1484:05:00,27,99,2,,,,53,,
http://stats.ncaa.org/team/346/12640,Lamar University,Southland,47,44,381,201,,11,,,,2090:00:00,21,98,10,,,,133,6,7
http://stats.ncaa.org/team/352/12640,Lehigh,Patriot,20,17,273,191,,4,,,,1745:31:00,12,87,9,,,,68,2,2
http://stats.ncaa.org/team/355/12640,Liberty,Big South,19,15,254,195,,11,,,,1888:13:00,20,82,8,,,,90,1,1
http://stats.ncaa.org/team/28600/12640,Lipscomb,ASUN,27,16,265,155,1,9,,,,1822:00:00,25,83,6,,,,98,1,1
http://stats.ncaa.org/team/32/12640,Little Rock,Sun Belt,35,16,314,186,,12,,,,1969:44:00,29,96,5,,,,93,1,3
http://stats.ncaa.org/team/361/12640,LIU,NEC,8,3,209,128,,8,,,,1588:55:00,28,116,4,,,,47,,
http://stats.ncaa.org/team/370/12640,LMU (CA),WCC,29,27,228,139,,7,,,,1804:00:00,21,99,8,,,1,82,,
http://stats.ncaa.org/team/99/12640,Long Beach St.,Big West,25,22,234,199,,15,,,,1697:09:00,21,51,9,,,,90,3,3
http://stats.ncaa.org/team/363/12640,Longwood,Big South,28,21,344,179,,9,,,,1972:08:00,12,92,11,,,,87,,
http://stats.ncaa.org/team/671/12640,Louisiana,Sun Belt,22,21,266,109,,5,,,,1587:57:00,33,83,3,,,,81,2,2
http://stats.ncaa.org/team/366/12640,Louisiana Tech,C-USA,40,30,279,184,2,8,,,,2082:29:00,20,97,6,,,,72,3,3
http://stats.ncaa.org/team/367/12640,Louisville,ACC,27,18,236,200,,13,,,,1680:47:00,19,51,8,,,,95,2,2
http://stats.ncaa.org/team/371/12640,Loyola Chicago,MVC,61,45,303,206,1,9,,,,1805:06:00,29,85,4,,,,128,2,4
http://stats.ncaa.org/team/369/12640,Loyola Maryland,Patriot,8,6,131,144,,11,,,,1565:37:00,33,76,4,,,,79,,
http://stats.ncaa.org/team/365/12640,LSU,SEC,23,30,191,182,,15,,,,1680:00:00,21,92,7,,,2,64,1,1
http://stats.ncaa.org/team/380/12640,Maine,America East,12,10,150,115,,3,,,,1491:33:00,21,89,5,,,,53,2,2
http://stats.ncaa.org/team/381/12640,Manhattan,MAAC,39,28,303,201,,7,,,,1860:00:00,23,83,6,,,,73,3,3
http://stats.ncaa.org/team/386/12640,Marist,MAAC,23,21,280,173,1,11,,,,1798:30:00,22,94,5,,,,82,,1
http://stats.ncaa.org/team/387/12640,Marquette,Big East,27,28,280,215,,9,,,,1912:23:00,23,102,12,,,,97,1,3
http://stats.ncaa.org/team/388/12640,Marshall,C-USA,16,14,193,154,,9,,,,1591:04:00,33,91,3,,,,62,2,3
http://stats.ncaa.org/team/392/12640,Maryland,Big Ten,16,12,191,133,,7,,,,1728:49:00,25,79,5,,,,90,1,1
http://stats.ncaa.org/team/400/12640,Massachusetts,Atlantic 10,24,24,233,176,,12,,,,1661:47:00,32,101,5,,,1,61,2,2
http://stats.ncaa.org/team/402/12640,McNeese,Southland,34,32,292,170,,18,,,,1753:42:00,12,80,13,,,,72,1,1
http://stats.ncaa.org/team/404/12640,Memphis,AAC,43,39,315,210,,11,,,,1836:29:00,26,92,8,,,,87,4,4
http://stats.ncaa.org/team/406/12640,Mercer,SoCon,27,26,337,201,1,16,,,,1915:40:00,28,101,7,,,,98,2,3
http://stats.ncaa.org/team/415/12640,Miami (FL),ACC,18,15,182,122,,5,,,,1440:00:00,22,86,4,,,,48,1,1
http://stats.ncaa.org/team/414/12640,Miami (OH),MAC,9,8,184,170,,6,,,,1668:45:00,29,91,1,,,,69,,
http://stats.ncaa.org/team/418/12640,Michigan,Big Ten,23,29,250,153,,8,,,,1745:47:00,18,101,5,,,,96,1,1
http://stats.ncaa.org/team/416/12640,Michigan St.,Big Ten,18,20,171,132,,7,,,,1654:30:00,40,125,3,,,,76,,1
http://stats.ncaa.org/team/419/12640,Middle Tenn.,C-USA,27,20,211,178,,17,,,,1644:56:00,33,94,3,,,,72,1,2
http://stats.ncaa.org/team/797/12640,Milwaukee,Horizon,45,61,396,236,,8,,,,1893:32:00,6,59,14,,,,154,,
http://stats.ncaa.org/team/428/12640,Minnesota,Big Ten,41,45,301,150,,12,,,,1799:50:00,17,37,7,,,,107,3,3
http://stats.ncaa.org/team/430/12640,Mississippi St.,SEC,32,25,287,175,1,23,,,,1716:38:00,19,68,6,,,,101,1,3
http://stats.ncaa.org/team/432/12640,Mississippi Val.,SWAC,27,15,169,132,1,16,,,,1720:24:00,52,142,7,,,,55,,1
http://stats.ncaa.org/team/434/12640,Missouri,SEC,33,29,304,223,,24,,,,1932:18:00,44,97,4,,,,103,2,3
http://stats.ncaa.org/team/669/12640,Missouri St.,MVC,25,18,273,217,,23,,,,1952:07:00,28,103,8,,,1,91,3,4
http://stats.ncaa.org/team/439/12640,Monmouth,MAAC,32,24,317,147,,6,,,,1938:03:00,19,77,11,,,,115,1,2
http://stats.ncaa.org/team/441/12640,Montana,Big Sky,21,13,301,219,1,8,,,,1997:59:00,16,66,7,,,,98,3,3
http://stats.ncaa.org/team/444/12640,Morehead St.,OVC,16,8,127,156,,9,,,,1563:20:00,32,94,1,,,,51,1,1
http://stats.ncaa.org/team/450/12640,Mount St. Mary's,NEC,20,13,249,153,,8,,,,1640:00:00,34,66,3,,,,72,2,3
http://stats.ncaa.org/team/454/12640,Murray St.,OVC,29,21,309,160,1,12,,,,1761:33:00,13,67,10,,,,110,,
http://stats.ncaa.org/team/726/12640,Navy,Patriot,44,45,301,212,,13,,,,1910:00:00,18,79,13,,,,109,2,3
http://stats.ncaa.org/team/490/12640,NC State,ACC,40,44,235,119,,6,,,,2036:26:00,18,73,10,,,,81,1,1
http://stats.ncaa.org/team/463/12640,Nebraska,Big Ten,30,23,302,161,,7,,,,1847:18:00,13,53,8,,,,103,,1
http://stats.ncaa.org/team/466/12640,Nevada,Mountain West,9,5,146,168,1,17,,,,1746:49:00,49,136,,,,,48,1,3
http://stats.ncaa.org/team/469/12640,New Hampshire,America East,25,20,226,149,,2,,,,1647:25:00,17,90,6,,,,66,,
http://stats.ncaa.org/team/473/12640,New Mexico,Mountain West,34,21,365,235,1,13,,,,2046:25:00,30,65,6,,,,121,,
http://stats.ncaa.org/team/472/12640,New Mexico St.,WAC,42,37,244,212,,11,,,,1960:57:00,39,144,5,,,,65,1,1
http://stats.ncaa.org/team/482/12640,Niagara,MAAC,22,20,215,195,,9,,,,1788:58:00,23,99,6,,,,53,,1
http://stats.ncaa.org/team/483/12640,Nicholls,Southland,16,11,170,142,,6,,,,1582:06:00,31,118,5,,,,34,,1
http://stats.ncaa.org/team/503/12640,NIU,MAC,21,21,196,208,,8,,,,1747:40:00,22,72,5,,,,73,1,2
http://stats.ncaa.org/team/471/12640,NJIT,ASUN,23,16,212,173,,6,,,,1567:32:00,22,93,7,,,,79,3,4
http://stats.ncaa.org/team/457/12640,North Carolina,ACC,48,51,361,163,,6,,,,2046:02:00,12,48,13,,,,130,5,5
http://stats.ncaa.org/team/494/12640,North Dakota,Big Sky,17,12,217,152,,12,,,,1686:36:00,16,152,8,,,,54,1,2
http://stats.ncaa.org/team/493/12640,North Dakota St.,Summit League,21,16,189,155,,5,,,,1723:32:00,36,116,6,,,,70,1,1
http://stats.ncaa.org/team/2711/12640,North Florida,ASUN,16,8,238,144,1,12,,,,1494:57:00,19,58,7,,,1,72,1,1
http://stats.ncaa.org/team/497/12640,North Texas,C-USA,49,40,425,202,,15,,,,2060:00:00,18,87,11,,,,106,1,1
http://stats.ncaa.org/team/500/12640,Northeastern,CAA,41,34,370,199,,9,,,,2048:37:00,20,106,10,,,,127,,2
http://stats.ncaa.org/team/501/12640,Northern Ariz.,Big Sky,22,17,256,201,,12,,,,1852:36:00,27,83,7,,,,72,,1
http://stats.ncaa.org/team/502/12640,Northern Colo.,Big Sky,30,27,286,219,1,9,,,,2062:22:00,19,121,10,,,,108,,2
http://stats.ncaa.org/team/505/12640,Northern Ky.,Horizon,32,34,255,147,,13,,,,1574:00:00,20,77,3,,,,77,1,2
http://stats.ncaa.org/team/509/12640,Northwestern,Big Ten,24,21,261,160,,11,,,,2156:38:00,19,106,11,,,,105,2,2
http://stats.ncaa.org/team/508/12640,Northwestern St.,Southland,34,20,288,192,2,19,,,,1657:51:00,37,107,5,,,,81,,
http://stats.ncaa.org/team/513/12640,Notre Dame,ACC,46,38,359,211,,12,,,,2112:05:00,29,66,7,,,,96,2,2
http://stats.ncaa.org/team/514/12640,Oakland,Horizon,12,14,126,117,,10,,,,1650:21:00,38,71,1,,,,43,,
http://stats.ncaa.org/team/519/12640,Ohio,MAC,23,21,250,135,,9,,,,1875:42:00,24,92,6,,,1,65,2,2
http://stats.ncaa.org/team/518/12640,Ohio St.,Big Ten,37,39,296,197,,8,,,,1973:34:00,13,68,10,,,,90,,
http://stats.ncaa.org/team/522/12640,Oklahoma,Big 12,13,8,209,150,2,12,,,,1885:08:00,35,112,4,,,,79,1,1
http://stats.ncaa.org/team/521/12640,Oklahoma St.,Big 12,45,37,332,279,1,16,,,,2154:36:00,25,93,9,,,,133,2,2
http://stats.ncaa.org/team/523/12640,Old Dominion,C-USA,30,26,250,165,1,11,,,,1725:55:00,26,70,4,,,,95,1,2
http://stats.ncaa.org/team/433/12640,Ole Miss,SEC,54,42,344,171,1,7,,,,1875:48:00,23,69,8,,,,113,3,3
http://stats.ncaa.org/team/464/12640,Omaha,Summit League,16,16,180,136,,4,,,,1564:38:00,29,83,3,,,,48,1,1
http://stats.ncaa.org/team/527/12640,Oral Roberts,Summit League,26,22,290,150,,3,,,,1749:36:00,30,104,4,,,,79,1,1
http://stats.ncaa.org/team/529/12640,Oregon,Pac-12,21,23,250,139,,6,,,,1710:00:00,26,75,7,,,,113,,
http://stats.ncaa.org/team/528/12640,Oregon St.,Pac-12,10,7,197,197,,14,,,,1784:00:00,28,112,7,,,,77,,1
http://stats.ncaa.org/team/534/12640,Pacific,WCC,20,13,262,182,1,15,,,,1853:07:00,42,116,3,,,,80,2,2
http://stats.ncaa.org/team/540/12640,Penn,Ivy League,10,8,182,141,,4,,,,1526:03:00,12,76,6,,,,63,,
