URL,Institution,Conference,Games,Goals,Assists,ShAtt,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,Saves,Shutouts,Combined Sho,G Wins,G Loss,DSaves,Corners,PK,PK Att
http://stats.ncaa.org/team/198/14940,ETSU,SoCon,20,24,19,273,191,,17,,,,1911:23:00,23,81,5,1,,,,84,,
http://stats.ncaa.org/team/219/14940,Evansville,MVC,17,9,4,137,123,,18,,,,1588:48:00,29,103,3,,,,,42,,1
http://stats.ncaa.org/team/220/14940,Fairfield,MAAC,20,44,26,292,214,,9,,,,1881:50:00,33,74,8,3,,,,85,3,4
http://stats.ncaa.org/team/222/14940,Fairleigh Dickinson,NEC,21,29,21,322,262,2,23,,,,2024:02:00,19,107,9,,,,,89,1,2
http://stats.ncaa.org/team/28755/14940,FGCU,ASUN,17,28,29,248,202,,17,,,,1583:21:00,16,66,8,1,,,,95,2,3
http://stats.ncaa.org/team/231/14940,FIU,C-USA,17,13,8,141,116,,9,,,,1530:00:00,52,74,2,2,,,,40,1,2
http://stats.ncaa.org/team/229/14940,Fla. Atlantic,C-USA,21,43,37,325,190,,13,,,,1944:19:00,24,54,6,1,,,,153,2,2
http://stats.ncaa.org/team/235/14940,Florida,SEC,21,38,29,263,176,1,17,,,,1825:00:00,31,68,6,2,,,,119,2,3
http://stats.ncaa.org/team/234/14940,Florida St.,ACC,24,49,44,390,203,1,14,,,,2112:23:00,27,55,10,1,,,,128,6,6
http://stats.ncaa.org/team/236/14940,Fordham,Atlantic 10,20,14,11,197,221,,11,,,,1905:15:00,35,99,5,,,,,59,3,3
http://stats.ncaa.org/team/96/14940,Fresno St.,Mountain West,20,28,22,224,223,,16,,,,1879:55:00,24,72,6,4,,,,118,,
http://stats.ncaa.org/team/244/14940,Furman,SoCon,21,38,35,305,207,,15,,,,1824:27:00,19,58,11,5,,,,109,2,2
http://stats.ncaa.org/team/253/14940,Ga. Southern,Sun Belt,18,19,17,152,170,,13,,,,1475:57:00,30,78,4,,,,,70,,
http://stats.ncaa.org/team/1092/14940,Gardner-Webb,Big South,22,31,26,325,227,,20,,,,2046:55:00,35,134,7,,,,2,102,3,3
http://stats.ncaa.org/team/248/14940,George Mason,Atlantic 10,17,18,19,145,168,,11,,,,1379:42:00,35,56,4,1,,,,73,,
http://stats.ncaa.org/team/249/14940,George Washington,Atlantic 10,21,43,33,361,204,,9,,,,1981:17:00,24,91,6,1,,,,87,1,1
http://stats.ncaa.org/team/251/14940,Georgetown,Big East,21,45,47,319,126,,4,,,,1949:54:00,20,53,10,1,,,,162,4,4
http://stats.ncaa.org/team/257/14940,Georgia,SEC,19,26,25,255,183,,12,,,,1709:34:00,16,67,7,,,,,74,1,2
http://stats.ncaa.org/team/254/14940,Georgia St.,Sun Belt,20,19,8,195,147,,14,,,,1802:04:00,29,70,8,,,,,64,1,2
http://stats.ncaa.org/team/260/14940,Gonzaga,WCC,19,39,26,314,206,,8,,,,1752:43:00,23,67,7,4,,,,116,5,6
http://stats.ncaa.org/team/261/14940,Grambling,SWAC,22,33,23,306,223,,20,,,,1919:20:00,32,88,8,3,,,,79,3,3
http://stats.ncaa.org/team/1104/14940,Grand Canyon,WAC,19,14,11,243,232,1,24,,,,1735:15:00,32,96,3,1,,,,56,1,2
http://stats.ncaa.org/team/794/14940,Green Bay,Horizon,18,27,21,253,211,,12,,,,1554:33:00,25,50,6,3,,,,65,,
http://stats.ncaa.org/team/270/14940,Hampton,Big South,17,6,6,129,211,1,13,,,,1451:25:00,50,83,2,,,,,51,,
http://stats.ncaa.org/team/272/14940,Hartford,America East,19,26,19,210,158,1,6,,,,1803:01:00,19,89,7,2,,,,108,2,3
http://stats.ncaa.org/team/275/14940,Harvard,Ivy League,16,35,41,238,120,1,7,,,,1460:00:00,16,65,8,2,,,,70,3,4
http://stats.ncaa.org/team/277/14940,Hawaii,Big West,18,19,18,190,181,1,12,,,,1726:09:00,27,104,6,,,,,59,2,3
http://stats.ncaa.org/team/19651/14940,High Point,Big South,19,29,23,230,162,,7,,,,1689:03:00,19,80,8,2,,,,88,4,4
http://stats.ncaa.org/team/283/14940,Hofstra,CAA,22,51,50,369,230,,12,,,,1844:25:00,30,54,6,1,,,1,115,5,6
http://stats.ncaa.org/team/285/14940,Holy Cross,Patriot,17,17,13,224,139,,3,,,,1599:22:00,16,71,7,1,,,,81,,
http://stats.ncaa.org/team/288/14940,Houston,AAC,20,23,20,227,157,,16,,,,1832:35:00,43,77,4,,,,,94,,1
http://stats.ncaa.org/team/287/14940,Houston Baptist,Southland,18,18,12,183,146,1,14,,,,1631:28:00,35,96,1,1,,,,50,2,3
http://stats.ncaa.org/team/290/14940,Howard,SWAC,18,32,25,255,126,,8,,,,1642:19:00,12,71,11,2,,,,104,3,3
http://stats.ncaa.org/team/295/14940,Idaho,Big Sky,19,16,9,188,201,1,15,,,,1798:53:00,27,71,3,1,,,,79,,
http://stats.ncaa.org/team/294/14940,Idaho St.,Big Sky,19,17,14,195,150,,10,,,,1824:14:00,41,126,2,,,,,68,2,2
http://stats.ncaa.org/team/301/14940,Illinois,Big Ten,18,30,16,204,194,,10,,,,1563:37:00,32,64,4,,,,,82,6,7
http://stats.ncaa.org/team/299/14940,Illinois St.,MVC,20,42,36,277,135,1,6,,,,1715:00:00,24,85,10,,,,,91,2,3
http://stats.ncaa.org/team/306/14940,Indiana,Big Ten,19,15,15,192,145,,7,,,,1753:27:00,15,59,11,1,,,,80,,
http://stats.ncaa.org/team/305/14940,Indiana St.,MVC,16,14,9,207,170,1,8,,,,1397:50:00,27,81,5,,,,,48,,
http://stats.ncaa.org/team/310/14940,Iona,MAAC,20,23,20,226,212,,12,,,,1850:33:00,43,92,5,1,,,,52,3,3
http://stats.ncaa.org/team/312/14940,Iowa,Big Ten,21,45,38,347,257,,16,,,,1956:21:00,19,46,8,2,,,,120,4,4
http://stats.ncaa.org/team/311/14940,Iowa St.,Big 12,18,11,10,187,147,,11,,,,1641:17:00,31,90,2,,,,,67,,
http://stats.ncaa.org/team/2699/14940,IUPUI,Horizon,20,28,28,287,271,,23,,,,1833:58:00,20,107,9,3,,,,94,2,2
http://stats.ncaa.org/team/314/14940,Jackson St.,SWAC,18,16,4,135,136,3,20,,,,1537:08:00,43,87,5,,,,,23,,
http://stats.ncaa.org/team/316/14940,Jacksonville,ASUN,16,5,5,100,144,1,12,,,,1513:39:00,32,124,2,,,,,39,,
http://stats.ncaa.org/team/315/14940,Jacksonville St.,OVC,18,21,13,159,123,,8,,,,1652:07:00,43,104,2,2,,,,57,,
http://stats.ncaa.org/team/317/14940,James Madison,CAA,22,45,45,278,207,1,19,,,,2049:05:00,48,87,5,2,,,,142,4,6
http://stats.ncaa.org/team/328/14940,Kansas,Big 12,25,45,41,362,252,,19,,,,2337:07:00,20,94,12,1,,,,131,3,3
http://stats.ncaa.org/team/2707/14940,Kansas City,WAC,21,34,25,310,239,,18,,,,1978:23:00,18,66,10,,,,,100,4,5
http://stats.ncaa.org/team/327/14940,Kansas St.,Big 12,18,15,12,276,187,,13,,,,1576:03:00,37,95,4,,,,,95,2,2
http://stats.ncaa.org/team/1157/14940,Kennesaw St.,ASUN,20,29,29,285,225,,20,,,,1862:27:00,22,84,7,1,,,,107,,1
http://stats.ncaa.org/team/331/14940,Kent St.,MAC,18,27,20,303,209,,21,,,,1683:28:00,24,73,6,,,,,81,3,3
http://stats.ncaa.org/team/334/14940,Kentucky,SEC,19,27,15,208,170,,11,,,,1796:27:00,31,66,5,,,,,86,3,4
http://stats.ncaa.org/team/340/14940,La Salle,Atlantic 10,20,27,28,225,238,,15,,,,1839:24:00,27,107,6,1,,,,68,1,1
http://stats.ncaa.org/team/342/14940,Lafayette,Patriot,18,24,22,245,152,,7,,,,1747:22:00,18,71,6,5,,,,75,1,1
http://stats.ncaa.org/team/346/14940,Lamar University,Southland,23,70,58,380,238,2,19,,,,2067:22:00,45,136,6,1,,,,106,2,3
http://stats.ncaa.org/team/352/14940,Lehigh,Patriot,18,11,13,279,169,,6,,,,1747:12:00,16,92,8,,,,,72,,1
http://stats.ncaa.org/team/355/14940,Liberty,ASUN,19,26,22,233,191,,6,,,,1773:33:00,23,96,8,,,,,81,,
http://stats.ncaa.org/team/28600/14940,Lipscomb,ASUN,21,41,32,297,158,,5,,,,1930:00:00,19,92,9,2,,,,91,1,2
http://stats.ncaa.org/team/32/14940,Little Rock,Sun Belt,19,18,11,168,124,,9,,,,1829:26:00,26,81,7,1,,,,50,,1
http://stats.ncaa.org/team/361/14940,LIU,NEC,18,16,12,150,195,,13,,,,1640:00:00,33,105,4,,,,,61,,
http://stats.ncaa.org/team/370/14940,LMU (CA),WCC,19,21,15,211,206,1,15,,,,1693:57:00,41,81,4,,,,,80,3,5
http://stats.ncaa.org/team/99/14940,Long Beach St.,Big West,17,16,15,206,182,,8,,,,1568:12:00,26,68,2,,,,,64,2,4
http://stats.ncaa.org/team/363/14940,Longwood,Big South,17,20,13,250,125,,8,,,,1608:29:00,21,93,6,1,,,,78,,1
http://stats.ncaa.org/team/671/14940,Louisiana,Sun Belt,20,28,23,247,222,,18,,,,1796:51:00,23,69,9,3,,,,91,4,4
http://stats.ncaa.org/team/366/14940,Louisiana Tech,C-USA,21,52,43,250,182,,15,,,,1985:39:00,23,104,5,,,,,84,6,6
http://stats.ncaa.org/team/367/14940,Louisville,ACC,20,30,22,230,159,1,3,,,,1797:29:00,18,52,10,3,,,,95,5,6
http://stats.ncaa.org/team/371/14940,Loyola Chicago,MVC,20,35,28,271,208,,5,,,,1832:56:00,20,69,9,,,,,154,1,1
http://stats.ncaa.org/team/369/14940,Loyola Maryland,Patriot,19,18,15,180,196,,9,,,,1860:28:00,24,77,6,1,,,,74,2,3
http://stats.ncaa.org/team/365/14940,LSU,SEC,18,11,11,124,147,,10,,,,1600:45:00,40,126,2,,,,1,47,2,3
http://stats.ncaa.org/team/380/14940,Maine,America East,14,17,16,173,151,,5,,,,1189:36:00,21,57,2,,,,,57,1,1
http://stats.ncaa.org/team/381/14940,Manhattan,MAAC,17,20,15,187,130,,5,,,,1497:12:00,28,123,2,1,,,,50,2,2
http://stats.ncaa.org/team/386/14940,Marist,MAAC,19,25,21,214,164,,7,,,,1612:08:00,26,116,6,2,,,,104,1,3
http://stats.ncaa.org/team/387/14940,Marquette,Big East,18,20,15,184,223,,12,,,,1606:41:00,31,102,4,1,,,,69,1,1
http://stats.ncaa.org/team/388/14940,Marshall,C-USA,18,28,22,161,149,1,17,,,,1653:09:00,46,112,2,,,,,66,,1
http://stats.ncaa.org/team/392/14940,Maryland,Big Ten,20,25,21,263,168,,7,,,,1873:37:00,31,96,7,1,,,,92,,
http://stats.ncaa.org/team/400/14940,Massachusetts,Atlantic 10,19,40,40,321,210,,14,,,,1778:48:00,31,72,3,,,,,94,1,1
http://stats.ncaa.org/team/402/14940,McNeese,Southland,20,30,25,305,155,1,6,,,,1878:20:00,30,86,5,1,,,,84,1,2
http://stats.ncaa.org/team/404/14940,Memphis,AAC,21,54,45,351,226,1,6,,,,1910:00:00,12,59,12,3,,,,120,3,3
http://stats.ncaa.org/team/406/14940,Mercer,SoCon,20,38,25,301,209,,13,,,,1867:32:00,22,112,9,2,,,,140,4,4
http://stats.ncaa.org/team/410/14940,Merrimack,NEC,18,17,16,211,143,,4,,,,1565:26:00,41,101,2,2,,,,66,,
http://stats.ncaa.org/team/415/14940,Miami (FL),ACC,16,24,22,143,122,,6,,,,1485:28:00,31,72,2,1,,,,49,3,3
http://stats.ncaa.org/team/414/14940,Miami (OH),MAC,18,13,12,189,196,1,14,,,,1605:33:00,30,131,3,,,,,73,,
http://stats.ncaa.org/team/418/14940,Michigan,Big Ten,24,46,47,356,203,,10,,,,2126:49:00,24,81,8,,,,,131,2,4
http://stats.ncaa.org/team/416/14940,Michigan St.,Big Ten,19,29,25,201,188,,12,,,,1750:17:00,29,84,7,,,,,70,2,2
http://stats.ncaa.org/team/419/14940,Middle Tenn.,C-USA,19,47,24,302,226,2,19,,,,1697:31:00,42,63,3,1,,,,77,8,9
http://stats.ncaa.org/team/797/14940,Milwaukee,Horizon,20,47,58,305,204,,11,,,,1737:24:00,10,79,13,4,,,,129,3,3
http://stats.ncaa.org/team/428/14940,Minnesota,Big Ten,19,11,9,222,140,,6,,,,1833:14:00,26,74,4,1,,,,88,,1
http://stats.ncaa.org/team/430/14940,Mississippi St.,SEC,19,29,29,270,193,1,11,,,,1785:34:00,32,75,5,1,,,,94,3,3
http://stats.ncaa.org/team/432/14940,Mississippi Val.,SWAC,15,14,7,134,95,,12,,,,1386:47:00,54,160,1,,,,,25,2,3
http://stats.ncaa.org/team/434/14940,Missouri,SEC,18,30,23,232,172,,12,,,,1664:44:00,36,77,2,,,,,107,7,9
http://stats.ncaa.org/team/669/14940,Missouri St.,MVC,18,26,21,155,198,,15,,,,1577:31:00,18,74,6,,,,,59,,1
http://stats.ncaa.org/team/439/14940,Monmouth,MAAC,19,46,33,376,145,,5,,,,1780:45:00,4,48,15,1,,,,144,3,5
http://stats.ncaa.org/team/441/14940,Montana,Big Sky,19,15,13,195,219,,13,,,,1839:12:00,15,73,10,,,,,81,,1
http://stats.ncaa.org/team/444/14940,Morehead St.,OVC,18,13,5,168,204,1,15,,,,1592:49:00,39,103,3,,,,,76,1,1
http://stats.ncaa.org/team/450/14940,Mount St. Mary's,NEC,17,8,8,160,121,,5,,,,1564:28:00,34,133,2,,,,,39,,
http://stats.ncaa.org/team/454/14940,Murray St.,OVC,19,44,27,333,183,,12,,,,1754:38:00,29,72,6,1,,,,113,3,5
http://stats.ncaa.org/team/726/14940,Navy,Patriot,22,28,27,330,228,,13,,,,2066:00:00,12,49,13,1,,,,110,2,4
http://stats.ncaa.org/team/490/14940,NC State,ACC,23,36,37,299,182,1,11,,,,2031:31:00,24,72,8,1,,,,104,3,4
http://stats.ncaa.org/team/463/14940,Nebraska,Big Ten,18,12,6,187,162,,7,,,,1700:00:00,24,65,4,,,,,96,1,1
http://stats.ncaa.org/team/466/14940,Nevada,Mountain West,18,11,5,193,151,,24,,,,1672:21:00,30,123,5,,,,,57,2,2
http://stats.ncaa.org/team/469/14940,New Hampshire,America East,18,28,25,244,146,,5,,,,1621:23:00,18,75,6,2,,,,82,1,1
http://stats.ncaa.org/team/473/14940,New Mexico,Mountain West,20,29,23,308,224,,17,,,,1743:51:00,24,99,7,,,,,87,1,3
http://stats.ncaa.org/team/472/14940,New Mexico St.,WAC,18,15,15,188,193,1,10,,,,1681:17:00,36,128,2,,,,,66,1,1
http://stats.ncaa.org/team/482/14940,Niagara,MAAC,19,21,16,273,238,,14,,,,1750:00:00,30,101,7,1,,,,69,,
http://stats.ncaa.org/team/483/14940,Nicholls,Southland,18,20,13,196,150,,9,,,,1640:00:00,59,132,2,,,,,51,1,2
http://stats.ncaa.org/team/503/14940,NIU,MAC,18,12,5,114,169,2,13,,,,1580:12:00,44,128,1,,,,,46,1,1
http://stats.ncaa.org/team/471/14940,NJIT,ASUN,18,20,14,188,168,,8,,,,1687:09:00,18,104,5,,,,,80,,
http://stats.ncaa.org/team/487/14940,North Ala.,ASUN,17,22,15,211,115,,4,,,,1547:16:00,30,78,4,,,,,58,1,1
http://stats.ncaa.org/team/457/14940,North Carolina,ACC,27,69,68,481,251,,16,,,,2481:48:00,11,57,20,14,,,,197,4,5
http://stats.ncaa.org/team/494/14940,North Dakota,Summit League,19,33,27,216,178,,7,,,,1772:01:00,26,98,7,1,,,,104,3,4
http://stats.ncaa.org/team/493/14940,North Dakota St.,Summit League,18,21,13,233,192,1,12,,,,1680:00:00,18,113,6,,,,,75,1,2
http://stats.ncaa.org/team/2711/14940,North Florida,ASUN,19,33,28,250,181,,11,,,,1777:57:00,21,50,7,1,,,,59,2,2
http://stats.ncaa.org/team/497/14940,North Texas,C-USA,22,46,39,411,239,1,14,,,,1997:15:00,17,68,13,3,,,,123,,1
http://stats.ncaa.org/team/500/14940,Northeastern,CAA,19,35,24,269,180,2,7,,,,1786:34:00,25,70,5,,,,,93,,
http://stats.ncaa.org/team/501/14940,Northern Ariz.,Big Sky,19,26,21,260,242,1,13,,,,1780:09:00,24,53,5,,,,,110,,1
http://stats.ncaa.org/team/502/14940,Northern Colo.,Big Sky,24,27,18,234,225,,18,,,,2192:58:00,43,96,4,,,,,92,1,2
http://stats.ncaa.org/team/505/14940,Northern Ky.,Horizon,18,27,35,174,210,,9,,,,1543:39:00,23,99,6,,,,,68,1,2
http://stats.ncaa.org/team/509/14940,Northwestern,Big Ten,18,15,14,145,176,,3,,,,1693:39:00,27,82,4,,,,,86,2,3
http://stats.ncaa.org/team/508/14940,Northwestern St.,Southland,22,30,19,247,221,,10,,,,2034:53:00,28,76,8,1,,,,81,2,2
