URL,Institution,Conference,Goals,Assists,ShAtt,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,Saves,Shutouts,G Wins,G Loss,DSaves,Corners,PK,PK Att
http://stats.ncaa.org/team/257/14082,Georgia,SEC,16,14,218,170,,12,,,,1720:00:00,21,94,5,,,,60,1,1
http://stats.ncaa.org/team/254/14082,Georgia St.,Sun Belt,22,18,260,175,2,29,,,,1882:56:00,27,89,3,,,,99,2,2
http://stats.ncaa.org/team/260/14082,Gonzaga,WCC,25,22,288,174,,13,,,,1727:00:00,18,62,7,,,,93,0,2
http://stats.ncaa.org/team/261/14082,Grambling,SWAC,37,29,307,200,,21,,,,1951:03:00,22,62,13,,,,68,4,6
http://stats.ncaa.org/team/1104/14082,Grand Canyon,WAC,22,16,246,235,,25,,,,1965:34:00,31,105,5,,,,65,1,2
http://stats.ncaa.org/team/794/14082,Green Bay,Horizon,14,7,139,130,,9,,,,1590:09:00,41,88,2,,,,36,3,5
http://stats.ncaa.org/team/270/14082,Hampton,Big South,10,7,91,153,,9,,,,1295:06:00,36,144,1,,,3,28,3,4
http://stats.ncaa.org/team/272/14082,Hartford,America East,41,35,244,123,,1,,,,1570:00:00,16,49,6,,,,106,3,3
http://stats.ncaa.org/team/275/14082,Harvard,Ivy League,19,16,167,114,,2,,,,1375:45:00,18,57,6,,,1,55,4,4
http://stats.ncaa.org/team/277/14082,Hawaii,Big West,30,21,198,172,,9,,,,1592:13:00,20,86,6,,,,48,2,3
http://stats.ncaa.org/team/19651/14082,High Point,Big South,24,20,239,156,1,4,,,,1814:03:00,27,100,5,,,,88,1,1
http://stats.ncaa.org/team/283/14082,Hofstra,CAA,39,37,347,206,,8,,,,2139:02:00,27,93,9,,,,113,2,2
http://stats.ncaa.org/team/285/14082,Holy Cross,Patriot,15,13,195,112,,8,,,,1557:08:00,26,87,4,,,2,81,1,1
http://stats.ncaa.org/team/288/14082,Houston,AAC,29,17,280,219,,15,,,,1792:37:00,34,95,4,,,,90,1,2
http://stats.ncaa.org/team/287/14082,Houston Baptist,Southland,24,23,195,170,,8,,,,1756:28:00,25,106,7,,,,64,1,1
http://stats.ncaa.org/team/290/14082,Howard,SWAC,34,20,286,154,,9,,,,1972:26:00,22,116,12,,,,100,2,3
http://stats.ncaa.org/team/295/14082,Idaho,Big Sky,21,17,222,222,,16,,,,1774:42:00,19,95,9,,,,79,0,0
http://stats.ncaa.org/team/294/14082,Idaho St.,Big Sky,15,11,242,200,,18,,,,1457:48:00,57,90,1,,,,61,1,1
http://stats.ncaa.org/team/301/14082,Illinois,Big Ten,34,26,235,208,1,12,,,,1859:13:00,21,73,7,,,,100,3,4
http://stats.ncaa.org/team/299/14082,Illinois St.,MVC,32,26,348,193,,8,,,,1932:55:00,35,105,3,,,,99,1,1
http://stats.ncaa.org/team/306/14082,Indiana,Big Ten,33,39,252,187,1,4,,,,1709:40:00,30,99,4,,,,100,0,1
http://stats.ncaa.org/team/305/14082,Indiana St.,MVC,29,16,199,182,1,13,,,,1688:09:00,30,71,5,,,,82,2,3
http://stats.ncaa.org/team/310/14082,Iona,MAAC,16,12,175,152,,8,,,,1667:29:00,36,101,1,,,,37,0,0
http://stats.ncaa.org/team/312/14082,Iowa,Big Ten,20,16,206,216,,15,,,,1699:48:00,21,61,6,,,,69,2,2
http://stats.ncaa.org/team/311/14082,Iowa St.,Big 12,18,15,191,177,,11,,,,1875:42:00,33,105,4,,,,89,2,3
http://stats.ncaa.org/team/2699/14082,IUPUI,Horizon,21,22,245,167,,6,,,,1778:15:00,24,98,6,,,,79,3,5
http://stats.ncaa.org/team/314/14082,Jackson St.,SWAC,9,5,109,95,1,14,,,,1545:51:00,67,142,1,,,,31,1,1
http://stats.ncaa.org/team/316/14082,Jacksonville,ASUN,6,4,139,117,1,11,,,,1466:25:00,38,113,1,,,,45,0,0
http://stats.ncaa.org/team/315/14082,Jacksonville St.,OVC,17,14,200,144,,3,,,,1731:32:00,26,82,6,,,2,71,1,1
http://stats.ncaa.org/team/317/14082,James Madison,CAA,30,30,231,225,1,19,,,,1843:02:00,24,62,7,,,,106,1,1
http://stats.ncaa.org/team/328/14082,Kansas,Big 12,28,24,308,214,,7,,,,2009:04:00,23,59,9,,,,100,0,1
http://stats.ncaa.org/team/2707/14082,Kansas City,WAC,51,48,401,197,,12,,,,1892:21:00,19,76,10,,,,95,0,0
http://stats.ncaa.org/team/327/14082,Kansas St.,Big 12,13,11,236,183,,10,,,,1660:00:00,26,93,6,,,,83,0,2
http://stats.ncaa.org/team/1157/14082,Kennesaw St.,ASUN,27,21,222,167,,4,,,,1747:07:00,20,95,9,,,,77,0,0
http://stats.ncaa.org/team/331/14082,Kent St.,MAC,37,27,322,240,1,17,,,,1863:03:00,30,65,6,,,,105,3,3
http://stats.ncaa.org/team/334/14082,Kentucky,SEC,19,17,192,152,2,12,,,,1727:58:00,48,79,1,,,,94,2,2
http://stats.ncaa.org/team/340/14082,La Salle,Atlantic 10,28,27,188,180,,13,,,,1586:08:00,22,82,5,,,,85,2,4
http://stats.ncaa.org/team/342/14082,Lafayette,Patriot,15,15,115,99,,4,,,,1530:00:00,27,86,3,,,,54,0,1
http://stats.ncaa.org/team/346/14082,Lamar University,Southland,41,32,315,151,,7,,,,1863:47:00,26,123,8,,,,92,4,7
http://stats.ncaa.org/team/352/14082,Lehigh,Patriot,19,19,271,178,,9,,,,1852:17:00,25,90,4,,,,87,0,0
http://stats.ncaa.org/team/355/14082,Liberty,ASUN,18,17,178,161,,4,,,,1548:53:00,32,81,4,,,,60,0,1
http://stats.ncaa.org/team/28600/14082,Lipscomb,ASUN,44,36,302,158,,8,,,,2071:06:00,19,109,10,,,,102,0,0
http://stats.ncaa.org/team/32/14082,Little Rock,Sun Belt,41,31,301,154,,6,,,,2074:28:00,20,87,12,,,,77,3,3
http://stats.ncaa.org/team/361/14082,LIU,NEC,14,8,153,164,,10,,,,1713:51:00,36,133,2,,,,49,2,2
http://stats.ncaa.org/team/370/14082,LMU (CA),WCC,21,18,185,216,,12,,,,1897:27:00,33,82,3,,,,94,1,1
http://stats.ncaa.org/team/99/14082,Long Beach St.,Big West,33,32,288,201,,17,,,,1962:00:00,26,96,7,,,,96,1,2
http://stats.ncaa.org/team/363/14082,Longwood,Big South,31,23,315,156,,15,,,,1700:06:00,25,72,4,,,,66,0,1
http://stats.ncaa.org/team/671/14082,Louisiana,Sun Belt,10,9,172,152,,12,,,,1705:31:00,36,83,3,,,1,63,0,1
http://stats.ncaa.org/team/366/14082,Louisiana Tech,C-USA,40,36,280,172,1,9,,,,1979:26:00,26,82,6,,,,75,0,0
http://stats.ncaa.org/team/367/14082,Louisville,ACC,37,31,236,170,,6,,,,1721:25:00,20,41,7,,,,90,1,2
http://stats.ncaa.org/team/371/14082,Loyola Chicago,MVC,40,27,270,223,1,10,,,,1741:09:00,23,74,5,,,,96,2,2
http://stats.ncaa.org/team/369/14082,Loyola Maryland,Patriot,19,15,200,149,,10,,,,1551:47:00,24,54,3,,,,88,2,3
http://stats.ncaa.org/team/365/14082,LSU,SEC,33,25,355,186,,10,,,,2303:08:00,25,111,10,,,,114,4,4
http://stats.ncaa.org/team/380/14082,Maine,America East,27,20,228,131,,,,,,1469:42:00,23,74,4,,,,70,0,0
http://stats.ncaa.org/team/381/14082,Manhattan,MAAC,10,8,142,161,1,8,,,,1469:45:00,16,89,2,,,,32,1,1
http://stats.ncaa.org/team/386/14082,Marist,MAAC,24,21,220,175,,9,,,,1750:00:00,22,80,6,,,,74,0,1
http://stats.ncaa.org/team/387/14082,Marquette,Big East,14,15,209,170,1,12,,,,1691:32:00,27,106,6,,,,49,0,0
http://stats.ncaa.org/team/388/14082,Marshall,C-USA,21,12,167,148,,7,,,,1599:07:00,31,96,2,,,1,58,2,3
http://stats.ncaa.org/team/392/14082,Maryland,Big Ten,16,11,207,156,,7,,,,1822:47:00,22,102,4,,,,77,0,0
http://stats.ncaa.org/team/400/14082,Massachusetts,Atlantic 10,37,46,302,194,1,11,,,,1654:37:00,14,54,8,,,,85,1,1
http://stats.ncaa.org/team/402/14082,McNeese,Southland,36,30,346,138,1,5,,,,1972:57:00,20,88,8,,,,113,2,3
http://stats.ncaa.org/team/404/14082,Memphis,AAC,50,41,400,229,,11,,,,1900:47:00,16,52,13,,,,148,2,2
http://stats.ncaa.org/team/406/14082,Mercer,SoCon,40,30,346,212,,18,,,,1833:50:00,19,75,6,,,,109,2,2
http://stats.ncaa.org/team/415/14082,Miami (FL),ACC,19,16,201,122,,5,,,,1693:26:00,26,86,3,,,,90,1,2
http://stats.ncaa.org/team/414/14082,Miami (OH),MAC,17,18,178,165,1,8,,,,1658:14:00,34,105,2,,,1,65,1,1
http://stats.ncaa.org/team/418/14082,Michigan,Big Ten,30,26,238,174,,10,,,,1761:38:00,28,59,5,,,,74,0,0
http://stats.ncaa.org/team/416/14082,Michigan St.,Big Ten,16,9,159,192,,10,,,,1710:54:00,21,95,6,,,1,75,0,0
http://stats.ncaa.org/team/419/14082,Middle Tenn.,C-USA,36,31,270,194,,6,,,,1677:46:00,21,73,6,,,,81,5,7
http://stats.ncaa.org/team/797/14082,Milwaukee,Horizon,39,46,316,180,1,9,,,,1742:58:00,14,60,10,,,,122,1,2
http://stats.ncaa.org/team/428/14082,Minnesota,Big Ten,31,35,246,171,,2,,,,2161:34:00,26,80,10,,,,96,1,1
http://stats.ncaa.org/team/430/14082,Mississippi St.,SEC,32,28,332,203,,15,,,,1682:29:00,17,58,8,,,2,96,2,3
http://stats.ncaa.org/team/432/14082,Mississippi Val.,SWAC,31,23,210,127,2,15,,,,1698:10:00,39,145,2,,,,46,2,3
http://stats.ncaa.org/team/434/14082,Missouri,SEC,16,11,250,216,2,19,,,,1790:55:00,25,90,5,,,,75,3,3
http://stats.ncaa.org/team/669/14082,Missouri St.,MVC,16,12,194,172,,13,,,,1766:47:00,20,114,6,,,,72,0,0
http://stats.ncaa.org/team/439/14082,Monmouth,MAAC,49,45,351,185,,4,,,,1932:07:00,10,68,12,,,,121,2,2
http://stats.ncaa.org/team/441/14082,Montana,Big Sky,18,9,285,237,,11,,,,2114:05:00,25,92,10,,,,85,4,5
http://stats.ncaa.org/team/444/14082,Morehead St.,OVC,17,13,199,175,,13,,,,1746:09:00,36,123,3,,,,58,2,2
http://stats.ncaa.org/team/450/14082,Mount St. Mary's,NEC,15,8,166,149,1,7,,,,1590:00:00,32,72,3,,,,53,0,0
http://stats.ncaa.org/team/454/14082,Murray St.,OVC,36,24,345,163,1,17,,,,1734:36:00,23,82,6,,,,90,4,6
http://stats.ncaa.org/team/726/14082,Navy,Patriot,27,22,246,193,,8,,,,1863:57:00,19,60,8,,,,91,2,2
http://stats.ncaa.org/team/490/14082,NC State,ACC,34,45,232,117,1,8,,,,2082:24:00,27,107,7,,,,75,1,2
http://stats.ncaa.org/team/463/14082,Nebraska,Big Ten,28,25,223,197,,10,,,,1992:51:00,29,60,6,,,,94,4,4
http://stats.ncaa.org/team/466/14082,Nevada,Mountain West,14,8,151,194,2,20,,,,1750:00:00,29,100,3,,,,50,3,4
http://stats.ncaa.org/team/469/14082,New Hampshire,America East,16,10,229,135,1,5,,,,1697:01:00,27,102,4,,,,64,1,2
http://stats.ncaa.org/team/473/14082,New Mexico,Mountain West,45,33,353,269,,19,,,,1961:00:00,27,88,4,,,,124,2,3
http://stats.ncaa.org/team/472/14082,New Mexico St.,WAC,16,8,217,198,,14,,,,1544:03:00,43,97,1,,,,67,1,1
http://stats.ncaa.org/team/482/14082,Niagara,MAAC,27,20,319,208,,10,,,,1770:21:00,26,91,7,,,,58,2,3
http://stats.ncaa.org/team/483/14082,Nicholls,Southland,17,11,216,129,,5,,,,1637:03:00,37,98,2,,,,49,2,2
http://stats.ncaa.org/team/471/14082,NJIT,ASUN,27,19,243,162,,8,,,,1662:10:00,21,93,9,,,1,102,3,4
http://stats.ncaa.org/team/487/14082,North Ala.,ASUN,33,29,265,221,,4,,,,1910:27:00,27,89,7,,,,79,1,1
http://stats.ncaa.org/team/457/14082,North Carolina,ACC,57,72,478,232,,7,,,,2489:17:00,15,54,16,,,,181,2,5
http://stats.ncaa.org/team/494/14082,North Dakota,Summit League,41,35,259,170,,8,,,,1587:27:00,10,85,9,,,,64,1,2
http://stats.ncaa.org/team/493/14082,North Dakota St.,Summit League,22,26,236,164,1,10,,,,1475:57:00,21,75,4,,,,68,0,2
http://stats.ncaa.org/team/2711/14082,North Florida,ASUN,26,22,242,154,,10,,,,1470:19:00,22,57,6,,,2,71,3,3
http://stats.ncaa.org/team/497/14082,North Texas,C-USA,40,32,356,252,1,21,,,,2005:37:00,13,88,11,,,,95,1,3
http://stats.ncaa.org/team/500/14082,Northeastern,CAA,26,26,283,161,,6,,,,1857:23:00,22,81,7,,,,73,1,2
http://stats.ncaa.org/team/501/14082,Northern Ariz.,Big Sky,19,20,219,191,,8,,,,1717:21:00,12,67,10,,,,64,0,1
http://stats.ncaa.org/team/502/14082,Northern Colo.,Big Sky,40,31,299,173,,12,,,,1931:19:00,27,80,4,,,,97,2,4
http://stats.ncaa.org/team/503/14082,Northern Ill.,MAC,9,5,148,166,,11,,,,1730:02:00,59,158,1,,,,52,2,3
http://stats.ncaa.org/team/505/14082,Northern Ky.,Horizon,23,33,200,147,1,3,,,,1578:31:00,16,67,7,,,,75,2,2
http://stats.ncaa.org/team/509/14082,Northwestern,Big Ten,21,19,215,156,,6,,,,1809:35:00,13,77,8,,,,97,0,1
http://stats.ncaa.org/team/508/14082,Northwestern St.,Southland,42,24,384,213,,14,,,,1815:21:00,32,60,5,,,,106,2,3
http://stats.ncaa.org/team/513/14082,Notre Dame,ACC,24,22,252,142,,7,,,,1620:40:00,31,64,3,,,,87,0,1
http://stats.ncaa.org/team/514/14082,Oakland,Horizon,10,9,170,203,,12,,,,1790:00:00,28,68,5,,,1,46,0,0
http://stats.ncaa.org/team/519/14082,Ohio,MAC,24,27,280,140,,7,,,,1888:00:00,22,94,7,,,2,77,0,0
http://stats.ncaa.org/team/518/14082,Ohio St.,Big Ten,22,20,222,183,,9,,,,1809:41:00,15,75,9,,,,94,1,1
http://stats.ncaa.org/team/522/14082,Oklahoma,Big 12,28,22,211,172,1,13,,,,1783:46:00,29,99,3,,,,69,1,2
http://stats.ncaa.org/team/521/14082,Oklahoma St.,Big 12,30,22,253,167,,6,,,,1652:01:00,19,79,5,,,,79,3,4
http://stats.ncaa.org/team/523/14082,Old Dominion,C-USA,32,33,314,167,,6,,,,1814:49:00,19,58,9,,,,79,0,0
http://stats.ncaa.org/team/433/14082,Ole Miss,SEC,44,37,312,169,,10,,,,2018:29:00,32,86,7,,,,103,2,3
http://stats.ncaa.org/team/464/14082,Omaha,Summit League,17,23,218,174,,12,,,,1940:49:00,29,99,5,,,1,93,0,0
http://stats.ncaa.org/team/527/14082,Oral Roberts,Summit League,19,19,196,136,,6,,,,1815:47:00,33,102,5,,,,80,1,1
http://stats.ncaa.org/team/529/14082,Oregon,Pac-12,21,21,200,170,,9,,,,1763:34:00,24,74,7,,,,83,1,1
http://stats.ncaa.org/team/528/14082,Oregon St.,Pac-12,6,1,131,225,1,30,,,,1717:34:00,54,127,1,,,,28,1,1
http://stats.ncaa.org/team/534/14082,Pacific,WCC,13,7,216,131,,14,,,,1652:32:00,50,112,,,,,49,3,3
http://stats.ncaa.org/team/540/14082,Penn,Ivy League,30,28,249,157,,3,,,,1479:08:00,5,61,12,,,,87,1,1
http://stats.ncaa.org/team/539/14082,Penn St.,Big Ten,44,41,392,163,,6,,,,2278:54:00,13,72,14,,,,144,5,5
http://stats.ncaa.org/team/541/14082,Pepperdine,WCC,19,21,246,172,,12,,,,1750:00:00,16,64,10,,,,77,1,3
http://stats.ncaa.org/team/545/14082,Pittsburgh,ACC,11,11,140,150,,11,,,,1562:36:00,49,100,2,,,,51,0,0
http://stats.ncaa.org/team/551/14082,Portland,WCC,30,25,212,222,,12,,,,1808:28:00,21,87,8,,,,81,4,4
http://stats.ncaa.org/team/550/14082,Portland St.,Big Sky,18,11,161,222,2,23,,,,1469:28:00,29,81,2,,,,40,0,1
http://stats.ncaa.org/team/553/14082,Prairie View,SWAC,16,10,205,147,,6,,,,1673:06:00,21,120,7,,,,57,1,3
http://stats.ncaa.org/team/1320/14082,Presbyterian,Big South,29,20,224,148,,14,,,,1355:05:00,25,71,3,,,,67,2,4
http://stats.ncaa.org/team/554/14082,Princeton,Ivy League,24,19,252,189,1,7,,,,1572:47:00,12,63,12,,,,97,1,1
http://stats.ncaa.org/team/556/14082,Providence,Big East,26,18,244,149,,7,,,,1877:39:00,16,98,10,,,,88,0,0
http://stats.ncaa.org/team/559/14082,Purdue,Big Ten,20,16,225,190,,11,,,,1714:32:00,20,64,5,,,,76,3,3
http://stats.ncaa.org/team/308/14082,Purdue Fort Wayne,Summit League,22,22,179,227,,7,,,,1769:48:00,46,114,3,,,2,48,1,2
http://stats.ncaa.org/team/562/14082,Quinnipiac,MAAC,26,27,236,214,2,18,,,,1722:18:00,25,89,4,,,1,106,2,2
http://stats.ncaa.org/team/563/14082,Radford,Big South,44,38,374,174,,8,,,,1744:58:00,22,96,10,,,,111,2,2
http://stats.ncaa.org/team/572/14082,Rhode Island,Atlantic 10,10,7,145,141,,12,,,,1645:06:00,49,119,,,,,72,0,1
http://stats.ncaa.org/team/574/14082,Rice,C-USA,26,19,249,169,,14,,,,1563:59:00,26,67,4,,,,78,1,1
http://stats.ncaa.org/team/575/14082,Richmond,Atlantic 10,11,7,147,132,1,5,,,,1657:00:00,46,109,,,,,59,2,2
http://stats.ncaa.org/team/576/14082,Rider,MAAC,26,23,236,108,,9,,,,1713:08:00,23,119,2,,,,80,1,1
http://stats.ncaa.org/team/579/14082,Robert Morris,NEC,19,13,159,132,,,,,,1626:43:00,29,153,3,,,,53,2,3
http://stats.ncaa.org/team/587/14082,Rutgers,Big Ten,28,25,260,182,,9,,,,1965:18:00,14,53,8,,,,96,2,4
http://stats.ncaa.org/team/102/14082,Sacramento St.,Big Sky,19,15,169,215,,26,,,,1680:06:00,36,77,2,,,,51,2,2
http://stats.ncaa.org/team/590/14082,Sacred Heart,NEC,20,17,254,155,1,9,,,,1620:00:00,28,107,3,,,,71,0,1
http://stats.ncaa.org/team/600/14082,Saint Francis (PA),NEC,29,28,270,197,,2,,,,1868:53:00,24,117,7,,,,81,1,3
http://stats.ncaa.org/team/606/14082,Saint Joseph's,Atlantic 10,38,31,330,164,,11,,,,1930:57:00,17,71,8,,,,118,2,2
http://stats.ncaa.org/team/609/14082,Saint Louis,Atlantic 10,52,40,444,215,,12,,,,2103:05:00,14,49,13,,,,168,2,5
http://stats.ncaa.org/team/610/14082,Saint Mary's (CA),WCC,18,16,163,228,,10,,,,1809:54:00,30,99,5,,,,62,1,1
http://stats.ncaa.org/team/617/14082,Saint Peter's,MAAC,11,5,123,127,1,9,,,,1462:08:00,49,100,2,,,1,29,0,0
http://stats.ncaa.org/team/624/14082,Sam Houston,Southland,11,10,234,186,1,18,,,,1702:02:00,38,122,2,,,,69,0,2
http://stats.ncaa.org/team/625/14082,Samford,SoCon,24,18,307,192,,16,,,,1749:50:00,24,70,9,,,,119,0,1
http://stats.ncaa.org/team/627/14082,San Diego,WCC,29,17,214,121,1,13,,,,1678:03:00,27,94,5,,,,105,2,3
http://stats.ncaa.org/team/626/14082,San Diego St.,Mountain West,21,13,207,137,1,6,,,,1770:00:00,28,93,5,,,,63,2,2
