school,playerstatsurl,matchstatsurl
Detroit Mercy,https://stats.ncaa.org/team/184/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=184&stats_player_seq=-100
Drexel,https://stats.ncaa.org/team/191/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=191&stats_player_seq=-100
Duke,https://stats.ncaa.org/team/193/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=193&stats_player_seq=-100
Duquesne,https://stats.ncaa.org/team/194/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=194&stats_player_seq=-100
East Carolina,https://stats.ncaa.org/team/196/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=196&stats_player_seq=-100
Eastern Mich.,https://stats.ncaa.org/team/204/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=204&stats_player_seq=-100
Elon,https://stats.ncaa.org/team/1068/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=1068&stats_player_seq=-100
FDU,https://stats.ncaa.org/team/222/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=222&stats_player_seq=-100
Fairfield,https://stats.ncaa.org/team/220/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=220&stats_player_seq=-100
Florida,https://stats.ncaa.org/team/235/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=235&stats_player_seq=-100
Florida St.,https://stats.ncaa.org/team/234/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=234&stats_player_seq=-100
Furman,https://stats.ncaa.org/team/244/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=244&stats_player_seq=-100
Gardner-Webb,https://stats.ncaa.org/team/1092/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=1092&stats_player_seq=-100
George Mason,https://stats.ncaa.org/team/248/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=248&stats_player_seq=-100
George Washington,https://stats.ncaa.org/team/249/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=249&stats_player_seq=-100
Georgetown,https://stats.ncaa.org/team/251/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=251&stats_player_seq=-100
Harvard,https://stats.ncaa.org/team/275/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=275&stats_player_seq=-100
High Point,https://stats.ncaa.org/team/19651/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=19651&stats_player_seq=-100
Hofstra,https://stats.ncaa.org/team/283/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=283&stats_player_seq=-100
Holy Cross,https://stats.ncaa.org/team/285/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=285&stats_player_seq=-100
Howard,https://stats.ncaa.org/team/290/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=290&stats_player_seq=-100
Iona,https://stats.ncaa.org/team/310/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=310&stats_player_seq=-100
Jacksonville,https://stats.ncaa.org/team/316/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=316&stats_player_seq=-100
James Madison,https://stats.ncaa.org/team/317/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=317&stats_player_seq=-100
Johns Hopkins,https://stats.ncaa.org/team/322/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=322&stats_player_seq=-100
Kennesaw St.,https://stats.ncaa.org/team/1157/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=1157&stats_player_seq=-100
Kent St.,https://stats.ncaa.org/team/331/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=331&stats_player_seq=-100
LIU,https://stats.ncaa.org/team/361/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=361&stats_player_seq=-100
La Salle,https://stats.ncaa.org/team/340/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=340&stats_player_seq=-100
Lafayette,https://stats.ncaa.org/team/342/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=342&stats_player_seq=-100
Le Moyne,https://stats.ncaa.org/team/349/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=349&stats_player_seq=-100
Lehigh,https://stats.ncaa.org/team/352/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=352&stats_player_seq=-100
Liberty,https://stats.ncaa.org/team/355/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=355&stats_player_seq=-100
Lindenwood,https://stats.ncaa.org/team/30136/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=30136&stats_player_seq=-100
Longwood,https://stats.ncaa.org/team/363/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=363&stats_player_seq=-100
Louisville,https://stats.ncaa.org/team/367/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=367&stats_player_seq=-100
Loyola Maryland,https://stats.ncaa.org/team/369/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=369&stats_player_seq=-100
Manhattan,https://stats.ncaa.org/team/381/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=381&stats_player_seq=-100
Marist,https://stats.ncaa.org/team/386/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=386&stats_player_seq=-100
Marquette,https://stats.ncaa.org/team/387/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=387&stats_player_seq=-100
Maryland,https://stats.ncaa.org/team/392/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=392&stats_player_seq=-100
Massachusetts,https://stats.ncaa.org/team/400/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=400&stats_player_seq=-100
Mercer,https://stats.ncaa.org/team/406/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=406&stats_player_seq=-100
Mercyhurst,https://stats.ncaa.org/team/408/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=408&stats_player_seq=-100
Merrimack,https://stats.ncaa.org/team/410/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=410&stats_player_seq=-100
Michigan,https://stats.ncaa.org/team/418/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=418&stats_player_seq=-100
Monmouth,https://stats.ncaa.org/team/439/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=439&stats_player_seq=-100
Mount St. Mary's,https://stats.ncaa.org/team/450/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=450&stats_player_seq=-100
Navy,https://stats.ncaa.org/team/726/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=726&stats_player_seq=-100
New Hampshire,https://stats.ncaa.org/team/469/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=469&stats_player_seq=-100
New Haven,https://stats.ncaa.org/team/470/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=470&stats_player_seq=-100
Niagara,https://stats.ncaa.org/team/482/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=482&stats_player_seq=-100
North Carolina,https://stats.ncaa.org/team/457/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=457&stats_player_seq=-100
Northwestern,https://stats.ncaa.org/team/509/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=509&stats_player_seq=-100
Notre Dame,https://stats.ncaa.org/team/513/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=513&stats_player_seq=-100
Ohio St.,https://stats.ncaa.org/team/518/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=518&stats_player_seq=-100
Old Dominion,https://stats.ncaa.org/team/523/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=523&stats_player_seq=-100
Oregon,https://stats.ncaa.org/team/529/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=529&stats_player_seq=-100
Penn,https://stats.ncaa.org/team/540/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=540&stats_player_seq=-100
Penn St.,https://stats.ncaa.org/team/539/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=539&stats_player_seq=-100
Pittsburgh,https://stats.ncaa.org/team/545/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=545&stats_player_seq=-100
Presbyterian,https://stats.ncaa.org/team/1320/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=1320&stats_player_seq=-100
Princeton,https://stats.ncaa.org/team/554/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=554&stats_player_seq=-100
Queens (NC),https://stats.ncaa.org/team/11504/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=11504&stats_player_seq=-100
Quinnipiac,https://stats.ncaa.org/team/562/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=562&stats_player_seq=-100
Radford,https://stats.ncaa.org/team/563/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=563&stats_player_seq=-100
Rhode Island,https://stats.ncaa.org/team/572/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=572&stats_player_seq=-100
Richmond,https://stats.ncaa.org/team/575/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=575&stats_player_seq=-100
Rider,https://stats.ncaa.org/team/576/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=576&stats_player_seq=-100
Robert Morris,https://stats.ncaa.org/team/579/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=579&stats_player_seq=-100
Rutgers,https://stats.ncaa.org/team/587/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=587&stats_player_seq=-100
Sacred Heart,https://stats.ncaa.org/team/590/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=590&stats_player_seq=-100
Saint Joseph's,https://stats.ncaa.org/team/606/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=606&stats_player_seq=-100
San Diego St.,https://stats.ncaa.org/team/626/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=626&stats_player_seq=-100
Siena,https://stats.ncaa.org/team/639/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=639&stats_player_seq=-100
South Fla.,https://stats.ncaa.org/team/651/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=651&stats_player_seq=-100
Southern California,https://stats.ncaa.org/team/657/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=657&stats_player_seq=-100
St. Bonaventure,https://stats.ncaa.org/team/596/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=596&stats_player_seq=-100
Stanford,https://stats.ncaa.org/team/674/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=674&stats_player_seq=-100
Stetson,https://stats.ncaa.org/team/678/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=678&stats_player_seq=-100
Stonehill,https://stats.ncaa.org/team/682/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=682&stats_player_seq=-100
Stony Brook,https://stats.ncaa.org/team/683/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=683&stats_player_seq=-100
Syracuse,https://stats.ncaa.org/team/688/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=688&stats_player_seq=-100
Temple,https://stats.ncaa.org/team/690/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=690&stats_player_seq=-100
Towson,https://stats.ncaa.org/team/711/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=711&stats_player_seq=-100
UAlbany,https://stats.ncaa.org/team/14/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=14&stats_player_seq=-100
UC Davis,https://stats.ncaa.org/team/108/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=108&stats_player_seq=-100
UConn,https://stats.ncaa.org/team/164/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=164&stats_player_seq=-100
UMBC,https://stats.ncaa.org/team/391/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=391&stats_player_seq=-100
UMass Lowell,https://stats.ncaa.org/team/368/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=368&stats_player_seq=-100
VCU,https://stats.ncaa.org/team/740/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=740&stats_player_seq=-100
Vanderbilt,https://stats.ncaa.org/team/736/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=736&stats_player_seq=-100
Vermont,https://stats.ncaa.org/team/738/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=738&stats_player_seq=-100
Villanova,https://stats.ncaa.org/team/739/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=739&stats_player_seq=-100
Virginia,https://stats.ncaa.org/team/746/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=746&stats_player_seq=-100
Virginia Tech,https://stats.ncaa.org/team/742/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=742&stats_player_seq=-100
Wagner,https://stats.ncaa.org/team/748/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=748&stats_player_seq=-100
William & Mary,https://stats.ncaa.org/team/786/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=786&stats_player_seq=-100
Winthrop,https://stats.ncaa.org/team/792/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=792&stats_player_seq=-100
Wofford,https://stats.ncaa.org/team/2915/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=2915&stats_player_seq=-100
Xavier,https://stats.ncaa.org/team/812/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=812&stats_player_seq=-100
Yale,https://stats.ncaa.org/team/813/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=813&stats_player_seq=-100
Youngstown St.,https://stats.ncaa.org/team/817/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=817&stats_player_seq=-100
