school,playerstatsurl,matchstatsurl
Akron,https://stats.ncaa.org/team/5/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=5&stats_player_seq=-100
American,https://stats.ncaa.org/team/23/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=23&stats_player_seq=-100
Arizona St.,https://stats.ncaa.org/team/28/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=28&stats_player_seq=-100
Army West Point,https://stats.ncaa.org/team/725/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=725&stats_player_seq=-100
Austin Peay,https://stats.ncaa.org/team/43/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=43&stats_player_seq=-100
Binghamton,https://stats.ncaa.org/team/62/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=62&stats_player_seq=-100
Boston College,https://stats.ncaa.org/team/67/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=67&stats_player_seq=-100
Boston U.,https://stats.ncaa.org/team/68/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=68&stats_player_seq=-100
Brown,https://stats.ncaa.org/team/80/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=80&stats_player_seq=-100
Bryant,https://stats.ncaa.org/team/81/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=81&stats_player_seq=-100
Bucknell,https://stats.ncaa.org/team/83/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=83&stats_player_seq=-100
Butler,https://stats.ncaa.org/team/87/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=87&stats_player_seq=-100
California,https://stats.ncaa.org/team/107/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=107&stats_player_seq=-100
Campbell,https://stats.ncaa.org/team/115/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=115&stats_player_seq=-100
Canisius,https://stats.ncaa.org/team/116/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=116&stats_player_seq=-100
Central Conn. St.,https://stats.ncaa.org/team/127/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=127&stats_player_seq=-100
Central Mich.,https://stats.ncaa.org/team/129/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=129&stats_player_seq=-100
Charlotte,https://stats.ncaa.org/team/458/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=458&stats_player_seq=-100
Cincinnati,https://stats.ncaa.org/team/140/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=140&stats_player_seq=-100
Clemson,https://stats.ncaa.org/team/147/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=147&stats_player_seq=-100
Coastal Carolina,https://stats.ncaa.org/team/149/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=149&stats_player_seq=-100
Colgate,https://stats.ncaa.org/team/153/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=153&stats_player_seq=-100
Colorado,https://stats.ncaa.org/team/157/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=157&stats_player_seq=-100
Columbia,https://stats.ncaa.org/team/158/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=158&stats_player_seq=-100
Cornell,https://stats.ncaa.org/team/167/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=167&stats_player_seq=-100
Dartmouth,https://stats.ncaa.org/team/172/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=172&stats_player_seq=-100
Davidson,https://stats.ncaa.org/team/173/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=173&stats_player_seq=-100
Delaware,https://stats.ncaa.org/team/180/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=180&stats_player_seq=-100
Delaware St.,https://stats.ncaa.org/team/178/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=178&stats_player_seq=-100
Denver,https://stats.ncaa.org/team/183/stats/16981,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=16981&org_id=183&stats_player_seq=-100
