season,team,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,g,gs_2,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,fo_pct,pen,pen_time,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,rc,yc,clears,att,clear_pct,otg,ncaa_id
2021,Air Force Falcons,19,Braden Host,"Host, Braden",Braden,Host,Sr,,9,9,9,9,NA,2,2,2,NA,NA,NA,NA,NA,NA,15,13,3,NA,0,NA,NA,NA,9,9,460:47,102,13.282,90,0.469,NA,NA,NA,NA,NA,NA,1975033
2021,Air Force Falcons,42,Christian Marshall,"Marshall, Christian",Christian,Marshall,Jr,,9,NA,9,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,2,NA,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2126520
2021,Air Force Falcons,13,Dante Orlando,"Orlando, Dante",Dante,Orlando,Fr,,9,NA,9,NA,2,NA,2,10,0.2,4,0.4,NA,NA,NA,2,2,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473180
2021,Air Force Falcons,15,Sam Ewing,"Ewing, Sam",Sam,Ewing,Fr,,9,NA,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473181
2021,Air Force Falcons,3,Chad Teresky,"Teresky, Chad",Chad,Teresky,Fr,,9,1,9,1,1,3,4,12,0.083,4,0.333,NA,NA,NA,NA,3,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473178
2021,Air Force Falcons,44,Vince Lombardi,"Lombardi, Vince",Vince,Lombardi,Sr,,8,8,8,8,NA,1,1,3,NA,2,0.667,NA,NA,NA,17,2,12,NA,0,NA,10,660,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975077
2021,Air Force Falcons,1,August Johnson,"Johnson, August",August,Johnson,Jr,,8,5,8,5,11,2,13,38,0.289,18,0.474,1,2,NA,6,6,1,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2126497
2021,Air Force Falcons,22,Michael Matheson,"Matheson, Michael",Michael,Matheson,Sr,,7,NA,7,NA,1,1,2,7,0.143,5,0.714,NA,NA,NA,4,2,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975070
2021,Air Force Falcons,0,Shad Bruce,"Bruce, Shad",Shad,Bruce,So,,7,NA,7,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,4,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319132
2021,Air Force Falcons,43,Ben Ward,"Ward, Ben",Ben,Ward,Sr,,7,5,7,5,13,NA,13,28,0.464,22,0.786,NA,2,NA,2,7,2,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975076
2021,Air Force Falcons,10,Chandler Devaney,"Devaney, Chandler",Chandler,Devaney,Sr,,6,3,6,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975071
2021,Air Force Falcons,45,Brandon Dodd,"Dodd, Brandon",Brandon,Dodd,So,,5,4,5,4,3,3,6,20,0.15,11,0.55,NA,NA,NA,1,3,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319163
2021,Air Force Falcons,8,Cole Grindberg,"Grindberg, Cole",Cole,Grindberg,Jr,,5,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2126498
2021,Air Force Falcons,20,Joey Matheson,"Matheson, Joey",Joey,Matheson,So,,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319166
2021,Air Force Falcons,6,Joe Kassal,"Kassal, Joe",Joe,Kassal,So,,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319135
2021,Air Force Falcons,27,Mitchell Gruenewald,"Gruenewald, Mitchell",Mitchell,Gruenewald,So,,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319156
2021,Air Force Falcons,14,Collin O'Brien,"O'Brien, Collin",Collin,O'Brien,So,,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319173
2021,Air Force Falcons,16,Jack Stewart,"Stewart, Jack",Jack,Stewart,Fr,,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2518907
2021,Air Force Falcons,56,Josh Tauss,"Tauss, Josh",Josh,Tauss,N/A,,2,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2518908
2021,Air Force Falcons,41,Dodson Piotrowski,"Piotrowski, Dodson",Dodson,Piotrowski,So,,2,1,2,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319162
2021,Air Force Falcons,51,Robbie Lionetti,"Lionetti, Robbie",Robbie,Lionetti,Fr,,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473194
2021,Air Force Falcons,30,Ian Rodriguez,"Rodriguez, Ian",Ian,Rodriguez,So,,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319158
2021,Air Force Falcons,46,Quinn Richards,"Richards, Quinn",Quinn,Richards,Fr,,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473189
2021,Air Force Falcons,32,Maxwell Kane,"Kane, Maxwell",Maxwell,Kane,So,,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319138
2021,Air Force Falcons,29,Braden Gaab,"Gaab, Braden",Braden,Gaab,Fr,,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473184
2021,Air Force Falcons,38,Nile Owens,"Owens, Nile",Nile,Owens,Fr,,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473186
2021,Air Force Falcons,50,Nick Capannelli,"Capannelli, Nick",Nick,Capannelli,Fr,,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473193
2021,Air Force Falcons,37,Teddy Accardi,"Accardi, Teddy",Teddy,Accardi,Fr,,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473185
2021,Air Force Falcons,35,Ian Mullins,"Mullins, Ian",Ian,Mullins,Jr,,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2126514
2021,Air Force Falcons,39,Cooper Rich,"Rich, Cooper",Cooper,Rich,Fr,,1,NA,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473188
2021,Air Force Falcons,7,Noah Schwab,"Schwab, Noah",Noah,Schwab,Sr,,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,4:45,1,12.632,3,0.75,NA,NA,NA,NA,NA,NA,1975038
2021,Army West Point Black Knights,47,Andrew Kelly,"Kelly, Andrew",Andrew,Kelly,So,M,11,1,11,1,4,2,6,12,0.333,7,0.583,1,NA,NA,5,4,2,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333231
2021,Army West Point Black Knights,42,Stevie Grabher,"Grabher, Stevie",Stevie,Grabher,So,FO,11,0,11,NA,2,NA,2,3,0.667,3,1,NA,NA,NA,61,6,NA,108,206,0.524,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333341
2021,Army West Point Black Knights,21,Wyatt Schulper,"Schulper, Wyatt",Wyatt,Schulper,Jr,GK,11,11,11,11,NA,NA,0,3,NA,1,0.333,NA,NA,NA,26,6,3,NA,0,NA,NA,NA,11,11,645:06,100,9.301,132,0.569,NA,NA,NA,NA,NA,NA,2116283
2021,Army West Point Black Knights,30,Liam Davenport,"Davenport, Liam",Liam,Davenport,Jr,M,11,0,11,NA,4,4,8,11,0.364,5,0.455,NA,NA,NA,22,6,6,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116274
2021,Army West Point Black Knights,22,Doug Jones,"Jones, Doug",Doug,Jones,Jr,M,11,0,11,NA,2,1,3,5,0.4,3,0.6,NA,NA,NA,21,4,7,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116270
2021,Army West Point Black Knights,0,Nicholas Garofano,"Garofano, Nicholas",Nicholas,Garofano,Sr,ATT,11,11,11,11,6,5,11,33,0.182,17,0.515,NA,NA,NA,13,9,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983685
2021,Army West Point Black Knights,91,Jack Weigand,"Weigand, Jack",Jack,Weigand,Jr,D,11,11,11,11,NA,NA,0,1,NA,1,1,NA,NA,NA,21,3,8,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116261
2021,Army West Point Black Knights,24,Tyler Olbrich,"Olbrich, Tyler",Tyler,Olbrich,Jr,D,11,0,11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17,1,5,1,1,1,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116248
2021,Army West Point Black Knights,20,Brendan Nichtern,"Nichtern, Brendan",Brendan,Nichtern,Jr,ATT,11,11,11,11,26,31,57,78,0.333,54,0.692,NA,2,NA,10,28,2,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116240
2021,Army West Point Black Knights,45,Nickolas Edinger,"Edinger, Nickolas",Nickolas,Edinger,Sr,M,11,11,11,11,21,5,26,61,0.344,31,0.508,3,1,NA,22,5,2,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983693
2021,Army West Point Black Knights,77,Kyle Beyer,"Beyer, Kyle",Kyle,Beyer,Sr,DM,11,11,11,11,NA,NA,0,2,NA,NA,NA,NA,NA,NA,20,8,11,NA,0,NA,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994266
2021,Army West Point Black Knights,14,Bobby Abshire,"Abshire, Bobby",Bobby,Abshire,Jr,M,11,11,11,11,16,5,21,65,0.246,34,0.523,NA,2,NA,3,15,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116234
2021,Army West Point Black Knights,11,Marcus Hudgins,"Hudgins, Marcus",Marcus,Hudgins,Jr,D,11,11,11,11,NA,1,1,1,NA,1,1,NA,NA,NA,36,7,23,NA,0,NA,4,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116238
2021,Army West Point Black Knights,19,Aidan Byrnes,"Byrnes, Aidan",Aidan,Byrnes,Jr,ATT,10,10,10,10,19,5,24,58,0.328,41,0.707,NA,2,NA,22,6,4,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116255
2021,Army West Point Black Knights,23,Danny Kielbasa,"Kielbasa, Danny",Danny,Kielbasa,Jr,M,10,1,10,1,9,6,15,34,0.265,20,0.588,NA,2,NA,3,6,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116272
2021,Army West Point Black Knights,16,James Pryor,"Pryor, James",James,Pryor,Jr,M,10,0,10,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,12,4,4,9,31,0.29,5,330,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116284
2021,Army West Point Black Knights,52,Matthew Horace,"Horace, Matthew",Matthew,Horace,Jr,M,9,0,9,NA,1,NA,1,3,0.333,1,0.333,NA,NA,NA,9,3,4,NA,0,NA,7,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116281
2021,Army West Point Black Knights,1,Gunner Philipp,"Philipp, Gunner",Gunner,Philipp,Jr,ATT,9,9,9,9,12,1,13,44,0.273,27,0.614,2,1,NA,10,9,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116260
2021,Army West Point Black Knights,27,Bryan Lehman,"Lehman, Bryan",Bryan,Lehman,Jr,D,6,0,6,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,11,2,7,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116280
2021,Army West Point Black Knights,50,Bo Waters,"Waters, Bo",Bo,Waters,Jr,M,6,0,6,NA,NA,NA,0,4,NA,1,0.25,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116278
2021,Army West Point Black Knights,43,Bailey O'Connor,"O'Connor, Bailey",Bailey,O'Connor,Fr,M,6,0,6,NA,2,NA,2,8,0.25,3,0.375,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478854
2021,Army West Point Black Knights,4,Ethan Barangan,"Barangan, Ethan",Ethan,Barangan,Jr,FO,5,0,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,7,30,0.233,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116262
2021,Army West Point Black Knights,44,Brendan Ryan,"Ryan, Brendan",Brendan,Ryan,Sr,M,5,0,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983692
2021,Army West Point Black Knights,66,Alex Gekas,"Gekas, Alex",Alex,Gekas,Fr,M,5,1,5,1,2,NA,2,6,0.333,3,0.5,NA,NA,NA,4,3,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478890
2021,Army West Point Black Knights,58,Brandon Gibson,"Gibson, Brandon",Brandon,Gibson,Fr,DM,4,0,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478882
2021,Army West Point Black Knights,10,Drennan Greene,"Greene, Drennan",Drennan,Greene,Sr,ATT,4,0,4,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116303
2021,Army West Point Black Knights,32,Trevor Kelly,"Kelly, Trevor",Trevor,Kelly,Fr,M,3,0,3,NA,1,NA,1,4,0.25,3,0.75,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478668
2021,Army West Point Black Knights,48,Jack Szalankiewicz,"Szalankiewicz, Jack",Jack,Szalankiewicz,Fr,DM,3,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478871
2021,Army West Point Black Knights,5,Jack Whalen,"Whalen, Jack",Jack,Whalen,Sr,D,3,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983686
2021,Army West Point Black Knights,40,Eamon Murphy,"Murphy, Eamon",Eamon,Murphy,Fr,DM,3,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478850
2021,Army West Point Black Knights,29,Jake Bieler,"Bieler, Jake",Jake,Bieler,Jr,D,3,0,3,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2303112
2021,Army West Point Black Knights,6,Brayden Duncan,"Duncan, Brayden",Brayden,Duncan,Fr,ATT,3,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478667
2021,Army West Point Black Knights,90,Jacob Morin,"Morin, Jacob",Jacob,Morin,So,M,3,0,3,NA,2,NA,2,16,0.125,8,0.5,NA,1,NA,2,NA,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333344
2021,Army West Point Black Knights,28,Paul Johnson,"Johnson, Paul",Paul,Johnson,So,ATT,3,0,3,NA,1,2,3,4,0.25,3,0.75,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333342
2021,Army West Point Black Knights,15,Quinn Binney,"Binney, Quinn",Quinn,Binney,So,M,3,0,3,NA,NA,NA,0,2,NA,1,0.5,NA,NA,NA,1,NA,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333339
2021,Army West Point Black Knights,35,Cole Erickson,"Erickson, Cole",Cole,Erickson,Fr,M,2,0,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478826
2021,Army West Point Black Knights,36,Ned Lynch,"Lynch, Ned",Ned,Lynch,Fr,D,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478839
2021,Army West Point Black Knights,54,Cole Biggins,"Biggins, Cole",Cole,Biggins,Fr,D,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478881
2021,Army West Point Black Knights,49,Mike Tangredi,"Tangredi, Mike",Mike,Tangredi,Fr,M,2,0,2,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478874
2021,Army West Point Black Knights,99,Luke Hickam,"Hickam, Luke",Luke,Hickam,Fr,ATT,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478899
2021,Army West Point Black Knights,81,Jackson Tyler,"Tyler, Jackson",Jackson,Tyler,So,M,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333346
2021,Army West Point Black Knights,2,Knox Dent,"Dent, Knox",Knox,Dent,So,GK,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,2:05,0,0,1,1,NA,NA,NA,NA,NA,NA,2333229
2021,Army West Point Black Knights,25,Joey Stillings,"Stillings, Joey",Joey,Stillings,So,M,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333235
2021,Army West Point Black Knights,13,Gregory Coleman,"Coleman, Gregory",Gregory,Coleman,Sr,GK,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,2:20,1,25.714,1,0.5,NA,NA,NA,NA,NA,NA,1983705
2021,Army West Point Black Knights,33,Jack Davies,"Davies, Jack",Jack,Davies,Sr,M,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983691
