season,team,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,g,gs_2,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,fo_pct,pen,pen_time,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,rc,yc,clears,att,clear_pct,otg,ncaa_id
2021,Fairfield Stags,24,Daniel Wilson,"Wilson, Daniel",Daniel,Wilson,So,M,11,NA,11,NA,1,NA,1,3,0.333,3,1,NA,NA,NA,11,NA,2,NA,0,NA,7,360,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2336454
2021,Fairfield Stags,29,Trent Moran,"Moran, Trent",Trent,Moran,So,M,11,10,11,10,8,2,10,51,0.157,23,0.451,NA,NA,NA,5,12,2,NA,0,NA,3,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2336449
2021,Fairfield Stags,33,Tyler Wuchte,"Wuchte, Tyler",Tyler,Wuchte,Jr,M,11,NA,11,NA,3,2,5,10,0.3,6,0.6,NA,NA,NA,13,7,2,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2132833
2021,Fairfield Stags,41,Tyler Burns,"Burns, Tyler",Tyler,Burns,Sr,D,11,11,11,11,1,NA,1,1,1,1,1,NA,NA,NA,17,6,13,NA,0,NA,5,330,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894269
2021,Fairfield Stags,5,Matt Chlastawa,"Chlastawa, Matt",Matt,Chlastawa,Sr,ATT,11,8,11,8,12,14,26,37,0.324,23,0.622,NA,1,NA,10,15,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891398
2021,Fairfield Stags,28,Travis Ford,"Ford, Travis",Travis,Ford,Sr,M,11,10,11,10,16,6,22,51,0.314,27,0.529,NA,2,NA,10,9,3,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879444
2021,Fairfield Stags,22,Dylan Beckwith,"Beckwith, Dylan",Dylan,Beckwith,Sr,ATT,11,11,11,11,27,28,55,82,0.329,48,0.585,1,2,NA,19,31,1,NA,0,NA,4,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879441
2021,Fairfield Stags,3,Dylan Smith,"Smith, Dylan",Dylan,Smith,Fr,FO,10,NA,10,NA,NA,NA,0,2,NA,2,1,NA,NA,NA,21,3,NA,54,118,0.458,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502932
2021,Fairfield Stags,31,Braden Lynch,"Lynch, Braden",Braden,Lynch,Fr,D,10,2,10,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17,1,6,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502928
2021,Fairfield Stags,43,George Elmquist,"Elmquist, George",George,Elmquist,Sr,D,10,10,10,10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17,2,12,NA,0,NA,4,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988718
2021,Fairfield Stags,7,Ryan Lancaster,"Lancaster, Ryan",Ryan,Lancaster,Fr,M,10,1,10,1,6,3,9,21,0.286,13,0.619,NA,NA,NA,9,8,4,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502926
2021,Fairfield Stags,26,Jon Wheat,"Wheat, Jon",Jon,Wheat,So,D,10,1,10,1,NA,NA,0,2,NA,1,0.5,NA,NA,NA,9,6,6,NA,0,NA,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2336453
2021,Fairfield Stags,19,Dean Ford,"Ford, Dean",Dean,Ford,So,M,10,NA,10,NA,3,NA,3,9,0.333,6,0.667,NA,NA,NA,15,7,3,NA,0,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2336446
2021,Fairfield Stags,39,Brendan Dreyer,"Dreyer, Brendan",Brendan,Dreyer,Jr,M,10,NA,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8,2,1,NA,0,NA,4,150,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2132807
2021,Fairfield Stags,12,Taylor Strough,"Strough, Taylor",Taylor,Strough,Sr,M,10,9,10,9,19,4,23,72,0.264,39,0.542,NA,4,NA,11,17,1,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988737
2021,Fairfield Stags,45,Frankie Labetti,"Labetti, Frankie",Frankie,Labetti,Sr,FO,9,NA,9,NA,2,1,3,10,0.2,6,0.6,NA,NA,NA,53,2,2,102,188,0.543,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988733
2021,Fairfield Stags,1,David Dorsett,"Dorsett, David",David,Dorsett,Jr,M,9,NA,9,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,2,NA,3,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2132770
2021,Fairfield Stags,35,Lucas Pedersen,"Pedersen, Lucas",Lucas,Pedersen,Sr,D,9,5,9,5,1,NA,1,3,0.333,1,0.333,NA,NA,NA,20,4,4,NA,0,NA,4,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988736
2021,Fairfield Stags,21,Max Paparozzi,"Paparozzi, Max",Max,Paparozzi,So,ATT,8,1,8,1,2,1,3,8,0.25,5,0.625,NA,1,NA,2,3,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2336450
2021,Fairfield Stags,15,Kyle Borda,"Borda, Kyle",Kyle,Borda,Jr,M,8,2,8,2,4,4,8,15,0.267,9,0.6,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2132803
2021,Fairfield Stags,11,Cole Barnard,"Barnard, Cole",Cole,Barnard,Sr,M,7,1,7,1,1,1,2,5,0.2,4,0.8,NA,NA,NA,4,2,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988729
2021,Fairfield Stags,49,Tommy Elliott,"Elliott, Tommy",Tommy,Elliott,Fr,M,7,1,7,1,1,NA,1,3,0.333,1,0.333,NA,NA,NA,2,NA,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502923
2021,Fairfield Stags,6,Jake Coleman,"Coleman, Jake",Jake,Coleman,Fr,ATT,6,3,6,3,3,5,8,11,0.273,6,0.545,NA,1,NA,3,5,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502920
2021,Fairfield Stags,52,Malcolm MacInnes,"MacInnes, Malcolm",Malcolm,MacInnes,Fr,M,5,NA,5,NA,2,2,4,2,1,2,1,1,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502929
2021,Fairfield Stags,4,Patrick Drake,"Drake, Patrick",Patrick,Drake,Jr,ATT,5,5,5,5,6,3,9,18,0.333,9,0.5,NA,2,NA,4,10,1,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2132806
2021,Fairfield Stags,2,Jake Tymon,"Tymon, Jake",Jake,Tymon,Sr,D,5,4,5,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,20,1,9,2,7,0.286,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892554
2021,Fairfield Stags,25,Trevor Ford,"Ford, Trevor",Trevor,Ford,Jr,M,4,NA,4,NA,1,NA,1,6,0.167,5,0.833,NA,1,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2132808
2021,Fairfield Stags,10,Charlie Curran,"Curran, Charlie",Charlie,Curran,Sr,ATT,4,2,4,2,1,1,2,4,0.25,2,0.5,NA,NA,1,4,4,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988731
2021,Fairfield Stags,48,Brady Strough,"Strough, Brady",Brady,Strough,Fr,M,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502933
2021,Fairfield Stags,47,Nick Giardina,"Giardina, Nick",Nick,Giardina,Fr,D,3,NA,3,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502924
2021,Fairfield Stags,30,Brian Reda,"Reda, Brian",Brian,Reda,Jr,ATT,3,NA,3,NA,1,2,3,2,0.5,1,0.5,NA,1,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2132831
2021,Fairfield Stags,23,Connor Keenan,"Keenan, Connor",Connor,Keenan,Jr,M,2,1,2,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2132771
2021,Fairfield Stags,37,Ryan Hamburger,"Hamburger, Ryan",Ryan,Hamburger,Fr,FO,2,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0.333,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502925
2021,Fairfield Stags,42,Nate Carlton,"Carlton, Nate",Nate,Carlton,Jr,D,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2132804
2021,Fairfield Stags,36,Benjamin Rivera,"Rivera, Benjamin",Benjamin,Rivera,So,D,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2336452
2021,Fairfield Stags,46,Peter Leonard,"Leonard, Peter",Peter,Leonard,Fr,GK,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,2:43,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2502927
2021,Fairfield Stags,40,Riley Fitzsimmons,"Fitzsimmons, Riley",Riley,Fitzsimmons,So,GK,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,6:37,3,27.204,NA,NA,NA,NA,NA,NA,NA,NA,2336444
2021,Fairfield Stags,50,Zane Friedt,"Friedt, Zane",Zane,Friedt,Sr,M,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988732
2021,Fairfield Stags,14,Cam Barisano,"Barisano, Cam",Cam,Barisano,Fr,M,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502916
2021,Fairfield Stags,34,Rory Bracken,"Bracken, Rory",Rory,Bracken,So,FO,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2336443
2021,Fairfield Stags,8,Tyler Pumper,"Pumper, Tyler",Tyler,Pumper,So,D,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2336451
2021,Fairfield Stags,17,Peter Jones,"Jones, Peter",Peter,Jones,Sr,GK,1,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,4:07,2,29.15,2,0.5,NA,NA,NA,NA,NA,NA,2132810
2021,Fairfield Stags,27,Mikey Beil,"Beil, Mikey",Mikey,Beil,Fr,M,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502917
2021,Georgetown Hoyas,16,Jack Leary,"Leary, Jack",Jack,Leary,Fr,DM,16,NA,16,NA,1,NA,1,5,0.2,2,0.4,1,NA,NA,15,6,9,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475492
2021,Georgetown Hoyas,33,James Reilly,"Reilly, James",James,Reilly,Jr,FO,16,NA,16,NA,4,2,6,17,0.235,11,0.647,NA,NA,NA,107,1,1,178,307,0.58,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112579
2021,Georgetown Hoyas,43,James Donaldson,"Donaldson, James",James,Donaldson,So,D,16,16,16,16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,14,3,9,NA,0,NA,4,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304674
2021,Georgetown Hoyas,40,Dylan Hess,"Hess, Dylan",Dylan,Hess,Fr,M,16,9,16,9,17,7,24,53,0.321,25,0.472,1,NA,NA,23,11,4,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475495
2021,Georgetown Hoyas,9,Graham Bundy Jr.,"Bundy Jr., Graham",Graham,Bundy Jr.,So,M,16,16,16,16,36,12,48,119,0.303,69,0.58,1,2,NA,11,25,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304655
2021,Georgetown Hoyas,44,Alex Mazzone,"Mazzone, Alex",Alex,Mazzone,Jr,D,16,NA,16,NA,2,NA,2,6,0.333,2,0.333,NA,NA,NA,32,2,16,NA,1,NA,5,270,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112628
2021,Georgetown Hoyas,48,Wallace Halpert,"Halpert, Wallace",Wallace,Halpert,Fr,D,16,NA,16,NA,1,1,2,1,1,1,1,NA,NA,NA,26,3,10,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475497
2021,Georgetown Hoyas,1,Declan McDermott,"McDermott, Declan",Declan,McDermott,Jr,M,16,16,16,16,24,9,33,88,0.273,51,0.58,1,1,NA,11,9,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2112598
2021,Georgetown Hoyas,41,Colin Munro,"Munro, Colin",Colin,Munro,Sr,M,16,NA,16,NA,8,3,11,14,0.571,10,0.714,NA,2,NA,7,11,1,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974693
2021,Georgetown Hoyas,24,Owen McElroy,"McElroy, Owen",Owen,McElroy,Sr,GK,16,16,16,16,NA,3,3,NA,NA,NA,NA,NA,NA,NA,42,6,5,NA,0,NA,1,120,16,16,880:40,123,8.38,172,0.583,NA,NA,NA,NA,NA,NA,1973118
2021,Georgetown Hoyas,34,Joe LiCalzi,"LiCalzi, Joe",Joe,LiCalzi,Sr,D,16,13,16,13,NA,1,1,4,NA,3,0.75,NA,NA,NA,42,6,16,NA,0,NA,6,420,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973090
2021,Georgetown Hoyas,12,Nicky Petkevich,"Petkevich, Nicky",Nicky,Petkevich,Sr,ATT,16,16,16,16,19,22,41,72,0.264,35,0.486,1,2,NA,17,14,3,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880080
2021,Georgetown Hoyas,19,Jake Carraway,"Carraway, Jake",Jake,Carraway,Sr,ATT,15,15,15,15,51,17,68,153,0.333,100,0.654,5,3,NA,15,39,7,NA,0,NA,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872991
2021,Georgetown Hoyas,11,Peter Thompson,"Thompson, Peter",Peter,Thompson,Jr,M,15,NA,15,NA,7,4,11,29,0.241,19,0.655,NA,1,NA,6,4,1,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112583
2021,Georgetown Hoyas,7,Will Tominovich,"Tominovich, Will",Will,Tominovich,Fr,D,15,10,15,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,23,1,9,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475489
2021,Georgetown Hoyas,13,Zachary Geddes,"Geddes, Zachary",Zachary,Geddes,Jr,DM,15,NA,15,NA,4,3,7,13,0.308,7,0.538,NA,NA,NA,20,7,9,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112609
2021,Georgetown Hoyas,4,TJ Haley,"Haley, TJ",TJ,Haley,Fr,ATT,15,15,15,15,5,49,54,19,0.263,12,0.632,2,NA,NA,8,21,4,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475487
2021,Georgetown Hoyas,10,Will Godine,"Godine, Will",Will,Godine,So,DM,15,NA,15,NA,NA,2,2,6,NA,1,0.167,NA,NA,NA,25,7,6,NA,0,NA,4,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304656
2021,Georgetown Hoyas,23,Gavin Lindsay,"Lindsay, Gavin",Gavin,Lindsay,Sr,DM,15,NA,15,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,3,NA,4,NA,0,NA,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973114
2021,Georgetown Hoyas,25,Jack Elders,"Elders, Jack",Jack,Elders,Sr,DM,13,NA,13,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,4,2,2,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973087
2021,Georgetown Hoyas,29,Carson Milburn,"Milburn, Carson",Carson,Milburn,So,FO,10,NA,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17,2,3,29,61,0.475,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304662
2021,Georgetown Hoyas,45,Dylan Watson,"Watson, Dylan",Dylan,Watson,Jr,ATT,9,8,9,8,20,7,27,58,0.345,39,0.672,1,1,NA,4,5,3,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112631
2021,Georgetown Hoyas,17,Gibson Smith,"Smith, Gibson",Gibson,Smith,Sr,D,9,9,9,9,2,2,4,4,0.5,2,0.5,NA,NA,NA,22,4,8,NA,1,NA,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973113
2021,Georgetown Hoyas,26,Jack Kelly,"Kelly, Jack",Jack,Kelly,Sr,M,7,NA,7,NA,1,NA,1,4,0.25,4,1,NA,NA,NA,NA,2,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973115
2021,Georgetown Hoyas,21,Connor Humiston,"Humiston, Connor",Connor,Humiston,So,ATT,7,NA,7,NA,1,NA,1,3,0.333,1,0.333,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304660
2021,Georgetown Hoyas,8,Chase Llewellyn,"Llewellyn, Chase",Chase,Llewellyn,Fr,M,7,NA,7,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475491
2021,Georgetown Hoyas,20,Chris Walker,"Walker, Chris",Chris,Walker,Sr,D,7,NA,7,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,3,1,2,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973117
2021,Georgetown Hoyas,6,Cade MacLeod,"MacLeod, Cade",Cade,MacLeod,So,ATT,7,1,7,1,NA,NA,0,4,NA,1,0.25,NA,NA,NA,2,5,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304629
2021,Georgetown Hoyas,15,Mason Bonnie,"Bonnie, Mason",Mason,Bonnie,Jr,ATT,6,NA,6,NA,1,1,2,3,0.333,3,1,NA,NA,NA,3,2,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112612
2021,Georgetown Hoyas,2,Nate Gentile,"Gentile, Nate",Nate,Gentile,Jr,M,6,NA,6,NA,NA,NA,0,3,NA,2,0.667,NA,NA,NA,3,2,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112601
2021,Georgetown Hoyas,30,Noah Klein,"Klein, Noah",Noah,Klein,So,GK,6,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,0,NA,NA,NA,6,NA,62:12,9,8.682,9,0.5,NA,NA,NA,NA,NA,NA,2304695
2021,Georgetown Hoyas,47,Griffin Aslanian,"Aslanian, Griffin",Griffin,Aslanian,So,D,6,NA,6,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,3,1,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304672
2021,Georgetown Hoyas,3,Alex Bean,"Bean, Alex",Alex,Bean,Sr,FO,6,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,7,0.429,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872995
2021,Georgetown Hoyas,28,Cade Heverly,"Heverly, Cade",Cade,Heverly,Sr,FO,6,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,1,NA,8,12,0.667,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973116
2021,Georgetown Hoyas,14,Niko Gekas,"Gekas, Niko",Niko,Gekas,Sr,ATT,6,NA,6,NA,4,NA,4,6,0.667,4,0.667,NA,2,NA,2,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973112
2021,Georgetown Hoyas,5,Seamus Foley,"Foley, Seamus",Seamus,Foley,Fr,D,5,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475488
2021,Georgetown Hoyas,42,Zack Pacheco,"Pacheco, Zack",Zack,Pacheco,So,M,5,NA,5,NA,NA,NA,0,5,NA,3,0.6,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304673
2021,Georgetown Hoyas,18,Jack Howe,"Howe, Jack",Jack,Howe,So,M,5,NA,5,NA,NA,1,1,5,NA,1,0.2,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304658
2021,Georgetown Hoyas,36,Chris Glynn,"Glynn, Chris",Chris,Glynn,So,DM,5,NA,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304632
2021,Georgetown Hoyas,32,Kevin Petrillo,"Petrillo, Kevin",Kevin,Petrillo,Sr,M,5,NA,5,NA,2,2,4,4,0.5,2,0.5,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973089
2021,Georgetown Hoyas,50,Brendan Voelker,"Voelker, Brendan",Brendan,Voelker,Fr,D,5,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475501
2021,Georgetown Hoyas,49,Todd Kennedy Jr.,"Kennedy Jr., Todd",Todd,Kennedy Jr.,Fr,GK,5,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,5,NA,20:00,1,3,4,0.8,NA,NA,NA,NA,NA,NA,2475499
2021,Georgetown Hoyas,38,Connor O'Reilly,"O'Reilly, Connor",Connor,O'Reilly,So,D,4,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304667
2021,Georgetown Hoyas,31,Brandon Meaux,"Meaux, Brandon",Brandon,Meaux,Jr,ATT,4,NA,4,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,5,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112620
2021,Georgetown Hoyas,39,John Dixon,"Dixon, John",John,Dixon,Fr,FO,4,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,6,0.667,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475494
2021,Georgetown Hoyas,35,Aidan Carroll,"Carroll, Aidan",Aidan,Carroll,Fr,ATT,4,NA,4,NA,NA,NA,0,2,NA,1,0.5,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475493
2021,Georgetown Hoyas,27,Gavin Garrity-Rokous,"Garrity-Rokous, Gavin",Gavin,Garrity-Rokous,Sr,M,3,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973088
2021,Hartford Hawks,18,Malik Gay,"Gay, Malik",Malik,Gay,So,ATT,7,3,7,3,2,2,4,25,0.08,10,0.4,NA,NA,NA,6,2,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333045
2021,Hartford Hawks,25,Braeden McKercher,"McKercher, Braeden",Braeden,McKercher,Jr,ATT,7,1,7,1,2,1,3,5,0.4,4,0.8,NA,1,NA,2,2,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2132884
2021,Hartford Hawks,34,Zak Lanoue,"Lanoue, Zak",Zak,Lanoue,Jr,M,7,NA,7,NA,1,NA,1,2,0.5,2,1,NA,NA,NA,9,1,6,NA,0,NA,7,330,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2132883
