date,team,opponent,home_away,result,home_score,visitor_score,overtime,fouls,goals,assists,points,shots,sog,ground_balls,turnovers,ct,freepos_shots,freepos_goals,draw_controls,defensive_fouls,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_turnovers,defensive_ct,defensive_freepos_shots,defensive_freepos_goals,defensive_draw_controls,team_id
2021-04-23,Duquesne,Saint Joseph's,Home,,9,10,,15.0,9.0,3.0,12.0,29,20,26,24,12.0,8.0,2.0,14,29.0,10.0,9.0,19.0,24,18,26,26,14.0,3.0,,7,194
2021-04-25,Duquesne,La Salle,Away,,14,20,,,14.0,3.0,17.0,31,25,13,17,5.0,10.0,2.0,20,,20.0,6.0,26.0,33,31,16,14,7.0,13.0,9.0,15,194
2021-02-12,East Carolina,Furman,Home,,16,14,,30.0,16.0,7.0,23.0,25,22,15,15,8.0,6.0,2.0,17,19.0,14.0,5.0,19.0,30,25,21,15,10.0,14.0,7.0,14,196
2021-02-15,East Carolina,Virginia,Away,,6,21,,22.0,6.0,3.0,9.0,10,9,11,15,5.0,3.0,3.0,10,11.0,21.0,9.0,30.0,35,24,11,8,8.0,7.0,5.0,19,196
2021-02-19,East Carolina,Davidson,Away,,6,15,,9.0,6.0,3.0,9.0,24,16,23,19,14.0,10.0,2.0,10,13.0,15.0,6.0,21.0,29,24,23,27,7.0,6.0,3.0,13,196
2021-02-24,East Carolina,Campbell,Home,,20,8,,19.0,20.0,7.0,27.0,34,27,16,13,7.0,5.0,4.0,16,13.0,8.0,3.0,11.0,28,18,18,14,7.0,4.0,1.0,12,196
2021-02-28,East Carolina,Duke,Home,,4,16,,34.0,4.0,1.0,5.0,14,8,12,23,6.0,3.0,1.0,7,15.0,16.0,7.0,23.0,34,25,16,14,16.0,14.0,8.0,15,196
2021-03-06,East Carolina,Jacksonville,Home,,9,12,,18.0,9.0,8.0,17.0,23,19,13,14,10.0,4.0,,10,17.0,12.0,6.0,18.0,30,24,12,17,14.0,6.0,1.0,11,196
2021-03-19,East Carolina,Old Dominion,Away,,12,9,,28.0,12.0,5.0,17.0,32,24,19,14,8.0,4.0,2.0,10,18.0,9.0,7.0,16.0,24,18,14,22,5.0,4.0,1.0,13,196
2021-03-21,East Carolina,Old Dominion,Away,,12,13,1,39.0,12.0,5.0,17.0,25,21,17,17,9.0,4.0,2.0,9,17.0,13.0,7.0,20.0,31,23,17,18,12.0,8.0,3.0,19,196
2021-03-26,East Carolina,Vanderbilt,Home,,12,19,,27.0,12.0,3.0,15.0,30,21,15,13,6.0,10.0,6.0,13,16.0,19.0,7.0,26.0,41,34,12,12,3.0,12.0,4.0,19,196
2021-03-28,East Carolina,Vanderbilt,Home,,12,14,,28.0,12.0,2.0,14.0,29,23,16,7,5.0,4.0,3.0,9,7.0,14.0,11.0,25.0,40,26,15,12,3.0,11.0,1.0,19,196
2021-04-01,East Carolina,Florida,Away,,9,20,,34.0,9.0,5.0,14.0,17,14,13,10,5.0,3.0,2.0,8,32.0,20.0,9.0,29.0,32,26,15,8,8.0,11.0,7.0,23,196
2021-04-03,East Carolina,Florida,Away,,7,19,,15.0,7.0,1.0,8.0,14,13,14,16,6.0,8.0,5.0,12,23.0,19.0,12.0,31.0,31,25,20,9,13.0,5.0,3.0,14,196
2021-04-16,East Carolina,Temple,Away,,7,13,,,7.0,2.0,9.0,28,19,24,15,7.0,6.0,2.0,6,,13.0,11.0,24.0,31,23,21,15,12.0,5.0,1.0,16,196
2021-04-18,East Carolina,Temple,Away,,6,11,,,6.0,3.0,9.0,22,14,19,10,10.0,4.0,1.0,5,,11.0,8.0,19.0,25,14,18,15,7.0,6.0,1.0,14,196
2021-04-23,East Carolina,Cincinnati,Home,,12,11,,11.0,12.0,6.0,18.0,24,19,19,15,12.0,6.0,4.0,9,15.0,11.0,6.0,17.0,26,22,14,18,10.0,5.0,2.0,16,196
2021-04-25,East Carolina,Cincinnati,Home,,13,14,,15.0,13.0,3.0,16.0,23,16,21,18,8.0,6.0,5.0,9,12.0,14.0,7.0,21.0,31,22,17,16,6.0,12.0,4.0,19,196
2021-02-13,Elon,Campbell,Away,,13,9,,24.0,13.0,4.0,17.0,29,22,22,11,13.0,12.0,3.0,8,21.0,9.0,2.0,11.0,17,15,11,22,5.0,8.0,5.0,15,1068
2021-03-07,Elon,James Madison,Home,,6,5,,17.0,6.0,3.0,9.0,28,20,14,10,8.0,10.0,2.0,7,18.0,5.0,5.0,10.0,17,13,9,16,6.0,6.0,,6,1068
2021-03-10,Elon,Radford,Home,,17,6,,12.0,17.0,12.0,29.0,34,25,19,15,6.0,6.0,1.0,18,13.0,6.0,1.0,7.0,16,13,13,15,7.0,4.0,4.0,7,1068
2021-03-13,Elon,Coastal Carolina,Away,,16,4,,22.0,16.0,6.0,22.0,26,20,16,15,10.0,1.0,1.0,10,13.0,4.0,4.0,8.0,19,8,11,20,11.0,5.0,,10,1068
2021-03-20,Elon,Furman,Home,,13,9,,9.0,13.0,3.0,16.0,32,24,16,6,6.0,6.0,4.0,15,14.0,9.0,3.0,12.0,23,15,14,10,3.0,7.0,4.0,8,1068
2021-03-29,Elon,Longwood,Away,,14,3,,4.0,14.0,10.0,24.0,24,21,19,15,9.0,4.0,,12,9.0,3.0,2.0,5.0,10,8,19,20,8.0,3.0,,6,1068
2021-04-03,Elon,William & Mary,Away,,15,6,,27.0,15.0,5.0,20.0,29,25,13,18,6.0,10.0,6.0,12,25.0,6.0,2.0,8.0,28,19,22,15,10.0,10.0,3.0,11,1068
2021-04-11,Elon,VCU,Home,,19,3,,10.0,19.0,2.0,21.0,38,30,15,11,11.0,4.0,3.0,15,8.0,3.0,,3.0,11,8,19,19,5.0,4.0,1.0,8,1068
2021-04-14,Elon,Virginia Tech,Home,,5,10,,33.0,5.0,2.0,7.0,18,11,12,16,10.0,1.0,,7,13.0,10.0,6.0,16.0,31,20,13,15,9.0,4.0,1.0,9,1068
2021-04-25,Elon,James Madison,Away,,9,15,,30.0,9.0,4.0,13.0,20,13,11,16,6.0,2.0,1.0,11,31.0,15.0,9.0,24.0,28,25,13,13,14.0,7.0,4.0,15,1068
2021-05-02,Elon,William & Mary,Home,,16,6,,13.0,16.0,8.0,24.0,28,25,15,17,6.0,4.0,3.0,10,10.0,6.0,3.0,9.0,27,19,20,16,9.0,7.0,1.0,13,1068
2021-05-05,Elon,Towson,Home,,6,16,,43.0,6.0,1.0,7.0,16,14,16,17,7.0,5.0,3.0,9,15.0,16.0,6.0,22.0,29,27,16,15,7.0,11.0,3.0,14,1068
2021-03-06,Fairfield,Quinnipiac,Home,,13,10,,32.0,13.0,9.0,22.0,32,22,22,20,11.0,6.0,1.0,14,30.0,10.0,3.0,13.0,25,21,16,17,10.0,10.0,4.0,10,220
2021-03-08,Fairfield,Quinnipiac,Home,,14,13,,34.0,14.0,7.0,21.0,32,18,16,17,12.0,6.0,2.0,12,29.0,13.0,7.0,20.0,26,21,14,17,12.0,8.0,3.0,17,220
2021-03-13,Fairfield,Niagara,Home,,12,9,,22.0,12.0,3.0,15.0,24,19,11,19,7.0,5.0,3.0,14,16.0,9.0,1.0,10.0,23,20,17,15,13.0,5.0,4.0,7,220
2021-03-19,Fairfield,Manhattan,Away,,13,10,,5.0,13.0,8.0,21.0,22,15,14,23,8.0,4.0,3.0,15,8.0,10.0,2.0,12.0,26,24,17,12,8.0,4.0,3.0,10,220
2021-03-21,Fairfield,Manhattan,Home,,15,11,,38.0,15.0,9.0,24.0,31,24,21,11,10.0,5.0,1.0,10,26.0,11.0,2.0,13.0,35,26,19,12,7.0,8.0,3.0,17,220
2021-03-27,Fairfield,Canisius,Away,,12,9,,18.0,12.0,10.0,22.0,23,17,15,17,4.0,4.0,1.0,10,17.0,9.0,1.0,10.0,25,18,11,16,5.0,7.0,1.0,13,220
2021-04-10,Fairfield,Siena,Home,,11,15,,28.0,11.0,3.0,14.0,23,20,12,17,8.0,5.0,3.0,13,15.0,15.0,3.0,18.0,27,21,15,15,10.0,3.0,2.0,11,220
2021-04-16,Fairfield,Iona,Away,,14,6,,31.0,14.0,4.0,18.0,27,23,11,25,7.0,8.0,6.0,13,38.0,6.0,3.0,9.0,25,17,13,11,16.0,6.0,2.0,9,220
2021-04-18,Fairfield,Iona,Away,,16,12,,35.0,16.0,7.0,23.0,29,23,7,18,8.0,6.0,3.0,14,20.0,12.0,4.0,16.0,33,24,12,15,8.0,11.0,4.0,16,220
2021-04-24,Fairfield,Marist,Home,,17,9,,16.0,17.0,8.0,25.0,38,33,19,17,11.0,15.0,6.0,19,35.0,9.0,4.0,13.0,23,19,19,18,11.0,5.0,2.0,9,220
2021-04-28,Fairfield,Monmouth,Away,,10,9,,17.0,10.0,1.0,11.0,22,14,11,17,6.0,6.0,4.0,8,22.0,9.0,1.0,10.0,27,19,22,16,11.0,6.0,2.0,13,220
2021-05-01,Fairfield,Marist,Home,,14,13,1,25.0,14.0,3.0,17.0,37,26,20,11,9.0,10.0,4.0,9,22.0,13.0,4.0,17.0,29,24,15,17,8.0,3.0,2.0,19,220
2021-05-06,Fairfield,Niagara,Home,,15,10,,16.0,15.0,7.0,22.0,28,24,9,14,7.0,3.0,1.0,17,20.0,10.0,3.0,13.0,22,17,14,13,10.0,3.0,3.0,8,220
2021-05-09,Fairfield,Siena,Home,,12,8,,15.0,12.0,7.0,19.0,19,17,16,16,9.0,3.0,2.0,7,33.0,8.0,1.0,9.0,29,14,15,14,8.0,1.0,,13,220
2021-05-14,Fairfield,Boston College,Away,,6,19,,14.0,6.0,3.0,9.0,17,11,11,14,6.0,3.0,,8,11.0,19.0,7.0,26.0,35,23,10,12,9.0,5.0,3.0,18,220
2021-02-13,Florida,Louisville,Away,,14,7,,35.0,14.0,7.0,21.0,38,28,22,14,8.0,8.0,1.0,13,16.0,7.0,2.0,9.0,32,18,20,17,7.0,12.0,3.0,10,235
2021-02-19,Florida,North Carolina,Away,,5,11,,27.0,5.0,3.0,8.0,26,16,16,12,3.0,4.0,1.0,9,18.0,11.0,3.0,14.0,32,27,18,10,6.0,9.0,5.0,9,235
2021-03-03,Florida,Kennesaw St.,Away,,20,7,,20.0,20.0,12.0,32.0,37,30,20,13,8.0,6.0,3.0,20,13.0,7.0,,7.0,19,10,12,16,8.0,6.0,3.0,9,235
2021-03-06,Florida,Stetson,Away,,19,7,,16.0,19.0,11.0,30.0,32,24,22,13,11.0,4.0,4.0,12,21.0,7.0,3.0,10.0,15,11,14,23,4.0,3.0,2.0,15,235
2021-03-13,Florida,Jacksonville,Away,,11,12,,17.0,11.0,2.0,13.0,21,18,24,13,6.0,6.0,4.0,6,21.0,12.0,4.0,16.0,31,20,35,17,12.0,,,18,235
2021-03-19,Florida,Temple,Away,,15,9,,,15.0,5.0,20.0,23,20,22,14,11.0,7.0,5.0,7,,9.0,2.0,11.0,29,20,17,16,9.0,9.0,4.0,20,235
2021-03-21,Florida,Temple,Away,,14,7,,,14.0,7.0,21.0,28,24,23,11,12.0,4.0,,10,,7.0,3.0,10.0,25,18,21,15,9.0,6.0,1.0,13,235
2021-03-26,Florida,Cincinnati,Home,,20,3,,11.0,20.0,8.0,28.0,37,29,19,7,11.0,12.0,6.0,15,20.0,3.0,1.0,4.0,11,8,13,18,5.0,3.0,1.0,10,235
2021-03-28,Florida,Cincinnati,Home,,19,5,,18.0,19.0,7.0,26.0,39,27,24,9,10.0,9.0,6.0,14,26.0,5.0,,5.0,20,16,14,12,3.0,5.0,2.0,12,235
2021-04-01,Florida,East Carolina,Home,,20,9,,32.0,20.0,9.0,29.0,32,26,15,8,8.0,11.0,7.0,23,34.0,9.0,5.0,14.0,17,14,13,10,5.0,3.0,2.0,8,235
2021-04-03,Florida,East Carolina,Home,,19,7,,23.0,19.0,12.0,31.0,31,25,20,9,13.0,5.0,3.0,14,15.0,7.0,1.0,8.0,14,13,14,16,6.0,8.0,5.0,12,235
2021-04-16,Florida,Vanderbilt,Home,,17,7,,12.0,17.0,7.0,24.0,36,26,16,11,10.0,10.0,4.0,18,22.0,7.0,1.0,8.0,17,13,11,17,6.0,2.0,,8,235
2021-04-18,Florida,Vanderbilt,Home,,22,9,,28.0,22.0,11.0,33.0,41,29,15,12,7.0,9.0,4.0,20,33.0,9.0,3.0,12.0,23,18,15,12,5.0,6.0,2.0,12,235
2021-04-23,Florida,Old Dominion,Away,,17,6,,30.0,17.0,6.0,23.0,37,28,20,13,12.0,8.0,6.0,14,13.0,6.0,,6.0,19,15,17,19,6.0,7.0,3.0,10,235
2021-04-25,Florida,Old Dominion,Away,,17,4,,22.0,17.0,6.0,23.0,39,29,13,12,10.0,9.0,6.0,13,22.0,4.0,1.0,5.0,15,11,12,21,5.0,5.0,1.0,9,235
2021-04-28,Florida,Liberty,Home,,17,2,,12.0,17.0,10.0,27.0,34,28,28,12,16.0,8.0,4.0,10,16.0,2.0,,2.0,16,9,15,22,5.0,3.0,,9,235
2021-05-06,Florida,Cincinnati,Home,,19,6,,26.0,19.0,9.0,28.0,34,25,19,10,8.0,8.0,6.0,16,28.0,6.0,2.0,8.0,16,14,12,12,10.0,6.0,4.0,9,235
2021-05-08,Florida,Temple,Home,,19,4,,32.0,19.0,9.0,28.0,35,26,21,8,13.0,5.0,4.0,11,18.0,4.0,,4.0,14,9,11,19,6.0,4.0,2.0,14,235
2021-05-14,Florida,Mercer,Home,,23,5,,11.0,23.0,11.0,34.0,38,31,14,9,2.0,7.0,5.0,25,28.0,5.0,,5.0,9,8,10,6,7.0,3.0,,2,235
2021-05-16,Florida,Jacksonville,Home,,17,3,,27.0,17.0,7.0,24.0,35,29,18,11,8.0,13.0,7.0,15,48.0,3.0,1.0,4.0,17,12,12,14,6.0,5.0,1.0,7,235
2021-05-22,Florida,Syracuse,Away,,11,17,,41.0,11.0,6.0,17.0,24,18,14,16,4.0,7.0,2.0,15,28.0,17.0,9.0,26.0,35,28,17,14,7.0,6.0,5.0,15,235
2021-02-14,Fresno St.,UC Davis,Away,,12,20,,22.0,12.0,4.0,16.0,36,24,20,14,7.0,5.0,2.0,16,18.0,20.0,8.0,28.0,37,29,18,13,6.0,10.0,7.0,18,96
2021-02-19,Fresno St.,Kent St.,Away,,20,11,,18.0,20.0,9.0,29.0,43,29,14,12,6.0,11.0,6.0,22,22.0,11.0,2.0,13.0,30,21,16,17,2.0,7.0,3.0,10,96
2021-02-23,Fresno St.,Robert Morris,Away,,13,18,,26.0,13.0,10.0,23.0,38,30,35,22,10.0,11.0,3.0,19,24.0,18.0,9.0,27.0,44,30,41,18,8.0,11.0,6.0,14,96
2021-02-27,Fresno St.,Arizona St.,Away,,6,22,,12.0,6.0,,6.0,19,12,18,19,9.0,7.0,3.0,11,17.0,22.0,9.0,31.0,39,29,24,12,12.0,5.0,3.0,17,96
2021-03-05,Fresno St.,California,Home,,12,14,,17.0,12.0,5.0,17.0,38,26,24,10,5.0,9.0,5.0,11,23.0,14.0,5.0,19.0,32,24,14,14,4.0,6.0,4.0,17,96
2021-03-13,Fresno St.,UC Davis,Home,,9,20,,22.0,9.0,4.0,13.0,24,20,12,17,8.0,5.0,2.0,13,10.0,20.0,4.0,24.0,40,34,17,11,6.0,8.0,5.0,17,96
2021-03-21,Fresno St.,Southern California,Away,,7,20,,29.0,7.0,2.0,9.0,19,15,12,12,5.0,5.0,2.0,6,23.0,20.0,3.0,23.0,40,34,18,10,11.0,11.0,6.0,22,96
2021-03-28,Fresno St.,California,Away,,9,11,,23.0,9.0,7.0,16.0,21,15,15,17,3.0,4.0,2.0,6,20.0,11.0,5.0,16.0,37,23,16,18,6.0,5.0,1.0,16,96
2021-03-31,Fresno St.,Stanford,Home,,8,23,,18.0,8.0,3.0,11.0,26,19,23,17,4.0,6.0,2.0,7,18.0,23.0,12.0,35.0,46,38,22,13,7.0,4.0,2.0,25,96
2021-04-11,Fresno St.,Oregon,Home,,12,13,,16.0,12.0,4.0,16.0,32,24,18,17,6.0,14.0,7.0,16,29.0,13.0,1.0,14.0,34,27,24,12,5.0,6.0,2.0,11,96
2021-04-17,Fresno St.,San Diego St.,Away,,11,18,,20.0,11.0,3.0,14.0,37,29,16,10,6.0,10.0,3.0,15,27.0,18.0,6.0,24.0,30,25,13,13,3.0,8.0,7.0,15,96
2021-04-24,Fresno St.,UC Davis,Home,,14,27,,36.0,14.0,5.0,19.0,36,24,14,18,4.0,5.0,2.0,16,20.0,27.0,7.0,34.0,54,45,29,9,5.0,15.0,7.0,26,96
2021-04-30,Fresno St.,San Diego St.,Away,,14,11,,27.0,14.0,4.0,18.0,35,25,16,17,3.0,5.0,4.0,13,22.0,11.0,4.0,15.0,36,23,18,20,6.0,6.0,1.0,14,96
2021-05-01,Fresno St.,UC Davis,Home,,13,23,,26.0,13.0,4.0,17.0,37,26,16,17,6.0,8.0,3.0,21,20.0,23.0,3.0,26.0,47,36,27,10,10.0,8.0,6.0,17,96
2021-02-12,Furman,East Carolina,Away,,14,16,,19.0,14.0,5.0,19.0,30,25,21,15,10.0,14.0,7.0,14,30.0,16.0,7.0,23.0,25,22,15,15,8.0,6.0,2.0,17,244
2021-02-14,Furman,Davidson,Away,,10,14,,9.0,10.0,5.0,15.0,16,11,18,28,9.0,5.0,3.0,8,6.0,14.0,8.0,22.0,27,22,22,23,9.0,6.0,3.0,18,244
2021-02-27,Furman,Liberty,Home,,10,8,,37.0,10.0,6.0,16.0,26,21,16,22,9.0,6.0,3.0,12,24.0,8.0,2.0,10.0,26,15,23,19,13.0,11.0,3.0,8,244
2021-03-04,Furman,Gardner-Webb,Home,,18,6,,20.0,18.0,8.0,26.0,33,27,23,15,9.0,10.0,6.0,12,27.0,6.0,1.0,7.0,17,10,14,18,7.0,2.0,1.0,14,244
2021-03-11,Furman,VCU,Away,,14,12,,34.0,14.0,4.0,18.0,39,26,20,13,10.0,5.0,2.0,10,11.0,12.0,4.0,16.0,34,21,13,18,3.0,12.0,3.0,17,244
2021-03-20,Furman,Elon,Away,,9,13,,14.0,9.0,3.0,12.0,23,15,14,10,3.0,7.0,4.0,8,9.0,13.0,3.0,16.0,32,24,16,6,6.0,6.0,4.0,15,244
2021-03-24,Furman,Winthrop,Home,,19,5,,24.0,19.0,9.0,28.0,33,28,24,20,12.0,6.0,4.0,20,22.0,5.0,4.0,9.0,15,12,18,19,10.0,7.0,1.0,6,244
2021-03-27,Furman,Campbell,Away,,15,14,,20.0,15.0,6.0,21.0,32,25,18,8,4.0,5.0,2.0,11,17.0,14.0,5.0,19.0,28,22,14,19,4.0,4.0,3.0,20,244
2021-04-03,Furman,Coastal Carolina,Home,,13,10,,25.0,13.0,6.0,19.0,27,20,18,16,13.0,5.0,2.0,11,31.0,10.0,5.0,15.0,20,15,15,20,10.0,6.0,3.0,14,244
2021-04-09,Furman,Kennesaw St.,Away,,16,14,,29.0,16.0,6.0,22.0,40,28,17,14,6.0,6.0,2.0,19,24.0,14.0,3.0,17.0,31,25,21,19,7.0,11.0,6.0,14,244
2021-04-11,Furman,Mercer,Away,,18,12,,24.0,18.0,8.0,26.0,35,27,14,8,5.0,13.0,8.0,14,28.0,12.0,4.0,16.0,34,17,12,13,7.0,9.0,5.0,18,244
2021-04-18,Furman,Stetson,Home,,19,5,,22.0,19.0,8.0,27.0,37,27,21,15,15.0,9.0,3.0,14,25.0,5.0,2.0,7.0,14,9,16,21,7.0,6.0,2.0,10,244
2021-04-21,Furman,Wofford,Away,,21,13,,8.0,21.0,10.0,31.0,43,28,21,11,10.0,7.0,2.0,20,10.0,13.0,3.0,16.0,24,21,14,15,7.0,6.0,4.0,16,244
2021-04-24,Furman,Delaware St.,Away,,20,4,,20.0,20.0,15.0,35.0,42,29,16,6,10.0,3.0,2.0,15,16.0,4.0,1.0,5.0,8,6,4,14,4.0,4.0,2.0,11,244
2021-04-25,Furman,Loyola Maryland,Away,,6,17,,31.0,6.0,2.0,8.0,17,10,14,13,8.0,4.0,1.0,6,19.0,17.0,11.0,28.0,31,23,16,15,8.0,9.0,4.0,19,244
2021-05-06,Furman,Wofford,Home,,21,4,,18.0,21.0,9.0,30.0,46,31,18,8,10.0,9.0,5.0,18,20.0,4.0,2.0,6.0,9,6,8,15,7.0,,,9,244
2021-05-08,Furman,Mercer,Home,,13,14,,32.0,13.0,8.0,21.0,33,22,18,18,7.0,9.0,2.0,19,28.0,14.0,4.0,18.0,23,17,13,20,12.0,8.0,6.0,10,244
2021-02-22,Gardner-Webb,Wofford,Home,,19,6,,17.0,19.0,8.0,27.0,42,31,30,16,14.0,6.0,4.0,19,13.0,6.0,4.0,10.0,19,13,19,17,6.0,6.0,1.0,7,1092
2021-02-26,Gardner-Webb,Akron,Away,,16,8,,17.0,16.0,3.0,19.0,33,27,25,10,9.0,,,13,30.0,8.0,6.0,14.0,24,17,22,19,8.0,,,13,1092
2021-02-28,Gardner-Webb,Robert Morris,Away,,9,12,,33.0,9.0,6.0,15.0,22,13,38,37,15.0,4.0,2.0,11,26.0,12.0,9.0,21.0,37,23,48,28,21.0,11.0,2.0,12,1092
2021-03-04,Gardner-Webb,Furman,Away,,6,18,,27.0,6.0,1.0,7.0,17,10,14,18,7.0,2.0,1.0,14,20.0,18.0,8.0,26.0,33,27,23,15,9.0,10.0,6.0,12,1092
2021-03-20,Gardner-Webb,VCU,Away,,6,18,,13.0,6.0,1.0,7.0,31,16,13,12,3.0,6.0,3.0,12,9.0,18.0,4.0,22.0,33,26,14,11,7.0,7.0,4.0,13,1092
2021-03-23,Gardner-Webb,Kennesaw St.,Home,,12,14,,22.0,12.0,7.0,19.0,26,19,21,18,10.0,2.0,2.0,11,11.0,14.0,2.0,16.0,30,23,20,15,13.0,12.0,8.0,16,1092
2021-03-26,Gardner-Webb,Presbyterian,Away,,16,12,,12.0,16.0,9.0,25.0,31,23,20,14,10.0,10.0,4.0,16,17.0,12.0,5.0,17.0,20,16,14,21,6.0,6.0,2.0,14,1092
2021-03-28,Gardner-Webb,Winthrop,Home,,10,17,,19.0,10.0,7.0,17.0,27,20,22,20,18.0,5.0,1.0,14,9.0,17.0,7.0,24.0,28,24,20,21,7.0,8.0,7.0,15,1092
2021-04-03,Gardner-Webb,Radford,Home,,9,14,,19.0,9.0,5.0,14.0,17,11,14,25,5.0,2.0,1.0,13,11.0,14.0,5.0,19.0,36,25,29,15,10.0,12.0,4.0,12,1092
2021-04-07,Gardner-Webb,Presbyterian,Home,,12,11,,12.0,12.0,3.0,15.0,29,17,17,13,7.0,6.0,4.0,13,9.0,11.0,6.0,17.0,19,15,14,16,5.0,9.0,4.0,11,1092
2021-04-10,Gardner-Webb,Campbell,Home,,11,17,,9.0,11.0,9.0,20.0,28,21,16,19,5.0,3.0,1.0,11,16.0,17.0,10.0,27.0,36,30,15,12,8.0,6.0,2.0,18,1092
2021-04-17,Gardner-Webb,Longwood,Away,,11,12,,9.0,11.0,3.0,14.0,25,18,13,19,9.0,6.0,3.0,15,10.0,12.0,5.0,17.0,25,20,19,17,9.0,3.0,2.0,9,1092
2021-04-21,Gardner-Webb,High Point,Away,,4,17,,17.0,4.0,2.0,6.0,19,9,19,18,5.0,1.0,,9,9.0,17.0,11.0,28.0,31,23,20,15,7.0,4.0,3.0,14,1092
2021-04-24,Gardner-Webb,Winthrop,Away,,11,21,,17.0,11.0,7.0,18.0,22,15,12,22,10.0,1.0,,20,14.0,21.0,13.0,34.0,24,23,19,18,13.0,5.0,4.0,13,1092
2021-02-13,George Mason,Navy,Away,,4,10,,21.0,4.0,1.0,5.0,11,5,18,24,4.0,2.0,1.0,2,7.0,10.0,4.0,14.0,35,19,25,20,10.0,6.0,,13,248
2021-02-28,George Mason,Towson,Away,,4,18,,17.0,4.0,1.0,5.0,16,9,14,19,4.0,2.0,,10,8.0,18.0,9.0,27.0,33,22,11,9,10.0,5.0,3.0,13,248
2021-03-03,George Mason,James Madison,Away,,2,19,,18.0,2.0,2.0,4.0,7,4,8,19,1.0,4.0,,9,23.0,19.0,8.0,27.0,28,24,17,9,14.0,8.0,6.0,13,248
2021-03-06,George Mason,Radford,Away,,11,10,,29.0,11.0,4.0,15.0,27,18,22,24,10.0,11.0,4.0,11,34.0,10.0,5.0,15.0,33,23,27,15,12.0,9.0,2.0,12,248
2021-03-10,George Mason,Virginia,Away,,7,18,,16.0,7.0,4.0,11.0,16,12,6,18,2.0,4.0,2.0,7,26.0,18.0,8.0,26.0,43,28,14,7,4.0,5.0,2.0,20,248
2021-03-20,George Mason,George Washington,Away,,10,17,,33.0,10.0,4.0,14.0,26,20,2,5,4.0,4.0,1.0,10,12.0,17.0,9.0,26.0,33,30,3,7,2.0,4.0,2.0,16,248
2021-03-26,George Mason,Davidson,Home,,8,16,,16.0,8.0,5.0,13.0,23,17,22,18,10.0,8.0,2.0,8,21.0,16.0,7.0,23.0,36,26,18,14,7.0,6.0,2.0,18,248
2021-04-01,George Mason,VCU,Home,,12,22,,19.0,12.0,5.0,17.0,21,16,16,13,4.0,,,17,4.0,22.0,11.0,33.0,43,32,19,9,2.0,6.0,4.0,19,248
2021-04-04,George Mason,Towson,Away,,5,18,,33.0,5.0,1.0,6.0,15,12,8,15,3.0,3.0,,9,15.0,18.0,7.0,25.0,48,34,25,10,11.0,11.0,4.0,15,248
2021-04-09,George Mason,George Washington,Home,,11,14,,26.0,11.0,7.0,18.0,26,24,21,10,7.0,10.0,3.0,8,17.0,14.0,5.0,19.0,29,24,16,12,2.0,11.0,3.0,20,248
2021-04-11,George Mason,Davidson,Away,,4,16,,13.0,4.0,2.0,6.0,15,10,14,19,3.0,4.0,1.0,12,14.0,16.0,7.0,23.0,30,22,20,11,13.0,8.0,5.0,9,248
2021-04-14,George Mason,Navy,Home,,9,18,,9.0,9.0,5.0,14.0,23,19,12,13,7.0,8.0,2.0,11,17.0,18.0,7.0,25.0,28,23,17,14,8.0,2.0,,18,248
2021-04-18,George Mason,Richmond,Home,,7,16,,25.0,7.0,1.0,8.0,21,13,17,17,6.0,,,7,6.0,16.0,11.0,27.0,44,33,21,11,7.0,5.0,3.0,18,248
2021-04-23,George Mason,VCU,Away,,9,19,,18.0,9.0,1.0,10.0,26,21,10,10,4.0,4.0,3.0,16,17.0,19.0,12.0,31.0,42,28,16,11,6.0,4.0,,14,248
2021-04-25,George Mason,Richmond,Away,,15,18,,13.0,15.0,6.0,21.0,27,23,10,14,7.0,2.0,1.0,14,16.0,18.0,13.0,31.0,31,25,16,14,10.0,6.0,2.0,21,248
2021-02-27,George Washington,Navy,Home,,2,22,,10.0,2.0,,2.0,6,3,2,11,3.0,,,7,4.0,22.0,8.0,30.0,46,36,8,4,7.0,,,18,249
2021-03-06,George Washington,Old Dominion,Away,,16,6,,13.0,16.0,7.0,23.0,32,25,17,23,12.0,6.0,2.0,15,21.0,6.0,2.0,8.0,36,25,16,16,10.0,5.0,1.0,9,249
2021-03-10,George Washington,American,Away,,17,16,,14.0,17.0,4.0,21.0,42,30,18,12,4.0,13.0,6.0,21,26.0,16.0,4.0,20.0,30,27,16,13,5.0,5.0,3.0,14,249
2021-03-13,George Washington,Longwood,Away,,11,10,1,22.0,11.0,6.0,17.0,24,15,14,18,9.0,5.0,1.0,17,18.0,10.0,5.0,15.0,24,17,17,17,12.0,4.0,1.0,6,249
2021-03-16,George Washington,James Madison,Away,,7,23,,15.0,7.0,5.0,12.0,19,14,13,18,6.0,7.0,2.0,16,34.0,23.0,12.0,35.0,32,31,12,10,10.0,,,15,249
2021-03-20,George Washington,George Mason,Home,,17,10,,12.0,17.0,9.0,26.0,33,30,3,7,2.0,4.0,2.0,16,33.0,10.0,4.0,14.0,26,20,2,5,4.0,4.0,1.0,10,249
