season,team,team_id,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,shots,sog,ct,ncaa_id,fouls,ground_balls,draw_controls
2018,Florida,235,23.0,Madi Hall,Madi Hall,Madi,Hall,Jr,,21.0,21.0,18.0,3.0,21.0,45.0,34.0,11.0,5481087,47.0,33.0,16.0
2018,Florida,235,26.0,Jillian Alonso,Jillian Alonso,Jillian,Alonso,Jr,,9.0,,2.0,,2.0,5.0,3.0,,5481088,1.0,4.0,
2018,Florida,235,29.0,Haley Hicklen,Haley Hicklen,Haley,Hicklen,Jr,,21.0,21.0,,,0.0,,,3.0,5481089,,66.0,
2018,Florida,235,44.0,Sydney Pirreca,Sydney Pirreca,Sydney,Pirreca,Jr,,21.0,21.0,53.0,15.0,68.0,118.0,89.0,9.0,5481090,69.0,26.0,47.0
2018,Florida,235,18.0,Bridget Knowles,Bridget Knowles,Bridget,Knowles,So,,8.0,,,1.0,1.0,,,1.0,5491955,1.0,1.0,
2018,Florida,235,1.0,Madisyn Kittell,Madisyn Kittell,Madisyn,Kittell,So,,19.0,1.0,13.0,7.0,20.0,25.0,21.0,9.0,5491956,7.0,14.0,
2018,Florida,235,13.0,Jordan Stevens,Jordan Stevens,Jordan,Stevens,So,,1.0,0.0,,,0.0,,,,5491957,1.0,,
2018,Florida,235,16.0,Cara Trombetta,Cara Trombetta,Cara,Trombetta,So,,21.0,21.0,,1.0,1.0,,,43.0,5491958,91.0,46.0,1.0
2018,Florida,235,21.0,Lexi Bolton,Lexi Bolton,Lexi,Bolton,So,,8.0,,,1.0,1.0,2.0,2.0,1.0,5491960,1.0,4.0,
2018,Florida,235,77.0,Kenzii Kittell,Kenzii Kittell,Kenzii,Kittell,So,,5.0,0.0,,,0.0,,,1.0,5491961,,1.0,
2018,Florida,235,3.0,Caroline Benitez,Caroline Benitez,Caroline,Benitez,Jr,,21.0,21.0,20.0,4.0,24.0,40.0,28.0,14.0,5479999,37.0,28.0,13.0
2018,Florida,235,35.0,Olivia Cole,Olivia Cole,Olivia,Cole,Sr,,10.0,,,,0.0,,,2.0,5505280,,5.0,
2018,Florida,235,25.0,Aniya Flanagan,Aniya Flanagan,Aniya,Flanagan,Sr,,18.0,18.0,,,0.0,1.0,1.0,18.0,5505281,39.0,42.0,3.0
2018,Florida,235,24.0,Allie Pavinelli,Allie Pavinelli,Allie,Pavinelli,Sr,,16.0,2.0,19.0,4.0,23.0,46.0,34.0,3.0,5505282,18.0,11.0,7.0
2018,Florida,235,7.0,Shayna Pirreca,Shayna Pirreca,Shayna,Pirreca,Sr,,21.0,21.0,59.0,22.0,81.0,128.0,89.0,5.0,5505283,32.0,16.0,
2018,Florida,235,27.0,Katharine Hamer,Katharine Hamer,Katharine,Hamer,Sr,,8.0,,,,0.0,1.0,1.0,,5505284,2.0,1.0,
2018,Florida,235,28.0,Morgan Bracken,Morgan Bracken,Morgan,Bracken,Sr,,18.0,2.0,1.0,,1.0,1.0,1.0,9.0,5504223,12.0,10.0,
2018,Florida,235,15.0,Grace Haus,Grace Haus,Grace,Haus,Fr,,21.0,21.0,40.0,7.0,47.0,85.0,67.0,2.0,5642397,13.0,18.0,1.0
2018,Florida,235,4.0,Eddy Shoop,Eddy Shoop,Eddy,Shoop,Fr,,17.0,,5.0,3.0,8.0,10.0,9.0,1.0,5642377,5.0,5.0,3.0
2018,Florida,235,19.0,Emily Petillo,Emily Petillo,Emily,Petillo,So,,12.0,,,,0.0,,,3.0,5642376,7.0,9.0,
2018,Florida,235,12.0,Kassidy Bresnahan,Kassidy Bresnahan,Kassidy,Bresnahan,Fr,,16.0,8.0,5.0,5.0,10.0,9.0,7.0,2.0,5642380,,8.0,1.0
2018,Florida,235,17.0,Shannon Kavanagh,Shannon Kavanagh,Shannon,Kavanagh,Fr,,21.0,21.0,36.0,28.0,64.0,78.0,61.0,8.0,5642382,48.0,27.0,88.0
2018,Florida,235,33.0,Kaitlyn Dabkowski,Kaitlyn Dabkowski,Kaitlyn,Dabkowski,Fr,,18.0,,1.0,6.0,7.0,6.0,3.0,3.0,5642384,8.0,5.0,2.0
2018,Florida,235,10.0,Sabrina Cristodero,Sabrina Cristodero,Sabrina,Cristodero,Fr,,21.0,21.0,2.0,,2.0,2.0,2.0,20.0,5642392,51.0,29.0,127.0
2018,Fresno St.,96,9.0,Tiffiny Wallace,Tiffiny Wallace,Tiffiny,Wallace,So,,18.0,18.0,36.0,17.0,53.0,78.0,63.0,6.0,5485997,12.0,21.0,1.0
2018,Fresno St.,96,11.0,Laurel Maunder,Laurel Maunder,Laurel,Maunder,So,,18.0,18.0,,,0.0,,,4.0,5485998,,31.0,
2018,Fresno St.,96,17.0,Olivia Mannon,Olivia Mannon,Olivia,Mannon,So,,12.0,12.0,,2.0,2.0,,,24.0,5486000,30.0,29.0,64.0
2018,Fresno St.,96,24.0,Jordyn Pandolfo,Jordyn Pandolfo,Jordyn,Pandolfo,So,,12.0,0.0,1.0,3.0,4.0,7.0,5.0,,5486001,1.0,3.0,1.0
2018,Fresno St.,96,64.0,Kayle Kaesbauer,Kayle Kaesbauer,Kayle,Kaesbauer,So,,7.0,0.0,,,0.0,1.0,1.0,,5486004,1.0,2.0,1.0
2018,Fresno St.,96,4.0,Kayla Galet,Kayla Galet,Kayla,Galet,So,,18.0,18.0,28.0,2.0,30.0,58.0,45.0,10.0,5484895,11.0,12.0,1.0
2018,Fresno St.,96,6.0,Marina Mayo,Marina Mayo,Marina,Mayo,So,,18.0,18.0,29.0,7.0,36.0,78.0,61.0,10.0,5484896,21.0,27.0,20.0
2018,Fresno St.,96,23.0,Sarah Bloise,Sarah Bloise,Sarah,Bloise,Jr,,18.0,18.0,40.0,19.0,59.0,88.0,64.0,10.0,5489307,31.0,20.0,21.0
2018,Fresno St.,96,13.0,Ryleigh Bone,Ryleigh Bone,Ryleigh,Bone,Jr,,17.0,17.0,22.0,8.0,30.0,54.0,41.0,9.0,5489308,32.0,23.0,4.0
2018,Fresno St.,96,29.0,Emily Lackey,Emily Lackey,Emily,Lackey,Jr,,2.0,0.0,,,0.0,,,,5489310,,,1.0
2018,Fresno St.,96,27.0,Emily Miller,Emily Miller,Emily,Miller,Jr,,5.0,0.0,1.0,3.0,4.0,6.0,4.0,,5489311,1.0,2.0,3.0
2018,Fresno St.,96,20.0,Alex Romanowski,Alex Romanowski,Alex,Romanowski,Jr,,10.0,10.0,,,0.0,,,4.0,5489312,21.0,9.0,
2018,Fresno St.,96,32.0,Angela Saladino,Angela Saladino,Angela,Saladino,Jr,,13.0,4.0,,,0.0,,,2.0,5489313,8.0,7.0,
2018,Fresno St.,96,12.0,Natalie Yorba,Natalie Yorba,Natalie,Yorba,Jr,,4.0,0.0,,,0.0,,,,5489314,3.0,,
2018,Fresno St.,96,2.0,Natalie Chaffin,Natalie Chaffin,Natalie,Chaffin,Sr,,11.0,0.0,,,0.0,,,2.0,5488021,,13.0,
2018,Fresno St.,96,8.0,Lindsay Hobson,Lindsay Hobson,Lindsay,Hobson,Sr,,12.0,8.0,,1.0,1.0,,,6.0,5488023,17.0,12.0,4.0
2018,Fresno St.,96,10.0,Eliana Galindo,Eliana Galindo,Eliana,Galindo,Sr,,4.0,0.0,,,0.0,,,1.0,5488024,,,
2018,Fresno St.,96,33.0,Logan Eisinger,Logan Eisinger,Logan,Eisinger,Sr,,6.0,1.0,,,0.0,,,4.0,5488025,13.0,2.0,2.0
2018,Fresno St.,96,34.0,Nicole Ortlieb,Nicole Ortlieb,Nicole,Ortlieb,Sr,,14.0,0.0,12.0,1.0,13.0,17.0,13.0,,5488026,2.0,4.0,
2018,Fresno St.,96,44.0,Abigal Bergevin,Abigal Bergevin,Abigal,Bergevin,Sr,,18.0,18.0,,3.0,3.0,,,22.0,5488027,43.0,27.0,2.0
2018,Fresno St.,96,31.0,Mackenzie Wallevand,Mackenzie Wallevand,Mackenzie,Wallevand,Fr,,18.0,18.0,19.0,9.0,28.0,47.0,33.0,8.0,5663965,35.0,15.0,51.0
2018,Fresno St.,96,18.0,Abbigayle Roberts,Abbigayle Roberts,Abbigayle,Roberts,Fr,,11.0,1.0,,,0.0,,,3.0,5663964,11.0,10.0,
2018,Fresno St.,96,3.0,Hannah Krats,Hannah Krats,Hannah,Krats,Fr,,18.0,16.0,6.0,4.0,10.0,10.0,8.0,20.0,5663962,38.0,31.0,39.0
2018,Fresno St.,96,16.0,Lauren Kiszely,Lauren Kiszely,Lauren,Kiszely,Fr,,17.0,4.0,9.0,14.0,23.0,21.0,15.0,3.0,5663963,7.0,9.0,
2018,Fresno St.,96,14.0,Megan Walaitis,Megan Walaitis,Megan,Walaitis,Fr,,17.0,0.0,15.0,2.0,17.0,21.0,19.0,,5663938,9.0,8.0,
2018,Fresno St.,96,99.0,Kennedy Mulvaney,Kennedy Mulvaney,Kennedy,Mulvaney,Fr,,18.0,17.0,4.0,3.0,7.0,8.0,5.0,14.0,5663944,19.0,25.0,1.0
2018,Fresno St.,96,22.0,Lauren Gonzales,Lauren Gonzales,Lauren,Gonzales,Fr,,10.0,0.0,6.0,1.0,7.0,10.0,8.0,1.0,5663939,2.0,,6.0
2018,Fresno St.,96,66.0,Dawson Chalifoux,Dawson Chalifoux,Dawson,Chalifoux,Fr,,13.0,0.0,4.0,,4.0,11.0,8.0,1.0,5663942,4.0,,1.0
2018,Fresno St.,96,30.0,Courtney Walburger,Courtney Walburger,Courtney,Walburger,Fr,,1.0,0.0,,,0.0,,,,5663941,,1.0,
2018,Furman,244,19.0,Grace Pollak,Grace Pollak,Grace,Pollak,So,,18.0,15.0,25.0,14.0,39.0,52.0,42.0,4.0,5493266,9.0,14.0,2.0
2018,Furman,244,7.0,Morgan Falkenhagen,Morgan Falkenhagen,Morgan,Falkenhagen,Sr,,5.0,0.0,1.0,,1.0,3.0,2.0,,5489202,,,
2018,Furman,244,8.0,Allie Shell,Allie Shell,Allie,Shell,Sr,,19.0,18.0,1.0,,1.0,3.0,2.0,14.0,5489203,29.0,18.0,3.0
2018,Furman,244,9.0,Britt Douglass,Britt Douglass,Britt,Douglass,Sr,,17.0,13.0,18.0,1.0,19.0,44.0,30.0,2.0,5489204,6.0,6.0,
2018,Furman,244,10.0,Gaby Susz,Gaby Susz,Gaby,Susz,Sr,,18.0,0.0,7.0,,7.0,11.0,8.0,2.0,5489205,6.0,11.0,12.0
2018,Furman,244,11.0,Hana Lepore,Hana Lepore,Hana,Lepore,Sr,,17.0,12.0,,,0.0,1.0,1.0,3.0,5489206,21.0,9.0,2.0
2018,Furman,244,13.0,Courtney Richter,Courtney Richter,Courtney,Richter,Sr,,7.0,0.0,1.0,,1.0,2.0,2.0,3.0,5489207,1.0,3.0,
2018,Furman,244,15.0,Abbey Muhly,Abbey Muhly,Abbey,Muhly,Sr,,4.0,0.0,,,0.0,,,1.0,5489208,,,
2018,Furman,244,16.0,Kasie Lilly,Kasie Lilly,Kasie,Lilly,Sr,,19.0,4.0,4.0,2.0,6.0,14.0,10.0,3.0,5489209,15.0,8.0,3.0
2018,Furman,244,18.0,Lauren Wilson,Lauren Wilson,Lauren,Wilson,Sr,,19.0,19.0,,,0.0,,,12.0,5489210,39.0,16.0,2.0
2018,Furman,244,25.0,Meg Lingo,Meg Lingo,Meg,Lingo,Sr,,19.0,19.0,26.0,8.0,34.0,63.0,47.0,4.0,5489211,15.0,20.0,9.0
2018,Furman,244,28.0,Maggie Friel,Maggie Friel,Maggie,Friel,Sr,,17.0,14.0,,,0.0,,,3.0,5489212,,24.0,
2018,Furman,244,23.0,Morgan Franklin,Morgan Franklin,Morgan,Franklin,So,,17.0,17.0,,,0.0,4.0,3.0,9.0,5489706,38.0,25.0,55.0
2018,Furman,244,38.0,Sydney Hutchinson,Sydney Hutchinson,Sydney,Hutchinson,So,,2.0,0.0,,,0.0,,,1.0,5489707,1.0,,
2018,Furman,244,21.0,Cabell Zakas,Cabell Zakas,Cabell,Zakas,So,,12.0,0.0,4.0,10.0,14.0,10.0,9.0,,5487243,,5.0,1.0
2018,Furman,244,3.0,Abby Shields,Abby Shields,Abby,Shields,Jr,,19.0,19.0,35.0,24.0,59.0,77.0,64.0,4.0,5492886,12.0,9.0,4.0
2018,Furman,244,12.0,Isabelle Walsh,Isabelle Walsh,Isabelle,Walsh,Jr,,19.0,19.0,27.0,3.0,30.0,47.0,44.0,9.0,5492887,13.0,11.0,1.0
2018,Furman,244,26.0,Hannah Feinberg,Hannah Feinberg,Hannah,Feinberg,Jr,,19.0,9.0,12.0,6.0,18.0,30.0,21.0,4.0,5492889,7.0,10.0,1.0
2018,Furman,244,27.0,Sophie Brennan,Sophie Brennan,Sophie,Brennan,Jr,,19.0,19.0,18.0,6.0,24.0,53.0,32.0,9.0,5492890,17.0,24.0,58.0
2018,Furman,244,29.0,Savannah Plemmons,Savannah Plemmons,Savannah,Plemmons,Jr,,14.0,12.0,,,0.0,,,7.0,5492891,22.0,12.0,
2018,Furman,244,30.0,Courtney Baker,Courtney Baker,Courtney,Baker,Jr,,15.0,5.0,,,0.0,,,4.0,5492892,,15.0,
2018,Furman,244,5.0,Kyra LaMotte,Kyra LaMotte,Kyra,LaMotte,Fr,,12.0,0.0,8.0,1.0,9.0,12.0,11.0,1.0,5642656,,1.0,2.0
2018,Furman,244,6.0,Avery Whitehead,Avery Whitehead,Avery,Whitehead,Fr,,19.0,13.0,1.0,,1.0,2.0,1.0,11.0,5642657,20.0,14.0,39.0
2018,Furman,244,14.0,Hannah Demis,Hannah Demis,Hannah,Demis,Fr,,18.0,0.0,13.0,16.0,29.0,23.0,21.0,1.0,5642658,5.0,11.0,1.0
2018,Furman,244,20.0,Rachel Sindler,Rachel Sindler,Rachel,Sindler,Fr,,10.0,0.0,,,0.0,,,1.0,5642659,1.0,5.0,
2018,Furman,244,2.0,Leah Nonnenmann,Leah Nonnenmann,Leah,Nonnenmann,Fr,,14.0,0.0,5.0,4.0,9.0,16.0,11.0,,5642654,2.0,3.0,
2018,Furman,244,17.0,Sydney Catts,Sydney Catts,Sydney,Catts,Fr,,16.0,1.0,3.0,,3.0,4.0,4.0,2.0,5642636,3.0,2.0,29.0
2018,Furman,244,24.0,Regan Lingo,Regan Lingo,Regan,Lingo,Fr,,5.0,0.0,,,0.0,,,,5642637,1.0,,
2018,Gardner-Webb,1092,9.0,Colleen Conn,Colleen Conn,Colleen,Conn,Jr,,17.0,15.0,1.0,1.0,2.0,3.0,3.0,5.0,5483489,23.0,15.0,
2018,Gardner-Webb,1092,26.0,Abby Hanscom,Abby Hanscom,Abby,Hanscom,Jr,,17.0,14.0,24.0,4.0,28.0,46.0,37.0,10.0,5483490,30.0,25.0,19.0
2018,Gardner-Webb,1092,12.0,Lindsey Lippert,Lindsey Lippert,Lindsey,Lippert,Sr,,13.0,13.0,23.0,5.0,28.0,48.0,39.0,8.0,5488001,21.0,15.0,29.0
2018,Gardner-Webb,1092,7.0,Michelle Hedrick,Michelle Hedrick,Michelle,Hedrick,Sr,,16.0,12.0,,,0.0,,,7.0,5488004,26.0,11.0,
2018,Gardner-Webb,1092,8.0,Amanda Steinmuller,Amanda Steinmuller,Amanda,Steinmuller,Sr,,17.0,17.0,39.0,22.0,61.0,86.0,63.0,10.0,5488005,15.0,18.0,36.0
2018,Gardner-Webb,1092,10.0,Monique Martin,Monique Martin,Monique,Martin,Sr,,16.0,16.0,,,0.0,,,27.0,5488006,40.0,51.0,5.0
2018,Gardner-Webb,1092,22.0,Catherine Fox,Catherine Fox,Catherine,Fox,Jr,,17.0,15.0,1.0,4.0,5.0,8.0,5.0,1.0,5486987,4.0,15.0,
2018,Gardner-Webb,1092,21.0,Janice Donaldson,Janice Donaldson,Janice,Donaldson,So,,7.0,5.0,,,0.0,,,4.0,5488412,21.0,6.0,
2018,Gardner-Webb,1092,14.0,Emily Gilsdorf,Emily Gilsdorf,Emily,Gilsdorf,Fr,,15.0,7.0,5.0,,5.0,8.0,6.0,5.0,5670330,10.0,9.0,2.0
2018,Gardner-Webb,1092,23.0,Katie Sylvester,Katie Sylvester,Katie,Sylvester,So,,16.0,16.0,,,0.0,1.0,1.0,10.0,5488416,,26.0,
2018,Gardner-Webb,1092,20.0,Elizabeth Engel,Elizabeth Engel,Elizabeth,Engel,Fr,,11.0,3.0,,,0.0,,,3.0,5670333,10.0,6.0,1.0
2018,Gardner-Webb,1092,25.0,Emily Rowell,Emily Rowell,Emily,Rowell,Fr,,17.0,12.0,,,0.0,,,8.0,5670334,35.0,15.0,
2018,Gardner-Webb,1092,17.0,Tori Birks,Tori Birks,Tori,Birks,Fr,,2.0,0.0,,,0.0,,,,5670326,,1.0,
2018,Gardner-Webb,1092,18.0,Hailey Maranto,Hailey Maranto,Hailey,Maranto,Fr,,17.0,7.0,12.0,10.0,22.0,36.0,25.0,,5670327,1.0,12.0,1.0
2018,Gardner-Webb,1092,5.0,Talen Francis,Talen Francis,Talen,Francis,Fr,,17.0,17.0,32.0,12.0,44.0,85.0,65.0,22.0,5670321,52.0,34.0,38.0
2018,Gardner-Webb,1092,28.0,Brooke Myrick,Brooke Myrick,Brooke,Myrick,Fr,,7.0,1.0,,,0.0,,,1.0,5670328,1.0,4.0,
2018,Gardner-Webb,1092,24.0,Cassandra Fulop,Cassandra Fulop,Cassandra,Fulop,Sr,,4.0,1.0,,,0.0,,,,5670317,2.0,,
2018,Gardner-Webb,1092,4.0,Em Dyment,Em Dyment,Em,Dyment,Fr,,14.0,4.0,9.0,2.0,11.0,20.0,16.0,2.0,5670319,9.0,9.0,
2018,Gardner-Webb,1092,15.0,Hannah Smith,Hannah Smith,Hannah,Smith,Fr,,2.0,0.0,,,0.0,,,,5670323,1.0,,
2018,Gardner-Webb,1092,16.0,Eilish Gately,Eilish Gately,Eilish,Gately,Fr,,17.0,15.0,21.0,2.0,23.0,48.0,39.0,3.0,5670325,,12.0,2.0
2018,Gardner-Webb,1092,13.0,Maddie Martin,Maddie Martin,Maddie,Martin,Fr,,14.0,6.0,6.0,3.0,9.0,20.0,16.0,13.0,5670329,16.0,21.0,63.0
2018,Gardner-Webb,1092,30.0,Lauren Deaver,Lauren Deaver,Lauren,Deaver,Fr,,16.0,8.0,7.0,4.0,11.0,18.0,16.0,5.0,5670349,5.0,18.0,16.0
2018,George Mason,248,2.0,Kerry Huzzard,Kerry Huzzard,Kerry,Huzzard,So,,9.0,0.0,2.0,1.0,3.0,6.0,5.0,1.0,5486096,3.0,2.0,
2018,George Mason,248,3.0,Kelley Reilley,Kelley Reilley,Kelley,Reilley,So,,17.0,17.0,,,0.0,2.0,1.0,7.0,5486097,41.0,12.0,31.0
2018,George Mason,248,8.0,Julianna Brown,Julianna Brown,Julianna,Brown,So,,17.0,2.0,4.0,1.0,5.0,16.0,12.0,3.0,5486098,7.0,8.0,
2018,George Mason,248,12.0,Hailey Johnson,Hailey Johnson,Hailey,Johnson,So,,17.0,15.0,23.0,8.0,31.0,56.0,44.0,2.0,5486099,15.0,7.0,27.0
2018,George Mason,248,22.0,Melissa Semkiw,Melissa Semkiw,Melissa,Semkiw,So,,18.0,16.0,,,0.0,,,9.0,5486101,2.0,33.0,
2018,George Mason,248,30.0,Morgan Rynn,Morgan Rynn,Morgan,Rynn,So,,12.0,3.0,,,0.0,2.0,,2.0,5486103,11.0,3.0,1.0
2018,George Mason,248,16.0,Megan Curley,Megan Curley,Megan,Curley,Sr,,9.0,1.0,,,0.0,,,3.0,5486105,3.0,1.0,
2018,George Mason,248,18.0,Christina Romano,Christina Romano,Christina,Romano,Fr,,9.0,0.0,4.0,2.0,6.0,16.0,9.0,,5674094,3.0,4.0,
2018,George Mason,248,4.0,Elizabeth Benedetto,Elizabeth Benedetto,Elizabeth,Benedetto,Jr,,4.0,1.0,,,0.0,,,2.0,5489439,,2.0,
2018,George Mason,248,5.0,Rachel Woods,Rachel Woods,Rachel,Woods,Jr,,18.0,17.0,,,0.0,1.0,1.0,14.0,5489440,32.0,18.0,1.0
2018,George Mason,248,6.0,Chachi Kelehan,Chachi Kelehan,Chachi,Kelehan,Jr,,17.0,15.0,52.0,24.0,76.0,114.0,86.0,1.0,5485901,10.0,7.0,
2018,George Mason,248,24.0,Erin Donoghue,Erin Donoghue,Erin,Donoghue,Fr,M,18.0,18.0,44.0,7.0,51.0,78.0,59.0,12.0,5672110,22.0,29.0,86.0
2018,George Mason,248,9.0,Kira Greer,Kira Greer,Kira,Greer,Sr,,18.0,18.0,,,0.0,,,20.0,5511059,31.0,41.0,2.0
2018,George Mason,248,29.0,Kristin Morgan,Kristin Morgan,Kristin,Morgan,Sr,,17.0,15.0,9.0,2.0,11.0,23.0,17.0,5.0,5511060,22.0,15.0,3.0
2018,George Mason,248,1.0,Lindsay Tangeman,Lindsay Tangeman,Lindsay,Tangeman,Sr,,17.0,8.0,21.0,16.0,37.0,56.0,46.0,4.0,5511061,8.0,17.0,
2018,George Mason,248,23.0,Holly Tevis,Holly Tevis,Holly,Tevis,Sr,,18.0,13.0,19.0,15.0,34.0,37.0,32.0,8.0,5511062,18.0,19.0,2.0
2018,George Mason,248,28.0,Hannah Warpinski,Hannah Warpinski,Hannah,Warpinski,Sr,,18.0,18.0,23.0,7.0,30.0,39.0,34.0,27.0,5511063,55.0,50.0,88.0
2018,George Mason,248,33.0,Corinne Wessels,Corinne Wessels,Corinne,Wessels,Sr,,18.0,18.0,39.0,32.0,71.0,77.0,62.0,2.0,5672108,29.0,13.0,11.0
2018,George Mason,248,15.0,Natalya Moody,Natalya Moody,Natalya,Moody,Fr,D,17.0,15.0,,,0.0,,,6.0,5672109,31.0,21.0,
2018,George Mason,248,17.0,Niki Baker,Niki Baker,Niki,Baker,Fr,,8.0,0.0,1.0,,1.0,3.0,3.0,,5674093,1.0,1.0,
2018,George Mason,248,14.0,Olivia O'Brien,Olivia O'Brien,Olivia,O'Brien,Fr,,9.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,5674092,3.0,2.0,14.0
2018,George Mason,248,11.0,Ali Johnston,Ali Johnston,Ali,Johnston,Fr,,5.0,1.0,,,0.0,,,2.0,5674090,1.0,2.0,
2018,George Mason,248,19.0,Sarena Pillow,Sarena Pillow,Sarena,Pillow,So,,4.0,0.0,,,0.0,,,,5674097,,1.0,
2018,George Mason,248,7.0,Sammy Ottimo,Sammy Ottimo,Sammy,Ottimo,Fr,,5.0,0.0,2.0,,2.0,4.0,4.0,,5674088,2.0,,
2018,George Mason,248,10.0,Abby Folker,Abby Folker,Abby,Folker,Fr,,5.0,0.0,,,0.0,2.0,1.0,,5674089,5.0,,
2018,George Mason,248,34.0,Sasha Silva,Sasha Silva,Sasha,Silva,Fr,,5.0,1.0,,,0.0,,,2.0,5674096,2.0,2.0,
2018,George Mason,248,26.0,Melissa Capri,Melissa Capri,Melissa,Capri,Fr,,6.0,0.0,1.0,,1.0,3.0,2.0,,5674095,,,2.0
2018,George Washington,249,18.0,Sarah Adams,Sarah Adams,Sarah,Adams,Fr,,6.0,0.0,,,0.0,,,,5637490,,2.0,
2018,George Washington,249,17.0,Allie Scannapieco,Allie Scannapieco,Allie,Scannapieco,Fr,,7.0,,2.0,,2.0,5.0,4.0,,5637496,,1.0,
2018,George Washington,249,2.0,Aidan Cage,Aidan Cage,Aidan,Cage,So,,17.0,8.0,7.0,5.0,12.0,23.0,21.0,11.0,5484746,17.0,19.0,22.0
2018,George Washington,249,8.0,Caitlin Concannon,Caitlin Concannon,Caitlin,Concannon,So,,14.0,1.0,6.0,3.0,9.0,14.0,12.0,3.0,5484747,1.0,5.0,
2018,George Washington,249,35.0,Katie Quinn,Katie Quinn,Katie,Quinn,So,,17.0,17.0,28.0,14.0,42.0,58.0,47.0,11.0,5484748,18.0,13.0,30.0
2018,George Washington,249,11.0,Caroline Esmond,Caroline Esmond,Caroline,Esmond,So,,17.0,17.0,,1.0,1.0,,,12.0,5484749,17.0,16.0,3.0
2018,George Washington,249,22.0,Caroline Kiernan,Caroline Kiernan,Caroline,Kiernan,So,,17.0,17.0,18.0,14.0,32.0,53.0,40.0,14.0,5484750,20.0,21.0,53.0
2018,George Washington,249,1.0,Morgan McDonnell,Morgan McDonnell,Morgan,McDonnell,So,,15.0,12.0,8.0,11.0,19.0,26.0,21.0,3.0,5484751,3.0,10.0,
2018,George Washington,249,15.0,Jassandra Robinson,Jassandra Robinson,Jassandra,Robinson,So,,7.0,,,,0.0,,,2.0,5484752,1.0,2.0,
2018,George Washington,249,12.0,Posie Paoletta,Posie Paoletta,Posie,Paoletta,So,,17.0,16.0,,,0.0,,,17.0,5484754,21.0,24.0,1.0
2018,George Washington,249,3.0,Christine Weber,Christine Weber,Christine,Weber,So,,15.0,4.0,7.0,6.0,13.0,18.0,16.0,4.0,5484755,2.0,6.0,
2018,George Washington,249,19.0,Kali Benevenuto,Kali Benevenuto,Kali,Benevenuto,So,,15.0,,,,0.0,,,,5483639,,3.0,
2018,George Washington,249,5.0,Bridget Cassidy,Bridget Cassidy,Bridget,Cassidy,Jr,,13.0,11.0,,,0.0,,,6.0,5489339,8.0,7.0,
2018,George Washington,249,24.0,Cescily-Jo Wheeler,Cescily-Jo Wheeler,Cescily-Jo,Wheeler,Fr,,8.0,0.0,1.0,,1.0,3.0,3.0,1.0,5637492,,1.0,
2018,George Washington,249,4.0,Ioanna Mantzouratos,Ioanna Mantzouratos,Ioanna,Mantzouratos,Fr,,16.0,16.0,23.0,18.0,41.0,46.0,40.0,8.0,5637493,11.0,8.0,10.0
2018,George Washington,249,16.0,Abby Carlin,Abby Carlin,Abby,Carlin,Fr,,17.0,2.0,2.0,6.0,8.0,14.0,9.0,12.0,5637494,8.0,16.0,38.0
2018,George Washington,249,28.0,Jenna Oler,Jenna Oler,Jenna,Oler,Fr,,17.0,14.0,,,0.0,,,6.0,5637495,1.0,46.0,2.0
2018,George Washington,249,20.0,Adele Wise,Adele Wise,Adele,Wise,Sr,,9.0,3.0,,,0.0,,,1.0,5512163,,3.0,
2018,George Washington,249,23.0,Jocelyn Donohue,Jocelyn Donohue,Jocelyn,Donohue,Sr,,17.0,17.0,46.0,3.0,49.0,93.0,74.0,9.0,5512165,16.0,14.0,13.0
2018,George Washington,249,9.0,Brooke Sands,Brooke Sands,Brooke,Sands,Sr,,10.0,9.0,13.0,13.0,26.0,32.0,28.0,6.0,5512166,10.0,7.0,29.0
2018,George Washington,249,13.0,Camaryn Kerns,Camaryn Kerns,Camaryn,Kerns,Sr,,17.0,17.0,40.0,4.0,44.0,91.0,64.0,2.0,5512168,18.0,7.0,2.0
2018,George Washington,249,21.0,Michaela Bartley,Michaela Bartley,Michaela,Bartley,Fr,,15.0,6.0,,,0.0,,,9.0,5637491,23.0,24.0,4.0
2018,George Washington,249,14.0,Brooke Caruso,Brooke Caruso,Brooke,Caruso,Fr,,2.0,0.0,,,0.0,1.0,1.0,,5637510,,,
2018,George Washington,249,27.0,Arielle Pastore,Arielle Pastore,Arielle,Pastore,Fr,,3.0,1.0,,,0.0,,,,5637511,1.0,,
2018,George Washington,249,33.0,Alexa Solomon,Alexa Solomon,Alexa,Solomon,Fr,,4.0,0.0,,,0.0,,,1.0,5637512,,,
2018,George Washington,249,26.0,Cassie Scandalios,Cassie Scandalios,Cassie,Scandalios,Fr,,17.0,16.0,,1.0,1.0,,,14.0,5637513,11.0,31.0,4.0
2018,Georgetown,251,10.0,Taylor Gebhardt,Taylor Gebhardt,Taylor,Gebhardt,Jr,,19.0,19.0,53.0,12.0,65.0,112.0,93.0,9.0,5483381,13.0,17.0,
2018,Georgetown,251,13.0,Megan Massimino,Megan Massimino,Megan,Massimino,Jr,,19.0,19.0,,,0.0,,,11.0,5483382,27.0,13.0,2.0
