season,team,team_id,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,shots,sog,ct,ncaa_id,fouls,ground_balls,draw_controls
2018,Arizona St.,28,15.0,Riley Purcell,Riley Purcell,Riley,Purcell,Fr,,17.0,5.0,,,0.0,1.0,1.0,6.0,5649111,22.0,11.0,4.0
2018,Arizona St.,28,21.0,Julia Burns,Julia Burns,Julia,Burns,Fr,,18.0,7.0,10.0,11.0,21.0,36.0,26.0,1.0,5649113,9.0,12.0,1.0
2018,Arizona St.,28,18.0,Sydney Bosmans,Sydney Bosmans,Sydney,Bosmans,Sr,,15.0,7.0,,,0.0,,,5.0,5649132,27.0,7.0,
2018,Arizona St.,28,22.0,Kerri Clayton,Kerri Clayton,Kerri,Clayton,Jr,,17.0,17.0,44.0,15.0,59.0,102.0,73.0,8.0,5649133,28.0,11.0,1.0
2018,Arizona St.,28,23.0,Lia Willis,Lia Willis,Lia,Willis,Fr,,13.0,3.0,,,0.0,2.0,,5.0,5649134,18.0,12.0,8.0
2018,Arizona St.,28,24.0,Maddy Hunter,Maddy Hunter,Maddy,Hunter,Fr,,12.0,12.0,13.0,3.0,16.0,37.0,27.0,19.0,5649135,29.0,39.0,52.0
2018,Arizona St.,28,25.0,Kristina Coppinger,Kristina Coppinger,Kristina,Coppinger,So,,16.0,10.0,,,0.0,,,8.0,5649136,31.0,17.0,1.0
2018,Arizona St.,28,26.0,Kate Dougherty,Kate Dougherty,Kate,Dougherty,Fr,,13.0,5.0,17.0,1.0,18.0,26.0,21.0,2.0,5649137,2.0,2.0,
2018,Arizona St.,28,29.0,Hanna Schuler,Hanna Schuler,Hanna,Schuler,Fr,,7.0,0.0,,,0.0,,,1.0,5649139,1.0,2.0,
2018,Arizona St.,28,32.0,Ashley Cusack,Ashley Cusack,Ashley,Cusack,So,,18.0,15.0,,,0.0,,,8.0,5649140,19.0,15.0,1.0
2018,Arizona St.,28,33.0,Kylie Kroeger,Kylie Kroeger,Kylie,Kroeger,Fr,,18.0,18.0,11.0,4.0,15.0,36.0,22.0,8.0,5649141,21.0,16.0,28.0
2018,Arizona St.,28,34.0,Alexis Linhardt,Alexis Linhardt,Alexis,Linhardt,Jr,,7.0,0.0,,1.0,1.0,3.0,2.0,,5649142,1.0,1.0,
2018,Arizona St.,28,35.0,Daniela Wright,Daniela Wright,Daniela,Wright,Fr,,6.0,0.0,3.0,2.0,5.0,11.0,8.0,,5649143,3.0,2.0,
2018,Arizona St.,28,40.0,Carley Adams,Carley Adams,Carley,Adams,So,,18.0,7.0,8.0,2.0,10.0,20.0,16.0,1.0,5649146,12.0,7.0,10.0
2018,Arizona St.,28,48.0,Madison Woodall,Madison Woodall,Madison,Woodall,So,,16.0,1.0,,,0.0,2.0,,1.0,5649149,3.0,,19.0
2018,Arizona St.,28,68.0,Logan Millican,Logan Millican,Logan,Millican,So,,17.0,16.0,,,0.0,,,4.0,5649153,30.0,10.0,
2018,Arizona St.,28,8.0,Haley Gorke,Haley Gorke,Haley,Gorke,Fr,,4.0,0.0,1.0,,1.0,3.0,2.0,,5649110,,,1.0
2018,Arizona St.,28,56.0,Rachel Gregory,Rachel Gregory,Rachel,Gregory,Jr,,18.0,18.0,,,0.0,,,13.0,5649120,44.0,22.0,21.0
2018,Arizona St.,28,7.0,Avery Hamill,Avery Hamill,Avery,Hamill,So,,8.0,2.0,8.0,2.0,10.0,15.0,12.0,4.0,5649109,6.0,6.0,3.0
2018,Arizona St.,28,0.0,Berkeley Bonneau,Berkeley Bonneau,Berkeley,Bonneau,So,,18.0,18.0,,,0.0,,,9.0,5649108,2.0,56.0,
2018,Arizona St.,28,19.0,Maria Villanti,Maria Villanti,Maria,Villanti,Fr,,18.0,18.0,8.0,2.0,10.0,20.0,16.0,12.0,5649112,49.0,22.0,5.0
2018,Arizona St.,28,37.0,Graci Fulkerson,Graci Fulkerson,Graci,Fulkerson,Fr,,18.0,10.0,15.0,13.0,28.0,42.0,26.0,1.0,5649116,15.0,9.0,2.0
2018,Arizona St.,28,99.0,Sophia Thomas,Sophia Thomas,Sophia,Thomas,Fr,,15.0,0.0,,,0.0,,,2.0,5649118,,9.0,
2018,Army West Point,725,1.0,Nia Crump,Nia Crump,Nia,Crump,Jr,,17.0,17.0,,,0.0,,,8.0,5488078,27.0,13.0,1.0
2018,Army West Point,725,4.0,Peyton Fancher,Peyton Fancher,Peyton,Fancher,Jr,,16.0,14.0,,,0.0,,,10.0,5488079,22.0,13.0,
2018,Army West Point,725,9.0,Madison Marko,Madison Marko,Madison,Marko,Jr,,2.0,0.0,,,0.0,,,2.0,5488082,,1.0,
2018,Army West Point,725,12.0,Amy Johnston,Amy Johnston,Amy,Johnston,Sr,,17.0,17.0,22.0,8.0,30.0,61.0,42.0,3.0,5488084,34.0,9.0,85.0
2018,Army West Point,725,13.0,Manuela Cortes,Manuela Cortes,Manuela,Cortes,Jr,,17.0,0.0,24.0,4.0,28.0,62.0,48.0,5.0,5488085,21.0,10.0,1.0
2018,Army West Point,725,18.0,Kiersten Spencer,Kiersten Spencer,Kiersten,Spencer,Sr,,17.0,17.0,4.0,3.0,7.0,17.0,12.0,7.0,5488088,20.0,16.0,4.0
2018,Army West Point,725,24.0,Kristen McCarty,Kristen McCarty,Kristen,McCarty,Sr,,3.0,0.0,,,0.0,1.0,1.0,,5488092,,,
2018,Army West Point,725,26.0,Kelsea Krauss,Kelsea Krauss,Kelsea,Krauss,Jr,,5.0,0.0,,,0.0,,,1.0,5488093,5.0,1.0,
2018,Army West Point,725,36.0,Rachel Hornick,Rachel Hornick,Rachel,Hornick,Sr,,17.0,17.0,25.0,23.0,48.0,79.0,58.0,8.0,5488094,36.0,12.0,
2018,Army West Point,725,39.0,Nikki Polhamus,Nikki Polhamus,Nikki,Polhamus,Jr,,5.0,0.0,1.0,,1.0,2.0,2.0,,5488095,4.0,,1.0
2018,Army West Point,725,48.0,Hannah Shiflet,Hannah Shiflet,Hannah,Shiflet,Jr,,4.0,0.0,,,0.0,,,,5488096,1.0,,
2018,Army West Point,725,14.0,Isabella Cortes,Isabella Cortes,Isabella,Cortes,So,,2.0,0.0,,,0.0,,,,5488391,1.0,1.0,
2018,Army West Point,725,3.0,Emma Roerty,Emma Roerty,Emma,Roerty,So,,4.0,1.0,1.0,2.0,3.0,3.0,2.0,,5488392,,3.0,2.0
2018,Army West Point,725,8.0,Madeline Leahy,Madeline Leahy,Madeline,Leahy,So,,1.0,0.0,,,0.0,,,,5488393,,1.0,
2018,Army West Point,725,10.0,Samantha Stewart,Samantha Stewart,Samantha,Stewart,So,,16.0,16.0,24.0,4.0,28.0,49.0,40.0,9.0,5488394,29.0,19.0,47.0
2018,Army West Point,725,25.0,Taylor Andrews,Taylor Andrews,Taylor,Andrews,So,,3.0,0.0,,,0.0,,,,5488396,1.0,,1.0
2018,Army West Point,725,27.0,Maddie Miller,Maddie Miller,Maddie,Miller,So,,16.0,13.0,14.0,22.0,36.0,31.0,26.0,1.0,5488397,10.0,10.0,
2018,Army West Point,725,5.0,Ryan Murphy,Ryan Murphy,Ryan,Murphy,So,,17.0,17.0,,,0.0,,,2.0,5488398,17.0,8.0,1.0
2018,Army West Point,725,34.0,Juliana Dworschak,Juliana Dworschak,Juliana,Dworschak,So,,15.0,1.0,2.0,,2.0,4.0,4.0,3.0,5488399,9.0,5.0,42.0
2018,Army West Point,725,35.0,Taylor Korpela,Taylor Korpela,Taylor,Korpela,So,,2.0,0.0,,,0.0,,,,5488400,,1.0,
2018,Army West Point,725,42.0,Maddie Burns,Maddie Burns,Maddie,Burns,So,,17.0,17.0,,,0.0,,,9.0,5488401,,31.0,
2018,Army West Point,725,44.0,Rilee Scott,Rilee Scott,Rilee,Scott,So,,17.0,16.0,20.0,5.0,25.0,36.0,25.0,10.0,5488402,19.0,16.0,1.0
2018,Army West Point,725,7.0,Beth Hofmann,Beth Hofmann,Beth,Hofmann,Fr,,17.0,1.0,4.0,1.0,5.0,10.0,8.0,5.0,5647545,11.0,16.0,2.0
2018,Army West Point,725,15.0,Cameron Manor,Cameron Manor,Cameron,Manor,Fr,,15.0,4.0,13.0,2.0,15.0,28.0,21.0,2.0,5647546,5.0,7.0,1.0
2018,Army West Point,725,23.0,Lauren Bredenburg,Lauren Bredenburg,Lauren,Bredenburg,Fr,,17.0,17.0,,1.0,1.0,1.0,1.0,21.0,5647552,36.0,31.0,1.0
2018,Army West Point,725,28.0,Jackie Brattan,Jackie Brattan,Jackie,Brattan,Fr,,17.0,15.0,24.0,2.0,26.0,59.0,41.0,5.0,5647554,7.0,7.0,46.0
2018,Army West Point,725,30.0,Anna Orlando,Anna Orlando,Anna,Orlando,Fr,,3.0,0.0,,,0.0,3.0,1.0,1.0,5647555,,2.0,
2018,Army West Point,725,31.0,Mikayla Bergin,Mikayla Bergin,Mikayla,Bergin,Fr,,16.0,0.0,8.0,9.0,17.0,13.0,10.0,5.0,5647560,8.0,9.0,
2018,Army West Point,725,33.0,Leslie Lewis,Leslie Lewis,Leslie,Lewis,Fr,,2.0,0.0,,,0.0,,,,5647562,,1.0,
2018,Army West Point,725,2.0,Charlotte Spencer,Charlotte Spencer,Charlotte,Spencer,Fr,,5.0,3.0,,,0.0,2.0,1.0,1.0,5647544,6.0,2.0,
2018,Army West Point,725,21.0,Lexi Roberts,Lexi Roberts,Lexi,Roberts,Fr,,4.0,0.0,,,0.0,,,,5647549,1.0,,
2018,Army West Point,725,22.0,Anne Dunlap,Anne Dunlap,Anne,Dunlap,Fr,,2.0,0.0,,,0.0,1.0,1.0,,5647551,,,1.0
2018,Army West Point,725,16.0,Megan Raftery,Megan Raftery,Megan,Raftery,Fr,,17.0,1.0,16.0,5.0,21.0,35.0,23.0,15.0,5647539,27.0,19.0,8.0
2018,Army West Point,725,40.0,Grace Blomberg,Grace Blomberg,Grace,Blomberg,Fr,,2.0,0.0,,,0.0,,,,5647566,2.0,,
2018,Army West Point,725,43.0,Hannah Slomkowski,Hannah Slomkowski,Hannah,Slomkowski,Fr,,6.0,0.0,,,0.0,,,2.0,5647571,,8.0,
2018,Binghamton,62,5.0,Amelia Biancardi,Amelia Biancardi,Amelia,Biancardi,So,,17.0,2.0,8.0,1.0,9.0,27.0,16.0,1.0,5484843,10.0,4.0,38.0
2018,Binghamton,62,6.0,Alex Franze,Alex Franze,Alex,Franze,So,,17.0,16.0,,,0.0,1.0,1.0,24.0,5484844,19.0,34.0,
2018,Binghamton,62,8.0,Lindsay Stephen,Lindsay Stephen,Lindsay,Stephen,So,,1.0,0.0,1.0,1.0,2.0,2.0,2.0,,5484845,,,
2018,Binghamton,62,16.0,Alissa Franze,Alissa Franze,Alissa,Franze,So,,16.0,0.0,4.0,1.0,5.0,8.0,7.0,2.0,5484846,1.0,6.0,1.0
2018,Binghamton,62,17.0,Megan Balter,Megan Balter,Megan,Balter,So,,2.0,0.0,,,0.0,,,,5484847,,1.0,
2018,Binghamton,62,44.0,Therese Pitman,Therese Pitman,Therese,Pitman,So,,9.0,1.0,,,0.0,,,,5484849,1.0,2.0,4.0
2018,Binghamton,62,99.0,Taylor Passuello,Taylor Passuello,Taylor,Passuello,So,,16.0,7.0,,,0.0,,,3.0,5484850,,28.0,
2018,Binghamton,62,39.0,Shannon McGreevy,Shannon McGreevy,Shannon,McGreevy,So,,2.0,0.0,1.0,,1.0,1.0,1.0,,5484851,,1.0,1.0
2018,Binghamton,62,27.0,Lauren Cristodero,Lauren Cristodero,Lauren,Cristodero,Jr,,12.0,0.0,,,0.0,1.0,1.0,1.0,5484852,8.0,5.0,
2018,Binghamton,62,1.0,Emily Yoo,Emily Yoo,Emily,Yoo,Jr,,14.0,0.0,1.0,8.0,9.0,4.0,2.0,1.0,5485818,1.0,3.0,1.0
2018,Binghamton,62,19.0,Olivia Batista,Olivia Batista,Olivia,Batista,Jr,,1.0,0.0,,,0.0,,,,5485819,1.0,,
2018,Binghamton,62,23.0,Kaia Gallop,Kaia Gallop,Kaia,Gallop,Jr,,17.0,17.0,,,0.0,,,8.0,5485820,25.0,15.0,1.0
2018,Binghamton,62,24.0,Rebecca Golderman,Rebecca Golderman,Rebecca,Golderman,Jr,,17.0,17.0,27.0,9.0,36.0,78.0,52.0,13.0,5485821,30.0,16.0,59.0
2018,Binghamton,62,9.0,Ciara Gordon,Ciara Gordon,Ciara,Gordon,Jr,,16.0,0.0,2.0,1.0,3.0,13.0,7.0,3.0,5485822,4.0,6.0,6.0
2018,Binghamton,62,33.0,Danielle Lulley,Danielle Lulley,Danielle,Lulley,Jr,,10.0,0.0,,,0.0,,,,5485823,2.0,1.0,
2018,Binghamton,62,4.0,Jacqueline Kennedy,Jacqueline Kennedy,Jacqueline,Kennedy,Sr,,17.0,17.0,30.0,9.0,39.0,77.0,50.0,48.0,5485824,27.0,49.0,54.0
2018,Binghamton,62,15.0,Jocelyn Penteck,Jocelyn Penteck,Jocelyn,Penteck,Sr,,15.0,12.0,4.0,5.0,9.0,20.0,14.0,5.0,5503039,7.0,18.0,2.0
2018,Binghamton,62,13.0,Skye Schumacher,Skye Schumacher,Skye,Schumacher,Sr,,17.0,10.0,7.0,8.0,15.0,23.0,18.0,2.0,5513269,,10.0,3.0
2018,Binghamton,62,0.0,Emma Jehle,Emma Jehle,Emma,Jehle,Sr,,14.0,10.0,,,0.0,,,6.0,5513270,1.0,17.0,
2018,Binghamton,62,18.0,Mariam Ghabarou,Mariam Ghabarou,Mariam,Ghabarou,Sr,,17.0,17.0,,,0.0,1.0,,13.0,5513271,52.0,31.0,
2018,Binghamton,62,11.0,Tiffany Ryan,Tiffany Ryan,Tiffany,Ryan,Sr,,17.0,14.0,28.0,6.0,34.0,80.0,56.0,12.0,5513272,26.0,16.0,6.0
2018,Binghamton,62,25.0,Katie Gaudet,Katie Gaudet,Katie,Gaudet,Sr,,6.0,1.0,2.0,2.0,4.0,5.0,4.0,,5513273,,3.0,
2018,Binghamton,62,21.0,Amelia Coakley,Amelia Coakley,Amelia,Coakley,Sr,,17.0,17.0,,,0.0,,,10.0,5513275,19.0,12.0,
2018,Binghamton,62,30.0,Stefanie Frolo,Stefanie Frolo,Stefanie,Frolo,Sr,,17.0,17.0,5.0,,5.0,16.0,8.0,5.0,5513276,20.0,11.0,13.0
2018,Binghamton,62,12.0,Paige Volkmann,Paige Volkmann,Paige,Volkmann,Fr,,17.0,5.0,20.0,6.0,26.0,40.0,32.0,4.0,5664971,11.0,16.0,1.0
2018,Binghamton,62,14.0,Kelly Quinn,Kelly Quinn,Kelly,Quinn,Fr,,7.0,1.0,,,0.0,,,1.0,5669292,,4.0,4.0
2018,Binghamton,62,7.0,Sam Fama,Sam Fama,Sam,Fama,Fr,,3.0,0.0,,,0.0,,,,5675839,,2.0,
2018,Binghamton,62,2.0,Alyssa Sanchez,Alyssa Sanchez,Alyssa,Sanchez,Fr,,15.0,0.0,2.0,,2.0,4.0,4.0,5.0,5672083,17.0,13.0,14.0
2018,Binghamton,62,45.0,Callon Williams,Callon Williams,Callon,Williams,Sr,,9.0,6.0,7.0,,7.0,21.0,15.0,4.0,5664950,7.0,10.0,
2018,Binghamton,62,3.0,Brianne Arthur,Brianne Arthur,Brianne,Arthur,Sr,,17.0,17.0,45.0,4.0,49.0,93.0,65.0,5.0,5664949,23.0,11.0,1.0
2018,Binghamton,62,32.0,Aldyn Savage,Aldyn Savage,Aldyn,Savage,Fr,,1.0,0.0,2.0,,2.0,3.0,2.0,1.0,5682675,,,
2018,Boston College,67,8.0,Christina Walsh,Christina Walsh,Christina,Walsh,Jr,,24.0,23.0,1.0,,1.0,5.0,2.0,13.0,5482228,22.0,23.0,8.0
2018,Boston College,67,18.0,Dempsey Arsenault,Dempsey Arsenault,Dempsey,Arsenault,Jr,,24.0,24.0,64.0,39.0,103.0,139.0,105.0,30.0,5482230,37.0,59.0,111.0
2018,Boston College,67,25.0,Taylor Walker,Taylor Walker,Taylor,Walker,Jr,,18.0,14.0,23.0,2.0,25.0,57.0,40.0,8.0,5482231,13.0,22.0,1.0
2018,Boston College,67,28.0,Brooke Troy,Brooke Troy,Brooke,Troy,Jr,,24.0,24.0,3.0,,3.0,5.0,5.0,13.0,5482232,16.0,34.0,3.0
2018,Boston College,67,3.0,Elizabeth Miller,Elizabeth Miller,Elizabeth,Miller,Jr,,24.0,24.0,6.0,1.0,7.0,10.0,7.0,19.0,5482233,37.0,31.0,46.0
2018,Boston College,67,33.0,Hannah Hyatt,Hannah Hyatt,Hannah,Hyatt,Jr,,24.0,24.0,1.0,,1.0,2.0,2.0,16.0,5482234,33.0,19.0,4.0
2018,Boston College,67,34.0,Lauren Daly,Lauren Daly,Lauren,Daly,Jr,,24.0,24.0,,,0.0,,,1.0,5482235,,52.0,
2018,Boston College,67,27.0,Jordan Lappin,Jordan Lappin,Jordan,Lappin,Fr,,11.0,0.0,7.0,1.0,8.0,17.0,9.0,1.0,5661674,3.0,6.0,2.0
2018,Boston College,67,2.0,Sam Apuzzo,Sam Apuzzo,Sam,Apuzzo,Jr,,24.0,24.0,88.0,41.0,129.0,159.0,126.0,31.0,5481156,57.0,45.0,163.0
2018,Boston College,67,21.0,Kate Taylor,Kate Taylor,Kate,Taylor,So,,1.0,0.0,,,0.0,,,,5480072,,1.0,
2018,Boston College,67,26.0,Cara Urbank,Cara Urbank,Cara,Urbank,So,,23.0,9.0,27.0,8.0,35.0,54.0,47.0,8.0,5480073,40.0,24.0,3.0
2018,Boston College,67,16.0,Morgan Tedeschi,Morgan Tedeschi,Morgan,Tedeschi,So,,4.0,0.0,,,0.0,,,,5478982,1.0,,
2018,Boston College,67,6.0,Ally Mayle,Ally Mayle,Ally,Mayle,So,,8.0,3.0,3.0,,3.0,6.0,6.0,2.0,5478983,9.0,2.0,
2018,Boston College,67,11.0,Sheila Rietano,Sheila Rietano,Sheila,Rietano,So,,22.0,,7.0,4.0,11.0,38.0,22.0,2.0,5478984,7.0,12.0,42.0
2018,Boston College,67,14.0,Jillian Reilly,Jillian Reilly,Jillian,Reilly,So,,16.0,,,,0.0,,,7.0,5478985,10.0,9.0,
2018,Boston College,67,17.0,Addison Kent,Addison Kent,Addison,Kent,Fr,,5.0,0.0,,,0.0,,,1.0,5661696,,,
2018,Boston College,67,20.0,Haley Cogliano,Haley Cogliano,Haley,Cogliano,Fr,,4.0,0.0,,,0.0,1.0,1.0,,5661698,,,
2018,Boston College,67,5.0,Tess Chandler,Tess Chandler,Tess,Chandler,Sr,,24.0,15.0,50.0,2.0,52.0,91.0,71.0,3.0,5661663,6.0,14.0,1.0
2018,Boston College,67,7.0,Kaileen Hart,Kaileen Hart,Kaileen,Hart,Sr,,24.0,24.0,57.0,28.0,85.0,134.0,99.0,14.0,5497451,25.0,40.0,3.0
2018,Boston College,67,10.0,Carly Bell,Carly Bell,Carly,Bell,Sr,,24.0,24.0,1.0,,1.0,4.0,2.0,16.0,5497452,21.0,24.0,5.0
2018,Boston College,67,12.0,Emma Schurr,Emma Schurr,Emma,Schurr,Sr,,24.0,24.0,23.0,16.0,39.0,63.0,37.0,5.0,5497453,13.0,26.0,
2018,Boston College,67,29.0,Tara Schurr,Tara Schurr,Tara,Schurr,Sr,,21.0,7.0,11.0,9.0,20.0,24.0,17.0,7.0,5497454,10.0,15.0,
2018,Boston College,67,13.0,Melanie Welch,Melanie Welch,Melanie,Welch,Fr,,6.0,0.0,,,0.0,,,,5661710,1.0,1.0,
2018,Boston College,67,16.0,Maggie Casey,Maggie Casey,Maggie,Casey,Fr,,4.0,0.0,1.0,,1.0,1.0,1.0,,5661692,,2.0,
2018,Boston College,67,23.0,Abbey Ngai,Abbey Ngai,Abbey,Ngai,Fr,,3.0,0.0,,,0.0,,,,5661701,,2.0,
2018,Boston College,67,9.0,Cailee Perettine,Cailee Perettine,Cailee,Perettine,Fr,,5.0,0.0,3.0,1.0,4.0,5.0,4.0,,5661689,2.0,,
2018,Boston College,67,30.0,Caroline Peters,Caroline Peters,Caroline,Peters,Sr,,7.0,1.0,,1.0,1.0,3.0,3.0,,5661706,3.0,1.0,
2018,Boston U.,68,18.0,Catherine McAuley,Catherine McAuley,Catherine,McAuley,Jr,,7.0,0.0,1.0,,1.0,5.0,4.0,,5483413,2.0,1.0,
2018,Boston U.,68,14.0,Kelly Mathews,Kelly Mathews,Kelly,Mathews,Jr,,18.0,6.0,13.0,6.0,19.0,42.0,30.0,8.0,5483414,15.0,19.0,21.0
2018,Boston U.,68,21.0,Tonianne Magnelli,Tonianne Magnelli,Tonianne,Magnelli,Jr,,18.0,18.0,,1.0,1.0,3.0,1.0,28.0,5483415,45.0,35.0,50.0
2018,Boston U.,68,2.0,Kaitlin Belval,Kaitlin Belval,Kaitlin,Belval,Jr,,18.0,18.0,16.0,11.0,27.0,66.0,44.0,14.0,5483416,34.0,26.0,81.0
2018,Boston U.,68,27.0,Molly Kern,Molly Kern,Molly,Kern,Jr,,17.0,11.0,5.0,3.0,8.0,24.0,16.0,1.0,5482305,7.0,10.0,2.0
2018,Boston U.,68,1.0,Mackenzie Howe,Mackenzie Howe,Mackenzie,Howe,So,,18.0,18.0,,,0.0,,,,5479091,14.0,,47.0
2018,Boston U.,68,8.0,Kailey Conry,Kailey Conry,Kailey,Conry,So,,18.0,18.0,27.0,43.0,70.0,79.0,60.0,8.0,5479092,20.0,24.0,2.0
2018,Boston U.,68,10.0,Lexi Lewis,Lexi Lewis,Lexi,Lewis,So,,18.0,12.0,22.0,4.0,26.0,56.0,50.0,3.0,5479093,14.0,25.0,23.0
2018,Boston U.,68,15.0,Christine Carugati,Christine Carugati,Christine,Carugati,So,,17.0,0.0,1.0,2.0,3.0,6.0,4.0,2.0,5479095,10.0,11.0,7.0
2018,Boston U.,68,16.0,Bianca Smith,Bianca Smith,Bianca,Smith,So,,8.0,2.0,,,0.0,,,,5479096,,8.0,
2018,Boston U.,68,13.0,Reilly Fletcher,Reilly Fletcher,Reilly,Fletcher,Fr,,2.0,2.0,,,0.0,1.0,1.0,1.0,5669665,2.0,,
2018,Boston U.,68,5.0,Maddie Curley,Maddie Curley,Maddie,Curley,Sr,,18.0,18.0,,,0.0,,,8.0,5513250,33.0,21.0,
2018,Boston U.,68,30.0,Avery Donahoe,Avery Donahoe,Avery,Donahoe,Sr,,13.0,13.0,36.0,5.0,41.0,78.0,57.0,5.0,5513251,14.0,11.0,1.0
2018,Boston U.,68,9.0,Caroline English,Caroline English,Caroline,English,Sr,,18.0,13.0,18.0,5.0,23.0,43.0,31.0,7.0,5513252,18.0,14.0,6.0
2018,Boston U.,68,3.0,Maria Guerra,Maria Guerra,Maria,Guerra,Sr,,18.0,18.0,1.0,,1.0,3.0,2.0,29.0,5513253,39.0,44.0,
2018,Boston U.,68,6.0,Sarah Andersen,Sarah Andersen,Sarah,Andersen,Sr,,18.0,18.0,3.0,1.0,4.0,9.0,6.0,16.0,5513254,34.0,21.0,1.0
2018,Boston U.,68,29.0,Christine Laible,Christine Laible,Christine,Laible,Sr,,17.0,16.0,,,0.0,,,3.0,5513255,1.0,38.0,
2018,Boston U.,68,22.0,Nicole Foringer,Nicole Foringer,Nicole,Foringer,Fr,,16.0,0.0,3.0,5.0,8.0,10.0,9.0,1.0,5669666,6.0,1.0,
