date,team,opponent,home_away,result,home_score,visitor_score,overtime,games,fouls,gs,goals,assists,points,shots,sog,ground_balls,turnovers,ct,freepos_shots,freepos_goals,draw_controls,defensive_games,defensive_fouls,defensive_gs,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_turnovers,defensive_ct,defensive_freepos_shots,defensive_freepos_goals,defensive_draw_controls,team_id
2024-04-06,Boston U.,Lehigh,Home,,8,14,,,21.0,,8.0,2.0,10.0,37,24,19,9,2.0,8.0,2.0,12.0,,15.0,,14.0,5.0,19.0,31,21,18,13,2.0,8.0,4.0,14.0,68
2024-04-13,Boston U.,Loyola Maryland,Away,,7,18,,,7.0,,7.0,2.0,9.0,16,13,14,12,6.0,3.0,2.0,7.0,,6.0,,18.0,11.0,29.0,30,26,18,12,9.0,6.0,5.0,22.0,68
2024-04-17,Boston U.,Colgate,Home,,13,10,,,20.0,,13.0,4.0,17.0,28,22,15,13,6.0,4.0,1.0,13.0,,16.0,,10.0,7.0,17.0,25,20,10,11,7.0,9.0,3.0,15.0,68
2024-04-20,Boston U.,American,Home,,11,12,1,,19.0,,11.0,4.0,15.0,26,20,24,15,7.0,3.0,1.0,13.0,,6.0,,12.0,6.0,18.0,22,17,14,20,5.0,3.0,1.0,14.0,68
2024-04-25,Boston U.,Holy Cross,Away,,8,16,,,34.0,,8.0,2.0,10.0,19,15,20,19,7.0,1.0,1.0,10.0,,15.0,,16.0,6.0,22.0,32,23,13,18,8.0,9.0,5.0,18.0,68
2024-02-17,Brown,Massachusetts,Away,,15,14,,,7.0,,15.0,6.0,21.0,27,18,14,11,8.0,8.0,5.0,11.0,,28.0,,14.0,9.0,23.0,33,22,10,12,7.0,2.0,,21.0,80
2024-02-20,Brown,UAlbany,Away,,14,10,,,14.0,,14.0,5.0,19.0,34,26,24,14,13.0,5.0,2.0,16.0,,22.0,,10.0,2.0,12.0,23,16,14,19,6.0,5.0,3.0,11.0,80
2024-02-24,Brown,Sacred Heart,Home,,15,6,,,4.0,,15.0,7.0,22.0,41,32,20,13,10.0,15.0,4.0,17.0,,30.0,,6.0,,6.0,18,9,6,17,7.0,3.0,2.0,7.0,80
2024-03-02,Brown,Harvard,Away,,17,18,,,8.0,,17.0,11.0,28.0,38,29,20,9,6.0,9.0,3.0,21.0,,15.0,,18.0,7.0,25.0,26,22,15,12,8.0,5.0,5.0,17.0,80
2024-03-06,Brown,Bryant,Home,,20,9,,,10.0,,20.0,8.0,28.0,37,31,20,10,10.0,8.0,5.0,20.0,,11.0,,9.0,5.0,14.0,30,15,14,14,3.0,7.0,3.0,13.0,80
2024-03-09,Brown,Boston U.,Home,,21,9,,,10.0,,21.0,14.0,35.0,41,29,20,12,8.0,4.0,2.0,18.0,,10.0,,9.0,3.0,12.0,26,16,14,15,7.0,6.0,1.0,15.0,80
2024-03-13,Brown,Notre Dame,Home,,15,16,,,16.0,,15.0,8.0,23.0,26,22,11,11,4.0,,,12.0,,14.0,,16.0,5.0,21.0,39,23,7,7,6.0,,,20.0,80
2024-03-16,Brown,UMass Lowell,Home,,15,14,,,5.0,,15.0,6.0,21.0,35,24,13,16,3.0,9.0,5.0,24.0,,15.0,,14.0,2.0,16.0,28,20,15,10,6.0,4.0,3.0,9.0,80
2024-03-23,Brown,Columbia,Away,,19,7,,,7.0,,19.0,10.0,29.0,34,24,19,15,9.0,7.0,5.0,22.0,,14.0,,7.0,4.0,11.0,24,16,25,16,11.0,4.0,2.0,8.0,80
2024-03-25,Brown,Stetson,Away,,24,5,,,8.0,,24.0,16.0,40.0,40,29,18,11,12.0,7.0,3.0,19.0,,17.0,,5.0,3.0,8.0,14,7,13,16,6.0,4.0,1.0,12.0,80
2024-03-30,Brown,Yale,Away,,5,10,,,9.0,,5.0,2.0,7.0,19,10,15,19,9.0,5.0,1.0,9.0,,16.0,,10.0,5.0,15.0,20,13,19,16,14.0,6.0,2.0,10.0,80
2024-04-06,Brown,Dartmouth,Home,,18,11,,,12.0,,18.0,10.0,28.0,43,29,25,15,14.0,9.0,5.0,22.0,,12.0,,11.0,5.0,16.0,23,17,17,19,6.0,5.0,2.0,11.0,80
2024-04-13,Brown,Princeton,Home,,10,23,,,15.0,,10.0,3.0,13.0,28,19,12,11,5.0,4.0,2.0,12.0,,11.0,,23.0,9.0,32.0,35,29,13,12,6.0,13.0,9.0,24.0,80
2024-04-20,Brown,Penn,Away,,13,19,,,6.0,,13.0,9.0,22.0,27,22,18,14,5.0,7.0,1.0,17.0,,13.0,,19.0,12.0,31.0,33,22,14,14,12.0,4.0,4.0,19.0,80
2024-04-27,Brown,Cornell,Home,,23,17,,,15.0,,23.0,12.0,35.0,40,31,17,10,11.0,5.0,3.0,25.0,,17.0,,17.0,8.0,25.0,28,22,12,13,8.0,6.0,4.0,18.0,80
2024-02-10,Bryant,Monmouth,Home,,12,22,,,16.0,,12.0,5.0,17.0,24,22,10,15,10.0,6.0,4.0,14.0,,11.0,,22.0,11.0,33.0,36,26,10,12,10.0,9.0,7.0,22.0,81
2024-02-14,Bryant,Holy Cross,Away,,13,10,,,23.0,,13.0,3.0,16.0,36,25,23,15,9.0,7.0,2.0,11.0,,20.0,,10.0,5.0,15.0,23,18,10,22,7.0,3.0,1.0,16.0,81
2024-02-17,Bryant,Sacred Heart,Home,,16,8,,,10.0,,16.0,7.0,23.0,34,26,9,18,6.0,10.0,4.0,18.0,,16.0,,8.0,,8.0,19,14,10,18,9.0,6.0,3.0,9.0,81
2024-02-20,Bryant,Stony Brook,Away,,3,17,,,19.0,,3.0,2.0,5.0,9,7,14,27,5.0,1.0,1.0,7.0,,15.0,,17.0,6.0,23.0,34,26,18,15,11.0,4.0,3.0,16.0,81
2024-02-28,Bryant,LIU,Home,,20,9,,,6.0,,20.0,11.0,31.0,31,24,14,8,9.0,5.0,4.0,18.0,,6.0,,9.0,1.0,10.0,21,17,13,15,3.0,3.0,1.0,14.0,81
2024-03-02,Bryant,Lafayette,Away,,15,7,,,9.0,,15.0,5.0,20.0,37,27,28,8,7.0,3.0,1.0,11.0,,3.0,,7.0,4.0,11.0,17,14,16,21,5.0,3.0,2.0,14.0,81
2024-03-06,Bryant,Brown,Away,,9,20,,,11.0,,9.0,5.0,14.0,30,15,14,14,3.0,7.0,3.0,13.0,,10.0,,20.0,8.0,28.0,37,31,20,10,10.0,8.0,5.0,20.0,81
2024-03-09,Bryant,Quinnipiac,Away,,10,4,,,15.0,,10.0,3.0,13.0,32,20,17,24,12.0,3.0,2.0,11.0,,17.0,,4.0,2.0,6.0,21,14,17,22,15.0,1.0,,7.0,81
2024-03-16,Bryant,UMBC,Home,,15,10,,,11.0,,15.0,5.0,20.0,29,23,19,15,10.0,6.0,4.0,10.0,,13.0,,10.0,2.0,12.0,29,20,14,17,12.0,8.0,4.0,18.0,81
2024-03-23,Bryant,Stonehill,Home,,16,10,,,6.0,,16.0,8.0,24.0,42,27,21,15,12.0,2.0,1.0,16.0,,1.0,,10.0,4.0,14.0,23,17,19,20,10.0,5.0,3.0,12.0,81
2024-03-30,Bryant,UAlbany,Away,,11,14,,,31.0,,11.0,4.0,15.0,34,24,23,11,7.0,4.0,2.0,11.0,,26.0,,14.0,5.0,19.0,33,23,18,14,6.0,7.0,3.0,17.0,81
2024-04-06,Bryant,Vermont,Home,,21,10,,,5.0,,21.0,3.0,24.0,32,25,10,14,9.0,6.0,4.0,17.0,,10.0,,10.0,4.0,14.0,21,14,13,20,7.0,5.0,4.0,18.0,81
2024-04-13,Bryant,UMass Lowell,Away,,13,16,,,28.0,,13.0,5.0,18.0,40,27,13,11,3.0,5.0,2.0,14.0,,12.0,,16.0,7.0,23.0,33,26,15,9,5.0,9.0,3.0,17.0,81
2024-04-20,Bryant,New Hampshire,Home,,16,15,,,7.0,,16.0,9.0,25.0,42,32,14,8,11.0,2.0,,22.0,,4.0,,15.0,4.0,19.0,21,19,11,17,3.0,6.0,4.0,13.0,81
2024-04-27,Bryant,Binghamton,Away,,8,20,,,26.0,,8.0,4.0,12.0,21,19,14,13,5.0,3.0,1.0,12.0,,10.0,,20.0,13.0,33.0,36,30,19,13,7.0,8.0,4.0,20.0,81
2024-02-13,Bucknell,Penn St.,Away,,8,22,,,18.0,,8.0,2.0,10.0,17,14,13,13,3.0,3.0,2.0,9.0,,4.0,,22.0,2.0,24.0,44,30,20,13,10.0,14.0,9.0,24.0,83
2024-02-17,Bucknell,Villanova,Away,,12,16,,,24.0,,12.0,1.0,13.0,31,24,20,19,12.0,6.0,3.0,11.0,,18.0,,16.0,6.0,22.0,33,23,18,23,10.0,10.0,4.0,20.0,83
2024-02-21,Bucknell,St. Bonaventure,Away,,13,15,,,,,13.0,6.0,19.0,29,26,17,14,10.0,5.0,3.0,16.0,,,,15.0,7.0,22.0,30,21,14,14,10.0,3.0,1.0,15.0,83
2024-02-24,Bucknell,Robert Morris,Home,,17,11,,,15.0,,17.0,6.0,23.0,36,30,10,9,13.0,3.0,2.0,20.0,,12.0,,11.0,5.0,16.0,27,21,11,16,4.0,3.0,1.0,11.0,83
2024-03-03,Bucknell,Mount St. Mary's,Home,,8,14,,,17.0,,8.0,3.0,11.0,26,18,19,19,11.0,2.0,,11.0,,5.0,,14.0,6.0,20.0,33,27,18,17,12.0,7.0,3.0,15.0,83
2024-03-09,Bucknell,Kent St.,Away,,15,12,,,4.0,,15.0,8.0,23.0,36,27,12,8,3.0,5.0,2.0,18.0,,5.0,,12.0,8.0,20.0,25,19,7,12,3.0,2.0,1.0,12.0,83
2024-03-16,Bucknell,Boston U.,Home,,16,13,,,16.0,,16.0,12.0,28.0,32,26,12,8,9.0,5.0,,15.0,,15.0,,13.0,3.0,16.0,27,20,11,16,5.0,6.0,3.0,16.0,83
2024-03-23,Bucknell,Holy Cross,Away,,10,18,,,18.0,,10.0,4.0,14.0,30,20,14,14,7.0,4.0,1.0,19.0,,13.0,,18.0,12.0,30.0,29,22,14,15,7.0,3.0,3.0,12.0,83
2024-03-27,Bucknell,Lehigh,Away,,8,15,,,10.0,,8.0,4.0,12.0,30,22,13,9,9.0,3.0,2.0,11.0,,11.0,,15.0,8.0,23.0,21,19,17,19,6.0,3.0,2.0,15.0,83
2024-03-30,Bucknell,Navy,Away,,6,21,,,19.0,,6.0,5.0,11.0,12,10,8,14,4.0,1.0,,9.0,,5.0,,21.0,8.0,29.0,36,31,19,10,5.0,5.0,4.0,20.0,83
2024-04-06,Bucknell,Colgate,Home,,15,13,,,20.0,,15.0,10.0,25.0,32,24,17,18,12.0,6.0,1.0,18.0,,17.0,,13.0,9.0,22.0,31,21,21,16,15.0,7.0,2.0,14.0,83
2024-04-13,Bucknell,American,Away,,9,12,,,8.0,,9.0,5.0,14.0,24,15,17,14,11.0,3.0,2.0,9.0,,6.0,,12.0,6.0,18.0,25,21,16,16,12.0,2.0,1.0,12.0,83
2024-04-17,Bucknell,Lafayette,Home,,14,13,,,20.0,,14.0,5.0,19.0,29,23,20,17,9.0,9.0,5.0,9.0,,17.0,,13.0,10.0,23.0,30,24,16,19,10.0,6.0,1.0,20.0,83
2024-04-20,Bucknell,Army West Point,Home,,14,21,,,16.0,,14.0,5.0,19.0,30,21,13,11,3.0,4.0,3.0,16.0,,7.0,,21.0,11.0,32.0,39,35,15,8,6.0,11.0,7.0,22.0,83
2024-04-25,Bucknell,Loyola Maryland,Away,,5,16,,,3.0,,5.0,1.0,6.0,17,13,13,10,4.0,3.0,1.0,5.0,,6.0,,16.0,10.0,26.0,35,28,9,8,6.0,2.0,2.0,20.0,83
2024-02-09,Butler,Central Mich.,Home,,13,12,,,15.0,,13.0,5.0,18.0,32,24,17,12,8.0,8.0,4.0,11.0,,16.0,,12.0,6.0,18.0,32,26,11,14,6.0,7.0,,17.0,87
2024-02-18,Butler,Notre Dame,Away,,3,25,,,9.0,,3.0,,3.0,11,8,7,17,7.0,2.0,1.0,10.0,,5.0,,25.0,8.0,33.0,42,33,17,9,11.0,4.0,3.0,20.0,87
2024-02-21,Butler,Vanderbilt,Home,,16,17,,,14.0,,16.0,9.0,25.0,33,26,15,15,7.0,2.0,1.0,16.0,,9.0,,17.0,3.0,20.0,36,29,13,12,8.0,10.0,7.0,19.0,87
2024-02-25,Butler,Cincinnati,Home,,4,17,,,14.0,,4.0,2.0,6.0,14,11,18,26,9.0,,,11.0,,6.0,,17.0,8.0,25.0,42,32,27,15,12.0,6.0,2.0,13.0,87
2024-03-02,Butler,Ohio St.,Away,,10,17,,,21.0,,10.0,3.0,13.0,29,22,10,13,3.0,6.0,1.0,16.0,,13.0,,17.0,5.0,22.0,33,28,13,8,7.0,9.0,5.0,13.0,87
2024-03-09,Butler,UC Davis,Away,,8,11,,,13.0,,8.0,3.0,11.0,19,13,11,22,8.0,7.0,2.0,12.0,,16.0,,11.0,4.0,15.0,27,21,15,13,12.0,2.0,1.0,11.0,87
2024-03-12,Butler,California,Away,,8,16,,,24.0,,8.0,5.0,13.0,26,20,13,15,1.0,6.0,1.0,12.0,,26.0,,16.0,10.0,26.0,30,26,20,16,9.0,6.0,3.0,15.0,87
2024-03-15,Butler,Eastern Mich.,Away,,8,15,,,15.0,,8.0,2.0,10.0,22,16,23,16,11.0,1.0,,12.0,,3.0,,15.0,8.0,23.0,32,24,28,14,12.0,6.0,3.0,15.0,87
2024-03-23,Butler,Xavier,Away,,16,10,,,10.0,,16.0,6.0,22.0,34,25,15,18,8.0,6.0,4.0,18.0,,15.0,,10.0,2.0,12.0,34,26,26,14,12.0,5.0,3.0,12.0,87
2024-03-30,Butler,Villanova,Home,,11,16,,,9.0,,11.0,6.0,17.0,27,17,9,17,7.0,10.0,4.0,18.0,,16.0,,16.0,7.0,23.0,34,27,20,12,5.0,5.0,3.0,12.0,87
2024-04-03,Butler,Marquette,Away,,12,20,,,20.0,,12.0,4.0,16.0,24,18,23,21,9.0,4.0,2.0,14.0,,22.0,,20.0,5.0,25.0,37,30,26,19,13.0,4.0,3.0,22.0,87
2024-04-06,Butler,Georgetown,Home,,10,18,,,2.0,,10.0,5.0,15.0,24,16,17,17,6.0,5.0,3.0,12.0,,8.0,,18.0,9.0,27.0,36,33,18,14,7.0,2.0,2.0,20.0,87
2024-04-10,Butler,Denver,Home,,5,20,,,7.0,,5.0,5.0,10.0,13,11,14,18,11.0,2.0,,7.0,,6.0,,20.0,10.0,30.0,36,30,20,15,15.0,7.0,5.0,21.0,87
2024-04-13,Butler,Lindenwood,Home,,14,17,,,11.0,,14.0,1.0,15.0,30,22,14,15,14.0,10.0,7.0,16.0,,15.0,,17.0,8.0,25.0,29,24,16,17,8.0,8.0,6.0,19.0,87
2024-04-20,Butler,UConn,Away,,11,21,,,11.0,,11.0,5.0,16.0,25,20,17,14,7.0,4.0,2.0,6.0,,12.0,,21.0,11.0,32.0,40,33,11,17,9.0,4.0,3.0,30.0,87
2024-04-27,Butler,Detroit Mercy,Home,,11,13,,,10.0,,11.0,,11.0,39,31,16,16,9.0,9.0,4.0,23.0,,14.0,,13.0,5.0,18.0,23,20,15,18,7.0,6.0,5.0,3.0,87
2024-02-09,California,Akron,Home,,19,10,,,21.0,,19.0,7.0,26.0,41,30,12,10,3.0,8.0,5.0,21.0,,31.0,,10.0,8.0,18.0,25,17,11,11,4.0,6.0,1.0,11.0,107
2024-02-15,California,Le Moyne,Away,,6,9,,,10.0,,6.0,3.0,9.0,24,17,21,18,9.0,3.0,,11.0,,22.0,,9.0,3.0,12.0,25,14,16,15,9.0,5.0,2.0,6.0,107
2024-02-17,California,Cornell,Away,,7,13,,,4.0,,7.0,6.0,13.0,13,10,11,19,2.0,1.0,,11.0,,13.0,,13.0,6.0,19.0,26,19,15,13,10.0,2.0,,12.0,107
2024-02-23,California,Lindenwood,Home,,7,8,,,15.0,,7.0,3.0,10.0,23,15,16,22,6.0,3.0,,10.0,,7.0,,8.0,,8.0,28,24,23,14,7.0,4.0,3.0,9.0,107
2024-02-29,California,St. Bonaventure,Home,,8,10,,,21.0,,8.0,4.0,12.0,23,19,8,16,8.0,7.0,2.0,18.0,,23.0,,10.0,6.0,16.0,27,19,22,13,6.0,6.0,2.0,3.0,107
2024-03-06,California,Army West Point,Home,,4,15,,,24.0,,4.0,1.0,5.0,17,14,20,20,9.0,3.0,,14.0,,14.0,,15.0,4.0,19.0,33,25,18,13,10.0,7.0,5.0,9.0,107
2024-03-10,California,Winthrop,Home,,14,3,,,21.0,,14.0,7.0,21.0,35,25,14,14,11.0,3.0,2.0,13.0,,20.0,,3.0,2.0,5.0,14,11,10,19,3.0,2.0,,8.0,107
2024-03-12,California,Butler,Home,,16,8,,,26.0,,16.0,10.0,26.0,30,26,20,16,9.0,6.0,3.0,15.0,,24.0,,8.0,5.0,13.0,26,20,13,15,1.0,6.0,1.0,12.0,107
2024-03-16,California,Oregon,Away,,8,7,,,15.0,,8.0,5.0,13.0,17,13,12,24,9.0,4.0,2.0,12.0,,31.0,,7.0,2.0,9.0,23,16,20,18,14.0,4.0,2.0,7.0,107
2024-03-23,California,Colorado,Home,,7,15,,,18.0,,7.0,2.0,9.0,18,14,20,26,12.0,7.0,3.0,17.0,,28.0,,15.0,7.0,22.0,24,18,18,21,11.0,6.0,3.0,9.0,107
2024-03-31,California,Southern California,Away,,8,9,,,12.0,,8.0,3.0,11.0,25,16,9,16,5.0,6.0,3.0,13.0,,22.0,,9.0,1.0,10.0,29,18,16,11,9.0,7.0,4.0,8.0,107
2024-04-06,California,Arizona St.,Away,,11,18,,,14.0,,11.0,5.0,16.0,27,23,6,10,2.0,5.0,2.0,13.0,,26.0,,18.0,6.0,24.0,38,27,16,10,4.0,7.0,5.0,20.0,107
2024-04-13,California,UC Davis,Home,,11,12,,,15.0,,11.0,3.0,14.0,33,24,7,15,7.0,2.0,,17.0,,12.0,,12.0,4.0,16.0,28,17,13,16,9.0,2.0,1.0,10.0,107
2024-04-20,California,San Diego St.,Home,,17,13,,,20.0,,17.0,4.0,21.0,30,24,14,14,5.0,9.0,6.0,17.0,,32.0,,13.0,2.0,15.0,43,27,18,8,7.0,8.0,3.0,16.0,107
2024-04-27,California,Stanford,Away,,8,15,,,10.0,,8.0,4.0,12.0,19,14,15,28,2.0,4.0,2.0,14.0,,17.0,,15.0,5.0,20.0,49,30,31,10,15.0,6.0,3.0,13.0,107
2024-02-10,Campbell,Richmond,Home,,11,14,,,20.0,,11.0,3.0,14.0,18,15,19,21,16.0,7.0,6.0,7.0,,28.0,,14.0,7.0,21.0,33,25,22,20,16.0,4.0,3.0,19.0,115
2024-02-17,Campbell,High Point,Away,,11,16,,,23.0,,11.0,4.0,15.0,28,19,15,19,11.0,5.0,3.0,18.0,,12.0,,16.0,5.0,21.0,35,26,18,15,13.0,8.0,2.0,12.0,115
2024-02-23,Campbell,Radford,Away,,15,10,,,10.0,,15.0,9.0,24.0,41,35,31,13,16.0,11.0,4.0,15.0,,21.0,,10.0,3.0,13.0,22,20,23,19,6.0,6.0,3.0,14.0,115
2024-03-01,Campbell,San Diego St.,Home,,15,12,,,21.0,,15.0,7.0,22.0,40,26,18,9,13.0,9.0,3.0,16.0,,24.0,,12.0,5.0,17.0,22,17,10,16,3.0,5.0,1.0,14.0,115
2024-03-03,Campbell,Binghamton,Home,,6,22,,,24.0,,6.0,3.0,9.0,19,12,7,7,5.0,1.0,,12.0,,6.0,,22.0,14.0,36.0,38,27,8,7,1.0,8.0,2.0,19.0,115
2024-03-07,Campbell,Wofford,Away,,15,16,,1.0,15.0,,15.0,10.0,25.0,34,24,26,18,11.0,5.0,3.0,14.0,1.0,22.0,,16.0,8.0,24.0,32,27,20,18,12.0,3.0,3.0,20.0,115
2024-03-11,Campbell,Manhattan,Home,,19,11,,,14.0,,19.0,11.0,30.0,31,24,17,16,8.0,6.0,3.0,17.0,,23.0,,11.0,4.0,15.0,27,22,19,13,7.0,6.0,1.0,14.0,115
2024-03-16,Campbell,Hofstra,Home,,10,13,,,14.0,,10.0,7.0,17.0,28,23,15,12,9.0,6.0,2.0,14.0,,18.0,,13.0,3.0,16.0,28,19,15,14,6.0,5.0,1.0,13.0,115
2024-03-22,Campbell,Drexel,Away,,5,13,,,11.0,,5.0,2.0,7.0,22,18,18,14,8.0,7.0,2.0,9.0,,9.0,,13.0,4.0,17.0,31,23,18,12,9.0,1.0,,13.0,115
2024-03-24,Campbell,Stony Brook,Away,,3,21,,,18.0,,3.0,2.0,5.0,16,13,18,15,8.0,5.0,,10.0,,18.0,,21.0,18.0,39.0,26,22,10,12,9.0,3.0,2.0,16.0,115
2024-03-27,Campbell,Coastal Carolina,Away,,8,15,,,17.0,,8.0,3.0,11.0,29,18,13,17,4.0,5.0,1.0,13.0,,21.0,,15.0,6.0,21.0,31,22,9,12,9.0,7.0,4.0,13.0,115
2024-04-01,Campbell,Duke,Away,,2,16,,,8.0,,2.0,,2.0,17,11,19,16,14.0,2.0,2.0,6.0,,6.0,,16.0,8.0,24.0,28,24,19,16,13.0,4.0,2.0,14.0,115
2024-04-06,Campbell,Elon,Home,,12,16,,,18.0,,12.0,7.0,19.0,28,21,8,13,4.0,3.0,2.0,10.0,,16.0,,16.0,6.0,22.0,38,25,11,12,6.0,6.0,2.0,21.0,115
2024-04-12,Campbell,Delaware,Away,,6,16,,,13.0,,6.0,3.0,9.0,23,12,22,25,18.0,5.0,,9.0,,15.0,,16.0,9.0,25.0,40,27,23,23,17.0,4.0,4.0,17.0,115
2024-04-14,Campbell,Monmouth,Away,,8,16,,,12.0,,8.0,5.0,13.0,27,19,23,26,13.0,4.0,1.0,15.0,,22.0,,16.0,6.0,22.0,33,26,17,20,14.0,8.0,4.0,12.0,115
2024-04-20,Campbell,Towson,Home,,10,17,,,12.0,,10.0,2.0,12.0,28,18,10,17,5.0,8.0,4.0,14.0,,22.0,,17.0,12.0,29.0,41,26,11,13,10.0,3.0,,17.0,115
2024-04-27,Campbell,William & Mary,Home,,14,13,1,,10.0,,14.0,9.0,23.0,30,20,20,14,9.0,4.0,3.0,11.0,,14.0,,13.0,3.0,16.0,32,19,6,18,4.0,4.0,3.0,19.0,115
2024-02-11,Canisius,George Washington,Away,,11,6,,,4.0,,11.0,3.0,14.0,24,20,13,9,7.0,5.0,4.0,11.0,,3.0,,6.0,,6.0,26,16,6,8,9.0,6.0,2.0,12.0,116
2024-02-17,Canisius,Queens (NC),Away,,10,14,,,21.0,,10.0,2.0,12.0,26,23,8,9,11.0,9.0,4.0,12.0,,13.0,,14.0,8.0,22.0,30,23,12,11,9.0,8.0,4.0,15.0,116
2024-02-25,Canisius,Central Mich.,Away,,15,9,,,13.0,,15.0,6.0,21.0,34,27,16,11,12.0,10.0,4.0,12.0,,12.0,,9.0,2.0,11.0,26,19,7,16,6.0,3.0,1.0,15.0,116
2024-03-02,Canisius,Detroit Mercy,Home,,14,11,,,14.0,,14.0,7.0,21.0,36,23,16,16,11.0,5.0,2.0,16.0,,22.0,,11.0,4.0,15.0,22,18,12,16,10.0,3.0,2.0,9.0,116
2024-03-06,Canisius,Le Moyne,Home,,10,7,,,13.0,,10.0,5.0,15.0,27,20,15,14,9.0,7.0,2.0,13.0,,16.0,,7.0,4.0,11.0,20,13,16,22,6.0,3.0,1.0,8.0,116
2024-03-09,Canisius,New Hampshire,Home,,16,6,,,14.0,,16.0,5.0,21.0,32,22,17,16,8.0,3.0,2.0,13.0,,9.0,,6.0,1.0,7.0,20,12,18,19,7.0,7.0,3.0,12.0,116
2024-03-13,Canisius,St. Bonaventure,Home,,9,8,,,15.0,,9.0,3.0,12.0,26,19,16,14,6.0,10.0,4.0,9.0,,24.0,,8.0,2.0,10.0,26,20,12,15,2.0,7.0,1.0,12.0,116
2024-03-16,Canisius,Robert Morris,Away,,8,7,,,3.0,,8.0,2.0,10.0,30,19,23,14,7.0,,,9.0,,7.0,,7.0,3.0,10.0,17,9,19,21,6.0,,,9.0,116
2024-03-22,Canisius,Quinnipiac,Home,,10,8,,,10.0,,10.0,2.0,12.0,32,24,19,16,13.0,6.0,2.0,13.0,,18.0,,8.0,,8.0,23,17,13,19,6.0,5.0,3.0,8.0,116
2024-03-27,Canisius,Siena,Home,,11,12,1,,13.0,,11.0,1.0,12.0,23,16,15,11,8.0,7.0,3.0,7.0,,14.0,,12.0,8.0,20.0,34,28,17,11,6.0,1.0,,20.0,116
2024-03-30,Canisius,Fairfield,Away,,8,19,,,10.0,,8.0,4.0,12.0,15,11,13,13,12.0,6.0,4.0,7.0,,15.0,,19.0,7.0,26.0,33,25,16,19,8.0,5.0,4.0,22.0,116
2024-04-03,Canisius,Mount St. Mary's,Home,,5,8,,,9.0,,5.0,1.0,6.0,20,14,18,18,12.0,7.0,2.0,9.0,,17.0,,8.0,1.0,9.0,27,18,18,18,9.0,4.0,1.0,8.0,116
2024-04-06,Canisius,Iona,Home,,9,15,,,11.0,,9.0,6.0,15.0,35,24,18,15,10.0,6.0,,12.0,,13.0,,15.0,4.0,19.0,35,24,12,20,5.0,4.0,2.0,16.0,116
2024-04-10,Canisius,Manhattan,Away,,12,7,,,,,12.0,5.0,17.0,28,19,23,15,7.0,4.0,3.0,12.0,,,,7.0,3.0,10.0,18,14,19,16,11.0,4.0,1.0,9.0,116
2024-04-13,Canisius,Marist,Away,,10,8,,,7.0,,10.0,6.0,16.0,30,18,18,11,6.0,2.0,1.0,10.0,,16.0,,8.0,2.0,10.0,26,20,18,12,8.0,3.0,2.0,12.0,116
2024-04-17,Canisius,Niagara,Home,,12,16,,,13.0,,12.0,3.0,15.0,29,17,10,20,7.0,7.0,4.0,20.0,,11.0,,16.0,8.0,24.0,31,20,18,12,13.0,5.0,5.0,12.0,116
2024-04-21,Canisius,Rider,Away,,16,10,,,8.0,,16.0,11.0,27.0,26,23,12,14,6.0,4.0,3.0,11.0,,12.0,,10.0,4.0,14.0,26,18,13,13,9.0,6.0,3.0,18.0,116
2024-04-28,Canisius,Siena,Away,,6,9,,,22.0,,6.0,3.0,9.0,18,13,14,16,7.0,3.0,,5.0,,18.0,,9.0,3.0,12.0,28,18,12,13,6.0,2.0,1.0,14.0,116
2024-02-24,Central Conn. St.,Rider,Away,,3,17,,,10.0,,3.0,1.0,4.0,12,8,11,23,2.0,2.0,1.0,10.0,,6.0,,17.0,9.0,26.0,46,31,23,6,18.0,7.0,2.0,11.0,127
2024-02-28,Central Conn. St.,Lafayette,Away,,4,14,,,10.0,,4.0,3.0,7.0,17,10,23,23,,1.0,,10.0,,8.0,,14.0,4.0,18.0,50,36,29,6,7.0,8.0,3.0,11.0,127
2024-03-02,Central Conn. St.,Delaware St.,Away,,9,11,,,4.0,,9.0,2.0,11.0,24,15,9,17,6.0,4.0,2.0,15.0,,3.0,,11.0,6.0,17.0,26,18,11,11,7.0,,,5.0,127
2024-03-06,Central Conn. St.,Howard,Home,,14,4,,,17.0,,14.0,9.0,23.0,27,19,23,19,10.0,4.0,2.0,14.0,,12.0,,4.0,1.0,5.0,23,15,11,17,11.0,6.0,,8.0,127
2024-03-12,Central Conn. St.,Yale,Away,,3,18,,,12.0,,3.0,1.0,4.0,6,6,7,19,5.0,2.0,1.0,6.0,,6.0,,18.0,4.0,22.0,36,26,18,10,6.0,6.0,3.0,18.0,127
2024-03-16,Central Conn. St.,Wagner,Away,,11,19,,,21.0,,11.0,4.0,15.0,24,23,17,15,8.0,6.0,3.0,11.0,,17.0,,19.0,10.0,29.0,41,29,18,15,10.0,15.0,6.0,22.0,127
2024-03-19,Central Conn. St.,Presbyterian,Home,,6,11,,,23.0,,6.0,,6.0,18,16,10,20,9.0,3.0,1.0,10.0,,14.0,,11.0,,11.0,28,20,17,13,8.0,8.0,3.0,11.0,127
