season,team,team_id,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,shots,sog,ct,ncaa_id,fouls,ground_balls,turnovers,freepos_shots,freepos_goals,draw_controls
2024,Akron,5,42.0,Katie Baumer,Katie Baumer,Katie,Baumer,So,M,16.0,16.0,3.0,1.0,4.0,6.0,3.0,26.0,8219782,24.0,20.0,8.0,2.0,1.0,56.0
2024,Akron,5,6.0,Grace Hardy,Grace Hardy,Grace,Hardy,Fr,M,10.0,0.0,,,0.0,1.0,1.0,,8453472,,1.0,4.0,1.0,,2.0
2024,Akron,5,9.0,Kacey Hopkins,Kacey Hopkins,Kacey,Hopkins,Fr,D,14.0,3.0,,,0.0,,,2.0,8453473,6.0,7.0,2.0,,,
2024,Akron,5,28.0,Shaelyn Scharpf,Shaelyn Scharpf,Shaelyn,Scharpf,Fr,ATT,4.0,0.0,,,0.0,,,,8453481,,,,,,
2024,Akron,5,19.0,Sarah Rech,Sarah Rech,Sarah,Rech,Sr,D,16.0,16.0,,,0.0,,,12.0,8453482,24.0,20.0,10.0,,,
2024,Akron,5,21.0,Presley Call,Presley Call,Presley,Call,Fr,M,12.0,0.0,1.0,2.0,3.0,1.0,1.0,,8453478,,,3.0,1.0,1.0,1.0
2024,Akron,5,20.0,Evelyn White,Evelyn White,Evelyn,White,Fr,D,5.0,0.0,,,0.0,,,,8453477,1.0,,,,,
2024,Akron,5,1.0,Kaija Kunttu,Kaija Kunttu,Kaija,Kunttu,Sr,M,13.0,1.0,3.0,1.0,4.0,6.0,5.0,1.0,8453470,,3.0,7.0,,,4.0
2024,Akron,5,10.0,Kaitlyn Sikorski,Kaitlyn Sikorski,Kaitlyn,Sikorski,Fr,ATT,16.0,4.0,5.0,11.0,16.0,18.0,12.0,3.0,8453474,3.0,1.0,13.0,1.0,,
2024,Akron,5,15.0,Hannah McGuire,Hannah McGuire,Hannah,McGuire,Fr,M,1.0,0.0,,,0.0,,,,8453475,,,,,,
2024,Akron,5,16.0,Camryn Kwiatkowski,Camryn Kwiatkowski,Camryn,Kwiatkowski,Fr,M,1.0,0.0,,,0.0,,,,8453476,,,,,,
2024,Akron,5,25.0,Sienna Hinchcliffe,Sienna Hinchcliffe,Sienna,Hinchcliffe,Fr,M,16.0,15.0,35.0,13.0,48.0,90.0,70.0,10.0,8453479,5.0,14.0,26.0,11.0,3.0,29.0
2024,American,23,16.0,Lily Arcand,Lily Arcand,Lily,Arcand,So,D,2.0,0.0,,,0.0,1.0,1.0,,8217020,,1.0,,1.0,,
2024,American,23,7.0,Kate Bruechner,Kate Bruechner,Kate,Bruechner,So,DM,2.0,0.0,,,0.0,,,1.0,8217021,,,,,,
2024,American,23,15.0,Annabelle Jackson,Annabelle Jackson,Annabelle,Jackson,So,ATT,15.0,5.0,18.0,2.0,20.0,46.0,29.0,1.0,8217022,1.0,4.0,15.0,5.0,1.0,2.0
2024,American,23,21.0,Kellie Linehan,Kellie Linehan,Kellie,Linehan,So,M,16.0,6.0,10.0,5.0,15.0,42.0,26.0,6.0,8217023,3.0,8.0,14.0,13.0,5.0,6.0
2024,American,23,6.0,Hannah Spease,Hannah Spease,Hannah,Spease,Sr,M,16.0,16.0,29.0,8.0,37.0,60.0,39.0,12.0,8217024,13.0,25.0,12.0,8.0,6.0,50.0
2024,American,23,23.0,Rachel Kolton,Rachel Kolton,Rachel,Kolton,So,ATT,2.0,0.0,,,0.0,,,,8217025,,1.0,1.0,,,
2024,American,23,26.0,Kristen Hegarty,Kristen Hegarty,Kristen,Hegarty,So,ATT,2.0,0.0,1.0,,1.0,1.0,1.0,,8217026,1.0,,1.0,,,2.0
2024,American,23,18.0,Nickie Prendergast,Nickie Prendergast,Nickie,Prendergast,So,M,11.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,8217027,1.0,5.0,2.0,,,
2024,American,23,17.0,Lizzie de Guzman,Lizzie de Guzman,Lizzie,de Guzman,Sr,M,13.0,10.0,4.0,4.0,8.0,7.0,5.0,,8217028,1.0,4.0,8.0,,,11.0
2024,American,23,14.0,Jordan Mitchell,Jordan Mitchell,Jordan,Mitchell,Sr,D,16.0,16.0,,,0.0,,,16.0,8217029,23.0,20.0,20.0,,,29.0
2024,American,23,19.0,Olivia Molfetta,Olivia Molfetta,Olivia,Molfetta,Sr,D,15.0,11.0,,,0.0,,,5.0,8217030,11.0,11.0,8.0,,,
2024,American,23,31.0,Juliet Kuenzler,Juliet Kuenzler,Juliet,Kuenzler,Jr,D,4.0,0.0,,,0.0,,,2.0,8217032,,3.0,2.0,,,
2024,American,23,8.0,Kate Petronis,Kate Petronis,Kate,Petronis,Jr,ATT,1.0,0.0,,1.0,1.0,1.0,1.0,,8217033,,1.0,2.0,,,1.0
2024,American,23,30.0,Becca Frank,Becca Frank,Becca,Frank,Jr,ATT,16.0,16.0,31.0,11.0,42.0,57.0,44.0,1.0,8217034,1.0,11.0,20.0,8.0,2.0,11.0
2024,American,23,29.0,Lexi Rakis,Lexi Rakis,Lexi,Rakis,Jr,GK,6.0,2.0,,,0.0,,,,8217035,,7.0,2.0,,,
2024,American,23,5.0,Jenna Walls,Jenna Walls,Jenna,Walls,Jr,D,16.0,16.0,,1.0,1.0,1.0,1.0,21.0,8217037,19.0,19.0,,1.0,,
2024,American,23,22.0,Alyssa Apuzzo,Alyssa Apuzzo,Alyssa,Apuzzo,Jr,ATT,16.0,16.0,17.0,14.0,31.0,39.0,27.0,2.0,8217038,2.0,11.0,21.0,2.0,1.0,1.0
2024,American,23,35.0,Maddy Spratt,Maddy Spratt,Maddy,Spratt,Jr,ATT,16.0,11.0,18.0,11.0,29.0,38.0,25.0,4.0,8217039,2.0,16.0,20.0,5.0,3.0,29.0
2024,American,23,20.0,Alyssa Nilles,Alyssa Nilles,Alyssa,Nilles,Jr,D,4.0,0.0,,,0.0,,,,8217040,,,1.0,,,1.0
2024,American,23,11.0,Darby Sherrod,Darby Sherrod,Darby,Sherrod,Jr,D,16.0,16.0,,,0.0,,,10.0,8217041,12.0,18.0,3.0,,,1.0
2024,American,23,24.0,Reagan Murdoch,Reagan Murdoch,Reagan,Murdoch,So,M,16.0,16.0,33.0,11.0,44.0,71.0,57.0,5.0,8217045,8.0,18.0,25.0,13.0,7.0,6.0
2024,American,23,4.0,Elly Skeels,Elly Skeels,Elly,Skeels,Fr,M,2.0,0.0,1.0,,1.0,1.0,1.0,,8425432,,,,,,
2024,American,23,25.0,Jasmine Connor,Jasmine Connor,Jasmine,Connor,Fr,ATT,11.0,0.0,4.0,2.0,6.0,8.0,6.0,2.0,8425441,,4.0,9.0,3.0,,2.0
2024,American,23,1.0,Adria Kotzian,Adria Kotzian,Adria,Kotzian,Fr,ATT,5.0,0.0,,1.0,1.0,2.0,,,8425430,,1.0,2.0,,,
2024,American,23,9.0,Deirdre Brown,Deirdre Brown,Deirdre,Brown,Fr,D,15.0,9.0,,,0.0,,,9.0,8425435,7.0,18.0,6.0,,,1.0
2024,American,23,36.0,Mia Zganjar,Mia Zganjar,Mia,Zganjar,Fr,ATT,1.0,0.0,,,0.0,1.0,,,8425453,,2.0,,,,
2024,American,23,40.0,Caleigh Forti,Caleigh Forti,Caleigh,Forti,Jr,GK,14.0,14.0,,,0.0,,,4.0,8425462,,41.0,4.0,,,
2024,American,23,33.0,Rachel Ward,Rachel Ward,Rachel,Ward,Fr,M,1.0,0.0,1.0,,1.0,1.0,1.0,,8425452,,2.0,1.0,,,
2024,American,23,12.0,Camryn Kowalewski,Camryn Kowalewski,Camryn,Kowalewski,Fr,ATT,1.0,0.0,,,0.0,,,,8425437,,1.0,,,,1.0
2024,American,23,28.0,Samantha Buonaccorsi,Samantha Buonaccorsi,Samantha,Buonaccorsi,Fr,D,16.0,12.0,,,0.0,,,9.0,8425450,20.0,7.0,5.0,,,
2024,Arizona St.,28,12.0,Jordyn Behar,Jordyn Behar,Jordyn,Behar,So,ATT,9.0,0.0,2.0,7.0,9.0,6.0,4.0,,8216968,,3.0,5.0,,,
2024,Arizona St.,28,9.0,Keeley Cleland,Keeley Cleland,Keeley,Cleland,So,M,19.0,15.0,,,0.0,,,10.0,8216969,16.0,14.0,5.0,,,2.0
2024,Arizona St.,28,6.0,Kate Mayle,Kate Mayle,Kate,Mayle,So,ATT,5.0,0.0,2.0,,2.0,4.0,3.0,,8216970,,1.0,1.0,1.0,1.0,3.0
2024,Arizona St.,28,20.0,Lydia Oldknow,Lydia Oldknow,Lydia,Oldknow,So,ATT,19.0,19.0,48.0,19.0,67.0,87.0,68.0,4.0,8216971,3.0,14.0,16.0,12.0,6.0,2.0
2024,Arizona St.,28,23.0,Claire Beucher,Claire Beucher,Claire,Beucher,So,M,14.0,0.0,2.0,5.0,7.0,5.0,5.0,1.0,8216973,10.0,3.0,8.0,1.0,,12.0
2024,Arizona St.,28,3.0,Kaitlyn Skamas,Kaitlyn Skamas,Kaitlyn,Skamas,Sr,D,3.0,3.0,,,0.0,,,,8216976,3.0,5.0,,,,
2024,Arizona St.,28,47.0,Cate Duhig,Cate Duhig,Cate,Duhig,Sr,M,9.0,3.0,,,0.0,,,1.0,8216977,3.0,1.0,2.0,,,
2024,Arizona St.,28,28.0,Rosie Davis,Rosie Davis,Rosie,Davis,Sr,ATT,7.0,0.0,3.0,1.0,4.0,5.0,3.0,,8216978,1.0,1.0,2.0,1.0,1.0,
2024,Arizona St.,28,21.0,Mina Scott,Mina Scott,Mina,Scott,Sr,ATT,19.0,19.0,47.0,21.0,68.0,99.0,73.0,5.0,8216979,21.0,22.0,25.0,25.0,13.0,51.0
2024,Arizona St.,28,50.0,Flynn Murphy,Flynn Murphy,Flynn,Murphy,Sr,GK,7.0,0.0,,,0.0,,,,8216980,,,,,,
2024,Arizona St.,28,98.0,Gigi Gaspar,Gigi Gaspar,Gigi,Gaspar,Sr,M,19.0,19.0,4.0,2.0,6.0,5.0,4.0,17.0,8216981,41.0,21.0,7.0,2.0,2.0,2.0
2024,Arizona St.,28,25.0,Grace Lilla,Grace Lilla,Grace,Lilla,Sr,D,6.0,0.0,,,0.0,,,,8216982,1.0,,2.0,,,
2024,Arizona St.,28,48.0,Riley Forman,Riley Forman,Riley,Forman,Sr,ATT,6.0,0.0,,,0.0,,,,8216983,,1.0,,,,
2024,Arizona St.,28,97.0,Bella Gaspar,Bella Gaspar,Bella,Gaspar,Sr,M,19.0,19.0,,,0.0,,,11.0,8216984,34.0,18.0,8.0,,,2.0
2024,Arizona St.,28,18.0,Bella Ingrao,Bella Ingrao,Bella,Ingrao,Jr,M,19.0,19.0,14.0,7.0,21.0,39.0,31.0,3.0,8216985,6.0,6.0,17.0,6.0,4.0,20.0
2024,Arizona St.,28,13.0,Lexi Guerin,Lexi Guerin,Lexi,Guerin,Jr,M,7.0,0.0,,,0.0,,,,8216986,1.0,1.0,,,,
2024,Arizona St.,28,27.0,Maddelena Signorile,Maddelena Signorile,Maddelena,Signorile,Jr,D,19.0,16.0,1.0,,1.0,1.0,1.0,6.0,8216987,10.0,11.0,3.0,1.0,1.0,1.0
2024,Arizona St.,28,10.0,Tate Stokesberry,Tate Stokesberry,Tate,Stokesberry,Jr,ATT,1.0,0.0,,,0.0,,,,8216988,,,1.0,,,
2024,Arizona St.,28,30.0,Berit Brookfield,Berit Brookfield,Berit,Brookfield,Jr,M,10.0,10.0,10.0,2.0,12.0,22.0,17.0,1.0,8216989,8.0,10.0,8.0,6.0,3.0,1.0
2024,Arizona St.,28,22.0,Maddie Riley,Maddie Riley,Maddie,Riley,Jr,M,6.0,0.0,3.0,,3.0,4.0,3.0,,8216991,2.0,2.0,1.0,1.0,1.0,2.0
2024,Arizona St.,28,0.0,Katie Vahle,Katie Vahle,Katie,Vahle,Jr,GK,19.0,19.0,,,0.0,,,,8216992,1.0,13.0,5.0,,,
2024,Arizona St.,28,7.0,Annie Haley,Annie Haley,Annie,Haley,Jr,M,19.0,1.0,5.0,2.0,7.0,16.0,9.0,4.0,8216993,3.0,12.0,5.0,7.0,3.0,1.0
2024,Arizona St.,28,17.0,Anna Thornton,Anna Thornton,Anna,Thornton,Jr,ATT,19.0,0.0,23.0,21.0,44.0,60.0,43.0,2.0,8216994,5.0,15.0,23.0,7.0,5.0,1.0
2024,Arizona St.,28,8.0,McKenna Riley,McKenna Riley,McKenna,Riley,Jr,ATT,1.0,0.0,,,0.0,,,,8216996,,,,,,
2024,Arizona St.,28,40.0,Angelina Longo,Angelina Longo,Angelina,Longo,So,D,7.0,0.0,,1.0,1.0,,,1.0,8216997,4.0,2.0,1.0,,,
2024,Arizona St.,28,77.0,Teagan Ng,Teagan Ng,Teagan,Ng,So,ATT,19.0,19.0,27.0,4.0,31.0,53.0,41.0,4.0,8216998,7.0,13.0,15.0,10.0,6.0,
2024,Arizona St.,28,2.0,Kiera Biwer,Kiera Biwer,Kiera,Biwer,Fr,D,11.0,0.0,,,0.0,,,,8419165,6.0,3.0,,,,
2024,Arizona St.,28,14.0,Isabella DiModica,Isabella DiModica,Isabella,DiModica,Fr,ATT,1.0,0.0,,,0.0,1.0,,,8419168,,,,,,
2024,Arizona St.,28,88.0,Zoe Mazur,Zoe Mazur,Zoe,Mazur,Sr,M,19.0,19.0,3.0,1.0,4.0,4.0,4.0,13.0,8419175,58.0,35.0,7.0,1.0,1.0,167.0
2024,Arizona St.,28,11.0,Reese Napier,Reese Napier,Reese,Napier,Fr,ATT,5.0,0.0,1.0,,1.0,3.0,2.0,,8419167,,,1.0,,,
2024,Arizona St.,28,16.0,Lindsey Dean,Lindsey Dean,Lindsey,Dean,Sr,ATT,18.0,9.0,8.0,2.0,10.0,12.0,12.0,3.0,8419170,7.0,10.0,9.0,5.0,2.0,1.0
2024,Arizona St.,28,34.0,Katie Haley,Katie Haley,Katie,Haley,Sr,M,17.0,0.0,10.0,1.0,11.0,17.0,12.0,2.0,8419172,6.0,7.0,9.0,1.0,1.0,
2024,Arizona St.,28,44.0,Sara Flobeck,Sara Flobeck,Sara,Flobeck,Fr,GK,10.0,0.0,,,0.0,,,,8419174,,1.0,1.0,,,
2024,Arizona St.,28,1.0,Anna Vigilone,Anna Vigilone,Anna,Vigilone,Fr,M,18.0,0.0,4.0,1.0,5.0,11.0,9.0,2.0,8419164,8.0,8.0,5.0,3.0,3.0,60.0
2024,Arizona St.,28,43.0,Vanessa Ronsholdt,Vanessa Ronsholdt,Vanessa,Ronsholdt,Fr,M,6.0,0.0,,,0.0,1.0,1.0,1.0,8419173,,1.0,,,,
2024,Arizona St.,28,99.0,Shannon Urey,Shannon Urey,Shannon,Urey,Sr,ATT,19.0,19.0,36.0,3.0,39.0,76.0,61.0,2.0,8419176,11.0,14.0,33.0,16.0,8.0,1.0
2024,Arizona St.,28,5.0,Emma Heenan,Emma Heenan,Emma,Heenan,Fr,ATT,11.0,0.0,7.0,2.0,9.0,15.0,13.0,1.0,8419166,,3.0,4.0,5.0,2.0,4.0
2024,Army West Point,725,13.0,Sarah Chernik,Sarah Chernik,Sarah,Chernik,So,M,17.0,15.0,2.0,1.0,3.0,6.0,2.0,12.0,8219247,20.0,33.0,10.0,2.0,1.0,9.0
2024,Army West Point,725,21.0,Brigid Duffy,Brigid Duffy,Brigid,Duffy,So,M,17.0,17.0,62.0,32.0,94.0,146.0,95.0,28.0,8219248,20.0,43.0,38.0,30.0,17.0,102.0
2024,Army West Point,725,12.0,Emma Grace Hepler,Emma Grace Hepler,Emma Grace,Hepler,So,ATT,7.0,0.0,2.0,,2.0,3.0,2.0,1.0,8219249,,2.0,2.0,,,
2024,Army West Point,725,20.0,Lindsey Serafine,Lindsey Serafine,Lindsey,Serafine,So,GK,16.0,13.0,,,0.0,,,,8219250,,17.0,3.0,,,
2024,Army West Point,725,18.0,Ramsey Barrows,Ramsey Barrows,Ramsey,Barrows,So,ATT,4.0,0.0,2.0,,2.0,5.0,3.0,,8219251,,,1.0,,,
2024,Army West Point,725,4.0,Chloe Garrett,Chloe Garrett,Chloe,Garrett,So,ATT,7.0,0.0,,,0.0,1.0,1.0,,8219252,,1.0,,,,
2024,Army West Point,725,28.0,Amara Higgins,Amara Higgins,Amara,Higgins,Jr,D,5.0,2.0,,,0.0,,,1.0,8219253,3.0,1.0,,,,
2024,Army West Point,725,14.0,Marissa Massey,Marissa Massey,Marissa,Massey,Sr,D,17.0,17.0,2.0,,2.0,5.0,5.0,10.0,8219254,29.0,21.0,7.0,2.0,1.0,29.0
2024,Army West Point,725,34.0,Sofia Micklovic,Sofia Micklovic,Sofia,Micklovic,Sr,D,15.0,7.0,,,0.0,,,2.0,8219255,5.0,4.0,,,,2.0
2024,Army West Point,725,5.0,Madeline Lenkart,Madeline Lenkart,Madeline,Lenkart,Sr,M,13.0,13.0,4.0,4.0,8.0,15.0,7.0,15.0,8219256,18.0,23.0,2.0,5.0,2.0,38.0
2024,Army West Point,725,44.0,Lacey Bartholomay,Lacey Bartholomay,Lacey,Bartholomay,Sr,GK,7.0,4.0,,,0.0,,,2.0,8219257,,1.0,1.0,,,
2024,Army West Point,725,3.0,Julia Gorajek,Julia Gorajek,Julia,Gorajek,Sr,ATT,17.0,17.0,33.0,13.0,46.0,78.0,56.0,12.0,8219258,6.0,19.0,28.0,15.0,7.0,4.0
2024,Army West Point,725,47.0,Carleigh Armstrong,Carleigh Armstrong,Carleigh,Armstrong,Sr,ATT,17.0,10.0,15.0,3.0,18.0,24.0,19.0,1.0,8219259,2.0,6.0,5.0,3.0,1.0,
2024,Army West Point,725,9.0,Tietjen Spoor,Tietjen Spoor,Tietjen,Spoor,Sr,GK,1.0,0.0,,,0.0,,,,8219260,,,,,,
2024,Army West Point,725,7.0,Gabrielle Mirak,Gabrielle Mirak,Gabrielle,Mirak,Jr,M,17.0,10.0,18.0,2.0,20.0,45.0,32.0,2.0,8219261,6.0,3.0,18.0,7.0,4.0,1.0
2024,Army West Point,725,42.0,Lexi Patterson,Lexi Patterson,Lexi,Patterson,Jr,D,10.0,8.0,,,0.0,,,4.0,8219262,8.0,7.0,,,,4.0
2024,Army West Point,725,32.0,Alyce Smith,Alyce Smith,Alyce,Smith,So,M,8.0,1.0,4.0,1.0,5.0,10.0,9.0,,8219264,,1.0,,3.0,1.0,
2024,Army West Point,725,17.0,Haley Kampert,Haley Kampert,Haley,Kampert,Jr,D,17.0,15.0,,,0.0,,,10.0,8219265,12.0,12.0,3.0,,,4.0
2024,Army West Point,725,15.0,Catherine Theut,Catherine Theut,Catherine,Theut,Jr,GK,1.0,0.0,,,0.0,,,,8219266,1.0,,,,,
2024,Army West Point,725,30.0,Meghan Pedrani,Meghan Pedrani,Meghan,Pedrani,So,D,17.0,17.0,,,0.0,,,9.0,8219267,15.0,24.0,2.0,,,
2024,Army West Point,725,49.0,Sherry Feng,Sherry Feng,Sherry,Feng,So,GK,1.0,0.0,,,0.0,,,,8219268,,,,,,
2024,Army West Point,725,31.0,Brooke Stocku,Brooke Stocku,Brooke,Stocku,So,ATT,6.0,0.0,,1.0,1.0,3.0,2.0,,8219269,,1.0,5.0,1.0,,
2024,Army West Point,725,33.0,Lily Valentini,Lily Valentini,Lily,Valentini,So,ATT,17.0,17.0,22.0,8.0,30.0,40.0,31.0,6.0,8219270,2.0,13.0,16.0,9.0,6.0,2.0
2024,Army West Point,725,23.0,Allison Reilly,Allison Reilly,Allison,Reilly,So,ATT,17.0,17.0,55.0,40.0,95.0,113.0,87.0,14.0,8219272,10.0,22.0,38.0,27.0,16.0,3.0
2024,Army West Point,725,6.0,Ryan Remaly,Ryan Remaly,Ryan,Remaly,Fr,M,16.0,4.0,17.0,5.0,22.0,41.0,30.0,5.0,8415584,3.0,13.0,8.0,9.0,2.0,12.0
2024,Army West Point,725,39.0,Jackie Braceland,Jackie Braceland,Jackie,Braceland,Fr,M,10.0,0.0,,,0.0,,,2.0,8415596,8.0,4.0,,,,1.0
2024,Army West Point,725,1.0,Lea Ciocon,Lea Ciocon,Lea,Ciocon,Fr,M,3.0,0.0,,,0.0,,,,8415579,,1.0,,,,
2024,Army West Point,725,2.0,Sarah Wood,Sarah Wood,Sarah,Wood,Fr,M,2.0,0.0,,,0.0,,,,8415581,,,,,,
2024,Army West Point,725,8.0,Anderson Strange,Anderson Strange,Anderson,Strange,Fr,GK,4.0,0.0,,,0.0,,,,8415587,,6.0,,,,
2024,Army West Point,725,10.0,Ellie Nawa,Ellie Nawa,Ellie,Nawa,Fr,M,12.0,0.0,,,0.0,,,2.0,8415590,,,,,,18.0
2024,Binghamton,62,5.0,Jessica Robinson,Jessica Robinson,Jessica,Robinson,So,M,6.0,0.0,,7.0,7.0,6.0,3.0,,8217046,,,3.0,1.0,,
2024,Binghamton,62,14.0,Cheyanne Carson-Banister,Cheyanne Carson-Banister,Cheyanne,Carson-Banister,So,GK,3.0,0.0,,,0.0,,,,8217047,,,,,,
2024,Binghamton,62,28.0,Mckenna Kobler,Mckenna Kobler,Mckenna,Kobler,So,D,5.0,0.0,,,0.0,,,,8217048,3.0,,,,,
2024,Binghamton,62,26.0,Gretel Cassell,Gretel Cassell,Gretel,Cassell,So,D,19.0,19.0,,,0.0,1.0,,12.0,8217049,30.0,14.0,9.0,,,2.0
2024,Binghamton,62,9.0,Carla Curth,Carla Curth,Carla,Curth,So,ATT,19.0,18.0,20.0,23.0,43.0,46.0,35.0,2.0,8217050,7.0,20.0,32.0,7.0,1.0,
2024,Binghamton,62,11.0,Reis Pagan,Reis Pagan,Reis,Pagan,So,M,1.0,0.0,,,0.0,,,,8217051,,,,,,
2024,Binghamton,62,23.0,Emily Stam,Emily Stam,Emily,Stam,So,M,8.0,4.0,,,0.0,,,1.0,8217052,4.0,7.0,,,,
2024,Binghamton,62,6.0,Paloma Blatter,Paloma Blatter,Paloma,Blatter,Sr,D,4.0,1.0,,,0.0,,,,8217053,,1.0,,,,
2024,Binghamton,62,39.0,Kristen Scheidel,Kristen Scheidel,Kristen,Scheidel,Sr,M,19.0,19.0,37.0,9.0,46.0,80.0,55.0,19.0,8217054,15.0,31.0,21.0,20.0,7.0,77.0
2024,Binghamton,62,13.0,Emma Conroy,Emma Conroy,Emma,Conroy,Sr,M,19.0,17.0,6.0,1.0,7.0,16.0,10.0,9.0,8217055,16.0,21.0,9.0,4.0,1.0,1.0
2024,Binghamton,62,30.0,Gabriella Meli,Gabriella Meli,Gabriella,Meli,Sr,ATT,19.0,1.0,10.0,5.0,15.0,23.0,16.0,1.0,8217056,2.0,8.0,16.0,7.0,3.0,
2024,Binghamton,62,8.0,Sofia Salgado,Sofia Salgado,Sofia,Salgado,Sr,GK,19.0,19.0,,,0.0,,,3.0,8217057,,41.0,12.0,,,
2024,Binghamton,62,19.0,Hayley Weltner,Hayley Weltner,Hayley,Weltner,Sr,M,19.0,19.0,22.0,15.0,37.0,59.0,44.0,15.0,8217058,11.0,26.0,20.0,12.0,3.0,107.0
2024,Binghamton,62,3.0,Zoe Congdon,Zoe Congdon,Zoe,Congdon,Sr,D,19.0,19.0,,,0.0,,,8.0,8217059,20.0,8.0,,,,2.0
2024,Binghamton,62,34.0,Madison Murphy,Madison Murphy,Madison,Murphy,Sr,M,19.0,19.0,44.0,16.0,60.0,88.0,68.0,3.0,8217060,17.0,6.0,36.0,21.0,8.0,
2024,Binghamton,62,17.0,Olivia Cosgrove,Olivia Cosgrove,Olivia,Cosgrove,Sr,ATT,1.0,0.0,,,0.0,,,,8217062,,,,,,
2024,Binghamton,62,20.0,Gaby Castillo,Gaby Castillo,Gaby,Castillo,Jr,D,10.0,9.0,,,0.0,1.0,1.0,1.0,8217063,6.0,1.0,1.0,,,
