season,team,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,g,gs_2,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,fo_pct,pen,pen_time,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,rc,yc,clears,att,clear_pct,otg,ncaa_id
2022,Air Force Falcons,45,Brandon Dodd,"Dodd, Brandon",Brandon,Dodd,Jr,,14,14,14,14,46,23,69,141,0.326,82,0.582,3,3,NA,16,39,3,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319163
2022,Air Force Falcons,34,Quentin Carlile,"Carlile, Quentin",Quentin,Carlile,Sr,,13,12,13,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,50,5,38,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2126467
2022,Air Force Falcons,8,Cole Grindberg,"Grindberg, Cole",Cole,Grindberg,Sr,,12,0,12,NA,NA,2,2,1,NA,1,1,NA,NA,NA,13,6,5,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2126498
2022,Air Force Falcons,42,Christian Marshall,"Marshall, Christian",Christian,Marshall,Sr,,12,2,12,2,1,1,2,5,0.2,1,0.2,NA,NA,NA,11,4,3,NA,0,NA,5,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2126520
2022,Air Force Falcons,29,Braden Gaab,"Gaab, Braden",Braden,Gaab,So,,10,0,10,NA,NA,NA,0,2,NA,2,1,NA,NA,NA,16,3,1,33,62,0.532,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473184
2022,Air Force Falcons,44,Daniel Enoch,"Enoch, Daniel",Daniel,Enoch,Fr,,9,4,9,4,NA,1,1,1,NA,1,1,NA,NA,NA,6,2,3,NA,0,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2663460
2022,Air Force Falcons,4,Dante Orlando,"Orlando, Dante",Dante,Orlando,So,,8,0,8,NA,1,1,2,9,0.111,5,0.556,NA,NA,NA,2,3,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473180
2022,Air Force Falcons,32,Maxwell Kane,"Kane, Maxwell",Maxwell,Kane,Jr,,7,0,7,NA,2,1,3,11,0.182,5,0.455,NA,NA,NA,2,4,1,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319138
2022,Air Force Falcons,27,Mitchell Gruenewald,"Gruenewald, Mitchell",Mitchell,Gruenewald,Jr,,7,2,7,2,NA,NA,0,1,NA,1,1,NA,NA,NA,10,3,6,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319156
2022,Air Force Falcons,9,Josh Tauss,"Tauss, Josh",Josh,Tauss,Jr,,6,0,6,NA,NA,NA,0,4,NA,2,0.5,NA,NA,NA,1,5,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2518908
2022,Air Force Falcons,51,Robbie Lionetti,"Lionetti, Robbie",Robbie,Lionetti,So,,6,0,6,NA,NA,1,1,6,NA,2,0.333,NA,NA,NA,3,1,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473194
2022,Air Force Falcons,19,Teddy Accardi,"Accardi, Teddy",Teddy,Accardi,So,,6,0,6,NA,2,NA,2,8,0.25,4,0.5,NA,1,NA,1,1,NA,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473185
2022,Air Force Falcons,26,Quinn Richards,"Richards, Quinn",Quinn,Richards,So,,6,0,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,6,NA,26:11,2,4.583,4,0.667,NA,NA,NA,NA,NA,NA,2473189
2022,Air Force Falcons,13,Cooper Rich,"Rich, Cooper",Cooper,Rich,So,,5,0,5,NA,NA,NA,0,3,NA,2,0.667,NA,NA,NA,2,2,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473188
2022,Air Force Falcons,46,Cody Gross,"Gross, Cody",Cody,Gross,Fr,,4,1,4,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2663461
2022,Air Force Falcons,40,Ethan Grandolfo,"Grandolfo, Ethan",Ethan,Grandolfo,Jr,,4,2,4,2,2,5,7,16,0.125,12,0.75,NA,NA,NA,8,2,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319161
2022,Air Force Falcons,20,Joey Matheson,"Matheson, Joey",Joey,Matheson,Jr,,4,0,4,NA,1,NA,1,6,0.167,3,0.5,NA,NA,NA,NA,2,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319166
2022,Air Force Falcons,11,Dylan Frankhouser,"Frankhouser, Dylan",Dylan,Frankhouser,Jr,,4,0,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,24,0.375,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319154
2022,Air Force Falcons,43,Jake Knapp,"Knapp, Jake",Jake,Knapp,Fr,,4,0,4,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,7,NA,NA,13,27,0.481,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2663459
2022,Air Force Falcons,37,Samuel Gee,"Gee, Samuel",Samuel,Gee,Fr,,4,0,4,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2663456
2022,Air Force Falcons,15,Sam Ewing,"Ewing, Sam",Sam,Ewing,So,,3,0,3,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473181
2022,Air Force Falcons,7,Will Stax,"Stax, Will",Will,Stax,So,,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473190
2022,Air Force Falcons,36,Daniel Haimes,"Haimes, Daniel",Daniel,Haimes,Fr,,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,6,0.167,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2663455
2022,Air Force Falcons,38,Ben Morfit,"Morfit, Ben",Ben,Morfit,Fr,,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2663457
2022,Air Force Falcons,16,Ollie Lovell,"Lovell, Ollie",Ollie,Lovell,Fr,,2,0,2,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2663452
2022,Air Force Falcons,48,Isaac Abramovitz,"Abramovitz, Isaac",Isaac,Abramovitz,So,,2,0,2,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473191
2022,Air Force Falcons,52,Ethan Howell,"Howell, Ethan",Ethan,Howell,Fr,,2,1,2,1,NA,NA,0,7,NA,3,0.429,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2663463
2022,Air Force Falcons,35,Ian Mullins,"Mullins, Ian",Ian,Mullins,Sr,,1,0,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2126514
2022,Air Force Falcons,39,Vincent Mata,"Mata, Vincent",Vincent,Mata,Fr,,1,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2663458
2022,Army West Point Black Knights,90,Jacob Morin,"Morin, Jacob",Jacob,Morin,Jr,M,16,16,16,16,27,2,29,86,0.314,59,0.686,1,7,NA,10,11,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333344
2022,Army West Point Black Knights,28,Paul Johnson,"Johnson, Paul",Paul,Johnson,Jr,ATT,16,15,16,15,26,11,37,72,0.361,50,0.694,2,NA,NA,18,13,4,NA,0,NA,3,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333342
2022,Army West Point Black Knights,41,Reese Burek,"Burek, Reese",Reese,Burek,Jr,M,16,16,16,16,29,15,44,91,0.319,60,0.659,1,3,NA,26,17,1,NA,0,NA,2,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333228
2022,Army West Point Black Knights,13,James Pryor,"Pryor, James",James,Pryor,Sr,M,16,0,16,NA,3,3,6,9,0.333,5,0.556,NA,NA,NA,25,3,11,NA,1,NA,3,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116284
2022,Army West Point Black Knights,21,Wyatt Schulper,"Schulper, Wyatt",Wyatt,Schulper,Sr,GK,16,16,16,16,1,1,2,6,0.167,1,0.167,NA,NA,NA,32,11,2,NA,0,NA,NA,NA,16,16,920:09,172,11.216,180,0.511,NA,NA,NA,NA,NA,NA,2116283
2022,Army West Point Black Knights,52,Matthew Horace,"Horace, Matthew",Matthew,Horace,Sr,M,16,0,16,NA,1,NA,1,4,0.25,2,0.5,NA,NA,NA,5,3,4,NA,0,NA,7,360,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116281
2022,Army West Point Black Knights,14,Bobby Abshire,"Abshire, Bobby",Bobby,Abshire,Sr,M,16,16,16,16,27,9,36,68,0.397,38,0.559,2,1,1,13,15,4,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116234
2022,Army West Point Black Knights,20,Brendan Nichtern,"Nichtern, Brendan",Brendan,Nichtern,Sr,ATT,16,16,16,16,41,60,101,142,0.289,76,0.535,2,1,1,19,47,9,NA,0,NA,8,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116240
2022,Army West Point Black Knights,24,Tyler Olbrich,"Olbrich, Tyler",Tyler,Olbrich,Sr,D,16,5,16,5,NA,NA,0,1,NA,NA,NA,NA,NA,NA,23,6,8,NA,0,NA,4,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116248
2022,Army West Point Black Knights,10,Will Coletti,"Coletti, Will",Will,Coletti,Fr,FO,16,0,16,NA,4,1,5,12,0.333,7,0.583,1,NA,NA,103,6,3,197,349,0.564,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664445
2022,Army West Point Black Knights,1,Gunner Philipp,"Philipp, Gunner",Gunner,Philipp,Sr,ATT,16,16,16,16,9,4,13,43,0.209,33,0.767,1,NA,NA,1,9,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116260
2022,Army West Point Black Knights,22,Doug Jones,"Jones, Doug",Doug,Jones,Sr,M,16,0,16,NA,1,NA,1,3,0.333,2,0.667,NA,NA,NA,23,3,7,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116270
2022,Army West Point Black Knights,23,Danny Kielbasa,"Kielbasa, Danny",Danny,Kielbasa,Sr,M,16,0,16,NA,15,8,23,61,0.246,31,0.508,NA,3,NA,13,13,3,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116272
2022,Army West Point Black Knights,50,Bo Waters,"Waters, Bo",Bo,Waters,Sr,M,16,0,16,NA,11,NA,11,54,0.204,21,0.389,NA,NA,NA,6,8,2,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116278
2022,Army West Point Black Knights,27,Bryan Lehman,"Lehman, Bryan",Bryan,Lehman,Sr,D,16,9,16,9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,30,3,5,NA,0,NA,3,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116280
2022,Army West Point Black Knights,30,Liam Davenport,"Davenport, Liam",Liam,Davenport,Sr,M,15,0,15,NA,2,1,3,6,0.333,5,0.833,NA,NA,NA,25,9,4,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116274
2022,Army West Point Black Knights,19,Aidan Byrnes,"Byrnes, Aidan",Aidan,Byrnes,Sr,ATT,15,1,15,1,9,2,11,21,0.429,16,0.762,NA,5,NA,1,2,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116255
2022,Army West Point Black Knights,8,Deacon Donaldson,"Donaldson, Deacon",Deacon,Donaldson,Jr,D,14,9,14,9,1,NA,1,1,1,1,1,NA,NA,NA,24,8,10,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333230
2022,Army West Point Black Knights,46,AJ Pilate,"Pilate, AJ",AJ,Pilate,Fr,D,13,12,13,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,27,5,13,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664449
2022,Army West Point Black Knights,91,Jack Weigand,"Weigand, Jack",Jack,Weigand,Sr,D,13,12,13,12,NA,NA,0,3,NA,1,0.333,NA,NA,NA,20,6,13,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116261
2022,Army West Point Black Knights,25,Joey Stillings,"Stillings, Joey",Joey,Stillings,Jr,M,13,0,13,NA,3,NA,3,4,0.75,4,1,1,NA,NA,22,4,6,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333235
2022,Army West Point Black Knights,7,Ryan Sposito,"Sposito, Ryan",Ryan,Sposito,Jr,M,12,0,12,NA,4,2,6,13,0.308,6,0.462,1,NA,NA,5,5,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333234
2022,Army West Point Black Knights,17,Stevie Grabher,"Grabher, Stevie",Stevie,Grabher,Jr,FO,11,0,11,NA,1,2,3,2,0.5,2,1,NA,NA,NA,15,5,NA,40,95,0.421,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333341
2022,Army West Point Black Knights,49,Ryan Nixon,"Nixon, Ryan",Ryan,Nixon,Fr,M,9,0,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,0,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664451
2022,Army West Point Black Knights,47,Andrew Kelly,"Kelly, Andrew",Andrew,Kelly,Jr,M,8,0,8,NA,1,NA,1,9,0.111,7,0.778,NA,NA,NA,1,1,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333231
2022,Army West Point Black Knights,53,Jackson Eicher,"Eicher, Jackson",Jackson,Eicher,Fr,ATT,6,0,6,NA,4,NA,4,10,0.4,7,0.7,NA,NA,NA,NA,1,NA,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664460
2022,Army West Point Black Knights,0,Bailey O'Connor,"O'Connor, Bailey",Bailey,O'Connor,So,M,6,0,6,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478854
2022,Army West Point Black Knights,42,Dylan D'Agostino,"D'Agostino, Dylan",Dylan,D'Agostino,Fr,M,5,0,5,NA,1,NA,1,3,0.333,1,0.333,NA,NA,NA,NA,1,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2659264
2022,Army West Point Black Knights,40,Eamon Murphy,"Murphy, Eamon",Eamon,Murphy,So,DM,5,0,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478850
2022,Army West Point Black Knights,9,Anthony Seymour,"Seymour, Anthony",Anthony,Seymour,Jr,ATT,5,0,5,NA,NA,NA,0,2,NA,1,0.5,NA,NA,NA,2,1,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333233
2022,Army West Point Black Knights,18,Alex Evangelista,"Evangelista, Alex",Alex,Evangelista,Sr,M,5,0,5,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116254
2022,Army West Point Black Knights,5,Quinn Binney,"Binney, Quinn",Quinn,Binney,Jr,M,4,0,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333339
2022,Army West Point Black Knights,2,Knox Dent,"Dent, Knox",Knox,Dent,Jr,GK,4,0,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,4,NA,25:49,4,9.296,9,0.692,NA,NA,NA,NA,NA,NA,2333229
2022,Army West Point Black Knights,4,Ethan Barangan,"Barangan, Ethan",Ethan,Barangan,Sr,FO,4,0,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,1,5,11,0.455,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116262
2022,Army West Point Black Knights,77,Ryan Sellew,"Sellew, Ryan",Ryan,Sellew,Fr,ATT,4,0,4,NA,1,NA,1,3,0.333,1,0.333,NA,NA,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664447
2022,Army West Point Black Knights,66,Alex Gekas,"Gekas, Alex",Alex,Gekas,So,M,4,0,4,NA,3,NA,3,5,0.6,5,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478890
2022,Army West Point Black Knights,33,Christian Fournier,"Fournier, Christian",Christian,Fournier,Fr,M,3,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664459
2022,Army West Point Black Knights,48,Jack Szalankiewicz,"Szalankiewicz, Jack",Jack,Szalankiewicz,So,DM,3,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478871
2022,Army West Point Black Knights,98,Kyle Atherton,"Atherton, Kyle",Kyle,Atherton,Fr,D,3,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2659243
2022,Army West Point Black Knights,49,Mike Tangredi,"Tangredi, Mike",Mike,Tangredi,So,M,3,0,3,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478874
2022,Army West Point Black Knights,32,John Manero,"Manero, John",John,Manero,Fr,M,3,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664454
2022,Army West Point Black Knights,56,Mark Schroeder,"Schroeder, Mark",Mark,Schroeder,Fr,D,3,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664448
2022,Army West Point Black Knights,36,Ned Lynch,"Lynch, Ned",Ned,Lynch,So,D,3,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478839
2022,Army West Point Black Knights,31,Bennett Ong,"Ong, Bennett",Bennett,Ong,Fr,GK,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,3:08,1,19.149,NA,NA,NA,NA,NA,NA,NA,NA,2664450
2022,Army West Point Black Knights,88,Chase Gedney,"Gedney, Chase",Chase,Gedney,Sr,M,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983696
2022,Army West Point Black Knights,29,Finn McCullough,"McCullough, Finn",Finn,McCullough,Fr,ATT,2,0,2,NA,NA,NA,0,6,NA,2,0.333,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664452
2022,Army West Point Black Knights,35,Christian Mazur,"Mazur, Christian",Christian,Mazur,Fr,DM,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664453
2022,Army West Point Black Knights,58,Brandon Gibson,"Gibson, Brandon",Brandon,Gibson,So,DM,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478882
2022,Army West Point Black Knights,16,Johnny Devino,"Devino, Johnny",Johnny,Devino,Fr,M,2,0,2,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664462
2022,Army West Point Black Knights,3,Brent Hauck,"Hauck, Brent",Brent,Hauck,Sr,D,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116249
