date,team,opponent,home_away,result,home_score,visitor_score,overtime,fouls,goals,assists,points,shots,sog,ground_balls,turnovers,ct,freepos_shots,freepos_goals,draw_controls,defensive_fouls,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_turnovers,defensive_ct,defensive_freepos_shots,defensive_freepos_goals,defensive_draw_controls,team_id
2023-02-10,Colorado,Vanderbilt,Away,,10,11,1,30.0,10.0,3.0,13.0,29.0,22.0,21.0,16.0,8.0,7.0,2.0,15.0,29.0,11.0,8.0,19.0,30,28,24.0,11,7.0,8.0,1.0,10.0,157
2023-02-12,Colorado,Louisville,Away,,5,12,,16.0,5.0,2.0,7.0,26.0,19.0,14.0,14.0,8.0,2.0,,11.0,23.0,12.0,1.0,13.0,28,21,14.0,17,10.0,3.0,3.0,10.0,157
2023-02-18,Colorado,Denver,Home,,8,9,,16.0,8.0,5.0,13.0,25.0,20.0,14.0,23.0,10.0,9.0,2.0,8.0,44.0,9.0,1.0,10.0,22,19,12.0,17,10.0,5.0,3.0,13.0,157
2023-03-03,Colorado,Michigan,Home,,5,12,,18.0,5.0,,5.0,34.0,18.0,16.0,20.0,9.0,2.0,1.0,13.0,17.0,12.0,4.0,16.0,25,21,14.0,15,7.0,3.0,2.0,8.0,157
2023-03-12,Colorado,Ohio St.,Away,,14,10,,17.0,14.0,4.0,18.0,37.0,28.0,20.0,10.0,8.0,7.0,5.0,10.0,20.0,10.0,4.0,14.0,21,17,14.0,21,4.0,5.0,3.0,17.0,157
2023-03-17,Colorado,Stanford,Home,,17,15,,27.0,17.0,7.0,24.0,32.0,27.0,12.0,10.0,5.0,4.0,2.0,15.0,13.0,15.0,8.0,23.0,37,26,8.0,12,1.0,11.0,4.0,20.0,157
2023-03-19,Colorado,California,Home,,20,3,,14.0,20.0,9.0,29.0,36.0,31.0,16.0,11.0,7.0,3.0,1.0,18.0,13.0,3.0,2.0,5.0,13,9,9.0,15,,1.0,,9.0,157
2023-03-24,Colorado,Southern California,Away,,13,17,,24.0,13.0,6.0,19.0,31.0,24.0,12.0,14.0,5.0,7.0,3.0,22.0,35.0,17.0,10.0,27.0,29,23,17.0,11,9.0,3.0,1.0,10.0,157
2023-03-26,Colorado,Arizona St.,Away,,17,13,,22.0,17.0,5.0,22.0,27.0,24.0,12.0,7.0,11.0,1.0,1.0,7.0,8.0,13.0,3.0,16.0,36,27,9.0,11,6.0,6.0,4.0,21.0,157
2023-04-01,Colorado,Oregon,Away,,15,14,1,23.0,15.0,7.0,22.0,36.0,25.0,21.0,8.0,11.0,7.0,4.0,13.0,24.0,14.0,7.0,21.0,30,18,9.0,16,2.0,6.0,2.0,20.0,157
2023-04-07,Colorado,San Diego St.,Home,,17,4,,18.0,17.0,6.0,23.0,42.0,27.0,7.0,10.0,8.0,8.0,3.0,20.0,32.0,4.0,,4.0,12,10,9.0,14,7.0,5.0,3.0,5.0,157
2023-04-14,Colorado,Southern California,Home,,13,16,,36.0,13.0,6.0,19.0,18.0,17.0,8.0,18.0,6.0,2.0,2.0,17.0,24.0,16.0,8.0,24.0,33,24,12.0,13,8.0,9.0,4.0,17.0,157
2023-04-16,Colorado,Arizona St.,Home,,15,12,,16.0,15.0,8.0,23.0,36.0,31.0,6.0,7.0,2.0,9.0,6.0,19.0,36.0,12.0,7.0,19.0,28,19,2.0,10,2.0,3.0,2.0,11.0,157
2023-04-21,Colorado,Stanford,Away,,13,18,,31.0,13.0,7.0,20.0,38.0,27.0,16.0,8.0,7.0,5.0,3.0,14.0,23.0,18.0,11.0,29.0,37,28,28.0,15,4.0,8.0,5.0,20.0,157
2023-04-23,Colorado,California,Away,,19,9,,21.0,19.0,11.0,30.0,40.0,28.0,23.0,8.0,7.0,9.0,3.0,11.0,20.0,9.0,1.0,10.0,25,15,11.0,19,2.0,8.0,3.0,19.0,157
2023-04-28,Colorado,Oregon,Home,,15,5,,38.0,15.0,5.0,20.0,29.0,24.0,13.0,12.0,7.0,7.0,4.0,9.0,26.0,5.0,2.0,7.0,18,13,6.0,17,6.0,8.0,2.0,14.0,157
2023-05-03,Colorado,Oregon,Home,,16,10,,21.0,16.0,7.0,23.0,30.0,24.0,15.0,10.0,10.0,6.0,3.0,12.0,26.0,10.0,4.0,14.0,18,14,10.0,18,3.0,2.0,1.0,17.0,157
2023-05-04,Colorado,Stanford,Home,,12,11,,31.0,12.0,5.0,17.0,26.0,20.0,9.0,14.0,6.0,6.0,4.0,16.0,43.0,11.0,9.0,20.0,29,20,15.0,12,7.0,5.0,2.0,11.0,157
2023-05-06,Colorado,Southern California,Home,,6,12,,34.0,6.0,3.0,9.0,17.0,10.0,13.0,18.0,7.0,5.0,2.0,9.0,38.0,12.0,7.0,19.0,30,23,15.0,11,6.0,4.0,1.0,12.0,157
2023-02-18,Columbia,Lafayette,Away,,15,12,,4.0,15.0,7.0,22.0,38.0,27.0,21.0,11.0,4.0,11.0,3.0,18.0,13.0,12.0,6.0,18.0,26,18,21.0,13,5.0,4.0,2.0,13.0,158
2023-02-22,Columbia,Central Conn. St.,Home,,16,4,,8.0,16.0,11.0,27.0,32.0,24.0,25.0,18.0,12.0,6.0,2.0,16.0,17.0,4.0,3.0,7.0,12,7,17.0,21,7.0,1.0,,8.0,158
2023-02-25,Columbia,Monmouth,Away,,9,12,,14.0,9.0,2.0,11.0,20.0,13.0,15.0,22.0,7.0,1.0,,13.0,31.0,12.0,6.0,18.0,29,24,22.0,16,14.0,6.0,2.0,12.0,158
2023-03-01,Columbia,Manhattan,Away,,10,8,,15.0,10.0,2.0,12.0,24.0,19.0,22.0,17.0,11.0,7.0,3.0,6.0,13.0,8.0,2.0,10.0,28,23,24.0,16,8.0,9.0,1.0,16.0,158
2023-03-04,Columbia,Penn,Home,,7,17,,23.0,7.0,3.0,10.0,12.0,11.0,16.0,24.0,9.0,5.0,3.0,12.0,16.0,17.0,10.0,27.0,43,32,24.0,17,10.0,6.0,4.0,14.0,158
2023-03-11,Columbia,Cornell,Home,,6,13,,8.0,6.0,1.0,7.0,32.0,12.0,16.0,21.0,8.0,10.0,4.0,12.0,18.0,13.0,7.0,20.0,27,21,27.0,18,13.0,3.0,3.0,11.0,158
2023-03-14,Columbia,William & Mary,Home,,10,14,,18.0,10.0,6.0,16.0,42.0,28.0,20.0,16.0,10.0,9.0,3.0,16.0,28.0,14.0,3.0,17.0,30,20,21.0,16,9.0,6.0,3.0,9.0,158
2023-03-18,Columbia,UC Davis,Away,,12,15,,12.0,12.0,4.0,16.0,37.0,22.0,7.0,12.0,3.0,1.0,1.0,18.0,10.0,15.0,3.0,18.0,38,28,11.0,9,8.0,5.0,3.0,13.0,158
2023-03-24,Columbia,Brown,Away,,8,19,,6.0,8.0,3.0,11.0,17.0,11.0,9.0,14.0,1.0,9.0,4.0,11.0,11.0,19.0,12.0,31.0,36,27,20.0,6,10.0,4.0,2.0,18.0,158
2023-03-30,Columbia,New Hampshire,Home,,8,13,,14.0,8.0,4.0,12.0,22.0,15.0,16.0,12.0,6.0,3.0,1.0,10.0,7.0,13.0,2.0,15.0,34,19,19.0,10,4.0,4.0,2.0,14.0,158
2023-04-01,Columbia,UConn,Home,,8,16,,11.0,8.0,2.0,10.0,32.0,18.0,8.0,10.0,3.0,7.0,3.0,10.0,9.0,16.0,7.0,23.0,35,24,11.0,12,7.0,6.0,3.0,17.0,158
2023-04-08,Columbia,Princeton,Away,,4,19,,14.0,4.0,,4.0,21.0,14.0,12.0,15.0,5.0,3.0,,11.0,17.0,19.0,6.0,25.0,43,31,20.0,12,9.0,4.0,3.0,15.0,158
2023-04-15,Columbia,Dartmouth,Home,,8,16,,26.0,8.0,3.0,11.0,15.0,12.0,9.0,13.0,6.0,2.0,1.0,6.0,15.0,16.0,7.0,23.0,42,27,13.0,12,6.0,6.0,3.0,21.0,158
2023-04-22,Columbia,Harvard,Away,,4,19,,16.0,4.0,,4.0,17.0,11.0,28.0,13.0,5.0,7.0,3.0,6.0,18.0,19.0,7.0,26.0,31,23,15.0,13,6.0,5.0,5.0,20.0,158
2023-04-29,Columbia,Yale,Home,,5,19,,31.0,5.0,4.0,9.0,11.0,8.0,12.0,14.0,4.0,,,7.0,10.0,19.0,12.0,31.0,31,23,17.0,12,8.0,6.0,3.0,19.0,158
2023-02-18,Cornell,UAlbany,Away,,18,15,,27.0,18.0,3.0,21.0,32.0,27.0,13.0,14.0,6.0,10.0,7.0,21.0,48.0,15.0,6.0,21.0,28,24,15.0,15,8.0,4.0,4.0,16.0,167
2023-02-21,Cornell,Colgate,Home,,16,8,,28.0,16.0,4.0,20.0,36.0,24.0,18.0,17.0,11.0,5.0,4.0,16.0,19.0,8.0,2.0,10.0,19,17,17.0,19,5.0,6.0,3.0,11.0,167
2023-02-25,Cornell,California,Away,,13,9,,31.0,13.0,3.0,16.0,38.0,25.0,19.0,12.0,8.0,7.0,5.0,9.0,14.0,9.0,6.0,15.0,31,25,15.0,15,9.0,9.0,2.0,17.0,167
2023-02-27,Cornell,Stanford,Away,,12,17,,31.0,12.0,4.0,16.0,37.0,24.0,18.0,18.0,7.0,8.0,4.0,17.0,31.0,17.0,9.0,26.0,30,22,15.0,18,9.0,9.0,4.0,16.0,167
2023-03-05,Cornell,Dartmouth,Away,,11,6,,19.0,11.0,6.0,17.0,30.0,19.0,19.0,18.0,9.0,4.0,2.0,12.0,24.0,6.0,1.0,7.0,20,12,13.0,19,7.0,6.0,3.0,9.0,167
2023-03-11,Cornell,Columbia,Away,,13,6,,18.0,13.0,7.0,20.0,27.0,21.0,27.0,18.0,13.0,3.0,3.0,11.0,8.0,6.0,1.0,7.0,32,12,16.0,21,8.0,10.0,4.0,12.0,167
2023-03-15,Cornell,Binghamton,Home,,12,13,,,12.0,6.0,18.0,28.0,16.0,11.0,10.0,3.0,9.0,4.0,14.0,,13.0,4.0,17.0,30,19,13.0,7,4.0,7.0,2.0,15.0,167
2023-03-18,Cornell,UConn,Home,,16,13,,,16.0,6.0,22.0,35.0,25.0,18.0,12.0,12.0,5.0,3.0,15.0,,13.0,8.0,21.0,29,18,13.0,18,5.0,4.0,3.0,18.0,167
2023-03-25,Cornell,Princeton,Home,,11,15,,,11.0,4.0,15.0,37.0,22.0,9.0,12.0,3.0,6.0,1.0,20.0,,15.0,4.0,19.0,34,28,12.0,7,3.0,11.0,5.0,9.0,167
2023-03-28,Cornell,Syracuse,Away,,13,19,,18.0,13.0,5.0,18.0,35.0,27.0,18.0,13.0,4.0,8.0,4.0,17.0,32.0,19.0,8.0,27.0,37,26,17.0,12,8.0,3.0,3.0,18.0,167
2023-04-02,Cornell,Penn St.,Away,,10,13,,15.0,10.0,4.0,14.0,24.0,17.0,8.0,17.0,5.0,7.0,1.0,13.0,16.0,13.0,3.0,16.0,34,23,18.0,11,10.0,7.0,4.0,14.0,167
2023-04-08,Cornell,Harvard,Home,,13,14,2,,13.0,6.0,19.0,28.0,15.0,12.0,22.0,7.0,7.0,3.0,13.0,,14.0,8.0,22.0,34,27,16.0,14,13.0,8.0,2.0,19.0,167
2023-04-15,Cornell,Penn,Away,,12,15,,33.0,12.0,6.0,18.0,28.0,20.0,16.0,14.0,5.0,5.0,4.0,13.0,26.0,15.0,5.0,20.0,34,27,20.0,12,8.0,6.0,4.0,18.0,167
2023-04-22,Cornell,Yale,Away,,14,12,,24.0,14.0,5.0,19.0,30.0,24.0,8.0,9.0,5.0,6.0,4.0,16.0,25.0,12.0,8.0,20.0,26,21,13.0,10,8.0,6.0,2.0,15.0,167
2023-04-29,Cornell,Brown,Home,,9,14,,,9.0,2.0,11.0,32.0,19.0,17.0,12.0,8.0,3.0,1.0,13.0,,14.0,7.0,21.0,23,17,13.0,19,5.0,5.0,5.0,14.0,167
2023-02-18,Dartmouth,New Hampshire,Home,,13,12,,29.0,13.0,4.0,17.0,32.0,21.0,10.0,11.0,6.0,4.0,2.0,18.0,8.0,12.0,7.0,19.0,31,22,15.0,12,4.0,11.0,4.0,11.0,172
2023-02-25,Dartmouth,Massachusetts,Away,,6,14,,18.0,6.0,4.0,10.0,16.0,9.0,18.0,19.0,9.0,4.0,2.0,13.0,23.0,14.0,10.0,24.0,31,21,29.0,15,13.0,2.0,1.0,11.0,172
2023-03-01,Dartmouth,Bryant,Home,,15,13,,33.0,15.0,5.0,20.0,31.0,25.0,13.0,8.0,5.0,6.0,3.0,16.0,21.0,13.0,8.0,21.0,27,19,11.0,15,3.0,5.0,2.0,16.0,172
2023-03-05,Dartmouth,Cornell,Home,,6,11,,24.0,6.0,1.0,7.0,20.0,12.0,13.0,19.0,7.0,6.0,3.0,9.0,19.0,11.0,6.0,17.0,30,19,19.0,18,9.0,4.0,2.0,12.0,172
2023-03-18,Dartmouth,Siena,Home,,13,14,1,15.0,13.0,5.0,18.0,30.0,22.0,8.0,11.0,6.0,4.0,3.0,17.0,18.0,14.0,10.0,24.0,26,18,10.0,9,3.0,4.0,3.0,13.0,172
2023-03-21,Dartmouth,Georgetown,Away,,8,13,,16.0,8.0,2.0,10.0,28.0,23.0,17.0,18.0,7.0,5.0,2.0,15.0,16.0,13.0,6.0,19.0,35,22,13.0,15,11.0,6.0,2.0,10.0,172
2023-03-25,Dartmouth,Yale,Away,,9,11,,25.0,9.0,7.0,16.0,17.0,14.0,11.0,21.0,2.0,2.0,,13.0,17.0,11.0,5.0,16.0,36,23,26.0,8,13.0,12.0,3.0,11.0,172
2023-03-29,Dartmouth,Boston College,Away,,5,18,,11.0,5.0,3.0,8.0,16.0,11.0,12.0,22.0,6.0,3.0,,11.0,10.0,18.0,11.0,29.0,34,25,19.0,17,10.0,2.0,2.0,15.0,172
2023-04-01,Dartmouth,Harvard,Home,,11,13,,23.0,11.0,6.0,17.0,22.0,15.0,17.0,18.0,5.0,8.0,3.0,10.0,24.0,13.0,8.0,21.0,30,25,17.0,15,11.0,4.0,,16.0,172
2023-04-08,Dartmouth,Brown,Home,,16,9,,17.0,16.0,5.0,21.0,34.0,25.0,18.0,12.0,4.0,11.0,6.0,18.0,27.0,9.0,3.0,12.0,36,24,15.0,12,6.0,5.0,2.0,12.0,172
2023-04-11,Dartmouth,UMass Lowell,Away,,16,7,,10.0,16.0,5.0,21.0,34.0,28.0,12.0,10.0,4.0,7.0,3.0,17.0,14.0,7.0,2.0,9.0,19,15,11.0,10,8.0,1.0,,9.0,172
2023-04-15,Dartmouth,Columbia,Away,,16,8,,15.0,16.0,7.0,23.0,42.0,27.0,13.0,12.0,6.0,6.0,3.0,21.0,26.0,8.0,3.0,11.0,15,12,9.0,13,6.0,2.0,1.0,6.0,172
2023-04-18,Dartmouth,Vermont,Away,,11,13,,11.0,11.0,2.0,13.0,26.0,19.0,11.0,21.0,5.0,6.0,2.0,16.0,14.0,13.0,4.0,17.0,30,21,16.0,12,16.0,5.0,2.0,11.0,172
2023-04-22,Dartmouth,Princeton,Home,,15,14,,29.0,15.0,3.0,18.0,31.0,25.0,13.0,11.0,4.0,4.0,2.0,18.0,19.0,14.0,2.0,16.0,40,26,18.0,9,9.0,14.0,6.0,14.0,172
2023-04-29,Dartmouth,Penn,Away,,8,15,,15.0,8.0,6.0,14.0,16.0,13.0,9.0,15.0,7.0,,,9.0,6.0,15.0,4.0,19.0,34,25,16.0,11,11.0,3.0,1.0,18.0,172
2023-02-11,Davidson,High Point,Away,,17,13,,23.0,17.0,14.0,31.0,32.0,24.0,13.0,17.0,7.0,2.0,1.0,19.0,21.0,13.0,5.0,18.0,35,24,22.0,11,9.0,8.0,3.0,14.0,173
2023-02-15,Davidson,Duke,Home,,9,18,,12.0,9.0,2.0,11.0,20.0,14.0,14.0,17.0,8.0,2.0,2.0,11.0,12.0,18.0,7.0,25.0,38,24,15.0,14,12.0,7.0,4.0,20.0,173
2023-02-19,Davidson,Coastal Carolina,Away,,13,8,,11.0,13.0,2.0,15.0,28.0,22.0,17.0,20.0,5.0,7.0,4.0,14.0,16.0,8.0,4.0,12.0,27,18,18.0,16,6.0,6.0,2.0,11.0,173
2023-02-26,Davidson,Mercer,Away,,20,14,,14.0,20.0,16.0,36.0,31.0,27.0,9.0,9.0,13.0,4.0,2.0,16.0,10.0,14.0,4.0,18.0,31,23,7.0,13,9.0,5.0,3.0,21.0,173
2023-03-01,Davidson,Winthrop,Home,,16,6,,18.0,16.0,5.0,21.0,36.0,27.0,18.0,16.0,10.0,4.0,3.0,16.0,9.0,6.0,3.0,9.0,14,11,12.0,21,11.0,1.0,,8.0,173
2023-03-04,Davidson,Gardner-Webb,Away,,19,6,,7.0,19.0,8.0,27.0,34.0,28.0,20.0,19.0,7.0,9.0,6.0,18.0,10.0,6.0,4.0,10.0,18,12,17.0,21,6.0,3.0,1.0,10.0,173
2023-03-07,Davidson,Cincinnati,Away,,12,13,1,12.0,12.0,7.0,19.0,24.0,20.0,12.0,19.0,6.0,7.0,3.0,17.0,27.0,13.0,7.0,20.0,31,21,12.0,18,9.0,6.0,1.0,11.0,173
2023-03-11,Davidson,Duquesne,Home,,19,7,,7.0,19.0,11.0,30.0,37.0,29.0,19.0,15.0,10.0,7.0,4.0,21.0,13.0,7.0,3.0,10.0,17,11,20.0,16,14.0,3.0,,7.0,173
2023-03-18,Davidson,St. Bonaventure,Away,,11,10,,,11.0,8.0,19.0,32.0,23.0,12.0,20.0,11.0,10.0,2.0,17.0,,10.0,2.0,12.0,19,16,8.0,15,7.0,10.0,4.0,8.0,173
2023-03-22,Davidson,VCU,Away,,8,7,1,22.0,8.0,6.0,14.0,28.0,21.0,14.0,19.0,7.0,6.0,1.0,14.0,24.0,7.0,4.0,11.0,21,19,20.0,14,9.0,4.0,1.0,5.0,173
2023-03-25,Davidson,George Washington,Home,,12,7,,10.0,12.0,7.0,19.0,25.0,19.0,16.0,21.0,12.0,5.0,2.0,16.0,7.0,7.0,2.0,9.0,20,12,25.0,26,13.0,5.0,2.0,7.0,173
2023-04-01,Davidson,Massachusetts,Home,,4,14,,17.0,4.0,1.0,5.0,21.0,15.0,15.0,18.0,5.0,2.0,1.0,6.0,9.0,14.0,6.0,20.0,36,24,22.0,15,12.0,8.0,1.0,16.0,173
2023-04-08,Davidson,George Mason,Away,,17,9,,17.0,17.0,12.0,29.0,36.0,23.0,12.0,11.0,6.0,1.0,1.0,13.0,13.0,9.0,4.0,13.0,23,16,9.0,16,5.0,5.0,1.0,17.0,173
2023-04-16,Davidson,Saint Joseph's,Away,,15,16,2,28.0,15.0,9.0,24.0,27.0,21.0,8.0,11.0,6.0,1.0,1.0,13.0,8.0,16.0,10.0,26.0,35,26,12.0,14,3.0,9.0,3.0,23.0,173
2023-04-22,Davidson,Richmond,Home,,11,18,,9.0,11.0,5.0,16.0,27.0,21.0,21.0,15.0,9.0,6.0,2.0,11.0,12.0,18.0,10.0,28.0,38,25,21.0,16,6.0,2.0,1.0,22.0,173
2023-04-29,Davidson,La Salle,Away,,16,3,,26.0,16.0,6.0,22.0,29.0,22.0,29.0,23.0,13.0,7.0,4.0,18.0,34.0,3.0,,3.0,19,12,22.0,18,9.0,4.0,1.0,4.0,173
2023-05-04,Davidson,George Washington,Home,,15,5,,19.0,15.0,9.0,24.0,37.0,32.0,13.0,9.0,12.0,4.0,2.0,14.0,13.0,5.0,,5.0,22,17,9.0,14,1.0,1.0,,10.0,173
2023-05-05,Davidson,Massachusetts,Home,,8,15,,32.0,8.0,3.0,11.0,21.0,16.0,7.0,13.0,4.0,5.0,1.0,11.0,28.0,15.0,9.0,24.0,34,26,16.0,10,11.0,7.0,3.0,16.0,173
2023-02-10,Delaware,Lehigh,Home,,13,11,,13.0,13.0,8.0,21.0,22.0,19.0,14.0,24.0,11.0,4.0,3.0,20.0,22.0,11.0,6.0,17.0,20,17,18.0,16,16.0,1.0,1.0,8.0,180
2023-02-15,Delaware,Lafayette,Home,,16,12,,18.0,16.0,10.0,26.0,47.0,30.0,24.0,20.0,11.0,11.0,3.0,21.0,30.0,12.0,4.0,16.0,26,19,19.0,16,14.0,5.0,2.0,11.0,180
2023-02-22,Delaware,Temple,Home,,7,9,,14.0,7.0,4.0,11.0,21.0,10.0,18.0,20.0,12.0,3.0,1.0,9.0,14.0,9.0,2.0,11.0,25,18,16.0,15,14.0,5.0,3.0,11.0,180
2023-02-25,Delaware,Old Dominion,Home,,18,9,,6.0,18.0,10.0,28.0,34.0,29.0,21.0,28.0,16.0,4.0,2.0,26.0,20.0,9.0,3.0,12.0,14,9,28.0,32,12.0,2.0,2.0,3.0,180
2023-03-01,Delaware,UMBC,Away,,7,6,,8.0,7.0,2.0,9.0,22.0,14.0,17.0,15.0,3.0,5.0,1.0,6.0,7.0,6.0,3.0,9.0,32,17,18.0,13,10.0,5.0,,11.0,180
2023-03-04,Delaware,Georgetown,Home,,7,11,,17.0,7.0,3.0,10.0,27.0,15.0,12.0,17.0,6.0,4.0,3.0,11.0,12.0,11.0,,11.0,36,24,19.0,11,13.0,8.0,4.0,11.0,180
2023-03-11,Delaware,Niagara,Home,,11,12,1,19.0,11.0,5.0,16.0,38.0,25.0,15.0,19.0,11.0,5.0,3.0,20.0,27.0,12.0,6.0,18.0,36,20,20.0,17,13.0,7.0,2.0,8.0,180
2023-03-13,Delaware,Denver,Away,,6,13,,23.0,6.0,1.0,7.0,20.0,10.0,14.0,18.0,8.0,7.0,4.0,5.0,21.0,13.0,7.0,20.0,32,23,14.0,13,14.0,7.0,4.0,18.0,180
2023-03-18,Delaware,Stony Brook,Away,,6,19,,26.0,6.0,2.0,8.0,11.0,11.0,7.0,14.0,2.0,4.0,2.0,7.0,18.0,19.0,7.0,26.0,41,35,17.0,7,7.0,8.0,2.0,20.0,180
2023-03-25,Delaware,Monmouth,Home,,13,12,1,13.0,13.0,6.0,19.0,32.0,21.0,18.0,21.0,12.0,4.0,2.0,16.0,13.0,12.0,8.0,20.0,32,21,17.0,21,10.0,5.0,2.0,12.0,180
2023-04-01,Delaware,William & Mary,Away,,12,13,1,13.0,12.0,7.0,19.0,28.0,18.0,23.0,22.0,10.0,2.0,,20.0,29.0,13.0,2.0,15.0,29,20,23.0,16,12.0,1.0,1.0,10.0,180
2023-04-08,Delaware,Hofstra,Away,,13,10,,11.0,13.0,4.0,17.0,39.0,27.0,16.0,14.0,8.0,5.0,3.0,21.0,17.0,10.0,5.0,15.0,24,18,14.0,13,11.0,4.0,,6.0,180
2023-04-15,Delaware,Drexel,Home,,11,13,,17.0,11.0,3.0,14.0,28.0,19.0,11.0,12.0,11.0,4.0,2.0,14.0,26.0,13.0,5.0,18.0,32,22,15.0,15,8.0,8.0,2.0,14.0,180
2023-04-22,Delaware,Elon,Away,,12,11,,16.0,12.0,7.0,19.0,26.0,23.0,18.0,22.0,10.0,2.0,2.0,19.0,22.0,11.0,4.0,15.0,27,19,17.0,16,9.0,1.0,1.0,7.0,180
2023-04-29,Delaware,Towson,Home,,13,9,,21.0,13.0,5.0,18.0,31.0,26.0,20.0,18.0,13.0,4.0,2.0,15.0,14.0,9.0,3.0,12.0,29,20,19.0,19,15.0,7.0,3.0,11.0,180
2023-05-04,Delaware,Stony Brook,Home,,6,18,,26.0,6.0,2.0,8.0,12.0,9.0,15.0,23.0,8.0,4.0,2.0,10.0,25.0,18.0,9.0,27.0,39,29,27.0,14,16.0,3.0,1.0,16.0,180
2023-02-11,Delaware St.,Howard,Home,,16,4,,16.0,16.0,1.0,17.0,44.0,31.0,9.0,16.0,8.0,13.0,5.0,17.0,35.0,4.0,1.0,5.0,18,12,13.0,18,3.0,6.0,1.0,6.0,178
2023-02-19,Delaware St.,Akron,Home,,13,12,4,15.0,13.0,4.0,17.0,31.0,23.0,14.0,23.0,8.0,8.0,4.0,13.0,17.0,12.0,5.0,17.0,33,28,12.0,27,3.0,9.0,2.0,19.0,178
2023-02-22,Delaware St.,Presbyterian,Home,,10,11,,15.0,10.0,3.0,13.0,28.0,22.0,9.0,11.0,2.0,8.0,3.0,14.0,10.0,11.0,4.0,15.0,30,19,9.0,10,5.0,8.0,2.0,11.0,178
2023-03-05,Delaware St.,Saint Francis,Away,,12,16,,10.0,12.0,2.0,14.0,37.0,29.0,11.0,15.0,3.0,12.0,4.0,19.0,13.0,16.0,6.0,22.0,28,23,17.0,11,5.0,5.0,2.0,13.0,178
2023-03-07,Delaware St.,Eastern Mich.,Away,,7,12,,18.0,7.0,,7.0,30.0,17.0,26.0,20.0,11.0,8.0,3.0,14.0,23.0,12.0,3.0,15.0,25,21,31.0,15,18.0,3.0,1.0,9.0,178
2023-03-08,Delaware St.,Kent St.,Away,,5,15,,8.0,5.0,1.0,6.0,17.0,13.0,18.0,20.0,5.0,4.0,1.0,11.0,22.0,15.0,7.0,22.0,37,27,33.0,15,5.0,1.0,,12.0,178
2023-03-15,Delaware St.,Central Conn. St.,Home,,8,10,,14.0,8.0,,8.0,21.0,14.0,9.0,20.0,4.0,7.0,3.0,12.0,20.0,10.0,1.0,11.0,29,25,12.0,18,11.0,4.0,,8.0,178
2023-03-18,Delaware St.,Jacksonville,Home,,3,20,,13.0,3.0,,3.0,9.0,8.0,9.0,23.0,6.0,3.0,1.0,5.0,10.0,19.0,4.0,23.0,40,30,18.0,14,11.0,7.0,5.0,19.0,178
2023-03-23,Delaware St.,Radford,Away,,11,16,,16.0,11.0,4.0,15.0,24.0,18.0,20.0,19.0,10.0,6.0,4.0,15.0,14.0,16.0,5.0,21.0,37,24,29.0,20,11.0,8.0,4.0,16.0,178
2023-03-29,Delaware St.,George Washington,Away,,8,19,,7.0,8.0,3.0,11.0,19.0,15.0,10.0,12.0,5.0,3.0,1.0,10.0,11.0,19.0,5.0,24.0,33,29,15.0,8,9.0,7.0,2.0,19.0,178
2023-04-07,Delaware St.,Coastal Carolina,Away,,3,18,,14.0,3.0,1.0,4.0,17.0,6.0,14.0,23.0,4.0,4.0,1.0,9.0,20.0,18.0,10.0,28.0,43,35,24.0,11,12.0,4.0,2.0,16.0,178
2023-04-16,Delaware St.,Stetson,Home,,11,21,,6.0,11.0,2.0,13.0,28.0,23.0,4.0,13.0,2.0,14.0,7.0,17.0,20.0,21.0,9.0,30.0,31,28,12.0,10,4.0,2.0,1.0,17.0,178
2023-04-20,Delaware St.,Lindenwood,Home,,6,17,,10.0,6.0,1.0,7.0,18.0,9.0,9.0,18.0,4.0,2.0,1.0,9.0,4.0,17.0,9.0,26.0,36,28,16.0,12,7.0,3.0,1.0,17.0,178
2023-04-22,Delaware St.,Kennesaw St.,Home,,4,13,,8.0,4.0,1.0,5.0,25.0,17.0,6.0,13.0,5.0,2.0,1.0,13.0,8.0,13.0,3.0,16.0,22,18,6.0,10,4.0,3.0,2.0,8.0,178
2023-04-29,Delaware St.,Liberty,Home,,5,20,,8.0,5.0,3.0,8.0,13.0,10.0,11.0,17.0,10.0,1.0,1.0,9.0,5.0,20.0,15.0,35.0,35,29,17.0,13,10.0,3.0,,19.0,178
2023-02-10,Denver,Louisville,Away,,5,4,,38.0,5.0,,5.0,17.0,11.0,17.0,15.0,19.0,3.0,2.0,7.0,16.0,4.0,1.0,5.0,15,9,16.0,25,10.0,5.0,1.0,6.0,183
2023-02-12,Denver,Vanderbilt,Away,,11,6,,35.0,11.0,6.0,17.0,33.0,23.0,24.0,10.0,10.0,5.0,3.0,14.0,17.0,6.0,1.0,7.0,16,13,13.0,17,10.0,6.0,2.0,8.0,183
2023-02-18,Denver,Colorado,Away,,9,8,,44.0,9.0,1.0,10.0,22.0,19.0,12.0,17.0,10.0,5.0,3.0,13.0,16.0,8.0,5.0,13.0,25,20,14.0,23,10.0,9.0,2.0,8.0,183
2023-02-25,Denver,Ohio St.,Away,,11,4,,26.0,11.0,6.0,17.0,26.0,20.0,14.0,13.0,11.0,3.0,1.0,14.0,36.0,4.0,3.0,7.0,15,8,14.0,17,5.0,3.0,,5.0,183
