season,team,team_id,full_name,roster_name,first_name,last_name,yr,pos,number,gp,gs,goals,assists,points,shots,ground_balls,turnovers,ct,freepos_shots,freepos_goals,rc,yc,draw_controls,fouls
2026,Rhode Island Rams,572,Izze Gill,Izze Gill,Izze,Gill,Sr,D,15.0,12.0,12.0,,,0.0,,6.0,8.0,5.0,,,,,1.0,11.0
2026,Rhode Island Rams,572,Kate Cumins,Kate Cumins,Kate,Cumins,So,,34.0,13.0,13.0,22.0,3.0,25.0,59.0,7.0,22.0,4.0,12.0,8.0,,,,3.0
2026,Rhode Island Rams,572,Zoe Lockwood,Zoe Lockwood,Zoe,Lockwood,Jr,M,44.0,10.0,2.0,,,0.0,,,2.0,,,,,,,3.0
2026,Rhode Island Rams,572,Carolyn Kirk,Carolyn Kirk,Carolyn,Kirk,So,,7.0,11.0,0.0,1.0,1.0,2.0,4.0,,1.0,,,,,,,
2026,Rhode Island Rams,572,Casey Phelps,Casey Phelps,Casey,Phelps,Sr,GK,36.0,13.0,13.0,,,0.0,,26.0,10.0,,,,,,,
2026,Rhode Island Rams,572,Aerin Keesser,Aerin Keesser,Aerin,Keesser,So,M,16.0,2.0,0.0,,,0.0,,,,1.0,,,,,,
2026,Rhode Island Rams,572,Marissa Hermans,Marissa Hermans,Marissa,Hermans,Jr,ATT,24.0,5.0,1.0,,,0.0,,1.0,1.0,,,,,,,1.0
2026,Rhode Island Rams,572,MJ Timpanaro,MJ Timpanaro,MJ,Timpanaro,So,ATT,9.0,13.0,13.0,7.0,,7.0,17.0,10.0,23.0,5.0,4.0,2.0,,,71.0,5.0
2026,Rhode Island Rams,572,Makayla Au,Makayla Au,Makayla,Au,Sr,D,13.0,12.0,11.0,,,0.0,,4.0,1.0,1.0,,,,1.0,,4.0
2026,Rhode Island Rams,572,Sophie Severino,Sophie Severino,Sophie,Severino,So,GK,29.0,2.0,0.0,,,0.0,,,1.0,,,,,,,
2026,Rhode Island Rams,572,Ella Pauline,Ella Pauline,Ella,Pauline,So,M,20.0,9.0,1.0,,,0.0,,8.0,1.0,5.0,,,,,,4.0
2026,Rhode Island Rams,572,Kayse Kiernan,Kayse Kiernan,Kayse,Kiernan,Jr,GK,99.0,2.0,0.0,,,0.0,,,,,,,,,,
2026,Rhode Island Rams,572,Caralie Basuel,Caralie Basuel,Caralie,Basuel,So,ATT,4.0,13.0,13.0,35.0,5.0,40.0,84.0,12.0,25.0,9.0,24.0,10.0,,1.0,42.0,2.0
2026,Rhode Island Rams,572,Nicolette Licare,Nicolette Licare,Nicolette,Licare,So,ATT,18.0,10.0,0.0,2.0,,2.0,12.0,,5.0,,,,,,1.0,
2026,Rhode Island Rams,572,Orla Howlett,Orla Howlett,Orla,Howlett,Fr,M,17.0,3.0,0.0,,,0.0,,,1.0,1.0,,,,,1.0,
2026,Rhode Island Rams,572,Kyndall Jackson,Kyndall Jackson,Kyndall,Jackson,Sr,M,25.0,13.0,7.0,5.0,3.0,8.0,13.0,6.0,8.0,2.0,3.0,2.0,,1.0,,8.0
2026,Rhode Island Rams,572,Julianna Duff,Julianna Duff,Julianna,Duff,So,,26.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Rhode Island Rams,572,Caitlin Dellecave,Caitlin Dellecave,Caitlin,Dellecave,Sr,ATT,32.0,13.0,13.0,15.0,15.0,30.0,34.0,12.0,18.0,8.0,6.0,3.0,,1.0,,1.0
2026,Rhode Island Rams,572,Emerson Goettelmann,Emerson Goettelmann,Emerson,Goettelmann,Fr,ATT,2.0,9.0,0.0,4.0,,4.0,12.0,6.0,6.0,2.0,4.0,1.0,,1.0,1.0,
2026,Rhode Island Rams,572,Sanaa Baldwin,Sanaa Baldwin,Sanaa,Baldwin,Fr,D,3.0,13.0,13.0,,,0.0,,10.0,3.0,9.0,,,,3.0,,7.0
2026,Rhode Island Rams,572,Ashlyn Carpenter,Ashlyn Carpenter,Ashlyn,Carpenter,Fr,ATT,10.0,13.0,0.0,7.0,3.0,10.0,22.0,3.0,20.0,,2.0,,,,,1.0
2026,Rhode Island Rams,572,Celie Shield,Celie Shield,Celie,Shield,Fr,M,12.0,13.0,13.0,9.0,3.0,12.0,21.0,10.0,15.0,4.0,3.0,3.0,,,31.0,1.0
2026,Rhode Island Rams,572,Emma Hughes,Emma Hughes,Emma,Hughes,Sr,M,11.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Rhode Island Rams,572,Marie Cacciabaudio,Marie Cacciabaudio,Marie,Cacciabaudio,Jr,M,31.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Rhode Island Rams,572,Charlotte Wymes,Charlotte Wymes,Charlotte,Wymes,Jr,D,35.0,13.0,13.0,,,0.0,,10.0,5.0,6.0,,,,2.0,,9.0
2026,Richmond Spiders,575,Juliana Stanley,Juliana Stanley,Juliana,Stanley,Sr,ATT,14.0,12.0,0.0,26.0,6.0,32.0,57.0,3.0,7.0,2.0,3.0,1.0,,,,2.0
2026,Richmond Spiders,575,Emma Kroneberger,Emma Kroneberger,Emma,Kroneberger,Sr,M,22.0,12.0,0.0,12.0,2.0,14.0,19.0,5.0,3.0,1.0,7.0,4.0,,1.0,,4.0
2026,Richmond Spiders,575,Chloe Conti,Chloe Conti,Chloe,Conti,So,M,34.0,8.0,1.0,2.0,1.0,3.0,3.0,5.0,,4.0,,,,,1.0,2.0
2026,Richmond Spiders,575,Alexis Morton,Alexis Morton,Alexis,Morton,Sr,ATT,23.0,12.0,12.0,38.0,28.0,66.0,71.0,4.0,26.0,5.0,12.0,6.0,,,,4.0
2026,Richmond Spiders,575,Mira Kuttymartin,Mira Kuttymartin,Mira,Kuttymartin,So,D,29.0,5.0,0.0,,,0.0,,,,,,,,,,
2026,Richmond Spiders,575,Anya Wardle,Anya Wardle,Anya,Wardle,So,ATT,20.0,12.0,0.0,4.0,13.0,17.0,12.0,6.0,6.0,5.0,1.0,,,1.0,1.0,
2026,Richmond Spiders,575,Mia Valerio,Mia Valerio,Mia,Valerio,Jr,M,26.0,12.0,12.0,,,0.0,,11.0,5.0,15.0,,,,1.0,3.0,10.0
2026,Richmond Spiders,575,Jemma Peterkin,Jemma Peterkin,Jemma,Peterkin,Jr,M,4.0,9.0,0.0,,,0.0,,2.0,,3.0,,,,,,
2026,Richmond Spiders,575,Reagan Quinn,Reagan Quinn,Reagan,Quinn,So,D,16.0,12.0,12.0,,,0.0,,11.0,4.0,6.0,,,,1.0,,5.0
2026,Richmond Spiders,575,Lindsey Wright,Lindsey Wright,Lindsey,Wright,Jr,M,10.0,5.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Richmond Spiders,575,Keating Hopkins,Keating Hopkins,Keating,Hopkins,So,M,33.0,12.0,0.0,11.0,3.0,14.0,18.0,7.0,5.0,3.0,4.0,1.0,,,13.0,2.0
2026,Richmond Spiders,575,Elizabeth Darcy,Elizabeth Darcy,Elizabeth,Darcy,So,ATT,19.0,9.0,0.0,4.0,1.0,5.0,11.0,2.0,3.0,,4.0,1.0,,1.0,,2.0
2026,Richmond Spiders,575,Charlotte Boss,Charlotte Boss,Charlotte,Boss,Sr,M,38.0,7.0,0.0,,,0.0,1.0,1.0,,1.0,,,,1.0,,2.0
2026,Richmond Spiders,575,Charlotte Edwards,Charlotte Edwards,Charlotte,Edwards,Sr,ATT,21.0,12.0,12.0,16.0,,16.0,33.0,9.0,7.0,1.0,3.0,1.0,,1.0,,1.0
2026,Richmond Spiders,575,Stella Axe,Stella Axe,Stella,Axe,So,ATT,32.0,12.0,12.0,10.0,1.0,11.0,20.0,15.0,9.0,3.0,3.0,1.0,,1.0,13.0,3.0
2026,Richmond Spiders,575,Grace Gannon,Grace Gannon,Grace,Gannon,Jr,D,15.0,7.0,0.0,,,0.0,,2.0,,,,,,,,6.0
2026,Richmond Spiders,575,Bridget Lonsinger,Bridget Lonsinger,Bridget,Lonsinger,Jr,M,25.0,12.0,12.0,23.0,15.0,38.0,48.0,16.0,13.0,5.0,8.0,5.0,,,9.0,1.0
2026,Richmond Spiders,575,Victoria Rankin,Victoria Rankin,Victoria,Rankin,Sr,M,36.0,12.0,10.0,,,0.0,,6.0,3.0,7.0,,,,2.0,10.0,9.0
2026,Richmond Spiders,575,Abby Francioli,Abby Francioli,Abby,Francioli,Jr,GK,40.0,12.0,12.0,,,0.0,,8.0,1.0,1.0,,,,,,
2026,Richmond Spiders,575,Maggie Mullen,Maggie Mullen,Maggie,Mullen,So,GK,0.0,8.0,0.0,,,0.0,,2.0,,,,,,,,
2026,Richmond Spiders,575,CC Jacobs,CC Jacobs,CC,Jacobs,Jr,M,5.0,12.0,12.0,,,0.0,,12.0,3.0,13.0,,,,,,9.0
2026,Richmond Spiders,575,Quinn Kennedy,Quinn Kennedy,Quinn,Kennedy,Fr,D,17.0,8.0,0.0,,,0.0,,,,1.0,,,,,,
2026,Richmond Spiders,575,Meghan Rode,Meghan Rode,Meghan,Rode,Jr,ATT,13.0,12.0,12.0,17.0,30.0,47.0,40.0,7.0,33.0,4.0,4.0,,,,107.0,4.0
2026,Richmond Spiders,575,Cece Lesperance,Cece Lesperance,Cece,Lesperance,Fr,M,7.0,7.0,0.0,1.0,,1.0,2.0,5.0,1.0,2.0,,,,,2.0,1.0
2026,Richmond Spiders,575,Riley Marks,Riley Marks,Riley,Marks,Fr,M,11.0,7.0,0.0,,,0.0,,2.0,3.0,1.0,,,,,1.0,
2026,Richmond Spiders,575,Quinn Meyer,Quinn Meyer,Quinn,Meyer,Sr,D,9.0,12.0,10.0,,,0.0,,10.0,4.0,4.0,,,,1.0,1.0,6.0
2026,Richmond Spiders,575,Ally Gouveia,Ally Gouveia,Ally,Gouveia,Fr,GK,1.0,6.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Richmond Spiders,575,Grace Hallahan,Grace Hallahan,Grace,Hallahan,Fr,D,24.0,12.0,2.0,,,0.0,,9.0,3.0,9.0,,,,1.0,14.0,3.0
2026,Richmond Spiders,575,Grace Holmes,Grace Holmes,Grace,Holmes,Fr,ATT,12.0,5.0,0.0,2.0,,2.0,5.0,2.0,2.0,1.0,1.0,,,,,
2026,Richmond Spiders,575,Rileigh Meyer,Rileigh Meyer,Rileigh,Meyer,Sr,M,31.0,12.0,12.0,14.0,3.0,17.0,32.0,16.0,8.0,2.0,4.0,3.0,,1.0,15.0,6.0
2026,Richmond Spiders,575,Ella Grimes,Ella Grimes,Ella,Grimes,Fr,M,2.0,8.0,0.0,4.0,,4.0,7.0,2.0,6.0,1.0,2.0,1.0,,,2.0,3.0
2026,Rider Broncs,576,Kayla Vazquez,Kayla Vazquez,Kayla,Vazquez,So,D,27.0,15.0,15.0,,1.0,1.0,,8.0,6.0,8.0,,,,,1.0,8.0
2026,Rider Broncs,576,Danika Sedivy,Danika Sedivy,Danika,Sedivy,Sr,D,18.0,15.0,15.0,,,0.0,,4.0,5.0,1.0,,,,2.0,,14.0
2026,Rider Broncs,576,Hannah Kozik,Hannah Kozik,Hannah,Kozik,So,D,31.0,15.0,15.0,22.0,8.0,30.0,60.0,18.0,27.0,12.0,7.0,5.0,,1.0,32.0,7.0
2026,Rider Broncs,576,Brynn Merklinger,Brynn Merklinger,Brynn,Merklinger,So,ATT,88.0,14.0,10.0,13.0,4.0,17.0,24.0,5.0,17.0,1.0,3.0,1.0,,1.0,,
2026,Rider Broncs,576,Erin Collins,Erin Collins,Erin,Collins,Jr,M,11.0,15.0,15.0,,1.0,1.0,1.0,26.0,5.0,14.0,1.0,,,1.0,10.0,9.0
2026,Rider Broncs,576,Maggie Hance,Maggie Hance,Maggie,Hance,Jr,M,4.0,15.0,15.0,19.0,3.0,22.0,50.0,7.0,20.0,6.0,9.0,4.0,,1.0,,2.0
2026,Rider Broncs,576,Alexis Hamilton,Alexis Hamilton,Alexis,Hamilton,Sr,M,7.0,1.0,0.0,,,0.0,1.0,,,,,,,,,
2026,Rider Broncs,576,Grace Francesconi,Grace Francesconi,Grace,Francesconi,So,D,36.0,14.0,13.0,,,0.0,,16.0,7.0,1.0,,,,1.0,18.0,8.0
2026,Rider Broncs,576,Kaleigh Colleary,Kaleigh Colleary,Kaleigh,Colleary,Sr,ATT,21.0,15.0,15.0,21.0,13.0,34.0,66.0,12.0,22.0,4.0,3.0,,,,3.0,
2026,Rider Broncs,576,Ila Chenet,Ila Chenet,Ila,Chenet,So,D,17.0,14.0,10.0,,,0.0,,20.0,8.0,7.0,,,,,,5.0
2026,Rider Broncs,576,Jamie Kubach,Jamie Kubach,Jamie,Kubach,Jr,GK,9.0,15.0,13.0,,,0.0,,22.0,5.0,2.0,,,,,,1.0
2026,Rider Broncs,576,Madi Eollo,Madi Eollo,Madi,Eollo,So,M,19.0,15.0,0.0,10.0,4.0,14.0,34.0,3.0,25.0,,5.0,2.0,,1.0,,1.0
2026,Rider Broncs,576,Hayley Henderson,Hayley Henderson,Hayley,Henderson,Jr,M,20.0,7.0,0.0,,,0.0,6.0,2.0,5.0,,4.0,,,,,1.0
2026,Rider Broncs,576,Marybeth Smith,Marybeth Smith,Marybeth,Smith,Jr,M,10.0,15.0,15.0,8.0,1.0,9.0,21.0,23.0,14.0,8.0,3.0,3.0,,1.0,3.0,4.0
2026,Rider Broncs,576,Ava Carpinteri,Ava Carpinteri,Ava,Carpinteri,So,ATT,14.0,7.0,0.0,1.0,,1.0,3.0,4.0,5.0,,,,,,,
2026,Rider Broncs,576,Avery May,Avery May,Avery,May,So,GK,33.0,8.0,2.0,,,0.0,,6.0,2.0,,,,,,,
2026,Rider Broncs,576,Taylor Santoro,Taylor Santoro,Taylor,Santoro,So,M,23.0,9.0,0.0,2.0,1.0,3.0,4.0,,10.0,,1.0,,,,,1.0
2026,Rider Broncs,576,Madi Mooney,Madi Mooney,Madi,Mooney,Fr,M,30.0,15.0,5.0,8.0,2.0,10.0,39.0,9.0,12.0,5.0,3.0,1.0,,,12.0,
2026,Rider Broncs,576,Ally Basile,Ally Basile,Ally,Basile,Fr,D,2.0,10.0,5.0,,,0.0,,6.0,1.0,3.0,,,,1.0,,2.0
2026,Rider Broncs,576,Emma Devine,Emma Devine,Emma,Devine,Fr,D,13.0,6.0,2.0,,,0.0,,2.0,1.0,,,,,,,
2026,Rider Broncs,576,Marissa Ross,Marissa Ross,Marissa,Ross,Sr,M,26.0,15.0,15.0,12.0,9.0,21.0,51.0,9.0,19.0,4.0,14.0,5.0,,2.0,85.0,1.0
2026,Rider Broncs,576,Bricelyn Daniel,Bricelyn Daniel,Bricelyn,Daniel,Fr,ATT,86.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Rider Broncs,576,Averie Ueltschy,Averie Ueltschy,Averie,Ueltschy,Fr,D,55.0,6.0,0.0,,,0.0,,6.0,1.0,2.0,,,,,,
2026,Robert Morris Colonials,579,Isabella Teal,Isabella Teal,Isabella,Teal,Jr,ATT,2.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Robert Morris Colonials,579,Olivia Usatch,Olivia Usatch,Olivia,Usatch,Sr,M,14.0,7.0,7.0,,,0.0,,,3.0,,,,,,11.0,1.0
2026,Robert Morris Colonials,579,Greta Burns,Greta Burns,Greta,Burns,So,M,1.0,8.0,0.0,2.0,,2.0,4.0,,3.0,1.0,1.0,,,,,
2026,Robert Morris Colonials,579,Anabel Kreydt,Anabel Kreydt,Anabel,Kreydt,Jr,D,21.0,12.0,11.0,,,0.0,1.0,21.0,8.0,10.0,,,,1.0,,7.0
2026,Robert Morris Colonials,579,Madison Prietz,Madison Prietz,Madison,Prietz,So,DM,17.0,12.0,12.0,6.0,6.0,12.0,21.0,29.0,22.0,14.0,6.0,2.0,,3.0,34.0,12.0
2026,Robert Morris Colonials,579,Samantha Brothers,Samantha Brothers,Samantha,Brothers,Sr,M,11.0,11.0,3.0,4.0,3.0,7.0,25.0,14.0,14.0,10.0,4.0,,,1.0,5.0,1.0
2026,Robert Morris Colonials,579,Katrina Bottomley,Katrina Bottomley,Katrina,Bottomley,So,GK,35.0,8.0,7.0,,,0.0,,17.0,1.0,,,,,,,
2026,Robert Morris Colonials,579,Emma Marchan,Emma Marchan,Emma,Marchan,Sr,D,6.0,12.0,11.0,,,0.0,,11.0,10.0,11.0,,,,2.0,,17.0
2026,Robert Morris Colonials,579,Mia Berthoff,Mia Berthoff,Mia,Berthoff,So,M,15.0,12.0,12.0,22.0,9.0,31.0,56.0,17.0,22.0,10.0,15.0,5.0,,1.0,18.0,9.0
2026,Robert Morris Colonials,579,Jade Doldo,Jade Doldo,Jade,Doldo,So,M,5.0,11.0,1.0,8.0,,8.0,19.0,4.0,14.0,1.0,3.0,,,1.0,,2.0
2026,Robert Morris Colonials,579,Emma Hawks,Emma Hawks,Emma,Hawks,Sr,M,3.0,12.0,12.0,,,0.0,,19.0,7.0,14.0,,,,,,2.0
2026,Robert Morris Colonials,579,Keiley Lyons,Keiley Lyons,Keiley,Lyons,Fr,D,12.0,2.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Robert Morris Colonials,579,Taylor Cadeau,Taylor Cadeau,Taylor,Cadeau,Sr,ATT,16.0,9.0,7.0,4.0,1.0,5.0,12.0,1.0,4.0,2.0,2.0,1.0,,,,1.0
2026,Robert Morris Colonials,579,Alex Koepsell,Alex Koepsell,Alex,Koepsell,Fr,D,4.0,2.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Robert Morris Colonials,579,Gabi Puzevic,Gabi Puzevic,Gabi,Puzevic,Fr,M,7.0,12.0,5.0,11.0,1.0,12.0,32.0,7.0,14.0,2.0,10.0,4.0,,,1.0,3.0
2026,Robert Morris Colonials,579,Taylor Burkett,Taylor Burkett,Taylor,Burkett,Fr,M,25.0,12.0,12.0,9.0,6.0,15.0,31.0,12.0,14.0,6.0,3.0,1.0,,1.0,,2.0
2026,Robert Morris Colonials,579,Lily Robertson,Lily Robertson,Lily,Robertson,So,D,8.0,11.0,9.0,,,0.0,,5.0,4.0,3.0,,,,1.0,,3.0
2026,Robert Morris Colonials,579,Izzy Sabatini,Izzy Sabatini,Izzy,Sabatini,Fr,DM,9.0,9.0,1.0,,,0.0,,2.0,1.0,1.0,,,,,,2.0
2026,Robert Morris Colonials,579,Alison Utter,Alison Utter,Alison,Utter,So,ATT,10.0,10.0,5.0,,,0.0,,,1.0,,,,,,9.0,
2026,Robert Morris Colonials,579,Natalie Malush,Natalie Malush,Natalie,Malush,Fr,ATT,13.0,1.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Robert Morris Colonials,579,Lea Otts,Lea Otts,Lea,Otts,Fr,ATT,27.0,12.0,12.0,8.0,11.0,19.0,15.0,17.0,21.0,3.0,2.0,,,,,2.0
2026,Robert Morris Colonials,579,Abbey Bunker,Abbey Bunker,Abbey,Bunker,Fr,M,28.0,2.0,0.0,,,0.0,,,,,,,,,1.0,1.0
2026,Robert Morris Colonials,579,Jenna Evans,Jenna Evans,Jenna,Evans,Jr,M,30.0,12.0,12.0,1.0,,1.0,3.0,31.0,8.0,14.0,,,,,9.0,7.0
2026,Robert Morris Colonials,579,Amanda Dolis,Amanda Dolis,Amanda,Dolis,Sr,ATT,37.0,7.0,0.0,1.0,1.0,2.0,1.0,2.0,5.0,,,,,,,
2026,Robert Morris Colonials,579,Julia Foley,Julia Foley,Julia,Foley,Fr,M,19.0,12.0,0.0,3.0,1.0,4.0,5.0,3.0,8.0,,3.0,2.0,,,1.0,1.0
2026,Robert Morris Colonials,579,Lucy Carney,Lucy Carney,Lucy,Carney,Fr,GK,34.0,9.0,5.0,,,0.0,,23.0,6.0,,,,,,,
2026,Rutgers Scarlet Knights,587,Jaclyn Guille,Jaclyn Guille,Jaclyn,Guille,Fr,ATT,26.0,1.0,0.0,,,0.0,,,1.0,,,,,,,
2026,Rutgers Scarlet Knights,587,Gabby Mariani,Gabby Mariani,Gabby,Mariani,Fr,M,42.0,14.0,13.0,3.0,4.0,7.0,4.0,16.0,8.0,12.0,1.0,1.0,,2.0,1.0,14.0
2026,Rutgers Scarlet Knights,587,Gianna Eglauf,Gianna Eglauf,Gianna,Eglauf,Sr,M,24.0,2.0,0.0,,,0.0,,,1.0,,,,,,,
2026,Rutgers Scarlet Knights,587,Nora Maione,Nora Maione,Nora,Maione,So,D,7.0,13.0,1.0,,,0.0,1.0,5.0,,7.0,,,,,,5.0
2026,Rutgers Scarlet Knights,587,Kimberly Greenblatt,Kimberly Greenblatt,Kimberly,Greenblatt,Sr,D,29.0,11.0,0.0,,,0.0,,6.0,1.0,12.0,,,,,3.0,1.0
2026,Rutgers Scarlet Knights,587,Kayleigh Coughlin,Kayleigh Coughlin,Kayleigh,Coughlin,Sr,M,20.0,11.0,0.0,4.0,2.0,6.0,9.0,3.0,7.0,,2.0,1.0,,1.0,,
2026,Rutgers Scarlet Knights,587,Charlee Thomas,Charlee Thomas,Charlee,Thomas,So,D,23.0,14.0,14.0,,,0.0,,15.0,5.0,9.0,,,,4.0,32.0,6.0
2026,Rutgers Scarlet Knights,587,Erin Devine,Erin Devine,Erin,Devine,Sr,D,15.0,2.0,0.0,,,0.0,,,,,,,,,,
2026,Rutgers Scarlet Knights,587,Bianca Chiarella,Bianca Chiarella,Bianca,Chiarella,So,M,2.0,14.0,14.0,,,0.0,1.0,15.0,7.0,17.0,,,,2.0,1.0,19.0
2026,Rutgers Scarlet Knights,587,Samantha Swanovich,Samantha Swanovich,Samantha,Swanovich,So,ATT,3.0,10.0,0.0,5.0,2.0,7.0,15.0,,3.0,,3.0,1.0,,,2.0,
2026,Rutgers Scarlet Knights,587,Delainey Sutley,Delainey Sutley,Delainey,Sutley,So,ATT,10.0,14.0,14.0,15.0,9.0,24.0,39.0,5.0,12.0,1.0,,,,3.0,2.0,
2026,Rutgers Scarlet Knights,587,Hilary Elsner,Hilary Elsner,Hilary,Elsner,So,ATT,25.0,14.0,14.0,24.0,6.0,30.0,51.0,13.0,15.0,3.0,2.0,1.0,,,14.0,1.0
2026,Rutgers Scarlet Knights,587,Francesca Urtis,Francesca Urtis,Francesca,Urtis,So,ATT,27.0,5.0,0.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,
2026,Rutgers Scarlet Knights,587,Alex Popham,Alex Popham,Alex,Popham,Jr,ATT,33.0,6.0,0.0,3.0,1.0,4.0,10.0,1.0,1.0,,,,,,,
2026,Rutgers Scarlet Knights,587,Caroline Ling,Caroline Ling,Caroline,Ling,So,ATT,9.0,14.0,14.0,46.0,22.0,68.0,102.0,7.0,25.0,2.0,12.0,6.0,,2.0,3.0,2.0
2026,Rutgers Scarlet Knights,587,Ava Chiarella,Ava Chiarella,Ava,Chiarella,Sr,M,6.0,14.0,14.0,9.0,4.0,13.0,25.0,10.0,9.0,2.0,4.0,2.0,,1.0,,6.0
2026,Rutgers Scarlet Knights,587,Lily Dixon,Lily Dixon,Lily,Dixon,Sr,ATT,11.0,14.0,14.0,11.0,42.0,53.0,19.0,11.0,34.0,16.0,4.0,1.0,,1.0,1.0,3.0
2026,Rutgers Scarlet Knights,587,Grace Toth,Grace Toth,Grace,Toth,Jr,D,19.0,4.0,0.0,,,0.0,1.0,2.0,1.0,,,,,,,2.0
2026,Rutgers Scarlet Knights,587,Caitlin Collins,Caitlin Collins,Caitlin,Collins,So,D,8.0,3.0,0.0,,,0.0,,,,,,,,,,
2026,Rutgers Scarlet Knights,587,Katie Buck,Katie Buck,Katie,Buck,Sr,ATT,13.0,14.0,14.0,,1.0,1.0,,24.0,13.0,19.0,,,,3.0,126.0,17.0
2026,Rutgers Scarlet Knights,587,Stella Quilty,Stella Quilty,Stella,Quilty,So,GK,18.0,11.0,7.0,,,0.0,,9.0,4.0,,,,,,,
2026,Rutgers Scarlet Knights,587,Maddie Miceli,Maddie Miceli,Maddie,Miceli,So,M,14.0,14.0,14.0,,,0.0,,21.0,6.0,14.0,,,,5.0,1.0,7.0
2026,Rutgers Scarlet Knights,587,Gianna Macrino,Gianna Macrino,Gianna,Macrino,Jr,M,4.0,6.0,0.0,,2.0,2.0,1.0,,,1.0,,,,,,
2026,Rutgers Scarlet Knights,587,Payton Tini,Payton Tini,Payton,Tini,Jr,M,21.0,14.0,0.0,15.0,5.0,20.0,29.0,10.0,7.0,4.0,6.0,3.0,,,7.0,5.0
2026,Rutgers Scarlet Knights,587,Simone Koryszewski,Simone Koryszewski,Simone,Koryszewski,Sr,GK,39.0,10.0,7.0,,,0.0,,10.0,2.0,3.0,,,,,,
2026,Rutgers Scarlet Knights,587,Katie Fisher,Katie Fisher,Katie,Fisher,Fr,M,37.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Rutgers Scarlet Knights,587,Annalise Messina,Annalise Messina,Annalise,Messina,Fr,M,12.0,14.0,14.0,12.0,1.0,13.0,26.0,8.0,8.0,4.0,1.0,,,2.0,18.0,3.0
2026,Rutgers Scarlet Knights,587,Ellie Racki,Ellie Racki,Ellie,Racki,Fr,GK,30.0,3.0,0.0,,,0.0,,,,,,,,,,
2026,Rutgers Scarlet Knights,587,Abigail Grove,Abigail Grove,Abigail,Grove,Fr,M,28.0,6.0,0.0,,,0.0,,,,,,,,,1.0,1.0
2026,Rutgers Scarlet Knights,587,Kate Theofield,Kate Theofield,Kate,Theofield,Fr,ATT,1.0,14.0,0.0,35.0,12.0,47.0,74.0,4.0,19.0,3.0,12.0,4.0,,,2.0,
2026,Rutgers Scarlet Knights,587,Stella D'Ambro,Stella D'Ambro,Stella,D'Ambro,Fr,M,5.0,13.0,0.0,2.0,3.0,5.0,6.0,3.0,7.0,1.0,1.0,,,1.0,5.0,2.0
2026,Rutgers Scarlet Knights,587,Campbell Spillett,Campbell Spillett,Campbell,Spillett,Fr,ATT,41.0,4.0,0.0,1.0,,1.0,4.0,1.0,2.0,,,,,,,1.0
2026,Sacred Heart Pioneers,590,Brooke Gyllenhaal,Brooke Gyllenhaal,Brooke,Gyllenhaal,Sr,D,18.0,13.0,13.0,2.0,,2.0,3.0,40.0,10.0,22.0,1.0,1.0,,1.0,5.0,5.0
2026,Sacred Heart Pioneers,590,Erin Herrold,Erin Herrold,Erin,Herrold,Jr,M,14.0,13.0,7.0,7.0,1.0,8.0,23.0,17.0,10.0,16.0,3.0,1.0,,1.0,6.0,4.0
2026,Sacred Heart Pioneers,590,Ava Brandstatter,Ava Brandstatter,Ava,Brandstatter,So,D,13.0,2.0,0.0,,,0.0,,,1.0,1.0,,,,,,
2026,Sacred Heart Pioneers,590,Hannah Lewis,Hannah Lewis,Hannah,Lewis,So,M,9.0,10.0,2.0,,,0.0,1.0,,1.0,,,,,1.0,6.0,
2026,Sacred Heart Pioneers,590,Jamie Tanner,Jamie Tanner,Jamie,Tanner,Jr,M,21.0,13.0,13.0,26.0,6.0,32.0,78.0,17.0,22.0,6.0,12.0,5.0,,3.0,15.0,6.0
2026,Sacred Heart Pioneers,590,Sarah Blandi,Sarah Blandi,Sarah,Blandi,Jr,D,20.0,13.0,13.0,,,0.0,,9.0,10.0,11.0,,,,1.0,,17.0
2026,Sacred Heart Pioneers,590,Margaret Morgan,Margaret Morgan,Margaret,Morgan,Sr,GK,24.0,9.0,5.0,,,0.0,,7.0,5.0,5.0,,,,,,
2026,Sacred Heart Pioneers,590,Taylor Farace,Taylor Farace,Taylor,Farace,Sr,M,5.0,13.0,6.0,3.0,4.0,7.0,22.0,12.0,17.0,8.0,2.0,,,3.0,3.0,5.0
2026,Sacred Heart Pioneers,590,Sydney Saba,Sydney Saba,Sydney,Saba,Sr,D,22.0,10.0,10.0,,,0.0,,6.0,1.0,7.0,,,,,,5.0
2026,Sacred Heart Pioneers,590,Jenna Lively,Jenna Lively,Jenna,Lively,Sr,ATT,7.0,11.0,0.0,,4.0,4.0,4.0,2.0,8.0,,1.0,,,,,1.0
