season,team,team_id,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,shots,sog,ct,ncaa_id,fouls,ground_balls,draw_controls
2019,American,23,1.0,Leah Brennan,Leah Brennan,Leah,Brennan,Sr,ATT,17.0,17.0,31.0,15.0,46.0,94.0,67.0,8.0,6086851,35.0,12.0,77.0
2019,American,23,10.0,Ashley Go,Ashley Go,Ashley,Go,Fr,D,16.0,11.0,,,0.0,,,13.0,6086853,17.0,21.0,1.0
2019,American,23,15.0,Stefanie Walsh,Stefanie Walsh,Stefanie,Walsh,Fr,M,15.0,,1.0,,1.0,4.0,2.0,3.0,6086819,9.0,9.0,2.0
2019,American,23,7.0,Katie Pierce,Katie Pierce,Katie,Pierce,Fr,M,3.0,,,,0.0,,,2.0,6086815,,1.0,
2019,American,23,33.0,Hali Sibilia,Hali Sibilia,Hali,Sibilia,Fr,M,5.0,,2.0,3.0,5.0,5.0,3.0,,6086818,,1.0,
2019,Arizona St.,28,5.0,Kaylon Buckner,Kaylon Buckner,Kaylon,Buckner,Fr,,18.0,15.0,16.0,10.0,26.0,36.0,33.0,13.0,6095556,32.0,24.0,30.0
2019,Arizona St.,28,13.0,Kara Antonucci,Kara Antonucci,Kara,Antonucci,Fr,,15.0,12.0,,,0.0,1.0,,3.0,6095562,15.0,10.0,
2019,Arizona St.,28,28.0,Cabrini Class,Cabrini Class,Cabrini,Class,Fr,,17.0,16.0,,1.0,1.0,2.0,1.0,10.0,6095568,39.0,29.0,1.0
2019,Arizona St.,28,33.0,Kylie Kroeger,Kylie Kroeger,Kylie,Kroeger,So,,18.0,18.0,16.0,2.0,18.0,44.0,32.0,14.0,5809607,19.0,31.0,33.0
2019,Arizona St.,28,10.0,Taylor Carson,Taylor Carson,Taylor,Carson,So,,18.0,5.0,18.0,5.0,23.0,46.0,32.0,2.0,5811084,8.0,10.0,
2019,Arizona St.,28,16.0,Caryn Takeuchi,Caryn Takeuchi,Caryn,Takeuchi,So,,3.0,,,1.0,1.0,2.0,1.0,,5812539,,,
2019,Arizona St.,28,8.0,Haley Gorke,Haley Gorke,Haley,Gorke,So,,8.0,,,,0.0,1.0,,,5802826,1.0,,
2019,Arizona St.,28,56.0,Rachel Gregory,Rachel Gregory,Rachel,Gregory,Sr,,14.0,10.0,,,0.0,,,6.0,5804243,17.0,24.0,19.0
2019,Arizona St.,28,24.0,Maddy Hunter,Maddy Hunter,Maddy,Hunter,So,,12.0,1.0,6.0,2.0,8.0,12.0,10.0,4.0,5809843,8.0,8.0,11.0
2019,Arizona St.,28,12.0,Emily Glagolev,Emily Glagolev,Emily,Glagolev,So,,17.0,17.0,23.0,33.0,56.0,52.0,40.0,6.0,5811216,13.0,25.0,12.0
2019,Arizona St.,28,7.0,Avery Hamill,Avery Hamill,Avery,Hamill,Jr,,5.0,,,1.0,1.0,2.0,,1.0,5805991,,1.0,
2019,Arizona St.,28,45.0,Emma Carlson,Emma Carlson,Emma,Carlson,So,,3.0,,1.0,,1.0,3.0,3.0,1.0,5811601,,1.0,
2019,Arizona St.,28,19.0,Maria Villanti,Maria Villanti,Maria,Villanti,So,,18.0,18.0,12.0,,12.0,30.0,20.0,13.0,5811737,29.0,20.0,6.0
2019,Arizona St.,28,17.0,Maura Cissel,Maura Cissel,Maura,Cissel,So,,15.0,12.0,2.0,,2.0,6.0,5.0,3.0,5803437,5.0,1.0,21.0
2019,Arizona St.,28,22.0,Kerri Clayton,Kerri Clayton,Kerri,Clayton,Sr,,18.0,18.0,33.0,13.0,46.0,86.0,53.0,6.0,5803452,18.0,19.0,7.0
2019,Arizona St.,28,26.0,Kate Dougherty,Kate Dougherty,Kate,Dougherty,So,,15.0,3.0,13.0,1.0,14.0,32.0,21.0,1.0,5809008,6.0,4.0,1.0
2019,Arizona St.,28,0.0,Berkeley Bonneau,Berkeley Bonneau,Berkeley,Bonneau,Jr,,18.0,17.0,,,0.0,,,8.0,5807720,1.0,57.0,
2019,Arizona St.,28,25.0,Kristina Coppinger,Kristina Coppinger,Kristina,Coppinger,Jr,,16.0,12.0,,,0.0,,,6.0,5809151,11.0,7.0,1.0
2019,Arizona St.,28,37.0,Graci Fulkerson,Graci Fulkerson,Graci,Fulkerson,So,,6.0,,,,0.0,,,,5805107,1.0,,
2019,Arizona St.,28,21.0,Julia Burns,Julia Burns,Julia,Burns,So,,17.0,6.0,8.0,13.0,21.0,17.0,13.0,3.0,5806476,,15.0,
2019,Arizona St.,28,40.0,Carley Adams,Carley Adams,Carley,Adams,Jr,,16.0,2.0,5.0,,5.0,9.0,9.0,2.0,5810690,7.0,8.0,1.0
2019,Arizona St.,28,23.0,Lia Willis,Lia Willis,Lia,Willis,So,,18.0,3.0,2.0,2.0,4.0,10.0,6.0,6.0,5806646,16.0,12.0,13.0
2019,Arizona St.,28,55.0,Mia Harp,Mia Harp,Mia,Harp,Jr,,5.0,,,1.0,1.0,3.0,3.0,,5812249,,1.0,
2019,Arizona St.,28,15.0,Olivia Kroah,Olivia Kroah,Olivia,Kroah,Fr,,13.0,1.0,,,0.0,,,,6095565,6.0,6.0,
2019,Arizona St.,28,20.0,Paige McGlothlin,Paige McGlothlin,Paige,McGlothlin,Fr,,18.0,9.0,17.0,5.0,22.0,47.0,35.0,3.0,6095567,6.0,15.0,26.0
2019,Arizona St.,28,18.0,Sydney Bosmans,Sydney Bosmans,Sydney,Bosmans,Sr,,10.0,1.0,,,0.0,,,,6095572,9.0,5.0,
2019,Arizona St.,28,6.0,Morgan McCaffrey,Morgan McCaffrey,Morgan,McCaffrey,Fr,,7.0,6.0,1.0,2.0,3.0,8.0,7.0,3.0,6095557,3.0,8.0,2.0
2019,Arizona St.,28,30.0,Erica Odell,Erica Odell,Erica,Odell,Fr,,5.0,,1.0,1.0,2.0,3.0,1.0,,6095569,1.0,1.0,4.0
2019,Arizona St.,28,44.0,Sydney Payne,Sydney Payne,Sydney,Payne,Fr,,1.0,,,,0.0,,,,6095571,,1.0,
2019,Arizona St.,28,1.0,Katie Brodsky,Katie Brodsky,Katie,Brodsky,Fr,,4.0,,,,0.0,,,1.0,6095554,2.0,,2.0
2019,Arizona St.,28,31.0,Olivia Hood,Olivia Hood,Olivia,Hood,Fr,,15.0,3.0,1.0,2.0,3.0,2.0,2.0,10.0,6095570,8.0,9.0,1.0
2019,Arizona St.,28,9.0,Mallory Martel,Mallory Martel,Mallory,Martel,Fr,,18.0,10.0,3.0,4.0,7.0,7.0,6.0,8.0,6095531,18.0,14.0,1.0
2019,Army West Point,725,25.0,Taylor Andrews,Taylor Andrews,Taylor,Andrews,Jr,,13.0,2.0,13.0,1.0,14.0,31.0,21.0,1.0,5803992,11.0,6.0,1.0
2019,Army West Point,725,23.0,Lauren Bredenburg,Lauren Bredenburg,Lauren,Bredenburg,So,,18.0,18.0,,,0.0,,,23.0,5806781,47.0,31.0,1.0
2019,Army West Point,725,14.0,Isabella Cortes,Isabella Cortes,Isabella,Cortes,Jr,,1.0,,,,0.0,1.0,1.0,,5809582,,,
2019,Army West Point,725,16.0,Megan Raftery,Megan Raftery,Megan,Raftery,So,,19.0,,15.0,5.0,20.0,38.0,27.0,5.0,5804048,20.0,12.0,3.0
2019,Army West Point,725,34.0,Juliana Dworschak,Juliana Dworschak,Juliana,Dworschak,Jr,,19.0,19.0,4.0,1.0,5.0,6.0,5.0,5.0,5802865,25.0,6.0,87.0
2019,Army West Point,725,10.0,Samantha Stewart,Samantha Stewart,Samantha,Stewart,Jr,,19.0,19.0,38.0,21.0,59.0,93.0,71.0,13.0,5808420,33.0,38.0,79.0
2019,Army West Point,725,44.0,Rilee Scott,Rilee Scott,Rilee,Scott,Jr,,19.0,19.0,15.0,9.0,24.0,45.0,22.0,8.0,5809813,25.0,20.0,3.0
2019,Army West Point,725,7.0,Beth Hofmann,Beth Hofmann,Beth,Hofmann,So,,19.0,,2.0,4.0,6.0,9.0,6.0,3.0,5804327,15.0,5.0,1.0
2019,Army West Point,725,2.0,Charlotte Spencer,Charlotte Spencer,Charlotte,Spencer,So,,15.0,14.0,,,0.0,,,4.0,5803098,18.0,9.0,
2019,Army West Point,725,26.0,Kelsea Krauss,Kelsea Krauss,Kelsea,Krauss,Sr,,5.0,,,,0.0,,,,5808694,6.0,,
2019,Army West Point,725,3.0,Emma Roerty,Emma Roerty,Emma,Roerty,Jr,,4.0,,,1.0,1.0,1.0,1.0,,5808751,2.0,1.0,1.0
2019,Army West Point,725,39.0,Nikki Polhamus,Nikki Polhamus,Nikki,Polhamus,Sr,,12.0,1.0,4.0,1.0,5.0,12.0,10.0,1.0,5804714,8.0,1.0,1.0
2019,Army West Point,725,35.0,Taylor Korpela,Taylor Korpela,Taylor,Korpela,Jr,,17.0,13.0,,,0.0,1.0,,12.0,5807549,23.0,20.0,
2019,Army West Point,725,33.0,Leslie Lewis,Leslie Lewis,Leslie,Lewis,So,,3.0,1.0,,,0.0,,,,5808914,5.0,,
2019,Army West Point,725,28.0,Jackie Brattan,Jackie Brattan,Jackie,Brattan,So,,19.0,19.0,63.0,2.0,65.0,127.0,96.0,8.0,5808939,25.0,16.0,105.0
2019,Army West Point,725,22.0,Anne Dunlap,Anne Dunlap,Anne,Dunlap,So,,2.0,,1.0,,1.0,3.0,2.0,,5804818,,,
2019,Army West Point,725,5.0,Ryan Murphy,Ryan Murphy,Ryan,Murphy,Jr,,13.0,11.0,,,0.0,,,1.0,5803563,7.0,9.0,
2019,Army West Point,725,30.0,Anna Orlando,Anna Orlando,Anna,Orlando,So,,5.0,,,1.0,1.0,6.0,3.0,,5809171,2.0,1.0,
2019,Army West Point,725,1.0,Nia Crump,Nia Crump,Nia,Crump,Sr,,19.0,19.0,,,0.0,,,10.0,5805084,25.0,11.0,1.0
2019,Army West Point,725,40.0,Grace Blomberg,Grace Blomberg,Grace,Blomberg,So,,2.0,,,,0.0,,,,5812066,1.0,,
2019,Army West Point,725,42.0,Maddie Burns,Maddie Burns,Maddie,Burns,Jr,,18.0,17.0,,,0.0,,,7.0,5810749,,20.0,
2019,Army West Point,725,27.0,Maddie Miller,Maddie Miller,Maddie,Miller,Jr,,5.0,,,,0.0,3.0,2.0,,5803890,1.0,4.0,
2019,Army West Point,725,13.0,Manuela Cortes,Manuela Cortes,Manuela,Cortes,Sr,,19.0,19.0,37.0,5.0,42.0,84.0,60.0,7.0,5808055,28.0,17.0,1.0
2019,Army West Point,725,15.0,Cameron Manor,Cameron Manor,Cameron,Manor,So,,12.0,,11.0,2.0,0.0,23.0,19.0,,5809429,2.0,8.0,
2019,Army West Point,725,43.0,Hannah Slomkowski,Hannah Slomkowski,Hannah,Slomkowski,So,,10.0,1.0,,,0.0,,,2.0,5812253,,11.0,
2019,Army West Point,725,12.0,Brooke Allen,Brooke Allen,Brooke,Allen,Fr,,1.0,,,,0.0,1.0,,,6086175,,,
2019,Army West Point,725,29.0,Moira Callahan,Moira Callahan,Moira,Callahan,Fr,,2.0,,,1.0,1.0,1.0,1.0,,6086186,,,
2019,Army West Point,725,20.0,Emma Hampel,Emma Hampel,Emma,Hampel,Fr,,1.0,,1.0,,1.0,3.0,2.0,,6086182,,,
2019,Army West Point,725,4.0,Logan Dougherty,Logan Dougherty,Logan,Dougherty,Fr,,1.0,,1.0,2.0,3.0,3.0,1.0,,6086173,,1.0,
2019,Army West Point,725,18.0,Olivia Carter,Olivia Carter,Olivia,Carter,Fr,,18.0,17.0,8.0,15.0,23.0,15.0,10.0,2.0,6086176,13.0,14.0,2.0
2019,Army West Point,725,21.0,Caroline Raymond,Caroline Raymond,Caroline,Raymond,Fr,,18.0,18.0,43.0,24.0,67.0,96.0,61.0,7.0,6086202,11.0,22.0,4.0
2019,Army West Point,725,46.0,Ceara Sweeney,Ceara Sweeney,Ceara,Sweeney,Fr,,1.0,,,,0.0,1.0,1.0,,6086209,,,
2019,Army West Point,725,49.0,Alli Ingraham,Alli Ingraham,Alli,Ingraham,Fr,,2.0,,,,0.0,,,,6086210,1.0,1.0,
2019,Army West Point,725,19.0,Annie Hepburn,Annie Hepburn,Annie,Hepburn,Fr,,1.0,,,,0.0,,,,6086178,1.0,,
2019,Binghamton,62,6.0,Alex Franze,Alex Franze,Alex,Franze,Jr,,15.0,3.0,,,0.0,,,7.0,5812495,15.0,9.0,2.0
2019,Binghamton,62,99.0,Taylor Passuello,Taylor Passuello,Taylor,Passuello,Jr,,17.0,17.0,,,0.0,,,9.0,5802915,1.0,58.0,
2019,Binghamton,62,8.0,Lindsay Stephen,Lindsay Stephen,Lindsay,Stephen,Jr,,9.0,2.0,1.0,1.0,2.0,8.0,6.0,,5808622,2.0,3.0,
2019,Binghamton,62,33.0,Danielle Lulley,Danielle Lulley,Danielle,Lulley,Sr,,14.0,3.0,1.0,,1.0,2.0,2.0,5.0,5809971,10.0,10.0,1.0
2019,Binghamton,62,19.0,Olivia Batista,Olivia Batista,Olivia,Batista,Sr,,17.0,15.0,16.0,1.0,17.0,29.0,25.0,6.0,5808776,4.0,11.0,2.0
2019,Binghamton,62,16.0,Alissa Franze,Alissa Franze,Alissa,Franze,Jr,,16.0,15.0,12.0,5.0,17.0,42.0,31.0,6.0,5803270,15.0,9.0,1.0
2019,Binghamton,62,39.0,Shannon McGreevy,Shannon McGreevy,Shannon,McGreevy,Jr,,2.0,,,,0.0,3.0,1.0,,5803301,,3.0,
2019,Binghamton,62,24.0,Rebecca Golderman,Rebecca Golderman,Rebecca,Golderman,Sr,,17.0,17.0,24.0,10.0,34.0,71.0,49.0,8.0,5810282,15.0,13.0,51.0
2019,Binghamton,62,5.0,Amelia Biancardi,Amelia Biancardi,Amelia,Biancardi,Jr,,17.0,10.0,23.0,4.0,27.0,65.0,48.0,6.0,5811642,17.0,14.0,28.0
2019,Binghamton,62,23.0,Kaia Gallop,Kaia Gallop,Kaia,Gallop,Sr,,17.0,17.0,,,0.0,,,8.0,5808973,29.0,7.0,
2019,Binghamton,62,9.0,Ciara Gordon,Ciara Gordon,Ciara,Gordon,Sr,,17.0,11.0,7.0,1.0,8.0,31.0,21.0,9.0,5808978,9.0,21.0,12.0
2019,Binghamton,62,52.0,Jess Gurrieri,Jess Gurrieri,Jess,Gurrieri,So,,3.0,,,,0.0,,,,5811775,,1.0,
2019,Binghamton,62,7.0,Sam Fama,Sam Fama,Sam,Fama,So,,16.0,15.0,,,0.0,1.0,1.0,11.0,5803414,13.0,17.0,2.0
2019,Binghamton,62,17.0,Megan Balter,Megan Balter,Megan,Balter,Jr,,4.0,,,,0.0,1.0,,,5809009,1.0,,
2019,Binghamton,62,14.0,Kelly Quinn,Kelly Quinn,Kelly,Quinn,So,,17.0,16.0,10.0,3.0,13.0,29.0,20.0,9.0,5809247,10.0,23.0,14.0
2019,Binghamton,62,12.0,Paige Volkmann,Paige Volkmann,Paige,Volkmann,So,,17.0,16.0,16.0,12.0,28.0,53.0,36.0,6.0,5812096,9.0,11.0,5.0
2019,Binghamton,62,1.0,Emily Yoo,Emily Yoo,Emily,Yoo,Sr,,16.0,6.0,7.0,7.0,14.0,10.0,10.0,1.0,5805178,1.0,4.0,
2019,Binghamton,62,27.0,Lauren Cristodero,Lauren Cristodero,Lauren,Cristodero,Sr,,17.0,17.0,1.0,,1.0,1.0,1.0,3.0,5810833,16.0,18.0,1.0
2019,Binghamton,62,2.0,Alyssa Sanchez,Alyssa Sanchez,Alyssa,Sanchez,So,,17.0,16.0,9.0,5.0,14.0,27.0,24.0,14.0,5812276,13.0,28.0,44.0
2019,Binghamton,62,4.0,Madeleine Juliano,Madeleine Juliano,Madeleine,Juliano,Fr,,7.0,,1.0,,1.0,3.0,2.0,1.0,6106085,1.0,3.0,
2019,Binghamton,62,18.0,Sofia Afkham,Sofia Afkham,Sofia,Afkham,Fr,,8.0,,3.0,,3.0,6.0,5.0,,6106088,,2.0,
2019,Binghamton,62,11.0,Gabrielle Marshall,Gabrielle Marshall,Gabrielle,Marshall,Fr,,3.0,,,,0.0,,,,6106086,,2.0,
2019,Binghamton,62,15.0,Morgan Maliga,Morgan Maliga,Morgan,Maliga,Fr,,5.0,,,,0.0,,,1.0,6106087,1.0,1.0,
2019,Binghamton,62,26.0,Sidra Morchower,Sidra Morchower,Sidra,Morchower,Fr,,9.0,,4.0,,4.0,10.0,7.0,2.0,6106090,,3.0,
2019,Binghamton,62,21.0,Emily Masera,Emily Masera,Emily,Masera,Fr,,12.0,4.0,3.0,3.0,6.0,10.0,8.0,2.0,6106089,1.0,5.0,
2019,Binghamton,62,20.0,Brianna Distler,Brianna Distler,Brianna,Distler,So,,7.0,4.0,,,0.0,,,2.0,6106092,7.0,6.0,
2019,Binghamton,62,22.0,Natasha Rahal,Natasha Rahal,Natasha,Rahal,So,,8.0,,1.0,,1.0,3.0,1.0,2.0,6106093,1.0,5.0,1.0
2019,Binghamton,62,3.0,Brooke Maietta,Brooke Maietta,Brooke,Maietta,Fr,,6.0,,,,0.0,4.0,2.0,,6106082,2.0,1.0,2.0
2019,Boston College,67,33.0,Hannah Hyatt,Hannah Hyatt,Hannah,Hyatt,Sr,,24.0,24.0,,,0.0,,,10.0,5804158,31.0,20.0,1.0
2019,Boston College,67,26.0,Cara Urbank,Cara Urbank,Cara,Urbank,Jr,,24.0,24.0,55.0,19.0,74.0,116.0,82.0,10.0,5808366,58.0,14.0,4.0
2019,Boston College,67,28.0,Brooke Troy,Brooke Troy,Brooke,Troy,Sr,,24.0,24.0,2.0,,2.0,3.0,2.0,18.0,5812528,42.0,27.0,
2019,Boston College,67,21.0,Kate Taylor,Kate Taylor,Kate,Taylor,Jr,,19.0,,14.0,2.0,16.0,18.0,14.0,1.0,5805697,2.0,2.0,
2019,Boston College,67,18.0,Dempsey Arsenault,Dempsey Arsenault,Dempsey,Arsenault,Sr,,24.0,24.0,65.0,27.0,92.0,141.0,101.0,23.0,5803092,43.0,44.0,100.0
2019,Boston College,67,14.0,Jillian Reilly,Jillian Reilly,Jillian,Reilly,Jr,,24.0,,1.0,,1.0,1.0,1.0,7.0,5811483,23.0,13.0,1.0
2019,Boston College,67,11.0,Sheila Rietano,Sheila Rietano,Sheila,Rietano,Jr,,24.0,24.0,35.0,14.0,49.0,70.0,55.0,11.0,5803273,22.0,21.0,24.0
2019,Boston College,67,13.0,Melanie Welch,Melanie Welch,Melanie,Welch,So,,1.0,,,,0.0,1.0,,,5804654,,,
2019,Boston College,67,15.0,Maggie Casey,Maggie Casey,Maggie,Casey,So,,21.0,,9.0,3.0,12.0,18.0,14.0,2.0,5807555,9.0,4.0,
2019,Boston College,67,9.0,Cailee Perettine,Cailee Perettine,Cailee,Perettine,So,,10.0,,,,0.0,1.0,1.0,1.0,5810346,1.0,,
2019,Boston College,67,2.0,Sam Apuzzo,Sam Apuzzo,Sam,Apuzzo,Sr,,24.0,24.0,94.0,30.0,124.0,175.0,131.0,35.0,5811805,51.0,40.0,191.0
2019,Boston College,67,27.0,Jordan Lappin,Jordan Lappin,Jordan,Lappin,So,,24.0,24.0,23.0,7.0,30.0,59.0,45.0,4.0,5811840,17.0,22.0,1.0
2019,Boston College,67,23.0,Abbey Ngai,Abbey Ngai,Abbey,Ngai,So,,21.0,18.0,,,0.0,,,2.0,5811897,,32.0,
2019,Boston College,67,3.0,Elizabeth Miller,Elizabeth Miller,Elizabeth,Miller,Sr,,24.0,24.0,2.0,,2.0,6.0,5.0,21.0,5803598,44.0,37.0,79.0
2019,Boston College,67,34.0,Lauren Daly,Lauren Daly,Lauren,Daly,Sr,,13.0,6.0,,,0.0,,,,5805100,,19.0,
2019,Boston College,67,25.0,Taylor Walker,Taylor Walker,Taylor,Walker,Sr,,24.0,24.0,34.0,8.0,42.0,81.0,59.0,9.0,5803832,23.0,12.0,
2019,Boston College,67,16.0,Morgan Tedeschi,Morgan Tedeschi,Morgan,Tedeschi,Jr,,17.0,,,,0.0,,,2.0,5812215,2.0,6.0,
2019,Boston College,67,8.0,Christina Walsh,Christina Walsh,Christina,Walsh,Sr,,24.0,24.0,1.0,,1.0,2.0,2.0,24.0,5803914,36.0,24.0,1.0
2019,Boston College,67,7.0,Caitlynn Mossman,Caitlynn Mossman,Caitlynn,Mossman,Fr,,6.0,,1.0,,1.0,3.0,2.0,,6096024,,1.0,
2019,Boston College,67,22.0,Sara O'Brien,Sara O'Brien,Sara,O'Brien,Fr,,6.0,,,,0.0,2.0,1.0,,6096025,1.0,1.0,1.0
2019,Boston College,67,35.0,Jenn Medjid,Jenn Medjid,Jenn,Medjid,Fr,,22.0,1.0,14.0,5.0,19.0,23.0,19.0,2.0,6096026,2.0,2.0,
2019,Boston College,67,10.0,Maddie Cooney,Maddie Cooney,Maddie,Cooney,Fr,,9.0,,,,0.0,1.0,,,6095975,2.0,1.0,
2019,Boston College,67,6.0,Courtney Weeks,Courtney Weeks,Courtney,Weeks,Fr,,4.0,,2.0,,2.0,2.0,2.0,,6096023,1.0,,
2019,Boston College,67,4.0,Kenzie Kent,Kenzie Kent,Kenzie,Kent,Sr,,23.0,23.0,52.0,75.0,127.0,103.0,81.0,10.0,6086565,20.0,35.0,25.0
2019,Boston U.,68,18.0,Catherine McAuley,Catherine McAuley,Catherine,McAuley,Sr,,18.0,3.0,7.0,2.0,9.0,22.0,14.0,4.0,5805395,4.0,4.0,5.0
2019,Boston U.,68,2.0,Kaitlin Belval,Kaitlin Belval,Kaitlin,Belval,Sr,,18.0,13.0,31.0,8.0,39.0,88.0,57.0,17.0,5806723,31.0,25.0,74.0
2019,Boston U.,68,3.0,Michelle Seger,Michelle Seger,Michelle,Seger,So,,4.0,,2.0,,2.0,3.0,2.0,,5804156,,1.0,
2019,Boston U.,68,27.0,Molly Kern,Molly Kern,Molly,Kern,Sr,,6.0,5.0,2.0,2.0,4.0,12.0,8.0,2.0,5805572,4.0,3.0,
2019,Boston U.,68,26.0,Makenzie Irvine,Makenzie Irvine,Makenzie,Irvine,So,,17.0,6.0,22.0,6.0,28.0,45.0,34.0,1.0,5812600,5.0,12.0,2.0
2019,Boston U.,68,10.0,Lexi Lewis,Lexi Lewis,Lexi,Lewis,Jr,,18.0,15.0,25.0,10.0,35.0,68.0,47.0,8.0,5804361,18.0,35.0,6.0
2019,Boston U.,68,7.0,Jenny Feeney,Jenny Feeney,Jenny,Feeney,So,,16.0,13.0,,,0.0,1.0,,6.0,5811286,15.0,7.0,1.0
2019,Boston U.,68,24.0,Ava Barry,Ava Barry,Ava,Barry,So,,18.0,16.0,26.0,11.0,37.0,62.0,47.0,4.0,5810028,16.0,17.0,4.0
2019,Boston U.,68,23.0,Bridget McCarthy,Bridget McCarthy,Bridget,McCarthy,So,,14.0,1.0,5.0,3.0,8.0,14.0,10.0,3.0,5804516,2.0,6.0,
2019,Boston U.,68,16.0,Bianca Smith,Bianca Smith,Bianca,Smith,Jr,,12.0,4.0,,,0.0,,,4.0,5804517,2.0,12.0,
2019,Boston U.,68,15.0,Christine Carugati,Christine Carugati,Christine,Carugati,Jr,,18.0,18.0,3.0,1.0,4.0,8.0,4.0,12.0,5805924,11.0,23.0,
2019,Boston U.,68,14.0,Kelly Mathews,Kelly Mathews,Kelly,Mathews,Sr,,18.0,17.0,24.0,9.0,33.0,49.0,35.0,8.0,5804556,11.0,22.0,22.0
2019,Boston U.,68,28.0,Ryann Gaffney,Ryann Gaffney,Ryann,Gaffney,So,,3.0,,1.0,,1.0,4.0,3.0,1.0,5807337,,1.0,
2019,Boston U.,68,8.0,Kailey Conry,Kailey Conry,Kailey,Conry,Jr,,15.0,15.0,25.0,55.0,80.0,54.0,44.0,5.0,5810272,16.0,11.0,1.0
2019,Boston U.,68,22.0,Nicole Foringer,Nicole Foringer,Nicole,Foringer,So,,16.0,6.0,,,0.0,,,8.0,5808966,20.0,10.0,
2019,Boston U.,68,1.0,Mackenzie Howe,Mackenzie Howe,Mackenzie,Howe,Jr,,18.0,18.0,15.0,2.0,17.0,28.0,18.0,9.0,5811819,20.0,15.0,54.0
2019,Boston U.,68,21.0,Tonianne Magnelli,Tonianne Magnelli,Tonianne,Magnelli,Sr,,18.0,18.0,1.0,1.0,2.0,3.0,1.0,25.0,5806292,33.0,34.0,81.0
2019,Boston U.,68,4.0,Emily Vervlied,Emily Vervlied,Emily,Vervlied,So,,17.0,15.0,30.0,9.0,39.0,63.0,53.0,28.0,5807760,16.0,33.0,18.0
2019,Boston U.,68,11.0,Megan Hickey,Megan Hickey,Megan,Hickey,So,,10.0,,3.0,2.0,5.0,11.0,7.0,,5805208,4.0,4.0,
2019,Boston U.,68,5.0,Kennady Smith,Kennady Smith,Kennady,Smith,Fr,,17.0,14.0,,,0.0,,,1.0,6078646,,20.0,1.0
2019,Boston U.,68,9.0,Hannah Kenneally,Hannah Kenneally,Hannah,Kenneally,Fr,,17.0,2.0,26.0,13.0,39.0,48.0,36.0,5.0,6078651,8.0,13.0,2.0
