season,team,team_id,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,shots,sog,ct,ncaa_id,fouls,ground_balls,turnovers,freepos_shots,freepos_goals,draw_controls
2023,Akron,5,15.0,Jenna Ridener,Jenna Ridener,Jenna,Ridener,Sr,D,17.0,13.0,,,0.0,,,19.0,7775616,8.0,20.0,8.0,,,1.0
2023,Akron,5,6.0,Sarah Pattison,Sarah Pattison,Sarah,Pattison,Sr,ATT,15.0,13.0,7.0,2.0,9.0,11.0,9.0,3.0,7775617,1.0,15.0,12.0,2.0,1.0,1.0
2023,Akron,5,14.0,Chloe Hererra,Chloe Hererra,Chloe,Hererra,Jr,M,15.0,3.0,3.0,1.0,4.0,11.0,9.0,2.0,7775618,1.0,4.0,4.0,,,2.0
2023,Akron,5,25.0,Camille Patton,Camille Patton,Camille,Patton,Jr,ATT,3.0,1.0,1.0,,1.0,2.0,2.0,,7775619,1.0,1.0,1.0,,,
2023,Akron,5,7.0,Noelle Boyd,Noelle Boyd,Noelle,Boyd,Jr,M,4.0,2.0,7.0,2.0,9.0,18.0,13.0,3.0,7775621,,3.0,7.0,6.0,2.0,5.0
2023,Akron,5,2.0,Kylie Harris,Kylie Harris,Kylie,Harris,So,M,17.0,17.0,1.0,4.0,5.0,15.0,13.0,3.0,7775623,5.0,14.0,23.0,6.0,,37.0
2023,Akron,5,33.0,Gabby Mahaffey,Gabby Mahaffey,Gabby,Mahaffey,So,M,8.0,0.0,4.0,1.0,5.0,8.0,7.0,,7775624,,3.0,5.0,2.0,2.0,
2023,Akron,5,3.0,Olivia Edkins,Olivia Edkins,Olivia,Edkins,So,M,5.0,0.0,,1.0,1.0,1.0,1.0,1.0,7775625,,,,,,
2023,Akron,5,32.0,Bryanne Harner,Bryanne Harner,Bryanne,Harner,So,M,17.0,11.0,,,0.0,,,10.0,7775627,4.0,13.0,6.0,,,1.0
2023,Akron,5,35.0,Jaelyn Clinkscales,Jaelyn Clinkscales,Jaelyn,Clinkscales,So,M,10.0,9.0,13.0,2.0,15.0,33.0,25.0,2.0,7775628,4.0,6.0,14.0,6.0,3.0,
2023,Akron,5,36.0,Graceann Schwab,Graceann Schwab,Graceann,Schwab,So,M,13.0,4.0,2.0,6.0,8.0,9.0,7.0,3.0,7775629,,5.0,17.0,1.0,,11.0
2023,Akron,5,26.0,Antonia Trickett,Antonia Trickett,Antonia,Trickett,Jr,M,17.0,16.0,1.0,,1.0,2.0,1.0,7.0,7775630,6.0,22.0,10.0,1.0,,2.0
2023,Akron,5,40.0,Hannah Sanders,Hannah Sanders,Hannah,Sanders,So,GK,14.0,8.0,,,0.0,,,2.0,7775631,,27.0,4.0,,,
2023,Akron,5,18.0,Dani Dahl,Dani Dahl,Dani,Dahl,Fr,D,8.0,0.0,,,0.0,,,1.0,8002234,,2.0,4.0,,,
2023,Akron,5,42.0,Katie Baumer,Katie Baumer,Katie,Baumer,Fr,M,15.0,7.0,7.0,3.0,10.0,21.0,17.0,8.0,8002279,4.0,12.0,12.0,11.0,3.0,13.0
2023,Akron,5,8.0,Emma Baker,Emma Baker,Emma,Baker,Fr,ATT,2.0,0.0,1.0,1.0,2.0,1.0,1.0,,8002258,,,,,,
2023,Akron,5,24.0,Macy Vail,Macy Vail,Macy,Vail,Fr,M,17.0,7.0,17.0,1.0,18.0,46.0,36.0,2.0,8002266,3.0,7.0,17.0,7.0,4.0,7.0
2023,Akron,5,29.0,Heather Carey,Heather Carey,Heather,Carey,Fr,M,17.0,1.0,,1.0,1.0,15.0,8.0,5.0,8002269,4.0,14.0,15.0,4.0,,19.0
2023,Akron,5,41.0,Sarah Baumer,Sarah Baumer,Sarah,Baumer,Fr,D,14.0,0.0,9.0,2.0,11.0,26.0,23.0,1.0,8002275,3.0,6.0,15.0,11.0,4.0,4.0
2023,Akron,5,4.0,Kellen Fletcher,Kellen Fletcher,Kellen,Fletcher,Fr,M,14.0,1.0,7.0,2.0,9.0,30.0,23.0,1.0,8002256,1.0,7.0,13.0,2.0,,
2023,Akron,5,99.0,Kylan Rhude,Kylan Rhude,Kylan,Rhude,Fr,GK,14.0,9.0,,,0.0,,,1.0,8002298,,34.0,4.0,,,
2023,American,23,1.0,Sadie Herman,Sadie Herman,Sadie,Herman,Sr,M,15.0,2.0,2.0,1.0,3.0,6.0,6.0,7.0,7772743,11.0,10.0,7.0,2.0,,
2023,American,23,4.0,Sydney Wender,Sydney Wender,Sydney,Wender,Sr,M,7.0,0.0,2.0,,2.0,2.0,2.0,1.0,7772744,,2.0,3.0,,,2.0
2023,American,23,25.0,Jane Reffelt,Jane Reffelt,Jane,Reffelt,Sr,D,11.0,6.0,,,0.0,,,7.0,7772745,7.0,6.0,2.0,,,
2023,American,23,9.0,Emma Hare,Emma Hare,Emma,Hare,Sr,ATT,14.0,2.0,14.0,4.0,18.0,29.0,24.0,1.0,7772746,1.0,,14.0,7.0,3.0,
2023,American,23,17.0,Lizzie de Guzman,Lizzie de Guzman,Lizzie,de Guzman,Jr,M,16.0,15.0,1.0,1.0,2.0,2.0,2.0,1.0,7772747,2.0,3.0,5.0,,,57.0
2023,American,23,12.0,Grace Brennan,Grace Brennan,Grace,Brennan,Sr,D,16.0,15.0,,1.0,1.0,,,13.0,7772749,18.0,23.0,7.0,,,2.0
2023,American,23,14.0,Jordan Mitchell,Jordan Mitchell,Jordan,Mitchell,Jr,D,16.0,16.0,,,0.0,,,9.0,7772750,22.0,14.0,18.0,,,15.0
2023,American,23,19.0,Olivia Molfetta,Olivia Molfetta,Olivia,Molfetta,Jr,M,3.0,0.0,,,0.0,,,,7772753,,,2.0,,,
2023,American,23,3.0,Jaime Petronis,Jaime Petronis,Jaime,Petronis,So,ATT,1.0,0.0,1.0,,1.0,1.0,1.0,,7772754,,,3.0,,,
2023,American,23,8.0,Kate Petronis,Kate Petronis,Kate,Petronis,So,ATT,2.0,0.0,2.0,2.0,4.0,3.0,3.0,2.0,7772756,,3.0,1.0,,,
2023,American,23,30.0,Becca Frank,Becca Frank,Becca,Frank,So,M,16.0,7.0,13.0,7.0,20.0,32.0,24.0,3.0,7772757,5.0,6.0,14.0,5.0,1.0,3.0
2023,American,23,29.0,Lexi Rakis,Lexi Rakis,Lexi,Rakis,So,GK,8.0,4.0,,,0.0,,,2.0,7772758,,4.0,1.0,,,
2023,American,23,32.0,Ashley Smith,Ashley Smith,Ashley,Smith,So,ATT,13.0,0.0,1.0,3.0,4.0,5.0,2.0,1.0,7772759,5.0,5.0,7.0,3.0,,5.0
2023,American,23,5.0,Jenna Walls,Jenna Walls,Jenna,Walls,So,D,15.0,15.0,,,0.0,,,7.0,7772760,16.0,13.0,5.0,,,2.0
2023,American,23,22.0,Alyssa Apuzzo,Alyssa Apuzzo,Alyssa,Apuzzo,So,ATT,13.0,9.0,19.0,7.0,26.0,35.0,31.0,2.0,7772761,,8.0,15.0,3.0,1.0,
2023,American,23,35.0,Maddy Spratt,Maddy Spratt,Maddy,Spratt,So,ATT,16.0,16.0,26.0,17.0,43.0,43.0,40.0,6.0,7772762,1.0,11.0,18.0,8.0,7.0,30.0
2023,American,23,20.0,Alyssa Nilles,Alyssa Nilles,Alyssa,Nilles,So,M,2.0,0.0,,,0.0,,,,7772763,,1.0,1.0,,,
2023,American,23,11.0,Darby Sherrod,Darby Sherrod,Darby,Sherrod,So,D,11.0,0.0,,,0.0,,,2.0,7772764,1.0,6.0,1.0,,,
2023,American,23,34.0,Mary Alice Collins,Mary Alice Collins,Mary Alice,Collins,Jr,GK,14.0,12.0,,,0.0,,,3.0,7772765,,24.0,4.0,,,
2023,American,23,2.0,Makayla Im,Makayla Im,Makayla,Im,Fr,ATT,1.0,0.0,,,0.0,1.0,1.0,1.0,7978933,2.0,,,,,
2023,American,23,24.0,Reagan Murdoch,Reagan Murdoch,Reagan,Murdoch,Fr,M,16.0,13.0,16.0,8.0,24.0,40.0,31.0,2.0,7978961,8.0,3.0,15.0,10.0,4.0,3.0
2023,American,23,10.0,Bliss Vernon,Bliss Vernon,Bliss,Vernon,Fr,D,15.0,14.0,,,0.0,1.0,1.0,5.0,7978915,10.0,15.0,8.0,,,2.0
2023,American,23,16.0,Lily Arcand,Lily Arcand,Lily,Arcand,Fr,D,5.0,0.0,,,0.0,3.0,3.0,,7978938,,,1.0,,,
2023,American,23,7.0,Kate Bruechner,Kate Bruechner,Kate,Bruechner,Fr,DM,3.0,0.0,,,0.0,,,,7978914,,1.0,1.0,,,
2023,American,23,15.0,Annabelle Jackson,Annabelle Jackson,Annabelle,Jackson,Fr,ATT,16.0,13.0,29.0,5.0,34.0,66.0,49.0,2.0,7978937,3.0,6.0,22.0,15.0,6.0,
2023,American,23,21.0,Kellie Linehan,Kellie Linehan,Kellie,Linehan,Fr,M,16.0,16.0,31.0,9.0,40.0,58.0,51.0,2.0,7978941,8.0,9.0,21.0,16.0,9.0,12.0
2023,American,23,6.0,Hannah Spease,Hannah Spease,Hannah,Spease,Jr,M,16.0,16.0,30.0,6.0,36.0,52.0,40.0,12.0,7978912,11.0,14.0,13.0,6.0,4.0,68.0
2023,American,23,23.0,Rachel Kolton,Rachel Kolton,Rachel,Kolton,Fr,ATT,12.0,1.0,6.0,3.0,9.0,13.0,13.0,,7978959,2.0,2.0,8.0,6.0,3.0,
2023,American,23,26.0,Kristen Hegarty,Kristen Hegarty,Kristen,Hegarty,Fr,ATT,5.0,0.0,1.0,1.0,2.0,1.0,1.0,,7978962,,1.0,1.0,,,
2023,American,23,18.0,Nickie Prendergast,Nickie Prendergast,Nickie,Prendergast,Fr,M,10.0,0.0,,,0.0,3.0,1.0,,7978958,2.0,,1.0,1.0,,2.0
2023,Arizona St.,28,3.0,Kaitlyn Skamas,Kaitlyn Skamas,Kaitlyn,Skamas,Jr,D,13.0,12.0,1.0,,1.0,1.0,1.0,3.0,7772696,25.0,9.0,6.0,,,13.0
2023,Arizona St.,28,47.0,Cate Duhig,Cate Duhig,Cate,Duhig,Jr,M,2.0,0.0,,,0.0,,,,7772697,,,,,,1.0
2023,Arizona St.,28,28.0,Rosie Davis,Rosie Davis,Rosie,Davis,Jr,ATT,2.0,0.0,,,0.0,,,,7772698,1.0,,,,,
2023,Arizona St.,28,21.0,Mina Scott,Mina Scott,Mina,Scott,Jr,ATT,19.0,19.0,33.0,6.0,39.0,76.0,57.0,6.0,7772699,33.0,12.0,20.0,17.0,9.0,14.0
2023,Arizona St.,28,2.0,Anna Winkeler,Anna Winkeler,Anna,Winkeler,Sr,ATT,11.0,0.0,1.0,5.0,6.0,3.0,2.0,,7772700,2.0,,4.0,,,
2023,Arizona St.,28,50.0,Flynn Murphy,Flynn Murphy,Flynn,Murphy,Jr,GK,6.0,1.0,,,0.0,,,,7772701,,3.0,,,,
2023,Arizona St.,28,88.0,Zoe Mazur,Zoe Mazur,Zoe,Mazur,Sr,M,19.0,19.0,,,0.0,,,4.0,7772702,43.0,6.0,5.0,,,80.0
2023,Arizona St.,28,98.0,Gigi Gaspar,Gigi Gaspar,Gigi,Gaspar,Jr,M,19.0,19.0,,,0.0,,,9.0,7772703,33.0,27.0,9.0,,,3.0
2023,Arizona St.,28,48.0,Riley Forman,Riley Forman,Riley,Forman,Jr,ATT,4.0,0.0,,,0.0,1.0,1.0,,7772705,4.0,,1.0,,,
2023,Arizona St.,28,97.0,Bella Gaspar,Bella Gaspar,Bella,Gaspar,Jr,M,19.0,19.0,,,0.0,,,15.0,7772706,40.0,16.0,7.0,,,
2023,Arizona St.,28,18.0,Bella Ingrao,Bella Ingrao,Bella,Ingrao,So,M,19.0,14.0,15.0,4.0,19.0,34.0,24.0,1.0,7772710,16.0,7.0,10.0,6.0,3.0,34.0
2023,Arizona St.,28,27.0,Maddelena Signorile,Maddelena Signorile,Maddelena,Signorile,So,D,17.0,8.0,,,0.0,,,4.0,7772712,13.0,9.0,1.0,,,
2023,Arizona St.,28,10.0,Tate Stokesberry,Tate Stokesberry,Tate,Stokesberry,So,ATT,15.0,0.0,7.0,2.0,9.0,20.0,15.0,3.0,7772713,7.0,2.0,12.0,4.0,,1.0
2023,Arizona St.,28,30.0,Berit Brookfield,Berit Brookfield,Berit,Brookfield,So,M,18.0,9.0,15.0,3.0,18.0,36.0,24.0,5.0,7772714,15.0,6.0,13.0,9.0,5.0,3.0
2023,Arizona St.,28,4.0,Helen Park,Helen Park,Helen,Park,So,M,19.0,18.0,,,0.0,1.0,,14.0,7772715,33.0,25.0,9.0,,,3.0
2023,Arizona St.,28,22.0,Maddie Riley,Maddie Riley,Maddie,Riley,So,M,1.0,0.0,,,0.0,1.0,1.0,,7772716,1.0,,,,,
2023,Arizona St.,28,0.0,Katie Vahle,Katie Vahle,Katie,Vahle,So,GK,18.0,18.0,,,0.0,,,6.0,7772717,,33.0,4.0,,,
2023,Arizona St.,28,7.0,Annie Haley,Annie Haley,Annie,Haley,So,M,19.0,6.0,9.0,6.0,15.0,15.0,13.0,7.0,7772718,14.0,6.0,13.0,6.0,4.0,4.0
2023,Arizona St.,28,17.0,Anna Thornton,Anna Thornton,Anna,Thornton,So,ATT,11.0,0.0,1.0,1.0,2.0,9.0,4.0,,7772719,1.0,5.0,2.0,2.0,1.0,
2023,Arizona St.,28,16.0,Alexa Ford,Alexa Ford,Alexa,Ford,So,ATT,5.0,0.0,1.0,,1.0,1.0,1.0,1.0,7772720,,1.0,1.0,,,
2023,Arizona St.,28,8.0,McKenna Riley,McKenna Riley,McKenna,Riley,So,ATT,5.0,0.0,3.0,2.0,5.0,5.0,5.0,,7772721,1.0,,4.0,1.0,,
2023,Arizona St.,28,77.0,Teagan Ng,Teagan Ng,Teagan,Ng,Fr,M,19.0,19.0,30.0,6.0,36.0,72.0,54.0,1.0,7989559,19.0,8.0,24.0,13.0,8.0,
2023,Arizona St.,28,1.0,Katie Brodsky,Katie Brodsky,Katie,Brodsky,Sr,ATT,15.0,2.0,16.0,10.0,26.0,34.0,27.0,4.0,7989533,15.0,11.0,25.0,5.0,2.0,1.0
2023,Arizona St.,28,24.0,Cassidy Doffermyre,Cassidy Doffermyre,Cassidy,Doffermyre,Fr,M,2.0,0.0,,,0.0,,,,7989542,1.0,1.0,,,,1.0
2023,Arizona St.,28,12.0,Jordyn Behar,Jordyn Behar,Jordyn,Behar,Fr,ATT,2.0,0.0,1.0,,1.0,3.0,2.0,,7989537,2.0,,4.0,,,
2023,Arizona St.,28,9.0,Keeley Cleland,Keeley Cleland,Keeley,Cleland,Fr,M,16.0,4.0,1.0,1.0,2.0,8.0,5.0,3.0,7989535,9.0,4.0,6.0,,,10.0
2023,Arizona St.,28,6.0,Kate Mayle,Kate Mayle,Kate,Mayle,Fr,ATT,1.0,0.0,,,0.0,1.0,1.0,,7989534,,,,1.0,,
2023,Arizona St.,28,20.0,Lydia Oldknow,Lydia Oldknow,Lydia,Oldknow,Fr,ATT,19.0,3.0,17.0,7.0,24.0,42.0,29.0,3.0,7989540,10.0,14.0,8.0,8.0,2.0,
2023,Arizona St.,28,15.0,Greta Stahl,Greta Stahl,Greta,Stahl,Sr,ATT,13.0,0.0,12.0,,12.0,27.0,19.0,1.0,7989538,7.0,1.0,10.0,4.0,2.0,2.0
2023,Arizona St.,28,23.0,Claire Beucher,Claire Beucher,Claire,Beucher,Fr,M,6.0,0.0,1.0,1.0,2.0,3.0,2.0,,7989541,2.0,1.0,,1.0,,1.0
2023,Arizona St.,28,5.0,Kaylon Buckner,Kaylon Buckner,Kaylon,Buckner,Sr,M,19.0,19.0,35.0,8.0,43.0,89.0,73.0,8.0,7989513,40.0,26.0,35.0,26.0,11.0,86.0
2023,Arizona St.,28,11.0,Colleen Ryan,Colleen Ryan,Colleen,Ryan,Fr,D,19.0,19.0,,,0.0,,,9.0,7989514,27.0,13.0,5.0,,,
2023,Army West Point,725,28.0,Amara Higgins,Amara Higgins,Amara,Higgins,So,D,4.0,0.0,,,0.0,,,,7775074,,1.0,,,,
2023,Army West Point,725,37.0,Jolie Riedell,Jolie Riedell,Jolie,Riedell,Sr,M,19.0,19.0,28.0,7.0,35.0,73.0,50.0,6.0,7775075,17.0,20.0,22.0,16.0,7.0,55.0
2023,Army West Point,725,1.0,Sidney Weigand,Sidney Weigand,Sidney,Weigand,Sr,D,19.0,14.0,,1.0,1.0,,,8.0,7775076,11.0,14.0,8.0,,,2.0
2023,Army West Point,725,14.0,Marissa Massey,Marissa Massey,Marissa,Massey,Jr,ATT,15.0,1.0,7.0,,7.0,11.0,8.0,1.0,7775077,8.0,5.0,5.0,2.0,2.0,6.0
2023,Army West Point,725,8.0,Cathleen Parker,Cathleen Parker,Cathleen,Parker,Sr,D,19.0,19.0,,,0.0,,,11.0,7775078,29.0,18.0,9.0,,,10.0
2023,Army West Point,725,11.0,Malina Hatton,Malina Hatton,Malina,Hatton,Sr,D,18.0,14.0,,,0.0,,,6.0,7775079,12.0,10.0,,,,
2023,Army West Point,725,34.0,Sofia Micklovic,Sofia Micklovic,Sofia,Micklovic,Jr,D,14.0,5.0,,,0.0,,,4.0,7775080,13.0,9.0,3.0,,,1.0
2023,Army West Point,725,5.0,Madeline Lenkart,Madeline Lenkart,Madeline,Lenkart,Jr,M,18.0,1.0,5.0,2.0,7.0,8.0,6.0,5.0,7775081,7.0,9.0,4.0,4.0,3.0,2.0
2023,Army West Point,725,44.0,Lacey Bartholomay,Lacey Bartholomay,Lacey,Bartholomay,Jr,GK,15.0,13.0,,,0.0,,,2.0,7775082,,21.0,1.0,,,
2023,Army West Point,725,22.0,Madison Warne,Madison Warne,Madison,Warne,Sr,ATT,15.0,4.0,5.0,5.0,10.0,10.0,8.0,,7775083,2.0,,7.0,3.0,2.0,1.0
2023,Army West Point,725,6.0,Evelyn Pickett,Evelyn Pickett,Evelyn,Pickett,Sr,M,19.0,19.0,,,0.0,,,7.0,7775084,11.0,26.0,9.0,,,3.0
2023,Army West Point,725,2.0,Paige Lennon,Paige Lennon,Paige,Lennon,Sr,D,11.0,7.0,,,0.0,,,7.0,7775085,7.0,15.0,4.0,,,4.0
2023,Army West Point,725,3.0,Julia Gorajek,Julia Gorajek,Julia,Gorajek,Jr,ATT,19.0,17.0,37.0,12.0,49.0,88.0,63.0,5.0,7775086,18.0,22.0,24.0,20.0,6.0,2.0
2023,Army West Point,725,10.0,Kathleen Sullivan,Kathleen Sullivan,Kathleen,Sullivan,Sr,ATT,19.0,19.0,36.0,43.0,79.0,75.0,53.0,5.0,7775087,10.0,17.0,32.0,11.0,5.0,2.0
2023,Army West Point,725,47.0,Carleigh Armstrong,Carleigh Armstrong,Carleigh,Armstrong,Jr,ATT,18.0,12.0,20.0,,20.0,41.0,33.0,,7775090,,4.0,8.0,6.0,4.0,
2023,Army West Point,725,38.0,Margaret Williams,Margaret Williams,Margaret,Williams,Sr,ATT,7.0,1.0,1.0,1.0,2.0,2.0,2.0,,7775091,,1.0,3.0,,,
2023,Army West Point,725,26.0,Julia Franzoni,Julia Franzoni,Julia,Franzoni,Sr,ATT,19.0,19.0,41.0,4.0,45.0,92.0,61.0,9.0,7775094,22.0,16.0,18.0,9.0,3.0,112.0
2023,Army West Point,725,7.0,Gabrielle Mirak,Gabrielle Mirak,Gabrielle,Mirak,So,M,7.0,0.0,2.0,1.0,3.0,5.0,3.0,1.0,7775095,2.0,2.0,,,,3.0
2023,Army West Point,725,42.0,Lexi Patterson,Lexi Patterson,Lexi,Patterson,So,D,6.0,0.0,,,0.0,,,2.0,7775096,4.0,5.0,1.0,,,1.0
2023,Army West Point,725,32.0,Alyce Smith,Alyce Smith,Alyce,Smith,Fr,,5.0,0.0,,,0.0,1.0,,1.0,7775098,,,,,,
2023,Army West Point,725,17.0,Haley Kampert,Haley Kampert,Haley,Kampert,So,D,3.0,0.0,,,0.0,1.0,,1.0,7775099,1.0,2.0,,,,
2023,Army West Point,725,30.0,Meghan Pedrani,Meghan Pedrani,Meghan,Pedrani,Fr,M,4.0,0.0,,1.0,1.0,2.0,1.0,,8004870,,,,1.0,,
2023,Army West Point,725,49.0,Sherry Feng,Sherry Feng,Sherry,Feng,Fr,GK,3.0,0.0,,,0.0,,,,8004876,,1.0,,,,
2023,Army West Point,725,31.0,Brooke Stocku,Brooke Stocku,Brooke,Stocku,Fr,ATT,4.0,0.0,,,0.0,,,,8004879,,,1.0,,,
2023,Army West Point,725,33.0,Lily Valentini,Lily Valentini,Lily,Valentini,Fr,M,8.0,0.0,2.0,,2.0,6.0,6.0,,8004874,,1.0,3.0,,,2.0
2023,Army West Point,725,55.0,Elizabeth Schmutz,Elizabeth Schmutz,Elizabeth,Schmutz,Fr,ATT,2.0,0.0,1.0,,1.0,2.0,1.0,,8004878,,,1.0,,,
2023,Army West Point,725,23.0,Allison Reilly,Allison Reilly,Allison,Reilly,Fr,ATT,19.0,15.0,27.0,17.0,44.0,69.0,46.0,4.0,8004736,9.0,8.0,21.0,15.0,10.0,
2023,Army West Point,725,13.0,Sarah Chernik,Sarah Chernik,Sarah,Chernik,Fr,M,15.0,4.0,4.0,4.0,8.0,11.0,8.0,1.0,8004665,7.0,4.0,5.0,,,3.0
2023,Army West Point,725,19.0,Haily Santorsola,Haily Santorsola,Haily,Santorsola,Sr,D,3.0,0.0,,,0.0,,,,8004710,1.0,1.0,1.0,,,
2023,Army West Point,725,21.0,Brigid Duffy,Brigid Duffy,Brigid,Duffy,Fr,M,19.0,18.0,56.0,26.0,82.0,137.0,89.0,19.0,8004713,24.0,35.0,38.0,33.0,13.0,89.0
2023,Army West Point,725,12.0,Emma Grace Hepler,Emma Grace Hepler,Emma Grace,Hepler,Fr,ATT,1.0,0.0,,,0.0,,,,8004664,,,1.0,,,
2023,Army West Point,725,20.0,Lindsey Serafine,Lindsey Serafine,Lindsey,Serafine,Fr,GK,15.0,6.0,,,0.0,,,2.0,8004712,,18.0,1.0,,,
2023,Army West Point,725,4.0,Chloe Garrett,Chloe Garrett,Chloe,Garrett,Fr,M,2.0,0.0,,,0.0,1.0,1.0,,8003200,,1.0,1.0,,,
2023,Binghamton,62,39.0,Kristen Scheidel,Kristen Scheidel,Kristen,Scheidel,Jr,M,17.0,17.0,18.0,7.0,25.0,54.0,39.0,19.0,7772767,18.0,36.0,17.0,11.0,3.0,55.0
2023,Binghamton,62,13.0,Emma Conroy,Emma Conroy,Emma,Conroy,Jr,M,17.0,1.0,8.0,,8.0,15.0,12.0,,7772768,5.0,7.0,6.0,5.0,1.0,2.0
2023,Binghamton,62,0.0,Emily Manning,Emily Manning,Emily,Manning,Sr,GK,17.0,17.0,,,0.0,,,4.0,7772769,,36.0,5.0,,,
2023,Binghamton,62,30.0,Gabriella Meli,Gabriella Meli,Gabriella,Meli,Jr,ATT,2.0,0.0,,,0.0,,,,7772770,1.0,,,,,
2023,Binghamton,62,8.0,Sofia Salgado,Sofia Salgado,Sofia,Salgado,Jr,GK,3.0,0.0,,,0.0,,,,7772771,,3.0,,,,
2023,Binghamton,62,19.0,Hayley Weltner,Hayley Weltner,Hayley,Weltner,Jr,M,17.0,17.0,26.0,4.0,30.0,64.0,50.0,7.0,7772772,18.0,25.0,12.0,16.0,8.0,102.0
2023,Binghamton,62,18.0,Cassidy Evans,Cassidy Evans,Cassidy,Evans,Sr,M,11.0,2.0,,,0.0,,,1.0,7772773,3.0,7.0,,,,
2023,Binghamton,62,4.0,Rebecca Korn,Rebecca Korn,Rebecca,Korn,Sr,ATT,5.0,1.0,1.0,3.0,4.0,2.0,2.0,,7772775,,,1.0,,,
2023,Binghamton,62,3.0,Zoe Congdon,Zoe Congdon,Zoe,Congdon,Jr,D,17.0,17.0,,,0.0,,,10.0,7772776,30.0,13.0,8.0,,,1.0
2023,Binghamton,62,34.0,Madison Murphy,Madison Murphy,Madison,Murphy,Jr,M,17.0,4.0,11.0,6.0,17.0,32.0,26.0,2.0,7772777,6.0,3.0,18.0,11.0,5.0,
2023,Binghamton,62,33.0,Kenna Newman,Kenna Newman,Kenna,Newman,Sr,ATT,17.0,17.0,24.0,29.0,53.0,60.0,39.0,2.0,7772778,20.0,13.0,31.0,11.0,4.0,
2023,Binghamton,62,24.0,Jamie Golderman,Jamie Golderman,Jamie,Golderman,Sr,M,17.0,16.0,,,0.0,2.0,1.0,10.0,7772779,17.0,17.0,3.0,1.0,,7.0
2023,Binghamton,62,27.0,Isabella Meli,Isabella Meli,Isabella,Meli,Sr,M,17.0,13.0,23.0,11.0,34.0,52.0,40.0,,7772780,9.0,10.0,14.0,12.0,1.0,
2023,Binghamton,62,29.0,Amanda Padrazo,Amanda Padrazo,Amanda,Padrazo,Jr,ATT,4.0,0.0,,,0.0,,,,7772781,1.0,1.0,1.0,,,
2023,Binghamton,62,10.0,Paige Alletzhauser,Paige Alletzhauser,Paige,Alletzhauser,Sr,D,16.0,16.0,,,0.0,,,13.0,7772782,25.0,19.0,3.0,,,
2023,Binghamton,62,22.0,Angelina Suau,Angelina Suau,Angelina,Suau,So,M,17.0,17.0,,,0.0,2.0,2.0,38.0,7772788,27.0,46.0,7.0,1.0,,15.0
2023,Binghamton,62,1.0,Olivia Muscolino,Olivia Muscolino,Olivia,Muscolino,So,ATT,17.0,16.0,38.0,15.0,53.0,84.0,62.0,4.0,7772789,22.0,15.0,18.0,22.0,8.0,1.0
2023,Binghamton,62,12.0,Tiana Vazquez,Tiana Vazquez,Tiana,Vazquez,Sr,D,17.0,17.0,,,0.0,,,7.0,7772790,25.0,20.0,6.0,,,1.0
