date,team,opponent,home_away,result,home_score,visitor_score,overtime,fouls,goals,assists,points,shots,sog,ground_balls,ct,draw_controls,defensive_fouls,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_ct,defensive_draw_controls,team_id
2018-03-14,Loyola Maryland,Virginia,Home,,19,18,,34.0,19.0,6.0,25.0,27,22,15,7.0,12,28.0,18.0,3.0,21.0,33,26,8,7.0,27,369
2018-03-17,Loyola Maryland,Army West Point,Home,,15,3,,14.0,15.0,7.0,22.0,27,20,18,8.0,7,15.0,3.0,1.0,4.0,15,14,12,4.0,13,369
2018-03-24,Loyola Maryland,Lehigh,Away,,18,5,,20.0,18.0,7.0,25.0,35,30,20,12.0,10,17.0,5.0,1.0,6.0,20,12,12,5.0,15,369
2018-03-28,Loyola Maryland,American,Home,,22,3,,14.0,22.0,17.0,39.0,41,32,22,11.0,21,16.0,3.0,1.0,4.0,14,12,15,4.0,5,369
2018-03-31,Loyola Maryland,Boston U.,Away,,18,11,,16.0,18.0,8.0,26.0,37,31,19,9.0,16,27.0,11.0,3.0,14.0,33,23,19,11.0,14,369
2018-04-05,Loyola Maryland,Syracuse,Home,,11,12,1,23.0,11.0,5.0,16.0,27,23,16,12.0,15,26.0,12.0,3.0,15.0,36,26,21,5.0,10,369
2018-04-07,Loyola Maryland,Navy,Away,,16,12,,29.0,16.0,8.0,24.0,43,30,21,6.0,18,29.0,12.0,4.0,16.0,35,22,19,6.0,12,369
2018-04-13,Loyola Maryland,Lafayette,Home,,22,5,,15.0,22.0,14.0,36.0,43,35,17,6.0,18,6.0,5.0,2.0,7.0,20,13,16,6.0,11,369
2018-04-18,Loyola Maryland,Bucknell,Away,,18,6,,17.0,18.0,14.0,32.0,40,33,23,18.0,19,17.0,6.0,3.0,9.0,16,10,14,13.0,6,369
2018-04-21,Loyola Maryland,Colgate,Away,,20,8,,20.0,20.0,14.0,34.0,46,35,19,9.0,17,28.0,8.0,1.0,9.0,26,16,16,7.0,12,369
2018-04-25,Loyola Maryland,Georgetown,Away,,13,9,,28.0,13.0,3.0,16.0,33,25,20,12.0,13,28.0,9.0,5.0,14.0,26,18,18,6.0,11,369
2018-04-28,Loyola Maryland,Holy Cross,Home,,23,3,,13.0,23.0,19.0,42.0,45,36,27,14.0,16,19.0,3.0,2.0,5.0,14,9,16,3.0,11,369
2018-05-04,Loyola Maryland,Boston U.,Home,,15,6,,15.0,15.0,6.0,21.0,27,23,21,13.0,12,15.0,6.0,1.0,7.0,16,12,15,8.0,11,369
2018-05-06,Loyola Maryland,Navy,Home,,10,17,,27.0,10.0,6.0,16.0,27,19,12,6.0,16,20.0,17.0,6.0,23.0,34,29,12,8.0,13,369
2018-05-11,Loyola Maryland,Fairfield,Home,,18,2,,17.0,18.0,11.0,29.0,33,27,18,8.0,10,23.0,2.0,1.0,3.0,23,18,16,5.0,11,369
2018-05-13,Loyola Maryland,Navy,Home,,15,19,,26.0,15.0,9.0,24.0,27,22,8,6.0,19,18.0,19.0,7.0,26.0,34,28,17,7.0,17,369
2018-02-17,Manhattan,Mount St. Mary's,Away,,8,12,,14.0,8.0,1.0,9.0,25,16,19,6.0,8,20.0,12.0,4.0,16.0,32,20,18,8.0,14,381
2018-02-19,Manhattan,Presbyterian,Away,,14,4,,22.0,14.0,8.0,22.0,26,23,20,11.0,11,23.0,4.0,2.0,6.0,16,11,18,5.0,8,381
2018-02-24,Manhattan,Arizona St.,Home,,8,18,,16.0,8.0,5.0,13.0,24,17,18,12.0,11,29.0,18.0,11.0,29.0,29,22,18,12.0,17,381
2018-02-28,Manhattan,Lafayette,Away,,9,12,,33.0,9.0,3.0,12.0,21,15,19,10.0,8,13.0,12.0,5.0,17.0,33,24,23,12.0,15,381
2018-03-03,Manhattan,Vermont,Away,,10,7,,16.0,10.0,5.0,15.0,21,18,13,8.0,11,22.0,7.0,1.0,8.0,30,26,16,11.0,8,381
2018-03-10,Manhattan,Wofford,Home,,12,3,,16.0,12.0,9.0,21.0,33,26,25,10.0,12,13.0,3.0,3.0,6.0,20,10,18,5.0,5,381
2018-03-16,Manhattan,La Salle,Home,,9,16,,24.0,9.0,5.0,14.0,19,15,13,7.0,14,31.0,16.0,7.0,23.0,25,20,18,10.0,12,381
2018-03-18,Manhattan,Wagner,Home,,6,11,,20.0,6.0,2.0,8.0,23,15,35,12.0,10,22.0,11.0,4.0,15.0,29,18,24,11.0,9,381
2018-03-24,Manhattan,Canisius,Away,,8,11,,21.0,8.0,4.0,12.0,17,14,12,5.0,15,12.0,11.0,5.0,16.0,31,18,18,10.0,6,381
2018-03-31,Manhattan,Quinnipiac,Away,,6,11,,24.0,6.0,3.0,9.0,26,16,22,10.0,10,21.0,11.0,8.0,19.0,27,20,20,17.0,9,381
2018-04-04,Manhattan,Marist,Away,,3,19,,7.0,3.0,1.0,4.0,17,9,11,5.0,9,13.0,19.0,8.0,27.0,26,23,10,6.0,15,381
2018-04-07,Manhattan,Niagara,Home,,5,11,,14.0,5.0,4.0,9.0,25,17,28,9.0,5,24.0,11.0,7.0,18.0,32,24,30,12.0,13,381
2018-04-11,Manhattan,Iona,Away,,8,7,,20.0,8.0,4.0,12.0,25,15,15,7.0,8,24.0,7.0,4.0,11.0,34,23,23,14.0,9,381
2018-04-14,Manhattan,Siena,Home,,17,10,,20.0,17.0,10.0,27.0,33,28,25,7.0,17,23.0,10.0,4.0,14.0,30,21,21,6.0,12,381
2018-04-18,Manhattan,Monmouth,Home,,7,18,,19.0,7.0,4.0,11.0,19,12,12,6.0,13,15.0,18.0,10.0,28.0,30,25,25,11.0,14,381
2018-04-25,Manhattan,Fairfield,Home,,9,14,,9.0,9.0,3.0,12.0,20,13,23,9.0,13,18.0,14.0,9.0,23.0,29,23,26,9.0,12,381
2018-02-17,Marist,Army West Point,Away,,14,11,,19.0,14.0,8.0,22.0,25,17,13,4.0,11,23.0,11.0,4.0,15.0,35,25,14,10.0,16,386
2018-02-24,Marist,Vermont,Home,,15,6,,12.0,15.0,3.0,18.0,38,23,19,11.0,20,20.0,6.0,3.0,9.0,16,12,16,9.0,3,386
2018-02-28,Marist,Massachusetts,Home,,10,19,,11.0,10.0,2.0,12.0,32,19,15,3.0,12,16.0,19.0,4.0,23.0,51,37,17,9.0,18,386
2018-03-03,Marist,La Salle,Away,,9,12,,19.0,9.0,3.0,12.0,32,24,14,9.0,10,23.0,12.0,3.0,15.0,26,23,15,15.0,12,386
2018-03-10,Marist,High Point,Home,,9,20,,27.0,9.0,4.0,13.0,25,16,14,7.0,15,19.0,20.0,7.0,27.0,37,31,18,14.0,16,386
2018-03-14,Marist,Bucknell,Away,,13,8,,18.0,13.0,8.0,21.0,26,22,16,9.0,18,16.0,8.0,1.0,9.0,30,19,21,11.0,5,386
2018-03-17,Marist,Binghamton,Home,,18,8,,23.0,18.0,8.0,26.0,33,23,20,14.0,17,28.0,8.0,1.0,9.0,26,16,15,9.0,10,386
2018-03-27,Marist,Yale,Away,,12,13,,27.0,12.0,2.0,14.0,26,19,18,9.0,12,29.0,13.0,5.0,18.0,37,25,25,9.0,14,386
2018-03-31,Marist,Monmouth,Home,,14,3,,25.0,14.0,6.0,20.0,30,22,16,11.0,11,22.0,3.0,1.0,4.0,27,20,19,11.0,8,386
2018-04-04,Marist,Manhattan,Home,,19,3,,13.0,19.0,8.0,27.0,26,23,10,6.0,15,7.0,3.0,1.0,4.0,17,9,11,5.0,9,386
2018-04-07,Marist,Quinnipiac,Away,,8,7,,15.0,8.0,2.0,10.0,31,22,20,9.0,10,32.0,7.0,4.0,11.0,29,21,16,13.0,7,386
2018-04-11,Marist,Canisius,Away,,12,13,,22.0,12.0,1.0,13.0,30,26,17,9.0,15,25.0,13.0,3.0,16.0,33,24,21,10.0,12,386
2018-04-14,Marist,Fairfield,Away,,11,10,,24.0,11.0,7.0,18.0,36,27,15,5.0,18,25.0,10.0,5.0,15.0,44,28,25,11.0,4,386
2018-04-18,Marist,Niagara,Home,,18,9,,10.0,18.0,6.0,24.0,40,25,19,10.0,15,19.0,9.0,2.0,11.0,29,21,12,4.0,14,386
2018-04-21,Marist,Iona,Home,,11,12,,27.0,11.0,5.0,16.0,36,23,16,5.0,17,22.0,12.0,2.0,14.0,37,23,20,8.0,8,386
2018-04-25,Marist,Siena,Away,,19,7,,16.0,19.0,11.0,30.0,34,25,18,7.0,15,19.0,7.0,1.0,8.0,21,14,18,8.0,12,386
2018-05-03,Marist,Canisius,Home,,11,13,,17.0,11.0,9.0,20.0,27,17,16,9.0,12,19.0,13.0,7.0,20.0,31,23,15,7.0,12,386
2018-02-09,Marquette,Johns Hopkins,Away,,7,14,,40.0,7.0,3.0,10.0,26,16,13,7.0,13,28.0,14.0,5.0,19.0,37,27,23,12.0,10,387
2018-02-11,Marquette,Louisville,Away,,8,16,,28.0,8.0,2.0,10.0,22,16,12,6.0,17,24.0,16.0,5.0,21.0,32,24,18,14.0,9,387
2018-02-16,Marquette,Central Mich.,Home,,19,7,,21.0,19.0,8.0,27.0,40,32,27,8.0,24,20.0,7.0,3.0,10.0,14,10,19,4.0,4,387
2018-02-18,Marquette,Kennesaw St.,Home,,15,10,,33.0,15.0,7.0,22.0,36,25,28,15.0,12,22.0,10.0,1.0,11.0,24,19,19,13.0,15,387
2018-02-25,Marquette,Stetson,Home,,22,12,,25.0,22.0,14.0,36.0,32,28,22,9.0,22,18.0,12.0,6.0,18.0,23,22,11,4.0,14,387
2018-02-28,Marquette,Notre Dame,Away,,10,15,,38.0,10.0,3.0,13.0,29,22,21,8.0,12,16.0,15.0,4.0,19.0,33,25,18,5.0,15,387
2018-03-03,Marquette,Niagara,Home,,23,15,,13.0,23.0,10.0,33.0,43,34,23,14.0,21,18.0,15.0,6.0,21.0,28,24,19,9.0,19,387
2018-03-10,Marquette,Northwestern,Away,,9,20,,28.0,9.0,4.0,13.0,25,16,19,4.0,9,13.0,20.0,10.0,30.0,47,34,26,12.0,21,387
2018-03-18,Marquette,Cincinnati,Home,,19,15,,35.0,19.0,10.0,29.0,47,30,27,10.0,21,26.0,15.0,6.0,21.0,28,24,23,10.0,15,387
2018-03-24,Marquette,Villanova,Away,,16,12,,32.0,16.0,9.0,25.0,34,26,14,4.0,20,24.0,12.0,7.0,19.0,32,22,17,11.0,10,387
2018-03-31,Marquette,Temple,Home,,16,4,,20.0,16.0,8.0,24.0,28,24,24,9.0,15,16.0,4.0,1.0,5.0,26,14,32,15.0,7,387
2018-04-04,Marquette,Butler,Away,,19,3,,11.0,19.0,7.0,26.0,35,30,28,14.0,11,9.0,3.0,2.0,5.0,14,11,15,9.0,12,387
2018-04-08,Marquette,Vanderbilt,Home,,13,11,,29.0,13.0,6.0,19.0,30,19,23,11.0,15,20.0,11.0,5.0,16.0,27,19,15,8.0,11,387
2018-04-14,Marquette,Florida,Away,,6,18,,21.0,6.0,5.0,11.0,19,13,12,,8,16.0,18.0,8.0,26.0,30,25,18,3.0,18,387
2018-04-18,Marquette,Denver,Home,,11,17,,28.0,11.0,7.0,18.0,24,18,21,9.0,22,27.0,17.0,9.0,26.0,31,23,19,9.0,8,387
2018-04-21,Marquette,Georgetown,Away,,8,9,1,21.0,8.0,6.0,14.0,28,15,10,4.0,10,21.0,9.0,2.0,11.0,37,28,15,6.0,9,387
2018-04-28,Marquette,UConn,Home,,15,14,,24.0,15.0,7.0,22.0,42,27,29,17.0,13,17.0,14.0,4.0,18.0,34,23,22,9.0,18,387
2018-05-03,Marquette,Florida,Away,,8,19,,23.0,8.0,4.0,12.0,16,13,17,3.0,14,20.0,19.0,7.0,26.0,45,36,31,14.0,15,387
2018-02-11,Maryland,William & Mary,Home,,18,7,,11.0,18.0,5.0,23.0,31,26,10,7.0,15,30.0,7.0,3.0,10.0,15,12,5,,11,392
2018-02-17,Maryland,Florida,Away,,16,14,,18.0,16.0,3.0,19.0,34,30,24,3.0,14,31.0,14.0,2.0,16.0,34,25,20,10.0,19,392
2018-02-24,Maryland,North Carolina,Away,,15,16,1,19.0,15.0,4.0,19.0,29,22,23,9.0,17,28.0,16.0,7.0,23.0,46,22,27,12.0,16,392
2018-02-28,Maryland,UMBC,Home,,21,12,,,21.0,11.0,32.0,42,32,13,3.0,25,,12.0,7.0,19.0,24,18,10,7.0,10,392
2018-03-03,Maryland,Hofstra,Home,,17,10,,14.0,17.0,3.0,20.0,46,33,14,6.0,19,19.0,10.0,2.0,12.0,25,23,10,6.0,10,392
2018-03-11,Maryland,Syracuse,Away,,18,11,,14.0,18.0,6.0,24.0,33,28,10,6.0,22,34.0,11.0,5.0,16.0,25,19,15,6.0,8,392
2018-03-17,Maryland,Johns Hopkins,Away,,15,5,,11.0,15.0,5.0,20.0,40,25,18,10.0,12,31.0,5.0,3.0,8.0,19,12,15,6.0,10,392
2018-03-22,Maryland,Penn,Away,,13,7,,9.0,13.0,3.0,16.0,37,27,14,4.0,16,15.0,7.0,2.0,9.0,29,20,18,10.0,6,392
2018-03-24,Maryland,James Madison,Home,,15,12,,22.0,15.0,8.0,23.0,32,22,14,8.0,16,38.0,12.0,3.0,15.0,33,24,22,12.0,13,392
2018-03-28,Maryland,Georgetown,Home,,17,5,,10.0,17.0,13.0,30.0,37,26,13,8.0,17,25.0,5.0,1.0,6.0,16,7,8,3.0,7,392
2018-03-31,Maryland,Michigan,Away,,16,9,,13.0,16.0,3.0,19.0,43,30,15,7.0,17,29.0,9.0,1.0,10.0,27,15,12,5.0,10,392
2018-04-04,Maryland,Virginia,Home,,15,8,,10.0,15.0,6.0,21.0,37,18,20,7.0,15,30.0,8.0,3.0,11.0,22,16,17,12.0,10,392
2018-04-06,Maryland,Rutgers,Home,,14,6,,10.0,14.0,3.0,17.0,35,25,14,6.0,16,19.0,6.0,1.0,7.0,19,13,16,6.0,6,392
2018-04-10,Maryland,Princeton,Away,,11,10,,13.0,11.0,2.0,13.0,30,22,12,6.0,11,25.0,10.0,5.0,15.0,34,22,11,6.0,12,392
2018-04-15,Maryland,Ohio St.,Away,,20,5,,9.0,20.0,4.0,24.0,33,29,10,3.0,18,15.0,5.0,2.0,7.0,25,12,7,2.0,9,392
2018-04-19,Maryland,Penn St.,Home,,13,8,,18.0,13.0,6.0,19.0,37,24,15,7.0,14,12.0,8.0,,8.0,26,15,11,4.0,9,392
2018-04-26,Maryland,Northwestern,Home,,20,16,,17.0,20.0,6.0,26.0,48,37,18,5.0,20,31.0,16.0,4.0,20.0,28,25,11,2.0,18,392
2018-05-04,Maryland,Johns Hopkins,Home,,16,11,,12.0,16.0,6.0,22.0,41,29,11,8.0,19,45.0,11.0,5.0,16.0,28,23,16,7.0,9,392
2018-05-06,Maryland,Penn St.,Home,,21,12,,17.0,21.0,7.0,28.0,45,33,15,7.0,24,36.0,12.0,3.0,15.0,27,19,19,7.0,10,392
2018-05-13,Maryland,Denver,Home,,15,4,,14.0,15.0,3.0,18.0,33,24,12,4.0,10,28.0,4.0,2.0,6.0,23,15,11,3.0,11,392
2018-05-19,Maryland,Navy,Home,,17,15,,15.0,17.0,7.0,24.0,37,27,14,6.0,21,20.0,15.0,6.0,21.0,30,28,13,8.0,13,392
2018-05-25,Maryland,Boston College,Home,,13,15,,16.0,13.0,6.0,19.0,32,20,7,3.0,13,32.0,15.0,2.0,17.0,33,28,11,2.0,17,392
2018-02-17,Massachusetts,Dartmouth,Home,,17,13,,29.0,17.0,7.0,24.0,35,28,17,8.0,15,29.0,13.0,3.0,16.0,30,20,15,9.0,17,400
2018-02-21,Massachusetts,Boston College,Away,,9,16,,23.0,9.0,5.0,14.0,22,17,21,9.0,11,12.0,16.0,7.0,23.0,32,27,20,13.0,16,400
2018-02-24,Massachusetts,Yale,Away,,9,14,,26.0,9.0,3.0,12.0,34,20,23,13.0,7,13.0,14.0,5.0,19.0,32,21,18,9.0,18,400
2018-02-28,Massachusetts,Marist,Away,,19,10,,16.0,19.0,4.0,23.0,51,37,17,9.0,18,11.0,10.0,2.0,12.0,32,19,15,3.0,12,400
2018-03-03,Massachusetts,UConn,Away,,12,11,,23.0,12.0,6.0,18.0,31,20,24,14.0,12,16.0,11.0,4.0,15.0,37,22,23,16.0,13,400
2018-03-11,Massachusetts,Ohio St.,Home,,14,13,1,,14.0,9.0,23.0,44,37,20,15.0,14,,13.0,3.0,16.0,26,20,17,7.0,14,400
2018-03-17,Massachusetts,Cornell,Home,,10,11,2,28.0,10.0,3.0,13.0,24,20,24,15.0,12,30.0,11.0,1.0,12.0,32,22,25,15.0,14,400
2018-03-22,Massachusetts,Harvard,Home,,22,17,,29.0,22.0,8.0,30.0,41,30,13,10.0,22,26.0,17.0,7.0,24.0,38,26,18,7.0,19,400
2018-03-29,Massachusetts,Saint Joseph's,Away,,23,13,,27.0,23.0,12.0,35.0,48,42,15,12.0,23,34.0,13.0,10.0,23.0,22,19,10,6.0,14,400
2018-03-31,Massachusetts,Davidson,Home,,14,4,,29.0,14.0,9.0,23.0,29,24,20,10.0,10,18.0,4.0,1.0,5.0,18,12,20,8.0,9,400
2018-04-06,Massachusetts,St. Bonaventure,Home,,18,4,,17.0,18.0,12.0,30.0,39,32,27,15.0,18,20.0,4.0,3.0,7.0,12,9,12,8.0,6,400
2018-04-08,Massachusetts,La Salle,Home,,22,10,,33.0,22.0,14.0,36.0,43,35,26,13.0,17,26.0,10.0,3.0,13.0,22,18,19,7.0,17,400
2018-04-13,Massachusetts,George Mason,Away,,15,8,,31.0,15.0,10.0,25.0,37,27,24,7.0,14,26.0,8.0,4.0,12.0,20,15,22,10.0,11,400
2018-04-15,Massachusetts,George Washington,Away,,21,8,,21.0,21.0,16.0,37.0,49,40,31,16.0,17,15.0,8.0,4.0,12.0,18,13,17,9.0,14,400
2018-04-20,Massachusetts,Richmond,Away,,17,13,,35.0,17.0,7.0,24.0,37,30,14,3.0,14,40.0,13.0,6.0,19.0,29,21,11,9.0,18,400
2018-04-22,Massachusetts,VCU,Away,,16,17,1,26.0,16.0,13.0,29.0,45,33,21,20.0,25,29.0,17.0,4.0,21.0,38,27,18,17.0,10,400
2018-04-28,Massachusetts,Duquesne,Home,,21,6,,19.0,21.0,10.0,31.0,49,36,31,11.0,13,14.0,6.0,3.0,9.0,19,14,14,4.0,12,400
2018-05-04,Massachusetts,Davidson,Home,,19,11,,25.0,19.0,12.0,31.0,41,32,23,9.0,12,25.0,11.0,4.0,15.0,22,16,14,8.0,20,400
2018-05-06,Massachusetts,Richmond,Away,,11,12,1,35.0,11.0,6.0,17.0,32,25,18,11.0,11,23.0,12.0,6.0,18.0,30,21,16,9.0,14,400
2018-02-10,Mercer,Liberty,Home,,7,14,,50.0,7.0,2.0,9.0,21,17,20,10.0,6,27.0,14.0,6.0,20.0,38,24,28,14.0,17,406
2018-02-16,Mercer,Fresno St.,Away,,11,15,,24.0,11.0,6.0,17.0,27,22,21,9.0,15,31.0,15.0,3.0,18.0,32,24,24,18.0,13,406
2018-02-18,Mercer,California,Away,,8,18,,17.0,8.0,1.0,9.0,16,12,14,9.0,13,13.0,18.0,5.0,23.0,30,24,16,11.0,15,406
2018-03-02,Mercer,Gardner-Webb,Away,,16,6,,19.0,16.0,8.0,24.0,40,26,26,8.0,15,21.0,6.0,2.0,8.0,15,11,15,6.0,8,406
2018-03-04,Mercer,Davidson,Away,,13,12,,25.0,13.0,8.0,21.0,24,19,24,12.0,13,23.0,12.0,6.0,18.0,30,20,20,6.0,15,406
2018-03-11,Mercer,Presbyterian,Home,,21,7,,18.0,21.0,11.0,32.0,48,34,23,8.0,17,15.0,7.0,1.0,8.0,19,13,12,3.0,11,406
2018-03-14,Mercer,Louisville,Home,,14,21,,29.0,14.0,9.0,23.0,33,25,22,9.0,21,22.0,21.0,4.0,25.0,38,30,25,11.0,16,406
2018-03-25,Mercer,Winthrop,Home,,9,14,,16.0,9.0,4.0,13.0,28,19,21,10.0,12,14.0,14.0,6.0,20.0,33,27,19,3.0,13,406
2018-03-29,Mercer,Central Mich.,Away,,13,15,,15.0,13.0,4.0,17.0,42,30,19,9.0,14,23.0,15.0,10.0,25.0,24,22,14,3.0,16,406
2018-03-31,Mercer,Detroit Mercy,Away,,17,16,2,31.0,17.0,10.0,27.0,34,24,22,9.0,21,15.0,16.0,8.0,24.0,35,22,21,12.0,14,406
2018-04-06,Mercer,Furman,Home,,14,15,1,30.0,14.0,2.0,16.0,32,20,12,5.0,12,13.0,15.0,3.0,18.0,32,23,7,,19,406
2018-04-08,Mercer,Wofford,Home,,23,5,,4.0,23.0,12.0,35.0,39,31,16,9.0,22,5.0,5.0,3.0,8.0,7,7,11,3.0,6,406
2018-04-13,Mercer,Old Dominion,Home,,11,12,,24.0,11.0,6.0,17.0,29,19,24,8.0,18,20.0,12.0,3.0,15.0,31,23,27,6.0,7,406
2018-04-15,Mercer,Coastal Carolina,Home,,7,17,,30.0,7.0,2.0,9.0,26,17,28,13.0,9,13.0,17.0,2.0,19.0,32,27,21,9.0,17,406
2018-04-20,Mercer,Jacksonville,Away,,7,19,,22.0,7.0,3.0,10.0,22,18,14,6.0,17,33.0,19.0,9.0,28.0,40,33,30,19.0,10,406
2018-04-22,Mercer,Stetson,Away,,12,11,,32.0,12.0,4.0,16.0,29,22,26,9.0,6,23.0,11.0,8.0,19.0,34,23,23,2.0,19,406
2018-04-27,Mercer,Delaware St.,Away,,23,2,,6.0,23.0,14.0,37.0,39,33,10,5.0,19,2.0,2.0,,2.0,8,7,5,2.0,7,406
2018-05-03,Mercer,Detroit Mercy,Away,,18,17,,33.0,18.0,9.0,27.0,32,26,18,9.0,20,16.0,17.0,8.0,25.0,39,28,24,12.0,17,406
2018-05-05,Mercer,Furman,Away,,18,8,,25.0,18.0,8.0,26.0,33,30,22,7.0,14,14.0,8.0,2.0,10.0,16,12,9,2.0,13,406
2018-05-09,Mercer,Wagner,Away,,9,13,,20.0,9.0,4.0,13.0,23,18,25,13.0,8,20.0,13.0,8.0,21.0,31,23,30,16.0,16,406
2018-02-09,Michigan,Colorado,Home,,10,20,,30.0,10.0,2.0,12.0,20,15,10,3.0,15,22.0,20.0,5.0,25.0,37,30,14,6.0,17,418
2018-02-11,Michigan,Jacksonville,Away,,9,14,,31.0,9.0,2.0,11.0,20,12,11,10.0,10,22.0,14.0,6.0,20.0,34,23,15,11.0,15,418
2018-02-16,Michigan,Butler,Home,,12,2,,28.0,12.0,3.0,15.0,28,20,19,15.0,11,20.0,2.0,,2.0,12,11,14,7.0,4,418
2018-02-18,Michigan,Canisius,Home,,14,3,,27.0,14.0,2.0,16.0,31,25,13,11.0,12,29.0,3.0,1.0,4.0,8,5,11,7.0,6,418
2018-02-25,Michigan,Navy,Away,,10,11,,29.0,10.0,1.0,11.0,26,18,23,8.0,6,20.0,11.0,3.0,14.0,30,21,27,13.0,18,418
2018-02-28,Michigan,Towson,Away,,7,14,,28.0,7.0,,7.0,19,12,13,4.0,10,20.0,14.0,3.0,17.0,27,20,20,14.0,13,418
2018-03-05,Michigan,Stony Brook,Home,,3,16,,29.0,3.0,2.0,5.0,14,10,15,8.0,7,15.0,16.0,11.0,27.0,33,26,16,9.0,14,418
2018-03-11,Michigan,Central Mich.,Away,,12,4,,13.0,12.0,,12.0,37,26,27,10.0,12,9.0,4.0,2.0,6.0,16,10,19,5.0,6,418
2018-03-17,Michigan,Ohio St.,Home,,9,7,,34.0,9.0,1.0,10.0,26,20,17,12.0,7,14.0,7.0,2.0,9.0,20,12,17,9.0,11,418
2018-03-23,Michigan,Northwestern,Away,,7,16,,35.0,7.0,3.0,10.0,30,20,19,10.0,7,18.0,16.0,8.0,24.0,24,20,15,7.0,18,418
2018-03-25,Michigan,Detroit Mercy,Home,,14,7,,22.0,14.0,5.0,19.0,32,26,14,10.0,12,18.0,7.0,3.0,10.0,27,17,12,6.0,11,418
2018-03-31,Michigan,Maryland,Home,,9,16,,29.0,9.0,1.0,10.0,27,15,12,5.0,10,13.0,16.0,3.0,19.0,43,30,15,7.0,17,418
2018-04-03,Michigan,Notre Dame,Away,,8,14,,18.0,8.0,4.0,12.0,20,16,17,11.0,13,19.0,14.0,6.0,20.0,32,25,23,14.0,11,418
2018-04-08,Michigan,Johns Hopkins,Home,,8,10,,19.0,8.0,1.0,9.0,24,18,14,7.0,10,26.0,10.0,5.0,15.0,25,20,22,10.0,10,418
2018-04-12,Michigan,Rutgers,Away,,8,9,1,13.0,8.0,5.0,13.0,22,16,11,5.0,12,12.0,9.0,3.0,12.0,35,24,11,6.0,7,418
2018-04-21,Michigan,East Carolina,Home,,16,9,,18.0,16.0,7.0,23.0,38,28,19,8.0,17,27.0,9.0,2.0,11.0,23,18,15,4.0,10,418
2018-04-28,Michigan,Penn St.,Away,,12,11,,16.0,12.0,3.0,15.0,38,25,18,9.0,10,9.0,11.0,3.0,14.0,30,22,13,3.0,13,418
2018-02-10,Monmouth,Army West Point,Home,,9,12,,26.0,9.0,4.0,13.0,26,17,18,8.0,10,25.0,12.0,4.0,16.0,31,22,20,5.0,13,439
2018-02-14,Monmouth,Temple,Home,,7,18,,32.0,7.0,2.0,9.0,26,19,15,6.0,12,16.0,18.0,4.0,22.0,36,29,20,13.0,15,439
2018-02-17,Monmouth,Rutgers,Home,,8,19,,23.0,8.0,2.0,10.0,17,14,11,5.0,13,18.0,19.0,3.0,22.0,35,27,20,8.0,16,439
2018-02-21,Monmouth,George Mason,Home,,14,17,,22.0,14.0,6.0,20.0,39,28,17,9.0,15,27.0,17.0,4.0,21.0,35,27,19,9.0,17,439
2018-02-24,Monmouth,George Washington,Home,,14,8,,30.0,14.0,4.0,18.0,27,22,17,4.0,12,20.0,8.0,,8.0,26,18,12,8.0,12,439
2018-02-28,Monmouth,Delaware,Away,,10,11,,20.0,10.0,5.0,15.0,28,22,18,11.0,9,12.0,11.0,4.0,15.0,24,18,17,9.0,14,439
2018-03-10,Monmouth,Brown,Away,,10,20,,12.0,10.0,5.0,15.0,18,15,18,10.0,11,12.0,20.0,5.0,25.0,35,25,12,10.0,21,439
2018-03-12,Monmouth,New Hampshire,Away,,10,8,,,10.0,5.0,15.0,22,20,13,8.0,5,,8.0,4.0,12.0,31,22,17,9.0,15,439
2018-03-18,Monmouth,Drexel,Away,,11,16,,21.0,11.0,4.0,15.0,27,22,13,5.0,14,28.0,16.0,5.0,21.0,35,25,13,10.0,15,439
2018-03-24,Monmouth,Quinnipiac,Home,,14,8,,35.0,14.0,8.0,22.0,27,24,20,12.0,12,23.0,8.0,3.0,11.0,24,17,21,12.0,12,439
2018-03-31,Monmouth,Marist,Away,,3,14,,22.0,3.0,1.0,4.0,27,20,19,11.0,8,25.0,14.0,6.0,20.0,30,22,16,11.0,11,439
2018-04-04,Monmouth,Fairfield,Home,,14,11,,32.0,14.0,5.0,19.0,27,22,21,9.0,12,24.0,11.0,6.0,17.0,39,22,25,13.0,15,439
2018-04-08,Monmouth,Canisius,Away,,14,12,,30.0,14.0,6.0,20.0,31,24,16,4.0,15,33.0,12.0,2.0,14.0,26,21,20,12.0,13,439
2018-04-14,Monmouth,Niagara,Home,,10,18,,29.0,10.0,2.0,12.0,19,17,14,7.0,12,27.0,18.0,6.0,24.0,40,30,16,8.0,18,439
2018-04-18,Monmouth,Manhattan,Away,,18,7,,15.0,18.0,10.0,28.0,30,25,25,11.0,14,19.0,7.0,4.0,11.0,19,12,12,6.0,13,439
2018-04-21,Monmouth,Siena,Away,,13,12,,32.0,13.0,4.0,17.0,34,32,24,9.0,12,18.0,12.0,2.0,14.0,32,26,13,7.0,15,439
2018-04-25,Monmouth,Iona,Home,,16,11,,18.0,16.0,9.0,25.0,34,25,21,9.0,15,25.0,11.0,6.0,17.0,26,21,21,7.0,13,439
