date,team,opponent,home_away,result,home_score,visitor_score,overtime,g,goals,assists,points,shots,sog,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,pen,pen_time,g_min,goals_allowed,saves,w,l,t,rc,yc,clears,att.x,clear_pct.x,otg.x,defensive_g,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_man_up_g,defensive_man_down_g,defensive_gb,defensive_to,defensive_ct,defensive_fo_won,defensive_f_os_taken,defensive_pen,defensive_pen_time,defensive_g_min,defensive_goals_allowed,defensive_saves,defensive_w,defensive_l,defensive_t,defensive_rc,defensive_yc,defensive_clears,att.y,clear_pct.y,otg.y,na.x,na_2.x,na_3.x,na_4.x,na_5.x,na_6.x,na.y,na_2.y,na_3.y,na_4.y,na_5.y,na_6.y
2021-02-21,Georgetown Hoyas,Villanova,Away,FALSE,16,1,NA,1,16,12,28,43,26,0,0,27,14,11,12,20,4,180,60:00,1,6,0,0,0,0,0,21,22,0.955,NA,1,1,0,1,27,7,0,0,12,19,4,8,20,3,180,60:00,16,10,0,0,0,0,0,13,17,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,Georgetown Hoyas,St. John's (NY),Home,FALSE,19,1,NA,1,19,16,35,47,33,1,0,40,26,13,18,24,7,450,60:00,1,14,0,0,0,0,0,24,27,0.889,NA,1,1,0,1,25,15,0,0,29,23,10,6,24,3,180,60:00,19,14,0,0,0,0,0,26,32,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-02,Georgetown Hoyas,Mount St. Mary's,Away,FALSE,17,5,NA,1,17,14,31,45,23,2,0,36,21,16,12,26,2,150,60:00,5,7,0,0,0,0,0,20,21,0.952,NA,1,5,3,8,19,12,0,0,20,27,6,14,26,3,150,60:00,17,6,0,0,0,0,0,16,21,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Georgetown Hoyas,Marquette,Home,FALSE,20,13,NA,1,20,12,32,56,33,2,0,51,18,8,30,36,2,60,60:00,13,13,0,0,0,0,0,21,24,0.875,NA,1,13,8,21,36,26,2,0,37,15,9,6,36,2,120,60:00,20,13,0,0,0,0,0,18,22,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-16,Georgetown Hoyas,Denver,Away,FALSE,7,13,NA,1,7,5,12,46,19,0,0,30,17,7,11,24,5,270,60:00,13,12,0,0,0,0,0,11,15,0.733,NA,1,13,8,21,39,25,1,0,23,15,8,13,24,2,120,60:00,7,12,0,0,0,0,0,18,22,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Georgetown Hoyas,Providence,Away,FALSE,14,9,NA,1,14,7,21,47,34,2,0,33,11,8,18,26,3,180,60:00,9,5,0,0,0,0,0,23,24,0.958,NA,1,9,2,11,41,14,1,0,23,17,5,8,26,2,120,60:00,14,20,0,0,0,0,0,24,27,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Georgetown Hoyas,Villanova,Home,FALSE,8,7,NA,1,8,4,12,51,23,0,0,30,9,10,8,17,1,30,60:00,7,11,0,0,0,0,0,21,22,0.955,NA,1,7,4,11,35,18,1,0,28,16,4,9,17,6,360,60:00,8,15,0,0,0,0,0,25,27,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Georgetown Hoyas,St. John's (NY),Away,FALSE,20,7,NA,1,20,20,40,63,38,1,0,50,12,8,18,30,2,60,60:00,7,7,0,0,0,0,0,25,28,0.893,NA,1,7,6,13,26,14,0,0,21,22,4,12,30,2,120,60:00,20,18,0,0,0,0,0,13,18,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Georgetown Hoyas,Marquette,Away,FALSE,10,8,NA,1,10,10,20,43,20,0,0,28,16,9,14,22,0,0,60:00,8,9,0,0,0,0,0,19,20,0.95,NA,1,8,3,11,29,17,0,0,21,18,5,8,22,1,60,60:00,10,10,0,0,0,0,0,19,22,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Georgetown Hoyas,Denver,Home,FALSE,11,10,1,1,11,8,19,48,26,1,0,27,13,5,16,24,3,120,62:52,10,14,0,0,0,0,0,16,18,0.889,1,1,10,6,16,36,24,1,0,30,14,6,8,24,1,60,62:52,11,15,0,0,0,0,0,16,19,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Georgetown Hoyas,Providence,Home,FALSE,14,5,NA,1,14,10,24,45,29,0,0,32,15,11,9,21,2,90,60:00,5,25,0,0,0,0,0,25,26,0.962,NA,1,5,4,9,51,30,0,0,33,14,9,12,21,2,90,60:00,14,15,0,0,0,0,0,19,22,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-29,Georgetown Hoyas,Loyola Maryland,Away,FALSE,9,11,NA,1,9,8,17,39,22,2,0,37,18,4,12,24,5,240,60:00,11,12,0,0,0,0,0,20,22,0.909,NA,1,11,6,17,38,23,1,0,26,15,10,12,24,6,240,60:00,9,13,0,0,0,0,0,20,22,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-06,Georgetown Hoyas,"Villanova Providence, R.I.",Away,FALSE,14,12,NA,1,14,11,25,39,21,0,0,32,20,6,17,29,1,60,60:00,12,17,0,0,0,0,0,20,25,0.8,NA,1,12,4,16,44,29,0,0,25,10,9,12,29,3,150,60:00,14,7,0,0,0,0,0,21,22,0.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-08,Georgetown Hoyas,"Denver Providence, R.I.",Away,FALSE,10,9,NA,1,10,7,17,27,20,0,0,25,15,9,8,23,2,90,60:00,9,15,0,0,0,0,0,19,26,0.731,NA,1,9,4,13,42,24,0,0,26,14,5,15,23,0,0,60:00,10,10,0,0,0,0,0,15,19,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-15,Georgetown Hoyas,"Syracuse College Park, Md.",Away,FALSE,18,8,NA,1,18,7,25,43,33,3,0,33,8,9,14,28,2,60,60:00,8,10,0,0,0,0,0,19,19,1,NA,1,8,4,12,33,18,0,0,23,13,3,14,28,11,510,60:00,18,15,0,0,0,0,0,15,16,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-22,Georgetown Hoyas,"Virginia Hempstead, N.Y.",Away,FALSE,3,14,NA,1,3,2,5,27,13,0,0,16,18,3,5,21,3,120,60:00,14,8,0,0,0,0,0,18,21,0.857,NA,1,14,4,18,45,22,0,0,31,15,12,16,21,5,180,60:00,3,10,0,0,0,0,0,20,21,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Hartford Hawks,UAlbany,Home,FALSE,6,16,NA,1,6,2,8,34,16,0,0,33,21,9,12,25,6,330,60:00,16,13,0,0,0,0,0,20,24,0.833,NA,1,16,11,27,43,29,3,0,32,17,7,13,25,1,60,60:00,6,10,0,0,0,0,0,20,23,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,Hartford Hawks,UMass Lowell,Away,FALSE,10,12,NA,1,10,2,12,33,23,2,0,35,16,11,14,26,2,120,60:00,12,7,0,0,0,0,0,17,17,1,NA,1,12,4,16,40,19,1,0,31,17,8,12,26,4,210,60:00,10,13,0,0,0,0,0,18,20,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Hartford Hawks,UMBC,Home,FALSE,10,13,NA,1,10,4,14,37,20,0,0,27,14,6,14,26,4,300,60:00,13,9,0,0,0,0,0,9,11,0.818,NA,1,13,6,19,30,22,1,0,25,14,8,12,26,3,150,60:00,10,10,0,0,0,0,0,16,17,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Hartford Hawks,Vermont,Away,FALSE,9,14,NA,1,9,6,15,35,18,1,0,28,15,11,7,26,6,240,60:00,14,18,0,0,0,0,0,20,25,0.8,NA,1,14,5,19,50,32,1,0,37,17,10,19,26,4,120,60:00,9,9,0,0,0,0,0,21,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Hartford Hawks,Stony Brook,Home,FALSE,6,17,NA,1,6,3,9,30,20,0,0,21,15,8,8,27,5,210,60:00,17,10,0,0,0,0,0,13,17,0.765,NA,1,17,9,26,56,27,1,0,44,16,3,19,27,5,240,60:00,6,14,0,0,0,0,0,12,17,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Hartford Hawks,Binghamton,Away,FALSE,8,7,NA,1,8,2,10,38,24,0,0,35,20,14,12,19,2,210,60:00,7,14,0,0,0,0,0,17,21,0.81,NA,1,7,5,12,29,21,1,0,35,25,11,7,19,3,90,60:00,8,16,0,0,0,0,0,23,25,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Hartford Hawks,NJIT,Home,FALSE,14,9,NA,1,14,10,24,43,29,1,0,30,13,10,9,26,5,240,60:00,9,11,0,0,0,0,0,29,30,0.967,NA,1,9,3,12,40,20,0,0,28,20,4,17,26,3,150,60:00,14,15,0,0,0,0,0,20,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-13,High Point Panthers,Robert Morris,Home,FALSE,21,15,NA,1,21,10,31,48,34,2,0,35,19,17,25,38,8,390,59:19,15,10,0,0,0,0,0,15,17,0.882,NA,1,15,9,24,41,25,3,0,25,20,13,13,38,5,270,59:19,21,13,0,0,0,0,0,18,21,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-16,High Point Panthers,North Carolina,Away,FALSE,15,17,NA,1,15,7,22,35,25,3,0,34,12,7,5,35,3,120,60:00,17,18,0,0,0,0,0,19,21,0.905,NA,1,17,12,29,67,35,2,0,45,17,6,30,35,6,270,60:00,15,10,0,0,0,0,0,11,17,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,High Point Panthers,North Carolina,Away,FALSE,12,27,NA,1,12,7,19,34,20,1,0,15,17,6,16,41,2,60,60:00,27,9,0,0,0,0,0,15,18,0.833,NA,1,27,11,38,54,36,1,0,44,14,11,25,41,6,270,60:00,12,8,0,0,0,0,0,19,22,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-03,High Point Panthers,Virginia,Away,FALSE,11,12,NA,1,11,4,15,38,28,2,0,39,25,12,8,25,1,60,60:00,12,15,0,0,0,0,0,18,24,0.75,NA,1,12,8,20,43,27,1,0,59,26,10,17,25,3,150,60:00,11,17,0,0,0,0,0,20,29,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-10,High Point Panthers,Duke,Away,FALSE,8,27,NA,1,8,3,11,38,20,0,0,23,17,3,15,39,3,150,60:00,27,5,0,0,0,0,0,13,15,0.867,NA,1,27,13,40,51,32,2,0,42,15,8,24,39,0,0,60:00,8,12,0,0,0,0,0,16,22,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,High Point Panthers,VMI,Away,FALSE,20,12,NA,1,20,13,33,38,29,3,0,36,19,6,25,36,1,60,60:00,12,8,0,0,0,0,0,14,23,0.609,NA,1,12,4,16,31,20,0,0,28,20,11,11,36,5,180,60:00,20,9,0,0,0,0,0,18,26,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-26,High Point Panthers,Richmond,Away,FALSE,10,17,NA,1,10,2,12,34,23,1,0,23,17,7,13,31,4,150,60:00,17,17,0,0,0,0,0,19,20,0.95,NA,1,17,13,30,50,34,1,0,31,14,14,18,31,3,120,60:00,10,13,0,0,0,1,0,22,26,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,High Point Panthers,Bellarmine,Home,FALSE,13,5,NA,1,13,12,25,33,17,4,0,36,21,5,17,20,2,120,60:00,5,12,0,0,0,0,0,17,20,0.85,NA,1,5,5,10,33,17,1,0,20,11,6,3,20,5,180,60:00,13,4,0,0,0,0,0,17,20,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,High Point Panthers,Mercer,Home,FALSE,16,10,NA,1,16,8,24,48,28,2,0,27,15,10,15,30,1,30,60:00,10,13,0,0,0,0,0,21,23,0.913,NA,1,10,9,19,34,23,1,0,27,19,6,15,30,4,120,60:00,16,12,0,0,0,0,0,17,18,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,High Point Panthers,Air Force,Away,FALSE,13,8,NA,1,13,8,21,45,25,1,0,31,16,6,10,22,5,210,60:00,8,12,0,0,0,0,0,15,19,0.789,NA,1,8,5,13,45,20,3,0,27,11,11,12,22,5,330,60:00,13,12,0,0,0,0,0,13,15,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-01,High Point Panthers,Jacksonville,Home,FALSE,16,11,NA,1,16,12,28,39,22,0,0,32,16,6,14,30,1,30,60:00,11,14,0,0,0,0,0,22,24,0.917,NA,1,11,6,17,42,25,0,0,27,13,3,16,30,1,30,60:00,16,6,0,0,0,0,0,21,22,0.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-05,High Point Panthers,"Jacksonville Richmond, Va.",Away,FALSE,11,9,NA,1,11,5,16,33,18,1,0,21,13,4,8,23,4,180,60:00,9,11,0,0,0,0,0,20,20,1,NA,1,9,8,17,38,20,0,0,22,14,7,15,23,6,300,60:00,11,7,0,0,0,0,0,15,18,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-07,High Point Panthers,Richmond,Away,FALSE,11,8,NA,1,11,4,15,28,22,0,0,26,21,3,17,22,3,150,60:00,8,12,0,0,0,0,0,16,19,0.842,NA,1,8,4,12,30,20,2,0,23,13,16,5,22,0,0,60:00,11,11,0,0,0,0,0,21,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-16,High Point Panthers,"Duke Chapel Hill, N.C.",Away,FALSE,10,16,NA,1,10,6,16,34,24,1,0,21,11,7,7,27,2,120,60:00,16,12,0,0,0,0,0,19,20,0.95,NA,1,16,9,25,43,28,2,0,37,13,6,20,27,4,180,60:00,10,14,0,0,0,0,0,22,25,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Hobart Statesmen,Mount St. Mary's,Home,FALSE,13,9,NA,1,13,5,18,53,29,0,0,32,15,6,17,25,3,180,60:00,9,16,0,0,0,0,0,14,19,0.737,NA,1,9,5,14,50,25,1,0,23,11,8,8,25,5,210,60:00,13,16,0,0,0,0,0,14,17,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,Hobart Statesmen,LIU,Away,FALSE,12,14,NA,1,12,6,18,53,36,4,0,24,14,2,22,30,4,180,60:00,14,12,0,0,0,0,0,14,17,0.824,NA,1,14,6,20,40,26,1,0,24,11,6,8,30,9,390,60:00,12,24,0,0,0,0,0,23,26,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Hobart Statesmen,Mount St. Mary's,Away,FALSE,13,9,NA,1,13,5,18,42,24,2,0,33,19,4,19,25,3,120,60:00,9,13,0,0,0,0,0,19,23,0.826,NA,1,9,4,13,40,22,1,0,39,13,7,6,25,10,420,60:00,13,11,0,0,0,0,0,17,19,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Hobart Statesmen,Bryant,Away,FALSE,11,10,NA,1,11,3,14,41,25,0,0,33,21,7,9,24,10,360,60:00,10,23,0,0,0,0,0,23,27,0.852,NA,1,10,6,16,49,33,2,0,40,18,12,15,24,7,300,60:00,11,14,0,0,0,0,0,21,26,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Hobart Statesmen,Saint Joseph's,Home,FALSE,12,13,1,1,12,4,16,44,22,0,0,32,19,9,14,28,3,120,61:28,13,15,0,0,0,0,0,18,23,0.783,NA,1,13,9,22,50,28,1,0,27,17,7,14,28,1,30,61:28,12,10,0,0,0,0,0,17,19,0.895,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Hobart Statesmen,Merrimack,Home,FALSE,14,10,NA,1,14,10,24,50,28,0,0,34,14,10,19,27,6,300,60:00,10,10,0,0,0,0,0,14,16,0.875,NA,1,10,5,15,37,20,3,0,18,16,6,8,27,5,240,60:00,14,14,0,0,0,0,0,15,21,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-27,Hobart Statesmen,Wagner,Away,FALSE,9,8,1,1,9,6,15,49,21,0,0,29,12,5,14,20,4,180,60:47,8,6,0,0,0,0,0,23,24,0.958,1,1,8,1,9,28,14,1,0,23,19,4,6,20,3,150,60:47,9,12,0,0,0,0,0,22,24,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-01,Hobart Statesmen,Sacred Heart,Home,FALSE,14,12,NA,1,14,10,24,49,28,3,0,46,19,10,23,30,5,210,60:00,12,8,0,0,0,0,0,18,22,0.818,NA,1,12,5,17,38,20,1,0,20,14,6,7,30,5,240,60:00,14,14,0,0,0,0,0,16,18,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-05,Hobart Statesmen,Bryant,Home,FALSE,12,14,NA,1,12,8,20,59,29,1,0,38,15,12,16,29,3,150,60:00,14,8,0,0,0,0,0,18,19,0.947,NA,1,14,4,18,36,22,1,0,28,19,6,13,29,4,210,60:00,12,17,0,0,0,0,0,18,22,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-13,Hofstra Pride,St. John's (NY),Home,FALSE,18,19,1,1,18,10,28,35,24,3,0,43,29,6,28,40,3,120,61:29,19,12,0,0,0,0,0,17,24,0.708,NA,1,19,10,29,53,31,2,0,38,12,12,12,40,4,180,61:29,18,6,0,0,0,0,0,17,17,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,Hofstra Pride,Sacred Heart,Away,FALSE,13,6,NA,1,13,7,20,44,25,3,0,30,11,7,19,23,8,390,60:00,6,11,0,0,0,0,0,21,21,1,NA,1,6,3,9,32,17,2,0,19,11,5,4,23,6,270,60:00,13,12,0,0,0,0,0,18,20,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,Hofstra Pride,Stony Brook,Home,FALSE,20,17,NA,1,20,9,29,41,28,1,0,33,17,4,27,41,3,120,60:00,17,16,0,0,0,0,0,19,21,0.905,NA,1,17,9,26,52,33,2,0,32,11,6,14,41,3,120,60:00,20,8,0,0,0,0,0,14,18,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-02,Hofstra Pride,Wagner,Home,FALSE,18,6,NA,1,18,10,28,45,31,2,0,33,13,11,15,28,8,420,60:00,6,5,0,0,0,0,0,17,19,0.895,NA,1,6,3,9,22,11,2,0,20,28,2,13,28,3,90,60:00,18,13,0,0,0,0,0,12,18,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-26,Hofstra Pride,Fairfield,Away,FALSE,15,7,NA,1,15,6,21,48,33,1,0,29,15,5,18,25,3,150,60:00,7,11,0,0,0,0,0,15,18,0.833,NA,1,7,6,13,31,18,3,0,23,19,7,7,25,3,150,60:00,15,18,0,0,0,0,0,17,22,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-30,Hofstra Pride,Massachusetts,Home,FALSE,10,16,NA,1,10,5,15,37,23,0,0,28,15,6,16,29,4,270,60:00,16,7,0,0,0,0,0,16,17,0.941,NA,1,16,12,28,34,23,1,0,36,20,6,13,29,3,150,60:00,10,13,0,0,0,0,0,21,25,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Hofstra Pride,Towson,Home,FALSE,8,7,NA,1,8,5,13,31,18,0,0,26,22,3,13,18,4,240,60:00,7,12,0,0,0,0,0,18,19,0.947,NA,1,7,6,13,31,19,1,0,19,17,5,5,18,4,150,60:00,8,10,0,0,0,0,0,17,19,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-09,Hofstra Pride,Massachusetts,Away,FALSE,12,11,NA,1,12,8,20,36,25,4,0,37,18,7,18,26,4,180,60:00,11,7,0,0,0,0,0,12,13,0.923,NA,1,11,6,17,31,18,0,0,28,19,10,8,26,5,240,60:00,12,13,0,0,0,0,0,18,21,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-13,Hofstra Pride,Towson,Away,FALSE,8,10,NA,1,8,3,11,36,22,2,0,35,12,9,15,20,3,120,60:00,10,7,0,0,0,0,0,13,15,0.867,NA,1,10,5,15,36,17,0,0,21,13,9,5,20,8,330,60:00,8,14,0,0,0,0,0,21,23,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Hofstra Pride,Delaware,Home,FALSE,13,14,1,1,13,5,18,46,25,1,0,33,11,7,17,29,7,330,64:00,14,13,0,0,0,0,0,18,18,1,NA,1,14,9,23,43,27,1,0,29,11,5,12,29,4,120,64:00,13,12,0,0,0,0,0,16,19,0.842,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Hofstra Pride,Drexel,Away,FALSE,8,12,NA,1,8,2,10,41,20,1,0,24,20,9,13,22,3,150,60:00,12,10,0,0,0,0,0,19,20,0.95,NA,1,12,7,19,38,22,0,0,25,19,9,9,22,2,60,60:00,8,12,0,0,0,0,0,22,29,0.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-30,Hofstra Pride,Fairfield,Home,FALSE,18,14,NA,1,18,11,29,44,31,1,0,36,21,7,22,35,5,240,60:00,14,17,0,0,0,0,0,18,19,0.947,NA,1,14,10,24,47,31,4,0,33,15,8,13,35,5,270,60:00,18,13,0,0,0,0,0,17,20,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-06,Hofstra Pride,Delaware,Home,FALSE,10,9,NA,1,10,0,10,31,17,0,0,22,12,3,10,23,2,60,60:00,9,11,0,0,0,0,0,19,22,0.864,NA,1,9,5,14,45,20,0,0,38,10,4,13,23,1,60,60:00,10,7,0,0,0,0,0,14,15,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-08,Hofstra Pride,Drexel,Home,FALSE,11,15,NA,1,11,6,17,32,22,2,0,31,16,6,15,27,5,180,60:00,15,9,0,0,0,0,0,13,14,0.929,NA,1,15,8,23,44,24,1,0,33,12,8,12,27,6,330,60:00,11,11,0,0,0,0,0,20,21,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,Holy Cross Crusaders,Sacred Heart,Home,FALSE,11,10,NA,1,11,6,17,40,25,0,0,29,13,10,11,25,2,120,60:00,10,18,0,0,0,0,0,20,26,0.769,NA,1,10,7,17,43,28,1,0,30,16,1,14,25,3,90,60:00,11,14,0,0,0,0,0,14,19,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Holy Cross Crusaders,Colgate,Away,FALSE,11,12,1,1,11,5,16,37,20,0,0,19,17,6,7,27,0,0,64:00,12,12,0,0,0,0,0,18,23,0.783,NA,1,12,7,19,40,24,0,0,31,19,5,20,27,2,60,64:00,11,9,0,0,0,0,0,12,19,0.632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-12,Holy Cross Crusaders,Boston U.,Home,FALSE,6,16,NA,1,6,3,9,34,22,1,0,29,25,8,20,26,4,150,60:00,16,11,0,0,0,0,0,19,25,0.76,NA,1,16,13,29,42,27,1,0,24,16,11,6,26,5,240,60:00,6,16,0,0,0,0,0,26,29,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Holy Cross Crusaders,Syracuse,Away,FALSE,6,15,NA,1,6,2,8,20,11,1,0,28,24,8,9,25,1,60,60:00,15,19,0,0,0,0,0,21,28,0.75,NA,1,15,9,24,65,34,1,0,38,11,14,16,25,2,60,60:00,6,5,0,0,0,0,0,24,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Holy Cross Crusaders,Army West Point,Away,FALSE,3,13,NA,1,3,2,5,27,14,0,0,20,17,6,5,19,1,60,60:00,13,16,0,0,0,0,0,19,21,0.905,NA,1,13,12,25,45,29,0,0,36,11,9,14,19,7,240,60:00,3,11,0,0,0,0,0,17,19,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-04,Holy Cross Crusaders,Lafayette,Home,FALSE,10,7,NA,1,10,9,19,34,19,3,0,23,19,12,10,20,1,60,60:00,7,11,0,0,0,0,0,19,22,0.864,NA,1,7,5,12,27,18,0,0,20,18,12,10,20,4,240,60:00,10,9,0,0,0,0,0,19,24,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-10,Jacksonville Dolphins,Bellarmine,Home,FALSE,19,8,NA,1,19,17,36,46,28,3,0,42,15,11,28,31,1,60,60:00,8,4,0,0,0,0,0,11,12,0.917,NA,1,8,6,14,22,12,1,1,20,17,8,3,31,5,240,60:00,19,9,0,0,0,0,0,12,15,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-13,Jacksonville Dolphins,North Carolina,Away,FALSE,7,18,NA,1,7,4,11,24,14,0,0,23,18,5,11,26,3,150,60:00,18,12,0,0,0,0,0,15,19,0.789,NA,1,18,7,25,53,30,1,1,34,12,7,15,26,3,240,60:00,7,7,0,0,0,0,0,16,17,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,Jacksonville Dolphins,"Mercer Savannah, Ga.",Away,FALSE,12,11,1,1,12,10,22,42,29,1,0,24,15,9,9,28,3,120,62:38,11,12,0,0,0,0,0,20,24,0.833,1,1,11,6,17,42,23,0,0,32,20,3,19,28,3,150,62:38,12,17,0,0,0,0,0,20,22,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-28,Jacksonville Dolphins,Navy,Away,FALSE,6,13,NA,1,6,5,11,29,15,0,0,28,20,11,6,23,4,150,60:00,13,8,0,0,0,0,0,19,21,0.905,NA,1,13,5,18,31,21,2,0,43,14,9,17,23,2,90,60:00,6,9,0,0,0,0,0,16,22,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
