date,team,opponent,home_away,result,home_score,visitor_score,overtime,g,goals,assists,points,shots,sog,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,pen,pen_time,g_min,goals_allowed,saves,w,l,t,rc,yc,clears,att.x,clear_pct.x,otg.x,defensive_g,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_man_up_g,defensive_man_down_g,defensive_gb,defensive_to,defensive_ct,defensive_fo_won,defensive_f_os_taken,defensive_pen,defensive_pen_time,defensive_g_min,defensive_goals_allowed,defensive_saves,defensive_w,defensive_l,defensive_t,defensive_rc,defensive_yc,defensive_clears,att.y,clear_pct.y,otg.y,na.x,na_2.x,na_3.x,na_4.x,na_5.x,na_6.x,na.y,na_2.y,na_3.y,na_4.y,na_5.y,na_6.y
2021-03-08,Saint Joseph's Hawks,Wagner,Away,FALSE,17,5,NA,1,17,14,31,52,38,0,0,50,14,7,18,25,6,270,60:00,5,8,0,0,0,0,0,22,23,0.957,NA,1,5,3,8,27,13,0,0,28,18,2,7,25,1,60,60:00,17,21,0,0,0,0,0,24,27,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,Saint Joseph's Hawks,Sacred Heart,Away,FALSE,13,9,NA,1,13,5,18,42,30,1,0,31,9,5,14,25,8,390,60:00,9,14,0,0,0,0,0,19,20,0.95,NA,1,9,5,14,42,23,1,0,15,14,5,11,25,5,240,60:00,13,17,0,0,0,0,0,19,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Saint Joseph's Hawks,Merrimack,Home,FALSE,9,7,NA,1,9,6,15,42,22,1,0,35,19,13,18,19,6,270,60:00,7,8,0,0,0,0,0,16,21,0.762,NA,1,7,3,10,28,15,2,0,28,19,8,1,19,5,270,60:00,9,13,0,0,0,0,0,19,24,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Saint Joseph's Hawks,Mount St. Mary's,Home,FALSE,14,13,1,1,14,8,22,55,31,2,0,41,15,6,20,31,2,90,60:55,13,9,0,0,0,0,0,17,18,0.944,1,1,13,9,22,35,22,1,0,22,15,9,11,31,8,390,60:55,14,17,0,0,0,0,0,21,23,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Saint Joseph's Hawks,Hobart,Away,FALSE,13,12,1,1,13,9,22,50,28,1,0,27,17,7,14,28,1,30,61:28,12,10,0,0,0,0,0,17,19,0.895,1,1,12,4,16,44,22,0,0,32,19,9,14,28,3,120,61:28,13,15,0,0,0,0,0,18,23,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Saint Joseph's Hawks,Bryant,Away,FALSE,13,5,NA,1,13,7,20,45,30,2,0,52,25,7,20,22,5,270,60:00,5,15,0,0,0,0,0,20,26,0.769,NA,1,5,2,7,43,20,0,0,26,18,12,2,22,4,150,60:00,13,17,0,0,0,0,0,22,26,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Saint Joseph's Hawks,LIU,Home,FALSE,14,13,NA,1,14,11,25,48,33,1,0,30,17,12,22,29,0,0,60:00,13,6,0,0,0,0,0,17,20,0.85,NA,1,13,10,23,30,19,0,0,27,18,5,7,29,3,180,60:00,14,19,0,0,0,0,0,21,25,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-30,Saint Joseph's Hawks,Wagner,Home,FALSE,14,7,NA,1,14,14,28,48,31,0,1,37,13,17,13,25,5,240,60:00,7,13,0,0,0,0,0,21,23,0.913,NA,1,7,5,12,38,20,0,0,32,22,5,12,25,2,120,60:00,14,17,0,0,0,0,0,21,30,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-05,Saint Joseph's Hawks,LIU,Home,FALSE,19,11,NA,1,19,15,34,45,32,2,0,45,13,16,24,34,1,60,60:00,11,5,0,0,0,0,0,15,18,0.833,NA,1,11,4,15,28,16,1,0,24,21,11,10,34,7,390,60:00,19,13,0,0,0,0,0,21,24,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-08,Saint Joseph's Hawks,Bryant,Home,FALSE,10,16,NA,1,10,4,14,49,28,0,0,31,15,7,13,30,2,120,60:00,16,11,0,0,0,0,0,19,23,0.826,NA,1,16,7,23,47,27,1,0,45,13,6,17,30,4,180,60:00,10,18,0,0,0,0,0,21,24,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Siena Saints,Canisius,Home,FALSE,7,8,NA,1,7,6,13,31,19,0,0,33,23,6,9,19,1,30,60:00,8,7,0,0,0,0,0,19,24,0.792,NA,1,8,3,11,30,15,0,0,31,27,5,10,19,2,90,60:00,7,12,0,0,0,0,0,19,24,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,Siena Saints,Monmouth,Home,FALSE,6,7,2,1,6,4,10,31,18,1,0,32,26,6,4,17,6,240,68:00,7,26,0,0,0,0,0,21,26,0.808,NA,1,7,4,11,51,33,2,0,49,18,10,13,17,2,120,68:00,6,12,0,0,0,0,0,20,23,0.87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Siena Saints,Canisius,Home,FALSE,10,12,NA,1,10,6,16,50,22,0,0,36,13,18,9,26,3,150,60:00,12,13,0,0,0,0,0,17,20,0.85,NA,1,12,9,21,30,25,2,0,34,26,5,17,26,4,300,60:00,10,12,0,0,0,0,0,14,22,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Siena Saints,Detroit Mercy,Away,FALSE,9,11,NA,1,9,6,15,31,22,0,0,21,19,8,5,22,3,180,60:00,11,12,0,0,0,0,0,19,23,0.826,NA,1,11,5,16,49,23,0,0,43,21,11,17,22,3,90,60:00,9,13,0,0,0,0,0,15,16,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-07,Siena Saints,Quinnipiac,Away,FALSE,5,7,NA,1,5,3,8,44,21,1,0,15,13,11,1,15,5,240,60:00,7,11,0,0,0,0,0,21,24,0.875,NA,1,7,3,10,48,18,0,0,35,22,9,14,15,2,90,60:00,5,16,0,0,0,0,0,16,19,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Siena Saints,Manhattan,Away,FALSE,12,13,2,1,12,5,17,55,27,3,0,44,19,10,14,29,3,150,67:33,13,17,0,0,0,0,0,19,27,0.704,NA,1,13,6,19,50,30,1,0,34,17,11,15,29,10,450,67:33,12,15,0,0,0,0,0,19,24,0.792,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Siena Saints,St. Bonaventure,Away,FALSE,6,11,NA,1,6,3,9,36,21,0,0,23,17,5,13,21,2,90,60:00,11,11,0,0,0,0,0,21,24,0.875,NA,1,11,3,14,33,22,2,0,27,17,11,8,21,2,90,60:00,6,15,0,0,0,0,0,22,24,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-30,Siena Saints,Monmouth,Away,FALSE,11,12,NA,1,11,6,17,32,23,0,0,22,15,8,7,25,2,90,60:00,12,22,0,0,0,0,0,16,22,0.727,NA,1,12,5,17,46,34,2,0,39,14,10,18,25,3,150,60:00,11,12,0,0,0,0,0,14,19,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,St. Bonaventure Bonnies,Quinnipiac,Away,FALSE,13,6,NA,1,13,11,24,31,24,1,0,22,13,5,10,22,5,300,60:00,6,14,0,0,0,0,0,13,14,0.929,NA,1,6,6,12,38,20,0,0,26,13,5,12,22,3,180,60:00,13,11,0,0,0,0,0,13,14,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,St. Bonaventure Bonnies,Detroit Mercy,Away,FALSE,7,11,NA,1,7,5,12,38,21,3,0,18,18,7,6,21,8,420,60:00,11,14,0,0,0,0,0,17,21,0.81,NA,1,11,6,17,48,25,4,0,38,17,12,15,21,5,300,60:00,7,14,0,0,0,0,0,16,20,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,St. Bonaventure Bonnies,Monmouth,Away,FALSE,12,13,NA,1,12,6,18,26,19,1,0,16,15,5,5,29,4,150,60:00,13,12,0,0,0,0,0,16,23,0.696,NA,1,13,7,20,42,25,1,0,44,15,7,24,29,4,270,60:00,12,7,0,0,0,0,0,11,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,St. Bonaventure Bonnies,Quinnipiac,Home,FALSE,4,5,NA,1,4,2,6,36,18,0,0,21,15,10,4,13,4,210,60:00,5,11,0,0,0,0,0,19,21,0.905,NA,1,5,3,8,29,16,0,0,23,21,8,9,13,4,360,60:00,4,14,0,0,0,0,0,19,21,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-02,St. Bonaventure Bonnies,Manhattan,Home,FALSE,9,8,NA,1,9,8,17,29,19,0,0,32,19,6,14,20,0,0,60:00,8,15,0,0,0,0,0,17,21,0.81,NA,1,8,4,12,36,22,0,0,24,10,7,6,20,1,60,60:00,9,10,0,0,0,0,0,22,24,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-06,St. Bonaventure Bonnies,Canisius,Away,FALSE,9,11,NA,1,9,4,13,32,18,0,0,26,20,8,7,24,6,270,59:43,11,15,0,0,0,0,0,18,24,0.75,NA,1,11,8,19,43,26,1,0,37,19,7,17,24,3,180,59:43,9,9,0,0,0,0,0,19,24,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-11,St. Bonaventure Bonnies,Canisius,Home,FALSE,12,11,NA,1,12,8,20,39,23,3,0,30,15,7,10,25,5,210,60:00,11,15,0,0,0,0,0,22,25,0.88,NA,1,11,3,14,45,26,2,0,25,11,9,15,25,6,270,60:00,12,11,0,0,0,0,0,16,17,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,St. Bonaventure Bonnies,Siena,Home,FALSE,11,6,NA,1,11,3,14,33,22,2,0,27,17,11,8,21,2,90,60:00,6,15,0,0,0,0,0,22,24,0.917,NA,1,6,3,9,36,21,0,0,23,17,5,13,21,2,90,60:00,11,11,0,0,0,0,0,21,24,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-30,St. Bonaventure Bonnies,Detroit Mercy,Home,FALSE,11,8,NA,1,11,6,17,30,21,1,0,29,20,7,12,22,5,210,60:00,8,12,0,0,0,0,0,24,30,0.8,NA,1,8,4,12,40,20,1,0,27,18,7,10,22,3,150,60:00,11,10,0,0,0,0,0,20,25,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-05,St. Bonaventure Bonnies,Monmouth,Away,FALSE,5,12,NA,1,5,4,9,24,14,1,0,23,15,10,4,21,5,300,60:00,12,13,0,0,0,0,0,21,24,0.875,NA,1,12,8,20,39,25,1,0,35,16,11,17,21,5,240,60:00,5,9,0,0,0,0,0,19,20,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-13,St. John's (NY) Red Storm,Hofstra,Away,FALSE,19,18,1,1,19,10,29,53,31,2,0,38,12,12,12,40,4,180,61:29,18,6,0,0,0,0,0,17,17,1,1,1,18,10,28,35,24,3,0,43,29,6,28,40,3,120,61:29,19,12,0,0,0,0,0,17,24,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-21,St. John's (NY) Red Storm,Providence,Home,FALSE,8,16,NA,1,8,1,9,26,15,1,0,21,19,10,7,28,6,270,60:00,16,17,0,0,0,0,0,12,24,0.5,NA,1,16,8,24,59,33,3,0,44,19,4,21,28,3,150,60:00,8,7,0,0,0,0,0,15,16,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,St. John's (NY) Red Storm,Georgetown,Away,FALSE,1,19,NA,1,1,0,1,25,15,0,0,29,23,10,6,24,3,180,60:00,19,14,0,0,0,0,0,26,32,0.812,NA,1,19,16,35,47,33,1,0,40,26,13,18,24,7,450,60:00,1,14,0,0,0,0,0,24,27,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,St. John's (NY) Red Storm,Denver,Home,FALSE,6,20,NA,1,6,3,9,27,21,1,0,26,17,7,7,29,2,90,60:00,20,19,0,0,0,0,0,14,22,0.636,NA,1,20,13,33,64,39,2,0,42,18,10,22,29,3,120,60:00,6,15,0,0,0,0,0,29,32,0.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-14,St. John's (NY) Red Storm,Villanova,Away,FALSE,8,20,NA,1,8,5,13,37,21,2,0,26,16,8,8,30,3,180,60:00,20,8,0,0,0,0,0,18,26,0.692,NA,1,20,13,33,53,28,2,0,33,14,4,22,30,5,270,60:00,8,13,0,0,0,0,0,18,21,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,St. John's (NY) Red Storm,Georgetown,Home,FALSE,7,20,NA,1,7,6,13,26,14,0,0,21,22,4,12,30,2,120,60:00,20,18,0,0,0,0,0,13,18,0.722,NA,1,20,20,40,63,38,1,0,50,12,8,18,30,2,60,60:00,7,7,0,0,0,0,0,25,28,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,St. John's (NY) Red Storm,Providence,Away,FALSE,9,19,NA,1,9,6,15,36,24,1,0,17,9,1,8,32,1,30,60:00,19,19,0,0,0,0,0,22,24,0.917,NA,1,19,14,33,64,38,0,0,37,9,2,24,32,2,90,60:00,9,15,0,0,0,0,0,22,25,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-14,St. John's (NY) Red Storm,Marquette,Away,FALSE,8,9,1,1,8,6,14,34,20,1,0,24,20,5,6,21,3,150,61:34,9,19,0,0,0,0,0,19,25,0.76,NA,1,9,6,15,54,28,1,0,36,17,9,15,21,4,150,61:34,8,12,0,0,0,0,0,18,21,0.857,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,St. John's (NY) Red Storm,Villanova,Home,FALSE,8,23,NA,1,8,5,13,28,15,1,0,34,19,10,11,31,10,540,60:00,23,17,0,0,0,0,0,24,32,0.75,NA,1,23,15,38,59,40,7,0,38,14,15,20,31,3,150,60:00,8,7,0,0,0,0,0,33,38,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,St. John's (NY) Red Storm,Denver,Away,FALSE,11,19,NA,1,11,9,20,33,15,3,0,13,13,4,5,33,2,90,60:00,19,16,0,0,0,0,0,16,21,0.762,NA,1,19,11,30,57,35,1,0,44,14,7,28,33,5,270,60:00,11,4,0,0,0,0,0,15,16,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-30,St. John's (NY) Red Storm,Marquette,Home,FALSE,14,15,NA,1,14,9,23,49,31,0,0,32,18,6,17,33,3,150,60:00,15,13,0,0,0,0,0,18,20,0.9,NA,1,15,6,21,42,28,0,0,32,12,8,16,33,3,90,60:00,14,17,0,0,0,0,0,19,22,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-13,Stony Brook Seawolves,Sacred Heart,Home,FALSE,20,8,NA,1,20,14,34,55,40,1,0,41,13,4,23,30,5,180,60:00,8,11,0,0,0,0,0,23,26,0.885,NA,1,8,5,13,33,19,0,0,23,17,6,7,30,4,180,60:00,20,20,0,0,0,0,0,18,22,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,Stony Brook Seawolves,Bryant,Home,FALSE,14,8,NA,1,14,9,23,40,24,1,0,34,13,7,8,26,6,180,60:00,8,16,0,0,0,0,0,22,24,0.917,NA,1,8,4,12,41,24,1,0,32,17,6,18,26,5,210,60:00,14,10,0,0,0,0,0,16,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,Stony Brook Seawolves,Hofstra,Away,FALSE,17,20,NA,1,17,9,26,52,33,2,0,32,11,6,14,41,3,120,60:00,20,8,0,0,0,0,0,14,18,0.778,NA,1,20,9,29,41,28,1,0,33,17,4,27,41,3,120,60:00,17,16,0,0,0,0,0,19,21,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Stony Brook Seawolves,UMBC,Away,FALSE,12,13,4,1,12,7,19,45,28,2,0,33,17,5,13,30,3,150,74:51,13,15,0,0,0,0,0,23,31,0.742,NA,1,13,6,19,47,28,2,1,33,25,7,17,30,5,210,74:51,12,16,0,0,0,0,0,20,22,0.909,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-12,Stony Brook Seawolves,Syracuse,Away,FALSE,9,17,NA,1,9,4,13,46,23,2,0,33,10,7,12,29,1,60,60:00,17,14,0,0,0,0,0,15,20,0.75,NA,1,17,10,27,45,31,0,0,42,15,7,17,29,4,150,60:00,9,14,0,0,0,0,0,18,23,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-14,Stony Brook Seawolves,NJIT,Home,FALSE,13,4,NA,1,13,10,23,53,32,0,0,38,13,9,16,21,2,120,60:00,4,7,0,0,0,0,0,19,22,0.864,NA,1,4,3,7,22,11,0,0,20,24,5,5,21,4,210,60:00,13,19,0,0,0,0,0,18,24,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Stony Brook Seawolves,UMass Lowell,Away,FALSE,16,9,NA,1,16,12,28,58,35,2,0,29,13,8,19,29,1,30,60:00,9,9,0,0,0,0,0,21,22,0.955,NA,1,9,7,16,24,18,0,0,29,18,9,10,29,3,150,60:00,16,19,0,0,0,0,0,17,19,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,Stony Brook Seawolves,UAlbany,Home,FALSE,16,10,NA,1,16,13,29,49,23,2,0,38,17,7,15,28,4,180,60:00,10,12,0,0,0,0,0,19,23,0.826,NA,1,10,10,20,33,22,2,0,27,14,7,13,28,4,180,60:00,16,7,0,0,0,0,0,16,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Stony Brook Seawolves,Hartford,Away,FALSE,17,6,NA,1,17,9,26,56,27,1,0,44,16,3,19,27,5,240,60:00,6,14,0,0,0,0,0,12,17,0.706,NA,1,6,3,9,30,20,0,0,21,15,8,8,27,5,210,60:00,17,10,0,0,0,0,0,13,17,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,Stony Brook Seawolves,NJIT,Away,FALSE,12,8,NA,1,12,8,20,45,30,4,0,28,14,12,11,23,7,330,60:00,8,7,0,0,0,0,0,22,24,0.917,NA,1,8,5,13,24,15,1,0,31,25,4,12,23,6,300,60:00,12,18,0,0,0,0,0,17,21,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-16,Stony Brook Seawolves,Binghamton,Home,FALSE,22,8,NA,1,22,15,37,46,33,2,0,46,15,6,19,34,0,0,60:00,8,11,0,0,0,0,0,23,25,0.92,NA,1,8,4,12,27,19,0,0,34,19,6,15,34,3,120,60:00,22,11,0,0,0,0,0,15,20,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Stony Brook Seawolves,UMBC,Home,FALSE,13,14,1,1,13,5,18,49,29,1,0,38,8,4,19,29,4,150,63:32,14,11,0,0,0,0,0,15,15,1,NA,1,14,11,25,40,25,2,0,25,8,7,10,29,1,60,63:32,13,16,0,0,0,0,0,18,19,0.947,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-01,Stony Brook Seawolves,Vermont,Away,FALSE,13,14,NA,1,13,9,22,35,20,2,0,25,10,12,7,29,3,150,60:00,14,15,0,0,0,0,0,17,18,0.944,NA,1,14,10,24,42,29,1,0,36,15,7,22,29,4,300,60:00,13,7,0,0,0,0,0,14,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-06,Stony Brook Seawolves,"Vermont Baltimore, Md.",Away,FALSE,7,10,NA,1,7,5,12,36,22,1,0,22,10,8,6,20,3,180,60:00,10,16,0,0,0,0,0,22,24,0.917,NA,1,10,5,15,38,26,3,0,28,21,7,14,20,4,240,60:00,7,15,0,0,0,0,0,19,22,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-21,Syracuse Orange,Army West Point,Home,FALSE,11,18,NA,1,11,5,16,36,24,2,0,33,12,5,18,31,5,210,60:00,18,13,0,0,0,0,0,12,13,0.923,NA,1,18,11,29,44,31,2,0,26,10,6,13,31,4,150,60:00,11,13,0,0,0,0,0,23,25,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,Syracuse Orange,Virginia,Home,FALSE,20,10,NA,1,20,11,31,55,39,1,0,35,12,10,22,33,1,60,60:00,10,15,0,0,0,0,0,17,21,0.81,NA,1,10,5,15,40,25,1,0,36,12,8,11,33,4,120,60:00,20,19,0,0,0,0,0,18,23,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Syracuse Orange,Vermont,Home,FALSE,17,13,NA,1,17,10,27,32,29,0,0,29,10,9,10,34,6,240,60:00,13,21,0,0,0,0,0,23,28,0.821,NA,1,13,5,18,52,34,0,0,45,15,4,24,34,3,180,60:00,17,12,0,0,0,0,0,20,22,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-12,Syracuse Orange,Stony Brook,Home,FALSE,17,9,NA,1,17,10,27,45,31,0,0,42,15,7,17,29,4,150,60:00,9,14,0,0,0,0,0,18,23,0.783,NA,1,9,4,13,46,23,2,0,33,10,7,12,29,1,60,60:00,17,14,0,0,0,0,0,15,20,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,Syracuse Orange,Holy Cross,Home,FALSE,15,6,NA,1,15,9,24,65,34,1,0,38,11,14,16,25,2,60,60:00,6,5,0,0,0,0,0,24,24,1,NA,1,6,2,8,20,11,1,0,28,24,8,9,25,1,60,60:00,15,19,0,0,0,0,0,21,28,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-25,Syracuse Orange,Duke,Away,FALSE,14,15,NA,1,14,9,23,36,24,2,0,15,16,5,8,32,3,90,60:00,15,13,0,0,0,0,0,18,21,0.857,NA,1,15,8,23,41,28,2,0,31,16,6,24,32,4,180,60:00,14,10,0,0,0,0,0,13,17,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,Syracuse Orange,Notre Dame,Home,FALSE,11,18,NA,1,11,3,14,34,21,1,0,20,12,8,9,32,6,300,60:00,18,11,0,0,0,0,0,13,18,0.722,NA,1,18,10,28,47,29,4,0,45,16,5,23,32,2,120,60:00,11,10,0,0,0,0,0,14,16,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-08,Syracuse Orange,UAlbany,Home,FALSE,13,8,NA,1,13,6,19,50,27,1,0,42,14,11,15,25,6,210,60:00,8,12,0,0,0,0,0,19,21,0.905,NA,1,8,7,15,30,20,2,0,25,15,4,10,25,2,90,60:00,13,14,0,0,0,0,0,20,23,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,Syracuse Orange,North Carolina,Home,FALSE,9,21,NA,1,9,6,15,38,22,1,0,33,14,7,15,34,3,180,60:00,21,16,0,0,0,0,0,14,19,0.737,NA,1,21,13,34,58,37,2,0,42,12,7,19,34,1,60,60:00,9,13,0,0,0,0,0,14,17,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,Syracuse Orange,Virginia,Away,FALSE,13,11,NA,1,13,9,22,54,29,2,0,38,18,5,24,27,1,30,60:00,11,9,0,0,0,0,0,19,23,0.826,NA,1,11,8,19,30,20,1,0,28,10,9,3,27,4,120,60:00,13,16,0,0,0,0,0,23,24,0.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-01,Syracuse Orange,Notre Dame,Away,FALSE,8,22,NA,1,8,5,13,43,22,1,0,30,16,9,12,32,7,330,60:00,22,9,0,0,0,0,0,11,15,0.733,NA,1,22,13,35,63,31,4,0,42,15,10,20,32,3,120,60:00,8,14,0,0,0,0,0,17,20,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-07,Syracuse Orange,Robert Morris,Home,FALSE,21,14,NA,1,21,12,33,58,41,2,0,45,16,6,26,37,6,240,60:00,14,10,0,0,0,0,0,18,22,0.818,NA,1,14,7,21,39,24,3,0,30,13,14,11,37,3,150,60:00,21,20,0,0,0,0,0,18,19,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-15,Syracuse Orange,"Georgetown College Park, Md.",Away,FALSE,8,18,NA,1,8,4,12,33,18,0,0,23,13,3,14,28,11,510,60:00,18,15,0,0,0,0,0,15,16,0.938,NA,1,18,7,25,43,33,3,0,33,8,9,14,28,2,60,60:00,8,10,0,0,0,0,0,19,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-06,Towson Tigers,Virginia,Away,FALSE,11,20,NA,1,11,5,16,31,21,1,0,35,21,5,10,34,2,120,60:00,20,12,0,0,0,0,0,12,18,0.667,NA,1,20,11,31,50,32,1,0,56,20,14,24,34,3,150,60:00,11,10,0,0,0,0,0,17,20,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-13,Towson Tigers,Saint Joseph's,Home,FALSE,8,7,1,1,8,4,12,42,20,1,0,40,21,17,5,18,2,90,61:24,7,11,0,0,0,0,0,13,16,0.812,1,1,7,2,9,34,18,0,0,33,28,5,13,18,4,210,61:24,8,12,0,0,0,0,0,6,15,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,Towson Tigers,Duke,Home,FALSE,7,19,NA,1,7,5,12,28,16,2,0,26,16,6,6,29,2,90,60:00,19,13,0,0,0,0,0,12,16,0.75,NA,1,19,9,28,50,32,0,0,41,16,4,23,29,3,120,60:00,7,9,0,0,0,0,0,17,20,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-24,Towson Tigers,Mount St. Mary's,Away,FALSE,11,5,NA,1,11,6,17,23,14,0,0,13,26,7,8,20,2,120,60:00,5,18,0,0,0,0,0,22,26,0.846,NA,1,5,0,5,33,23,0,0,33,19,13,12,20,3,180,60:00,11,3,0,0,0,0,0,18,20,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
