Date,Team,Opponent,Home / Away,Result,Home Score,Visitor Score,Overtime,Home Goals,Home Assists,Home Points,Home Shots,Home Shots on Goal,Home Ground Balls,Home Turnovers,Home Caused Turnovers,Home Faceoffs Won,Home Faceoffs Taken,Away Goals,Away Assists,Away Points,Away Shots,Away Shots on Goal,Away Groundball's,Away  Turnovers,Away  Caused Turnovers,Away  Faceoffs Won,Away  Faceoffs Taken,Home Goals Allowed,Home Saves,Away Goals Allowed,Away Saves
2024-03-10,Saint Joseph's,Drexel,Home,L,15,6,NA,15,5,20,46,29,32,11,10,7,23,6,3,9,26,10,22,20,5,16,23,6,4,15,14
2024-03-16,Saint Joseph's,St. John's (NY),Home,L,15,8,NA,15,3,18,39,26,28,10,7,9,26,8,4,12,34,18,30,17,3,17,26,8,10,15,11
2024-03-19,Saint Joseph's,Penn,Away,W,12,7,NA,12,4,16,43,28,25,18,4,13,23,7,5,12,36,22,27,15,10,10,23,7,15,12,16
2024-03-23,Saint Joseph's,Providence,Away,L,13,12,1,13,6,19,56,27,34,15,3,22,29,12,7,19,30,15,18,18,3,7,29,12,3,13,14
2024-03-30,Saint Joseph's,High Point,Home,L,15,7,NA,15,3,18,45,29,35,13,10,10,22,7,4,11,33,22,28,21,7,12,22,7,15,15,14
2024-04-06,Saint Joseph's,Massachusetts,Away,W,12,7,NA,12,8,20,44,22,32,16,7,13,21,7,3,10,28,17,24,11,8,8,21,7,10,12,10
2024-04-13,Saint Joseph's,Hobart,Away,W,12,7,NA,12,6,18,59,30,38,15,13,14,23,7,1,8,28,14,17,21,6,9,23,7,7,12,18
2024-04-20,Saint Joseph's,St. Bonaventure,Home,L,24,3,NA,24,12,36,63,36,47,15,15,21,30,3,1,4,18,12,26,26,6,9,30,3,9,24,12
2024-04-27,Saint Joseph's,Richmond,Away,W,10,9,NA,10,8,18,38,19,25,16,13,12,21,9,4,13,33,17,28,18,10,9,21,9,8,10,9
2024-05-02,Saint Joseph's,Massachusetts,Away,W,11,9,NA,11,6,17,48,30,38,18,14,12,23,9,5,14,34,20,39,23,9,11,23,9,11,11,19
2024-05-04,Saint Joseph's,"Richmond Amherst, Mass.",Away,L,17,13,NA,17,12,29,42,27,43,18,9,14,33,13,7,20,38,27,44,18,11,19,33,13,14,17,10
2024-05-11,Saint Joseph's,Virginia,Away,W,11,17,NA,11,4,15,29,22,35,19,7,14,31,17,10,27,48,29,40,15,15,17,31,17,12,11,11
2024-02-10,Siena,NJIT,Away,W,15,16,1,15,8,23,47,32,22,17,10,10,33,16,12,28,42,26,33,29,14,23,33,16,10,15,17
2024-02-17,Siena,Hofstra,Away,W,12,14,NA,12,10,22,30,19,29,22,11,11,30,14,6,20,49,26,40,20,10,19,30,14,12,12,7
2024-02-23,Siena,UMass Lowell,Away,W,13,8,NA,13,4,17,39,22,28,16,7,9,23,8,4,12,37,22,28,19,5,14,23,8,14,13,9
2024-02-28,Siena,Le Moyne,Home,L,11,9,NA,11,9,20,39,23,40,11,13,8,24,9,5,14,34,19,31,15,4,16,24,9,10,11,12
2024-03-02,Siena,Dartmouth,Home,L,11,12,NA,11,7,18,33,20,29,25,10,9,27,12,9,21,43,27,42,17,9,18,27,12,15,11,9
2024-03-09,Siena,Sacred Heart,Away,L,8,18,NA,8,3,11,40,22,28,15,3,15,30,18,9,27,46,29,30,14,6,15,30,18,11,8,14
2024-03-16,Siena,VMI,Home,L,11,8,NA,11,7,18,50,25,30,16,9,12,23,8,4,12,36,18,32,24,6,11,23,8,10,11,14
2024-03-23,Siena,LIU,Home,L,11,12,1,11,6,17,33,21,21,27,11,15,27,12,8,20,39,20,29,23,12,12,27,12,8,11,10
2024-03-27,Siena,Canisius,Home,L,12,13,NA,12,7,19,48,27,30,17,8,15,29,13,6,19,42,21,41,15,7,14,29,13,8,12,15
2024-03-30,Siena,Wagner,Away,W,13,5,NA,13,8,21,41,28,32,15,18,11,20,5,2,7,35,20,18,21,9,9,20,5,15,13,15
2024-04-06,Siena,Quinnipiac,Home,W,13,10,NA,13,9,22,48,30,31,7,6,19,27,10,9,19,25,13,16,17,2,8,27,10,3,13,17
2024-04-10,Siena,Marist,Away,W,13,14,NA,13,7,20,51,28,37,11,5,17,31,14,5,19,55,23,35,8,6,14,31,14,9,13,15
2024-04-13,Siena,Manhattan,Home,W,11,10,NA,11,7,18,40,22,20,12,10,15,24,10,4,14,36,22,29,16,8,9,24,10,12,11,11
2024-04-20,Siena,Mount St. Mary's,Away,W,14,7,NA,14,13,27,42,25,26,14,9,7,25,7,4,11,43,20,44,22,6,18,25,7,13,14,11
2024-04-27,Siena,Marist,Away,W,12,9,NA,12,5,17,38,21,30,12,3,12,24,9,5,14,40,21,41,11,6,12,24,9,12,12,9
2024-05-02,Siena,"Sacred Heart Riverdale, NY",Away,W,13,15,NA,13,7,20,54,32,33,9,11,18,32,15,7,22,40,24,32,19,5,14,32,15,9,13,19
2024-02-11,St. Bonaventure,Bellarmine,Home,W,9,13,NA,9,8,17,27,18,27,23,9,11,25,13,9,22,47,30,44,19,17,14,25,13,17,9,9
2024-02-17,St. Bonaventure,Binghamton,Away,W,12,13,1,12,7,19,32,22,23,19,10,9,27,13,6,19,50,26,27,18,6,18,27,13,13,12,10
2024-02-20,St. Bonaventure,Robert Morris,Home,L,11,16,NA,11,6,17,31,23,30,21,8,13,31,16,9,25,43,30,31,18,9,18,31,16,14,11,12
2024-02-24,St. Bonaventure,VMI,Away,L,9,17,NA,9,8,17,35,23,25,12,4,9,30,17,7,24,50,36,42,13,8,21,30,17,19,9,14
2024-03-09,St. Bonaventure,Cleveland St.,Away,L,8,10,NA,8,4,12,22,15,27,23,8,9,21,10,5,15,44,17,42,23,12,12,21,10,7,8,7
2024-03-12,St. Bonaventure,Canisius,Home,L,12,8,NA,12,5,17,41,23,32,15,7,16,24,8,5,13,34,18,30,15,8,8,24,8,10,12,11
2024-03-23,St. Bonaventure,Marquette,Home,L,3,8,NA,3,2,5,29,14,16,16,8,3,14,8,5,13,34,20,32,19,11,11,14,8,12,3,11
2024-03-30,St. Bonaventure,Richmond,Home,W,8,19,NA,8,3,11,28,14,24,23,8,17,31,19,9,28,49,30,37,17,15,14,31,19,11,8,6
2024-04-05,St. Bonaventure,High Point,Away,L,7,18,NA,7,4,11,33,18,19,17,10,9,28,18,12,30,47,28,45,15,13,19,28,18,10,7,11
2024-04-13,St. Bonaventure,Massachusetts,Home,W,3,15,NA,3,2,5,28,15,17,21,5,7,22,15,6,21,46,33,37,11,15,15,22,15,18,3,12
2024-04-20,St. Bonaventure,Saint Joseph's,Away,L,3,24,NA,3,1,4,18,12,26,26,6,9,30,24,12,36,63,36,47,15,15,21,30,24,12,3,9
2024-04-27,St. Bonaventure,Hobart,Home,L,10,11,NA,10,7,17,39,19,22,16,10,8,25,11,2,13,47,26,41,20,10,17,25,11,15,10,9
2024-02-03,St. John's (NY),NJIT,Home,W,8,10,NA,8,4,12,44,28,23,13,13,8,21,10,4,14,38,20,28,26,3,13,21,10,10,8,20
2024-02-10,St. John's (NY),Quinnipiac,Home,L,11,17,NA,11,6,17,52,30,27,13,5,18,30,17,9,26,33,26,28,17,5,12,30,17,9,11,19
2024-02-13,St. John's (NY),Hofstra,Away,W,13,17,NA,13,5,18,46,32,29,13,1,10,33,17,10,27,49,27,40,18,4,23,33,17,10,13,19
2024-02-17,St. John's (NY),Delaware,Home,W,6,17,NA,6,3,9,30,17,23,14,3,13,25,17,8,25,60,28,30,14,1,12,25,17,11,6,11
2024-02-24,St. John's (NY),Richmond,Away,L,2,18,NA,2,1,3,38,20,25,18,6,7,24,18,10,28,52,36,34,16,9,17,24,18,18,2,18
2024-02-28,St. John's (NY),Queens (NC),Away,W,11,8,NA,11,9,20,35,22,25,16,4,12,22,8,3,11,34,17,23,14,9,10,22,8,9,11,11
2024-03-02,St. John's (NY),Jacksonville,Away,L,7,24,NA,7,4,11,29,18,27,24,8,16,34,24,20,44,59,37,42,16,19,18,34,24,13,7,11
2024-03-09,St. John's (NY),Binghamton,Home,L,13,6,NA,13,3,16,46,25,33,17,10,13,23,6,4,10,41,21,25,18,7,10,23,6,15,13,12
2024-03-16,St. John's (NY),Saint Joseph's,Away,L,8,15,NA,8,4,12,34,18,30,17,3,17,26,15,3,18,39,26,28,10,7,9,26,15,11,8,10
2024-03-23,St. John's (NY),Le Moyne,Away,L,9,7,NA,9,5,14,38,21,31,17,10,10,20,7,2,9,38,23,23,15,7,10,20,7,16,9,12
2024-03-30,St. John's (NY),Marquette,Home,L,13,9,NA,13,7,20,32,23,32,13,10,11,25,9,6,15,46,22,27,17,7,14,25,9,13,13,10
2024-04-05,St. John's (NY),Denver,Away,L,8,18,NA,8,3,11,28,14,20,15,6,12,30,18,15,33,46,30,33,11,7,18,30,18,12,8,6
2024-04-13,St. John's (NY),Villanova,Home,W,9,14,NA,9,4,13,41,21,30,18,8,12,27,14,8,22,41,25,27,18,6,15,27,14,11,9,12
2024-04-20,St. John's (NY),Georgetown,Away,L,6,20,NA,6,5,11,31,21,29,15,5,11,29,20,13,33,52,40,46,9,7,18,29,20,20,6,15
2024-04-26,St. John's (NY),Providence,Home,L,13,16,NA,13,6,19,39,22,31,18,4,18,32,16,12,28,39,28,33,14,7,14,32,16,12,13,9
2024-02-04,Stony Brook,Sacred Heart,Away,L,17,14,NA,17,11,28,37,25,28,14,8,14,35,14,10,24,43,30,33,15,5,21,35,14,16,17,8
2024-02-10,Stony Brook,Rutgers,Home,L,12,16,NA,12,10,22,41,21,29,14,5,11,32,16,9,25,43,29,41,14,9,21,32,16,13,12,9
2024-02-17,Stony Brook,Penn St.,Home,L,10,14,NA,10,9,19,38,20,29,15,7,13,28,14,8,22,39,22,44,16,6,15,28,14,8,10,10
2024-02-24,Stony Brook,Air Force,Away,W,11,12,1,11,9,20,43,26,20,12,4,10,26,12,6,18,38,24,33,15,6,16,26,12,12,11,15
2024-03-02,Stony Brook,Hampton,Home,W,23,2,NA,23,14,37,59,37,52,20,11,22,29,2,0,2,22,9,26,29,8,7,29,2,7,23,14
2024-03-05,Stony Brook,"Dartmouth Avon, Conn.",Away,L,15,12,NA,15,7,22,43,25,37,14,10,15,31,12,7,19,45,26,39,21,8,16,31,12,14,15,10
2024-03-09,Stony Brook,Providence,Home,L,12,13,1,12,6,18,31,22,34,22,3,16,28,13,5,18,55,32,31,11,10,12,28,13,19,12,10
2024-03-16,Stony Brook,North Carolina,Home,W,8,12,NA,8,3,11,39,18,27,15,7,7,24,12,5,17,56,31,28,14,6,17,24,12,19,8,10
2024-03-23,Stony Brook,Monmouth,Home,W,6,11,NA,6,3,9,45,25,29,12,7,10,20,11,3,14,29,15,30,15,6,10,20,11,4,6,19
2024-03-30,Stony Brook,Towson,Away,W,8,9,NA,8,6,14,30,19,29,19,8,4,20,9,7,16,47,25,35,18,13,16,20,9,16,8,11
2024-04-06,Stony Brook,Drexel,Home,L,13,8,NA,13,8,21,42,21,33,12,5,13,24,8,6,14,43,19,19,14,1,11,24,8,11,13,8
2024-04-13,Stony Brook,Delaware,Away,W,12,16,NA,12,6,18,43,33,28,10,4,19,31,16,11,27,49,29,30,13,7,12,31,16,13,12,21
2024-04-20,Stony Brook,Fairfield,Away,W,10,11,NA,10,5,15,37,20,22,17,10,13,25,11,8,19,47,24,27,16,12,12,25,11,13,10,10
2024-04-27,Stony Brook,Hofstra,Home,W,9,11,NA,9,8,17,40,24,24,10,6,9,24,11,8,19,43,24,30,13,3,15,24,11,13,9,15
2024-02-03,Syracuse,Vermont,Home,L,20,7,NA,20,13,33,50,29,30,14,7,21,31,7,2,9,30,19,18,17,5,10,31,7,12,20,9
2024-02-05,Syracuse,Colgate,Home,W,18,10,NA,18,15,33,59,36,59,21,15,24,31,10,8,18,37,21,27,18,10,7,31,10,11,18,18
2024-02-09,Syracuse,Manhattan,Home,L,16,3,NA,16,13,29,47,28,44,14,8,19,23,3,2,5,30,14,27,17,7,4,23,3,11,16,12
2024-02-17,Syracuse,Maryland,Home,L,12,13,1,12,4,16,48,26,28,10,7,13,29,13,7,20,29,22,30,16,6,16,29,13,9,12,14
2024-02-21,Syracuse,Utah,Home,L,18,7,NA,18,10,28,47,35,47,18,6,21,29,7,2,9,44,21,31,18,8,8,29,7,14,18,17
2024-02-28,Syracuse,Army West Point,Home,L,13,14,1,13,5,18,51,24,30,13,5,15,31,14,6,20,47,25,31,15,6,16,31,14,11,13,11
2024-03-02,Syracuse,High Point,Home,W,19,13,NA,19,7,26,54,36,37,12,9,20,36,13,6,19,40,27,38,12,5,16,36,13,14,19,17
2024-03-09,Syracuse,"Johns Hopkins Charlotte, NC",Away,L,14,13,NA,14,11,25,46,29,33,16,4,22,31,13,9,22,36,24,25,14,7,9,31,13,11,14,15
2024-03-16,Syracuse,"Delaware Chantilly, Va.",Away,W,14,6,NA,14,11,25,50,34,26,9,5,14,23,6,3,9,37,23,20,10,2,9,23,6,17,14,20
2024-03-20,Syracuse,Duke,Home,L,10,4,NA,10,8,18,36,24,26,10,6,6,17,4,1,5,36,18,24,19,3,11,17,4,14,10,14
2024-03-23,Syracuse,Hobart,Away,W,13,7,NA,13,8,21,45,25,42,15,11,13,24,7,4,11,32,17,29,23,4,11,24,7,10,13,12
2024-03-30,Syracuse,Notre Dame,Away,W,12,14,NA,12,7,19,41,20,23,20,10,9,29,14,5,19,54,29,39,17,13,20,29,14,15,12,8
2024-04-02,Syracuse,Cornell,Away,W,17,18,2,17,14,31,42,32,36,20,9,23,36,18,12,30,55,33,33,13,14,13,36,18,15,17,15
2024-04-13,Syracuse,North Carolina,Away,W,10,9,NA,10,9,19,40,27,37,15,10,12,23,9,5,14,33,22,35,20,8,11,23,9,13,10,17
2024-04-20,Syracuse,Virginia,Home,W,18,17,NA,18,11,29,57,33,42,15,13,21,39,17,11,28,49,32,42,16,11,18,39,17,15,18,15
2024-05-03,Syracuse,"Duke Charlotte, NC",Away,W,13,18,NA,13,7,20,44,25,27,14,3,18,32,18,7,25,40,25,33,12,7,14,32,18,7,13,12
2024-05-12,Syracuse,Towson,Home,W,20,15,NA,20,11,31,46,29,42,20,10,23,38,15,8,23,34,25,34,14,8,15,38,15,10,20,9
2024-05-19,Syracuse,"Denver Towson, Md.",Away,L,8,10,NA,8,3,11,36,18,37,13,9,10,22,10,4,14,38,19,31,18,10,12,22,10,9,8,10
2024-02-06,Towson,Johns Hopkins,Away,L,5,13,NA,5,3,8,29,15,18,18,7,8,21,13,10,23,43,23,40,16,10,13,21,13,10,5,10
2024-02-10,Towson,Mount St. Mary's,Home,L,15,5,NA,15,9,24,53,28,44,15,11,17,23,5,5,10,25,13,31,20,5,6,23,5,8,15,13
2024-02-17,Towson,Navy,Home,L,17,5,NA,17,11,28,41,27,34,18,11,14,26,5,3,8,38,16,23,19,9,12,26,5,11,17,10
2024-02-23,Towson,Saint Joseph's,Away,W,15,7,NA,15,6,21,30,19,27,15,9,13,24,7,4,11,44,20,28,16,11,11,24,7,13,15,4
2024-02-27,Towson,Loyola Maryland,Away,W,10,11,1,10,5,15,48,28,37,13,5,13,23,11,7,18,46,25,30,12,6,10,23,11,14,10,18
2024-03-02,Towson,UMBC,Home,L,17,7,NA,17,11,28,39,27,36,14,13,16,26,7,6,13,29,16,32,21,6,10,26,7,9,17,10
2024-03-09,Towson,Virginia,Home,L,15,19,NA,15,12,27,44,28,34,17,5,19,36,19,15,34,44,31,35,14,11,17,36,19,12,15,13
2024-03-16,Towson,Drexel,Away,L,16,11,NA,16,11,27,43,28,29,15,8,17,30,11,4,15,29,18,20,17,6,13,30,11,7,16,12
2024-03-23,Towson,Fairfield,Away,L,12,10,NA,12,6,18,40,22,38,16,13,13,26,10,5,15,38,17,37,19,10,13,26,10,7,12,10
2024-03-30,Towson,Stony Brook,Home,W,9,8,NA,9,7,16,47,25,35,18,13,16,20,8,6,14,30,19,29,19,8,4,20,8,11,9,16
2024-04-06,Towson,Hofstra,Home,W,15,11,NA,15,11,26,39,26,32,17,12,13,28,11,8,19,38,24,33,16,11,15,28,11,13,15,11
2024-04-13,Towson,Hampton,Away,L,25,2,NA,25,19,44,59,42,49,14,15,21,31,2,1,3,29,14,22,25,6,10,31,2,12,25,17
2024-04-20,Towson,Monmouth,Home,L,17,2,NA,17,11,28,51,34,47,14,17,15,23,2,1,3,23,12,26,27,6,8,23,2,10,17,17
2024-04-26,Towson,Delaware,Away,L,11,10,NA,11,6,17,44,24,29,10,11,12,24,10,6,16,44,24,32,18,7,12,24,10,14,11,13
2024-05-02,Towson,Drexel,Home,L,18,8,NA,18,14,32,47,26,35,14,4,20,30,8,5,13,33,19,24,14,8,10,30,8,11,18,8
2024-05-04,Towson,Delaware,Home,L,15,6,NA,15,10,25,42,27,35,20,13,14,24,6,6,12,27,12,22,24,10,10,24,6,6,15,12
2024-05-12,Towson,Syracuse,Away,W,15,20,NA,15,8,23,34,25,34,14,8,15,38,20,11,31,46,29,42,20,10,23,38,20,9,15,10
2024-02-17,UAlbany,Colgate,Home,L,10,11,NA,10,8,18,34,23,40,27,12,15,24,11,6,17,35,24,37,20,16,9,24,11,13,10,13
2024-02-20,UAlbany,Penn,Away,L,7,11,NA,7,6,13,45,24,28,15,4,13,22,11,9,20,29,20,32,18,5,9,22,11,9,7,17
2024-02-24,UAlbany,Drexel,Away,W,12,13,1,12,5,17,54,29,25,15,10,15,29,13,6,19,45,27,37,16,6,14,29,13,14,12,17
2024-03-02,UAlbany,Massachusetts,Away,W,11,12,NA,11,5,16,42,18,36,15,6,14,27,12,6,18,34,22,30,14,4,13,27,12,10,11,7
2024-03-09,UAlbany,Hobart,Home,W,14,10,NA,14,7,21,46,32,35,10,7,16,28,10,8,18,30,18,28,16,4,12,28,10,8,14,18
2024-03-16,UAlbany,UMass Lowell,Away,W,19,8,NA,19,12,31,46,31,37,11,7,20,30,8,4,12,33,19,26,22,4,10,30,8,11,19,12
2024-03-19,UAlbany,Virginia,Away,W,10,16,NA,10,8,18,46,24,32,18,5,12,30,16,11,27,45,27,38,15,14,18,30,16,11,10,14
2024-03-23,UAlbany,Vermont,Home,W,13,11,NA,13,11,24,39,29,41,18,8,19,27,11,4,15,28,20,27,21,6,8,27,11,9,13,16
2024-03-30,UAlbany,UMBC,Away,L,14,13,NA,14,8,22,36,23,30,16,8,13,30,13,9,22,36,23,35,19,6,17,30,13,10,14,9
2024-04-06,UAlbany,Bryant,Home,L,12,13,NA,12,7,19,38,24,30,17,12,14,27,13,9,22,40,23,41,24,5,13,27,13,10,12,12
2024-04-13,UAlbany,NJIT,Away,W,14,9,NA,14,7,21,42,29,31,12,10,15,27,9,5,14,40,17,21,21,5,12,27,9,8,14,15
2024-04-19,UAlbany,Yale,Away,W,10,17,NA,10,3,13,42,21,36,18,4,18,30,17,8,25,59,33,26,7,9,12,30,17,16,10,11
2024-04-21,UAlbany,Merrimack,Away,W,14,8,NA,14,7,21,43,24,32,21,4,20,25,8,7,15,37,17,16,18,8,5,25,8,9,14,10
2024-04-27,UAlbany,Binghamton,Home,W,18,10,NA,18,8,26,47,31,32,14,6,17,31,10,3,13,38,23,36,15,8,14,31,10,13,18,13
2024-05-02,UAlbany,Merrimack,Home,L,18,7,NA,18,11,29,46,28,41,17,3,20,26,7,2,9,45,21,24,13,8,6,26,7,14,18,10
2024-05-04,UAlbany,Vermont,Home,W,12,11,NA,12,4,16,36,21,36,18,10,9,25,11,6,17,30,19,36,20,6,16,25,11,8,12,9
2024-05-08,UAlbany,Sacred Heart,Home,L,13,7,NA,13,5,18,36,26,38,12,5,14,23,7,5,12,36,19,30,12,6,9,23,7,12,13,13
2024-05-12,UAlbany,Notre Dame,Away,L,9,14,NA,9,5,14,31,17,22,18,6,9,27,14,11,25,34,24,35,16,9,18,27,14,10,9,8
2024-02-16,UMBC,Drexel,Home,L,10,11,2,10,6,16,49,25,23,11,6,13,26,11,5,16,34,20,25,17,2,13,26,11,9,10,15
2024-02-24,UMBC,Mount St. Mary's,Away,W,18,6,NA,18,13,31,51,28,30,12,9,17,27,6,5,11,27,14,30,14,6,10,27,6,8,18,10
2024-03-02,UMBC,Towson,Away,L,7,17,NA,7,6,13,29,16,32,21,6,10,26,17,11,28,39,27,36,14,13,16,26,17,10,7,9
2024-03-08,UMBC,Richmond,Home,W,4,13,NA,4,3,7,29,19,23,14,9,8,21,13,7,20,45,27,33,15,4,13,21,13,14,4,15
2024-03-16,UMBC,Bryant,Home,W,13,12,1,13,7,20,36,19,22,18,5,11,28,12,9,21,47,26,33,16,5,17,28,12,14,13,6
2024-03-23,UMBC,Merrimack,Away,W,15,9,NA,15,11,26,45,27,40,19,5,21,27,9,4,13,27,17,28,15,8,6,27,9,8,15,12
2024-03-30,UMBC,UAlbany,Home,L,13,14,NA,13,9,22,36,23,35,19,6,17,30,14,8,22,36,23,30,16,8,13,30,14,9,13,10
2024-04-06,UMBC,UMass Lowell,Away,W,21,5,NA,21,15,36,56,37,44,11,8,20,30,5,3,8,26,14,28,21,2,10,30,5,9,21,16
2024-04-13,UMBC,Binghamton,Away,W,10,21,NA,10,6,16,40,25,34,17,13,15,35,21,13,34,49,32,40,19,9,20,35,21,11,10,15
2024-04-20,UMBC,NJIT,Home,L,13,6,NA,13,6,19,55,37,33,14,13,9,22,6,3,9,33,21,27,29,5,13,22,6,15,13,24
2024-04-27,UMBC,Vermont,Away,W,13,15,NA,13,7,20,40,27,26,14,9,11,32,15,8,23,37,23,38,18,9,21,32,15,8,13,14
2024-05-02,UMBC,"Vermont Albany, N.Y.",Away,L,8,10,NA,8,4,12,38,23,39,24,10,8,22,10,7,17,35,19,44,27,12,14,22,10,9,8,15
2024-02-10,UMass Lowell,Holy Cross,Home,W,9,16,NA,9,3,12,28,21,34,30,7,24,27,16,6,22,38,28,32,16,20,3,27,16,12,9,12
2024-02-17,UMass Lowell,Massachusetts,Away,L,7,10,NA,7,3,10,38,17,26,18,6,6,21,10,5,15,40,23,32,15,10,15,21,10,13,7,10
2024-02-23,UMass Lowell,Siena,Home,W,8,13,NA,8,4,12,37,22,28,19,5,14,23,13,4,17,39,22,28,16,7,9,23,13,9,8,14
2024-03-02,UMass Lowell,LIU,Away,L,6,13,NA,6,3,9,33,16,31,19,5,10,23,13,6,19,46,25,42,19,6,13,23,13,12,6,10
2024-03-09,UMass Lowell,Fairfield,Home,W,6,14,NA,6,2,8,31,15,30,21,3,14,24,14,9,23,48,31,40,8,12,10,24,14,17,6,9
2024-03-16,UMass Lowell,UAlbany,Home,W,8,19,NA,8,4,12,33,19,26,22,4,10,30,19,12,31,46,31,37,11,7,20,30,19,12,8,11
2024-03-23,UMass Lowell,Bryant,Away,L,2,17,NA,2,1,3,23,12,28,25,3,13,23,17,5,22,49,30,46,12,13,10,23,17,13,2,10
2024-03-30,UMass Lowell,Binghamton,Away,L,6,15,NA,6,2,8,35,17,18,18,5,10,24,15,10,25,57,32,24,9,7,14,24,15,17,6,11
2024-04-06,UMass Lowell,UMBC,Home,W,5,21,NA,5,3,8,26,14,28,21,2,10,30,21,15,36,56,37,44,11,8,20,30,21,16,5,9
2024-04-12,UMass Lowell,Merrimack,Away,L,9,14,NA,9,5,14,44,22,37,24,10,15,27,14,7,21,46,31,34,20,12,12,27,14,17,9,13
2024-04-20,UMass Lowell,Vermont,Home,W,9,18,NA,9,3,12,27,19,24,17,12,7,29,18,10,28,44,30,38,19,8,22,29,18,12,9,10
2024-04-27,UMass Lowell,NJIT,Away,L,4,12,NA,4,3,7,36,18,27,19,5,7,19,12,8,20,44,28,24,11,7,12,19,12,16,4,14
2024-02-03,Utah,Ohio St.,Away,L,8,11,NA,8,2,10,36,18,30,17,12,9,23,11,2,13,40,18,36,22,12,14,23,11,7,8,10
2024-02-17,Utah,Denver,Home,W,8,16,NA,8,4,12,42,22,30,17,6,9,27,16,7,23,38,25,29,18,13,18,27,16,9,8,14
2024-02-21,Utah,Syracuse,Away,L,7,18,NA,7,2,9,44,21,31,18,8,8,29,18,10,28,47,35,47,18,6,21,29,18,17,7,14
2024-02-24,Utah,Vermont,Home,W,22,12,NA,22,12,34,53,38,28,11,8,14,38,12,7,19,40,29,36,18,2,24,38,12,17,22,16
2024-03-02,Utah,Marquette,Away,L,9,8,NA,9,4,13,41,21,33,13,8,7,21,8,2,10,37,18,31,19,9,14,21,8,10,9,12
2024-03-16,Utah,Bellarmine,Away,L,14,13,NA,14,7,21,48,28,21,11,8,13,27,13,9,22,44,26,23,14,5,14,27,13,13,14,14
2024-03-20,Utah,Air Force,Home,L,11,12,NA,11,10,21,45,24,40,19,5,15,26,12,7,19,32,22,26,19,6,11,26,12,10,11,13
2024-03-23,Utah,Detroit Mercy,Home,L,21,9,NA,21,15,36,63,40,41,14,12,23,34,9,3,12,31,22,24,17,6,11,34,9,13,21,19
2024-03-30,Utah,Jacksonville,Away,L,16,14,NA,16,8,24,34,26,22,11,6,7,32,14,8,22,42,27,43,17,7,25,32,14,14,16,11
2024-04-05,Utah,Robert Morris,Home,L,14,6,NA,14,9,23,49,30,36,15,15,12,23,6,3,9,32,13,32,24,8,11,23,6,7,14,16
2024-04-10,Utah,Lindenwood,Away,W,17,5,NA,17,13,30,53,32,39,14,9,16,26,5,3,8,36,18,24,18,4,10,26,5,13,17,15
2024-04-12,Utah,Mercer,Away,W,20,9,NA,20,8,28,54,37,29,9,8,17,33,9,6,15,45,23,34,14,5,16,33,9,14,20,17
2024-04-20,Utah,Cleveland St.,Away,W,16,7,NA,16,14,30,59,34,46,17,16,14,27,7,3,10,28,21,34,25,7,13,27,7,14,16,18
2024-04-27,Utah,Queens (NC),Home,L,25,8,NA,25,14,39,57,44,49,11,16,21,37,8,5,13,32,21,26,25,4,16,37,8,13,25,19
2024-05-03,Utah,"Cleveland St. USAF Academy, Colo.",Away,W,21,5,NA,21,15,36,63,34,41,12,13,14,30,5,1,6,28,18,31,23,3,16,30,5,13,21,13
2024-05-05,Utah,"Jacksonville USAF Academy, Colo.",Away,L,16,13,NA,16,5,21,40,27,34,14,10,14,32,13,10,23,52,29,38,15,6,18,32,13,16,16,11
2024-05-11,Utah,Duke,Away,L,7,19,NA,7,3,10,39,18,24,16,8,13,29,19,14,33,36,24,30,18,9,16,29,19,5,7,11
2024-02-03,VMI,Cleveland St.,Home,L,11,12,1,11,5,16,41,25,28,18,7,14,27,12,4,16,37,22,22,17,3,13,27,12,10,11,14
2024-02-10,VMI,Queens (NC),Home,W,14,10,NA,14,7,21,38,23,29,22,10,15,28,10,6,16,37,19,23,22,6,13,28,10,9,14,9
2024-02-16,VMI,High Point,Away,L,9,19,NA,9,6,15,36,18,30,14,9,9,32,19,13,32,54,38,45,12,8,23,32,19,19,9,9
2024-02-20,VMI,Hampton,Away,W,25,6,NA,25,16,41,55,42,49,18,9,25,35,6,4,10,28,19,29,23,9,10,35,6,13,25,17
2024-02-24,VMI,St. Bonaventure,Home,L,17,9,NA,17,7,24,50,36,42,13,8,21,30,9,8,17,35,23,25,12,4,9,30,9,14,17,19
2024-03-02,VMI,"Detroit Mercy Powell, Ohio",Away,L,15,10,NA,15,7,22,45,28,41,22,8,22,29,10,4,14,35,22,20,22,6,7,29,10,12,15,13
2024-03-09,VMI,LIU,Home,W,8,17,NA,8,5,13,37,18,32,17,12,15,29,17,11,28,35,24,27,18,11,14,29,17,7,8,10
2024-03-16,VMI,Siena,Away,L,8,11,NA,8,4,12,36,18,32,24,6,11,23,11,7,18,50,25,30,16,9,12,23,11,14,8,10
2024-03-23,VMI,Sacred Heart,Home,W,8,18,NA,8,5,13,32,20,23,21,9,9,29,18,6,24,53,29,33,17,7,20,29,18,11,8,12
2024-03-27,VMI,Mount St. Mary's,Away,W,12,8,NA,12,7,19,35,23,35,19,9,12,23,8,6,14,34,16,48,21,10,11,23,8,8,12,11
