season,team,team_id,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,shots,sog,ct,ncaa_id,fouls,ground_balls,turnovers,freepos_shots,freepos_goals,rc,yc,gc,draw_controls
2025,Binghamton,62,22.0,Angelina Suau,Angelina Suau,Angelina,Suau,Sr,M,15.0,15.0,1.0,,1.0,3.0,3.0,28.0,8779576,28.0,42.0,9.0,,,,3.0,3.0,
2025,Binghamton,62,33.0,Kayleigh Chin,Kayleigh Chin,Kayleigh,Chin,Jr,D,1.0,0.0,,,0.0,,,,8781467,,,,,,,,,
2025,Binghamton,62,15.0,Maryn Savage,Maryn Savage,Maryn,Savage,So,D,15.0,15.0,,,0.0,,,11.0,8776719,28.0,18.0,4.0,,,,1.0,1.0,
2025,Binghamton,62,28.0,Mckenna Kobler,Mckenna Kobler,Mckenna,Kobler,Jr,D,15.0,15.0,,,0.0,,,,8778709,1.0,,3.0,,,,1.0,1.0,32.0
2025,Binghamton,62,4.0,Maeve Sayre,Maeve Sayre,Maeve,Sayre,So,GK,10.0,6.0,,,0.0,,,1.0,8778075,,11.0,,,,,,,
2025,Binghamton,62,25.0,Aimee Roskot,Aimee Roskot,Aimee,Roskot,So,D,1.0,0.0,,,0.0,,,,8777293,,,,,,,,,
2025,Binghamton,62,23.0,Emily Stam,Emily Stam,Emily,Stam,Jr,M,2.0,0.0,,,0.0,,,,8777475,,,,,,,,,
2025,Binghamton,62,2.0,Abigail Carroll,Abigail Carroll,Abigail,Carroll,Sr,M,5.0,1.0,7.0,2.0,9.0,17.0,14.0,3.0,8776130,16.0,8.0,9.0,7.0,3.0,,3.0,,8.0
2025,Binghamton,62,1.0,Olivia Muscolino,Olivia Muscolino,Olivia,Muscolino,Sr,ATT,15.0,15.0,32.0,18.0,50.0,79.0,54.0,4.0,8778390,7.0,10.0,32.0,15.0,5.0,,2.0,1.0,1.0
2025,Binghamton,62,6.0,Anthea Hayslip,Anthea Hayslip,Anthea,Hayslip,Fr,M,15.0,0.0,5.0,,5.0,9.0,9.0,6.0,9115599,5.0,5.0,4.0,4.0,2.0,,,,1.0
2025,Binghamton,62,13.0,Reese Bruno,Reese Bruno,Reese,Bruno,Fr,D,1.0,0.0,,,0.0,1.0,1.0,,9115604,,,,1.0,,,,,
2025,Binghamton,62,11.0,Brooke Bort,Brooke Bort,Brooke,Bort,Fr,M,1.0,0.0,1.0,,1.0,1.0,1.0,,9115602,,1.0,,1.0,1.0,,,,
2025,Binghamton,62,18.0,Emily Romeo,Emily Romeo,Emily,Romeo,Fr,D,1.0,0.0,,,0.0,,,,9115607,,,,,,,,,
2025,Binghamton,62,27.0,Norah Kelly,Norah Kelly,Norah,Kelly,Fr,D,15.0,15.0,,,0.0,,,3.0,9115612,19.0,16.0,4.0,,,,1.0,4.0,2.0
2025,Binghamton,62,29.0,Christina Lauro,Christina Lauro,Christina,Lauro,Fr,M,5.0,0.0,,,0.0,1.0,,,9115616,,1.0,1.0,,,,,,
2025,Binghamton,62,32.0,Sienna Fox,Sienna Fox,Sienna,Fox,Fr,ATT,9.0,0.0,2.0,,2.0,9.0,6.0,2.0,9115619,1.0,2.0,9.0,2.0,,,,,
2025,Binghamton,62,8.0,Sofia Salgado,Sofia Salgado,Sofia,Salgado,Sr,GK,9.0,8.0,,,0.0,,,,9115589,,7.0,3.0,,,,,,
2025,Binghamton,62,3.0,Leah Kaufer,Leah Kaufer,Leah,Kaufer,Fr,M,10.0,0.0,,,0.0,,,1.0,9115596,2.0,1.0,2.0,,,,,2.0,11.0
2025,Binghamton,62,19.0,Kayleigh Corr,Kayleigh Corr,Kayleigh,Corr,Fr,M,2.0,0.0,,,0.0,,,,9115608,,,1.0,,,,,,
2025,Binghamton,62,17.0,Emily Backlin,Emily Backlin,Emily,Backlin,Fr,GK,1.0,0.0,,,0.0,,,,9115606,1.0,,,,,,,,
2025,Binghamton,62,36.0,Emma Blloshmi,Emma Blloshmi,Emma,Blloshmi,Jr,ATT,15.0,15.0,59.0,6.0,65.0,110.0,87.0,5.0,9088209,5.0,16.0,30.0,47.0,30.0,,1.0,3.0,61.0
2025,Boston College,67,35.0,Alexa Kenney,Alexa Kenney,Alexa,Kenney,So,ATT,1.0,0.0,,,0.0,1.0,1.0,,8772324,,,,,,,,,
2025,Boston College,67,15.0,Abbey Herod,Abbey Herod,Abbey,Herod,Jr,M,20.0,20.0,,3.0,3.0,1.0,,1.0,8767419,7.0,,6.0,,,,1.0,5.0,104.0
2025,Boston College,67,7.0,Brooke McLoy,Brooke McLoy,Brooke,McLoy,Jr,ATT,20.0,2.0,11.0,3.0,14.0,16.0,13.0,1.0,8771174,1.0,1.0,1.0,3.0,2.0,,1.0,,6.0
2025,Boston College,67,14.0,Shea Baker,Shea Baker,Shea,Baker,Jr,M,22.0,22.0,3.0,5.0,8.0,7.0,4.0,43.0,8773901,60.0,37.0,10.0,1.0,1.0,1.0,4.0,3.0,99.0
2025,Boston College,67,29.0,Molly Driscoll,Molly Driscoll,Molly,Driscoll,So,ATT,22.0,0.0,39.0,15.0,54.0,85.0,62.0,1.0,8768334,2.0,9.0,28.0,23.0,13.0,,,1.0,1.0
2025,Boston College,67,9.0,Elizabeth Kirk,Elizabeth Kirk,Elizabeth,Kirk,Sr,M,14.0,7.0,3.0,1.0,4.0,5.0,4.0,,8769831,1.0,1.0,1.0,1.0,,,,,
2025,Boston College,67,2.0,Mallory Hasselbeck,Mallory Hasselbeck,Mallory,Hasselbeck,Sr,ATT,13.0,1.0,5.0,4.0,9.0,8.0,6.0,,8768375,1.0,,4.0,,,,,,
2025,Boston College,67,1.0,Rachel Clark,Rachel Clark,Rachel,Clark,Sr,ATT,22.0,22.0,106.0,22.0,128.0,209.0,148.0,6.0,8774162,5.0,20.0,21.0,26.0,15.0,,,4.0,1.0
2025,Boston College,67,44.0,Chrystina Bennett,Chrystina Bennett,Chrystina,Bennett,Jr,D,3.0,0.0,,,0.0,,,2.0,8780155,1.0,1.0,,,,,,,
2025,Boston College,67,23.0,Emily English,Emily English,Emily,English,Sr,GK,3.0,0.0,,,0.0,,,,8782219,,1.0,,,,,,,
2025,Boston College,67,47.0,Kylee Colbert,Kylee Colbert,Kylee,Colbert,So,M,18.0,11.0,23.0,4.0,27.0,50.0,33.0,4.0,8779218,13.0,12.0,4.0,2.0,,,,,12.0
2025,Boston College,67,88.0,Shea Dolce,Shea Dolce,Shea,Dolce,Jr,GK,22.0,22.0,,,0.0,,,10.0,8779663,1.0,37.0,10.0,,,,,,1.0
2025,Boston College,67,30.0,Ali Hall,Ali Hall,Ali,Hall,So,M,2.0,0.0,,,0.0,,,,8781552,,,,,,,,,
2025,Boston College,67,28.0,Ali Petrone,Ali Petrone,Ali,Petrone,So,M,4.0,0.0,,,0.0,1.0,1.0,,8778351,1.0,,,,,,,,
2025,Boston College,67,22.0,Michaela O'Connor,Michaela O'Connor,Michaela,O'Connor,Jr,D,22.0,22.0,,,0.0,,,18.0,8777690,21.0,20.0,2.0,,,,,,2.0
2025,Boston College,67,3.0,Mckenna Davis,Mckenna Davis,Mckenna,Davis,Sr,ATT,22.0,19.0,28.0,77.0,105.0,78.0,48.0,1.0,8778574,7.0,13.0,26.0,8.0,4.0,,,2.0,
2025,Boston College,67,13.0,Emma LoPinto,Emma LoPinto,Emma,LoPinto,Sr,ATT,22.0,22.0,78.0,35.0,113.0,146.0,110.0,6.0,8778332,15.0,15.0,36.0,20.0,12.0,,4.0,,3.0
2025,Boston College,67,12.0,Giulia Colarusso,Giulia Colarusso,Giulia,Colarusso,Fr,M,12.0,0.0,6.0,2.0,8.0,10.0,7.0,,9099093,,1.0,3.0,3.0,2.0,,,,12.0
2025,Boston College,67,5.0,Julia Hodell,Julia Hodell,Julia,Hodell,Fr,M,3.0,1.0,,,0.0,,,2.0,9099086,6.0,2.0,,,,,,,
2025,Boston College,67,6.0,Hanna Davis,Hanna Davis,Hanna,Davis,Fr,ATT,1.0,0.0,,,0.0,,,,9099089,,,,,,,,,
2025,Boston College,67,4.0,Kelly Blake,Kelly Blake,Kelly,Blake,Fr,M,4.0,0.0,1.0,,1.0,1.0,1.0,,9099084,,,,,,,,,
2025,Boston College,67,25.0,Avery Hudson,Avery Hudson,Avery,Hudson,Fr,M,16.0,2.0,,2.0,2.0,4.0,1.0,3.0,9099103,8.0,5.0,4.0,1.0,,,1.0,,
2025,Boston College,67,21.0,Maria Themelis,Maria Themelis,Maria,Themelis,Sr,M,22.0,5.0,14.0,4.0,18.0,27.0,22.0,8.0,9099111,5.0,10.0,14.0,10.0,5.0,,1.0,2.0,2.0
2025,Boston College,67,18.0,Devon Russell,Devon Russell,Devon,Russell,Fr,M,21.0,18.0,16.0,3.0,19.0,33.0,22.0,12.0,9099102,12.0,12.0,11.0,5.0,1.0,,1.0,2.0,19.0
2025,Boston College,67,26.0,Kaitlyn Cole,Kaitlyn Cole,Kaitlyn,Cole,Fr,D,22.0,22.0,,,0.0,1.0,1.0,6.0,9099105,23.0,16.0,,,,,1.0,,1.0
2025,Boston College,67,20.0,Lydia Colasante,Lydia Colasante,Lydia,Colasante,So,DM,15.0,15.0,4.0,1.0,5.0,9.0,4.0,20.0,9099117,23.0,23.0,4.0,3.0,1.0,,3.0,4.0,53.0
2025,Boston College,67,16.0,Emma Claire Quinn,Emma Claire Quinn,Emma Claire,Quinn,Fr,M,21.0,7.0,4.0,1.0,5.0,16.0,11.0,4.0,9099101,10.0,8.0,8.0,6.0,,,2.0,2.0,
2025,Boston College,67,24.0,Morgan Smith,Morgan Smith,Morgan,Smith,Sr,M,22.0,22.0,1.0,1.0,2.0,2.0,2.0,22.0,9099112,36.0,33.0,5.0,1.0,1.0,,3.0,,16.0
2025,Boston College,67,33.0,Mia Mascone,Mia Mascone,Mia,Mascone,Sr,ATT,22.0,2.0,33.0,24.0,57.0,65.0,52.0,8.0,9099110,7.0,13.0,32.0,17.0,8.0,,1.0,5.0,
2025,Boston U.,68,25.0,Siri Hodgins,Siri Hodgins,Siri,Hodgins,Jr,D,14.0,12.0,1.0,,1.0,1.0,1.0,11.0,8770043,45.0,19.0,9.0,,,,2.0,,4.0
2025,Boston U.,68,2.0,Alex Cutone,Alex Cutone,Alex,Cutone,So,ATT,6.0,4.0,4.0,2.0,6.0,7.0,6.0,4.0,8766464,2.0,7.0,4.0,,,,,,
2025,Boston U.,68,18.0,Tessa Geddes,Tessa Geddes,Tessa,Geddes,So,M,16.0,16.0,25.0,9.0,34.0,46.0,35.0,7.0,8772258,28.0,30.0,30.0,15.0,9.0,,1.0,4.0,49.0
2025,Boston U.,68,33.0,Avery Waters,Avery Waters,Avery,Waters,Sr,D,3.0,0.0,,,0.0,,,,8769017,,,,,,,,,
2025,Boston U.,68,12.0,Samantha Simpson,Samantha Simpson,Samantha,Simpson,Jr,M,3.0,0.0,,,0.0,,,,8765862,,,,,,,,,
2025,Boston U.,68,3.0,Addison Boyd,Addison Boyd,Addison,Boyd,Fr,M,2.0,0.0,,,0.0,,,,9115662,,,,,,,,,
2025,Boston U.,68,8.0,Nia Carrera,Nia Carrera,Nia,Carrera,Fr,M,14.0,1.0,,,0.0,,,4.0,9115664,4.0,4.0,3.0,,,,,,4.0
2025,Boston U.,68,7.0,Jayne Feeney,Jayne Feeney,Jayne,Feeney,Jr,M,16.0,15.0,20.0,1.0,21.0,44.0,34.0,6.0,8769406,25.0,17.0,21.0,9.0,6.0,,3.0,3.0,24.0
2025,Boston U.,68,22.0,Avery Jones,Avery Jones,Avery,Jones,Sr,M,16.0,15.0,11.0,13.0,24.0,27.0,22.0,11.0,8773008,16.0,23.0,21.0,11.0,8.0,,1.0,,2.0
2025,Boston U.,68,28.0,Catie O'Keefe,Catie O'Keefe,Catie,O'Keefe,So,D,4.0,0.0,,,0.0,,,1.0,8771639,,,,,,,,,
2025,Boston U.,68,19.0,Alyssa Mozi,Alyssa Mozi,Alyssa,Mozi,Jr,M,3.0,0.0,,,0.0,,,,8773752,1.0,,,,,,,,
2025,Boston U.,68,43.0,Elle Stevenson,Elle Stevenson,Elle,Stevenson,Jr,M,16.0,16.0,27.0,8.0,35.0,66.0,47.0,7.0,8768299,5.0,14.0,24.0,6.0,2.0,,1.0,6.0,
2025,Boston U.,68,21.0,Reilly Walsh,Reilly Walsh,Reilly,Walsh,So,M,15.0,0.0,5.0,3.0,8.0,16.0,8.0,3.0,8781606,6.0,5.0,12.0,2.0,1.0,,3.0,1.0,3.0
2025,Boston U.,68,30.0,Susie McGowan,Susie McGowan,Susie,McGowan,So,GK,2.0,0.0,,,0.0,,,,8779925,,,,,,,,,1.0
2025,Boston U.,68,4.0,Raegan Bailey,Raegan Bailey,Raegan,Bailey,Sr,ATT,8.0,1.0,1.0,2.0,3.0,6.0,5.0,,8780351,,3.0,4.0,1.0,,,,,
2025,Boston U.,68,6.0,Izabella Amonte,Izabella Amonte,Izabella,Amonte,So,ATT,16.0,0.0,37.0,5.0,42.0,82.0,59.0,2.0,8782059,2.0,10.0,18.0,22.0,10.0,,1.0,3.0,
2025,Boston U.,68,23.0,Hannah Tillier,Hannah Tillier,Hannah,Tillier,Sr,ATT,16.0,16.0,21.0,15.0,36.0,47.0,37.0,5.0,8781033,4.0,15.0,33.0,10.0,3.0,,2.0,2.0,
2025,Boston U.,68,17.0,Alex Law,Alex Law,Alex,Law,So,ATT,1.0,0.0,,,0.0,,,,8781072,,1.0,,,,,,,
2025,Boston U.,68,20.0,Haley Matusz,Haley Matusz,Haley,Matusz,Jr,M,16.0,16.0,,,0.0,1.0,1.0,11.0,8781148,34.0,19.0,4.0,,,,2.0,2.0,1.0
2025,Boston U.,68,29.0,Natalie Aiosa,Natalie Aiosa,Natalie,Aiosa,So,GK,16.0,16.0,,,0.0,,,,8776498,,28.0,2.0,,,,,,
2025,Boston U.,68,26.0,Leah Hodgins,Leah Hodgins,Leah,Hodgins,Jr,M,14.0,7.0,13.0,7.0,20.0,32.0,21.0,3.0,8778241,2.0,9.0,15.0,4.0,2.0,,,1.0,1.0
2025,Boston U.,68,5.0,Eva Chouinard,Eva Chouinard,Eva,Chouinard,Jr,ATT,3.0,0.0,,,0.0,,,,8774545,,1.0,,,,,,,
2025,Boston U.,68,14.0,Kaitlyn Barton,Kaitlyn Barton,Kaitlyn,Barton,Fr,M,16.0,16.0,,,0.0,1.0,1.0,1.0,9115683,4.0,1.0,5.0,,,,1.0,2.0,58.0
2025,Boston U.,68,9.0,Alex Kucharz,Alex Kucharz,Alex,Kucharz,Fr,ATT,10.0,4.0,3.0,3.0,6.0,7.0,5.0,,9115667,2.0,4.0,7.0,1.0,,,,,
2025,Boston U.,68,10.0,Alexandra Burns,Alexandra Burns,Alexandra,Burns,Fr,D,16.0,16.0,,,0.0,,,14.0,9115669,29.0,32.0,8.0,,,,1.0,1.0,1.0
2025,Boston U.,68,16.0,Kendall Sims,Kendall Sims,Kendall,Sims,Sr,M,15.0,1.0,18.0,6.0,24.0,40.0,31.0,12.0,9115649,12.0,39.0,17.0,11.0,7.0,,1.0,2.0,30.0
2025,Boston U.,68,34.0,Zoe Inglis,Zoe Inglis,Zoe,Inglis,So,GK,1.0,0.0,,,0.0,,,,9115655,,,,,,,,,
2025,Boston U.,68,13.0,Eva Stagnaro,Eva Stagnaro,Eva,Stagnaro,Fr,M,16.0,16.0,,,0.0,,,6.0,9115681,19.0,19.0,6.0,,,,,3.0,2.0
2025,Boston U.,68,27.0,Avery Mather,Avery Mather,Avery,Mather,Fr,D,8.0,4.0,,,0.0,,,1.0,9115672,6.0,5.0,3.0,,,,,,
2025,Brown,80,0.0,Grace Kelley,Grace Kelley,Grace,Kelley,Sr,ATT,1.0,0.0,,,0.0,,,,8773404,,,,,,,,,
2025,Brown,80,20.0,Makena London,Makena London,Makena,London,So,ATT,4.0,0.0,,,0.0,,,,8766420,,,,,,,,,
2025,Brown,80,3.0,Greta Criqui,Greta Criqui,Greta,Criqui,Sr,ATT,17.0,17.0,51.0,12.0,63.0,87.0,70.0,3.0,8766478,5.0,7.0,14.0,4.0,3.0,,2.0,2.0,41.0
2025,Brown,80,15.0,Jillian Balkunas,Jillian Balkunas,Jillian,Balkunas,Sr,M,9.0,3.0,,,0.0,,,3.0,8766060,4.0,6.0,,,,,1.0,,
2025,Brown,80,40.0,Elle Udo,Elle Udo,Elle,Udo,Jr,M,8.0,0.0,1.0,1.0,2.0,4.0,3.0,1.0,8766839,1.0,1.0,1.0,,,,,,1.0
2025,Brown,80,1.0,Ashley Schafer,Ashley Schafer,Ashley,Schafer,Sr,D,13.0,9.0,,,0.0,,,8.0,8766106,,12.0,4.0,,,,1.0,,
2025,Brown,80,8.0,Grace Greason,Grace Greason,Grace,Greason,So,M,1.0,0.0,,,0.0,,,,8771376,,,,,,,,,
2025,Brown,80,9.0,Grace Nemeroff,Grace Nemeroff,Grace,Nemeroff,Jr,ATT,4.0,0.0,,,0.0,1.0,,,8782998,,1.0,,,,,1.0,,
2025,Brown,80,14.0,Goldie Aronson,Goldie Aronson,Goldie,Aronson,Jr,D,14.0,7.0,1.0,,1.0,1.0,1.0,9.0,8780315,9.0,12.0,,,,,1.0,1.0,1.0
2025,Brown,80,6.0,Claire Mahoney,Claire Mahoney,Claire,Mahoney,Jr,GK,15.0,11.0,,1.0,1.0,,,,8781951,,14.0,,,,,,,
2025,Brown,80,24.0,Mariama Camara,Mariama Camara,Mariama,Camara,So,M,1.0,0.0,,,0.0,,,,8781959,,,,,,,,,
2025,Brown,80,22.0,Marley Wright,Marley Wright,Marley,Wright,Jr,M,11.0,0.0,4.0,1.0,5.0,7.0,6.0,1.0,8780843,4.0,2.0,2.0,3.0,2.0,,,,
2025,Brown,80,26.0,Annie Burton,Annie Burton,Annie,Burton,Sr,M,17.0,15.0,17.0,57.0,74.0,33.0,21.0,6.0,8782217,4.0,5.0,22.0,4.0,,,,3.0,
2025,Brown,80,10.0,Kiki Tormey,Kiki Tormey,Kiki,Tormey,Jr,ATT,8.0,0.0,3.0,1.0,4.0,10.0,7.0,2.0,8781123,2.0,2.0,,4.0,1.0,,1.0,,
2025,Brown,80,43.0,Beth Anderson,Beth Anderson,Beth,Anderson,So,M,17.0,17.0,16.0,12.0,28.0,53.0,35.0,7.0,8781196,10.0,10.0,24.0,11.0,4.0,,4.0,9.0,86.0
2025,Brown,80,39.0,Taylor Cline,Taylor Cline,Taylor,Cline,So,ATT,1.0,0.0,,,0.0,,,,8781358,,,,,,,,,
2025,Brown,80,35.0,Codi Johnson,Codi Johnson,Codi,Johnson,So,D,17.0,17.0,,,0.0,,,18.0,8782616,19.0,15.0,3.0,,,,5.0,6.0,20.0
2025,Brown,80,42.0,Elissa Byrne,Elissa Byrne,Elissa,Byrne,Sr,GK,3.0,0.0,,,0.0,,,,8782642,,1.0,,,,,,,
2025,Brown,80,13.0,Caroline Korn,Caroline Korn,Caroline,Korn,So,D,13.0,6.0,,,0.0,,,5.0,8782671,8.0,9.0,2.0,,,,3.0,,
2025,Brown,80,44.0,Jessie Bakes,Jessie Bakes,Jessie,Bakes,Sr,M,1.0,0.0,,,0.0,,,,8781534,,1.0,,,,,,,
2025,Brown,80,25.0,Adele Atherton,Adele Atherton,Adele,Atherton,So,ATT,10.0,5.0,6.0,10.0,16.0,11.0,8.0,1.0,8776397,1.0,2.0,11.0,1.0,,,,,1.0
2025,Brown,80,11.0,Ruby Sliwkowski,Ruby Sliwkowski,Ruby,Sliwkowski,So,M,11.0,0.0,7.0,,7.0,16.0,11.0,1.0,8776524,2.0,2.0,3.0,2.0,1.0,,,,
2025,Brown,80,28.0,Molly Stephens,Molly Stephens,Molly,Stephens,Jr,ATT,1.0,0.0,,,0.0,1.0,1.0,,8777916,,,,,,,,,
2025,Brown,80,16.0,Rory Rothnie,Rory Rothnie,Rory,Rothnie,So,M,13.0,11.0,,,0.0,,,6.0,8776880,3.0,8.0,6.0,,,,,,3.0
2025,Brown,80,17.0,Annie O'Connor,Annie O'Connor,Annie,O'Connor,Jr,D,3.0,0.0,,,0.0,,,,8777111,,1.0,,,,,,,
2025,Brown,80,29.0,Paige Gillen,Paige Gillen,Paige,Gillen,Sr,D,11.0,11.0,1.0,,1.0,3.0,3.0,13.0,8778388,13.0,21.0,6.0,1.0,,,1.0,1.0,31.0
2025,Brown,80,4.0,Sydney Rathjen,Sydney Rathjen,Sydney,Rathjen,Sr,ATT,11.0,1.0,9.0,8.0,17.0,25.0,21.0,1.0,8776138,,4.0,5.0,4.0,,,1.0,1.0,
2025,Brown,80,37.0,Abigail Ball,Abigail Ball,Abigail,Ball,Jr,D,7.0,4.0,,,0.0,,,2.0,8776174,4.0,4.0,1.0,,,,,,
2025,Brown,80,12.0,Carly Camphausen,Carly Camphausen,Carly,Camphausen,Sr,M,13.0,10.0,24.0,2.0,26.0,37.0,34.0,5.0,9112897,4.0,9.0,12.0,12.0,8.0,,,1.0,18.0
2025,Brown,80,2.0,Riley Peterson,Riley Peterson,Riley,Peterson,Fr,D,17.0,17.0,17.0,1.0,18.0,42.0,31.0,6.0,9112894,16.0,17.0,12.0,8.0,4.0,,1.0,2.0,15.0
2025,Brown,80,18.0,Kate Spinks,Kate Spinks,Kate,Spinks,Fr,ATT,5.0,0.0,,,0.0,,,,9112898,1.0,,,,,,,,
2025,Brown,80,33.0,Cate Luviano,Cate Luviano,Cate,Luviano,Fr,M,4.0,0.0,,,0.0,,,,9112911,,,1.0,,,,,,
2025,Brown,80,34.0,Caroline Morris,Caroline Morris,Caroline,Morris,Fr,D,1.0,0.0,,,0.0,,,,9112912,,,,,,,,,
2025,Brown,80,60.0,Claire Murphy,Claire Murphy,Claire,Murphy,Fr,GK,3.0,0.0,,,0.0,1.0,1.0,,9112929,,,1.0,,,,,,1.0
2025,Brown,80,50.0,Caroline Shu,Caroline Shu,Caroline,Shu,Fr,D,6.0,0.0,,,0.0,,,,9112925,1.0,2.0,1.0,,,,,,3.0
2025,Brown,80,27.0,Leah Caputo,Leah Caputo,Leah,Caputo,Sr,ATT,17.0,17.0,35.0,8.0,43.0,85.0,59.0,3.0,9112902,2.0,8.0,15.0,18.0,10.0,,,3.0,
2025,Brown,80,31.0,Anna Kristynik,Anna Kristynik,Anna,Kristynik,Fr,ATT,2.0,0.0,,,0.0,3.0,3.0,,9112906,,,,1.0,,,,,
2025,Brown,80,32.0,Margaret Woodberry,Margaret Woodberry,Margaret,Woodberry,Sr,GK,2.0,0.0,,,0.0,,,1.0,9112909,1.0,,,,,,,,
2025,Brown,80,36.0,Bae Bounds,Bae Bounds,Bae,Bounds,Fr,M,9.0,0.0,1.0,,1.0,3.0,2.0,1.0,9112913,1.0,1.0,5.0,,,,,,2.0
2025,Brown,80,5.0,Alyssa Levy,Alyssa Levy,Alyssa,Levy,Sr,ATT,2.0,0.0,,,0.0,1.0,1.0,,9112895,,,2.0,,,,,,1.0
2025,Brown,80,7.0,Jackie Mason,Jackie Mason,Jackie,Mason,Sr,ATT,2.0,0.0,,,0.0,,,,9112896,,,,,,,,,
2025,Brown,80,23.0,Maddie Joyce,Maddie Joyce,Maddie,Joyce,Sr,M,17.0,17.0,28.0,5.0,33.0,64.0,38.0,15.0,9112901,15.0,27.0,10.0,9.0,4.0,,1.0,1.0,25.0
2025,Brown,80,38.0,Charlotte Ford,Charlotte Ford,Charlotte,Ford,Fr,M,1.0,0.0,,,0.0,,,1.0,9112917,,,,,,,,,
2025,Brown,80,45.0,Avery Doran,Avery Doran,Avery,Doran,Fr,ATT,17.0,3.0,23.0,24.0,47.0,54.0,41.0,8.0,9112922,4.0,8.0,23.0,2.0,1.0,,2.0,2.0,
2025,Brown,80,55.0,Anne Booth,Anne Booth,Anne,Booth,Fr,GK,11.0,6.0,,,0.0,,,,9112927,,10.0,,,,,,,
2025,Bryant,81,16.0,Elise Larsen,Elise Larsen,Elise,Larsen,So,M,18.0,14.0,16.0,23.0,39.0,32.0,26.0,8.0,8768847,2.0,12.0,37.0,4.0,3.0,,4.0,4.0,3.0
2025,Bryant,81,12.0,Amelia Piercy,Amelia Piercy,Amelia,Piercy,Sr,M,18.0,18.0,23.0,10.0,33.0,69.0,48.0,5.0,8772462,3.0,8.0,25.0,5.0,1.0,,2.0,3.0,
2025,Bryant,81,14.0,Grayson Woodward,Grayson Woodward,Grayson,Woodward,So,M,5.0,0.0,1.0,,1.0,1.0,1.0,,8770446,,1.0,4.0,,,,,,
2025,Bryant,81,4.0,Keira Baglio,Keira Baglio,Keira,Baglio,So,D,1.0,0.0,,,0.0,,,,8773952,1.0,,,,,,,1.0,
2025,Bryant,81,20.0,Emily Degeorge,Emily Degeorge,Emily,Degeorge,Jr,M,15.0,14.0,42.0,7.0,49.0,80.0,63.0,9.0,8767037,2.0,8.0,19.0,11.0,7.0,,1.0,1.0,6.0
2025,Bryant,81,9.0,Isabelle Katter,Isabelle Katter,Isabelle,Katter,Sr,M,18.0,18.0,31.0,28.0,59.0,83.0,52.0,6.0,8769454,3.0,14.0,32.0,11.0,9.0,,2.0,2.0,44.0
2025,Bryant,81,21.0,Jessica Colalillo,Jessica Colalillo,Jessica,Colalillo,Sr,DM,18.0,18.0,,,0.0,1.0,,19.0,8773600,11.0,27.0,7.0,,,,,1.0,
2025,Bryant,81,13.0,Riley O'Mara,Riley O'Mara,Riley,O'Mara,Jr,M,18.0,18.0,33.0,5.0,38.0,79.0,56.0,14.0,8767959,8.0,18.0,14.0,8.0,4.0,,2.0,7.0,9.0
2025,Bryant,81,42.0,Kelly Ford,Kelly Ford,Kelly,Ford,Jr,D,16.0,14.0,1.0,,1.0,3.0,3.0,14.0,8768300,8.0,26.0,9.0,1.0,,,2.0,1.0,
2025,Bryant,81,6.0,Emma Wymes,Emma Wymes,Emma,Wymes,Jr,M,1.0,0.0,,,0.0,,,,8769868,,,1.0,,,,,,
2025,Bryant,81,1.0,Rosemary Mcilroy,Rosemary Mcilroy,Rosemary,Mcilroy,Sr,D,14.0,0.0,,,0.0,,,2.0,8769871,2.0,1.0,2.0,,,,,,
2025,Bryant,81,25.0,Malin-Skye Turnquist,Malin-Skye Turnquist,Malin-Skye,Turnquist,So,M,15.0,0.0,5.0,1.0,6.0,15.0,8.0,1.0,8769997,1.0,2.0,9.0,4.0,2.0,,4.0,,
2025,Bryant,81,5.0,Kelly Morrison,Kelly Morrison,Kelly,Morrison,Jr,M,1.0,0.0,,,0.0,,,,8774186,,,,,,,,,
2025,Bryant,81,26.0,Gabriella Constant,Gabriella Constant,Gabriella,Constant,So,M,18.0,6.0,38.0,6.0,44.0,96.0,71.0,1.0,8780160,3.0,9.0,23.0,19.0,7.0,,,6.0,
2025,Bryant,81,19.0,Ava Bartoli,Ava Bartoli,Ava,Bartoli,So,ATT,1.0,0.0,,,0.0,1.0,1.0,,8783199,,,,,,,,,
2025,Bryant,81,11.0,Jessica Tosone,Jessica Tosone,Jessica,Tosone,Jr,D,18.0,18.0,2.0,,2.0,6.0,6.0,45.0,8781097,20.0,55.0,3.0,,,,6.0,7.0,52.0
2025,Bryant,81,27.0,Katie Mahony,Katie Mahony,Katie,Mahony,So,ATT,2.0,0.0,,,0.0,,,1.0,8781213,,1.0,1.0,,,,,,
2025,Bryant,81,10.0,Peyton Bosshardt,Peyton Bosshardt,Peyton,Bosshardt,So,ATT,6.0,0.0,2.0,1.0,3.0,4.0,4.0,1.0,8779208,1.0,2.0,4.0,1.0,1.0,,,,
2025,Bryant,81,36.0,Claudia Bonaventura,Claudia Bonaventura,Claudia,Bonaventura,Sr,M,1.0,0.0,,,0.0,,,,8776501,,1.0,,,,,,,
2025,Bryant,81,23.0,Charlotte Wymes,Charlotte Wymes,Charlotte,Wymes,So,D,2.0,0.0,,,0.0,,,,8778764,,2.0,,,,,,,
