Season,Team,jersey,Full Name,Roster Name,First Name,Last Name,Year,Position,Jersey Number,Games Played,Games Started,Goals,Assists,Points,Shots,Shots on Goal,Ground Balls,Turnovers,Caused Turnovers,Faceoffs Won,Faceoffs Taken,NCAA id
2024,Army West Point,3,Jackson Eicher,Jackson Eicher,Jackson,Eicher,Jr,ATT,3,14,14,37,21,58,122,72,19,26,7,0,0,8212833
2024,Army West Point,33,Christian Fournier,Christian Fournier,Christian,Fournier,Jr,LSM,33,14,0,1,3,4,6,3,50,2,13,0,0,8201790
2024,Army West Point,79,Ryan Nixon,Ryan Nixon,Ryan,Nixon,Jr,M,79,14,0,1,0,1,5,3,36,1,11,0,0,8211584
2024,Army West Point,20,AJ Pilate,AJ Pilate,AJ,Pilate,Jr,D,20,14,14,1,0,1,7,3,36,8,23,0,0,8201278
2024,Army West Point,40,Eamon Murphy,Eamon Murphy,Eamon,Murphy,Sr,DM,40,14,0,1,3,4,9,4,20,5,2,0,0,8211800
2024,Army West Point,36,Ned Lynch,Ned Lynch,Ned,Lynch,Sr,D,36,14,14,0,0,0,0,0,17,0,9,0,0,8211252
2024,Army West Point,90,Jacob Morin,Jacob Morin,Jacob,Morin,Sr,M,90,14,14,27,8,35,94,61,8,9,1,0,0,8212873
2024,Army West Point,7,Ryan Sposito,Ryan Sposito,Ryan,Sposito,Sr,M,7,14,3,5,6,11,20,14,3,7,0,0,0,8427660
2024,Army West Point,24,Reese Burek,Reese Burek,Reese,Burek,Sr,M,24,14,14,26,28,54,88,56,26,30,3,0,0,8427665
2024,Army West Point,11,Alex Gekas,Alex Gekas,Alex,Gekas,Sr,M,11,13,0,1,6,7,13,3,5,11,0,0,0,8209059
2024,Army West Point,10,Will Coletti,Will Coletti,Will,Coletti,Jr,FO,10,13,0,8,3,11,27,16,117,8,0,215,347,8207964
2024,Army West Point,55,Christian Mazur,Christian Mazur,Christian,Mazur,Jr,ATT,55,13,0,1,0,1,6,4,18,0,8,0,0,8210685
2024,Army West Point,25,Joey Stillings,Joey Stillings,Joey,Stillings,Sr,LSM,25,12,0,1,0,1,2,1,6,3,1,0,0,8202065
2024,Army West Point,77,Ryan Sellew,Ryan Sellew,Ryan,Sellew,Jr,ATT,77,12,0,5,0,5,17,8,1,3,0,0,0,8212048
2024,Army West Point,98,Keagan Treacy,Keagan Treacy,Keagan,Treacy,So,D,98,11,0,1,0,1,5,3,6,1,2,0,0,8212937
2024,Army West Point,14,Avi Mehl,Avi Mehl,Avi,Mehl,So,ATT,14,11,0,4,1,5,12,9,2,1,0,0,0,8211213
2024,Army West Point,1,Sean Byrne,Sean Byrne,Sean,Byrne,So,GK,1,11,6,0,0,0,1,0,12,4,3,0,0,8205618
2024,Army West Point,0,Bailey O'Connor,Bailey O'Connor,Bailey,O'Connor,Sr,M,0,11,11,10,4,14,26,16,5,8,0,0,0,8203030
2024,Army West Point,88,Casey Reynolds,Casey Reynolds,Casey,Reynolds,Jr,M,88,10,0,1,0,1,1,1,4,2,3,0,0,8201859
2024,Army West Point,29,Finn McCullough,Finn McCullough,Finn,McCullough,Jr,ATT,29,10,0,3,1,4,10,5,3,4,0,0,0,8207600
2024,Army West Point,60,Matt Chess,Matt Chess,Matt,Chess,Sr,GK,60,10,8,0,0,0,0,0,15,3,1,0,0,8208929
2024,Army West Point,51,CJ Monturio,CJ Monturio,CJ,Monturio,So,M,51,8,0,0,0,0,0,0,0,0,1,0,0,8210393
2024,Army West Point,22,Cal Lambert,Cal Lambert,Cal,Lambert,So,FO,22,8,0,3,0,3,9,7,0,1,0,0,0,8211212
2024,Army West Point,21,Dylan D'Agostino,Dylan D'Agostino,Dylan,D'Agostino,Jr,M,21,8,0,0,0,0,1,1,1,4,1,0,0,8202376
2024,Army West Point,26,Mike Tangredi,Mike Tangredi,Mike,Tangredi,Sr,M,26,7,0,0,0,0,2,1,1,1,0,0,0,8205168
2024,Army West Point,17,Alec Vaccaro,Alec Vaccaro,Alec,Vaccaro,Jr,FO,17,7,0,1,0,1,1,1,3,0,0,5,18,8205330
2024,Army West Point,43,Billy Adams,Billy Adams,Billy,Adams,Jr,M,43,6,0,0,0,0,1,0,0,0,0,0,0,8201280
2024,Army West Point,2,Andrew Miller,Andrew Miller,Andrew,Miller,Fr,M,2,6,0,0,0,0,0,0,2,0,1,0,0,8427631
2024,Army West Point,49,Grant Masterson,Grant Masterson,Grant,Masterson,Fr,M,49,5,0,0,0,0,2,2,0,0,0,0,0,8427649
2024,Army West Point,6,Brayden Duncan,Brayden Duncan,Brayden,Duncan,Sr,ATT,6,5,0,0,0,0,0,0,0,0,0,0,0,8209304
2024,Army West Point,19,Johnny Devino,Johnny Devino,Johnny,Devino,Jr,M,19,5,0,0,0,0,0,0,1,1,0,0,0,8212266
2024,Army West Point,27,Kyle Atherton,Kyle Atherton,Kyle,Atherton,Jr,D,27,4,0,0,0,0,0,0,2,1,0,0,0,8209788
2024,Army West Point,37,Mike Harney,Mike Harney,Mike,Harney,Fr,ATT,37,4,0,2,2,4,4,2,0,0,0,0,0,8427641
2024,Army West Point,81,Dawson Clark,Dawson Clark,Dawson,Clark,So,ATT,81,4,0,0,0,0,1,1,0,1,0,0,0,8202900
2024,Army West Point,18,Robert Simone,Robert Simone,Robert,Simone,Fr,FO,18,4,0,0,0,0,1,0,13,1,0,0,0,8427637
2024,Army West Point,16,Patrick Ferguson,Patrick Ferguson,Patrick,Ferguson,So,D,16,3,0,0,0,0,0,0,1,0,1,0,0,8212617
2024,Army West Point,13,Alex Petrignani,Alex Petrignani,Alex,Petrignani,So,M,13,3,0,0,1,1,0,0,0,0,0,0,0,8204338
2024,Army West Point,28,Paul Johnson,Paul Johnson,Paul,Johnson,Sr,ATT,28,3,0,2,0,2,3,3,0,1,0,0,0,8203715
2024,Army West Point,48,Jack Szalankiewicz,Jack Szalankiewicz,Jack,Szalankiewicz,Sr,LSM,48,2,0,0,0,0,0,0,1,0,0,0,0,8204467
2024,Army West Point,12,Trevor Kelly,Trevor Kelly,Trevor,Kelly,Sr,M,12,2,0,1,0,1,1,1,0,0,0,0,0,8210347
2024,Army West Point,58,Brandon Gibson,Brandon Gibson,Brandon,Gibson,Sr,DM,58,2,0,0,0,0,0,0,1,0,0,0,0,8202079
2024,Army West Point,50,Mack Carter,Mack Carter,Mack,Carter,So,M,50,1,0,0,0,0,1,0,0,0,0,0,0,8210110
2024,Bellarmine,11,Nick Ferge,Nick Ferge,Nick,Ferge,So,LSM,11,17,0,4,0,4,8,4,16,7,12,0,0,8213273
2024,Bellarmine,99,Brady Long,Brady Long,Brady,Long,Jr,D,99,17,17,2,2,4,9,4,31,12,16,0,0,8209348
2024,Bellarmine,8,Jaden Wilkins,Jaden Wilkins,Jaden,Wilkins,Jr,M,8,17,0,6,0,6,42,19,2,10,1,0,0,8201890
2024,Bellarmine,10,Justin Wescoat,Justin Wescoat,Justin,Wescoat,Jr,M,10,17,5,15,4,19,62,36,9,17,0,0,0,8204240
2024,Bellarmine,50,Jackson Hammersley,Jackson Hammersley,Jackson,Hammersley,Sr,M,50,17,0,0,0,0,0,0,4,0,0,0,0,8202536
2024,Bellarmine,25,Wilson Murphree,Wilson Murphree,Wilson,Murphree,Sr,M,25,17,0,14,6,20,38,23,5,13,0,0,0,8201750
2024,Bellarmine,47,Tommy Fialkowski,Tommy Fialkowski,Tommy,Fialkowski,Sr,D,47,17,0,2,0,2,3,3,12,2,13,0,0,8203364
2024,Bellarmine,52,Kyle Playsted,Kyle Playsted,Kyle,Playsted,Sr,ATT,52,17,17,32,29,61,94,61,10,18,2,0,0,8203787
2024,Bellarmine,40,Matt Kirton,Matt Kirton,Matt,Kirton,Fr,D,40,17,10,0,0,0,0,0,27,4,10,0,0,8453961
2024,Bellarmine,23,John Alie,John Alie,John,Alie,So,ATT,23,17,13,40,8,48,87,65,8,15,1,0,0,8210086
2024,Bellarmine,49,Grant Guthrie,Grant Guthrie,Grant,Guthrie,So,FO,49,16,0,1,0,1,1,1,40,7,0,84,195,8211805
2024,Bellarmine,33,Christopher Reynolds,Christopher Reynolds,Christopher,Reynolds,So,D,33,16,16,0,0,0,1,0,43,9,18,0,0,8210606
2024,Bellarmine,66,Pat Anderson,Pat Anderson,Pat,Anderson,Sr,M,66,16,3,4,11,15,25,13,4,23,1,0,0,8453954
2024,Bellarmine,31,Jackson Campisano,Jackson Campisano,Jackson,Campisano,Fr,D,31,16,0,1,0,1,2,1,32,4,16,0,0,8453956
2024,Bellarmine,37,Aidan Fearn,Aidan Fearn,Aidan,Fearn,Jr,FO,37,16,0,0,2,2,2,2,34,8,1,91,166,8208803
2024,Bellarmine,4,Robert MacMichael,Robert MacMichael,Robert,MacMichael,Fr,D,4,16,7,0,1,1,1,1,13,4,3,0,0,8453964
2024,Bellarmine,5,Tayo Oladunmoye,Tayo Oladunmoye,Tayo,Oladunmoye,Sr,M,5,15,10,6,6,12,32,16,7,10,2,0,0,8211892
2024,Bellarmine,19,Brennan McDermott,Brennan McDermott,Brennan,McDermott,Jr,M,19,15,0,1,0,1,4,2,24,2,2,0,0,8212069
2024,Bellarmine,21,Denton Macdonald,Denton Macdonald,Denton,Macdonald,Sr,M,21,15,15,7,0,7,16,13,29,4,16,0,0,8202045
2024,Bellarmine,22,Benny O'Rourk,Benny O'Rourk,Benny,O'Rourk,Sr,M,22,14,13,31,23,54,97,58,11,29,0,0,0,8453969
2024,Bellarmine,7,Jack Cunningham,Jack Cunningham,Jack,Cunningham,Sr,M,7,14,0,2,0,2,7,3,6,1,0,0,0,8206458
2024,Bellarmine,6,John Imperato,John Imperato,John,Imperato,Jr,M,6,14,0,0,0,0,1,0,2,4,3,0,0,8212314
2024,Bellarmine,45,JC Higginbotham,JC Higginbotham,JC,Higginbotham,Sr,GK,45,13,13,0,0,0,0,0,15,1,2,0,0,8453960
2024,Bellarmine,28,Christian DellaRocco,Christian DellaRocco,Christian,DellaRocco,Sr,ATT,28,13,12,24,12,36,85,50,18,17,4,0,0,8208567
2024,Bellarmine,51,Lukas Sinon,Lukas Sinon,Lukas,Sinon,Sr,M,51,12,0,1,5,6,18,9,2,9,0,0,0,8201266
2024,Bellarmine,27,Jack Love,Jack Love,Jack,Love,So,LSM,27,12,0,0,0,0,1,1,2,1,5,0,0,8202126
2024,Bellarmine,3,Harrison Pate,Harrison Pate,Harrison,Pate,Sr,M,3,12,12,1,4,5,4,2,7,2,3,0,0,8453970
2024,Bellarmine,88,Max Coopman,Max Coopman,Max,Coopman,Sr,D,88,12,0,0,0,0,0,0,3,1,3,0,0,8205643
2024,Bellarmine,42,Nate Committee,Nate Committee,Nate,Committee,So,D,42,12,1,0,0,0,0,0,3,1,2,0,0,8212379
2024,Bellarmine,12,Cole Messick,Cole Messick,Cole,Messick,Jr,FO,12,11,0,0,0,0,1,0,26,3,0,45,86,8206120
2024,Bellarmine,53,Michael Blaymires,Michael Blaymires,Michael,Blaymires,So,M,53,11,0,4,0,4,17,12,2,2,1,0,0,8206946
2024,Bellarmine,55,Jayden Smith,Jayden Smith,Jayden,Smith,Jr,LSM,55,10,0,0,0,0,0,0,4,0,1,0,1,8201734
2024,Bellarmine,16,Ryan Wyrick,Ryan Wyrick,Ryan,Wyrick,Fr,ATT,16,8,0,4,0,4,12,8,3,5,0,0,0,8453980
2024,Bellarmine,32,Luke Healy,Luke Healy,Luke,Healy,Fr,ATT,32,7,2,2,5,7,18,8,2,4,1,0,0,8453959
2024,Bellarmine,92,Jack Bryant,Jack Bryant,Jack,Bryant,Fr,GK,92,7,3,0,0,0,0,0,5,0,1,0,0,8453955
2024,Bellarmine,14,Ryan Curry,Ryan Curry,Ryan,Curry,So,M,14,6,0,1,1,2,3,2,1,1,0,0,0,8212610
2024,Bellarmine,30,Josh Healy,Josh Healy,Josh,Healy,Sr,M,30,5,0,0,0,0,2,2,1,2,0,0,0,8207769
2024,Bellarmine,24,Josh Seipp,Josh Seipp,Josh,Seipp,So,ATT,24,4,0,0,1,1,3,3,0,1,0,0,0,8207533
2024,Bellarmine,13,Brandon Boyle,Brandon Boyle,Brandon,Boyle,So,ATT,13,4,0,2,2,4,7,5,2,5,0,0,0,8211681
2024,Bellarmine,15,Alex Coco,Alex Coco,Alex,Coco,Sr,M,15,4,0,0,1,1,3,1,0,2,0,0,0,8453957
2024,Bellarmine,20,Ethan Tunucci,Ethan Tunucci,Ethan,Tunucci,So,ATT,20,3,0,0,0,0,0,0,2,2,0,0,0,8205590
2024,Bellarmine,77,Jack Raley,Jack Raley,Jack,Raley,Fr,M,77,2,0,0,0,0,0,0,0,1,0,0,0,8453978
2024,Bellarmine,91,Hudson O'Hara,Hudson O'Hara,Hudson,O'Hara,Fr,ATT,91,2,0,0,1,1,0,0,1,0,0,0,0,8453972
2024,Bellarmine,35,Bryce Ledwith,Bryce Ledwith,Bryce,Ledwith,Fr,GK,35,1,1,0,0,0,0,0,1,0,1,0,0,8453963
2024,Binghamton,17,Jack Mellen,Jack Mellen,Jack,Mellen,Fr,M,17,13,3,7,2,9,21,11,5,3,1,0,0,8409255
2024,Binghamton,7,Will Feldmann,Will Feldmann,Will,Feldmann,So,M,7,13,7,2,4,6,16,14,3,10,0,0,0,8204982
2024,Binghamton,2,Gage Adams,Gage Adams,Gage,Adams,Jr,ATT,2,13,13,26,10,36,93,52,11,20,2,0,0,8206114
2024,Binghamton,24,Lorenzo Ramos,Lorenzo Ramos,Lorenzo,Ramos,Jr,D,24,13,13,0,0,0,1,0,15,5,8,0,0,8209501
2024,Binghamton,15,Connor Winters,Connor Winters,Connor,Winters,Jr,GK,15,13,13,0,0,0,0,0,38,11,8,0,0,8202444
2024,Binghamton,31,Matthew Keegan,Matthew Keegan,Matthew,Keegan,Jr,ATT,31,13,13,34,13,47,99,58,17,11,9,0,0,8205507
2024,Binghamton,25,Thomas Kelly,Thomas Kelly,Thomas,Kelly,Jr,M,25,13,0,3,0,3,11,6,0,6,0,0,0,8202294
2024,Binghamton,40,Trey Sofield,Trey Sofield,Trey,Sofield,Sr,M,40,13,0,1,1,2,2,1,17,7,5,0,0,8201651
2024,Binghamton,3,Ross Chazanow,Ross Chazanow,Ross,Chazanow,Sr,FO,3,13,0,6,3,9,19,14,86,10,1,184,346,8206141
2024,Binghamton,6,Liam Ferris,Liam Ferris,Liam,Ferris,Sr,ATT,6,13,13,32,10,42,128,80,15,16,2,0,0,8409248
2024,Binghamton,23,Max Napoli,Max Napoli,Max,Napoli,Sr,M,23,13,0,1,0,1,4,2,19,3,3,0,0,8409259
2024,Binghamton,20,Declan Ferris,Declan Ferris,Declan,Ferris,Sr,D,20,13,0,3,0,3,6,5,21,2,7,0,0,8409257
2024,Binghamton,8,Sonny Imburgia,Sonny Imburgia,Sonny,Imburgia,Sr,M,8,13,6,4,5,9,31,13,1,7,3,0,0,8409249
2024,Binghamton,45,Nolan Sharkey,Nolan Sharkey,Nolan,Sharkey,Fr,LSM,45,13,0,0,2,2,1,1,15,2,8,0,0,8409271
2024,Binghamton,12,Jack Fearnley,Jack Fearnley,Jack,Fearnley,Jr,D,12,12,9,0,0,0,0,0,12,5,9,0,0,8211476
2024,Binghamton,21,Colin Delay,Colin Delay,Colin,Delay,So,ATT,21,12,10,8,3,11,29,17,8,7,3,0,0,8205660
2024,Binghamton,11,Brady Sharkey,Brady Sharkey,Brady,Sharkey,Fr,M,11,12,0,0,0,0,3,2,8,1,2,0,0,8409254
2024,Binghamton,16,Aaron Tebo,Aaron Tebo,Aaron,Tebo,Sr,M,16,11,0,2,1,3,6,2,26,7,4,0,0,8205058
2024,Binghamton,19,Ethan Insinga,Ethan Insinga,Ethan,Insinga,Sr,M,19,11,11,11,9,20,53,29,10,18,1,0,0,8211790
2024,Binghamton,44,Christian Hanko,Christian Hanko,Christian,Hanko,Jr,D,44,11,10,0,0,0,0,0,12,5,7,0,0,8209067
2024,Binghamton,33,Anthony Bilello,Anthony Bilello,Anthony,Bilello,So,D,33,9,7,0,0,0,0,0,14,3,5,0,0,8210925
2024,Binghamton,4,Paolo Capucciati,Paolo Capucciati,Paolo,Capucciati,Jr,LSM,4,8,0,0,0,0,1,1,3,1,1,0,0,8212408
2024,Binghamton,13,Gavin Jacobsen,Gavin Jacobsen,Gavin,Jacobsen,So,M,13,8,0,0,0,0,8,2,0,2,0,0,0,8208616
2024,Binghamton,29,Dan Garone,Dan Garone,Dan,Garone,Jr,ATT,29,7,2,6,0,6,9,7,5,3,0,0,0,8206493
2024,Binghamton,18,CJ Mangio,CJ Mangio,CJ,Mangio,Fr,M,18,7,0,0,0,0,0,0,0,0,0,6,19,8409256
2024,Binghamton,42,Matthew Rincon,Matthew Rincon,Matthew,Rincon,So,M,42,7,0,1,2,3,4,3,16,2,0,0,0,8205764
2024,Binghamton,32,Andrew Girolamo,Andrew Girolamo,Andrew,Girolamo,Fr,ATT,32,7,0,8,5,13,34,17,8,4,1,0,0,8409266
2024,Binghamton,27,Nick Cartmill,Nick Cartmill,Nick,Cartmill,Jr,M,27,6,0,1,1,2,3,1,2,2,1,0,0,8209854
2024,Binghamton,5,Eoin MacKay,Eoin MacKay,Eoin,MacKay,So,D,5,4,0,0,0,0,0,0,1,1,0,0,0,8201781
2024,Binghamton,41,Nicky LaBanca,Nicky LaBanca,Nicky,LaBanca,Sr,GK,41,4,0,0,0,0,1,1,0,1,0,0,0,8409267
2024,Binghamton,34,Mason Shenk,Mason Shenk,Mason,Shenk,So,D,34,4,0,0,0,0,0,0,2,0,1,0,0,8202237
2024,Binghamton,1,Anthony Todaro,Anthony Todaro,Anthony,Todaro,Sr,ATT,1,3,0,0,1,1,0,0,0,1,0,0,0,8211423
2024,Binghamton,10,Jojo Provenzano,Jojo Provenzano,Jojo,Provenzano,Fr,D,10,3,0,0,0,0,0,0,1,0,0,0,0,8409253
2024,Binghamton,39,John Angelicola,John Angelicola,John,Angelicola,Fr,M,39,3,0,0,0,0,0,0,0,1,0,0,0,8409268
2024,Binghamton,9,Rob Kreush,Rob Kreush,Rob,Kreush,Sr,M,9,2,0,0,0,0,0,0,0,1,0,0,0,8202269
2024,Boston U.,44,Connor Kehm,Connor Kehm,Connor,Kehm,So,D,44,17,11,0,1,1,0,0,45,5,22,0,0,8205335
2024,Boston U.,20,Luke Davis,Luke Davis,Luke,Davis,Fr,ATT,20,17,0,2,0,2,7,6,17,6,9,0,0,8491413
2024,Boston U.,42,Jake Cates,Jake Cates,Jake,Cates,Sr,M,42,17,17,21,19,40,85,47,17,24,9,0,0,8456410
2024,Boston U.,21,Charles Huntley,Charles Huntley,Charles,Huntley,Fr,M,21,17,0,1,0,1,1,1,9,3,3,0,0,8456415
2024,Boston U.,29,Trey Brown,Trey Brown,Trey,Brown,Jr,D,29,17,9,0,1,1,1,1,34,9,18,0,0,8213042
2024,Boston U.,28,Will Barnes,Will Barnes,Will,Barnes,Jr,GK,28,17,17,0,0,0,1,1,46,11,8,0,0,8205596
2024,Boston U.,1,Jimmy O'Connell,Jimmy O'Connell,Jimmy,O'Connell,Jr,ATT,1,17,4,5,3,8,15,10,7,6,0,0,0,8208418
2024,Boston U.,3,Brenden  Kelly,Brenden  Kelly,Brenden,,Jr,ATT,3,17,17,43,6,49,96,66,36,18,3,0,0,8202576
2024,Boston U.,26,Matthew Fritz,Matthew Fritz,Matthew,Fritz,Jr,FO,26,17,0,3,1,4,6,3,74,4,4,155,290,8456413
2024,Boston U.,14,Jimmy Kohr,Jimmy Kohr,Jimmy,Kohr,So,ATT,14,17,1,5,4,9,17,12,2,7,0,0,0,8202623
2024,Boston U.,46,Dane DeGoler,Dane DeGoler,Dane,DeGoler,Sr,D,46,17,13,0,1,1,2,0,45,9,15,0,0,8206952
2024,Boston U.,23,Tommy Bourque,Tommy Bourque,Tommy,Bourque,Sr,ATT,23,17,17,15,12,27,64,31,15,19,0,0,0,8212916
2024,Boston U.,8,Louis Perfetto,Louis Perfetto,Louis,Perfetto,Sr,ATT,8,17,17,45,48,93,111,66,34,37,4,0,0,8456422
2024,Boston U.,11,Vince D'Alto,Vince D'Alto,Vince,D'Alto,Sr,ATT,11,17,17,41,33,74,160,97,24,29,6,0,0,8456411
