date,team,opponent,home_away,result,home_score,visitor_score,overtime,g,goals,assists,points,shots,sog,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,pen,pen_time,g_min,goals_allowed,saves,w,l,t,rc,yc,clears,att.x,clear_pct.x,otg.x,defensive_g,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_man_up_g,defensive_man_down_g,defensive_gb,defensive_to,defensive_ct,defensive_fo_won,defensive_f_os_taken,defensive_pen,defensive_pen_time,defensive_g_min,defensive_goals_allowed,defensive_saves,defensive_w,defensive_l,defensive_t,defensive_rc,defensive_yc,defensive_clears,att.y,clear_pct.y,otg.y
2020-02-29,Michigan Wolverines,St. John's (NY),Home,FALSE,16,11,NA,1,16,6,22,46,27,1,0,30,17,10,14,31,2,90,60:00,11,10,0,0,0,0,0,18,19,0.947,NA,1,11,8,19,34,21,1,0,35,20,4,17,31,2,90,60:00,16,11,0,0,0,0,0,18,22,0.818,NA
2020-03-07,Michigan Wolverines,"Yale Costa Mesa, Calif.",Away,FALSE,11,17,NA,1,11,8,19,47,21,3,0,18,8,12,3,30,4,120,60:00,17,14,0,0,0,0,0,18,20,0.9,NA,1,17,11,28,43,31,2,0,33,15,3,27,30,4,120,60:00,11,10,0,0,0,0,0,10,15,0.667,NA
2020-03-11,Michigan Wolverines,Marquette,Home,FALSE,13,12,NA,1,13,7,20,39,24,1,0,39,15,3,22,29,2,90,60:00,12,13,0,0,0,0,0,15,16,0.938,NA,1,12,5,17,36,25,0,0,30,7,7,7,29,4,150,60:00,13,11,0,0,0,0,0,15,18,0.833,NA
2020-02-08,Monmouth Hawks,NJIT,Home,FALSE,11,8,NA,1,11,6,17,39,19,1,0,34,23,13,12,22,5,240,60:00,8,12,0,0,0,0,0,22,29,0.759,NA,1,8,4,12,35,20,1,0,27,21,10,10,22,4,150,60:00,11,8,0,0,0,0,0,20,23,0.87,NA
2020-02-15,Monmouth Hawks,Princeton,Away,FALSE,9,20,NA,1,9,5,14,33,18,1,0,32,19,9,12,33,4,150,60:00,20,11,0,0,0,0,0,16,20,0.8,NA,1,20,11,31,47,31,1,0,43,19,14,21,33,2,90,60:00,9,9,0,0,0,0,0,10,11,0.909,NA
2020-02-22,Monmouth Hawks,Delaware,Home,FALSE,2,11,NA,1,2,1,3,23,14,0,0,26,20,5,8,15,5,270,60:00,11,15,0,0,0,0,0,20,23,0.87,NA,1,11,8,19,42,26,2,0,33,16,10,7,15,3,180,60:00,2,12,0,0,0,0,0,21,23,0.913,NA
2020-02-25,Monmouth Hawks,Wagner,Away,FALSE,9,5,NA,1,9,7,16,35,18,1,0,32,17,7,14,18,1,60,60:00,5,5,0,0,0,0,0,14,17,0.824,NA,1,5,1,6,27,10,0,0,19,18,5,4,18,4,180,60:00,9,9,0,0,0,0,0,18,21,0.857,NA
2020-02-29,Monmouth Hawks,Saint Joseph's,Home,FALSE,3,10,NA,1,3,0,3,29,15,0,0,27,16,12,2,16,5,240,60:00,10,13,0,0,0,0,0,26,27,0.963,NA,1,10,7,17,35,23,0,0,43,18,11,14,16,2,90,60:00,3,12,0,0,0,0,0,22,26,0.846,NA
2020-03-07,Monmouth Hawks,Mercer,Home,FALSE,7,10,NA,1,7,5,12,44,22,1,0,26,13,5,8,21,2,90,60:00,10,8,0,0,0,0,0,16,19,0.842,NA,1,10,6,16,31,18,1,0,30,16,10,13,21,4,120,60:00,7,15,0,0,0,0,0,15,18,0.833,NA
2020-02-08,Mount St. Mary's Mountaineers,Delaware,Away,FALSE,8,14,NA,1,8,4,12,48,27,4,0,38,14,9,16,26,5,300,60:00,14,12,0,0,0,0,0,10,12,0.833,NA,1,14,9,23,40,26,1,3,34,16,10,10,26,8,540,60:00,8,19,0,0,0,0,0,17,20,0.85,NA
2020-02-15,Mount St. Mary's Mountaineers,Towson,Away,FALSE,11,10,NA,1,11,3,14,37,15,3,0,20,15,3,14,24,2,90,60:00,10,12,0,0,0,0,0,11,12,0.917,NA,1,10,3,13,37,22,0,0,14,12,2,10,24,4,180,60:00,11,4,0,0,0,0,0,15,18,0.833,NA
2020-02-22,Mount St. Mary's Mountaineers,UMBC,Home,FALSE,4,9,NA,1,4,3,7,33,20,0,0,25,13,6,8,15,6,240,60:00,9,9,0,0,0,0,0,20,22,0.909,NA,1,9,2,11,37,18,0,0,26,15,8,7,15,2,60,60:00,4,16,0,0,0,0,0,23,24,0.958,NA
2020-02-25,Mount St. Mary's Mountaineers,Georgetown,Away,FALSE,7,14,NA,1,7,3,10,35,16,0,0,24,17,9,7,24,2,90,60:00,14,13,0,0,0,0,0,21,23,0.913,NA,1,14,8,22,49,27,2,1,40,18,8,17,24,3,180,60:00,7,9,0,0,0,0,0,22,24,0.917,NA
2020-02-29,Mount St. Mary's Mountaineers,VMI,Home,FALSE,10,9,NA,1,10,7,17,49,27,1,0,35,15,13,11,23,2,90,60:00,9,3,0,0,0,0,0,17,20,0.85,NA,1,9,3,12,27,12,0,0,22,22,5,12,23,6,270,60:00,10,17,0,0,0,0,0,18,22,0.818,NA
2020-03-03,Mount St. Mary's Mountaineers,Richmond,Home,FALSE,7,14,NA,1,7,5,12,25,17,0,0,30,23,8,12,23,4,210,60:00,14,15,0,0,0,0,0,17,23,0.739,NA,1,14,8,22,51,29,4,0,29,14,7,11,23,3,150,60:00,7,10,0,0,0,0,0,23,25,0.92,NA
2020-03-07,Mount St. Mary's Mountaineers,Utah,Home,FALSE,11,10,1,1,11,4,15,51,29,1,0,38,18,8,21,25,4,180,62:53,10,9,0,0,0,0,0,16,18,0.889,1,1,10,4,14,25,19,1,0,28,19,7,4,25,2,60,62:53,11,18,0,0,0,0,0,23,26,0.885,NA
2020-03-10,Mount St. Mary's Mountaineers,Johns Hopkins,Away,FALSE,12,13,1,1,12,8,20,33,21,3,0,33,18,8,8,28,3,120,62:16,13,14,0,0,0,0,0,20,23,0.87,NA,1,13,7,20,41,27,1,0,33,21,5,20,28,5,270,62:16,12,9,0,0,0,0,0,21,24,0.875,1
2020-02-01,NJIT Highlanders,Hampton,Home,FALSE,24,7,NA,1,24,15,39,47,36,2,0,33,18,10,20,33,3,150,60:00,7,8,0,0,0,0,0,20,23,0.87,NA,1,7,3,10,21,15,0,0,23,25,9,13,33,4,180,60:00,24,12,0,0,0,0,0,16,25,0.64,NA
2020-02-08,NJIT Highlanders,Monmouth,Away,FALSE,8,11,NA,1,8,4,12,35,20,1,0,27,21,10,10,22,4,150,60:00,11,8,0,0,0,0,0,20,23,0.87,NA,1,11,6,17,39,19,1,0,34,23,13,12,22,5,240,60:00,8,12,0,0,0,0,0,22,29,0.759,NA
2020-02-10,NJIT Highlanders,Army West Point,Away,FALSE,1,19,NA,1,1,0,1,18,10,0,0,37,27,7,10,24,2,90,60:00,19,10,0,0,0,0,0,14,21,0.667,NA,1,19,14,33,42,29,0,0,40,16,9,14,24,1,30,60:00,1,9,0,0,0,0,0,22,23,0.957,NA
2020-02-15,NJIT Highlanders,Delaware,Away,FALSE,1,13,NA,1,1,1,2,22,15,0,0,26,23,10,7,18,2,120,60:00,13,19,0,0,0,0,0,20,24,0.833,NA,1,13,7,20,55,32,0,0,34,14,18,11,18,3,90,60:00,1,14,0,0,0,0,0,26,29,0.897,NA
2020-02-22,NJIT Highlanders,Lehigh,Home,FALSE,8,17,NA,1,8,8,16,28,16,3,0,15,16,5,5,29,3,150,60:00,17,21,0,0,0,0,0,17,20,0.85,NA,1,17,9,26,53,38,1,0,37,12,8,24,29,4,360,60:00,8,8,0,0,0,0,0,19,20,0.95,NA
2020-02-29,NJIT Highlanders,Siena,Home,FALSE,5,12,NA,1,5,0,5,34,16,0,0,22,22,10,9,20,3,180,60:00,12,14,0,0,0,0,0,22,24,0.917,NA,1,12,5,17,45,26,2,0,32,14,14,11,20,4,150,60:00,5,11,0,0,0,0,0,23,29,0.793,NA
2020-03-07,NJIT Highlanders,Manhattan,Home,FALSE,7,8,NA,1,7,4,11,29,21,0,0,28,18,4,11,18,0,0,60:00,8,5,0,0,0,0,0,26,27,0.963,NA,1,8,5,13,29,13,0,0,22,16,9,7,18,2,90,60:00,7,14,0,0,0,0,0,21,24,0.875,NA
2020-02-07,Navy Midshipmen,Manhattan,Home,FALSE,9,4,NA,1,9,5,14,32,18,1,0,31,21,8,11,17,3,150,60:00,4,14,0,0,0,0,0,15,20,0.75,NA,1,4,2,6,27,18,0,0,25,16,5,6,17,2,60,60:00,9,9,0,0,0,0,0,14,19,0.737,NA
2020-02-15,Navy Midshipmen,Furman,Home,FALSE,19,3,NA,1,19,12,31,49,30,1,0,49,19,6,22,26,2,90,60:00,3,4,0,0,0,0,0,12,14,0.857,NA,1,3,1,4,16,7,0,0,12,19,6,4,26,3,120,60:00,19,11,0,0,0,0,0,14,20,0.7,NA
2020-02-18,Navy Midshipmen,Richmond,Away,FALSE,9,12,NA,1,9,6,15,35,23,1,0,34,17,13,15,25,3,180,60:00,12,8,0,0,0,0,0,19,23,0.826,NA,1,12,9,21,31,20,1,0,27,19,10,10,25,4,210,60:00,9,14,0,0,0,0,0,18,22,0.818,NA
2020-02-29,Navy Midshipmen,Lehigh,Away,FALSE,6,14,NA,1,6,6,12,23,18,4,0,31,18,11,5,24,4,120,60:00,14,10,0,0,0,0,0,13,19,0.684,NA,1,14,9,23,44,24,1,0,45,23,11,19,24,4,180,60:00,6,12,0,0,0,0,0,17,22,0.773,NA
2020-03-07,Navy Midshipmen,Colgate,Home,FALSE,16,14,NA,1,16,12,28,43,26,3,0,41,10,7,11,34,4,210,60:00,14,15,0,0,0,0,0,19,22,0.864,NA,1,14,11,25,57,29,1,0,37,11,5,23,34,5,270,60:00,16,10,0,0,0,0,0,15,15,1,NA
2020-02-01,North Carolina Tar Heels,Colgate,Home,FALSE,19,6,NA,1,19,11,30,42,31,3,1,39,19,11,16,28,6,240,60:00,6,14,0,0,0,0,0,19,26,0.731,NA,1,6,3,9,33,20,2,0,39,27,10,12,28,5,270,60:00,19,12,0,0,0,0,0,16,22,0.727,NA
2020-02-08,North Carolina Tar Heels,Mercer,Home,FALSE,14,6,NA,1,14,9,23,41,22,2,0,27,10,7,11,24,2,60,60:00,6,5,0,0,0,0,0,18,20,0.9,NA,1,6,4,10,37,11,0,0,23,17,4,13,24,2,60,60:00,14,8,0,0,0,0,0,13,16,0.812,NA
2020-02-15,North Carolina Tar Heels,Lafayette,Home,FALSE,24,8,NA,1,24,19,43,58,38,4,0,51,17,10,21,36,4,210,60:00,8,10,0,0,0,0,0,17,20,0.85,NA,1,8,4,12,31,18,1,0,24,22,3,15,36,7,300,60:00,24,14,0,0,0,0,0,13,19,0.684,NA
2020-02-22,North Carolina Tar Heels,Johns Hopkins,Away,FALSE,17,10,NA,1,17,13,30,48,31,5,0,29,11,3,12,30,3,150,60:00,10,10,0,0,0,0,0,16,17,0.941,NA,1,10,5,15,42,20,1,0,21,15,2,18,30,6,300,60:00,17,14,0,0,0,0,0,13,19,0.684,NA
2020-03-01,North Carolina Tar Heels,Denver,Away,FALSE,15,13,NA,1,15,9,24,43,25,2,0,33,14,4,15,32,7,300,60:00,13,9,0,0,0,0,0,18,18,1,NA,1,13,7,20,41,22,5,0,26,17,3,17,32,3,120,60:00,15,10,0,0,0,0,0,17,21,0.81,NA
2020-03-06,North Carolina Tar Heels,Furman,Away,FALSE,18,11,NA,1,18,13,31,44,32,0,0,45,18,10,25,32,3,150,60:00,11,6,0,0,0,0,0,9,12,0.75,NA,1,11,7,18,22,17,2,0,20,21,8,7,32,1,30,60:00,18,14,0,0,0,0,0,18,25,0.72,NA
2020-03-10,North Carolina Tar Heels,Bryant,Home,FALSE,18,16,NA,1,18,12,30,44,33,1,0,44,12,6,25,38,4,120,60:00,16,9,0,0,0,0,0,13,15,0.867,NA,1,16,5,21,41,25,2,0,23,15,7,13,38,1,60,60:00,18,15,0,0,0,0,0,16,21,0.762,NA
2020-02-15,Notre Dame Fighting Irish,Cleveland St.,Home,FALSE,17,7,NA,1,17,10,27,47,30,2,0,32,14,7,11,28,1,60,60:00,7,14,0,0,0,0,0,24,29,0.828,NA,1,7,3,10,36,21,1,0,31,18,6,17,28,5,270,60:00,17,13,0,0,0,0,0,16,19,0.842,NA
2020-02-23,Notre Dame Fighting Irish,Richmond,Home,FALSE,13,5,NA,1,13,7,20,57,35,1,0,39,15,10,19,22,3,90,60:00,5,8,0,0,0,0,0,20,23,0.87,NA,1,5,4,9,26,13,1,0,23,19,8,3,22,3,150,60:00,13,22,0,0,0,0,0,23,23,1,NA
2020-02-29,Notre Dame Fighting Irish,Maryland,Away,FALSE,9,14,NA,1,9,5,14,31,19,0,0,23,16,4,8,26,0,0,60:00,14,16,0,0,0,0,0,18,23,0.783,NA,1,14,6,20,64,30,0,0,38,17,8,18,26,1,30,60:00,9,10,0,0,0,0,0,21,21,1,NA
2020-03-07,Notre Dame Fighting Irish,Denver,Home,FALSE,11,14,NA,1,11,6,17,36,23,1,0,21,12,10,6,28,3,150,60:00,14,8,0,0,0,0,0,18,20,0.9,NA,1,14,7,21,43,22,1,0,34,19,6,22,28,4,120,60:00,11,12,0,0,0,0,0,16,20,0.8,NA
2020-03-10,Notre Dame Fighting Irish,Ohio St.,Away,FALSE,11,13,NA,1,11,6,17,38,21,1,0,35,12,6,12,27,6,210,60:00,13,9,0,0,0,0,0,17,20,0.85,NA,1,13,8,21,40,22,6,0,35,14,5,15,27,3,150,60:00,11,10,0,0,0,0,0,20,23,0.87,NA
2020-02-04,Ohio St. Buckeyes,Detroit Mercy,Home,FALSE,23,9,NA,1,23,21,44,50,30,0,0,41,17,9,19,36,0,0,60:00,9,10,0,0,0,0,0,19,20,0.95,NA,1,9,5,14,32,19,0,0,31,16,9,17,36,1,60,60:00,23,7,0,0,0,0,0,13,21,0.619,NA
2020-02-08,Ohio St. Buckeyes,Boston U.,Away,FALSE,11,4,NA,1,11,7,18,32,19,0,0,26,21,11,3,18,5,210,60:00,4,18,0,0,0,0,0,23,24,0.958,NA,1,4,3,7,43,22,1,0,38,20,16,15,18,1,60,60:00,11,8,0,0,0,0,0,21,25,0.84,NA
2020-02-15,Ohio St. Buckeyes,Massachusetts,Home,FALSE,7,9,NA,1,7,4,11,35,23,2,0,28,14,8,9,17,4,240,60:00,9,12,0,0,0,0,0,19,20,0.95,NA,1,9,3,12,31,21,1,0,27,16,8,8,17,6,270,60:00,7,16,0,0,0,0,0,19,23,0.826,NA
2020-02-22,Ohio St. Buckeyes,Bucknell,Away,FALSE,15,11,NA,1,15,8,23,33,26,1,0,32,18,5,15,29,5,240,60:00,11,13,0,0,0,0,0,17,21,0.81,NA,1,11,6,17,37,24,0,0,34,16,11,14,29,1,60,60:00,15,11,0,0,0,0,0,14,21,0.667,NA
2020-03-01,Ohio St. Buckeyes,Cornell,Home,FALSE,16,17,NA,1,16,7,23,42,25,1,0,33,25,4,30,37,5,300,60:00,17,15,0,0,0,0,0,12,16,0.75,NA,1,17,11,28,47,32,2,0,25,9,6,7,37,7,420,60:00,16,9,0,0,0,0,0,20,23,0.87,NA
2020-03-07,Ohio St. Buckeyes,Hofstra,Home,FALSE,12,10,NA,1,12,8,20,40,21,0,0,30,15,2,13,26,0,0,60:00,10,19,0,0,0,0,0,18,20,0.9,NA,1,10,4,14,46,29,0,0,23,12,5,13,26,1,60,60:00,12,9,0,0,0,0,0,18,22,0.818,NA
2020-03-10,Ohio St. Buckeyes,Notre Dame,Home,FALSE,13,11,NA,1,13,8,21,40,22,6,0,35,14,5,15,27,3,150,60:00,11,10,0,0,0,0,0,20,23,0.87,NA,1,11,6,17,38,21,1,0,35,12,6,12,27,6,210,60:00,13,9,0,0,0,0,0,17,20,0.85,NA
2020-02-15,Penn Quakers,Maryland,Away,FALSE,15,17,NA,1,15,10,25,48,34,0,0,32,13,7,18,35,3,120,60:00,17,9,0,0,0,0,0,19,19,1,NA,1,17,9,26,40,26,3,0,34,16,4,17,35,4,150,60:00,15,19,0,0,0,0,0,22,24,0.917,NA
2020-02-22,Penn Quakers,"Duke Charlotte, N.C.",Away,FALSE,14,11,NA,1,14,6,20,52,27,1,0,34,22,11,17,29,0,0,60:00,11,7,0,0,0,0,0,16,21,0.762,NA,1,11,7,18,28,18,0,0,33,25,12,12,29,2,60,60:00,14,13,0,0,0,0,0,23,30,0.767,NA
2020-02-29,Penn Quakers,Penn St.,Home,FALSE,17,18,1,1,17,11,28,56,35,2,0,44,14,7,26,39,1,60,61:12,18,11,0,0,0,0,0,17,19,0.895,NA,1,18,6,24,37,29,0,0,34,13,9,13,39,1,60,61:12,17,18,0,0,0,0,0,22,28,0.786,1
2020-03-06,Penn Quakers,Villanova,Home,FALSE,10,12,NA,1,10,7,17,37,24,2,0,34,21,7,20,26,5,150,60:00,12,13,0,0,0,0,0,10,13,0.769,NA,1,12,7,19,44,25,3,0,27,12,10,6,26,5,210,60:00,10,14,0,0,0,0,0,15,19,0.789,NA
2020-03-08,Penn Quakers,Saint Joseph's,Away,FALSE,13,12,NA,1,13,9,22,54,32,0,0,44,15,6,21,27,6,330,60:00,12,17,0,0,0,0,0,14,16,0.875,NA,1,12,9,21,41,29,1,0,28,11,10,6,27,5,210,60:00,13,19,0,0,0,0,0,20,21,0.952,NA
2020-02-01,Penn St. Nittany Lions,Lafayette,Home,FALSE,16,9,NA,1,16,9,25,36,27,4,0,33,17,5,22,27,4,180,60:00,9,8,0,0,0,0,0,17,19,0.895,NA,1,9,4,13,30,17,1,0,20,19,3,5,27,4,240,60:00,16,11,0,0,0,0,0,21,25,0.84,NA
2020-02-08,Penn St. Nittany Lions,Villanova,Away,FALSE,19,10,NA,1,19,12,31,51,31,0,2,34,13,2,21,32,3,150,60:00,10,9,0,0,0,0,0,15,18,0.833,NA,1,10,4,14,42,19,0,0,18,9,6,11,32,1,60,60:00,19,12,0,0,0,0,0,18,20,0.9,NA
2020-02-15,Penn St. Nittany Lions,Saint Joseph's,Home,FALSE,19,4,NA,1,19,13,32,42,31,1,0,36,17,7,14,27,4,120,60:00,4,12,0,0,0,0,0,26,27,0.963,NA,1,4,3,7,30,16,1,0,23,22,5,13,27,1,30,60:00,19,12,0,0,0,0,0,15,21,0.714,NA
2020-02-22,Penn St. Nittany Lions,Yale,Home,FALSE,10,12,NA,1,10,6,16,47,18,2,0,29,25,11,10,26,1,60,60:00,12,16,0,0,0,0,0,17,22,0.773,NA,1,12,3,15,42,28,1,0,42,23,9,16,26,4,180,60:00,10,8,0,0,0,0,0,11,22,0.5,NA
2020-02-29,Penn St. Nittany Lions,Penn,Away,FALSE,18,17,1,1,18,6,24,37,29,0,0,34,13,9,13,39,1,60,61:12,17,18,0,0,0,0,0,22,28,0.786,1,1,17,11,28,56,35,2,0,44,14,7,26,39,1,60,61:12,18,11,0,0,0,0,0,17,19,0.895,NA
2020-03-08,Penn St. Nittany Lions,"Cornell Cornelius, N.C.",Away,FALSE,17,18,NA,1,17,9,26,33,23,3,0,45,17,3,20,39,2,90,60:00,18,9,0,0,0,0,0,11,16,0.688,NA,1,18,11,29,40,27,2,0,41,11,9,19,39,7,390,60:00,17,6,0,0,0,0,0,11,11,1,NA
2020-03-10,Penn St. Nittany Lions,Furman,Away,FALSE,22,7,NA,1,22,13,35,56,36,1,0,51,20,10,22,32,2,90,60:00,7,13,0,0,0,0,0,20,24,0.833,NA,1,7,5,12,36,20,2,0,33,18,13,10,32,2,90,60:00,22,14,0,0,0,0,0,18,21,0.857,NA
2020-02-15,Princeton Tigers,Monmouth,Home,FALSE,20,9,NA,1,20,11,31,47,31,1,0,43,19,14,21,33,2,90,60:00,9,9,0,0,0,0,0,10,11,0.909,NA,1,9,5,14,33,18,1,0,32,19,9,12,33,4,150,60:00,20,11,0,0,0,0,0,16,20,0.8,NA
2020-02-18,Princeton Tigers,Colgate,Home,FALSE,20,11,NA,1,20,14,34,54,38,2,0,40,13,12,14,33,6,300,60:00,11,10,0,0,0,0,0,17,18,0.944,NA,1,11,8,19,47,21,3,0,40,20,8,19,33,4,180,60:00,20,18,0,0,0,0,0,14,21,0.667,NA
2020-02-22,Princeton Tigers,Virginia,Away,FALSE,16,12,NA,1,16,7,23,46,30,1,0,37,15,6,14,31,3,90,60:00,12,16,0,0,0,0,0,20,28,0.714,NA,1,12,7,19,48,28,1,0,50,15,9,17,31,4,180,60:00,16,14,0,0,0,0,0,17,19,0.895,NA
2020-02-29,Princeton Tigers,Johns Hopkins,Home,FALSE,18,11,NA,1,18,11,29,44,28,2,0,34,11,9,12,33,5,240,60:00,11,15,0,0,0,0,0,12,13,0.923,NA,1,11,7,18,49,26,4,0,31,12,5,21,33,6,270,60:00,18,10,0,0,0,0,0,5,8,0.625,NA
2020-03-07,Princeton Tigers,Rutgers,Home,FALSE,16,11,NA,1,16,6,22,37,25,1,0,38,20,9,19,31,3,150,60:00,11,10,0,0,0,0,0,16,21,0.762,NA,1,11,5,16,32,21,2,0,24,15,11,12,31,3,150,60:00,16,9,0,0,0,0,0,10,13,0.769,NA
2020-02-01,Providence Friars,Boston U.,Away,FALSE,12,5,NA,1,12,8,20,42,24,1,0,32,22,10,6,21,0,0,60:00,5,10,0,0,0,0,0,22,29,0.759,NA,1,5,3,8,28,15,0,0,32,28,14,15,21,2,90,60:00,12,12,0,0,0,0,0,20,23,0.87,NA
2020-02-08,Providence Friars,Holy Cross,Home,FALSE,6,4,NA,1,6,5,11,36,18,2,0,28,16,6,4,13,4,210,60:00,4,13,0,0,0,0,0,21,24,0.875,NA,1,4,2,6,36,17,0,0,28,17,11,9,13,3,90,60:00,6,12,0,0,0,0,0,20,22,0.909,NA
2020-02-15,Providence Friars,Bryant,Home,FALSE,16,9,NA,1,16,8,24,47,26,1,0,44,16,9,16,29,6,270,60:00,9,15,0,0,0,0,0,18,22,0.818,NA,1,9,5,14,37,24,1,0,23,18,6,13,29,3,180,60:00,16,10,0,0,0,0,0,13,17,0.765,NA
2020-02-22,Providence Friars,Saint Joseph's,Away,FALSE,8,10,NA,1,8,5,13,34,16,2,0,22,13,8,3,22,2,90,60:00,10,11,0,0,0,0,0,24,25,0.96,NA,1,10,6,16,36,21,0,0,31,19,8,19,22,3,120,60:00,8,8,0,0,0,0,0,19,19,1,NA
2020-02-29,Providence Friars,Brown,Away,FALSE,13,12,1,1,13,7,20,41,25,2,0,34,16,6,9,29,3,150,62:44,12,16,0,0,0,0,0,20,26,0.769,1,1,12,7,19,43,28,0,0,46,16,9,20,29,3,150,62:44,13,12,0,0,0,0,0,19,22,0.864,NA
2020-03-07,Providence Friars,Sacred Heart,Away,FALSE,14,8,NA,1,14,6,20,46,32,3,0,35,11,10,16,26,1,30,60:00,8,16,0,0,0,0,0,20,20,1,NA,1,8,1,9,37,24,0,0,23,12,9,10,26,5,180,60:00,14,18,0,0,0,0,0,17,18,0.944,NA
2020-02-01,Quinnipiac Bobcats,Rutgers,Away,FALSE,9,20,NA,1,9,4,13,32,22,0,0,31,25,7,13,33,4,180,60:00,20,16,0,0,0,0,0,13,20,0.65,NA,1,20,12,32,58,36,2,1,41,19,11,20,33,3,120,60:00,9,13,0,0,0,0,0,20,23,0.87,NA
2020-02-08,Quinnipiac Bobcats,UMass Lowell,Away,FALSE,9,10,NA,1,9,4,13,40,19,4,0,37,21,5,19,22,2,120,60:00,10,10,0,0,0,0,0,16,21,0.762,NA,1,10,4,14,43,20,1,0,17,12,13,3,22,9,420,60:00,9,10,0,0,0,0,0,19,22,0.864,NA
2020-02-15,Quinnipiac Bobcats,Brown,Away,FALSE,7,11,NA,1,7,2,9,33,18,2,0,20,18,1,7,20,6,210,60:00,11,21,0,0,0,0,0,20,23,0.87,NA,1,11,5,16,60,32,3,0,34,12,7,13,20,4,240,60:00,7,11,0,0,0,0,0,20,23,0.87,NA
2020-02-22,Quinnipiac Bobcats,Vermont,Away,FALSE,7,16,NA,1,7,2,9,39,21,0,0,32,16,7,19,28,4,270,60:00,16,15,0,0,0,0,0,11,14,0.786,NA,1,16,6,22,49,31,2,0,29,16,10,9,28,0,0,60:00,7,14,0,0,0,0,0,18,21,0.857,NA
2020-02-29,Quinnipiac Bobcats,Fairfield,Away,FALSE,15,19,NA,1,15,7,22,53,29,1,0,37,16,6,25,36,3,150,60:00,19,12,0,0,0,0,0,15,19,0.789,NA,1,19,13,32,46,31,2,0,29,10,10,11,36,4,210,60:00,15,14,0,0,0,0,0,21,25,0.84,NA
2020-03-07,Quinnipiac Bobcats,LIU,Away,FALSE,9,13,NA,1,9,5,14,45,25,1,0,32,21,9,16,24,10,570,60:00,13,6,0,0,0,0,0,15,15,1,NA,1,13,7,20,39,19,3,0,25,18,8,8,24,6,300,60:00,9,16,0,0,0,0,0,20,21,0.952,NA
2020-02-08,Richmond Spiders,Maryland,Home,FALSE,13,14,2,1,13,9,22,38,23,1,0,40,25,15,17,31,2,90,65:48,14,11,0,0,0,0,0,25,29,0.862,NA,1,14,10,24,40,25,1,0,28,23,10,14,31,3,150,65:48,13,10,0,0,0,0,0,30,35,0.857,1
2020-02-14,Richmond Spiders,Marist,Home,FALSE,13,11,NA,1,13,10,23,35,21,2,0,25,14,9,13,28,2,60,60:00,11,13,0,0,0,0,0,18,19,0.947,NA,1,11,5,16,36,24,1,0,31,16,10,15,28,3,150,60:00,13,8,0,0,0,0,0,17,20,0.85,NA
2020-02-18,Richmond Spiders,Navy,Home,FALSE,12,9,NA,1,12,9,21,31,20,1,0,27,19,10,10,25,4,210,60:00,9,14,0,0,0,0,0,18,22,0.818,NA,1,9,6,15,35,23,1,0,34,17,13,15,25,3,180,60:00,12,8,0,0,0,0,0,19,23,0.826,NA
2020-02-23,Richmond Spiders,Notre Dame,Away,FALSE,5,13,NA,1,5,4,9,26,13,1,0,23,19,8,3,22,3,150,60:00,13,22,0,0,0,0,0,23,23,1,NA,1,13,7,20,57,35,1,0,39,15,10,19,22,3,90,60:00,5,8,0,0,0,0,0,20,23,0.87,NA
2020-02-28,Richmond Spiders,Duke,Away,FALSE,15,16,1,1,15,7,22,32,19,1,0,25,15,4,15,33,1,30,61:12,16,11,0,0,0,0,0,14,14,1,NA,1,16,9,25,39,27,0,0,42,15,8,18,33,3,120,61:12,15,4,0,0,0,0,0,19,22,0.864,1
2020-03-03,Richmond Spiders,Mount St. Mary's,Away,FALSE,14,7,NA,1,14,8,22,51,29,4,0,29,14,7,11,23,3,150,60:00,7,10,0,0,0,0,0,23,25,0.92,NA,1,7,5,12,25,17,0,0,30,23,8,12,23,4,210,60:00,14,15,0,0,0,0,0,17,23,0.739,NA
2020-03-07,Richmond Spiders,VMI,Away,FALSE,17,4,NA,1,17,5,22,53,33,0,0,43,17,12,12,24,2,90,60:00,4,12,0,0,0,0,0,23,25,0.92,NA,1,4,1,5,24,16,1,0,31,19,9,12,24,2,90,60:00,17,16,0,0,0,0,0,19,23,0.826,NA
2020-02-15,Robert Morris Colonials,Canisius,Away,FALSE,22,10,NA,1,22,9,31,60,41,2,1,45,14,4,24,35,6,300,60:00,10,8,0,0,0,0,0,19,19,1,NA,1,10,4,14,27,18,1,0,42,22,6,11,35,4,180,60:00,22,19,0,0,0,0,0,13,21,0.619,NA
2020-02-23,Robert Morris Colonials,"Jacksonville Sparks, Md.",Away,FALSE,8,15,NA,1,8,2,10,49,22,0,0,35,20,12,12,27,4,180,60:00,15,15,0,0,0,0,0,18,25,0.72,NA,1,15,6,21,41,30,1,0,42,19,10,15,27,6,210,60:00,8,14,0,0,0,0,0,24,26,0.923,NA
2020-02-25,Robert Morris Colonials,Drexel,Away,FALSE,12,24,NA,1,12,5,17,46,29,4,0,35,20,7,14,40,7,330,60:00,24,12,0,0,0,0,0,16,18,0.889,NA,1,24,14,38,57,36,4,0,49,25,10,26,40,6,330,60:00,12,17,0,0,0,0,0,20,25,0.8,NA
