date,team,opponent,home_away,result,home_score,visitor_score,overtime,fouls,goals,assists,points,shots,sog,ground_balls,ct,draw_controls,defensive_fouls,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_ct,defensive_draw_controls,team_id
2019-03-02,Lehigh,UMBC,Home,,15,7,,24.0,15.0,9.0,24.0,24.0,18.0,15,8.0,12,25.0,7.0,3.0,10.0,18.0,14.0,9,6.0,12,352
2019-03-05,Lehigh,Columbia,Home,,13,10,,16.0,13.0,8.0,21.0,34.0,24.0,22,16.0,11,34.0,10.0,4.0,14.0,25.0,16.0,15,4.0,13,352
2019-03-10,Lehigh,San Diego St.,Away,,6,13,,19.0,6.0,5.0,11.0,26.0,15.0,17,8.0,9,30.0,13.0,5.0,18.0,38.0,26.0,21,12.0,12,352
2019-03-12,Lehigh,UC Davis,Home,,14,5,,7.0,14.0,7.0,21.0,29.0,22.0,14,8.0,9,20.0,5.0,,5.0,21.0,15.0,9,5.0,12,352
2019-03-16,Lehigh,Boston U.,Home,,8,16,,22.0,8.0,4.0,12.0,21.0,15.0,16,7.0,10,23.0,16.0,7.0,23.0,36.0,29.0,16,11.0,18,352
2019-03-23,Lehigh,Loyola Maryland,Away,,6,13,,25.0,6.0,5.0,11.0,15.0,11.0,14,5.0,4,13.0,13.0,6.0,19.0,37.0,26.0,18,10.0,17,352
2019-03-27,Lehigh,Navy,Home,,6,23,,16.0,6.0,2.0,8.0,19.0,12.0,9,5.0,10,12.0,23.0,11.0,34.0,42.0,31.0,16,9.0,20,352
2019-03-30,Lehigh,Army West Point,Home,,13,15,,14.0,13.0,8.0,21.0,29.0,24.0,10,7.0,16,19.0,15.0,5.0,20.0,28.0,21.0,13,8.0,13,352
2019-04-06,Lehigh,Colgate,Away,,4,16,,21.0,4.0,1.0,5.0,19.0,11.0,4,3.0,10,16.0,16.0,12.0,28.0,38.0,30.0,7,7.0,12,352
2019-04-13,Lehigh,Holy Cross,Home,,12,8,,12.0,12.0,8.0,20.0,32.0,28.0,17,9.0,14,26.0,8.0,1.0,9.0,20.0,16.0,14,8.0,8,352
2019-04-17,Lehigh,Lafayette,Away,,16,14,,29.0,16.0,8.0,24.0,27.0,24.0,19,10.0,8,16.0,14.0,1.0,15.0,34.0,22.0,17,5.0,24,352
2019-04-20,Lehigh,Bucknell,Away,,13,10,,15.0,13.0,7.0,20.0,32.0,24.0,16,10.0,13,13.0,10.0,4.0,14.0,29.0,22.0,16,12.0,12,352
2019-04-26,Lehigh,American,Home,,20,3,,17.0,20.0,11.0,31.0,39.0,32.0,17,16.0,12,18.0,3.0,1.0,4.0,17.0,13.0,14,5.0,13,352
2019-04-28,Lehigh,Army West Point,Away,,9,12,,23.0,9.0,4.0,13.0,23.0,19.0,11,10.0,8,24.0,12.0,4.0,16.0,32.0,24.0,18,10.0,15,352
2019-02-09,Liberty,Lehigh,Away,,15,5,,19.0,15.0,3.0,18.0,35.0,28.0,23,14.0,13,24.0,5.0,5.0,10.0,18.0,15.0,19,13.0,9,355
2019-02-15,Liberty,Winthrop,Away,,10,5,,21.0,10.0,3.0,13.0,42.0,27.0,24,19.0,12,23.0,5.0,5.0,10.0,14.0,12.0,16,11.0,5,355
2019-02-17,Liberty,Notre Dame,Home,,10,14,,35.0,10.0,4.0,14.0,21.0,16.0,19,13.0,8,26.0,14.0,10.0,24.0,34.0,26.0,26,19.0,18,355
2019-02-23,Liberty,Elon,Home,,10,6,,23.0,10.0,2.0,12.0,32.0,24.0,29,22.0,10,16.0,6.0,3.0,9.0,16.0,11.0,22,13.0,7,355
2019-02-27,Liberty,Robert Morris,Away,,10,7,,30.0,10.0,6.0,16.0,40.0,28.0,24,13.0,11,23.0,7.0,3.0,10.0,21.0,17.0,29,9.0,8,355
2019-03-02,Liberty,Richmond,Home,,9,10,,41.0,9.0,5.0,14.0,37.0,23.0,26,18.0,15,36.0,10.0,4.0,14.0,23.0,15.0,18,13.0,6,355
2019-03-06,Liberty,East Carolina,Home,,18,6,,26.0,18.0,7.0,25.0,33.0,23.0,16,15.0,11,15.0,6.0,5.0,11.0,13.0,12.0,10,10.0,14,355
2019-03-09,Liberty,Furman,Away,,14,10,,18.0,14.0,4.0,18.0,27.0,19.0,19,17.0,15,13.0,10.0,7.0,17.0,26.0,17.0,18,12.0,11,355
2019-03-16,Liberty,Kennesaw St.,Away,,16,12,,29.0,16.0,6.0,22.0,33.0,30.0,28,24.0,13,20.0,12.0,4.0,16.0,25.0,22.0,24,9.0,17,355
2019-03-22,Liberty,Old Dominion,Home,,14,8,,42.0,14.0,3.0,17.0,32.0,20.0,26,22.0,13,29.0,8.0,4.0,12.0,21.0,19.0,22,19.0,11,355
2019-03-24,Liberty,Stetson,Home,,21,6,,29.0,21.0,13.0,34.0,34.0,27.0,15,8.0,19,43.0,6.0,4.0,10.0,16.0,11.0,8,7.0,8,355
2019-03-31,Liberty,Coastal Carolina,Away,,11,10,,22.0,11.0,4.0,15.0,25.0,17.0,19,12.0,12,19.0,10.0,8.0,18.0,16.0,14.0,15,11.0,11,355
2019-04-12,Liberty,Arizona St.,Home,,14,7,,29.0,14.0,6.0,20.0,40.0,29.0,23,14.0,12,31.0,7.0,6.0,13.0,26.0,20.0,15,4.0,11,355
2019-04-14,Liberty,Jacksonville,Away,,6,19,,24.0,6.0,3.0,9.0,18.0,11.0,20,16.0,10,26.0,19.0,13.0,32.0,41.0,30.0,25,20.0,17,355
2019-04-17,Liberty,High Point,Away,,9,14,,19.0,9.0,5.0,14.0,27.0,22.0,27,19.0,13,32.0,14.0,12.0,26.0,25.0,18.0,24,18.0,12,355
2019-04-24,Liberty,Kent St.,Away,,23,6,,9.0,23.0,10.0,33.0,44.0,37.0,17,13.0,21,5.0,6.0,3.0,9.0,15.0,12.0,15,6.0,8,355
2019-04-26,Liberty,Howard,Home,,22,0,,12.0,22.0,10.0,32.0,39.0,29.0,22,14.0,20,23.0,,,,,,6,4.0,3,355
2019-05-02,Liberty,Coastal Carolina,Away,,18,8,,27.0,18.0,6.0,24.0,40.0,30.0,16,14.0,17,23.0,8.0,7.0,15.0,24.0,16.0,14,7.0,11,355
2019-05-04,Liberty,Jacksonville,Home,,18,20,,32.0,18.0,5.0,23.0,40.0,23.0,16,13.0,15,30.0,20.0,9.0,29.0,39.0,30.0,19,13.0,25,355
2019-02-10,Longwood,Duquesne,Away,,9,22,,29.0,9.0,7.0,16.0,17.0,12.0,18,10.0,12,18.0,22.0,9.0,31.0,54.0,40.0,31,19.0,19,363
2019-02-16,Longwood,George Washington,Home,,14,12,,24.0,14.0,6.0,20.0,27.0,21.0,33,16.0,13,22.0,12.0,3.0,15.0,26.0,20.0,36,16.0,15,363
2019-02-23,Longwood,George Mason,Home,,9,16,,15.0,9.0,4.0,13.0,22.0,18.0,25,14.0,13,16.0,16.0,7.0,23.0,34.0,25.0,35,17.0,13,363
2019-02-27,Longwood,VCU,Away,,13,18,,10.0,13.0,6.0,19.0,34.0,24.0,23,12.0,19,22.0,18.0,9.0,27.0,39.0,28.0,25,11.0,18,363
2019-03-03,Longwood,Wofford,Away,,15,7,,12.0,15.0,9.0,24.0,32.0,24.0,10,11.0,18,21.0,7.0,4.0,11.0,19.0,18.0,13,15.0,6,363
2019-03-09,Longwood,William & Mary,Home,,5,13,,19.0,5.0,2.0,7.0,12.0,12.0,22,5.0,5,18.0,13.0,4.0,17.0,36.0,26.0,30,10.0,15,363
2019-03-13,Longwood,Saint Francis,Away,,9,10,,23.0,9.0,7.0,16.0,28.0,20.0,31,13.0,10,25.0,10.0,5.0,15.0,25.0,23.0,30,12.0,11,363
2019-03-17,Longwood,Old Dominion,Away,,9,11,,14.0,9.0,6.0,15.0,25.0,20.0,8,6.0,13,19.0,11.0,3.0,14.0,31.0,22.0,14,13.0,8,363
2019-03-20,Longwood,Mount St. Mary's,Away,,6,17,,15.0,6.0,4.0,10.0,12.0,10.0,11,4.0,9,16.0,17.0,11.0,28.0,36.0,26.0,22,10.0,16,363
2019-03-23,Longwood,East Carolina,Home,,15,8,,20.0,15.0,6.0,21.0,24.0,17.0,21,8.0,10,29.0,8.0,1.0,9.0,23.0,17.0,21,9.0,14,363
2019-03-30,Longwood,High Point,Away,,3,22,,11.0,3.0,1.0,4.0,9.0,6.0,7,4.0,7,12.0,22.0,12.0,34.0,36.0,27.0,19,16.0,20,363
2019-04-06,Longwood,Radford,Home,,16,15,,23.0,16.0,11.0,27.0,30.0,23.0,18,10.0,19,23.0,15.0,4.0,19.0,30.0,22.0,21,8.0,13,363
2019-04-10,Longwood,Gardner-Webb,Away,,13,12,,10.0,13.0,5.0,18.0,24.0,20.0,14,7.0,8,15.0,12.0,4.0,16.0,35.0,25.0,18,11.0,19,363
2019-04-13,Longwood,Winthrop,Home,,14,4,,14.0,14.0,3.0,17.0,26.0,21.0,14,9.0,10,9.0,4.0,2.0,6.0,19.0,12.0,12,6.0,10,363
2019-04-17,Longwood,Campbell,Home,,13,10,,18.0,13.0,6.0,19.0,30.0,23.0,20,8.0,6,17.0,10.0,8.0,18.0,26.0,19.0,16,8.0,18,363
2019-04-20,Longwood,Presbyterian,Away,,22,9,,21.0,22.0,12.0,34.0,38.0,29.0,12,6.0,23,29.0,9.0,6.0,15.0,14.0,14.0,10,6.0,9,363
2019-04-26,Longwood,Winthrop,Home,,9,12,,17.0,9.0,5.0,14.0,21.0,18.0,10,10.0,11,13.0,12.0,8.0,20.0,24.0,17.0,17,12.0,11,363
2019-02-08,Louisville,Northwestern,Away,,11,21,,23.0,11.0,3.0,14.0,20.0,17.0,16,9.0,13,27.0,21.0,10.0,31.0,36.0,29.0,29,13.0,19,367
2019-02-10,Louisville,Marquette,Away,,12,15,,26.0,12.0,5.0,17.0,30.0,21.0,18,8.0,12,26.0,15.0,4.0,19.0,30.0,23.0,18,8.0,17,367
2019-02-16,Louisville,Denver,Away,,2,18,,19.0,2.0,1.0,3.0,14.0,8.0,12,7.0,11,12.0,18.0,11.0,29.0,32.0,27.0,23,11.0,11,367
2019-02-23,Louisville,Mercer,Home,,20,2,,16.0,20.0,10.0,30.0,40.0,32.0,22,13.0,16,26.0,2.0,,2.0,6.0,5.0,15,8.0,7,367
2019-02-27,Louisville,Vanderbilt,Home,,8,9,1,33.0,8.0,3.0,11.0,32.0,22.0,23,17.0,9,22.0,9.0,5.0,14.0,26.0,22.0,19,9.0,10,367
2019-03-02,Louisville,Notre Dame,Away,,4,16,,26.0,4.0,1.0,5.0,17.0,14.0,15,8.0,6,9.0,16.0,9.0,25.0,35.0,26.0,23,15.0,16,367
2019-03-06,Louisville,Butler,Away,,15,5,,19.0,15.0,6.0,21.0,40.0,31.0,17,5.0,15,19.0,5.0,2.0,7.0,14.0,11.0,12,6.0,5,367
2019-03-10,Louisville,Duke,Home,,10,11,3,23.0,10.0,3.0,13.0,28.0,22.0,19,15.0,7,18.0,11.0,1.0,12.0,32.0,18.0,23,5.0,19,367
2019-03-12,Louisville,Duquesne,Away,,23,13,,26.0,23.0,12.0,35.0,40.0,32.0,25,11.0,23,21.0,13.0,5.0,18.0,34.0,21.0,17,15.0,14,367
2019-03-14,Louisville,Cincinnati,Home,,18,12,,14.0,18.0,4.0,22.0,35.0,24.0,20,7.0,17,17.0,12.0,9.0,21.0,30.0,21.0,17,11.0,15,367
2019-03-17,Louisville,Syracuse,Home,,7,14,,21.0,7.0,4.0,11.0,19.0,17.0,19,9.0,6,19.0,14.0,9.0,23.0,27.0,20.0,19,7.0,15,367
2019-03-23,Louisville,Virginia Tech,Away,,16,17,,29.0,16.0,5.0,21.0,36.0,28.0,17,8.0,14,27.0,17.0,7.0,24.0,30.0,20.0,12,8.0,21,367
2019-03-31,Louisville,Delaware,Home,,8,9,,34.0,8.0,1.0,9.0,21.0,16.0,17,9.0,6,21.0,9.0,3.0,12.0,26.0,22.0,24,10.0,13,367
2019-04-06,Louisville,North Carolina,Home,,6,17,,20.0,6.0,1.0,7.0,25.0,19.0,13,5.0,12,7.0,17.0,8.0,25.0,34.0,28.0,19,7.0,13,367
2019-04-09,Louisville,Ohio St.,Home,,19,7,,17.0,19.0,5.0,24.0,37.0,27.0,20,12.0,17,22.0,7.0,2.0,9.0,14.0,12.0,10,6.0,11,367
2019-04-13,Louisville,Virginia,Away,,12,16,,26.0,12.0,5.0,17.0,27.0,21.0,12,9.0,14,27.0,16.0,10.0,26.0,33.0,23.0,17,7.0,16,367
2019-04-20,Louisville,Boston College,Away,,6,19,,30.0,6.0,3.0,9.0,21.0,13.0,16,14.0,5,14.0,19.0,9.0,28.0,40.0,28.0,23,15.0,21,367
2019-04-24,Louisville,Boston College,Away,,4,15,,24.0,4.0,1.0,5.0,24.0,17.0,16,10.0,6,19.0,15.0,8.0,23.0,36.0,22.0,19,11.0,14,367
2019-02-16,Loyola Maryland,Johns Hopkins,Away,,11,13,,25.0,11.0,5.0,16.0,24.0,17.0,15,5.0,18,26.0,13.0,2.0,15.0,27.0,20.0,21,10.0,8,369
2019-02-23,Loyola Maryland,Florida,Home,,15,12,,18.0,15.0,9.0,24.0,28.0,25.0,16,5.0,15,31.0,12.0,3.0,15.0,30.0,23.0,9,6.0,14,369
2019-02-27,Loyola Maryland,Syracuse,Away,,11,15,,37.0,11.0,8.0,19.0,23.0,19.0,19,6.0,12,28.0,15.0,8.0,23.0,30.0,25.0,22,9.0,16,369
2019-03-02,Loyola Maryland,Penn St.,Home,,13,8,,29.0,13.0,5.0,18.0,34.0,24.0,14,12.0,13,22.0,8.0,1.0,9.0,25.0,20.0,10,8.0,10,369
2019-03-06,Loyola Maryland,Towson,Away,,12,6,,25.0,12.0,8.0,20.0,26.0,18.0,19,9.0,6,26.0,6.0,1.0,7.0,30.0,21.0,16,10.0,14,369
2019-03-13,Loyola Maryland,Virginia,Away,,9,12,,27.0,9.0,5.0,14.0,23.0,17.0,13,5.0,10,22.0,12.0,1.0,13.0,27.0,22.0,10,10.0,13,369
2019-03-16,Loyola Maryland,Army West Point,Away,,21,7,,14.0,21.0,11.0,32.0,35.0,28.0,12,6.0,16,18.0,7.0,2.0,9.0,21.0,16.0,7,2.0,14,369
2019-03-20,Loyola Maryland,Georgetown,Home,,13,10,,14.0,13.0,7.0,20.0,33.0,21.0,12,8.0,15,25.0,10.0,5.0,15.0,28.0,23.0,12,2.0,9,369
2019-03-23,Loyola Maryland,Lehigh,Home,,13,6,,13.0,13.0,6.0,19.0,37.0,26.0,18,10.0,17,25.0,6.0,5.0,11.0,15.0,11.0,14,5.0,4,369
2019-03-27,Loyola Maryland,American,Away,,17,9,,11.0,17.0,11.0,28.0,34.0,27.0,19,10.0,15,10.0,9.0,2.0,11.0,28.0,21.0,20,3.0,12,369
2019-03-31,Loyola Maryland,Boston U.,Home,,21,7,,14.0,21.0,13.0,34.0,37.0,32.0,19,12.0,21,18.0,7.0,2.0,9.0,22.0,15.0,15,4.0,10,369
2019-04-06,Loyola Maryland,Navy,Home,,16,6,,19.0,16.0,10.0,26.0,22.0,18.0,18,10.0,8,19.0,6.0,2.0,8.0,24.0,13.0,16,5.0,16,369
2019-04-10,Loyola Maryland,Princeton,Away,,10,14,,25.0,10.0,6.0,16.0,28.0,21.0,12,5.0,11,20.0,14.0,2.0,16.0,27.0,20.0,12,6.0,15,369
2019-04-13,Loyola Maryland,Lafayette,Away,,21,9,,30.0,21.0,15.0,36.0,35.0,28.0,20,12.0,14,14.0,9.0,1.0,10.0,22.0,15.0,11,3.0,18,369
2019-04-17,Loyola Maryland,Bucknell,Home,,21,1,,15.0,21.0,12.0,33.0,40.0,34.0,24,10.0,14,20.0,1.0,1.0,2.0,11.0,4.0,13,6.0,10,369
2019-04-20,Loyola Maryland,Colgate,Home,,18,9,,29.0,18.0,11.0,29.0,34.0,27.0,17,11.0,18,25.0,9.0,1.0,10.0,23.0,20.0,17,7.0,11,369
2019-04-26,Loyola Maryland,Holy Cross,Away,,18,3,,9.0,18.0,12.0,30.0,38.0,29.0,20,7.0,17,16.0,3.0,2.0,5.0,12.0,7.0,15,4.0,6,369
2019-05-02,Loyola Maryland,Colgate,Home,,20,12,,24.0,20.0,9.0,29.0,34.0,26.0,18,5.0,21,35.0,12.0,8.0,20.0,29.0,21.0,16,8.0,13,369
2019-05-04,Loyola Maryland,Navy,Home,,21,9,,29.0,21.0,17.0,38.0,30.0,27.0,9,4.0,15,17.0,9.0,4.0,13.0,24.0,17.0,8,3.0,17,369
2019-05-10,Loyola Maryland,Richmond,Home,,19,6,,15.0,19.0,11.0,30.0,26.0,24.0,13,11.0,23,29.0,6.0,1.0,7.0,18.0,13.0,16,9.0,4,369
2019-05-12,Loyola Maryland,Princeton,Away,,13,17,,24.0,13.0,6.0,19.0,28.0,24.0,8,10.0,14,23.0,17.0,6.0,23.0,30.0,23.0,16,8.0,18,369
2019-02-18,Manhattan,Vermont,Home,,7,10,,22.0,7.0,5.0,12.0,24.0,19.0,28,6.0,10,21.0,10.0,5.0,15.0,30.0,21.0,27,9.0,9,381
2019-02-23,Manhattan,La Salle,Away,,9,4,,19.0,9.0,1.0,10.0,25.0,14.0,22,9.0,6,27.0,4.0,,4.0,21.0,12.0,18,9.0,9,381
2019-02-27,Manhattan,LIU,Home,,9,7,,17.0,9.0,6.0,15.0,25.0,22.0,27,10.0,9,17.0,7.0,3.0,10.0,27.0,18.0,30,6.0,9,381
2019-03-02,Manhattan,Lafayette,Home,,9,7,,23.0,9.0,4.0,13.0,26.0,16.0,27,9.0,9,22.0,7.0,3.0,10.0,25.0,15.0,30,9.0,9,381
2019-03-06,Manhattan,Central Conn. St.,Away,,7,4,,10.0,7.0,5.0,12.0,23.0,15.0,19,5.0,5,8.0,4.0,3.0,7.0,16.0,11.0,18,3.0,8,381
2019-03-09,Manhattan,Sacred Heart,Home,,13,4,,9.0,13.0,9.0,22.0,32.0,25.0,22,3.0,11,19.0,4.0,3.0,7.0,14.0,11.0,14,5.0,8,381
2019-03-12,Manhattan,Drexel,Home,,7,13,,20.0,7.0,3.0,10.0,18.0,12.0,12,2.0,7,9.0,13.0,5.0,18.0,42.0,21.0,29,10.0,15,381
2019-03-16,Manhattan,Wagner,Away,,5,10,,20.0,5.0,4.0,9.0,28.0,18.0,15,7.0,11,25.0,10.0,3.0,13.0,23.0,14.0,20,10.0,6,381
2019-03-22,Manhattan,Canisius,Home,,15,10,,16.0,15.0,11.0,26.0,26.0,22.0,18,7.0,13,20.0,10.0,5.0,15.0,24.0,16.0,18,6.0,14,381
2019-03-27,Manhattan,Marist,Home,,12,10,,25.0,12.0,5.0,17.0,30.0,19.0,24,13.0,6,29.0,10.0,4.0,14.0,28.0,17.0,20,8.0,18,381
2019-03-30,Manhattan,Siena,Away,,8,6,,18.0,8.0,2.0,10.0,32.0,18.0,26,4.0,8,19.0,6.0,3.0,9.0,26.0,17.0,26,8.0,7,381
2019-04-03,Manhattan,Fairfield,Away,,6,14,,21.0,6.0,1.0,7.0,21.0,13.0,18,9.0,7,22.0,14.0,7.0,21.0,39.0,25.0,24,10.0,15,381
2019-04-10,Manhattan,Iona,Home,,14,8,,21.0,14.0,7.0,21.0,33.0,26.0,24,10.0,13,26.0,8.0,5.0,13.0,20.0,14.0,19,9.0,11,381
2019-04-13,Manhattan,Quinnipiac,Home,,11,9,,17.0,11.0,6.0,17.0,38.0,24.0,20,6.0,13,20.0,9.0,4.0,13.0,19.0,15.0,13,6.0,9,381
2019-04-17,Manhattan,Monmouth,Away,,5,19,,12.0,5.0,2.0,7.0,24.0,15.0,16,6.0,9,16.0,19.0,11.0,30.0,33.0,24.0,14,7.0,17,381
2019-04-20,Manhattan,Niagara,Away,,7,6,2,14.0,7.0,3.0,10.0,21.0,13.0,24,6.0,4,12.0,6.0,3.0,9.0,38.0,23.0,26,9.0,13,381
2019-04-27,Manhattan,Marist,Home,,14,15,,21.0,14.0,6.0,20.0,30.0,22.0,21,14.0,4,29.0,15.0,9.0,24.0,36.0,25.0,15,8.0,27,381
2019-02-13,Marist,Army West Point,Home,,9,18,,21.0,9.0,5.0,14.0,30.0,21.0,24,7.0,10,22.0,18.0,7.0,25.0,35.0,25.0,22,8.0,19,386
2019-02-16,Marist,Rutgers,Away,,9,13,,21.0,9.0,1.0,10.0,22.0,16.0,13,5.0,14,20.0,13.0,8.0,21.0,31.0,22.0,17,9.0,10,386
2019-02-24,Marist,Vermont,Away,,15,14,1,20.0,15.0,1.0,16.0,38.0,26.0,16,10.0,22,25.0,14.0,5.0,19.0,31.0,22.0,13,7.0,9,386
2019-03-01,Marist,Binghamton,Away,,12,8,,20.0,12.0,6.0,18.0,28.0,22.0,14,8.0,14,12.0,8.0,,8.0,22.0,17.0,15,7.0,7,386
2019-03-06,Marist,Massachusetts,Away,,8,18,,23.0,8.0,2.0,10.0,16.0,10.0,11,6.0,7,25.0,18.0,6.0,24.0,37.0,28.0,17,12.0,20,386
2019-03-09,Marist,La Salle,Home,,12,11,,17.0,12.0,2.0,14.0,45.0,32.0,25,7.0,18,31.0,11.0,6.0,17.0,27.0,21.0,18,6.0,7,386
2019-03-11,Marist,Cornell,Home,,12,18,,17.0,12.0,3.0,15.0,25.0,18.0,15,9.0,12,18.0,18.0,9.0,27.0,39.0,29.0,13,5.0,20,386
2019-03-17,Marist,Jacksonville,Away,,10,20,,19.0,10.0,3.0,13.0,28.0,17.0,14,8.0,21,26.0,20.0,10.0,30.0,32.0,23.0,17,15.0,11,386
2019-03-23,Marist,Quinnipiac,Home,,10,9,,22.0,10.0,6.0,16.0,29.0,22.0,23,7.0,10,18.0,9.0,2.0,11.0,22.0,17.0,18,7.0,10,386
2019-03-27,Marist,Manhattan,Away,,10,12,,29.0,10.0,4.0,14.0,28.0,17.0,20,8.0,18,25.0,12.0,5.0,17.0,30.0,19.0,24,13.0,6,386
2019-03-30,Marist,Monmouth,Away,,12,15,,39.0,12.0,1.0,13.0,30.0,18.0,20,7.0,18,25.0,15.0,4.0,19.0,33.0,26.0,26,10.0,11,386
2019-04-03,Marist,Canisius,Home,,19,14,,22.0,19.0,10.0,29.0,38.0,27.0,17,11.0,21,10.0,14.0,9.0,23.0,35.0,27.0,21,10.0,14,386
2019-04-06,Marist,Fairfield,Home,,9,10,,18.0,9.0,2.0,11.0,29.0,18.0,13,7.0,15,14.0,10.0,6.0,16.0,33.0,25.0,24,12.0,6,386
2019-04-10,Marist,Niagara,Away,,17,16,1,19.0,17.0,2.0,19.0,32.0,23.0,18,11.0,25,25.0,16.0,4.0,20.0,30.0,24.0,27,16.0,10,386
2019-04-17,Marist,Siena,Home,,10,18,,29.0,10.0,3.0,13.0,33.0,20.0,13,7.0,17,15.0,18.0,13.0,31.0,34.0,30.0,22,6.0,13,386
2019-04-20,Marist,Iona,Away,,15,10,,35.0,15.0,7.0,22.0,32.0,23.0,21,8.0,20,37.0,10.0,7.0,17.0,31.0,24.0,28,17.0,7,386
2019-04-27,Marist,Manhattan,Away,,15,14,,29.0,15.0,9.0,24.0,36.0,25.0,15,8.0,27,21.0,14.0,6.0,20.0,30.0,22.0,21,14.0,4,386
2019-05-02,Marist,Fairfield,Away,,14,18,,26.0,14.0,3.0,17.0,31.0,24.0,12,4.0,18,34.0,18.0,9.0,27.0,32.0,24.0,14,9.0,15,386
2019-02-08,Marquette,Notre Dame,Home,,4,19,,18.0,4.0,1.0,5.0,12.0,9.0,10,5.0,6,11.0,19.0,9.0,28.0,38.0,31.0,17,15.0,18,387
2019-02-10,Marquette,Louisville,Home,,15,12,,26.0,15.0,4.0,19.0,30.0,23.0,18,8.0,17,26.0,12.0,5.0,17.0,30.0,21.0,18,8.0,12,387
2019-02-15,Marquette,Cincinnati,Away,,18,22,,14.0,18.0,10.0,28.0,35.0,27.0,26,11.0,28,25.0,22.0,12.0,34.0,34.0,25.0,34,12.0,14,387
2019-02-17,Marquette,Detroit Mercy,Home,,22,9,,30.0,22.0,14.0,36.0,40.0,31.0,20,13.0,19,20.0,9.0,3.0,12.0,30.0,18.0,19,7.0,13,387
2019-02-23,Marquette,Kennesaw St.,Away,,19,15,,28.0,19.0,5.0,24.0,36.0,29.0,12,3.0,18,18.0,15.0,4.0,19.0,31.0,22.0,10,3.0,18,387
2019-03-01,Marquette,Ohio St.,Away,,9,11,,20.0,9.0,4.0,13.0,27.0,18.0,17,13.0,10,16.0,11.0,6.0,17.0,26.0,20.0,17,10.0,10,387
2019-03-03,Marquette,High Point,Away,,9,20,,11.0,9.0,6.0,15.0,23.0,18.0,12,6.0,15,18.0,20.0,7.0,27.0,42.0,30.0,17,14.0,15,387
2019-03-10,Marquette,Stetson,Away,,19,8,,25.0,19.0,8.0,27.0,31.0,24.0,19,9.0,17,31.0,8.0,5.0,13.0,24.0,15.0,14,10.0,9,387
2019-03-15,Marquette,Canisius,Away,,19,8,,15.0,19.0,9.0,28.0,46.0,33.0,20,7.0,12,17.0,8.0,3.0,11.0,18.0,14.0,13,3.0,16,387
2019-03-17,Marquette,Niagara,Away,,16,12,,21.0,16.0,7.0,23.0,44.0,31.0,20,4.0,13,14.0,12.0,4.0,16.0,25.0,20.0,15,1.0,17,387
2019-03-21,Marquette,Central Mich.,Away,,7,16,,16.0,7.0,,7.0,38.0,24.0,28,10.0,11,5.0,16.0,4.0,20.0,29.0,26.0,24,5.0,14,387
2019-03-23,Marquette,Northwestern,Home,,4,24,,15.0,4.0,,4.0,25.0,17.0,17,7.0,12,12.0,24.0,15.0,39.0,36.0,29.0,33,12.0,17,387
2019-03-30,Marquette,Villanova,Home,,13,15,,27.0,13.0,5.0,18.0,24.0,20.0,13,12.0,16,22.0,15.0,9.0,24.0,34.0,20.0,21,11.0,14,387
2019-04-06,Marquette,Butler,Home,,16,3,,36.0,16.0,8.0,24.0,42.0,33.0,24,8.0,16,35.0,3.0,1.0,4.0,19.0,12.0,19,8.0,4,387
2019-04-13,Marquette,Old Dominion,Away,,17,7,,11.0,17.0,9.0,26.0,32.0,26.0,17,12.0,7,16.0,7.0,1.0,8.0,22.0,13.0,11,8.0,19,387
2019-04-19,Marquette,Denver,Away,,11,21,,21.0,11.0,5.0,16.0,20.0,14.0,12,8.0,20,32.0,21.0,6.0,27.0,33.0,26.0,20,16.0,14,387
2019-04-27,Marquette,Georgetown,Home,,14,12,,17.0,14.0,6.0,20.0,39.0,26.0,18,6.0,12,22.0,12.0,3.0,15.0,49.0,30.0,23,3.0,16,387
2019-05-02,Marquette,Georgetown,Home,,10,17,,28.0,10.0,4.0,14.0,20.0,17.0,11,5.0,13,24.0,17.0,4.0,21.0,33.0,27.0,21,10.0,17,387
2019-02-09,Maryland,George Mason,Home,,16,5,,15.0,16.0,7.0,23.0,41.0,29.0,13,4.0,13,24.0,5.0,2.0,7.0,12.0,12.0,6,2.0,10,392
2019-02-14,Maryland,Florida,Away,,17,12,,22.0,17.0,3.0,20.0,38.0,33.0,25,3.0,20,32.0,12.0,6.0,18.0,33.0,24.0,22,7.0,11,392
2019-02-24,Maryland,North Carolina,Home,,13,12,2,14.0,13.0,5.0,18.0,33.0,24.0,17,5.0,7,9.0,12.0,3.0,15.0,35.0,26.0,15,2.0,21,392
2019-02-27,Maryland,UMBC,Away,,18,1,,5.0,18.0,5.0,23.0,35.0,30.0,15,7.0,16,24.0,1.0,1.0,2.0,8.0,6.0,9,3.0,5,392
2019-03-02,Maryland,Hofstra,Away,,17,9,,18.0,17.0,6.0,23.0,32.0,28.0,19,6.0,17,22.0,9.0,3.0,12.0,35.0,21.0,15,5.0,10,392
2019-03-09,Maryland,Syracuse,Home,,12,11,1,20.0,12.0,6.0,18.0,27.0,22.0,10,6.0,18,32.0,11.0,6.0,17.0,27.0,23.0,14,10.0,8,392
