Season,Team,Jersey Number,Full Name,Roster Name,First Name,Last Name,Year,Position,Games Played,Games Started,g,gs_2,Goals,Assists,Points,Shots,Shooting Percentage,Shots on Goal,Shots on Goal Percentage,Game Winning Goals,Powerplay Goals,Penalty Kill Goals,Ground Balls,Turnovers,Caused Turnovers,Faceoffs Won,Faceoffs Taken,Faceoff Percentage,pen,Penalties,Goalie Games Played,Goalie Games Started,Goalie Minutes,goals_allowed,GAA,Saves,Save Percentage,rc,yc,clears,att,clear_pct,otg,NCAA id
2023,Air Force Falcons,33,Jason Rose,"Rose, Jason",Jason,Rose,Sr,GK,12,12,12,12,0,0,0,1,0,1,1,0,0,0,33,6,7,0,0,0,1,30,12,12,653:42,122,11.198,128,0.512,0,0,0,0,0,0,2319159
2023,Air Force Falcons,44,Daniel Enoch,"Enoch, Daniel",Daniel,Enoch,So,D,12,11,12,11,0,0,0,0,0,0,0,0,0,0,14,3,7,0,0,0,4,180,0,0,,0,0,0,0,0,0,0,0,0,0,2663460
2023,Air Force Falcons,25,James Chastain,"Chastain, James",James,Chastain,Jr,D,12,12,12,12,0,0,0,3,0,0,0,0,0,0,15,5,8,0,0,0,2,120,0,0,,0,0,0,0,0,0,0,0,0,0,2473183
2023,Air Force Falcons,56,Wes Peene,"Peene, Wes",Wes,Peene,So,M,12,11,12,11,12,7,19,39,0.308,17,0.436,0,1,0,11,14,0,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2663465
2023,Air Force Falcons,17,Chris Bardak,"Bardak, Chris",Chris,Bardak,Jr,D,12,2,12,2,1,2,3,9,0.111,4,0.444,1,0,0,37,1,20,17,37,0.459,7,240,0,0,,0,0,0,0,0,0,0,0,0,0,2473182
2023,Air Force Falcons,40,Ethan Grandolfo,"Grandolfo, Ethan",Ethan,Grandolfo,Sr,ATT,12,10,12,10,27,8,35,73,0.37,46,0.63,2,3,0,15,14,6,0,0,0,2,60,0,0,,0,0,0,0,0,0,0,0,0,0,2319161
2023,Air Force Falcons,24,Gavin Peene,"Peene, Gavin",Gavin,Peene,Sr,M,12,7,12,7,9,4,13,21,0.429,14,0.667,0,0,0,3,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2319155
2023,Air Force Falcons,12,Tommy Hellman,"Hellman, Tommy",Tommy,Hellman,Sr,M,11,1,11,1,3,0,3,7,0.429,6,0.857,0,1,0,22,12,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2319136
2023,Air Force Falcons,14,Luke Vrsansky,"Vrsansky, Luke",Luke,Vrsansky,Fr,M,11,0,11,0,2,1,3,15,0.133,6,0.4,0,0,0,1,5,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2810581
2023,Air Force Falcons,42,Hunter Panzik,"Panzik, Hunter",Hunter,Panzik,Fr,M,11,0,11,0,2,1,3,8,0.25,3,0.375,0,0,0,2,4,0,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2810589
2023,Air Force Falcons,15,Sam Ewing,"Ewing, Sam",Sam,Ewing,Jr,D,11,0,11,0,0,1,1,2,0,0,0,0,0,0,12,3,2,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2473181
2023,Air Force Falcons,5,Aidan Tolen,"Tolen, Aidan",Aidan,Tolen,Jr,M,11,7,11,7,15,5,20,41,0.366,21,0.512,0,1,0,14,17,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2473179
2023,Air Force Falcons,45,Brandon Dodd,"Dodd, Brandon",Brandon,Dodd,Sr,ATT,11,11,11,11,29,20,49,79,0.367,49,0.62,2,2,0,13,25,2,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2319163
2023,Air Force Falcons,10,Josh Yago,"Yago, Josh",Josh,Yago,So,ATT,10,9,10,9,12,9,21,62,0.194,28,0.452,1,0,0,15,18,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2663449
2023,Air Force Falcons,26,Quinn Richards,"Richards, Quinn",Quinn,Richards,Jr,GK,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,66:11,10,9.066,11,0.524,0,0,0,0,0,0,2473189
2023,Air Force Falcons,0,Shad Bruce,"Bruce, Shad",Shad,Bruce,Sr,SSDM,9,0,9,0,6,3,9,8,0.75,7,0.875,0,1,0,10,2,3,0,0,0,2,90,0,0,,0,0,0,0,0,0,0,0,0,0,2319132
2023,Air Force Falcons,29,Braden Gaab,"Gaab, Braden",Braden,Gaab,Jr,FO,9,0,9,0,1,0,1,3,0.333,1,0.333,0,0,0,15,2,0,35,91,0.385,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2473184
2023,Air Force Falcons,34,Matt Rosato,"Rosato, Matt",Matt,Rosato,Fr,D,9,6,9,6,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,5,270,0,0,,0,0,0,0,0,0,0,0,0,0,2810585
2023,Air Force Falcons,11,Dylan Frankhouser,"Frankhouser, Dylan",Dylan,Frankhouser,Sr,FO,9,1,9,1,0,0,0,0,0,0,0,0,0,0,9,2,0,24,73,0.329,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2319154
2023,Air Force Falcons,16,Jake Knapp,"Knapp, Jake",Jake,Knapp,So,FO,9,0,9,0,1,1,2,4,0.25,3,0.75,0,0,0,23,3,0,42,93,0.452,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2663459
2023,Air Force Falcons,27,Mitchell Gruenewald,"Gruenewald, Mitchell",Mitchell,Gruenewald,Sr,D,9,1,9,1,0,0,0,1,0,0,0,0,0,0,10,0,4,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2319156
2023,Air Force Falcons,8,Alexander Stepney,"Stepney, Alexander",Alexander,Stepney,So,M,9,2,9,2,1,1,2,10,0.1,4,0.4,0,1,0,3,4,1,1,1,1,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2663450
2023,Air Force Falcons,1,Caelen Driggs,"Driggs, Caelen",Caelen,Driggs,Fr,ATT,9,8,9,8,4,2,6,33,0.121,19,0.576,0,1,0,4,7,4,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2810577
2023,Air Force Falcons,30,Blake Boyd,"Boyd, Blake",Blake,Boyd,Fr,FO,8,0,8,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2810584
2023,Air Force Falcons,32,Maxwell Kane,"Kane, Maxwell",Maxwell,Kane,Sr,M,8,2,8,2,1,2,3,8,0.125,5,0.625,0,0,0,5,3,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2319138
2023,Air Force Falcons,6,Matt Rubino,"Rubino, Matt",Matt,Rubino,So,ATT,6,1,6,1,0,0,0,3,0,1,0.333,0,0,0,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2663464
2023,Air Force Falcons,28,Cole Cunningham,"Cunningham, Cole",Cole,Cunningham,Fr,D,6,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2810544
2023,Air Force Falcons,21,Cody Gross,"Gross, Cody",Cody,Gross,So,D,6,5,6,5,0,0,0,0,0,0,0,0,0,0,10,1,4,0,0,0,2,60,0,0,,0,0,0,0,0,0,0,0,0,0,2663461
2023,Air Force Falcons,9,Josh Tauss,"Tauss, Josh",Josh,Tauss,Sr,M,6,0,6,0,5,0,5,9,0.556,6,0.667,0,0,0,3,3,0,0,0,0,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2518908
2023,Air Force Falcons,4,Cooper Rich,"Rich, Cooper",Cooper,Rich,Jr,M,5,0,5,0,1,1,2,3,0.333,2,0.667,0,0,0,4,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2473188
2023,Air Force Falcons,31,Kyle Griffith,"Griffith, Kyle",Kyle,Griffith,So,ATT,5,1,5,1,2,1,3,5,0.4,3,0.6,1,1,0,3,3,0,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2663453
2023,Air Force Falcons,41,Connor Albertson,"Albertson, Connor",Connor,Albertson,Fr,D,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2810588
2023,Air Force Falcons,13,Cole Rassas,"Rassas, Cole",Cole,Rassas,Fr,M,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2810579
2023,Air Force Falcons,22,Ollie Lovell,"Lovell, Ollie",Ollie,Lovell,So,SSDM,3,0,3,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2663452
2023,Air Force Falcons,7,Will Stax,"Stax, Will",Will,Stax,Jr,SSDM,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2473190
2023,Air Force Falcons,20,Joey Matheson,"Matheson, Joey",Joey,Matheson,Sr,M,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2319166
2023,Air Force Falcons,18,Ethan Howell,"Howell, Ethan",Ethan,Howell,So,ATT,3,0,3,0,1,1,2,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2663463
2023,Air Force Falcons,36,Daniel Haimes,"Haimes, Daniel",Daniel,Haimes,So,FO,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,0.429,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2663455
2023,Air Force Falcons,47,Jim Breen,"Breen, Jim",Jim,Breen,Fr,D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2810592
2023,Air Force Falcons,23,Jack Stewart,"Stewart, Jack",Jack,Stewart,Jr,SSDM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2518907
2023,Air Force Falcons,43,Ryan Stadelmaier,"Stadelmaier, Ryan",Ryan,Stadelmaier,Fr,ATT,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2810590
2023,Army West Point Black Knights,40,Eamon Murphy,"Murphy, Eamon",Eamon,Murphy,Jr,DM,10,0,10,0,1,0,1,5,0.2,1,0.2,0,0,0,13,2,2,0,0,0,5,180,0,0,,0,0,0,0,0,0,0,0,0,0,2478850
2023,Army West Point Black Knights,20,AJ Pilate,"Pilate, AJ",AJ,Pilate,So,D,10,10,10,10,0,1,1,1,0,1,1,0,0,0,21,3,12,0,0,0,3,120,0,0,,0,0,0,0,0,0,0,0,0,0,2664449
2023,Army West Point Black Knights,24,Reese Burek,"Burek, Reese",Reese,Burek,Sr,M,10,10,10,10,21,18,39,81,0.259,46,0.568,1,1,0,18,13,7,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2333228
2023,Army West Point Black Knights,10,Will Coletti,"Coletti, Will",Will,Coletti,So,FO,10,0,10,0,5,3,8,10,0.5,8,0.8,2,0,0,96,5,1,142,227,0.626,3,90,0,0,,0,0,0,0,0,0,0,0,0,0,2664445
2023,Army West Point Black Knights,4,Evan Plunkett,"Plunkett, Evan",Evan,Plunkett,Fr,M,10,9,10,9,15,18,33,47,0.319,27,0.574,0,0,0,13,10,1,0,0,0,2,120,0,0,,0,0,0,0,0,0,0,0,0,0,2823891
2023,Army West Point Black Knights,47,Andrew Kelly,"Kelly, Andrew",Andrew,Kelly,Sr,M,10,1,10,1,3,0,3,6,0.5,5,0.833,0,0,0,3,4,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2333231
2023,Army West Point Black Knights,41,Gunnar Fellows,"Fellows, Gunnar",Gunnar,Fellows,Fr,ATT,10,10,10,10,12,3,15,38,0.316,24,0.632,1,3,1,9,9,2,0,0,0,4,150,0,0,,0,0,0,0,0,0,0,0,0,0,2823834
2023,Army West Point Black Knights,79,Ryan Nixon,"Nixon, Ryan",Ryan,Nixon,So,M,10,0,10,0,0,0,0,2,0,1,0.5,0,0,0,13,2,7,0,0,0,2,60,0,0,,0,0,0,0,0,0,0,0,0,0,2664451
2023,Army West Point Black Knights,99,John Sullivan,"Sullivan, John",John,Sullivan,Fr,D,10,10,10,10,0,0,0,0,0,0,0,0,0,0,23,3,4,0,0,0,3,150,0,0,,0,0,0,0,0,0,0,0,0,0,2823837
2023,Army West Point Black Knights,0,Bailey O'Connor,"O'Connor, Bailey",Bailey,O'Connor,Jr,M,10,6,10,6,10,2,12,25,0.4,18,0.72,0,0,0,4,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2478854
2023,Army West Point Black Knights,28,Paul Johnson,"Johnson, Paul",Paul,Johnson,Jr,ATT,10,10,10,10,15,10,25,54,0.278,34,0.63,1,0,0,17,16,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2333342
2023,Army West Point Black Knights,90,Jacob Morin,"Morin, Jacob",Jacob,Morin,Jr,M,10,10,10,10,23,4,27,70,0.329,46,0.657,2,4,0,6,8,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2333344
2023,Army West Point Black Knights,33,Christian Fournier,"Fournier, Christian",Christian,Fournier,So,LSM,10,0,10,0,0,1,1,8,0,5,0.625,0,0,0,27,5,15,0,0,0,2,60,0,0,,0,0,0,0,0,0,0,0,0,0,2664459
2023,Army West Point Black Knights,36,Ned Lynch,"Lynch, Ned",Ned,Lynch,Jr,D,10,9,10,9,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2478839
2023,Army West Point Black Knights,22,Cal Lambert,"Lambert, Cal",Cal,Lambert,Fr,FO,9,0,9,0,6,2,8,8,0.75,7,0.875,0,4,0,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2823886
2023,Army West Point Black Knights,7,Ryan Sposito,"Sposito, Ryan",Ryan,Sposito,Sr,M,9,1,9,1,3,4,7,15,0.2,7,0.467,1,0,0,4,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2333234
2023,Army West Point Black Knights,98,Keagan Treacy,"Treacy, Keagan",Keagan,Treacy,Fr,D,9,0,9,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2,120,0,0,,0,0,0,0,0,0,0,0,0,0,2823890
2023,Army West Point Black Knights,35,Christian Mazur,"Mazur, Christian",Christian,Mazur,So,DM,9,0,9,0,1,0,1,5,0.2,2,0.4,0,0,0,14,5,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2664453
2023,Army West Point Black Knights,19,Johnny Devino,"Devino, Johnny",Johnny,Devino,So,M,9,0,9,0,0,0,0,3,0,3,1,0,0,0,7,0,3,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2664462
2023,Army West Point Black Knights,21,Dylan D'Agostino,"D'Agostino, Dylan",Dylan,D'Agostino,So,M,8,0,8,0,0,1,1,5,0,2,0.4,0,0,0,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2659264
2023,Army West Point Black Knights,2,Knox Dent,"Dent, Knox",Knox,Dent,Sr,GK,8,8,8,8,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0,0,0,8,8,425:19,59,8.323,62,0.512,0,0,0,0,0,0,2333229
2023,Army West Point Black Knights,11,Alex Gekas,"Gekas, Alex",Alex,Gekas,Jr,M,8,0,8,0,0,1,1,11,0,3,0.273,0,0,0,1,9,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2478890
2023,Army West Point Black Knights,60,Matt Chess,"Chess, Matt",Matt,Chess,Jr,GK,7,2,7,2,0,0,0,1,0,0,0,0,0,0,6,1,1,0,0,0,0,0,7,2,158:56,19,7.173,31,0.62,0,0,0,0,0,0,2478887
2023,Army West Point Black Knights,14,Avi Mehl,"Mehl, Avi",Avi,Mehl,Fr,ATT,7,0,7,0,2,2,4,11,0.182,5,0.455,1,2,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2823833
2023,Army West Point Black Knights,29,Finn McCullough,"McCullough, Finn",Finn,McCullough,So,ATT,6,0,6,0,4,1,5,10,0.4,6,0.6,0,0,0,1,4,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2664452
2023,Army West Point Black Knights,81,Dawson Clark,"Clark, Dawson",Dawson,Clark,Fr,ATT,6,0,6,0,3,2,5,14,0.214,11,0.786,0,0,0,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2823889
2023,Army West Point Black Knights,17,Stevie Grabher,"Grabher, Stevie",Stevie,Grabher,Sr,FO,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,1,0,10,14,0.714,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2333341
2023,Army West Point Black Knights,25,Joey Stillings,"Stillings, Joey",Joey,Stillings,Jr,LSM,5,0,5,0,2,0,2,3,0.667,2,0.667,0,0,0,1,3,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2333235
2023,Army West Point Black Knights,77,Ryan Sellew,"Sellew, Ryan",Ryan,Sellew,So,ATT,4,3,4,3,3,1,4,6,0.5,6,1,0,1,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2664447
2023,Army West Point Black Knights,12,Trevor Kelly,"Kelly, Trevor",Trevor,Kelly,Jr,M,4,0,4,0,1,0,1,2,0.5,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2478668
2023,Army West Point Black Knights,8,Deacon Donaldson,"Donaldson, Deacon",Deacon,Donaldson,Sr,D,4,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2333230
2023,Army West Point Black Knights,27,Kyle Atherton,"Atherton, Kyle",Kyle,Atherton,So,D,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2659243
2023,Army West Point Black Knights,32,John Manero,"Manero, John",John,Manero,So,M,4,0,4,0,1,1,2,3,0.333,2,0.667,0,0,0,3,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2664454
2023,Army West Point Black Knights,26,Mike Tangredi,"Tangredi, Mike",Mike,Tangredi,Jr,M,3,0,3,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2478874
2023,Army West Point Black Knights,1,Sean Byrne,"Byrne, Sean",Sean,Byrne,Fr,GK,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5:51,0,0,0,0,0,0,0,0,0,0,2823490
2023,Army West Point Black Knights,30,Brian King,"King, Brian",Brian,King,So,D,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2664455
2023,Army West Point Black Knights,66,Mark Schroeder,"Schroeder, Mark",Mark,Schroeder,So,D,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2664448
2023,Army West Point Black Knights,54,Cole Biggins,"Biggins, Cole",Cole,Biggins,Jr,D,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2478881
2023,Army West Point Black Knights,43,Billy Adams,"Adams, Billy",Billy,Adams,So,M,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2659242
2023,Army West Point Black Knights,85,Patrick Dunleavy,"Dunleavy, Patrick",Patrick,Dunleavy,So,M,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2664461
2023,Army West Point Black Knights,37,Alec Vaccaro,"Vaccaro, Alec",Alec,Vaccaro,So,FO,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2664446
2023,Army West Point Black Knights,16,Patrick Ferguson,"Ferguson, Patrick",Patrick,Ferguson,Fr,D,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2823884
2023,Army West Point Black Knights,6,Brayden Duncan,"Duncan, Brayden",Brayden,Duncan,Jr,ATT,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2478667
2023,Army West Point Black Knights,55,Hunter Mazur,"Mazur, Hunter",Hunter,Mazur,Jr,FO,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2333232
2023,Army West Point Black Knights,23,Evan Richardson,"Richardson, Evan",Evan,Richardson,Fr,GK,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6:43,2,17.866,2,0.5,0,0,0,0,0,0,2823887
2023,Army West Point Black Knights,31,Bennett Ong,"Ong, Bennett",Bennett,Ong,So,GK,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2:22,0,0,0,0,0,0,0,0,0,0,2664450
2023,Army West Point Black Knights,48,Jack Szalankiewicz,"Szalankiewicz, Jack",Jack,Szalankiewicz,Jr,LSM,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2478871
2023,Army West Point Black Knights,91,Luke Stratton,"Stratton, Luke",Luke,Stratton,Fr,D,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2823836
2023,Army West Point Black Knights,42,CJ Monturio,"Monturio, CJ",CJ,Monturio,Fr,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2823888
2023,Army West Point Black Knights,45,Tim Johnson,"Johnson, Tim",Tim,Johnson,So,D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2664456
2023,Army West Point Black Knights,88,Casey Reynolds,"Reynolds, Casey",Casey,Reynolds,So,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2664432
2023,Army West Point Black Knights,13,Jackson Tyler,"Tyler, Jackson",Jackson,Tyler,Sr,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2333346
2023,Army West Point Black Knights,58,Brandon Gibson,"Gibson, Brandon",Brandon,Gibson,Jr,DM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2478882
2023,Army West Point Black Knights,15,Mitch Gutgsell,"Gutgsell, Mitch",Mitch,Gutgsell,So,GK,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2664457
2023,Army West Point Black Knights,18,Alex Petrignani,"Petrignani, Alex",Alex,Petrignani,Fr,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2823885
2023,Bellarmine Knights,33,Christopher Reynolds,"Reynolds, Christopher",Christopher,Reynolds,Fr,D,12,0,12,0,0,0,0,1,0,0,0,0,0,0,11,3,3,0,0,0,4,180,0,0,,0,0,0,0,0,0,0,0,0,0,2802817
2023,Bellarmine Knights,49,Grant Guthrie,"Guthrie, Grant",Grant,Guthrie,Fr,FO,12,0,12,0,1,0,1,3,0.333,2,0.667,0,0,0,37,5,0,60,142,0.423,1,30,0,0,,0,0,0,0,0,0,0,0,0,0,2802810
2023,Bellarmine Knights,99,Brady Long,"Long, Brady",Brady,Long,So,D,12,12,12,12,0,0,0,3,0,1,0.333,0,0,0,24,5,9,0,0,0,8,420,0,0,,0,0,0,0,0,0,0,0,0,0,2653818
2023,Bellarmine Knights,10,Justin Wescoat,"Wescoat, Justin",Justin,Wescoat,So,M,12,7,12,7,9,5,14,53,0.17,23,0.434,0,0,0,5,15,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2653802
2023,Bellarmine Knights,2,Nicholas Sheremetta,"Sheremetta, Nicholas",Nicholas,Sheremetta,So,D,12,12,12,12,0,0,0,1,0,1,1,0,0,0,16,3,8,0,0,0,5,330,0,0,,0,0,0,0,0,0,0,0,0,0,2653800
2023,Bellarmine Knights,21,Denton Macdonald,"Macdonald, Denton",Denton,Macdonald,Jr,M,12,12,12,12,9,4,13,18,0.5,14,0.778,0,0,0,32,10,11,0,0,0,3,270,0,0,,0,0,0,0,0,0,0,0,0,0,2481128
2023,Bellarmine Knights,25,Wilson Murphree,"Murphree, Wilson",Wilson,Murphree,Jr,M,12,0,12,0,8,1,9,18,0.444,12,0.667,0,0,0,7,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2481127
2023,Bellarmine Knights,88,Max Coopman,"Coopman, Max",Max,Coopman,Jr,D,12,0,12,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,0,0,5,420,0,0,,0,0,0,0,0,0,0,0,0,0,2481125
2023,Bellarmine Knights,52,Kyle Playsted,"Playsted, Kyle",Kyle,Playsted,Jr,ATT,12,11,12,11,30,32,62,64,0.469,44,0.688,0,6,0,12,16,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2475378
2023,Bellarmine Knights,5,Tayo Oladunmoye,"Oladunmoye, Tayo",Tayo,Oladunmoye,Jr,M,12,12,12,12,7,5,12,35,0.2,19,0.543,0,2,0,7,11,1,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2475377
2023,Bellarmine Knights,28,Christian DellaRocco,"DellaRocco, Christian",Christian,DellaRocco,Jr,ATT,12,12,12,12,34,8,42,94,0.362,56,0.596,2,1,0,9,12,4,0,0,0,1,60,0,0,,0,0,0,0,0,0,0,0,0,0,2475375
2023,Bellarmine Knights,66,Pat Anderson,"Anderson, Pat",Pat,Anderson,Sr,M,12,0,12,0,6,11,17,27,0.222,17,0.63,0,0,0,8,11,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2333368
2023,Bellarmine Knights,77,Jesse Roth,"Roth, Jesse",Jesse,Roth,Sr,M,12,3,12,3,7,5,12,33,0.212,16,0.485,1,0,0,11,11,3,0,0,0,2,120,0,0,,0,0,0,0,0,0,0,0,0,0,2332062
