season,team,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,sh_att,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,gaa,saves,sv_pct,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg
2020,Stony Brook Seawolves,25, Madison Sleiman,"Sleiman, Madison", Madison,Sleiman,So,D,6,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Stony Brook Seawolves,21, Ranae Ward,"Ward, Ranae", Ranae,Ward,Jr,M,5,1,NA,1,1,2,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Stony Brook Seawolves,18, Alicia D'Aoust,"D'Aoust, Alicia", Alicia,D'Aoust,Jr,F,5,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Stony Brook Seawolves,27, Spencer Wirkkala,"Wirkkala, Spencer", Spencer,Wirkkala,Jr,D,4,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Stony Brook Seawolves,19, Michaela Goglia,"Goglia, Michaela", Michaela,Goglia,Sr,F,2,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,10, Hannah Pilley,"Pilley, Hannah", Hannah,Pilley,Fr,F,8,7,NA,1,1,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,21, Lindsey Brick,"Brick, Lindsey", Lindsey,Brick,Fr,D,8,8,NA,3,3,4,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,5, Alina Miagkova,"Miagkova, Alina", Alina,Miagkova,Sr,D,8,5,NA,NA,0,1,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,24, Meghan Root,"Root, Meghan", Meghan,Root,Jr,F,8,8,1,NA,2,8,9,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2020,Syracuse Orange,11, Jenna Tivnan,"Tivnan, Jenna", Jenna,Tivnan,Jr,D,8,8,2,NA,4,12,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Syracuse Orange,12, Telly Vunipola,"Vunipola, Telly", Telly,Vunipola,Jr,M,8,8,NA,NA,0,5,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,22, Lysianne Proulx,"Proulx, Lysianne", Lysianne,Proulx,Sr,GK,8,8,NA,NA,0,NA,1,NA,NA,NA,NA,NA,720:00,21,2.625,73,0.777,1,NA,1,7,NA,NA,NA,NA,NA
2020,Syracuse Orange,8, Katherine Hostage,"Hostage, Katherine", Katherine,Hostage,Jr,M,8,3,1,NA,2,7,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2020,Syracuse Orange,9, Olivia Erlbeck,"Erlbeck, Olivia", Olivia,Erlbeck,Sr,M,8,5,NA,NA,0,8,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,13, Shannon Aviza,"Aviza, Shannon", Shannon,Aviza,Sr,D,8,8,1,NA,2,7,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,6, Kailee Coonan,"Coonan, Kailee", Kailee,Coonan,Jr,M,8,7,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,18, Aysia Cobb,"Cobb, Aysia", Aysia,Cobb,Fr,F,7,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,17, Mackenzie Vlachos,"Vlachos, Mackenzie", Mackenzie,Vlachos,Sr,M,7,5,NA,NA,0,4,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,20, Stephanie deLaforcade,"deLaforcade, Stephanie", Stephanie,deLaforcade,Jr,M,6,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,23, Clarke Brown,"Brown, Clarke", Clarke,Brown,Sr,D,6,6,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,2, Kate Donovan,"Donovan, Kate", Kate,Donovan,Jr,F,4,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Syracuse Orange,15, Natalie Weidenbach,"Weidenbach, Natalie", Natalie,Weidenbach,Sr,D,4,2,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,16, Olivia Hasler,"Hasler, Olivia", Olivia,Hasler,Fr,M,16,8,2,NA,4,6,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,TCU Horned Frogs,17, Gracie Brian,"Brian, Gracie", Gracie,Brian,So,M,16,16,1,6,8,30,12,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,15, Brandi Peterson,"Peterson, Brandi", Brandi,Peterson,Jr,D,16,16,1,1,3,9,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,TCU Horned Frogs,6, Tijana Duricek,"Duricek, Tijana", Tijana,Duricek,Sr,D,16,16,1,NA,2,8,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,TCU Horned Frogs,9, Grace Collins,"Collins, Grace", Grace,Collins,So,F,16,16,8,2,18,54,25,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2020,TCU Horned Frogs,4, Chaylyn Hubbard,"Hubbard, Chaylyn", Chaylyn,Hubbard,Jr,D,16,16,NA,NA,0,14,13,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,13, Payton Crews,"Crews, Payton", Payton,Crews,Jr,M,16,16,1,4,6,17,10,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,5, Marz Akins,"Akins, Marz", Marz,Akins,Fr,D,15,15,NA,NA,0,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,0, Emily Alvarado,"Alvarado, Emily", Emily,Alvarado,Sr,GK,15,15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1337:10,8,0.538,60,0.882,8,1,12,1,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,12, Michelle Slater,"Slater, Michelle", Michelle,Slater,So,M,15,9,1,1,3,17,10,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,2, Yazmeen Ryan,"Ryan, Yazmeen", Yazmeen,Ryan,Sr,M,14,14,7,6,20,45,16,NA,4,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3
2020,TCU Horned Frogs,20, Maddy Warren,"Warren, Maddy", Maddy,Warren,Jr,F,14,5,2,NA,4,22,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,11, Messiah Bright,"Bright, Messiah", Messiah,Bright,Jr,F,12,12,4,1,9,30,15,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020,TCU Horned Frogs,26, Nicolette Lewis,"Lewis, Nicolette", Nicolette,Lewis,Jr,M,11,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,28, Lexie Wallace,"Wallace, Lexie", Lexie,Wallace,So,M,8,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,33, Avery Barron,"Barron, Avery", Avery,Barron,Fr,M,7,NA,1,NA,2,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,30, Haley Mallion,"Mallion, Haley", Haley,Mallion,Sr,M,7,1,1,NA,2,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,29, Abby Ogard,"Ogard, Abby", Abby,Ogard,Fr,F,7,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,22, Tatum Condrey,"Condrey, Tatum", Tatum,Condrey,Jr,M,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TCU Horned Frogs,1, Lauren Kellett,"Kellett, Lauren", Lauren,Kellett,Fr,GK,3,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,146:07,1,0.616,3,0.75,NA,1,NA,1,NA,NA,NA,NA,NA
2020,Temple Owls,43, Kamryn Stablein,"Stablein, Kamryn", Kamryn,Stablein,Jr,GK,10,10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,920:00,15,1.467,60,0.8,3,NA,4,5,NA,NA,NA,NA,NA
2020,Temple Owls,21, Emily Kavanaugh,"Kavanaugh, Emily", Emily,Kavanaugh,Jr,F,10,7,1,1,3,6,10,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Temple Owls,19, Brooke Kane,"Kane, Brooke", Brooke,Kane,Fr,D,10,9,NA,NA,0,1,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Temple Owls,8, Lexy Endres,"Endres, Lexy", Lexy,Endres,Fr,F,10,10,1,4,6,8,11,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2020,Temple Owls,3, Roisin McGovern,"McGovern, Roisin", Roisin,McGovern,Fr,D,10,10,2,NA,4,5,8,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Temple Owls,23, Hailey Gutowski,"Gutowski, Hailey", Hailey,Gutowski,Jr,M,10,9,2,1,5,13,7,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020,Temple Owls,4, Emma Wilkins,"Wilkins, Emma", Emma,Wilkins,Sr,F,10,7,2,1,5,4,6,NA,3,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Temple Owls,12, Djavon Dupree,"Dupree, Djavon", Djavon,Dupree,Sr,D,10,10,NA,1,1,1,7,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Temple Owls,27, Arryana Daniels,"Daniels, Arryana", Arryana,Daniels,Sr,D,10,10,NA,NA,0,9,10,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Temple Owls,11, Marissa DiGenova,"DiGenova, Marissa", Marissa,DiGenova,Sr,D,10,10,NA,NA,0,5,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Temple Owls,5, Julia Dolan,"Dolan, Julia", Julia,Dolan,Sr,M,10,10,NA,NA,0,7,4,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Temple Owls,14, Teri Jackson,"Jackson, Teri", Teri,Jackson,So,F,8,NA,NA,NA,0,4,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Temple Owls,26, Niara Sapp,"Sapp, Niara", Niara,Sapp,So,F,7,0,1,NA,2,1,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Temple Owls,58, Gabriela Johnson,"Johnson, Gabriela", Gabriela,Johnson,Jr,F,6,6,2,1,5,11,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Temple Owls,16, Eliza David,"David, Eliza", Eliza,David,Fr,F,6,2,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Temple Owls,10, Madison Bee,"Bee, Madison", Madison,Bee,So,F,5,0,NA,NA,0,2,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,18, Isabella Cook,"Cook, Isabella", Isabella,Cook,So,M,15,13,NA,1,1,11,16,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,2, Jaida Thomas,"Thomas, Jaida", Jaida,Thomas,Fr,F,15,12,12,1,25,47,17,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2020,Tennessee Volunteers,10, Hannah Tillett,"Tillett, Hannah", Hannah,Tillett,Jr,M,15,12,1,4,6,12,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2020,Tennessee Volunteers,31, Mackenzie George,"George, Mackenzie", Mackenzie,George,Jr,D,15,15,4,4,12,40,18,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,19, Mackenzie Ostrom,"Ostrom, Mackenzie", Mackenzie,Ostrom,Jr,D,15,15,NA,NA,0,NA,15,NA,5,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,8, Tara Katz,"Katz, Tara", Tara,Katz,So,M,15,14,NA,1,1,3,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,3, Abbey Burdette,"Burdette, Abbey", Abbey,Burdette,Jr,D,15,15,3,NA,6,14,14,NA,4,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Tennessee Volunteers,15, Wrenne French,"French, Wrenne", Wrenne,French,Sr,D,14,14,1,NA,2,7,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Tennessee Volunteers,1, Lindsey Romig,"Romig, Lindsey", Lindsey,Romig,So,GK,14,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1191:59,20,1.51,62,0.756,5,NA,7,5,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,6, Maddie Eskin,"Eskin, Maddie", Maddie,Eskin,Fr,F,14,6,NA,NA,0,7,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,29, Giselle Washington,"Washington, Giselle", Giselle,Washington,Fr,M,13,3,1,NA,2,4,5,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,24, Lawson Renie,"Renie, Lawson", Lawson,Renie,Fr,F,12,4,1,NA,2,7,2,NA,NA,NA,NA,NA,45:00,1,2,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,30, Sydney Hennessey,"Hennessey, Sydney", Sydney,Hennessey,Fr,D,10,5,NA,NA,0,4,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,21, Alicia Donley,"Donley, Alicia", Alicia,Donley,So,F,9,6,1,NA,2,14,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,5, Erin Gilroy,"Gilroy, Erin", Erin,Gilroy,Sr,F,9,6,2,NA,4,7,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,12, Claudia Dipasupil,"Dipasupil, Claudia", Claudia,Dipasupil,So,M,9,7,1,5,7,2,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,23, Colleen McIlvenna,"McIlvenna, Colleen", Colleen,McIlvenna,So,F,6,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,17, Amy Thompson,"Thompson, Amy", Amy,Thompson,Jr,F,5,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,14, Carlyn Presley,"Presley, Carlyn", Carlyn,Presley,Fr,M,4,NA,NA,NA,0,2,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,11, Louisa Essuman,"Essuman, Louisa", Louisa,Essuman,Fr,F,2,NA,1,NA,2,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,13, Bridie Herman,"Herman, Bridie", Bridie,Herman,So,D,2,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,0, Jenna Rolfe,"Rolfe, Jenna", Jenna,Rolfe,Sr,GK,1,1,NA,NA,0,NA,NA,NA,NA,NA,1,1,90:00,1,1,1,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,0, MacKenzie Haba,"Haba, MacKenzie", MacKenzie,Haba,Fr,GK,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,45:00,2,4,2,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA
2020,Tennessee Volunteers,32, Brooke Wilson,"Wilson, Brooke", Brooke,Wilson,Jr,M,1,1,NA,NA,0,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,25, Katelyn Farmer,"Farmer, Katelyn", Katelyn,Farmer,Fr,M,10,3,NA,NA,0,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,20, Meredith Nye,"Nye, Meredith", Meredith,Nye,Fr,M,10,10,1,NA,2,8,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Tennessee Tech Golden Eagles,17, Selma Askildsen,"Askildsen, Selma", Selma,Askildsen,Fr,D,10,10,NA,NA,0,7,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,13, Gabby Garcia,"Garcia, Gabby", Gabby,Garcia,Fr,F,10,5,2,NA,4,12,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Tennessee Tech Golden Eagles,10, Yao Giada Zhou,"Giada Zhou, Yao", Yao,Giada Zhou,Fr,F,10,5,NA,1,1,13,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,12, Macy Carter,"Carter, Macy", Macy,Carter,So,D,10,9,NA,NA,0,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,19, Bailey Taylor,"Taylor, Bailey", Bailey,Taylor,So,M,10,7,2,1,5,10,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Tennessee Tech Golden Eagles,1, Isabelle Austin,"Austin, Isabelle", Isabelle,Austin,Sr,GK,10,10,NA,NA,0,1,1,NA,NA,NA,2,2,938:06,7,0.672,57,0.891,3,NA,4,5,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,6, Katie Bain Lancaster,"Bain Lancaster, Katie", Katie,Bain Lancaster,Sr,F,10,4,NA,NA,0,1,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,3, Chloe Smith,"Smith, Chloe", Chloe,Smith,Jr,F,10,10,1,1,3,32,9,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Tennessee Tech Golden Eagles,15, Meg Ivey,"Ivey, Meg", Meg,Ivey,So,F,10,2,NA,NA,0,6,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,16, Emily Carlevato,"Carlevato, Emily", Emily,Carlevato,So,D,10,10,NA,NA,0,6,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,22, Natalie Rolen,"Rolen, Natalie", Natalie,Rolen,Jr,M,9,8,NA,NA,0,5,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,4, Cassidy Bereda,"Bereda, Cassidy", Cassidy,Bereda,Jr,M,8,7,NA,NA,0,14,13,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,18, Ashley Grimes,"Grimes, Ashley", Ashley,Grimes,Jr,D,6,4,NA,NA,0,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,8, Sarah Block,"Block, Sarah", Sarah,Block,So,D,6,6,NA,1,1,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Tennessee Tech Golden Eagles,9, Anna Croxall,"Croxall, Anna", Anna,Croxall,So,M,2,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Texas Longhorns,0, Savannah Madden,"Madden, Savannah", Savannah,Madden,Sr,GK,12,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1080:00,9,0.75,54,0.857,7,NA,7,5,NA,NA,NA,NA,NA
2020,Texas Longhorns,15, Peyton McGee,"McGee, Peyton", Peyton,McGee,Sr,D,12,12,NA,NA,0,2,7,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Texas Longhorns,18, Mackenzie McFarland,"McFarland, Mackenzie", Mackenzie,McFarland,Jr,F,12,11,2,NA,4,9,9,NA,4,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Texas Longhorns,3, Emily Strouphauer,"Strouphauer, Emily", Emily,Strouphauer,Sr,M,12,9,NA,1,1,7,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Texas Longhorns,19, Sydney Nobles,"Nobles, Sydney", Sydney,Nobles,So,F,12,5,NA,3,3,10,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Texas Longhorns,26, Emma Regan,"Regan, Emma", Emma,Regan,Jr,D,12,12,1,1,3,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2020,Texas Longhorns,1, Cameron Brooks,"Brooks, Cameron", Cameron,Brooks,Jr,F,12,8,3,1,7,26,12,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Texas Longhorns,5, Carlee Allen,"Allen, Carlee", Carlee,Allen,Jr,M,12,12,NA,1,1,10,14,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Texas Longhorns,7, Julia Grosso,"Grosso, Julia", Julia,Grosso,Jr,M,12,12,5,4,14,31,12,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020,Texas Longhorns,25, Lauren Lapomarda,"Lapomarda, Lauren", Lauren,Lapomarda,Fr,D,11,9,NA,NA,0,3,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Texas Longhorns,2, Haley Berg,"Berg, Haley", Haley,Berg,Sr,M,11,11,4,2,10,47,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,Texas Longhorns,21, Kailey Smith,"Smith, Kailey", Kailey,Smith,Jr,M,10,NA,1,NA,2,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Texas Longhorns,12, Presley Echols,"Echols, Presley", Presley,Echols,Fr,F,10,8,2,3,7,13,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Texas Longhorns,17, Lauryn Oliver,"Oliver, Lauryn", Lauryn,Oliver,So,M,9,NA,1,1,3,4,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Texas Longhorns,22, Kelsey Hranicky,"Hranicky, Kelsey", Kelsey,Hranicky,Fr,M,8,5,NA,1,1,2,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
