season,team,team_id,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,shots,sog,ct,ncaa_id,fouls,ground_balls,turnovers,freepos_shots,freepos_goals,draw_controls
2022,Delaware St.,178,27.0,Tia Epps,Tia Epps,Tia,Epps,Fr,M,14.0,9.0,2.0,,2.0,12.0,11.0,2.0,7580197,7.0,8.0,16.0,5.0,2.0,2.0
2022,Delaware St.,178,9.0,Jahnai Elder,Jahnai Elder,Jahnai,Elder,Fr,D,1.0,0.0,,,0.0,,,1.0,7580116,,1.0,,,,
2022,Delaware St.,178,23.0,Dasia McQueen,Dasia McQueen,Dasia,McQueen,Fr,D,10.0,5.0,1.0,,1.0,2.0,2.0,2.0,7580157,2.0,4.0,4.0,,,5.0
2022,Delaware St.,178,29.0,Saniya Craft,Saniya Craft,Saniya,Craft,Fr,M,14.0,13.0,7.0,3.0,10.0,22.0,17.0,9.0,7580199,5.0,20.0,17.0,7.0,1.0,16.0
2022,Delaware St.,178,44.0,Yeda Couto-Erickson,Yeda Couto-Erickson,Yeda,Couto-Erickson,Fr,GK,10.0,4.0,,,0.0,,,2.0,7580202,,7.0,19.0,,,1.0
2022,Delaware St.,178,5.0,Madalyn Richardson,Madalyn Richardson,Madalyn,Richardson,Fr,ATT,7.0,0.0,1.0,,1.0,3.0,3.0,,7580110,,1.0,2.0,1.0,,
2022,Denver,183,42.0,Lauryn Repp,Lauryn Repp,Lauryn,Repp,Jr,D,9.0,0.0,,,0.0,,,,7315320,5.0,1.0,,,,
2022,Denver,183,23.0,Ally Gibb,Ally Gibb,Ally,Gibb,So,M,2.0,0.0,,,0.0,,,,7317701,,,,,,1.0
2022,Denver,183,2.0,Anna Palmisano,Anna Palmisano,Anna,Palmisano,So,M,21.0,21.0,,,0.0,,,16.0,7318704,43.0,18.0,3.0,,,8.0
2022,Denver,183,17.0,Kailee Lammers,Kailee Lammers,Kailee,Lammers,Sr,ATT,21.0,21.0,2.0,2.0,4.0,4.0,3.0,38.0,7315486,45.0,54.0,13.0,2.0,1.0,39.0
2022,Denver,183,10.0,Taylor DeRose,Taylor DeRose,Taylor,DeRose,Sr,ATT,12.0,1.0,1.0,,1.0,6.0,4.0,,7320771,,1.0,3.0,2.0,,
2022,Denver,183,9.0,Kayla DeRose,Kayla DeRose,Kayla,DeRose,Sr,ATT,17.0,4.0,20.0,21.0,41.0,44.0,34.0,1.0,7317108,5.0,3.0,23.0,7.0,3.0,
2022,Denver,183,5.0,Sophia LaBanca,Sophia LaBanca,Sophia,LaBanca,So,M,5.0,0.0,,,0.0,,,,7318983,,1.0,2.0,,,1.0
2022,Denver,183,21.0,Sara Palmisano,Sara Palmisano,Sara,Palmisano,So,ATT,8.0,0.0,1.0,,1.0,2.0,2.0,,7318116,1.0,2.0,2.0,1.0,,
2022,Denver,183,16.0,Sam Thacker,Sam Thacker,Sam,Thacker,Jr,DM,21.0,21.0,,,0.0,2.0,1.0,64.0,7319940,68.0,47.0,9.0,,,49.0
2022,Denver,183,0.0,Bryn McCaughey,Bryn McCaughey,Bryn,McCaughey,So,ATT,21.0,21.0,,,0.0,3.0,1.0,27.0,7318475,60.0,45.0,9.0,1.0,,2.0
2022,Denver,183,13.0,Sloane Kipp,Sloane Kipp,Sloane,Kipp,So,ATT,18.0,0.0,8.0,2.0,10.0,19.0,12.0,1.0,7320278,4.0,4.0,6.0,1.0,1.0,
2022,Denver,183,24.0,Julia Gilbert,Julia Gilbert,Julia,Gilbert,Jr,M,20.0,19.0,47.0,15.0,62.0,112.0,78.0,4.0,7320281,18.0,16.0,25.0,14.0,9.0,3.0
2022,Denver,183,32.0,Ellie Curry,Ellie Curry,Ellie,Curry,Jr,M,21.0,21.0,21.0,14.0,35.0,57.0,38.0,23.0,7316694,32.0,27.0,13.0,3.0,1.0,4.0
2022,Denver,183,19.0,Abby Jenkins,Abby Jenkins,Abby,Jenkins,So,M,21.0,20.0,,,0.0,,,1.0,7317624,19.0,,6.0,,,109.0
2022,Denver,183,44.0,Madeleine Mason,Madeleine Mason,Madeleine,Mason,Sr,D,7.0,1.0,,,0.0,,,,7312595,1.0,,,,,
2022,Denver,183,6.0,Charlotte Boote,Charlotte Boote,Charlotte,Boote,Jr,ATT,16.0,0.0,16.0,4.0,20.0,54.0,34.0,4.0,7314152,19.0,9.0,15.0,7.0,1.0,
2022,Denver,183,14.0,Sarah McLean,Sarah McLean,Sarah,McLean,Jr,ATT,3.0,0.0,,,0.0,,,,7314567,1.0,,,,,
2022,Denver,183,45.0,Raegan Wilson,Raegan Wilson,Raegan,Wilson,Fr,M,15.0,0.0,12.0,4.0,16.0,27.0,19.0,1.0,7312776,2.0,1.0,8.0,9.0,6.0,
2022,Denver,183,12.0,Gracie DeRose,Gracie DeRose,Gracie,DeRose,Sr,M,21.0,21.0,,,0.0,1.0,,25.0,7313486,34.0,30.0,5.0,,,1.0
2022,Denver,183,22.0,Victoria Macres,Victoria Macres,Victoria,Macres,Jr,GK,11.0,0.0,,,0.0,,,,7312380,,7.0,2.0,,,
2022,Denver,183,88.0,Chloe Lewis,Chloe Lewis,Chloe,Lewis,Sr,GK,1.0,1.0,,,0.0,,,,7312425,,1.0,1.0,,,
2022,Denver,183,43.0,Sydney Collignon,Sydney Collignon,Sydney,Collignon,Jr,M,6.0,0.0,1.0,,1.0,1.0,1.0,,7313210,1.0,1.0,,,,
2022,Denver,183,26.0,Addy Caulk,Addy Caulk,Addy,Caulk,Fr,M,8.0,0.0,1.0,1.0,2.0,5.0,3.0,,7554333,4.0,,2.0,1.0,,
2022,Denver,183,28.0,Sarah Pokorny,Sarah Pokorny,Sarah,Pokorny,Fr,M,7.0,0.0,1.0,,1.0,1.0,1.0,,7554335,7.0,,,,,1.0
2022,Denver,183,34.0,Caroline Colimore,Caroline Colimore,Caroline,Colimore,Fr,M,21.0,0.0,9.0,3.0,12.0,38.0,25.0,3.0,7554336,7.0,9.0,10.0,13.0,5.0,2.0
2022,Denver,183,11.0,Bea Behrins,Bea Behrins,Bea,Behrins,Sr,ATT,21.0,21.0,71.0,25.0,96.0,151.0,120.0,11.0,7554338,39.0,24.0,48.0,23.0,10.0,17.0
2022,Denver,183,3.0,Alex Marino,Alex Marino,Alex,Marino,Jr,ATT,12.0,0.0,1.0,4.0,5.0,7.0,5.0,1.0,7554341,2.0,2.0,10.0,2.0,,
2022,Denver,183,27.0,Emelia Bohi,Emelia Bohi,Emelia,Bohi,Fr,GK,21.0,20.0,,,0.0,,,18.0,7554334,1.0,32.0,7.0,,,
2022,Denver,183,1.0,Lauren Black,Lauren Black,Lauren,Black,Fr,M,21.0,18.0,54.0,20.0,74.0,119.0,82.0,3.0,7554306,14.0,15.0,26.0,24.0,10.0,2.0
2022,Denver,183,8.0,Ella Colimore,Ella Colimore,Ella,Colimore,Fr,M,6.0,0.0,1.0,,1.0,2.0,2.0,,7554327,1.0,,2.0,1.0,1.0,
2022,Denver,183,4.0,Sammie Morton,Sammie Morton,Sammie,Morton,Sr,ATT,21.0,21.0,2.0,2.0,4.0,6.0,3.0,28.0,7554339,72.0,40.0,8.0,1.0,,24.0
2022,Denver,183,25.0,Mollie Estepp,Mollie Estepp,Mollie,Estepp,Fr,M,18.0,0.0,11.0,,11.0,22.0,17.0,3.0,7554331,6.0,3.0,4.0,5.0,3.0,1.0
2022,Detroit Mercy,184,18.0,Hannah Shrader,Hannah Shrader,Hannah,Shrader,Jr,GK,9.0,1.0,,,0.0,,,6.0,7315298,,15.0,3.0,,,
2022,Detroit Mercy,184,23.0,Annie Gilbert,Annie Gilbert,Annie,Gilbert,Jr,ATT,15.0,15.0,21.0,4.0,25.0,50.0,41.0,2.0,7318603,4.0,10.0,17.0,14.0,5.0,3.0
2022,Detroit Mercy,184,17.0,Abby Schillinger,Abby Schillinger,Abby,Schillinger,So,M,11.0,0.0,,,0.0,4.0,2.0,,7320548,2.0,,2.0,1.0,,
2022,Detroit Mercy,184,12.0,Marina Butler,Marina Butler,Marina,Butler,Jr,ATT,13.0,7.0,11.0,15.0,26.0,30.0,22.0,5.0,7318662,5.0,9.0,19.0,5.0,4.0,1.0
2022,Detroit Mercy,184,13.0,Claire Conway,Claire Conway,Claire,Conway,Sr,D,15.0,15.0,,,0.0,,,6.0,7320741,18.0,13.0,3.0,,,2.0
2022,Detroit Mercy,184,21.0,Sarah Meek,Sarah Meek,Sarah,Meek,So,M,15.0,5.0,7.0,2.0,9.0,17.0,14.0,,7318012,11.0,3.0,20.0,2.0,1.0,10.0
2022,Detroit Mercy,184,6.0,Ella Brandt,Ella Brandt,Ella,Brandt,So,ATT,13.0,1.0,2.0,,2.0,6.0,5.0,1.0,7315632,3.0,3.0,3.0,1.0,,
2022,Detroit Mercy,184,35.0,Lena Kinczel,Lena Kinczel,Lena,Kinczel,So,D,4.0,1.0,,,0.0,,,,7314954,1.0,,,,,
2022,Detroit Mercy,184,9.0,Jess Turner,Jess Turner,Jess,Turner,Sr,D,15.0,15.0,,,0.0,,,3.0,7315098,17.0,6.0,4.0,,,
2022,Detroit Mercy,184,19.0,Cat Kopchia,Cat Kopchia,Cat,Kopchia,So,ATT,14.0,14.0,23.0,16.0,39.0,69.0,51.0,3.0,7320410,11.0,5.0,33.0,15.0,4.0,4.0
2022,Detroit Mercy,184,7.0,Julianne Snyder,Julianne Snyder,Julianne,Snyder,Sr,M,11.0,1.0,,,0.0,,,1.0,7312593,2.0,2.0,1.0,,,
2022,Detroit Mercy,184,20.0,Cecelia Vergara,Cecelia Vergara,Cecelia,Vergara,So,M,15.0,2.0,4.0,1.0,5.0,8.0,7.0,3.0,7314301,4.0,11.0,10.0,,,13.0
2022,Detroit Mercy,184,44.0,Julia Fortino,Julia Fortino,Julia,Fortino,So,ATT,3.0,0.0,,,0.0,2.0,,,7314396,,,,,,
2022,Detroit Mercy,184,16.0,Heather Keery,Heather Keery,Heather,Keery,Jr,D,11.0,0.0,,,0.0,,,,7311066,9.0,2.0,2.0,,,
2022,Detroit Mercy,184,5.0,Caitlin O'Brien,Caitlin O'Brien,Caitlin,O'Brien,Jr,DM,8.0,0.0,,,0.0,1.0,,2.0,7312106,,2.0,2.0,,,
2022,Detroit Mercy,184,28.0,Kiah Nuessgen,Kiah Nuessgen,Kiah,Nuessgen,So,D,14.0,13.0,,,0.0,,,5.0,7311822,14.0,14.0,12.0,,,1.0
2022,Detroit Mercy,184,4.0,Emily Beazley,Emily Beazley,Emily,Beazley,Sr,D,13.0,3.0,,,0.0,,,5.0,7311421,13.0,7.0,5.0,,,
2022,Detroit Mercy,184,8.0,Taryn McManus,Taryn McManus,Taryn,McManus,Sr,M,15.0,14.0,10.0,1.0,11.0,23.0,18.0,17.0,7313088,13.0,22.0,13.0,5.0,4.0,29.0
2022,Detroit Mercy,184,1.0,Elise Harder,Elise Harder,Elise,Harder,Sr,M,15.0,15.0,26.0,8.0,34.0,73.0,47.0,7.0,7311888,7.0,14.0,28.0,12.0,6.0,77.0
2022,Detroit Mercy,184,25.0,Charlotte Dale,Charlotte Dale,Charlotte,Dale,So,ATT,14.0,9.0,20.0,12.0,32.0,47.0,36.0,5.0,7311914,8.0,10.0,22.0,8.0,4.0,
2022,Detroit Mercy,184,10.0,Emma Donahue,Emma Donahue,Emma,Donahue,So,ATT,4.0,0.0,,,0.0,,,,7313286,1.0,,,,,
2022,Detroit Mercy,184,22.0,Vanessa Evans,Vanessa Evans,Vanessa,Evans,Fr,D,4.0,0.0,,,0.0,,,1.0,7546280,1.0,2.0,,,,
2022,Detroit Mercy,184,33.0,Leah Bodnar,Leah Bodnar,Leah,Bodnar,Fr,M,15.0,11.0,6.0,4.0,10.0,23.0,13.0,1.0,7545706,6.0,8.0,3.0,3.0,,4.0
2022,Detroit Mercy,184,55.0,Katie Bilello,Katie Bilello,Katie,Bilello,Fr,M,15.0,11.0,,,0.0,,,5.0,7545707,11.0,12.0,1.0,,,3.0
2022,Detroit Mercy,184,2.0,Maddie Johnson,Maddie Johnson,Maddie,Johnson,Sr,GK,9.0,7.0,,,0.0,,,1.0,7545700,,15.0,3.0,,,
2022,Detroit Mercy,184,26.0,Sophie Davis,Sophie Davis,Sophie,Davis,Fr,D,6.0,0.0,,,0.0,,,,7545704,2.0,,1.0,,,
2022,Detroit Mercy,184,11.0,Taylor Cantelon,Taylor Cantelon,Taylor,Cantelon,Sr,M,14.0,13.0,5.0,2.0,7.0,9.0,6.0,7.0,7545702,32.0,17.0,19.0,,,72.0
2022,Detroit Mercy,184,27.0,Maddy Camm,Maddy Camm,Maddy,Camm,Fr,M,14.0,0.0,7.0,6.0,13.0,14.0,10.0,7.0,7545705,11.0,10.0,16.0,3.0,,2.0
2022,Detroit Mercy,184,41.0,Meredith Leavell,Meredith Leavell,Meredith,Leavell,Fr,GK,11.0,7.0,,,0.0,,,,7546253,,20.0,6.0,,,
2022,Drexel,191,2.0,Corinne Bednarik,Corinne Bednarik,Corinne,Bednarik,Jr,ATT,20.0,20.0,37.0,26.0,63.0,86.0,65.0,5.0,7316942,19.0,23.0,39.0,21.0,9.0,95.0
2022,Drexel,191,14.0,Olivia Brenner,Olivia Brenner,Olivia,Brenner,So,ATT,6.0,0.0,1.0,1.0,2.0,1.0,1.0,,7317885,,,2.0,,,
2022,Drexel,191,16.0,Belle McHugh,Belle McHugh,Belle,McHugh,Jr,D,20.0,20.0,,,0.0,,,27.0,7318808,40.0,41.0,10.0,,,5.0
2022,Drexel,191,8.0,Maddie Fowler,Maddie Fowler,Maddie,Fowler,So,M,9.0,1.0,1.0,2.0,3.0,7.0,4.0,,7317936,2.0,1.0,2.0,1.0,1.0,
2022,Drexel,191,7.0,Alex Wall,Alex Wall,Alex,Wall,Jr,ATT,20.0,7.0,1.0,4.0,5.0,12.0,7.0,6.0,7320821,20.0,15.0,8.0,4.0,,1.0
2022,Drexel,191,13.0,Grace Bleckley,Grace Bleckley,Grace,Bleckley,So,M,6.0,0.0,,,0.0,,,,7318233,1.0,,,,,
2022,Drexel,191,17.0,Saundra Godshall,Saundra Godshall,Saundra,Godshall,Jr,ATT,5.0,0.0,1.0,1.0,2.0,3.0,2.0,,7318270,1.0,,1.0,,,
2022,Drexel,191,12.0,Hayleigh Simpson,Hayleigh Simpson,Hayleigh,Simpson,Sr,M,20.0,20.0,21.0,8.0,29.0,68.0,49.0,13.0,7316143,26.0,25.0,21.0,18.0,6.0,10.0
2022,Drexel,191,23.0,Bridget Finley,Bridget Finley,Bridget,Finley,So,ATT,8.0,1.0,4.0,,4.0,7.0,6.0,,7316708,,,2.0,2.0,,
2022,Drexel,191,25.0,Camryn Ryan,Camryn Ryan,Camryn,Ryan,So,D,10.0,0.0,,,0.0,,,2.0,7317584,2.0,2.0,,,,
2022,Drexel,191,29.0,Maddie White,Maddie White,Maddie,White,So,D,20.0,19.0,,,0.0,,,13.0,7316179,20.0,22.0,10.0,,,1.0
2022,Drexel,191,40.0,Molly Weygand,Molly Weygand,Molly,Weygand,Jr,M,18.0,0.0,3.0,,3.0,4.0,4.0,,7314696,4.0,5.0,8.0,2.0,1.0,1.0
2022,Drexel,191,4.0,Lindsey Dean,Lindsey Dean,Lindsey,Dean,Sr,M,15.0,0.0,9.0,1.0,10.0,13.0,12.0,1.0,7312672,1.0,1.0,5.0,4.0,2.0,
2022,Drexel,191,1.0,Claire Jarema,Claire Jarema,Claire,Jarema,Sr,M,20.0,20.0,5.0,2.0,7.0,28.0,13.0,6.0,7314042,7.0,9.0,11.0,9.0,3.0,2.0
2022,Drexel,191,26.0,Peighton Bement,Peighton Bement,Peighton,Bement,Sr,D,20.0,20.0,,,0.0,,,24.0,7312227,27.0,23.0,9.0,,,3.0
2022,Drexel,191,20.0,Allison Drake,Allison Drake,Allison,Drake,Jr,ATT,20.0,11.0,28.0,5.0,33.0,50.0,38.0,5.0,7314668,19.0,19.0,15.0,11.0,6.0,2.0
2022,Drexel,191,18.0,Alli VanSlyke,Alli VanSlyke,Alli,VanSlyke,Jr,D,5.0,0.0,,,0.0,,,,7311291,1.0,,,,,
2022,Drexel,191,24.0,Grace Harding,Grace Harding,Grace,Harding,Sr,M,16.0,2.0,3.0,,3.0,8.0,6.0,,7311918,1.0,2.0,4.0,,,9.0
2022,Drexel,191,5.0,Colleen Grady,Colleen Grady,Colleen,Grady,Sr,ATT,20.0,20.0,37.0,24.0,61.0,94.0,70.0,2.0,7545884,14.0,12.0,40.0,14.0,8.0,1.0
2022,Drexel,191,27.0,Karli Dougherty,Karli Dougherty,Karli,Dougherty,Fr,M,4.0,0.0,,1.0,1.0,2.0,,,7545910,,,,,,
2022,Drexel,191,10.0,Zoe Bennett,Zoe Bennett,Zoe,Bennett,Sr,GK,20.0,20.0,,,0.0,,,6.0,7545885,,39.0,12.0,,,
2022,Drexel,191,15.0,Maura Cissel,Maura Cissel,Maura,Cissel,Sr,D,20.0,20.0,1.0,,1.0,1.0,1.0,18.0,7545907,33.0,26.0,11.0,,,81.0
2022,Drexel,191,28.0,Lucy Schneidereith,Lucy Schneidereith,Lucy,Schneidereith,Sr,M,19.0,19.0,44.0,5.0,49.0,97.0,70.0,14.0,7545883,25.0,18.0,21.0,16.0,4.0,3.0
2022,Drexel,191,11.0,Karson Harris,Karson Harris,Karson,Harris,Sr,M,20.0,20.0,62.0,8.0,70.0,130.0,105.0,18.0,7545897,23.0,44.0,42.0,41.0,23.0,85.0
2022,Drexel,191,34.0,Avery Jaffe,Avery Jaffe,Avery,Jaffe,So,ATT,4.0,0.0,,,0.0,3.0,,,7592887,,,1.0,,,
2022,Duke,193,22.0,Veronica Hineman,Veronica Hineman,Veronica,Hineman,Sr,,20.0,0.0,11.0,4.0,15.0,23.0,17.0,10.0,7319459,12.0,14.0,11.0,1.0,,9.0
2022,Duke,193,8.0,Izzy Marsh,Izzy Marsh,Izzy,Marsh,So,,5.0,0.0,2.0,1.0,3.0,7.0,3.0,2.0,7315386,,2.0,5.0,1.0,,
2022,Duke,193,2.0,Caroline DeBellis,Caroline DeBellis,Caroline,DeBellis,Jr,ATT,20.0,0.0,14.0,8.0,22.0,22.0,19.0,2.0,7319547,2.0,3.0,7.0,,,1.0
2022,Duke,193,7.0,Katie Keller,Katie Keller,Katie,Keller,So,M,20.0,20.0,27.0,4.0,31.0,45.0,36.0,7.0,7319577,37.0,9.0,13.0,5.0,3.0,29.0
2022,Duke,193,24.0,Cubby Biscardi,Cubby Biscardi,Cubby,Biscardi,Jr,,20.0,20.0,,,0.0,,,42.0,7320670,28.0,24.0,3.0,,,5.0
2022,Duke,193,28.0,Maddie McCorkle,Maddie McCorkle,Maddie,McCorkle,So,M,17.0,0.0,5.0,4.0,9.0,13.0,7.0,5.0,7316254,2.0,2.0,8.0,1.0,1.0,1.0
2022,Duke,193,32.0,Ainsley Thurston,Ainsley Thurston,Ainsley,Thurston,Jr,,7.0,0.0,7.0,1.0,8.0,10.0,7.0,1.0,7318748,1.0,1.0,1.0,1.0,1.0,
2022,Duke,193,12.0,Olivia Carner,Olivia Carner,Olivia,Carner,Jr,,20.0,20.0,31.0,19.0,50.0,64.0,53.0,31.0,7319982,42.0,20.0,29.0,18.0,9.0,23.0
2022,Duke,193,0.0,Sophia LeRose,Sophia LeRose,Sophia,LeRose,Sr,,19.0,18.0,,,0.0,,,3.0,7318325,1.0,43.0,4.0,,,
2022,Duke,193,14.0,Maddie Jenner,Maddie Jenner,Maddie,Jenner,Sr,,20.0,20.0,30.0,2.0,32.0,52.0,34.0,,7319307,35.0,6.0,18.0,5.0,4.0,233.0
2022,Duke,193,40.0,Shaye Fitzpatrick,Shaye Fitzpatrick,Shaye,Fitzpatrick,Jr,GK,5.0,0.0,,,0.0,,,,7315070,,,1.0,,,
2022,Duke,193,29.0,Kay Conway,Kay Conway,Kay,Conway,Jr,,14.0,12.0,,,0.0,,,14.0,7311573,11.0,20.0,2.0,,,1.0
2022,Duke,193,35.0,Lexi Schmalz,Lexi Schmalz,Lexi,Schmalz,Jr,,20.0,0.0,8.0,4.0,12.0,18.0,13.0,2.0,7311574,14.0,5.0,16.0,6.0,3.0,6.0
2022,Duke,193,13.0,Maddie Johnston,Maddie Johnston,Maddie,Johnston,Sr,,18.0,5.0,,,0.0,,,15.0,7312613,25.0,19.0,7.0,,,2.0
2022,Duke,193,26.0,Julia Schwasnick,Julia Schwasnick,Julia,Schwasnick,So,D,8.0,0.0,,,0.0,2.0,1.0,2.0,7311943,2.0,5.0,4.0,,,
2022,Duke,193,6.0,Hannah Thurston,Hannah Thurston,Hannah,Thurston,Sr,,5.0,0.0,,,0.0,2.0,2.0,1.0,7310946,1.0,,,,,1.0
2022,Duke,193,9.0,Eva Greco,Eva Greco,Eva,Greco,Sr,,20.0,18.0,13.0,16.0,29.0,31.0,25.0,1.0,7311089,8.0,2.0,16.0,3.0,,1.0
2022,Duke,193,16.0,Katie Calvo,Katie Calvo,Katie,Calvo,Sr,,6.0,0.0,,,0.0,,,2.0,7311270,2.0,,,,,
2022,Duke,193,5.0,Virginia Oursler,Virginia Oursler,Virginia,Oursler,Jr,,15.0,0.0,2.0,,2.0,8.0,7.0,,7312849,3.0,1.0,4.0,,,6.0
2022,Duke,193,4.0,Katie DeSimone,Katie DeSimone,Katie,DeSimone,So,ATT,20.0,19.0,60.0,25.0,85.0,118.0,88.0,10.0,7313570,31.0,19.0,30.0,27.0,13.0,1.0
2022,Duke,193,10.0,Anna Callahan,Anna Callahan,Anna,Callahan,Sr,,20.0,0.0,22.0,9.0,31.0,52.0,39.0,1.0,7313217,17.0,7.0,9.0,12.0,7.0,1.0
2022,Duke,193,34.0,Olivia Navaroli,Olivia Navaroli,Olivia,Navaroli,Jr,,5.0,0.0,1.0,,1.0,2.0,2.0,,7313724,,2.0,1.0,1.0,,
2022,Duke,193,33.0,Missy Biscardi,Missy Biscardi,Missy,Biscardi,Jr,,17.0,3.0,,,0.0,,,4.0,7313738,7.0,5.0,1.0,,,4.0
2022,Duke,193,37.0,Tess Gagliano,Tess Gagliano,Tess,Gagliano,Fr,M,3.0,0.0,,,0.0,,,1.0,7546347,2.0,1.0,1.0,,,
2022,Duke,193,15.0,Abby Landry,Abby Landry,Abby,Landry,Sr,,20.0,20.0,27.0,8.0,35.0,60.0,49.0,3.0,7546350,11.0,10.0,25.0,8.0,4.0,1.0
2022,Duke,193,39.0,Celia Ralph,Celia Ralph,Celia,Ralph,Fr,D,5.0,0.0,,,0.0,,,,7546352,,,2.0,,,
2022,Duke,193,20.0,Natalie Kahn,Natalie Kahn,Natalie,Kahn,Sr,,20.0,20.0,,,0.0,,,14.0,7546348,18.0,14.0,7.0,,,2.0
2022,Duke,193,41.0,Kerry Nease,Kerry Nease,Kerry,Nease,Fr,M,8.0,0.0,1.0,2.0,3.0,5.0,2.0,1.0,7546351,5.0,,1.0,1.0,,9.0
2022,Duke,193,30.0,Reilly Traynor,Reilly Traynor,Reilly,Traynor,Fr,D,20.0,2.0,,,0.0,,,10.0,7546354,13.0,7.0,5.0,,,
2022,Duke,193,18.0,Katie Cronin,Katie Cronin,Katie,Cronin,Sr,,6.0,0.0,6.0,3.0,9.0,8.0,7.0,,7546306,1.0,2.0,5.0,1.0,1.0,
2022,Duke,193,3.0,Mattie Shearer,Mattie Shearer,Mattie,Shearer,Fr,M,7.0,1.0,,1.0,1.0,3.0,1.0,2.0,7546353,,2.0,,,,2.0
2022,Duke,193,25.0,Carly Bernstein,Carly Bernstein,Carly,Bernstein,Fr,ATT,5.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,7546328,2.0,,,,,
2022,Duke,193,36.0,Chase Henriquez,Chase Henriquez,Chase,Henriquez,Sr,,6.0,0.0,,,0.0,,,1.0,7546333,,1.0,,,,
2022,Duke,193,19.0,Catriona Barry,Catriona Barry,Catriona,Barry,Sr,,20.0,20.0,56.0,37.0,93.0,111.0,79.0,13.0,7546326,37.0,19.0,30.0,28.0,11.0,21.0
2022,Duke,193,11.0,Katie Cosgrove,Katie Cosgrove,Katie,Cosgrove,Sr,,20.0,20.0,,,0.0,,,24.0,7546330,21.0,29.0,7.0,,,13.0
2022,Duke,193,17.0,Kennedy Everson,Kennedy Everson,Kennedy,Everson,Fr,GK,13.0,2.0,,,0.0,,,,7546332,,7.0,,,,
2022,Duquesne,194,4.0,Jillian Caroselli,Jillian Caroselli,Jillian,Caroselli,Jr,M,17.0,10.0,6.0,5.0,11.0,23.0,21.0,3.0,7320583,10.0,7.0,9.0,5.0,1.0,5.0
2022,Duquesne,194,15.0,Kelsey Morrison,Kelsey Morrison,Kelsey,Morrison,Sr,D,17.0,15.0,,,0.0,,,17.0,7320599,32.0,31.0,12.0,,,5.0
2022,Duquesne,194,17.0,Chloe Sankovich,Chloe Sankovich,Chloe,Sankovich,Sr,D,13.0,1.0,,,0.0,,,4.0,7317973,13.0,7.0,3.0,,,
2022,Duquesne,194,10.0,Emily O'Donnell,Emily O'Donnell,Emily,O'Donnell,So,M,16.0,5.0,1.0,4.0,5.0,3.0,2.0,7.0,7315708,8.0,10.0,12.0,2.0,1.0,9.0
2022,Duquesne,194,2.0,Mady Piersielak,Mady Piersielak,Mady,Piersielak,Jr,GK,16.0,10.0,,,0.0,1.0,1.0,7.0,7316469,,16.0,6.0,,,
2022,Duquesne,194,20.0,Nina Burns,Nina Burns,Nina,Burns,So,M,5.0,0.0,,,0.0,1.0,,,7316599,,1.0,2.0,,,
2022,Duquesne,194,23.0,KR Costello,KR Costello,KR,Costello,Jr,ATT,8.0,0.0,,1.0,1.0,,,1.0,7317522,,1.0,4.0,,,
2022,Duquesne,194,34.0,Ciara Curtis,Ciara Curtis,Ciara,Curtis,Jr,D,15.0,5.0,9.0,2.0,11.0,23.0,19.0,7.0,7319403,11.0,7.0,8.0,10.0,4.0,8.0
2022,Duquesne,194,18.0,Abby McNamee,Abby McNamee,Abby,McNamee,Sr,D,6.0,1.0,,,0.0,,,,7316655,2.0,2.0,3.0,,,
2022,Duquesne,194,28.0,Tina St. Clair,Tina St. Clair,Tina,St. Clair,Sr,ATT,17.0,17.0,38.0,2.0,40.0,86.0,57.0,6.0,7313864,10.0,19.0,24.0,29.0,12.0,9.0
2022,Duquesne,194,21.0,Kaitlin Rice,Kaitlin Rice,Kaitlin,Rice,Sr,D,17.0,17.0,,2.0,2.0,,,21.0,7314317,24.0,48.0,15.0,,,1.0
2022,Duquesne,194,1.0,Rachel O’Toole,Rachel O’Toole,Rachel,O’Toole,So,GK,11.0,7.0,,,0.0,,,,7314402,,14.0,4.0,,,
2022,Duquesne,194,16.0,Emelie Curtis,Emelie Curtis,Emelie,Curtis,So,ATT,17.0,17.0,3.0,5.0,8.0,7.0,7.0,1.0,7314120,,8.0,7.0,1.0,,
2022,Duquesne,194,22.0,Pearl Rosemond,Pearl Rosemond,Pearl,Rosemond,Jr,M,2.0,0.0,,,0.0,,,,7314133,,1.0,1.0,,,
2022,Duquesne,194,19.0,Miranda Held,Miranda Held,Miranda,Held,So,M,3.0,1.0,,,0.0,,,,7312153,,,1.0,,,2.0
2022,Duquesne,194,9.0,Alana Piano,Alana Piano,Alana,Piano,Sr,M,17.0,17.0,32.0,8.0,40.0,85.0,70.0,49.0,7312996,27.0,59.0,51.0,14.0,6.0,55.0
2022,Duquesne,194,14.0,Maggie Flynn,Maggie Flynn,Maggie,Flynn,Sr,D,17.0,17.0,,,0.0,1.0,,22.0,7313646,20.0,32.0,11.0,,,4.0
2022,Duquesne,194,0.0,Lauren Bonino,Lauren Bonino,Lauren,Bonino,Sr,GK,4.0,0.0,,,0.0,,,,7313670,,2.0,,,,
