Season,Team,jersey,Full Name,Roster Name,First Name,Last Name,Year,Position,Jersey Number,Games Played,Games Started,Goals,Assists,Points,Shots,Shots on Goal,Ground Balls,Turnovers,Caused Turnovers,Faceoffs Won,Faceoffs Taken,NCAA id
2025,Mercer,23,Kyle Pierce,Kyle Pierce,Kyle,Pierce,Jr,M,23,10,1,0,0,0,1,0,13,2,2,0,0,8775678
2025,Mercer,21,Davis Peek,Davis Peek,Davis,Peek,Jr,D,21,10,10,0,0,0,1,0,8,7,6,0,0,8769909
2025,Mercer,11,Jack Sullivan,Jack Sullivan,Jack,Sullivan,Jr,M,11,10,8,7,9,16,29,17,8,11,1,0,0,8762350
2025,Mercer,3,Dylan McKelvy,Dylan McKelvy,Dylan,McKelvy,Jr,M,3,10,7,6,2,8,31,18,6,6,0,0,0,8772253
2025,Mercer,13,Rand Paddack,Rand Paddack,Rand,Paddack,Sr,GK,13,10,10,0,0,0,1,0,14,14,4,0,0,8762881
2025,Mercer,16,Kobe Handsor,Kobe Handsor,Kobe,Handsor,Sr,LSM,16,10,10,0,1,1,3,1,16,2,6,0,0,8776476
2025,Mercer,91,Quinn Kelley,Quinn Kelley,Quinn,Kelley,Sr,D,91,10,1,2,1,3,4,2,18,9,8,0,2,8765407
2025,Mercer,99,Jackson Phillips,Jackson Phillips,Jackson,Phillips,Sr,D,99,9,0,0,1,1,0,0,5,0,2,0,0,9098642
2025,Mercer,17,Christian Laureano,Christian Laureano,Christian,Laureano,Sr,M,17,9,2,2,1,3,15,10,1,8,0,0,0,8773994
2025,Mercer,24,Luke Hand,Luke Hand,Luke,Hand,Sr,M,24,9,0,0,3,3,1,1,6,4,3,0,0,8766159
2025,Mercer,32,Kade McNeil,Kade McNeil,Kade,McNeil,Fr,M,32,8,0,3,0,3,17,10,3,5,1,0,0,9098618
2025,Mercer,26,Brady Corkill,Brady Corkill,Brady,Corkill,Fr,D,26,8,2,0,0,0,0,0,10,6,5,0,0,9098611
2025,Mercer,18,Christopher Cappelmann,Christopher Cappelmann,Christopher,Cappelmann,Jr,FO,18,8,1,2,2,4,6,5,37,4,1,83,182,8776662
2025,Mercer,4,Ben Jose,Ben Jose,Ben,Jose,So,M,4,7,0,4,2,6,6,4,1,2,0,0,0,9098480
2025,Mercer,45,Greyson Brockman,Greyson Brockman,Greyson,Brockman,So,SSDM,45,7,0,1,1,2,1,1,5,1,2,0,0,8765181
2025,Mercer,10,Jackson Hirschy,Jackson Hirschy,Jackson,Hirschy,Sr,M,10,7,0,4,1,5,7,7,1,4,0,0,0,8763831
2025,Mercer,1,Nolan Filley,Nolan Filley,Nolan,Filley,So,D,1,7,0,0,0,0,0,0,6,2,4,0,0,8761159
2025,Mercer,9,Matthew Burnside,Matthew Burnside,Matthew,Burnside,Jr,D,9,6,0,0,0,0,1,0,2,1,0,0,0,8777353
2025,Mercer,31,Carter Kryszak,Carter Kryszak,Carter,Kryszak,Fr,FO,31,6,0,0,0,0,0,0,17,2,0,36,47,9098615
2025,Mercer,30,Owen Rhodes,Owen Rhodes,Owen,Rhodes,So,FO,30,5,1,0,0,0,1,0,3,0,0,3,16,8765227
2025,Mercer,20,Will Schepis,Will Schepis,Will,Schepis,Fr,M,20,5,0,2,0,2,5,4,0,2,0,0,0,9098606
2025,Mercer,43,Max Schutt,Max Schutt,Max,Schutt,Sr,D,43,5,0,0,0,0,0,0,3,1,2,0,0,8771476
2025,Mercer,28,Peyton McNeill,Peyton McNeill,Peyton,McNeill,Sr,M,28,5,0,0,0,0,12,3,1,0,0,1,1,9098641
2025,Mercer,71,Ryan Brooks,Ryan Brooks,Ryan,Brooks,Sr,ATT,71,4,0,2,1,3,3,3,1,3,0,0,0,8761410
2025,Mercer,12,Matthew Brian,Matthew Brian,Matthew,Brian,Sr,M,12,4,0,2,2,4,4,3,0,1,0,0,0,8766692
2025,Mercer,29,Chance Haynie,Chance Haynie,Chance,Haynie,Fr,M,29,3,0,0,0,0,0,0,0,0,0,0,0,9098613
2025,Mercer,80,Graham Hartman,Graham Hartman,Graham,Hartman,Fr,FO,80,3,0,0,0,0,0,0,1,1,0,7,14,9098637
2025,Mercer,25,Jack Guido,Jack Guido,Jack,Guido,Fr,GK,25,3,0,0,0,0,0,0,1,1,1,0,0,9098609
2025,Mercer,15,Grafton Ely,Grafton Ely,Grafton,Ely,So,D,15,3,0,0,0,0,0,0,3,2,0,0,0,8769491
2025,Mercer,22,Jackson Crocker,Jackson Crocker,Jackson,Crocker,So,D,22,2,0,0,0,0,0,0,1,0,0,0,0,8774308
2025,Mercer,6,Kaja Brown,Kaja Brown,Kaja,Brown,So,D,6,2,0,0,0,0,0,0,3,1,1,0,0,8775680
2025,Mercer,35,Ayden Sanchez,Ayden Sanchez,Ayden,Sanchez,Fr,D,35,1,0,0,0,0,0,0,1,0,0,0,0,9098624
2025,Mercer,77,Andrew Goodman,Andrew Goodman,Andrew,Goodman,So,D,77,1,0,0,0,0,0,0,1,0,0,0,0,8766347
2025,Mercer,33,Michael Corkill,Michael Corkill,Michael,Corkill,Fr,D,33,1,0,0,0,0,0,0,1,0,0,0,0,9098621
2025,Mercer,55,Bennett Junod,Bennett Junod,Bennett,Junod,So,ATT,55,1,0,0,1,1,2,1,0,1,0,0,0,8766140
2025,Mercer,51,Bronson Dowdell,Bronson Dowdell,Bronson,Dowdell,So,M,51,1,0,0,0,0,1,0,0,0,0,0,0,8772713
2025,Mercer,7,Jack Callaghan,Jack Callaghan,Jack,Callaghan,So,SSDM,7,1,0,0,0,0,0,0,0,1,0,0,0,8768189
2025,Merrimack,50,Brendan Harty,Brendan Harty,Brendan,Harty,Fr,M,50,10,0,5,5,10,18,11,5,8,1,0,0,9093633
2025,Merrimack,32,Ryan Cowan,Ryan Cowan,Ryan,Cowan,Fr,SSDM,32,10,0,1,0,1,1,1,1,1,0,2,2,9093631
2025,Merrimack,30,Hunter Johnson,Hunter Johnson,Hunter,Johnson,Fr,FO,30,10,2,0,0,0,0,0,24,4,1,51,121,9093628
2025,Merrimack,14,Colin Butters,Colin Butters,Colin,Butters,Fr,D,14,10,8,0,0,0,0,0,14,3,13,0,0,9093619
2025,Merrimack,12,Rob Tyra,Rob Tyra,Rob,Tyra,Fr,ATT,12,10,0,6,1,7,15,10,7,3,0,0,0,9093617
2025,Merrimack,5,John Savino,John Savino,John,Savino,Fr,M,5,10,9,13,10,23,47,28,9,20,3,0,0,9093609
2025,Merrimack,26,Daniel Bezrutchenko,Daniel Bezrutchenko,Daniel,Bezrutchenko,So,FO,26,10,7,2,0,2,5,4,32,8,2,63,132,9093624
2025,Merrimack,13,Colin Kruger,Colin Kruger,Colin,Kruger,So,ATT,13,10,9,13,10,23,38,24,13,13,1,0,0,9093618
2025,Merrimack,55,Brady Covey,Brady Covey,Brady,Covey,So,ATT,55,10,1,13,3,16,37,21,4,11,0,0,0,8777311
2025,Merrimack,44,Antonio Izzo,Antonio Izzo,Antonio,Izzo,So,D,44,10,8,0,0,0,1,0,12,4,5,0,1,8775639
2025,Merrimack,3,Tate Flint,Tate Flint,Tate,Flint,So,M,3,10,0,0,1,1,2,0,3,5,7,0,0,8764318
2025,Merrimack,21,Conor Noone,Conor Noone,Conor,Noone,So,M,21,10,7,8,6,14,39,25,9,15,1,0,0,8761445
2025,Merrimack,19,Quinn Silvio,Quinn Silvio,Quinn,Silvio,So,M,19,10,3,0,1,1,22,12,17,8,4,0,0,8777317
2025,Merrimack,47,Anthony Kulturides,Anthony Kulturides,Anthony,Kulturides,Jr,GK,47,10,9,0,1,1,0,0,16,6,6,0,0,8764382
2025,Merrimack,38,Matthew Cranney,Matthew Cranney,Matthew,Cranney,Sr,D,38,10,10,0,0,0,4,3,20,7,9,0,0,8768162
2025,Merrimack,28,Brian Bouwman,Brian Bouwman,Brian,Bouwman,Sr,ATT,28,10,5,13,5,18,55,28,5,17,2,0,0,8761304
2025,Merrimack,24,Ryan Cole,Ryan Cole,Ryan,Cole,Sr,D,24,10,1,0,0,0,2,1,10,5,3,0,3,8762845
2025,Merrimack,11,Brendan Wyka,Brendan Wyka,Brendan,Wyka,Sr,M,11,10,6,0,0,0,2,0,9,3,6,0,0,8766214
2025,Merrimack,51,Casey Herod,Casey Herod,Casey,Herod,Fr,m,51,10,1,13,11,24,54,28,8,18,1,0,0,9214284
2025,Merrimack,37,Reid Betner,Reid Betner,Reid,Betner,Jr,D,37,9,9,0,0,0,0,0,17,1,8,0,0,8762378
2025,Merrimack,45,Cooper Joyal,Cooper Joyal,Cooper,Joyal,Sr,D,45,8,0,0,0,0,0,0,5,2,0,0,0,9093635
2025,Merrimack,40,Jack Parker,Jack Parker,Jack,Parker,Jr,M,40,7,0,1,0,1,2,2,3,5,0,0,0,8773113
2025,Merrimack,39,Anthony Miceli,Anthony Miceli,Anthony,Miceli,Fr,ATT,39,7,0,0,0,0,2,1,1,2,0,1,1,9093632
2025,Merrimack,18,Evan Stockton,Evan Stockton,Evan,Stockton,So,D,18,7,2,0,0,0,0,0,2,1,1,1,1,8764107
2025,Merrimack,9,Josh Younger,Josh Younger,Josh,Younger,Fr,ATT,9,6,0,4,0,4,7,4,3,1,0,0,0,9093615
2025,Merrimack,25,Cody Rehder,Cody Rehder,Cody,Rehder,Sr,D,25,6,2,0,0,0,0,0,9,2,3,0,0,9093625
2025,Merrimack,1,Griffin Caiozzo,Griffin Caiozzo,Griffin,Caiozzo,So,GK,1,5,1,0,0,0,1,1,1,0,0,0,0,8761194
2025,Merrimack,22,Aiden Laurendeau,Aiden Laurendeau,Aiden,Laurendeau,So,ATT,22,4,0,1,0,1,2,2,0,0,0,0,0,8776045
2025,Merrimack,4,Dominick Deering,Dominick Deering,Dominick,Deering,Fr,D,4,4,0,0,0,0,0,0,4,1,1,0,0,9093606
2025,Merrimack,29,Johnny McIntyre,Johnny McIntyre,Johnny,McIntyre,Sr,ATT,29,3,0,0,0,0,0,0,0,0,0,0,0,8776248
2025,Merrimack,10,Wyatt Glass,Wyatt Glass,Wyatt,Glass,So,ATT,10,3,0,0,0,0,2,2,1,1,0,0,0,8763247
2025,Merrimack,6,Max Field,Max Field,Max,Field,Fr,D,6,3,0,0,0,0,0,0,0,0,0,0,0,9093610
2025,Merrimack,7,Tyler Maille,Tyler Maille,Tyler,Maille,Fr,ATT,7,2,0,0,0,0,0,0,0,0,0,0,0,9093611
2025,Merrimack,23,Noah Smith,Noah Smith,Noah,Smith,Fr,GK,23,1,0,0,0,0,0,0,0,0,0,0,0,9093622
2025,Merrimack,8,Zane Coda,Zane Coda,Zane,Coda,So,GK,8,1,0,0,0,0,0,0,0,0,1,0,0,8766164
2025,Merrimack,2,Gavin Gray,Gavin Gray,Gavin,Gray,So,,2,1,0,0,0,0,0,0,0,0,0,0,0,8771566
2025,Michigan,27,Aidan Mulholland,Aidan Mulholland,Aidan,Mulholland,Sr,M,27,11,11,17,7,24,54,29,5,13,2,0,0,8769139
2025,Michigan,32,John Morgan,John Morgan,John,Morgan,Sr,M,32,11,7,5,3,8,19,11,7,6,1,0,0,8762609
2025,Michigan,22,CJ Reilly,CJ Reilly,CJ,Reilly,So,M,22,11,4,4,3,7,12,4,8,6,0,0,0,8772145
2025,Michigan,8,Jack Marlow,Jack Marlow,Jack,Marlow,So,M,8,11,0,2,2,4,3,2,19,5,9,0,0,8773124
2025,Michigan,11,Mason Whitney,Mason Whitney,Mason,Whitney,Jr,D,11,11,11,0,1,1,3,1,27,6,19,2,6,8769535
2025,Michigan,16,Kees Van Wees,Kees Van Wees,Kees,Van,Sr,D,16,11,11,0,0,0,0,0,10,2,14,0,0,8760132
2025,Michigan,90,Max Bonner,Max Bonner,Max,Bonner,So,D,90,11,0,0,1,1,0,0,15,3,3,0,0,8770673
2025,Michigan,2,Bo Lockwood,Bo Lockwood,Bo,Lockwood,Jr,ATT,2,11,5,7,8,15,22,11,8,15,1,0,0,8768038
2025,Michigan,40,Ryan Cohen,Ryan Cohen,Ryan,Cohen,Sr,ATT,40,11,11,14,22,36,76,39,10,19,6,0,0,8762537
2025,Michigan,29,Lukas Stanat,Lukas Stanat,Lukas,Stanat,Sr,ATT,29,11,11,17,5,22,47,32,9,14,0,0,0,9103057
2025,Michigan,18,Carson Billig,Carson Billig,Carson,Billig,Jr,M,18,11,0,1,0,1,1,1,7,1,3,0,0,8763953
2025,Michigan,10,Nick Lauderback,Nick Lauderback,Nick,Lauderback,Sr,FO,10,10,0,0,0,0,0,0,20,2,0,30,77,8760153
2025,Michigan,17,Justin Ennis,Justin Ennis,Justin,Ennis,Sr,M,17,10,0,0,0,0,0,0,7,2,0,0,0,8763064
2025,Michigan,21,Ryan Lyngklip,Ryan Lyngklip,Ryan,Lyngklip,Jr,D,21,10,1,0,0,0,0,0,3,1,2,0,0,8765495
2025,Michigan,52,Hunter Taylor,Hunter Taylor,Hunter,Taylor,Jr,GK,52,10,10,0,1,1,1,0,30,5,5,0,0,8774827
2025,Michigan,12,Pace Billings,Pace Billings,Pace,Billings,Sr,D,12,10,10,1,0,1,3,1,46,8,15,0,0,9103019
2025,Michigan,88,Emmett Houlihan,Emmett Houlihan,Emmett,Houlihan,Jr,M,88,9,0,6,4,10,11,9,4,3,1,0,0,9103097
2025,Michigan,77,DJ Dixon,DJ Dixon,DJ,Dixon,Sr,M,77,9,0,1,1,2,5,2,12,2,5,0,0,9103095
2025,Michigan,15,Nick Roode,Nick Roode,Nick,Roode,So,ATT,15,9,5,14,3,17,42,28,8,4,2,0,0,8777554
2025,Michigan,36,Brandon Plemmons,Brandon Plemmons,Brandon,Plemmons,Sr,M,36,9,0,3,3,6,7,6,3,4,0,0,0,8767547
2025,Michigan,3,Rowan Clay,Rowan Clay,Rowan,Clay,So,D,3,9,0,1,0,1,1,1,9,4,5,0,0,8764780
2025,Michigan,9,Jack Jenkins,Jack Jenkins,Jack,Jenkins,So,ATT,9,9,9,13,11,24,47,31,18,10,6,0,0,8767141
2025,Michigan,26,Jack Rideout,Jack Rideout,Jack,Rideout,Jr,FO,26,9,0,1,0,1,1,1,18,2,0,62,137,8769795
2025,Michigan,0,Dylan Bruno,Dylan Bruno,Dylan,Bruno,Sr,M,0,7,0,2,0,2,9,6,4,0,0,0,0,9102983
2025,Michigan,66,Will Byrne,Will Byrne,Will,Byrne,Jr,,66,7,0,6,0,6,21,17,3,7,0,0,0,9103093
2025,Michigan,43,Kevin Kearns,Kevin Kearns,Kevin,Kearns,So,D,43,6,0,0,0,0,0,0,0,1,2,0,0,8762402
2025,Michigan,20,Lucas Delgado,Lucas Delgado,Lucas,Delgado,Sr,M,20,6,0,0,0,0,0,0,1,2,0,0,0,8761210
2025,Michigan,4,Michael Frechette,Michael Frechette,Michael,Frechette,Sr,D,4,5,0,0,0,0,0,0,0,0,1,0,0,8777325
2025,Michigan,00,Alex Lobel,Alex Lobel,Alex,Lobel,So,ATT,0,4,2,6,0,6,14,11,1,3,0,0,0,8762884
2025,Michigan,25,Alex Gatto,Alex Gatto,Alex,Gatto,So,M,25,3,0,0,1,1,3,2,0,2,0,0,0,8760455
2025,Michigan,31,Jack Long,Jack Long,Jack,Long,Fr,M,31,3,0,0,1,1,0,0,1,0,0,0,0,9103060
2025,Michigan,47,Josh Ford,Josh Ford,Josh,Ford,Fr,,47,3,0,1,0,1,3,2,1,0,0,0,3,8770641
2025,Michigan,55,Thomas Lowman,Thomas Lowman,Thomas,Lowman,Sr,D,55,3,0,0,0,0,0,0,2,0,1,0,0,8765651
2025,Michigan,23,Jimmy Pisani,Jimmy Pisani,Jimmy,Pisani,Jr,D,23,3,0,1,0,1,2,1,2,0,0,1,3,8761720
2025,Michigan,35,Chris Gaine,Chris Gaine,Chris,Gaine,Fr,,35,3,0,0,0,0,0,0,2,1,0,0,0,8763509
2025,Michigan,7,Will O'Connor,Will O'Connor,Will,O'Connor,Jr,M,7,3,0,1,0,1,1,1,2,1,1,0,0,8766693
2025,Michigan,24,Jackie Weller,Jackie Weller,Jackie,Weller,So,FO,24,2,0,0,0,0,0,0,11,1,0,22,40,8772965
2025,Michigan,33,Jackson Clay,Jackson Clay,Jackson,Clay,Sr,M,33,2,0,1,0,1,1,1,2,0,0,0,0,9103074
2025,Michigan,34,Cameron Goodloe,Cameron Goodloe,Cameron,Goodloe,Sr,GK,34,2,0,0,0,0,0,0,1,0,0,0,0,8765208
2025,Michigan,37,James Joyce,James Joyce,James,Joyce,Fr,M,37,2,0,0,0,0,0,0,0,0,0,0,0,9103076
2025,Michigan,99,Jack Welcsh,Jack Welcsh,Jack,Welcsh,Sr,M,99,2,0,0,0,0,0,0,4,2,1,0,0,9103106
2025,Michigan,14,Joseph Budington,Joseph Budington,Joseph,Budington,Fr,GK,14,2,1,0,0,0,0,0,0,0,0,0,0,9103045
2025,Michigan,5,Doster Crowell,Doster Crowell,Doster,Crowell,Fr,ATT,5,2,0,0,0,0,2,1,1,1,0,0,0,9102988
2025,Michigan,41,Lucas Laforge,Lucas Laforge,Lucas,Laforge,Fr,ATT,41,1,0,0,0,0,0,0,0,0,0,0,0,9103078
2025,Michigan,44,Ryan Kehoe,Ryan Kehoe,Ryan,Kehoe,Fr,D,44,1,0,0,0,0,0,0,0,0,0,0,0,9103082
2025,Michigan,19,Thomas Augustine,Thomas Augustine,Thomas,Augustine,Fr,ATT,19,1,0,0,0,0,2,0,1,0,0,0,0,9103049
2025,Michigan,28,Jack Elliott,Jack Elliott,Jack,Elliott,Fr,D,28,1,0,0,0,0,0,0,0,0,0,0,0,9103054
2025,Michigan,1,Matt Han,Matt Han,Matt,Han,So,M,1,1,0,0,0,0,0,0,0,0,0,0,0,8763809
2025,Michigan,13,Crandall Quinn,Crandall Quinn,Crandall,Quinn,So,GK,13,1,0,0,0,0,0,0,0,0,0,0,0,8773276
2025,Monmouth,34,Landon Parker,Landon Parker,Landon,Parker,Fr,FO,34,11,0,2,0,2,2,2,13,1,1,34,77,9096866
2025,Monmouth,7,Miles Fang,Miles Fang,Miles,Fang,So,M,7,11,0,0,0,0,1,0,15,5,6,0,0,8765017
2025,Monmouth,10,Brendan Dundas,Brendan Dundas,Brendan,Dundas,So,ATT,10,11,11,17,11,28,69,45,11,20,4,0,0,8762064
2025,Monmouth,24,Connor Gorman,Connor Gorman,Connor,Gorman,Jr,ATT,24,11,11,18,4,22,75,52,13,10,1,0,0,8769549
2025,Monmouth,3,Hayden Chester,Hayden Chester,Hayden,Chester,Jr,D,3,11,0,0,0,0,3,3,20,2,10,0,0,9098841
2025,Monmouth,44,Ty Caffarelli,Ty Caffarelli,Ty,Caffarelli,Jr,ATT,44,11,11,25,3,28,47,35,12,10,0,0,0,8775053
2025,Monmouth,6,Ryan O'Rourke,Ryan O'Rourke,Ryan,O'Rourke,Jr,M,6,11,2,4,13,17,22,12,4,5,1,0,0,8763641
2025,Monmouth,22,Miles Edmiston,Miles Edmiston,Miles,Edmiston,Jr,D,22,11,11,0,1,1,0,0,17,4,9,0,0,8762783
2025,Monmouth,48,Jake Schneider,Jake Schneider,Jake,Schneider,Sr,M,48,11,2,4,2,6,25,15,2,4,0,0,0,8763764
2025,Monmouth,5,Ethan Cronk,Ethan Cronk,Ethan,Cronk,Sr,FO,5,11,0,0,0,0,0,0,26,2,0,76,163,8776226
2025,Monmouth,43,Lance Martineau,Lance Martineau,Lance,Martineau,Sr,D,43,11,11,0,0,0,0,0,9,0,7,0,0,8766147
2025,Monmouth,17,Terrance Lacewell,Terrance Lacewell,Terrance,Lacewell,Sr,M,17,11,0,1,1,2,4,3,20,4,2,0,0,8769736
2025,Monmouth,9,Nick Teets,Nick Teets,Nick,Teets,Sr,M,9,11,9,10,4,14,48,21,12,12,2,0,0,8764465
2025,Monmouth,1,Luke Cole,Luke Cole,Luke,Cole,Sr,M,1,11,2,5,2,7,21,12,5,10,2,0,0,8770119
2025,Monmouth,99,Gabe Bowen-Slott,Gabe Bowen-Slott,Gabe,Bowen-Slott,Sr,D,99,11,11,2,0,2,3,2,15,3,15,0,0,8763495
2025,Monmouth,11,Sean Ketchen,Sean Ketchen,Sean,Ketchen,Sr,ATT,11,11,10,13,8,21,36,23,10,10,2,0,0,9096818
2025,Monmouth,30,Tommy Heller,Tommy Heller,Tommy,Heller,Sr,GK,30,11,11,0,0,0,5,0,21,14,3,1,1,9096858
2025,Monmouth,50,Matt Porazzo,Matt Porazzo,Matt,Porazzo,So,ATT,50,10,0,1,5,6,6,4,7,4,2,0,0,8762062
2025,Monmouth,29,Patrick Orapello,Patrick Orapello,Patrick,Orapello,Sr,M,29,10,0,0,0,0,1,0,2,1,0,0,0,9096857
2025,Monmouth,0,Caden Kesselring,Caden Kesselring,Caden,Kesselring,Jr,M,0,9,7,2,3,5,7,3,9,6,1,0,0,8767163
2025,Monmouth,2,Matthew Dollive,Matthew Dollive,Matthew,Dollive,Jr,M,2,9,1,1,2,3,11,5,9,5,4,0,0,8761847
2025,Monmouth,18,Gavin Seaman,Gavin Seaman,Gavin,Seaman,Fr,D,18,9,0,1,0,1,3,2,14,2,7,0,0,9096826
2025,Monmouth,25,Dominick Giglio,Dominick Giglio,Dominick,Giglio,So,D,25,8,0,0,0,0,0,0,11,1,3,0,0,8767194
2025,Monmouth,12,Fletcher Sullivan,Fletcher Sullivan,Fletcher,Sullivan,So,M,12,8,0,0,0,0,0,0,7,3,0,0,0,8766876
2025,Monmouth,70,Bobby Keane,Bobby Keane,Bobby,Keane,So,M,70,7,0,3,0,3,11,5,2,3,0,0,0,9096906
2025,Monmouth,20,Bradley Wyckoff,Bradley Wyckoff,Bradley,Wyckoff,So,M,20,6,0,2,0,2,8,4,0,0,1,0,0,8772077
2025,Monmouth,27,Will Brimhall,Will Brimhall,Will,Brimhall,Sr,M,27,4,0,1,1,2,6,2,0,1,0,0,0,8762340
2025,Monmouth,45,Mitch Boudreau,Mitch Boudreau,Mitch,Boudreau,Sr,FO,45,4,0,0,0,0,0,0,2,0,0,5,13,9096885
2025,Monmouth,35,Conor Duncan,Conor Duncan,Conor,Duncan,Fr,D,35,3,0,0,0,0,0,0,0,0,0,0,0,9096869
2025,Monmouth,42,James Csorba,James Csorba,James,Csorba,Jr,M,42,3,0,0,0,0,0,0,1,0,1,0,0,8766015
2025,Monmouth,14,Riley Chester,Riley Chester,Riley,Chester,Jr,M,14,3,0,2,0,2,3,3,2,0,0,0,0,8763377
2025,Monmouth,32,Will Hohn Jr.,Will Hohn Jr.,Will,Hohn,So,FO,32,3,0,1,0,1,2,1,4,1,1,8,16,8765001
2025,Monmouth,23,Brady Brown,Brady Brown,Brady,Brown,So,ATT,23,3,0,1,0,1,4,4,0,0,1,0,0,8765072
2025,Monmouth,16,Danny Boyer,Danny Boyer,Danny,Boyer,Sr,ATT,16,3,0,1,0,1,3,1,2,0,0,0,0,8761078
2025,Monmouth,47,LJ Iacuone,LJ Iacuone,LJ,Iacuone,So,D,47,3,0,0,0,0,0,0,0,0,0,0,0,8777511
2025,Monmouth,28,Sean Massett,Sean Massett,Sean,Massett,Jr,D,28,2,0,0,0,0,0,0,0,0,0,0,0,8776961
2025,Monmouth,51,Tommy Manley,Tommy Manley,Tommy,Manley,Jr,M,51,2,0,3,0,3,4,4,0,0,0,0,0,8761272
2025,Monmouth,88,Torin Harmon,Torin Harmon,Torin,Harmon,So,M,88,2,0,2,0,2,7,3,0,0,0,0,0,9096912
2025,Monmouth,55,Ian Macrae,Ian Macrae,Ian,Macrae,So,M,55,2,0,0,0,0,2,0,2,2,0,0,0,8775608
2025,Monmouth,66,Sean Donegan,Sean Donegan,Sean,Donegan,Sr,D,66,2,0,0,0,0,0,0,0,0,0,0,0,8766023
2025,Monmouth,49,Kade Hoogstraten,Kade Hoogstraten,Kade,Hoogstraten,So,ATT,49,2,0,2,0,2,5,3,1,2,0,0,0,8762408
2025,Monmouth,40,Cody Lavin,Cody Lavin,Cody,Lavin,So,GK,40,2,0,0,0,0,0,0,0,0,0,0,0,8766556
2025,Monmouth,8,Cole Dawkins,Cole Dawkins,Cole,Dawkins,Jr,D,8,2,0,0,0,0,0,0,1,0,0,0,0,8771322
2025,Monmouth,13,Dylan Cadigan,Dylan Cadigan,Dylan,Cadigan,So,GK,13,2,0,0,0,0,0,0,1,0,0,0,0,8764661
2025,Monmouth,33,Cole Kruger Pitcher,Cole Kruger Pitcher,Cole,Kruger,Fr,M,33,1,0,0,0,0,0,0,0,0,0,1,1,9096861
2025,Mount St. Mary's,51,Collin Thomson,Collin Thomson,Collin,Thomson,Fr,ATT,51,11,2,6,3,9,22,16,5,4,0,0,0,9214435
2025,Mount St. Mary's,15,Carter Quested,Carter Quested,Carter,Quested,Fr,ATT,15,11,11,20,8,28,55,35,24,15,4,0,0,9214406
2025,Mount St. Mary's,44,Bennett Wright,Bennett Wright,Bennett,Wright,So,GK,44,11,11,0,0,0,0,0,38,9,4,0,0,8763128
2025,Mount St. Mary's,24,Jaden Saysanam,Jaden Saysanam,Jaden,Saysanam,So,FO,24,11,8,1,0,1,2,2,15,1,0,57,142,8776998
2025,Mount St. Mary's,14,Brody Atkinson,Brody Atkinson,Brody,Atkinson,So,ATT,14,11,11,30,4,34,81,51,14,10,3,0,0,8763872
2025,Mount St. Mary's,42,Nate Committee,Nate Committee,Nate,Committee,So,D,42,11,6,0,0,0,0,0,12,4,8,0,0,9109563
2025,Mount St. Mary's,40,"Kevin Whitty, Jr.","Kevin Whitty, Jr.",Kevin,"Whitty,",Jr,ATT,40,11,2,11,13,24,25,19,8,11,0,0,0,8773451
2025,Mount St. Mary's,36,Nathan Merchant,Nathan Merchant,Nathan,Merchant,Sr,M,36,11,0,0,0,0,2,1,7,4,2,0,0,8763145
2025,Mount St. Mary's,1,Mekai Nelson,Mekai Nelson,Mekai,Nelson,Sr,M,1,11,10,0,3,3,6,1,15,9,4,0,0,8765156
2025,Mount St. Mary's,11,Brian Bradley,Brian Bradley,Brian,Bradley,Sr,M,11,11,1,0,0,0,5,4,12,9,8,0,0,8761486
2025,Mount St. Mary's,12,Will McKay,Will McKay,Will,McKay,Jr,M,12,11,0,4,5,9,18,8,3,6,2,0,0,8775659
2025,Mount St. Mary's,22,Jack Smith,Jack Smith,Jack,Smith,Sr,ATT,22,11,11,15,16,31,49,26,10,13,1,0,0,9109574
2025,Mount St. Mary's,39,Seamus McCloskey,Seamus McCloskey,Seamus,McCloskey,Sr,D,39,11,10,2,0,2,3,2,21,4,5,2,16,9109569
2025,Mount St. Mary's,53,Tucker Claxton,Tucker Claxton,Tucker,Claxton,Fr,D,53,11,8,1,1,2,1,1,15,2,3,0,0,9214436
2025,Mount St. Mary's,13,Marcelo Carriero,Marcelo Carriero,Marcelo,Carriero,Fr,ATT,13,10,0,7,4,11,27,16,3,12,2,0,0,9214404
2025,Mount St. Mary's,49,Garrett Conley,Garrett Conley,Garrett,Conley,Fr,FO,49,10,1,0,0,0,1,0,9,4,1,43,104,9214433
2025,Mount St. Mary's,3,Connor Barrett,Connor Barrett,Connor,Barrett,Sr,M,3,9,0,6,6,12,15,10,3,7,1,0,0,8764029
2025,Mount St. Mary's,26,Sean Connelly,Sean Connelly,Sean,Connelly,Jr,D,26,9,0,0,1,1,0,0,4,2,2,0,0,8760837
2025,Mount St. Mary's,20,Ansen Park,Ansen Park,Ansen,Park,Fr,D,20,9,0,0,0,0,1,1,3,2,0,9,22,9214425
2025,Mount St. Mary's,5,John Miller IV,John Miller IV,John,Miller,Sr,ATT,5,8,2,2,6,8,12,6,1,8,0,0,0,8768824
2025,Mount St. Mary's,31,Conner Aquino,Conner Aquino,Conner,Aquino,Fr,D,31,8,6,0,0,0,0,0,8,2,2,0,0,9214429
2025,Mount St. Mary's,27,Kevin Doyle Jr.,Kevin Doyle Jr.,Kevin,Doyle,Sr,M,27,6,6,0,0,0,1,0,0,1,2,0,0,8768057
