Season,Team,jersey,Full Name,Roster Name,First Name,Last Name,Year,Position,Jersey Number,Games Played,Games Started,Goals,Assists,Points,Shots,Shots on Goal,Ground Balls,Turnovers,Caused Turnovers,Faceoffs Won,Faceoffs Taken,NCAA id
2025,Drexel,42,Gavin Kelly,Gavin Kelly,Gavin,Kelly,So,ATT,42,11,11,4,7,11,30,12,4,11,0,0,0,8765440
2025,Drexel,13,Jack Joyner,Jack Joyner,Jack,Joyner,Jr,M,13,11,11,11,6,17,41,25,3,17,0,0,0,8765450
2025,Drexel,11,Caden Zadell,Caden Zadell,Caden,Zadell,So,ATT,11,11,0,4,2,6,21,12,5,4,2,0,0,8761172
2025,Drexel,1,Connor McVicker,Connor McVicker,Connor,McVicker,Jr,M,1,11,0,0,1,1,2,2,8,2,4,0,0,8762640
2025,Drexel,28,Liam Kammar,Liam Kammar,Liam,Kammar,Sr,M,28,11,0,2,0,2,3,2,27,7,11,0,0,8776091
2025,Drexel,88,Max Semple,Max Semple,Max,Semple,Sr,ATT,88,11,11,25,5,30,64,39,16,13,2,0,0,8761168
2025,Drexel,4,Tristan Plotts,Tristan Plotts,Tristan,Plotts,Jr,ATT,4,11,0,6,2,8,12,10,0,2,0,0,0,8773091
2025,Drexel,3,Jack Nolan,Jack Nolan,Jack,Nolan,Jr,D,3,11,0,1,0,1,1,1,17,3,5,0,0,8765571
2025,Drexel,8,Will Farrell,Will Farrell,Will,Farrell,Sr,D,8,11,4,7,3,10,20,15,1,8,2,0,0,9100259
2025,Drexel,10,Conor Hooley,Conor Hooley,Conor,Hooley,Jr,ATT,10,10,10,15,13,28,39,25,11,23,3,0,0,8761428
2025,Drexel,12,Kevin O'Brien,Kevin O'Brien,Kevin,O'Brien,Fr,D,12,10,10,0,0,0,0,0,20,6,10,0,0,8761893
2025,Drexel,33,Aidan Shortley,Aidan Shortley,Aidan,Shortley,Sr,FO,33,10,0,3,2,5,3,3,64,4,2,110,203,8777210
2025,Drexel,51,Luke Carden,Luke Carden,Luke,Carden,Jr,D,51,10,1,0,0,0,0,0,8,1,6,0,0,8768196
2025,Drexel,41,Matt Martin,Matt Martin,Matt,Martin,Sr,M,41,10,0,7,0,7,25,16,3,3,0,0,0,8763507
2025,Drexel,15,Teddy Luthy,Teddy Luthy,Teddy,Luthy,So,M,15,10,0,1,3,4,5,2,1,7,0,0,0,8773827
2025,Drexel,9,Jack Wallace,Jack Wallace,Jack,Wallace,Jr,D,9,10,2,1,1,2,3,2,11,5,9,0,0,8766856
2025,Drexel,39,Owen Knight,Owen Knight,Owen,Knight,Fr,ATT,39,10,2,3,10,13,21,10,6,9,0,0,0,9100302
2025,Drexel,21,Joshua Gabriele,Joshua Gabriele,Joshua,Gabriele,Sr,M,21,9,0,0,0,0,3,3,4,1,2,0,0,8768110
2025,Drexel,31,Colin Gucwa,Colin Gucwa,Colin,Gucwa,Sr,D,31,9,9,0,0,0,1,1,8,4,4,0,0,8761490
2025,Drexel,32,Solomon Hess,Solomon Hess,Solomon,Hess,Sr,D,32,8,0,0,0,0,0,0,2,1,2,0,0,9100279
2025,Drexel,38,Trent Layton,Trent Layton,Trent,Layton,Fr,FO,38,8,0,0,0,0,0,0,11,2,0,19,38,8774084
2025,Drexel,37,Jack Porter,Jack Porter,Jack,Porter,Fr,ATT,37,8,0,0,3,3,8,3,2,1,0,0,0,8770305
2025,Drexel,45,Drew McGill,Drew McGill,Drew,McGill,Sr,GK,45,8,7,0,1,1,1,1,14,4,0,0,0,8777632
2025,Drexel,20,Ty Gougler,Ty Gougler,Ty,Gougler,Fr,ATT,20,8,0,3,2,5,11,8,3,2,0,0,0,9100294
2025,Drexel,30,Brendan Donnelly,Brendan Donnelly,Brendan,Donnelly,So,GK,30,7,4,0,0,0,1,0,8,5,0,0,0,8770637
2025,Drexel,5,Cooper Keesee,Cooper Keesee,Cooper,Keesee,Fr,D,5,6,0,0,0,0,1,1,4,1,3,0,0,8775309
2025,Drexel,44,Sam DiTrolio,Sam DiTrolio,Sam,DiTrolio,Jr,FO,44,6,0,0,0,0,0,0,4,1,0,11,27,8775923
2025,Drexel,22,Jayden Santangelo,Jayden Santangelo,Jayden,Santangelo,Jr,ATT,22,6,0,2,2,4,6,4,0,4,0,0,0,8764689
2025,Drexel,17,Finn Halladay,Finn Halladay,Finn,Halladay,Jr,ATT,17,5,0,2,0,2,5,3,2,3,0,0,0,8777322
2025,Drexel,71,Ryan Lowe,Ryan Lowe,Ryan,Lowe,So,M,71,5,0,2,3,5,6,2,0,3,0,0,0,8761690
2025,Drexel,6,Jack Clark,Jack Clark,Jack,Clark,Sr,ATT,6,3,0,4,0,4,9,9,1,1,1,0,0,8765232
2025,Drexel,2,Max Hull,Max Hull,Max,Hull,So,ATT,2,3,0,0,0,0,4,1,3,1,0,0,0,8760369
2025,Drexel,25,Corby Tecu,Corby Tecu,Corby,Tecu,So,M,25,3,0,0,0,0,0,0,0,0,3,0,0,8762380
2025,Drexel,23,Sam Tomak,Sam Tomak,Sam,Tomak,So,M,23,3,0,0,0,0,3,0,3,0,1,0,0,8762221
2025,Drexel,19,Cole Doller,Cole Doller,Cole,Doller,Sr,ATT,19,3,0,0,0,0,4,2,0,0,0,0,0,8763757
2025,Drexel,14,Kai Todd,Kai Todd,Kai,Todd,So,M,14,2,0,0,0,0,0,0,0,0,1,0,0,8760950
2025,Drexel,54,Charlie Schline,Charlie Schline,Charlie,Schline,Jr,GK,54,2,0,0,0,0,0,0,0,0,0,0,0,8761399
2025,Drexel,34,Anthony Chiango,Anthony Chiango,Anthony,Chiango,Fr,M,34,1,0,0,0,0,0,0,0,0,0,0,0,9100298
2025,Duke,5,Henry Bard,Henry Bard,Henry,Bard,Jr,D,5,12,2,0,2,2,3,0,7,4,8,0,0,8759937
2025,Duke,20,Jack Gray,Jack Gray,Jack,Gray,Sr,M,20,12,0,0,1,1,5,1,15,9,7,0,0,8761991
2025,Duke,55,Liam Kershis,Liam Kershis,Liam,Kershis,Fr,ATT,55,12,6,7,3,10,32,14,9,4,2,0,0,9098405
2025,Duke,31,Graham Blake,Graham Blake,Graham,Blake,Sr,ATT,31,12,0,11,4,15,27,21,3,4,1,0,0,9098155
2025,Duke,19,Benn Johnston,Benn Johnston,Benn,Johnston,So,M,19,12,12,20,5,25,62,30,14,12,2,0,0,8765560
2025,Duke,1,Patrick Jameison,Patrick Jameison,Patrick,Jameison,So,GK,1,12,12,0,0,0,1,0,24,5,5,0,0,8771900
2025,Duke,91,Luke Grayum,Luke Grayum,Luke,Grayum,Sr,ATT,91,12,11,21,3,24,42,34,9,13,3,0,0,9098144
2025,Duke,37,Mac Christmas,Mac Christmas,Mac,Christmas,So,LSM,37,12,0,6,1,7,8,6,16,3,7,0,0,8761332
2025,Duke,33,Ben McCarthy,Ben McCarthy,Ben,McCarthy,Fr,FO,33,12,0,2,0,2,4,3,37,2,1,60,113,9098415
2025,Duke,9,Luke Engelke,Luke Engelke,Luke,Engelke,Jr,FO,9,12,0,1,2,3,4,4,48,4,0,85,149,8776799
2025,Duke,23,Aidan Maguire,Aidan Maguire,Aidan,Maguire,Jr,M,23,12,0,4,2,6,11,6,44,11,23,0,0,8763042
2025,Duke,0,Eric Malever,Eric Malever,Eric,Malever,Sr,ATT,0,12,12,24,26,50,56,39,9,15,2,0,0,9098409
2025,Duke,32,Chris Cusolito,Chris Cusolito,Chris,Cusolito,Sr,M,32,12,3,4,10,14,24,10,11,10,1,0,0,9098162
2025,Duke,27,Charlie Johnson,Charlie Johnson,Charlie,Johnson,Jr,D,27,12,12,0,2,2,0,0,17,3,19,0,0,8770468
2025,Duke,2,Andrew McAdorey,Andrew McAdorey,Andrew,McAdorey,Sr,M,2,12,12,15,14,29,47,29,11,11,0,0,0,8764273
2025,Duke,11,Keith Boyer,Keith Boyer,Keith,Boyer,Sr,D,11,12,10,0,0,0,0,0,19,6,10,0,0,8775480
2025,Duke,15,Max Sloat,Max Sloat,Max,Sloat,Jr,ATT,15,12,11,18,13,31,61,35,7,13,0,0,0,8776443
2025,Duke,66,Cole Krauss,Cole Krauss,Cole,Krauss,Sr,D,66,11,2,0,0,0,1,1,12,3,5,0,0,9098149
2025,Duke,6,Luke Warrington,Luke Warrington,Luke,Warrington,Fr,M,6,11,0,1,0,1,1,1,4,0,2,0,0,9098435
2025,Duke,30,Connor Nolen,Connor Nolen,Connor,Nolen,Fr,M,30,11,0,0,0,0,1,1,3,2,0,0,0,9098421
2025,Duke,8,Jack Pappendick,Jack Pappendick,Jack,Pappendick,Jr,M,8,10,3,9,2,11,29,19,10,4,0,0,0,8763980
2025,Duke,44,Jake Wilson,Jake Wilson,Jake,Wilson,Sr,D,44,10,8,0,0,0,1,1,7,3,5,0,0,8765314
2025,Duke,7,Tomas Delgado,Tomas Delgado,Tomas,Delgado,So,M,7,10,0,0,1,1,7,3,3,5,1,0,0,8765050
2025,Duke,29,Aiden Blake,Aiden Blake,Aiden,Blake,Sr,M,29,9,0,0,1,1,4,1,9,1,0,0,0,9098146
2025,Duke,41,Cal Girard,Cal Girard,Cal,Girard,So,FO,41,8,0,1,0,1,1,1,13,1,2,24,48,8773073
2025,Duke,13,Nikolas Menendez,Nikolas Menendez,Nikolas,Menendez,Fr,D,13,8,2,0,0,0,0,0,6,0,2,0,0,9098418
2025,Duke,16,Liam McLane,Liam McLane,Liam,McLane,Sr,M,16,7,0,5,0,5,12,7,1,2,0,0,0,8772898
2025,Duke,12,Ian Dykes,Ian Dykes,Ian,Dykes,Fr,M,12,6,0,1,0,1,4,4,2,1,0,0,0,9098186
2025,Duke,25,Petey Malitas,Petey Malitas,Petey,Malitas,Jr,ATT,25,6,1,1,0,1,3,2,1,0,0,0,0,8761783
2025,Duke,26,Reed Landin,Reed Landin,Reed,Landin,Sr,M,26,6,1,1,1,2,7,2,4,2,0,0,0,8766888
2025,Duke,35,Ryan Mackenzie,Ryan Mackenzie,Ryan,Mackenzie,Sr,M,35,5,0,1,1,2,3,2,0,0,0,0,0,9098150
2025,Duke,24,Tommy Drago,Tommy Drago,Tommy,Drago,Sr,LSM,24,4,0,0,0,0,0,0,1,0,1,0,0,9098181
2025,Duke,77,Buck Cunningham,Buck Cunningham,Buck,Cunningham,Fr,GK,77,4,0,0,0,0,0,0,7,1,1,0,0,9098158
2025,Duke,28,Evan Barr,Evan Barr,Evan,Barr,Sr,GK,28,4,0,0,0,0,0,0,1,0,1,0,0,9098147
2025,Duke,39,Zach Jepson,Zach Jepson,Zach,Jepson,Jr,M,39,3,0,0,0,0,0,0,1,0,0,0,0,8776221
2025,Duke,45,Pearse Glavin,Pearse Glavin,Pearse,Glavin,Sr,ATT,45,3,0,1,1,2,2,2,1,1,0,0,0,9098188
2025,Duke,17,Colin McLane,Colin McLane,Colin,McLane,So,M,17,1,0,0,0,0,1,1,0,0,0,0,0,8765537
2025,Duke,21,Stephen Finnell,Stephen Finnell,Stephen,Finnell,So,SSDM,21,1,0,0,0,0,0,0,0,0,0,0,0,8775105
2025,Fairfield,5,Devin Lampron,Devin Lampron,Devin,Lampron,Fr,ATT,5,11,11,26,4,30,80,53,17,12,5,0,0,9106508
2025,Fairfield,39,Austin McClintic,Austin McClintic,Austin,McClintic,Jr,D,39,11,0,2,1,3,5,2,19,4,10,0,0,8763505
2025,Fairfield,12,Andrew Kasten,Andrew Kasten,Andrew,Kasten,Fr,M,12,11,0,7,5,12,11,10,23,5,5,0,0,9106512
2025,Fairfield,6,Luke Fisher,Luke Fisher,Luke,Fisher,Sr,ATT,6,11,1,4,3,7,20,8,3,3,2,0,0,9106483
2025,Fairfield,21,Keegan Lynch,Keegan Lynch,Keegan,Lynch,So,ATT,21,11,11,14,22,36,38,23,15,9,2,0,0,8764160
2025,Fairfield,27,Julian Radossich,Julian Radossich,Julian,Radossich,So,D,27,11,11,1,1,2,5,2,32,6,32,0,0,8766333
2025,Fairfield,11,Jason LaMay Jr.,Jason LaMay Jr.,Jason,LaMay,Jr,M,11,11,0,11,4,15,38,20,8,13,2,0,0,8765544
2025,Fairfield,13,Jake Gilbert,Jake Gilbert,Jake,Gilbert,Jr,ATT,13,11,11,25,6,31,74,50,15,4,3,0,0,8772193
2025,Fairfield,51,Eli Adams,Eli Adams,Eli,Adams,Jr,D,51,11,11,1,0,1,2,2,14,4,15,0,0,8770355
2025,Fairfield,54,Luke Okupski,Luke Okupski,Luke,Okupski,Sr,M,54,11,11,19,4,23,47,32,10,11,1,0,0,9106480
2025,Fairfield,16,Owen Hirsch,Owen Hirsch,Owen,Hirsch,Sr,GK,16,11,11,0,0,0,1,1,17,6,4,0,0,8767335
2025,Fairfield,19,Daniel Davis,Daniel Davis,Daniel,Davis,So,FO,19,11,0,4,1,5,14,9,37,4,3,82,141,8773337
2025,Fairfield,23,Matt Rice,Matt Rice,Matt,Rice,Sr,M,23,11,0,4,2,6,13,8,21,5,9,0,0,8772255
2025,Fairfield,17,Nate Livingston,Nate Livingston,Nate,Livingston,So,D,17,11,10,0,0,0,0,0,18,3,7,0,0,8771525
2025,Fairfield,15,Shane Elliott,Shane Elliott,Shane,Elliott,So,M,15,11,0,1,2,3,1,1,14,4,1,0,0,8769542
2025,Fairfield,48,Rory Thompson,Rory Thompson,Rory,Thompson,Sr,D,48,11,1,0,2,2,7,2,27,4,14,0,0,8772943
2025,Fairfield,50,Rob Moore,Rob Moore,Rob,Moore,Sr,D,50,11,10,9,15,24,34,25,9,8,1,0,0,8777627
2025,Fairfield,22,PJ McGoldrick,PJ McGoldrick,PJ,McGoldrick,Sr,D,22,10,0,0,0,0,0,0,3,1,2,0,0,8762887
2025,Fairfield,1,Will Consoli,Will Consoli,Will,Consoli,Jr,M,1,9,9,11,8,19,47,24,7,10,1,0,0,8764914
2025,Fairfield,7,KJ Delane,KJ Delane,KJ,Delane,Jr,ATT,7,9,0,3,3,6,12,8,2,5,1,0,0,9106487
2025,Fairfield,56,Charlie McFadden,Charlie McFadden,Charlie,McFadden,Sr,M,56,8,0,2,3,5,7,5,5,1,1,0,0,9106485
2025,Fairfield,24,Jack Savarese,Jack Savarese,Jack,Savarese,Sr,ATT,24,8,0,3,1,4,18,8,2,2,0,0,0,9106484
2025,Fairfield,20,John Flynn,John Flynn,John,Flynn,Fr,M,20,7,0,0,1,1,3,1,6,0,2,0,0,9106514
2025,Fairfield,60,John Okupski,John Okupski,John,Okupski,So,M,60,7,2,4,1,5,19,7,1,3,1,0,0,8768387
2025,Fairfield,3,Dylan Smith,Dylan Smith,Dylan,Smith,Sr,FO,3,6,0,0,0,0,1,1,21,1,0,41,82,8763632
2025,Fairfield,45,Cole Kennett,Cole Kennett,Cole,Kennett,So,D,45,6,0,0,0,0,1,0,2,0,1,0,0,8771779
2025,Fairfield,25,Jonathan Lewis,Jonathan Lewis,Jonathan,Lewis,Jr,FO,25,6,0,0,0,0,0,0,8,2,0,29,42,8773429
2025,Fairfield,35,Caleb McNaull,Caleb McNaull,Caleb,McNaull,Sr,D,35,6,0,1,0,1,2,1,3,2,5,0,0,9106479
2025,Fairfield,41,Joe Costantino,Joe Costantino,Joe,Costantino,Sr,M,41,6,0,0,0,0,1,0,3,1,1,0,0,8766526
2025,Fairfield,40,Jeremiah Wade,Jeremiah Wade,Jeremiah,Wade,Fr,ATT,40,5,0,2,1,3,5,2,0,0,0,0,0,9106522
2025,Fairfield,44,Will Snyder,Will Snyder,Will,Snyder,Jr,GK,44,5,0,0,0,0,0,0,1,1,0,0,0,8774880
2025,Fairfield,9,Justin Brown,Justin Brown,Justin,Brown,Fr,M,9,5,0,1,1,2,5,2,1,2,0,0,0,9106510
2025,Fairfield,29,Carson Dyl,Carson Dyl,Carson,Dyl,So,M,29,4,0,1,0,1,1,1,6,2,0,0,0,8774644
2025,Fairfield,34,Kevin Dolan,Kevin Dolan,Kevin,Dolan,Jr,ATT,34,4,0,3,0,3,9,4,2,1,1,0,0,8761907
2025,Fairfield,30,Lars Heimlich,Lars Heimlich,Lars,Heimlich,So,D,30,4,0,0,1,1,0,0,3,1,2,0,0,8772944
2025,Fairfield,31,Mark Durling,Mark Durling,Mark,Durling,Jr,FO,31,4,0,0,0,0,1,0,6,0,0,17,29,9106537
2025,Fairfield,49,Hunter Moriarty,Hunter Moriarty,Hunter,Moriarty,So,M,49,4,0,2,1,3,3,2,1,1,1,0,0,8761086
2025,Fairfield,47,Ronan Schipani,Ronan Schipani,Ronan,Schipani,Fr,D,47,4,0,0,1,1,0,0,3,0,0,0,0,9106524
2025,Fairfield,33,Trey Ordway,Trey Ordway,Trey,Ordway,Jr,M,33,3,0,1,0,1,6,3,1,1,0,0,0,8767310
2025,Fairfield,28,Chris Adornato,Chris Adornato,Chris,Adornato,Sr,M,28,3,0,1,1,2,3,2,0,1,0,0,0,8766889
2025,Fairfield,18,Christopher DeBellis,Christopher DeBellis,Christopher,DeBellis,Sr,D,18,3,0,1,0,1,1,1,2,0,2,0,0,8772206
2025,Fairfield,8,Walker Hunter,Walker Hunter,Walker,Hunter,So,GK,8,3,0,0,0,0,0,0,2,0,0,0,0,8763896
2025,Fairfield,38,Reid Bulger,Reid Bulger,Reid,Bulger,Fr,M,38,3,0,1,0,1,1,1,0,0,2,0,0,9106520
2025,Fairfield,37,Nico Nassar,Nico Nassar,Nico,Nassar,Fr,M,37,3,0,0,1,1,2,2,1,1,0,0,0,9106519
2025,Fairfield,32,Bryce Hrubiec,Bryce Hrubiec,Bryce,Hrubiec,Fr,D,32,3,0,0,0,0,0,0,0,0,0,0,0,9106517
2025,Fairfield,26,Bodie Cannata,Bodie Cannata,Bodie,Cannata,Fr,ATT,26,3,0,0,1,1,3,1,2,1,1,0,0,9106515
2025,Fairfield,55,Jimmy Grieve,Jimmy Grieve,Jimmy,Grieve,So,D,55,2,0,1,0,1,1,1,1,0,0,0,0,8761587
2025,Fairfield,53,Jaden Galfano,Jaden Galfano,Jaden,Galfano,Fr,GK,53,2,0,0,0,0,0,0,0,0,0,0,0,9106527
2025,Fairfield,42,Ty Bleach,Ty Bleach,Ty,Bleach,Fr,ATT,42,2,0,0,1,1,0,0,0,0,0,0,0,9106523
2025,Fairfield,10,Owen Michaud,Owen Michaud,Owen,Michaud,Fr,ATT,10,1,0,0,0,0,0,0,1,0,0,0,0,9106511
2025,Fairfield,4,Colin Kenney,Colin Kenney,Colin,Kenney,Fr,M,4,1,0,1,2,3,1,1,0,1,0,0,0,9106506
2025,Fairfield,14,Declan Reilly,Declan Reilly,Declan,Reilly,Fr,D,14,1,0,0,0,0,0,0,0,0,1,0,0,9106513
2025,Fairfield,2,Finn Dougherty,Finn Dougherty,Finn,Dougherty,Fr,M,2,1,0,0,0,0,1,0,1,0,0,0,0,9106505
2025,Georgetown,43,Robert Plath,Robert Plath,Robert,Plath,Fr,D,43,10,10,0,0,0,0,0,17,3,21,0,0,9091117
2025,Georgetown,19,Jack Ransom,Jack Ransom,Jack,Ransom,Fr,ATT,19,10,0,11,0,11,26,19,1,4,0,0,0,9091113
2025,Georgetown,14,Ben Firlie,Ben Firlie,Ben,Firlie,Fr,M,14,10,0,4,1,5,21,9,1,3,0,0,0,9091111
2025,Georgetown,66,James Carroll,James Carroll,James,Carroll,So,LSM,66,10,0,1,2,3,1,1,9,1,3,0,0,8760502
2025,Georgetown,17,Ty Banks,Ty Banks,Ty,Banks,So,D,17,10,10,1,1,2,3,2,22,3,13,0,0,8762358
2025,Georgetown,0,Anderson Moore,Anderson Moore,Anderson,Moore,So,GK,0,10,10,0,0,0,0,0,41,6,2,0,0,8762955
2025,Georgetown,33,Wilson Van Buren,Wilson Van Buren,Wilson,Van,Jr,FO,33,10,0,0,0,0,0,0,15,3,0,42,94,8768640
2025,Georgetown,37,Charlie McGurrin,Charlie McGurrin,Charlie,McGurrin,Jr,LSM,37,10,0,0,2,2,0,0,23,0,5,0,0,8762584
2025,Georgetown,34,George Acton,George Acton,George,Acton,Jr,LSM,34,10,0,1,0,1,1,1,17,2,5,0,0,8763056
2025,Georgetown,24,Patrick Crogan,Patrick Crogan,Patrick,Crogan,Jr,M,24,10,3,3,1,4,20,10,7,0,1,0,0,8770821
2025,Georgetown,45,Jordan Wray,Jordan Wray,Jordan,Wray,Jr,M,45,10,10,7,7,14,33,17,8,4,2,0,0,8760986
2025,Georgetown,32,Joe Cesare,Joe Cesare,Joe,Cesare,Jr,M,32,10,10,12,3,15,36,26,9,8,3,0,0,8762449
2025,Georgetown,46,Joseph Vranizan,Joseph Vranizan,Joseph,Vranizan,Sr,SSDM,46,10,0,1,0,1,4,1,21,2,3,0,0,8763590
2025,Georgetown,6,Kade Goldberg,Kade Goldberg,Kade,Goldberg,Sr,M,6,10,2,2,6,8,14,6,1,5,0,0,0,8760228
2025,Georgetown,20,Michael Haus,Michael Haus,Michael,Haus,Sr,SSDM,20,10,0,0,0,0,2,2,19,3,8,0,0,8760295
2025,Georgetown,12,Aidan Carroll,Aidan Carroll,Aidan,Carroll,Sr,ATT,12,10,10,25,17,42,72,42,19,18,2,0,0,9090381
2025,Georgetown,49,Kevin Miller,Kevin Miller,Kevin,Miller,Fr,ATT,49,10,8,14,6,20,36,30,6,7,0,0,0,9091118
2025,Georgetown,2,Fulton Bayman,Fulton Bayman,Fulton,Bayman,Sr,ATT,2,10,10,19,20,39,57,41,16,18,4,0,0,9091120
2025,Georgetown,77,Jack Erb,Jack Erb,Jack,Erb,Sr,SSDM,77,10,0,2,1,3,4,3,14,4,1,0,0,9091121
2025,Georgetown,5,Seamus Foley,Seamus Foley,Seamus,Foley,Sr,D,5,10,10,0,0,0,1,1,14,1,14,0,0,9090382
2025,Georgetown,16,Owen Horning,Owen Horning,Owen,Horning,Fr,M,16,9,3,4,2,6,19,11,10,7,0,0,0,9091112
2025,Georgetown,44,Cade Caggiano,Cade Caggiano,Cade,Caggiano,Sr,ATT,44,9,0,1,2,3,13,5,3,2,0,0,0,8762594
2025,Georgetown,47,Aidan Carrello,Aidan Carrello,Aidan,Carrello,So,D,47,8,0,0,0,0,0,0,1,0,1,0,0,8760905
2025,Georgetown,55,Shuey Kelly,Shuey Kelly,Shuey,Kelly,So,ATT,55,8,0,0,3,3,3,1,2,1,0,0,0,8767314
2025,Georgetown,21,Jack Leland,Jack Leland,Jack,Leland,So,M,21,8,0,0,0,0,4,2,2,4,0,0,0,8771759
2025,Georgetown,9,Ross Prince,Ross Prince,Ross,Prince,Fr,FO,9,6,0,1,0,1,4,2,19,2,1,66,109,9091109
2025,Georgetown,23,Matthew Riley,Matthew Riley,Matthew,Riley,So,FO,23,6,0,0,0,0,0,0,6,0,0,21,41,8765089
2025,Georgetown,29,Pax Marshall,Pax Marshall,Pax,Marshall,So,ATT,29,4,4,5,1,6,14,10,5,7,2,0,0,8774676
2025,Georgetown,40,Chase Picard,Chase Picard,Chase,Picard,Fr,SSDM,40,3,0,0,0,0,0,0,0,2,0,0,0,9091115
2025,Georgetown,41,Henry Caponiti,Henry Caponiti,Henry,Caponiti,Jr,ATT,41,2,0,0,0,0,2,0,0,0,0,0,0,8771551
2025,Georgetown,35,Michael Scharfenberger,Michael Scharfenberger,Michael,Scharfenberger,Sr,GK,35,2,0,0,0,0,0,0,0,0,0,0,0,8777333
2025,Georgetown,11,Holt Matheis,Holt Matheis,Holt,Matheis,Sr,ATT,11,1,0,0,0,0,0,0,0,0,0,0,0,8772373
2025,Georgetown,27,Charlie Hoffman,Charlie Hoffman,Charlie,Hoffman,So,ATT,27,1,0,0,0,0,0,0,1,0,0,0,0,8765116
2025,Hampton,5,Zion Garcia,Zion Garcia,Zion,Garcia,So,D,5,12,9,1,1,2,10,8,21,25,16,0,0,8762386
2025,Hampton,30,Canyon Steverson,Canyon Steverson,Canyon,Steverson,Jr,M,30,12,10,7,1,8,37,16,5,11,3,0,0,8777524
2025,Hampton,46,David Jackson,David Jackson,David,Jackson,Jr,M,46,12,7,1,1,2,11,5,2,8,0,0,0,8778175
2025,Hampton,43,Braeden Lessane,Braeden Lessane,Braeden,Lessane,So,FO,43,12,0,0,0,0,0,0,17,3,1,48,157,8764392
2025,Hampton,12,Reed Shaw,Reed Shaw,Reed,Shaw,Fr,M,12,12,10,9,2,11,31,21,3,6,1,0,0,9110863
2025,Hampton,34,Ben Kieu,Ben Kieu,Ben,Kieu,So,GK,34,12,10,0,0,0,0,0,11,11,0,0,0,8763083
2025,Hampton,31,Matthew Hall,Matthew Hall,Matthew,Hall,Fr,FO,31,12,0,0,0,0,0,0,2,1,0,14,68,8759843
2025,Hampton,4,Jonathan Angel,Jonathan Angel,Jonathan,Angel,Sr,ATT,4,12,0,6,2,8,15,11,4,8,0,0,0,9109511
2025,Hampton,9,Alex Lacey,Alex Lacey,Alex,Lacey,Fr,D,9,12,0,0,0,0,7,1,18,5,8,0,0,9110862
2025,Hampton,19,Taylor Whitt,Taylor Whitt,Taylor,Whitt,Sr,D,19,12,11,1,1,2,1,1,8,9,9,0,0,8763683
2025,Hampton,35,Tre Childers,Tre Childers,Tre,Childers,Sr,M,35,12,1,3,1,4,25,11,7,11,1,0,0,9109513
2025,Hampton,8,Elijah Jean-Jacques,Elijah Jean-Jacques,Elijah,Jean-Jacques,Fr,M,8,12,9,3,3,6,12,7,9,17,1,0,0,9110861
2025,Hampton,44,Quinlan Coryat,Quinlan Coryat,Quinlan,Coryat,Fr,D,44,11,2,0,0,0,0,0,6,3,0,4,23,9110874
2025,Hampton,11,Mamadou Meite,Mamadou Meite,Mamadou,Meite,Sr,M,11,11,1,3,1,4,34,17,10,12,0,1,2,9109520
2025,Hampton,1,A.J. Knox,A.J. Knox,A.J.,Knox,Sr,ATT,1,11,8,10,2,12,40,23,9,18,0,0,0,9109518
2025,Hampton,50,Sebastian West,Sebastian West,Sebastian,West,So,ATT,50,10,8,5,10,15,33,18,7,21,0,0,0,8771198
2025,Hampton,36,Zachary Ramseur,Zachary Ramseur,Zachary,Ramseur,Fr,LSM,36,9,0,0,0,0,0,0,6,3,1,2,9,9110872
2025,Hampton,40,Aden Isika,Aden Isika,Aden,Isika,Fr,D,40,9,4,0,0,0,0,0,8,3,5,1,6,9110873
2025,Hampton,7,Amar'e Ford,Amar'e Ford,Amar'e,Ford,Jr,D,7,9,5,0,0,0,0,0,10,7,4,0,0,8776296
2025,Hampton,16,Mason Howard,Mason Howard,Mason,Howard,Jr,FO,16,9,0,0,0,0,0,0,3,1,0,17,62,8772795
2025,Hampton,3,Chaz Hughes,Chaz Hughes,Chaz,Hughes,So,ATT,3,9,0,0,0,0,0,0,3,3,3,0,0,8768215
2025,Hampton,29,Kimoni Greene,Kimoni Greene,Kimoni,Greene,Sr,M,29,8,0,0,0,0,0,0,4,1,0,0,0,9109516
2025,Hampton,22,Nathan Turner,Nathan Turner,Nathan,Turner,Sr,M,22,8,0,0,0,0,0,0,1,3,0,0,0,9109523
2025,Hampton,49,LJ Collinsworth,LJ Collinsworth,LJ,Collinsworth,Fr,GK,49,8,1,0,0,0,0,0,5,3,3,0,0,9110876
2025,Hampton,48,Karson Seth,Karson Seth,Karson,Seth,Fr,LSM,48,8,0,0,0,0,0,0,5,3,1,0,0,9110878
2025,Hampton,10,Craig Williams,Craig Williams,Craig,Williams,Jr,M,10,8,0,1,0,1,5,3,1,3,0,0,0,8764833
2025,Hampton,0,Christian Stringer,Christian Stringer,Christian,Stringer,So,M,0,7,0,0,0,0,0,0,11,4,2,1,3,8761473
2025,Hampton,17,CJ Hyacinth,CJ Hyacinth,CJ,Hyacinth,So,SSDM,17,7,1,0,0,0,0,0,7,1,1,0,5,8760958
2025,Hampton,28,Jadon Meyers,Jadon Meyers,Jadon,Meyers,Fr,M,28,7,4,3,0,3,12,8,7,7,0,0,0,9110879
