season,division,team_id,team,url
2025,1,594020,Air Force,https://stats.ncaa.org/teams/594020
2025,1,594022,Army West Point,https://stats.ncaa.org/teams/594022
2025,1,593910,Bellarmine,https://stats.ncaa.org/teams/593910
2025,1,593912,Binghamton,https://stats.ncaa.org/teams/593912
2025,1,593915,Boston U.,https://stats.ncaa.org/teams/593915
2025,1,593918,Brown,https://stats.ncaa.org/teams/593918
2025,1,593920,Bryant,https://stats.ncaa.org/teams/593920
2025,1,593922,Bucknell,https://stats.ncaa.org/teams/593922
2025,1,593925,Canisius,https://stats.ncaa.org/teams/593925
2025,1,593927,Cleveland St.,https://stats.ncaa.org/teams/593927
2025,1,593929,Colgate,https://stats.ncaa.org/teams/593929
2025,1,593931,Cornell,https://stats.ncaa.org/teams/593931
2025,1,593933,Dartmouth,https://stats.ncaa.org/teams/593933
2025,1,593934,Delaware,https://stats.ncaa.org/teams/593934
2025,1,593936,Denver,https://stats.ncaa.org/teams/593936
2025,1,593938,Detroit Mercy,https://stats.ncaa.org/teams/593938
2025,1,593940,Drexel,https://stats.ncaa.org/teams/593940
2025,1,593943,Duke,https://stats.ncaa.org/teams/593943
2025,1,593946,Fairfield,https://stats.ncaa.org/teams/593946
2025,1,594056,Georgetown,https://stats.ncaa.org/teams/594056
2025,1,593948,Hampton,https://stats.ncaa.org/teams/593948
2025,1,593949,Harvard,https://stats.ncaa.org/teams/593949
2025,1,594040,High Point,https://stats.ncaa.org/teams/594040
2025,1,593952,Hobart,https://stats.ncaa.org/teams/593952
2025,1,593954,Hofstra,https://stats.ncaa.org/teams/593954
2025,1,593956,Holy Cross,https://stats.ncaa.org/teams/593956
2025,1,594940,Iona,https://stats.ncaa.org/teams/594940
2025,1,593958,Jacksonville,https://stats.ncaa.org/teams/593958
2025,1,593960,Johns Hopkins,https://stats.ncaa.org/teams/593960
2025,1,593904,LIU,https://stats.ncaa.org/teams/593904
2025,1,593962,Lafayette,https://stats.ncaa.org/teams/593962
2025,1,594048,Le Moyne,https://stats.ncaa.org/teams/594048
2025,1,594058,Lehigh,https://stats.ncaa.org/teams/594058
2025,1,593966,Loyola Maryland,https://stats.ncaa.org/teams/593966
2025,1,593968,Manhattan,https://stats.ncaa.org/teams/593968
2025,1,593970,Marist,https://stats.ncaa.org/teams/593970
2025,1,593972,Marquette,https://stats.ncaa.org/teams/593972
2025,1,593977,Maryland,https://stats.ncaa.org/teams/593977
2025,1,593979,Massachusetts,https://stats.ncaa.org/teams/593979
2025,1,593982,Mercer,https://stats.ncaa.org/teams/593982
2025,1,594235,Mercyhurst,https://stats.ncaa.org/teams/594235
2025,1,594042,Merrimack,https://stats.ncaa.org/teams/594042
2025,1,594060,Michigan,https://stats.ncaa.org/teams/594060
2025,1,593985,Monmouth,https://stats.ncaa.org/teams/593985
2025,1,593988,Mount St. Mary's,https://stats.ncaa.org/teams/593988
2025,1,593992,NJIT,https://stats.ncaa.org/teams/593992
2025,1,594025,Navy,https://stats.ncaa.org/teams/594025
2025,1,593990,North Carolina,https://stats.ncaa.org/teams/593990
2025,1,594063,Notre Dame,https://stats.ncaa.org/teams/594063
2025,1,593994,Ohio St.,https://stats.ncaa.org/teams/593994
2025,1,593999,Penn,https://stats.ncaa.org/teams/593999
2025,1,593997,Penn St.,https://stats.ncaa.org/teams/593997
2025,1,594066,Princeton,https://stats.ncaa.org/teams/594066
2025,1,594001,Providence,https://stats.ncaa.org/teams/594001
2025,1,594044,Queens (NC),https://stats.ncaa.org/teams/594044
2025,1,594003,Quinnipiac,https://stats.ncaa.org/teams/594003
2025,1,594005,Richmond,https://stats.ncaa.org/teams/594005
2025,1,594007,Robert Morris,https://stats.ncaa.org/teams/594007
2025,1,594009,Rutgers,https://stats.ncaa.org/teams/594009
2025,1,594068,Sacred Heart,https://stats.ncaa.org/teams/594068
2025,1,594069,Saint Joseph's,https://stats.ncaa.org/teams/594069
2025,1,594012,Siena,https://stats.ncaa.org/teams/594012
2025,1,593908,St. Bonaventure,https://stats.ncaa.org/teams/593908
2025,1,594011,St. John's (NY),https://stats.ncaa.org/teams/594011
2025,1,594015,Stony Brook,https://stats.ncaa.org/teams/594015
2025,1,594017,Syracuse,https://stats.ncaa.org/teams/594017
2025,1,594071,Towson,https://stats.ncaa.org/teams/594071
2025,1,594053,UAlbany,https://stats.ncaa.org/teams/594053
2025,1,593974,UMBC,https://stats.ncaa.org/teams/593974
2025,1,593964,UMass Lowell,https://stats.ncaa.org/teams/593964
2025,1,594051,Utah,https://stats.ncaa.org/teams/594051
2025,1,594032,VMI,https://stats.ncaa.org/teams/594032
2025,1,594027,Vermont,https://stats.ncaa.org/teams/594027
2025,1,594029,Villanova,https://stats.ncaa.org/teams/594029
2025,1,594033,Virginia,https://stats.ncaa.org/teams/594033
2025,1,594036,Wagner,https://stats.ncaa.org/teams/594036
2025,1,594037,Yale,https://stats.ncaa.org/teams/594037
2025,2,594209,Adams St.,https://stats.ncaa.org/teams/594209
2025,2,594247,Adelphi,https://stats.ncaa.org/teams/594247
2025,2,594194,Alabama Huntsville,https://stats.ncaa.org/teams/594194
2025,2,594196,American Int'l,https://stats.ncaa.org/teams/594196
2025,2,594107,Anderson (SC),https://stats.ncaa.org/teams/594107
2025,2,594199,Assumption,https://stats.ncaa.org/teams/594199
2025,2,594192,Barton,https://stats.ncaa.org/teams/594192
2025,2,594138,Belmont Abbey,https://stats.ncaa.org/teams/594138
2025,2,594078,Bentley,https://stats.ncaa.org/teams/594078
2025,2,594220,Bridgeport,https://stats.ncaa.org/teams/594220
2025,2,594224,CUI,https://stats.ncaa.org/teams/594224
2025,2,594111,Caldwell,https://stats.ncaa.org/teams/594111
2025,2,594117,Catawba,https://stats.ncaa.org/teams/594117
2025,2,594245,Chestnut Hill,https://stats.ncaa.org/teams/594245
2025,2,594145,Chowan,https://stats.ncaa.org/teams/594145
2025,2,594118,Coker,https://stats.ncaa.org/teams/594118
2025,2,594244,Colorado Mesa,https://stats.ncaa.org/teams/594244
2025,2,594214,D'Youville,https://stats.ncaa.org/teams/594214
2025,2,594114,Davenport,https://stats.ncaa.org/teams/594114
2025,2,594081,Davis & Elkins,https://stats.ncaa.org/teams/594081
2025,2,594083,Dist. Columbia,https://stats.ncaa.org/teams/594083
2025,2,594228,Dominican (CA),https://stats.ncaa.org/teams/594228
2025,2,594147,Dominican (NY),https://stats.ncaa.org/teams/594147
2025,2,594178,Embry-Riddle (FL),https://stats.ncaa.org/teams/594178
2025,2,594170,Emmanuel (GA),https://stats.ncaa.org/teams/594170
2025,2,594942,Emory & Henry,https://stats.ncaa.org/teams/594942
2025,2,594185,Felician,https://stats.ncaa.org/teams/594185
2025,2,594087,Fla. Southern,https://stats.ncaa.org/teams/594087
2025,2,594216,Flagler,https://stats.ncaa.org/teams/594216
2025,2,594085,Florida Tech,https://stats.ncaa.org/teams/594085
2025,2,594089,Franklin Pierce,https://stats.ncaa.org/teams/594089
2025,2,594187,Frostburg St.,https://stats.ncaa.org/teams/594187
2025,2,594149,Georgian Court,https://stats.ncaa.org/teams/594149
2025,2,594073,Holy Family,https://stats.ncaa.org/teams/594073
2025,2,594143,Lake Erie,https://stats.ncaa.org/teams/594143
2025,2,594190,Lander,https://stats.ncaa.org/teams/594190
2025,2,594155,Lees-McRae,https://stats.ncaa.org/teams/594155
2025,2,594239,Lenoir-Rhyne,https://stats.ncaa.org/teams/594239
2025,2,594237,Lewis,https://stats.ncaa.org/teams/594237
2025,2,594121,Limestone,https://stats.ncaa.org/teams/594121
2025,2,594123,Lincoln Memorial,https://stats.ncaa.org/teams/594123
2025,2,594157,Lynn,https://stats.ncaa.org/teams/594157
2025,2,594218,Malone,https://stats.ncaa.org/teams/594218
2025,2,594125,Mars Hill,https://stats.ncaa.org/teams/594125
2025,2,594094,Maryville (MO),https://stats.ncaa.org/teams/594094
2025,2,594233,Mercy,https://stats.ncaa.org/teams/594233
2025,2,594096,Molloy,https://stats.ncaa.org/teams/594096
2025,2,594174,Montevallo,https://stats.ncaa.org/teams/594174
2025,2,594241,Mount Olive,https://stats.ncaa.org/teams/594241
2025,2,594183,Newberry,https://stats.ncaa.org/teams/594183
2025,2,594151,North Greenville,https://stats.ncaa.org/teams/594151
2025,2,594943,Northwood,https://stats.ncaa.org/teams/594943
2025,2,594102,Pace,https://stats.ncaa.org/teams/594102
2025,2,594176,Palm Beach Atl.,https://stats.ncaa.org/teams/594176
2025,2,597524,Point Park,https://stats.ncaa.org/teams/597524
2025,2,594127,Post,https://stats.ncaa.org/teams/594127
2025,2,594211,Quincy,https://stats.ncaa.org/teams/594211
2025,2,594163,Roberts Wesleyan,https://stats.ncaa.org/teams/594163
2025,2,594130,Rockhurst,https://stats.ncaa.org/teams/594130
2025,2,594105,Rollins,https://stats.ncaa.org/teams/594105
2025,2,594204,Saint Leo,https://stats.ncaa.org/teams/594204
2025,2,594207,Saint Michael's,https://stats.ncaa.org/teams/594207
2025,2,594159,Seton Hill,https://stats.ncaa.org/teams/594159
2025,2,594165,Shorter,https://stats.ncaa.org/teams/594165
2025,2,594099,Southern N.H.,https://stats.ncaa.org/teams/594099
2025,2,594201,St. Anselm,https://stats.ncaa.org/teams/594201
2025,2,594134,St. Thomas Aquinas,https://stats.ncaa.org/teams/594134
2025,2,594250,Tampa,https://stats.ncaa.org/teams/594250
2025,2,594222,Thomas More,https://stats.ncaa.org/teams/594222
2025,2,594076,Tiffin,https://stats.ncaa.org/teams/594076
2025,2,594153,Tusculum,https://stats.ncaa.org/teams/594153
2025,2,594091,UIndy,https://stats.ncaa.org/teams/594091
2025,2,594226,Virginia St.,https://stats.ncaa.org/teams/594226
2025,2,594161,Walsh,https://stats.ncaa.org/teams/594161
2025,2,594172,Westminster (UT),https://stats.ncaa.org/teams/594172
2025,2,594109,Wheeling,https://stats.ncaa.org/teams/594109
2025,2,594231,William Jewell,https://stats.ncaa.org/teams/594231
2025,2,594180,Wilmington (DE),https://stats.ncaa.org/teams/594180
2025,2,594136,Wingate,https://stats.ncaa.org/teams/594136
2025,2,594168,Young Harris,https://stats.ncaa.org/teams/594168
2025,3,594269,Adrian,https://stats.ncaa.org/teams/594269
2025,3,594559,Albertus Magnus,https://stats.ncaa.org/teams/594559
2025,3,594271,Albion,https://stats.ncaa.org/teams/594271
2025,3,594273,Albright,https://stats.ncaa.org/teams/594273
2025,3,594275,Alfred,https://stats.ncaa.org/teams/594275
2025,3,594947,Alfred St.,https://stats.ncaa.org/teams/594947
2025,3,594578,Allegheny,https://stats.ncaa.org/teams/594578
2025,3,594279,Alma,https://stats.ncaa.org/teams/594279
2025,3,594507,Alvernia,https://stats.ncaa.org/teams/594507
2025,3,594281,Amherst,https://stats.ncaa.org/teams/594281
2025,3,594584,Anderson (IN),https://stats.ncaa.org/teams/594584
2025,3,594284,Anna Maria,https://stats.ncaa.org/teams/594284
2025,3,594510,Arcadia,https://stats.ncaa.org/teams/594510
2025,3,594286,Augustana (IL),https://stats.ncaa.org/teams/594286
2025,3,594709,Aurora,https://stats.ncaa.org/teams/594709
2025,3,594459,Averett,https://stats.ncaa.org/teams/594459
2025,3,594711,Babson,https://stats.ncaa.org/teams/594711
2025,3,594288,Baldwin Wallace,https://stats.ncaa.org/teams/594288
2025,3,594290,Bates,https://stats.ncaa.org/teams/594290
2025,3,594292,Beloit,https://stats.ncaa.org/teams/594292
2025,3,594385,Benedictine (IL),https://stats.ncaa.org/teams/594385
2025,3,594512,Berry,https://stats.ncaa.org/teams/594512
2025,3,594295,Bethany (WV),https://stats.ncaa.org/teams/594295
2025,3,594297,Bowdoin,https://stats.ncaa.org/teams/594297
2025,3,594392,Brevard,https://stats.ncaa.org/teams/594392
2025,3,594299,Bridgewater (VA),https://stats.ncaa.org/teams/594299
2025,3,594268,Bryn Athyn,https://stats.ncaa.org/teams/594268
2025,3,594574,Cairn,https://stats.ncaa.org/teams/594574
2025,3,594303,Calvin,https://stats.ncaa.org/teams/594303
2025,3,594305,Capital,https://stats.ncaa.org/teams/594305
2025,3,594307,Carroll (WI),https://stats.ncaa.org/teams/594307
2025,3,594310,Carthage,https://stats.ncaa.org/teams/594310
2025,3,594315,Catholic,https://stats.ncaa.org/teams/594315
2025,3,594530,Centenary (LA),https://stats.ncaa.org/teams/594530
2025,3,594683,Centenary (NJ),https://stats.ncaa.org/teams/594683
2025,3,594715,Centre,https://stats.ncaa.org/teams/594715
2025,3,594452,Chatham,https://stats.ncaa.org/teams/594452
